"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","typeStatus","individualCount"
"21","2021-03-01 16:20:19-03","UNICAMP","UEC","208503","S","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne",NA,"Mayer, JLS","31","2008","12","13","Brazil","São Paulo","Ubatuba","Situada dentro do Parque Estadual da Serra do Mar - Núcleo de Picinguaba","-44.8","-23","-44.8","-23",NA,NA,"UEC040257","UEC040257",NA,NA,NA,"Hemiepífita escandente, flor de cor clara.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:01:02-03","UNICAMP","UEC","105352","S","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Pansarin, ER","Pansarin, ER","407","1999","02","21","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC001532","UEC001532","2006","07",NA,NA,"Liliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"23","2019-08-20 10:01:02-03","UNICAMP","UEC","116806","S","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Pansarin, ER","Pansarin, ER","840","2001","01",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC001531","UEC001531","2006","07",NA,"Liana, as margens dos cursos d`água.","Liliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"24","2019-08-20 10:01:02-03","UNICAMP","UEC","110439","S","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Pansarin, ER","Pansarin, ER","695","2000","01","21","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Malota, próximo a Base Ecológica da Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC001534","UEC001534","2006","07",NA,NA,"Liliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"25","2019-11-06 09:56:54-03","UFOP","OUPR","31918","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Pedrosa, L.G.","Pedrosa, L.G.","787","2018","09","12","Brasil","Minas Gerais","Ouro Preto","Monjolo/ Bela Vista","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2018","09","12","Erva trepadeira, ca. 2m. Flores não observadas. Em frutos. Mata de encosta.",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"26","2020-10-14 10:04:26-03","FURB","FURB","19349","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Gonzatti, F","Gonzatti, F.; Demeda, C.; Gonzatti, F. & Link, O.",NA,"2015","09","12","Brasil","Rio Grande do Sul","Osório",NA,"-50.2127778","-29.9736111","-50.2127778","-29.9736111","3","3","FURB47258","FURB47258","2015","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:04:26-03","FURB","FURB","36575","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Cadorin, TJ","Cadorin, T.J.","3321","2011","10","25","Brasil","Santa Catarina","Imbituba","Praia da Luz.","-48.6491666","-28.1447222","-48.6491666","-28.1447222","16","16","FURB02885","FURB02885","2011","10","25","Há 2 m de altura. Local sombreado próximo de riacho Habitat: restinga arbórea Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-10-14 10:04:26-03","FURB","FURB","55736","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Schwirkowski, P.","Schwirkowski, P.","2205","2017","01","22","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Beira de estrada.","-49.3133333","-26.3313889","-49.3133333","-26.3313889","700","700","FURB55736","FURB55736","2017","01","22","Flores esverdeadas, labelo branco Habitat: Ciófita Habito: Liana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-08 08:54:35-03","FURB","FURB","59031","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Kassner-Filho, A.","Kassner-Filho, A.","2723","2018","05","10","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","FURB59031","FURB59031","2018","05","10","flor verde e branca Habitat: interior do fragmento Habito: lianescente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-08 08:54:35-03","FURB","FURB","59499","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2791","2018","06","09","Brasil","Santa Catarina","Cocal do Sul",NA,"-49.3155556","-28.6177778","-49.3155556","-28.6177778",NA,NA,"FURB59499","FURB59499","2018","06","09","fruto imaturo Habitat: interior da unidade amostral Habito: lianescente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-14 10:04:26-03","FURB","FURB","60502","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3244","2018","08","11","Brasil","Santa Catarina","Armazém",NA,"-48.9594444","-28.2625","-48.9594444","-28.2625000",NA,NA,"FURB60502","FURB60502","2018","08","11","fruto imaturo Habitat: interior da unidade amostral Habito: lianescente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-08 08:54:35-03","FURB","FURB","61390","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2963","2018","06","28","Brasil","Santa Catarina","Orleans",NA,"-49.3191667","-28.2608333","-49.3191667","-28.2608333",NA,NA,"FURB61390","FURB61390","2018","06","28","fruto imaturo Habitat: interior da unidade amostral Habito: lianescente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-09 14:47:24-03","FURB","FURB","66505","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Kassner-Filho, A.","Kassner-Filho, A.","5670","2020","04","03","Brasil","Santa Catarina","Blumenau","Vila Itoupava.","-49.1033333","-26.6675","-49.1033333","-26.6675000","210","210","FURB66505","FURB66505","2020","04","03","tépalas esverdeadas, labelo branco Habitat: interior do fragmento Habito: lianescente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-09 14:47:24-03","FURB","FURB","66538","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Kassner-Filho, A.","Kassner-Filho, A.","5735","2020","07","12","Brasil","Santa Catarina","Criciúma","São Roque - - AID Linha de Transmissão.","-49.3922222","-28.7566667","-49.3922222","-28.7566667","104","104","FURB66538","FURB66538","2020","07","12","fruto imaturo Habitat: interior do fragmento Habito: lianescente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-16 17:50:19-03","UCS","HUCS","44506","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Gonzatti, F.","Gonzatti, F.","2106a","2015","09","12","Brasil","Rio Grande do Sul","Osório",NA,"-50.21275","-29.973722","-50.21275","-29.973722","3","3",NA,NA,"2015","11",NA,"Affinis. Lianescente no interior de mata de restinga seca. Em cápsula.","Angiospermae","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-16 17:50:19-03","UCS","HUCS","41265","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Cadorin, T.J.","Cadorin, T.J.","3321","2011","10","25","Brasil","Santa Catarina","Imbituba","Praia da Luz","-48.6702995300293","-28.2399997711182",NA,NA,"16","16",NA,NA,"2011","10","25","epífita , fruto imaturo; local sombreado próximo ao riacho - restinga arbórea","Angiospermae","Asparagales",NA,NA,"18719","auto",NA,NA,NA,NA,NA
"37","2019-08-16 08:40:26-03","UTFPR","HCF","18822","S","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","G.A. Dettke","M.G. Caxambu","7151","2015","12","11","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Trilha do Rio","-53.823278","-25.131111","53°49'23,8 W","25°07'52 S","677","677",NA,NA,"2017","12","06","hemiepífita, semi-ciófila. Flores verdes, com labelo alvo, com marcação amarela longitudinal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:38:53-03","MBM","MBM","407794","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Gonzatti, F.","Gonzatti, F.; Demeda, C.; Link, O.; Demeda, C.; Link, O.","2106a","2015","09","12","Brazil","Rio Grande do Sul","Osório",NA,"-50.212778","-29.973611","-50.212778","-29.973611","3","3","MBM407794","MBM407794","2015","11",NA,"Affinis. Lianescente no interior de mata de restinga seca. Em cápsula.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:38:53-03","MBM","MBM","314047","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Lemos, J.V.","Ribas, O.S.; Silva, J.M.; Silva, J.M.","7152","2006","01","12","Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, subida a Cota 800","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM314047","MBM314047","2010",NA,NA,"Trepadeira, flor esverdeada a alvacenta, tépalas verdes. Encosta do morro; Floresta Atlântica da Srra do Mar",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA
"40","2020-12-21 16:38:53-03","MBM","MBM","2334","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Hatschbach, G.","Hatschbach, G.","15614","1966","01","03","Brazil","Paraná","Paranaguá","Morro Tabaquara","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM002334","MBM002334",NA,NA,NA,"Epífita trepadeira.",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA
"41","2020-12-21 16:38:53-03","MBM","MBM","50185","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Pabst, G.","Hatschbach, G.; Reitz; Klein, R.M.; Reitz; Klein, R.M.","7999","1954","04","28","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM050185","MBM050185",NA,NA,NA,"Epífita trepadeira.",NA,NA,"Southern America",NA,"27253","auto",NA,NA,NA,NA,NA
"42","2020-12-21 16:38:53-03","MBM","MBM","411845","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Boff, L.","Boff, L.; Silva, T.M.; Silva, T.M.","96","2015","02","05","Brazil","Paraná","Céu Azul","Paque Nacional do Iguaçu, Trilha Manuel Gomes.","-53.8485984802246","-25.1466999053955",NA,NA,NA,NA,"MBM411845","MBM411845","2015","02","06","Terrestre, trepadeira. Flores verdes e labelo creme, bordas enrugadas.",NA,NA,"Southern America",NA,"51148","auto",NA,NA,NA,NA,NA
"43","2020-12-21 16:38:53-03","MBM","MBM","50184","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Pabst, G.","Hatschbach, G.","9144","1962","05","31","Brazil","Paraná","Paranaguá","Sertão do Indaial","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM050184","MBM050184",NA,NA,NA,"Epífita trepadeira.",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA
"44","2020-10-01 14:26:14-03","JBB","HEPH","24046","S","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Lima, JH","Paiva, VF; Jesus, FPR de; Reis, GC; Azevedo, INC de; Oliveira, MS","508","2008","06","08","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Córrego Cabeça de veado, captação 4 da CAESB","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,NA,"2013","02","01","Próximo a Ormosia caída sobre o córrego","Monocotyledon","Asparagales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-01 14:26:14-03","JBB","HEPH","2652","S","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Lima, JH","Maury, CM","172","1982","07","21","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, córrego Acampamento","-47.926061","-15.739069","-47.926061","-15.739069",NA,NA,NA,NA,"2013","02","01",NA,"Monocotyledon","Asparagales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-01 14:26:14-03","JBB","HEPH","3268","S","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Lima, JH","Bianchetti, LB","423A,B","1979","05","16","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, Córrego do Acampamento","-47.926061","-15.739069","-47.926061","-15.739069",NA,NA,NA,NA,"2013","02","01","Pouco frequente","Monocotyledon","Asparagales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-01 14:26:14-03","JBB","HEPH","20892","S","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Bianchetti, LB","Salles, AEH","3169","2004","09","30","Brasil","Distrito Federal","Sobradinho","DF 130 entre Sobradinho dos Melos e Planaltina","-47.6475","-15.778333","-47.6475","-15.778333","980","980",NA,NA,"2005","03","14",NA,"Monocotyledon","Asparagales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-01 14:26:14-03","JBB","HEPH","15485","S","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne","Bianchetti, LB","Jesus, FPR de; Salles, AEH","47","2000","05","27","Brasil","Distrito Federal","Brasília","Parque do Guará nos fundos do Setor de Indústria","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2001","02",NA,"Comum","Monocotyledon","Asparagales","Southern America",NA,"70570","auto",NA,NA,NA,NA,NA
"49","2020-12-11 11:44:54-03","UFMG","BHCB","63753","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne",NA,"Krieger, L","15159","1950","01","09","Brasil","Minas Gerais","Bonsucesso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Escandente, na mata. Flores esverdeadas. Frutos com polpa viscosa, contendo as sementes","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:44:54-03","UFMG","BHCB","134900","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne",NA,"Salles, AJH; et al.","3169","2004","09","30","Brasil","Distrito Federal","Brasília","Estrada entre Sobradinho dos Melos e Planaltina, D","-47.9296989440918","-15.7797002792358",NA,NA,"980","980","BHCB001565","BHCB001565","2010","01",NA,"Epífita. Flor branca, botões florais verdes, fruto verde.; Mata inundada.","Monocotyledon",NA,"Southern America",NA,"70570","auto",NA,NA,NA,NA,NA
"51","2020-12-11 11:44:54-03","UFMG","BHCB","35155","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","edwallii","Vanilla edwallii","Hoehne",NA,"Alvarenga, D; Lopes, EC","214","1989","04","19","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flor com frutos imaturos de cor verde escuro, estava sobre árvores com 4,0m","Monocotyledon",NA,"Southern America",NA,"70570","auto",NA,NA,NA,NA,NA
