"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","fieldNumber","relatedCatalogItem"
"47","2015-07-02 14:04:05-03","JBP","HPL","11976","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis",NA,"H. Lorenzi","H. Lorenzi, N. Coelho, R. Pimenta & T.B. Flores","6720","2009","07","08",NA,"Brasil","BA","Medeiros Costa","Coletado em área de pastagem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","07","09",NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-07-02 14:04:05-03","JBP","HPL","11145","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis",NA,"P.G. Delprete","H. Lorenzi","6427","2007","11","19",NA,"Brasil","SP","Nova Odessa","Coletada e cultivada no Instituto Planatrum","-47.29","-22.77",NA,NA,NA,NA,NA,NA,NA,"2011","12","26","8440","auto",NA,NA,NA,NA,NA,NA
"49","2019-02-15 11:49:56-02","IPA","IPA","24174","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Andrade-Lima","Jordy Filho, S.","50","1979","07","19","Southern America","Brasil","Ceará","São Benedito",NA,"-40.75","-4.016667",NA,"Árvore em torno de 6m de altura e diâmetro de 0,20m. Caule cinza-claro, folhas verdes e frutos verdes. Exsudato ausente.","IPA0024174",NA,NA,"-40.75","-4.016667","1979","09","27",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-02-15 11:49:56-02","IPA","IPA","23474","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Steyermark, J.A.","Harley, R.M.","17302","1974","03","23","Southern America","Brasil","Bahia",NA,"coastal zone. ca. 4km SW of Belmonte, on roas to Itapebi.","-38.916667","-15.916667",NA,"Trees to 5m. Leaves bright green, paler beneath. Flowers green in bud, pale butter-yellow when open, darkening with age; perfumed.; Restinga, with grassland and damp sandy areas. Sea level.","IPA0023474",NA,NA,"-38.916667","-15.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-02-15 11:49:56-02","IPA","IPA","41395","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"Gardner","1043",NA,NA,NA,"Southern America","Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,"IPA0041395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-02-15 11:49:56-02","IPA","IPA","41396","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"Gardner","1043a",NA,NA,NA,"Southern America","Brasil","Pernambuco",NA,"woods near Pernambuco.",NA,NA,NA,NA,"IPA0041396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-07-26 11:41:16-03","IPA","IPA","55473","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Rita Pereira","Coelho, P.","55473","1994","05","31","Southern America","Brasil","Pernambuco","Ilha de Itamaracá","Lagoa do Lance dos Cações, faixa de restinga.",NA,NA,NA,"Frutos verdes, redondos.","IPA0055473",NA,NA,NA,NA,"1995","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-02-15 11:49:56-02","IPA","IPA","1731","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Andrade-Lima; Magalhães, J.","Andrade-Lima","50-543","1950","05","09","Southern America","Brasil","Bahia","Paulo Afonso","areias à margem da Cachoeira de Paulo Afonso (zona inundável).","-38.2146987915039","-9.40610980987549",NA,"Arbusto; flor amarelo-clara. Fruto verde.","IPA0001731",NA,NA,NA,NA,"1950","10","05","44772","auto",NA,NA,NA,NA,NA,NA
"55","2019-02-15 11:49:56-02","IPA","IPA","22434","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Andrade-Lima","Medeiros-Costa; Andrade-Lima; Andrade-Lima","155","1978","01","11","Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","Suape, área do Projeto Suape. Ponta das pedras pretas. Mata.","-35.0349998474121","-8.28666973114014",NA,"Arbusto de 2m, no solo rochoso na subida da encosta. Flor amarela.","IPA0022434",NA,NA,NA,NA,"1978","04","24","25282","auto",NA,NA,NA,NA,NA,NA
"56","2019-02-15 11:49:56-02","IPA","IPA","13732","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Gottsbeger, G.","Andrade-Lima","65-4365","1965","12","30","Southern America","Brasil","Pernambuco","Goiana","Usina Santa Tereza, mata.","-35.002498626709","-7.56056022644043",NA,"Árvore delgada 5 - 6m; flor amarelo-claro.","IPA0013732",NA,NA,NA,NA,"1998",NA,NA,"22853","auto",NA,NA,NA,NA,NA,NA
"57","2019-02-15 11:49:56-02","IPA","IPA","4979","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Andrade-Lima","Pickel, B.","636","1916","01",NA,"Southern America","Brasil","Pernambuco","Olinda","São Bento, Capoeira do litoral.","-34.8553009033203","-8.00889015197754",NA,NA,"IPA0004979",NA,NA,NA,NA,"1981","06","03","7110","auto",NA,NA,NA,NA,NA,NA
"58","2019-02-15 11:49:56-02","IPA","IPA","20966","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Andrade-Lima","Andrade-Lima","70-5729","1970","02","06","Southern America","Brasil","Pernambuco","Rio Formoso","Cupe, praia de Muro Alto.","-35.1585998535156","-8.66361045837402",NA,"Arboreta 4m. Flor alvo-amarela.","IPA0020966",NA,NA,NA,NA,"1981","06","03","21734","auto",NA,NA,NA,NA,NA,NA
"59","2019-02-15 11:49:56-02","IPA","IPA","14862","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"Kuhlmann, J.G.","6122","1940","10","10","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Santa Tereza, Mata.","-43.2075004577637","-22.9027996063232",NA,"Árvore; flor alva.","IPA0014862",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"60","2019-07-26 11:41:16-03","IPA","IPA","53028","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Rita Pereira","Braz, E.","53028","1987","02","05","Southern America","Brasil","Paraíba","Campina Grande",NA,"-35.8810997009277","-7.23055982589722",NA,NA,"IPA0053028",NA,NA,NA,NA,"1992","10","05","41577","auto",NA,NA,NA,NA,NA,NA
"61","2019-02-15 11:49:56-02","IPA","IPA","15247","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"Lira, O.C.","67-165","1967","12","27","Southern America","Brasil","Pernambuco","Ponta de Pedra","Engenho Maçaranduba",NA,NA,NA,"Arbusto fino ca. 3m. Flores amarelas.","IPA0015247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-02-15 11:49:56-02","IPA","IPA","23481","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Steyermark, J.A.","Harley, R.M.","17085","1974","03","17","Southern America","Brasil","Bahia",NA,"coastal zone. 11 km S. of Santa Cruz Cabrália.","-39.016667","-16.366667",NA,"Tree to 5m. Leaves rugose, bright green above, pale beneath. Corolla orange-yellow, lobes cream within.; Restinga by the sea, with strand vegetation progressively developing into scrub and low forest further inland. Sea level.","IPA0023481",NA,NA,"-39.016667","-16.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-07-26 11:41:16-03","IPA","IPA","46244","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Bocage, A.","Sacramento, A.","46244","1996","03","26","Southern America","Brasil","Pernambuco","Ilha de Itamaracá",NA,NA,NA,NA,"Arbusto ca. 2m de altura. Flores amarelas.; Restinga. Solo arenoso.","IPA0046244",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-07-26 11:41:16-03","IPA","IPA","83225","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Queiroz, L.P. de","Rodrigues, J.; et al.; et al.","83225","2009","03","10","Southern America","Brasil","Maranhão","Barão do Grajaú",NA,NA,NA,NA,"Arvoreta ca. 5m de altura; caule com 36cm de circunferência.; Cerrado.","IPA0083225",NA,NA,NA,NA,"2009","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-02-15 11:49:57-02","IPA","IPA","84530","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Cano, O.","Oliveira, M.; Galileu, A.; Galileu, A.","2164","2006","02","17","Southern America","Brasil","Ceará","Sobral","Sítios Novos","-40.523889","-3.850556",NA,"Árvore ca. 5m de altura; flores amarelas; frutos maturos enegrecidos. Ocasional.; Caatinga, vegetação arbustivo-arbórea espaçada e de baixo porte. Solo argilo-arenoso.","IPA0084530",NA,NA,"-40.523889","-3.850556","2010","06","04",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-02-15 11:49:57-02","IPA","IPA","89176","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Gallindo, F.","Azevedo, C.B.","s.n.","2014","03","18","Southern America","Brasil","Pernambuco","Goiana","Itapirema, Estação Experimental do IPA.","-34.980833","-7.596667",NA,"Material em estudo para monografia , UFRPE, sob a orientação da Profa. Dra. Ana Licia Patriota.; Árvore ca. 10 a 12m de altura. Presença de frutos. Cultivada.","IPA0089176",NA,NA,"-34.980833","-7.596667","2014","04","15",NA,NA,"94","94",NA,NA,NA,NA
"67","2019-02-15 11:49:56-02","IPA","IPA","1595","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Andrade-Lima","Andrade-Lima","50-442","1950","02","09","Southern America","Brasil","Pernambuco","Paulista","Janga","-34.8731002807617","-7.94083023071289",NA,"Arbusto; flores amarelo-claras.; Restinga.","IPA0001595",NA,NA,NA,NA,"1981","06","03","17375","auto",NA,NA,NA,NA,NA,NA
"68","2019-02-15 11:49:56-02","IPA","IPA","22297","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Andrade-Lima","Medeiros-Costa; Andrade-Lima; Andrade-Lima","101","1977","11","23","Southern America","Brasil","Pernambuco","Ipojuca","Suape, área do Projeto Suape. Porto de Galinhas. Mata.","-35.0638999938965","-8.39888954162598",NA,"Arvoreta de 3m; flores amarelas.","IPA0022297",NA,NA,NA,NA,"1978","03","30","22847","auto",NA,NA,NA,NA,NA,NA
"69","2019-02-15 11:49:56-02","IPA","IPA","52128","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Rita Pereira","Rita Pereira","333","1988","07","07","Southern America","Brasil","Pernambuco","Itamaracá","Pontal da Barra, próximo a Praia do Sossego; flora acompanhante dos araçazeiros.","-34.8255996704102","-7.74777984619141",NA,"Árvore ca. 2,5m; frutos marrom-esverdeado.; Restinga (capoeira). Solo areno-argiloso.","IPA0052128",NA,NA,NA,NA,"1990","04",NA,"9347","auto",NA,NA,NA,NA,NA,NA
"70","2019-02-15 11:49:56-02","IPA","IPA","1132","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Andrade-Lima","Andrade-Lima","49-213","1949","05","03","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, Mata, próximo à estrada que sai das jaulas.","-34.8810997009277","-8.05389022827148",NA,"Arbusto; flores amarelo-queimadas.","IPA0001132",NA,NA,NA,NA,"1981","06","03","18865","auto",NA,NA,NA,NA,NA,NA
"71","2019-07-26 11:41:16-03","IPA","IPA","659","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Andrade-Lima","Vasconcellos Sobrinho","659","1938","03",NA,"Southern America","Brasil","Pernambuco","Recife","Embiribeira.Areal.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0000659",NA,NA,NA,NA,"1981","06","03","18865","auto",NA,NA,NA,NA,NA,NA
"72","2019-07-26 11:41:16-03","IPA","IPA","55063","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Rita Pereira","Lira, O.","55063","1991","12","28","Southern America","Brasil","Pernambuco","Sirinhaém","Praia de Guadalupe","-35.1161003112793","-8.59082984924316",NA,NA,"IPA0055063",NA,NA,NA,NA,"1995","04","04","20997","auto",NA,NA,NA,NA,NA,NA
"73","2019-11-29 11:33:12-03","IPA","IPA","93578","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Gallindo, F.; Cano, O.","Torres, A.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.","76","2019","01","16","Southern America","Brasil","Rio Grande do Norte","Extremoz","APA de Jenipabu.","-35.307201385498","-5.70556020736694",NA,"Material Botânico em estudo na UFRPE, para Levantamento Florístico dos quatro substratos em áreas de dunas e restingas da APA Jenipabu #?# RN - PPGB - Deptº de Botânica sob a orientação da Profa. Dra. Ana Virginia Leite.; Arbusto. Flore","IPA0093578",NA,NA,NA,NA,"2019","07","16","13555","auto",NA,NA,NA,NA,NA,NA
"74","2019-02-15 11:49:57-02","IPA","IPA","84242","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Gomes-Silva, A.","Josinaldo Alves","14","2008","09","10","Southern America","Brasil","Rio Grande do Norte","Extremoz","Próximo as dunas.","-35.307201385498","-5.70556020736694",NA,"Árvore com ca de 3,00m. Frutos verdes imaturos.","IPA0084242",NA,NA,NA,NA,"2010","04","07","13555","auto",NA,NA,NA,NA,NA,NA
"75","2019-02-15 11:49:56-02","IPA","IPA","56314","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Alves, A.","Martins, M.L.L.","356","1994","06","14","Southern America","Brasil","Rio Grande do Norte","Tibau do Sul","Santuário Ecológico de Pipa, Praia de Pipa.","-35.0918998718262","-6.18666982650757",NA,"Arbusto ca. 1,5m; flores amarelas; frutos verdes.","IPA0056314",NA,NA,NA,NA,"1999","07","29","13790","auto",NA,NA,NA,NA,NA,NA
"76","2019-02-15 11:49:57-02","IPA","IPA","41400","S","Plantae","Plantae",NA,"Rubiaceae","Tocoyena","sprucei","Tocoyena sprucei","Standl.",NA,"Gardner","1964",NA,NA,NA,"Southern America","Brasil","Ceará",NA,"Serra do Araripe, near Crato.",NA,NA,NA,NA,"IPA0041400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-10-25 11:40:25-03","IECOS","HBRA","4962","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig","L. Oliveira","400","2011","06","02","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, praia de Ajuruteua","-46.60944444","-0.82222222","exsicata",NA,"HBRA0003400","HBRA0003400",NA,"-46.60944444","-0.82222222","2017","06","02",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-25 11:40:25-03","IECOS","HBRA","604","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig, L. O. Santos, R. M. Silva","R. M. Silva","139","2005","03","23","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. Vegetação arbóreo-arbustiva com poucas herbáceas, solo arenoso","-46.61944444","-0.83555556","exsicata","Flores amarelas, frutos pretos, 4 em cada pedúnculo, este vermelho","HBRA0003884","HBRA0003884",NA,"-46.61944444","-0.83555556","2009","04","07",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-10-25 11:40:25-03","IECOS","HBRA","4244","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig","M. S. G. Malcher","301","2010","05","07","América do Sul","Brasil","Pará","Soure","Fazenda São Jerônimo, restinga circundada por manguezal, aprox. 1,1 km nordeste da sede da fazenda","-48.48972222","-0.68705556","exsicata","Árvore. Ritidoma levemente estriado; cheiro tênue","HBRA0003862","HBRA0003862",NA,"-48.48972222","-0.68705556","2011","01","29",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-10-25 11:40:25-03","IECOS","HBRA","4121","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis",NA,NA,"L. Oliveira","149","2010","02","02","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, Praia do Buçucanga/Pilão velho","-46.65166667","-0.79583333","exsicata","Arbusto. Flores amarelas","HBRA0003854","HBRA0003854",NA,"-46.65166667","-0.79583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-10-25 11:40:25-03","IECOS","HBRA","1881","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig","U. Mehlig","480","2008","02","09","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, Praia de Ajuruteua, duna baixa na desembocadura do canal de maré Furo da Estiva","-46.60511111","-0.83786111","exsicata","Arbusto. Tubo corolar amarelo","HBRA0003882","HBRA0003882",NA,"-46.60511111","-0.83786111","2008","03","08",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-10-25 11:40:25-03","IECOS","HBRA","347","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig, L. O. Santos, R. M. Silva","R. M. Silva","108","2004","02","24","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. Campo","-46.619","-0.83555556","exsicata",NA,"HBRA0003883","HBRA0003883 HBRA0003883_v01",NA,"-46.61900000","-0.83555556","2009","04","07",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-10-25 11:40:25-03","IECOS","HBRA","678","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig, L. O. Santos, R. M. Silva","R. M. Silva","149","2005","04","18","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. 2º cordão de dunas. Vegetação arbóreo-arbustiva, poucas herbáceas, algumas palmeiras. Solo arenoso","-46.6195","-0.83794444","exsicata","Ritidoma cinza de aparência lisa, casca morta cinza, alburno creme. Flores amarelas","HBRA0003875","HBRA0003875",NA,"-46.61950000","-0.83794444","2009","04","07",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-10-25 11:40:25-03","IECOS","HBRA","1912","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig","U. Mehlig","492","2008","03","08","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, Praia de Ajuruteua. Restinga próximo Chavascal, na margem de uma duna com vegetação arbóreo-arbustiva","-46.62227778","-0.81566667","exsicata","Arbusto, altura <2 m. Corola amarela-pálida; com 5 lobos torcidos. Estigma passando o tubo corolar por aprox. 7 mm","HBRA0003850","HBRA0003850",NA,"-46.62227778","-0.81566667","2008","03","08",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-10-25 11:40:25-03","IECOS","HBRA","4249","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig","M. S. G. Malcher","317","2010","05","07","América do Sul","Brasil","Pará","Soure","Fazenda São Jerônimo, restinga circundada por manguezal, aprox. 1,1 km nordeste da sede da fazenda","-48.48972222","-0.68705556","exsicata","Árvore. Ritidoma levemente estriado; cheiro tênue","HBRA0003866","HBRA0003866",NA,"-48.48972222","-0.68705556","2011","01","29",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-01-23 15:06:14-03","IECOS","HBRA","1392","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig, L. O. Santos, R. M. Silva","R. M. Silva","225","2007","05","22","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. 3º cordão de dunas","-46.62","-0.83444444","exsicata","Flores amarelas infundibuliformes e frutos imaturos, verdes.","HBRA0003831,HBRA0003823","HBRA0003831",NA,"-46.62000000","-0.83444444","2009","04","07",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-06-22 14:53:55-03","IECOS","HBRA","111","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig, L. O. Santos, R. M. Silva","R. M. Silva","20","2003","06","20","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. Duna com mata de restinga","-46.61944444","-0.83555556","exsicata",NA,"HBRA0003870,HBRA0003887","HBRA0003887",NA,"-46.61944444","-0.83555556","2009","04","07",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-10-25 11:40:25-03","IECOS","HBRA","4247","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig","M. S. G. Malcher","309","2010","05","07","América do Sul","Brasil","Pará","Soure","Fazenda São Jerônimo, restinga circundada por manguezal, aprox. 1,1 km nordeste da sede da fazenda","-48.48972222","-0.68705556","exsicata","Árvore. Ritidoma levemente estriado; cheiro tênue","HBRA0003858","HBRA0003858",NA,"-48.48972222","-0.68705556","2011","01","29",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-10-25 11:40:25-03","IECOS","HBRA","7172","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig, L. O. Santos","M. S. Neves","15","2005","04","18","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. 3º cordão de dunas","-46.62","-0.83444444","exsicata","Arbusto de 1.5 m de altura. Cálice amarelo","HBRA0003830","HBRA0003830",NA,"-46.62000000","-0.83444444","2009","04","07",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-10-25 11:40:25-03","IECOS","HBRA","4250","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig","M. S. G. Malcher","318","2010","05","07","América do Sul","Brasil","Pará","Soure","Fazenda São Jerônimo, restinga circundada por manguezal, aprox. 1,1 km nordeste da sede da fazenda","-48.48972222","-0.68705556","exsicata","Árvore. Ritidoma levemente estriado; cheiro tênue","HBRA0003842","HBRA0003842",NA,"-48.48972222","-0.68705556","2011","01","29",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-10-25 11:40:25-03","IECOS","HBRA","1203","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","U. Mehlig","U. Mehlig","294","2007","02","18","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. 3º cordão de dunas","-46.61836111","-0.83602778","exsicata","Arbusto, altura <2,5 m. Face abaxial das folhas mais clara do que a face adaxial. Nervuras primárias e secundárias pouco proeminentes na face adaxial, proeminente na face abaxial. Inflorescência com aprox. 7 flores. Tubo corolar amarelo claro; parte fechada aprox. 8 cm, os 5 lobos espatulados, com margens revolutas","HBRA0003819","HBRA0003819",NA,"-46.61836111","-0.83602778","2008","03","08",NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-04-07 11:48:23-03","UFMS","CGMS","71903","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","A. Pott","A. Pott; V.J. Pott","14981","2008","02","27",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Estrada vicinal.","-52.5027778","-20.4783334",NA,"Flor ausente; Fruto imaturo. Habitat: Pastagem de Brachiaria decumbens com regeneração de Cerrado; Solo arenoso. Habito: Arbusto 2,00 - 4,00 m de altura. Esparsa.","CGMS1104706",NA,NA,"-52,5027778","-20,4783334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-04-07 11:48:23-03","UFMS","CGMS","73092","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","A. Pott","A. Pott","17385","2016","10","24",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Fazenda Guariroba 1. APA Guariroba. 17Km S da rodovia BR-262, Km 229.","-54.5525","-20.9666667",NA,"Flor amarelo clara. Habitat: Cerradão e Cerrado senso restrito. Solo arenoso. Relevo encosta superior de suave ondulado. Habito: Arbusto. Frequente.","CGMS1105899",NA,NA,"-54,5525","-20,9666667","2016","10","26",NA,NA,"518","518",NA,NA,NA,NA
"94","2021-04-07 11:48:23-03","UFMS","CGMS","25130","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","G.A. Damasceno-Junior","L.F.B. Cattani; R.B. Rodrigues; C.F. Zucca; D.R.C. Padilha; D. Verçosa","4","2009","05","05",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Alegria, sub-região da Nhecolândia, Pantanal.","-56.745","-19.0622222",NA,"Fruto verde. Habitat: Cerrado. Habito: Árvore.","CGMS1054556",NA,NA,"-56,745","-19,0622222",NA,NA,NA,NA,NA,"96","96",NA,NA,NA,NA
"95","2021-04-07 11:48:23-03","UFMS","CGMS","66679","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"C.R. Stritar; G.A. Damasceno Junior; L.S. Savala; T.D. Barbosa","70","2017","10","19",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Parque Municipal Templo dos Pilares.","-53.6783334","-18.1494444",NA,"Flor amarela. Habitat: Cerrado stricto sensu. Solo arenoso. Após afloramento rochoso na trilha do Templo dos Pilares. Habito: Árvore. 2,20 m de altura.","CGMS1099640",NA,NA,"-53,6783334","-18,1494444",NA,NA,NA,NA,NA,"612","612",NA,NA,NA,NA
