"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","relatedCatalogItem","previousCatalogNumber"
"105","2013-05-08 11:30:00-03","MO","MOBOT","100237809","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"C.W.H. Mosen","1876","2","Brazil","São Paulo","São João da Boa Vista","-46.7833333","-21.9666667",NA,"1",NA,NA,"Mosén 4149","1","South America","São João de Bôa [Vista].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2011-03-22 16:18:00-03","MO","MOBOT","100237813","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"F.C. Hoehne","1932","1","Brazil","São Paulo",NA,"-46.7202778","-23.5669445",NA,"1",NA,NA,"Hoehne 238","28","South America","Butantan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2009-12-28 16:16:00-02","MO","MOBOT","100237792","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"John Miers",NA,NA,"Brazil","Rio de Janeiro",NA,"-42.75","-22.3666667",NA,"1",NA,NA,"Miers s.n.",NA,"South America","Organ Mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA
"108","2020-06-22 14:18:39-03","UNESP-IBILCE","SJRP","13523","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Andréia Alves Rezende",NA,NA,"Brasil","São Paulo","São José do Rio Preto","-49.380555556","-20.81",NA,NA,"Liana herbácea, folha com a face inferiro arroxeada e esbranquiçada;",NA,NA,NA,"América do Sul","Estação Ecológica do Noroeste Paulista",NA,NA,NA,NA,NA,"-49,380555556","-20,81000000",NA,"Magnoliopsida",NA,NA,NA,NA
"109","2020-08-31 09:04:21-03","INPA","INPA","78021","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Gibbs, PE","1977","01","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"4325","25","Southern America",NA,NA,NA,NA,"INPA0078021",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-08-31 09:04:21-03","INPA","INPA","42392","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Prance, GT","1973","10","Brasil","Mato Grosso","Chapada dos Guimarães","-55.80725","-15.415111",NA,NA,NA,NA,"18903","13","Southern America","Colegio de Buriti",NA,NA,NA,"INPA0042392",NA,"-55.80725","-15.415111",NA,NA,NA,NA,NA,NA
"111","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","34144",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","cf. miersii","Passiflora cf. miersii","Mast.","D.C. Imig/10-01-2017",NA,NA,"C. Esgario; et al","2006","08","Brasil","Espírito Santo","São Roque do Canaã","-40.775278","-19.796944",NA,NA,"Liana, heliófila, rupestre, flores roxas.",NA,"90","27",NA,"Alto Misterioso",NA,NA,NA,"MBML034144",NA,"40W46'31","19S47'49",NA,NA,NA,NA,NA,NA
"112","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","22663",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","L. C. Bernacci/01-03-2005",NA,NA,"A. P. Fontana; et al","2003","12","Brasil","Espírito Santo","São Roque do Canaã","-40.739444","-19.760833",NA,NA,"Trepadeira, umbrófila, flores roxas.",NA,"668","24",NA,"Misterioso, Pedra dos Três Carneiros",NA,NA,NA,"MBML022663",NA,"40W44'22","19S45'39",NA,NA,NA,NA,NA,NA
"113","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","26791",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Misti","V. Demuner & L.F.S. Magnago","2006","02","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","2006","01","Brasil","Espírito Santo","Marilândia","-40.551111","-19.348333",NA,NA,"Liana 4m de altura, botões florais lilás. Solo raso, sobre rocha, (Cruzeiro a gruta).",NA,"1659","18",NA,"Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","150","150",NA,"MBML026791",NA,"40W33'4","19S20'54","08",NA,NA,NA,NA,NA
"114","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","41100",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","D.C. Imig/10-01-2017",NA,NA,"L. Kollmann; & R. Cribari","2011","03","Brasil","Espírito Santo","Serra","-40.306667","-20.164167",NA,NA,"Afloramento rochoso. Rupicola ao sol, flores roxas.",NA,"12211","01",NA,"Mestre Alvaro","600","600",NA,"MBML041100",NA,"40W18'24","20S9'51",NA,NA,NA,NA,NA,NA
"115","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","48143",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","D.C. Imig/10-01-2017",NA,NA,"J. Rossini; L. C. Rossini & F. de O. Rossini","2009","01","Brasil","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398","23588",NA,"Trepadeira a 1,5 m, folhas verdes a vináceas, cálice verde, corola roxa, corona branca com máculas roxas, filetes verdes. Fruto verde.","auto","682","27",NA,"Depois do trevo da entreda para Conc. Do castelo, sentido BH x Vitória, lado direito da pista, reta-subida, paredão úmido (BR 262)",NA,NA,NA,"MBML048143",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-06-15 15:31:07-03","UNESP-RC","HRCB","71788","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Bernacci, L.",NA,NA,"Sabino",NA,NA,"Brasil","São Paulo","Porto Ferreira","-47.416667","-21.816667",NA,NA,NA,NA,NA,NA,NA,"Parque Estadual de Porto Ferreira",NA,NA,NA,NA,NA,"47°25'0.0006W","21°49'0.0006S",NA,NA,NA,NA,NA,NA
"117","2018-10-09 16:31:59-03","UFLA","ESAL","13187","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","M. Milward",NA,NA,"Beatriz S. Yoshikawa",NA,NA,"Brasil","Minas Gerais","Lavras","-44.999444","-21.245278",NA,NA,"liana; 2,0; branca, roxa e amarela; amarelo; floresta",NA,"s.n.",NA,NA,"Propriedade particular próximo a COFAP",NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"118","2017-11-24 14:11:56-02","UFLA","ESAL","15279","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Appolinário, V",NA,NA,"Appolinário, V",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"liana; ; ;",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2018-10-09 16:31:59-03","UFLA","ESAL","1919","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","A. C. Cervi",NA,NA,"Antônio A. dos Reis",NA,NA,"Brasil","Minas Gerais","Lavras","-44.999444","-21.245278",NA,NA,"liana; ; ;",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"120","2018-10-09 16:31:59-03","UFLA","ESAL","22923","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Appolinário, V",NA,NA,"Appolinário, V",NA,NA,"Brasil","Minas Gerais","Lavras","-44.999444","-21.245278",NA,NA,"liana; ; ;",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"121","2018-10-09 16:31:59-03","UFLA","ESAL","3708","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Appolinário, V",NA,NA,"Guimarães, N",NA,NA,"Brasil","Minas Gerais","Lavras","-44.999444","-21.245278",NA,NA,"liana; ; branca e roxa;; floresta",NA,"s.n.",NA,NA,"Parque Ecologico Quedas do Rio Bonito",NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"122","2018-10-09 16:31:59-03","UFLA","ESAL","9497","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","A. C. Cervi",NA,NA,"Gavilanes, ML",NA,NA,"Brasil","Minas Gerais","Lavras","-44.999444","-21.245278",NA,NA,"liana; 1,10; amarela clara;; cerrado",NA,"4.272",NA,NA,"Sítio Três Barras",NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"123","2017-11-24 14:11:56-02","UFLA","ESAL","16345","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Valéria; D.A.C..",NA,NA,"Rodrigues, VEG",NA,NA,"Brasil","Minas Gerais","Itumirim","-44.8711013793945","-21.3169002532959","16596",NA,"liana; 1.50m; branca;; cerrado","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-06-10 10:11:22-03","FZB-BH","BHZB","9739","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii",NA,NA,NA,NA,"Ferreira Junior, C.A. et al.","2012","11","Brasil","MG","Santana do Riacho","-43.701389","-19.035278",NA,NA,"Ponto 86, 636660 7894777 1329 m com duplicata",NA,"760","28",NA,"RPPN Brumas do Espinhaço e Ermo do Gerais","1329","1329",NA,NA,NA,"43W 42' 05","19S 02' 07",NA,NA,NA,NA,NA,NA
"125","2019-06-10 10:11:22-03","FZB-BH","BHZB","9249","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii",NA,NA,NA,NA,"Fernandes, M.G.C. et al.","2012","07","Brasil","MG","Santana do Riacho","-43.701389","-19.035278",NA,NA,"Ponto 86, 636660 7894777 1329 m",NA,"1479","10",NA,"RPPN Brumas do Espinhaço e Ermo do Gerais","1329","1329",NA,NA,NA,"43W 42' 05","19S 02' 07",NA,NA,NA,NA,NA,NA
"126","2021-03-03 13:56:24-03","UFF","NIT","NIT624","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"J. Garcia","2011","10","Brasil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190",NA,NA,"auto","41","01",NA,NA,NA,NA,NA,"NIT00000623",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-02-25 10:12:53-03","CVRD","CVRD","10217","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Masters","Domingos A. Folli","2007","05","Folli, D.A.","2007","05","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Maracujá de morcego","auto","5601","24","América do Sul",NA,NA,NA,NA,"CVRD010217",NA,NA,NA,"24","Magnoliopsida",NA,NA,NA,NA
"128","2021-02-25 10:12:53-03","CVRD","CVRD","1311","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Masters","Armando Carlos Cervi","1993","09","Farias, G.L.","1986","05","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Maracujá de morcego","auto","128","27","América do Sul",NA,NA,NA,NA,"CVRD001311",NA,NA,NA,"21","Magnoliopsida",NA,NA,NA,NA
"129","2021-02-25 10:12:53-03","CVRD","CVRD","7418","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Masters","Domingos A. Folli","2002","08","Folli, D.A.","2002","08","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Maracujá de morcego","auto","4307","01","América do Sul",NA,NA,NA,NA,"CVRD007418",NA,NA,NA,"01","Magnoliopsida",NA,NA,NA,NA
"130","2021-02-25 10:12:53-03","CVRD","CVRD","4553","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Masters",NA,NA,NA,"Folli, D.A.","1993","08","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Maracujá de morcego","auto","1965","30","América do Sul",NA,NA,NA,NA,"CVRD004553",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"131","2021-02-25 10:12:53-03","CVRD","CVRD","9702","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Masters","Teonildes S. Nunes","2006","08","Nunes, T.S.","2006","08","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Maracujá de morcego","auto","1801","21","América do Sul",NA,NA,NA,NA,"CVRD009702","CVRD009702",NA,NA,"21","Magnoliopsida",NA,NA,NA,NA
"132","2021-02-25 10:12:53-03","CVRD","CVRD","4978","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Masters","Domingos A. Folli","1994","06","Folli, D.A.","1994","06","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Maracujá de morcego","auto","2341","28","América do Sul","Ao lado do aceiro em Santa Terezinha.",NA,NA,NA,"CVRD004978",NA,NA,NA,"28","Magnoliopsida",NA,NA,NA,NA
"133","2021-02-25 10:12:53-03","CVRD","CVRD","2601","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Masters","Armando Carlos Cervi","1993","10","Folli, D.A.","1990","05","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,"<ll>dwc_commonname:</ll> Maracujá de morcego","auto","1126","10","América do Sul","Próximo a porteira do Spelta 01.",NA,NA,NA,"CVRD002601","CVRD002601",NA,NA,"21","Magnoliopsida",NA,NA,NA,NA
"134","2021-02-25 10:12:53-03","CVRD","CVRD","2622","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Masters","Armando Carlos Cervi","1993","09","Queiroz, L.P.","1990","04","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,"Folhas membranáceas. Flores com sépalas e corona brancas. <ll>dwc_commonname:</ll> Maracujá de morcego","auto","2455","23","América do Sul","Trepadeira em beira de mata com gavinhas.",NA,NA,NA,"CVRD002622",NA,NA,NA,"21","Magnoliopsida",NA,NA,NA,NA
"135","2020-09-12 05:00:02-03","US","US","942306","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.",NA,NA,NA,NA,"1868",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,"1",NA,NA,"637",NA,"South America - Neotropics","Eidade de Caldas.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA
"136","2020-09-12 05:00:02-03","US","US","2627884","PreservedSpecimen","Plantae",NA,"Violales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.",NA,NA,NA,"A. Duarte","1946","11","Brazil","Minas Gerais","Carandai","-43.8064002990723","-20.9535999298096","23079","1","Transcribed by digital volunteers","auto","636","25","South America - Neotropics","Em mata secundaria a margem da Estrada.",NA,NA,NA,"US01202595","US01202595_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA
"137","2019-11-13 11:27:57-03","USP","SPF","132020","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Vitta, FA","2000",NA,"Forzza, RC","1998","03","Brasil","Minas Gerais","Congonhas do Norte","-43.233333","-18.866667",NA,NA,NA,NA,"730","03",NA,"Serra Talhada","1200","1200",NA,"SPF00132020",NA,"-43.233333","-18.866667",NA,NA,NA,NA,NA,NA
"138","2019-11-13 11:27:57-03","USP","SPF","129707","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Vitta, FA","2000",NA,"Pirani, JR","1998","03","Brasil","Minas Gerais","Congonhas do Norte","-43.657222","-18.903056",NA,NA,NA,NA,"4154","03",NA,NA,NA,NA,NA,"SPF00129707",NA,"-43.657222","-18.903056",NA,NA,NA,NA,NA,NA
"139","2019-11-13 11:27:57-03","USP","SPF","153052","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Queiroz, LP","1989",NA,"Queiroz, LP","1989","02","Brasil","São Paulo","Itirapina","-47.816667","-22.25",NA,NA,NA,NA,"2263","23",NA,NA,NA,NA,NA,"SPF00153052",NA,"-47.816667","-22.25",NA,NA,NA,NA,NA,NA
"140","2019-11-13 11:27:59-03","USP","SPF","167324","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Farinaccio, MA","2001","05","Farinaccio, MA","2000","11","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto","433","23",NA,"Serra do Cipó",NA,NA,NA,"SPF00167324",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-13 11:27:59-03","USP","SPF","97323","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Vitta, FA","2000",NA,"Tamashiro, JY","1994","02","Brasil","São Paulo","Itirapina","-47.8199996948242","-22.25","22843",NA,NA,"auto","T357","01",NA,NA,NA,NA,NA,"SPF00097323",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-13 11:27:57-03","USP","SPF","150447","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Nunes, TS","2001","10","Forero, E","1980","09","Brasil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207","39309",NA,NA,"auto","8371","24",NA,NA,"600","600",NA,"SPF00150447",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-13 11:27:59-03","USP","SPF","15354","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Bernacci, LC; et al.","1999","01","Wasicky, R","1954","05","Brasil","São Paulo","Porto Ferreira","-47.4700012207031","-21.8500003814697","13859",NA,NA,"auto","s.n.","10",NA,NA,NA,NA,NA,"SPF00015354",NA,NA,NA,"21",NA,NA,NA,NA,NA
"144","2019-11-13 11:27:57-03","USP","SPF","146569","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Gehrt, A",NA,NA,"Brade, AC","1916","02","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,"SPF00146569",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-13 11:27:57-03","USP","SPF","146568","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Gehrt, A",NA,NA,"Luederwaldt, H","1909","10","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","s.n.","21",NA,NA,NA,NA,NA,"SPF00146568",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-13 11:27:57-03","USP","SPF","10613","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Hoehne, W","1939",NA,"Hoehne, W","1939","10","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","s.n.",NA,NA,"Alto da lapa.",NA,NA,NA,"SPF00010613",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-13 11:27:57-03","USP","SPF","13567","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Jørgensen, PM",NA,NA,"Hoehne, W","1946","11","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","s.n.","29",NA,"Alto da lapa.",NA,NA,NA,"SPF00013567",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-13 11:27:59-03","USP","SPF","163110","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Hoehne, FC",NA,NA,"Hoehne, FC","1932","10","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","s.n.","11",NA,"Parque do Estado",NA,NA,NA,"SPF00163110",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-10-07 09:32:29-03","UEFS","HUEFS","172402","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","T.S.Nunes","2013","11","Castro, S.L.R.","1995","06","Brasil","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121","21773",NA,NA,"auto","4","25",NA,"restinga, área da grade de trilhas adjacentes á estrada da Guarita, Praia da Fazenda.",NA,NA,NA,"HUEFS0172402","HUEFS0172402",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"150","2019-10-07 09:32:29-03","UEFS","HUEFS","64087","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Farinaccio, M.A.","2000","11","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557",NA,"Mata ciliar atrás do Juquinha.","auto","433","23",NA,"Serra do Cipó. MG km 118.",NA,NA,NA,"HUEFS0064087","HUEFS0064087",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"151","2019-10-07 09:32:29-03","UEFS","HUEFS","9114","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Queiroz, L.P.de","1989","02","Brasil","São Paulo","Itirapina","-47.816667","-22.25",NA,NA,"Cerrado.",NA,"2263","23",NA,"Reserva do Instituto Florestal.",NA,NA,NA,"HUEFS0009114","HUEFS0009114","47W49'","22S15'",NA,"Rosanae",NA,NA,NA,NA
"152","2019-10-07 09:32:29-03","UEFS","HUEFS","9065","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Queiroz, L.P.de","1989","11","Brasil","São Paulo","Campinas","-47.1","-22.816667",NA,NA,NA,NA,"2214","05",NA,NA,"640","640",NA,"HUEFS0009065","HUEFS0009065 HUEFS0009065_01","47W6'","22S49'",NA,"Rosanae",NA,NA,NA,NA
"153","2019-10-07 09:32:29-03","UEFS","HUEFS","45440","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,NA,NA,"Montanha dos órgãos.",NA,NA,NA,"HUEFS0045440",NA,NA,NA,NA,"Rosanae",NA,"Síntipo",NA,NA
"154","2019-10-07 09:32:29-03","UEFS","HUEFS","124224","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Nunes, T.S.","2007","08","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,"Mata Atlântica.","auto","1813(A)","21",NA,"Reserva Biológica. Vale do Rio Doce.",NA,NA,NA,"HUEFS0124224","HUEFS0124224",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"155","2019-10-07 09:32:29-03","UEFS","HUEFS","112403","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Nunes, T.S.","2006","08","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto","1761","21",NA,"Reserva Natural do Vale do Rio Doce.",NA,NA,NA,"HUEFS0112403","HUEFS0112403",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"156","2020-04-07 16:32:31-03","IAC","IAC","28660","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci","1999","01","L.C. Bernacci; R.B. Torres; C.A.F. Pinto-Maglio & O. Camargo","1994","04","Brasil","São Paulo","Jundiaí","-46.8842","-23.1864",NA,NA,"mamíferos comuns: saguis, bugioos, jaguatirica",NA,"5","12",NA,"IAC, Estação Experimental",NA,NA,NA,NA,NA,"-46.8842","-23.1864","21",NA,NA,NA,NA,NA
"157","2020-04-07 16:32:31-03","IAC","IAC","30286","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci","1999","01","S.L. Jung-Mendaçolli; C.A.F. Pinto-Maglio; S.C.P. Castro & P.R.P. Andrade","1995","04","Brasil","São Paulo","Jundiaí","-46.8842","-23.1864",NA,NA,NA,NA,"1419","05",NA,"IAC, Estação Experimenatl",NA,NA,NA,NA,NA,"-46.8842","-23.1864","21",NA,NA,NA,NA,NA
"158","2020-04-07 16:32:31-03","IAC","IAC","32482","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci","1994","11","L.C. Bernacci","1994","11","Brasil","São Paulo","Jundiaí","-46.8842","-23.1864",NA,NA,NA,NA,"2216","22",NA,"IAC, Estação Experimental, área antropizada, coleção",NA,NA,NA,NA,NA,"-46.8842","-23.1864","22",NA,NA,NA,NA,NA
"159","2019-01-25 15:35:45-02","IAC","IAC","32635","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","R.J.F. Garcia","1990","02","M. Bittar & C. Busko","1984","02","Brasil","São Paulo","Cotia","-46.9192","-23.6039",NA,NA,NA,NA,"s/nº","10",NA,"Cemucam, junto ao local de pic-nic",NA,NA,NA,NA,NA,"-46.9192","-23.6039","01",NA,NA,NA,NA,NA
"160","2020-04-07 16:32:31-03","IAC","IAC","32636","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci; F.A. Vitta & Y.V. Bakker","1999","01","J. Y. Tamashiro & J.C. Galvão","1994","02","Brasil","São Paulo","Itirapina","-47.8228","-22.2528",NA,NA,NA,NA,"357","01",NA,"Cerrado do Pedregulho",NA,NA,NA,NA,NA,"-47.8228","-22.2528","21",NA,NA,NA,NA,NA
