"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"226","2019-08-20 10:18:55-03","UNICAMP","UEC","128678","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1995","05","25","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"fruto, Árvore de 4 m, frutos azuis. Folhas jovens com pilosidade creme, facilmente removível. Floresta Atlântica.","UEC083703","UEC083703","196","Estação Experimental do Instituto Agronô",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-08-20 10:18:55-03","UNICAMP","UEC","54471","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Caddah, MK","2012",NA,NA,"Souza, VC; Souza, JP; Rodrigues, RR; Scalon, VR; Ivanauskas, NM; Arzolla, FARDP","1995","09","05","Brazil","São Paulo","Eldorado","-48.394722","-24.6475","-48.394722","-24.6475",NA,NA,"flor, Árvore de cerca de 12 m de altura, botões creme.","UEC050922","UEC050922","9163","Cachoeira do Sapatu",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-08-20 10:18:55-03","UNICAMP","UEC","147121","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"Aguirre, GH; et al.","2005","04","21","Brazil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,"UEC083692","UEC083692","113","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-01 16:34:33-03","UNICAMP","UEC","150950","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Pastore, JFB","2008","04",NA,"Cielo-Filho, R; Vilela, FESP; Gregorato, V; Arzolla, FARDP","2008","03","18","Brazil","São Paulo","Mairiporã","-46.633333","-23.420278","-46.633333","-23.420278","1060","1060","Árvore 7m de altura. Frutos verdes.; Floresta Ombrófila Densa Montana.","UEC083695","UEC083695","793","Parque Estadual da Cantareira, Núcleo Águas Claras.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-08-20 10:18:55-03","UNICAMP","UEC","53475","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Martins, E; Goldenberg, R","1992","10",NA,"Silva, AF","1987","08","29","Brazil","São Paulo","São José dos Campos","-45.9375","-23.716667","-45.9375","-23.716667",NA,NA,"flor, Árvore até 5 m, casca castanho-escuro, lenho castanho-claro, flores em botão, folhas verde-escuro na face ventral e acinzentado-ferruginoso na dorsal.","UEC083691","UEC083691","1562","Reserva Florestal da Boa Vista",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:34:33-03","UNICAMP","UEC","154891","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Caddah, MK","2012",NA,NA,"Soares Júnior, FJ","2002","06","20","Brazil","São Paulo","São José dos Campos","-45.954444","-22.910833","-45.954444","-22.910833","1200","1200","Planta com frutos.; Formação florestal de encosta.","UEC069148","UEC069148","345","Serra dos Poncianos, Fazenda e Reserva Mandala.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-01 16:34:33-03","UNICAMP","UEC","167031","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Silva, CA","2011","11",NA,"Stefani, EJF; Belinello, R; Galvão, JC","2011","07","01","Brazil","São Paulo","Paraibuna","-45.541667","-23.594444","-45.541667","-23.594444","800","900","Árvore com 8 m, com flores brancas e botões esverdeados.; Mata atlântica.","UEC098669","UEC098669","282","Parque Estadual da Serra do Mar.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-08-20 10:18:55-03","UNICAMP","UEC","60069","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Martins, E; Goldenberg, R","1992","10",NA,"Silva, AF; Capellari Jr, L; Linnaeus, C","1986","11","19","Brazil","São Paulo","São José dos Campos","-45.9375","-23.716667","-45.9375","-23.716667",NA,NA,"flor, Árvore de até 5 m, casca pêssego, lenho creme, súber liso, folhas discolores, frutos imaturos de cor verde.","UEC083693","UEC083693","1495","Reserva Florestal da Boa Vista",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-01 16:34:33-03","UNICAMP","UEC","44284","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Caddah, MK","2012",NA,NA,"Silva, AF; Capellari Jr, L","1986","10","08","Brazil","São Paulo","São José dos Campos","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"flor, Árvore de até 6 m, folhas discolores sendo verdes na face ventral e verdeclaro-ferrugínea na dorsal, frutos imaturos de cor verde, casca pêssego, lenho creme, súber áspero com fissuras superficiais e verrugas, tronco de secção quadrangular e co",NA,NA,"1490","Reserva Florestal da Boa Vista",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-02-16 14:02:11-03","UNICAMP","UEC","73720","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R","1997",NA,NA,"Goldenberg, R; Belinello, R","1995","04","07","Brazil","São Paulo","Queluz","-44.781667","-22.455556","-44.781667","-22.455556",NA,NA,"fruto, Arvoreta com 7 m; frutos imaturos verdes.","UEC083694","UEC083694 UEC083694_01 UEC083694_02","81","Margens do Rio das Cruzes",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-08-20 10:18:55-03","UNICAMP","UEC","73720","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R","1997",NA,NA,"Goldenberg, R; Belinello, R","1995","04","07","Brazil","São Paulo","Queluz","-44.781667","-22.455556","-44.781667","-22.455556",NA,NA,"fruto, Arvoreta com 7 m; frutos imaturos verdes.","UEC083686","UEC083686 UEC083686_01","81","Margens do Rio das Cruzes",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-08-20 10:18:55-03","UNICAMP","UEC","75855","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R","1996","01",NA,"Garcia, RJF; Ferreira, GMP; Heineberg, M","1995","04","20","Brazil","São Paulo","São Paulo","-46.730278","-23.836111","-46.730278","-23.836111",NA,NA,"fruto, Árvore de cerca de 8,0 m de altura, DAP= 0,10 m. Frutos verdes. Mata secundária.","UEC083683","UEC083683","662","Centro Paulus, Parelheiros. Mata próxima à sede.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-08-20 10:18:55-03","UNICAMP","UEC","80725","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1995","10","21","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"flor, Árvore de 4 m. Casca externa creme, lisa. Flores velhas e em botão.","UEC083699","UEC083699","511","Estação Experimental do Instituto Agronô",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-08-20 10:18:55-03","UNICAMP","UEC","91880","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1995","08","25","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"flor, Árvore de 5 m. Casca externa marrom, fissurada longitudinalmente. Flores em botão. Floresta Atlântica.","UEC083689","UEC083689","316","Estação Experimental do Instituto Agronô",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-02-18 09:35:12-03","UNICAMP","UEC","94426","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"Thomas, WW; Carvalho, A; Amorim, A; Sant Ana, S; Paixão, JL","1996","11","21","Brazil","Bahia","Santa Luzia","-39.5","-15.333333","-39.5","-15.333333",NA,NA,"fruto, Tree, 5 m. Leaves lustrous green above, pale olive-tan beneath; fruit olive. Southern Bahian Wet Forest. Reddish clay and many rocks.","UEC050961","UEC050961","11359","Serra da Onca, Ca. 10,8 km NE of Santa Luzia (30 km Sw of Una) on Una-Santa Luzia Road, then 4,2 km N on road to Serra da Onca.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-01 16:34:33-03","UNICAMP","UEC","124156","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R","2004",NA,NA,"Forzza, RC; Meireles, LD","2000","06","25","Brazil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arvoreta, ca 2 m. folhas verde escuro na face adaxial e róseas na abaxial, ramos ferrugíneos.","UEC060398","UEC060398","1687","Reserva Biológica da Represa do Grama",NA,NA,NA,"Magnoliopsida",NA,NA,"11991","auto",NA,NA,NA,NA
"242","2019-08-20 10:18:55-03","UNICAMP","UEC","111913","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Romero, R","1998","11",NA,"Nakajima, JN; Farinaccio, MA; Romero, R","1997","06","28","Brazil","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"fruto, Árvore de cerca de 8 m. Frutos imaturos esverdeados. Mata de encosta do Rio São Francisco.","UEC083701","UEC083701","2610","Parque Nacional da Serra da Canastra, Guarita da Casca D Anta, parte de baixo.",NA,NA,NA,"Magnoliopsida",NA,NA,"57119","auto",NA,NA,NA,NA
"243","2021-03-01 16:34:33-03","UNICAMP","UEC","151731","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Caddah, MK","2009","06",NA,"Caddah, MK; Guimarães, PJF","2009","05","13","Brazil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Árvore ca. 8,0m, frutos maduros levementes roxos, coleta em sílica.","UEC083696","UEC083696","465","Parque Nacional do Itatiaia, Descida para parte baixa do Véu da Noiva.",NA,NA,NA,"Magnoliopsida",NA,NA,"19648","auto",NA,NA,NA,NA
"244","2019-08-20 10:18:55-03","UNICAMP","UEC","10857","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Martins, E; Goldenberg, R",NA,NA,NA,"Leitão Filho, HF; Kinoshita, LS; Taroda, N","1976","10","08","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"flor, Arbustivo, com botões. Mata úmida.","UEC083706","UEC083706","3208","Serra do Japi, Cerca de 10 km SW de Jundiaí.",NA,NA,NA,"Magnoliopsida",NA,NA,"17840","auto",NA,NA,NA,NA
"245","2021-03-01 16:34:33-03","UNICAMP","UEC","133764","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Caddah, MK","2012",NA,NA,"Arzolla, FARDP","2000","12","08","Brazil","São Paulo","Mairiporã","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,"Árvore de 5m altura, frutos imaturos verdes.","UEC083601","UEC083601","207","Parque Estadual da Cantareira, Região de Águas Claras.",NA,NA,NA,"Magnoliopsida",NA,NA,"15840","auto",NA,NA,NA,NA
"246","2019-08-20 10:18:55-03","UNICAMP","UEC","104215","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Caddah, MK","2012",NA,NA,"Pagano, SN","1980","04","01","Brazil","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"flor, Árvore com 13 m de altura, DAP= 13,5 cm. Mata.","UEC083702","UEC083702","s.n.","Fazenda São José",NA,NA,NA,"Magnoliopsida",NA,NA,"21773","auto",NA,NA,NA,NA
"247","2019-08-20 10:18:55-03","UNICAMP","UEC","10828","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Martins, E; Goldenberg, R","1992","10","25","Pagano, SN","1978","05","31","Brazil","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"flor e fruto, Arbusto. Mata.","UEC083685","UEC083685","24","Fazenda São José",NA,NA,NA,"Magnoliopsida",NA,NA,"21773","auto",NA,NA,NA,NA
"248","2019-08-20 10:18:55-03","UNICAMP","UEC","74239","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R","1996","01",NA,"Aguiar, OT","1995","05","08","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"flor e fruto, Arvoreta, 8 m de altura, frutos.","UEC083690","UEC083690","570","Parque Estadual da Cantareira, Núcleo Engordador, Trilha da Cachoeira.",NA,NA,NA,"Magnoliopsida",NA,NA,"53584","auto",NA,NA,NA,NA
"249","2019-08-20 10:18:55-03","UNICAMP","UEC","120984","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R","1993","07","08","Wanderley, MDGL","1981","11","04","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"flor, Flores com anteras amarelas.","UEC083700","UEC083700","403","Reserva Biológica do Parque Estadual das",NA,NA,NA,"Magnoliopsida",NA,NA,"53584","auto",NA,NA,NA,NA
"250","2019-08-20 10:18:55-03","UNICAMP","UEC","121025","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Hoehne, FC",NA,NA,NA,"Koscinski, M","1937","02","23","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"flor, Nome vulgar: Cabuçu da folha miúda.","UEC083697","UEC083697","310","Serra da Cantareira",NA,NA,NA,"Magnoliopsida",NA,NA,"53584","auto",NA,NA,NA,NA
"251","2021-03-01 16:34:33-03","UNICAMP","UEC","180887","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"Colletta, GD; Flores, TB; Ferreira, MAP; Ivanauskas, NM","2013","04","29","Brazil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"Árvore, 3m, frutos imaturos verdes, folhas discolores.","UEC074574","UEC074574","1011","Reserva particular da Votorantim (CBA). UHE da Barra.",NA,NA,NA,"Magnoliopsida",NA,NA,"41034","auto",NA,NA,NA,NA
"252","2019-08-20 10:18:55-03","UNICAMP","UEC","80491","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Martins, AB",NA,NA,NA,"Cardoso-Leite, E; Oliveira, A","1993","09","02","Brazil","São Paulo","São Roque","-48.080556","-23.523889","-48.080556","-23.523889",NA,NA,"flor, Planta de 9 m de altura. Mata mesófila semidecídua.","UEC083687","UEC083687","198","Mata da Câmara",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-01 16:34:33-03","UNICAMP","UEC","157442","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Caddah, MK","2010","02",NA,"Caddah, MK; Meireles, JE; Reginato, M","2010","01","22","Brazil","Rio de Janeiro","Nova Friburgo","-42.831389","-22.629722","-42.831389","-22.629722","1370","1370","Árvore ca. 4,5 m, frutos imaturos verdes. Coleta em sílica.","UEC083698","UEC083698","756","Casa do Seu David Muller.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-01 16:34:33-03","UNICAMP","UEC","160988","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Barbosa, TDM","2010","12",NA,"Stefani, EJF; Belinello, R; Galvão, JC","2010","06","02","Brazil","São Paulo","Caraguatatuba","-45.301111","-23.375","-45.301111","-23.375","50","90","Árvore com 13m.; Mata Atlântica.","UEC035871","UEC035871","140","Parque Estadual da Serra do Mar.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-08-20 10:18:55-03","UNICAMP","UEC","109200","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R",NA,NA,NA,"Sánchez, MS; Belinello, R; Pedroni, F; Laps, RR","1997","06","29","Brazil","São Paulo","Ubatuba","-44.8","-23.3","-44.8","-23.3","1000","1000","fruto, Árvore 570, com 25 m de altura, tronco com fissuras em forma de losangos, frutos de cor verde com pêlos pulverulentos brancos.","UEC083704","UEC083704","696","Picinguaba, Morro do Corisco.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-03-01 16:34:33-03","UNICAMP","UEC","117559","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"Pereira, FMB","2000","05","11","Brazil","Rio de Janeiro","Sapucaia","-42.85","-22.07","-42.85","-22.07","715","715","conhecida como carvoeiro branco, árvore com 8m de altura, flores marrons, folhas verdes, casca cinza, comum no local; mata de encosta, sobre solo argiloso","UEC106510","UEC106510","75/011","fazendo selo verde",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-08-20 10:18:55-03","UNICAMP","UEC","128678","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1995","05","25","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"fruto, Árvore de 4 m, frutos azuis. Folhas jovens com pilosidade creme, facilmente removível. Floresta Atlântica.","UEC083703","UEC083703","196","Estação Experimental do Instituto Agronô",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-08-20 10:18:55-03","UNICAMP","UEC","54471","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Caddah, MK","2012",NA,NA,"Souza, VC; Souza, JP; Rodrigues, RR; Scalon, VR; Ivanauskas, NM; Arzolla, FARDP","1995","09","05","Brazil","São Paulo","Eldorado","-48.394722","-24.6475","-48.394722","-24.6475",NA,NA,"flor, Árvore de cerca de 12 m de altura, botões creme.","UEC050922","UEC050922","9163","Cachoeira do Sapatu",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-08-20 10:18:55-03","UNICAMP","UEC","147121","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"Aguirre, GH; et al.","2005","04","21","Brazil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,"UEC083692","UEC083692","113","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-01 16:34:33-03","UNICAMP","UEC","150950","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Pastore, JFB","2008","04",NA,"Cielo-Filho, R; Vilela, FESP; Gregorato, V; Arzolla, FARDP","2008","03","18","Brazil","São Paulo","Mairiporã","-46.633333","-23.420278","-46.633333","-23.420278","1060","1060","Árvore 7m de altura. Frutos verdes.; Floresta Ombrófila Densa Montana.","UEC083695","UEC083695","793","Parque Estadual da Cantareira, Núcleo Águas Claras.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-08-20 10:18:55-03","UNICAMP","UEC","53475","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Martins, E; Goldenberg, R","1992","10",NA,"Silva, AF","1987","08","29","Brazil","São Paulo","São José dos Campos","-45.9375","-23.716667","-45.9375","-23.716667",NA,NA,"flor, Árvore até 5 m, casca castanho-escuro, lenho castanho-claro, flores em botão, folhas verde-escuro na face ventral e acinzentado-ferruginoso na dorsal.","UEC083691","UEC083691","1562","Reserva Florestal da Boa Vista",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-01 16:34:33-03","UNICAMP","UEC","154891","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Caddah, MK","2012",NA,NA,"Soares Júnior, FJ","2002","06","20","Brazil","São Paulo","São José dos Campos","-45.954444","-22.910833","-45.954444","-22.910833","1200","1200","Planta com frutos.; Formação florestal de encosta.","UEC069148","UEC069148","345","Serra dos Poncianos, Fazenda e Reserva Mandala.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-01 16:34:33-03","UNICAMP","UEC","167031","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Silva, CA","2011","11",NA,"Stefani, EJF; Belinello, R; Galvão, JC","2011","07","01","Brazil","São Paulo","Paraibuna","-45.541667","-23.594444","-45.541667","-23.594444","800","900","Árvore com 8 m, com flores brancas e botões esverdeados.; Mata atlântica.","UEC098669","UEC098669","282","Parque Estadual da Serra do Mar.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-08-20 10:18:55-03","UNICAMP","UEC","60069","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Martins, E; Goldenberg, R","1992","10",NA,"Silva, AF; Capellari Jr, L; Linnaeus, C","1986","11","19","Brazil","São Paulo","São José dos Campos","-45.9375","-23.716667","-45.9375","-23.716667",NA,NA,"flor, Árvore de até 5 m, casca pêssego, lenho creme, súber liso, folhas discolores, frutos imaturos de cor verde.","UEC083693","UEC083693","1495","Reserva Florestal da Boa Vista",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-01 16:34:33-03","UNICAMP","UEC","44284","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Caddah, MK","2012",NA,NA,"Silva, AF; Capellari Jr, L","1986","10","08","Brazil","São Paulo","São José dos Campos","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"flor, Árvore de até 6 m, folhas discolores sendo verdes na face ventral e verdeclaro-ferrugínea na dorsal, frutos imaturos de cor verde, casca pêssego, lenho creme, súber áspero com fissuras superficiais e verrugas, tronco de secção quadrangular e co",NA,NA,"1490","Reserva Florestal da Boa Vista",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-02-16 14:02:11-03","UNICAMP","UEC","73720","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R","1997",NA,NA,"Goldenberg, R; Belinello, R","1995","04","07","Brazil","São Paulo","Queluz","-44.781667","-22.455556","-44.781667","-22.455556",NA,NA,"fruto, Arvoreta com 7 m; frutos imaturos verdes.","UEC083694","UEC083694 UEC083694_01 UEC083694_02","81","Margens do Rio das Cruzes",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-08-20 10:18:55-03","UNICAMP","UEC","73720","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R","1997",NA,NA,"Goldenberg, R; Belinello, R","1995","04","07","Brazil","São Paulo","Queluz","-44.781667","-22.455556","-44.781667","-22.455556",NA,NA,"fruto, Arvoreta com 7 m; frutos imaturos verdes.","UEC083686","UEC083686 UEC083686_01","81","Margens do Rio das Cruzes",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-08-20 10:18:55-03","UNICAMP","UEC","75855","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R","1996","01",NA,"Garcia, RJF; Ferreira, GMP; Heineberg, M","1995","04","20","Brazil","São Paulo","São Paulo","-46.730278","-23.836111","-46.730278","-23.836111",NA,NA,"fruto, Árvore de cerca de 8,0 m de altura, DAP= 0,10 m. Frutos verdes. Mata secundária.","UEC083683","UEC083683","662","Centro Paulus, Parelheiros. Mata próxima à sede.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-08-20 10:18:55-03","UNICAMP","UEC","80725","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1995","10","21","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"flor, Árvore de 4 m. Casca externa creme, lisa. Flores velhas e em botão.","UEC083699","UEC083699","511","Estação Experimental do Instituto Agronô",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-08-20 10:18:55-03","UNICAMP","UEC","91880","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1995","08","25","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"flor, Árvore de 5 m. Casca externa marrom, fissurada longitudinalmente. Flores em botão. Floresta Atlântica.","UEC083689","UEC083689","316","Estação Experimental do Instituto Agronô",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-02-18 09:35:12-03","UNICAMP","UEC","94426","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"Thomas, WW; Carvalho, A; Amorim, A; Sant Ana, S; Paixão, JL","1996","11","21","Brazil","Bahia","Santa Luzia","-39.5","-15.333333","-39.5","-15.333333",NA,NA,"fruto, Tree, 5 m. Leaves lustrous green above, pale olive-tan beneath; fruit olive. Southern Bahian Wet Forest. Reddish clay and many rocks.","UEC050961","UEC050961","11359","Serra da Onca, Ca. 10,8 km NE of Santa Luzia (30 km Sw of Una) on Una-Santa Luzia Road, then 4,2 km N on road to Serra da Onca.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-03-01 16:34:33-03","UNICAMP","UEC","124156","S","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Goldenberg, R","2004",NA,NA,"Forzza, RC; Meireles, LD","2000","06","25","Brazil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arvoreta, ca 2 m. folhas verde escuro na face adaxial e róseas na abaxial, ramos ferrugíneos.","UEC060398","UEC060398","1687","Reserva Biológica da Represa do Grama",NA,NA,NA,"Magnoliopsida",NA,NA,"11991","auto",NA,NA,NA,NA
