"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","county","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","sex"
"46","2019-08-20 10:00:53-03","UNICAMP","UEC","86497","S","Plantae","Liliopsida",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Leitão Filho, HF; et al.; Rezende, RR","33241","1995","02","11",NA,"Brazil","São Paulo",NA,NA,"Epífita, flores em botão amarelas, fruto verde.","UEC034825","UEC034825","(Jacq.) Schltr.",NA,NA,"-47.916389","-25.020278","IIha Comprida","Breier, TB",NA,NA,"2003","09",NA,NA,"-47.916389","-25.020278",NA,NA,NA,NA
"47","2019-08-20 10:00:53-03","UNICAMP","UEC","68241","S","Plantae","Liliopsida",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Goldenberg, R; et al.","29847","1993","11","12",NA,"Brazil","São Paulo","Estação do I.A.C. Trilha da Sucem, Mata de encosta.",NA,"Epífita sobre Chrysophyllum sp. Frutos imaturos verdes.","UEC034822","UEC034822","(Jacq.) Schltr.",NA,NA,"-45.1275","-23.42","Ubatuba","Pansarin, ER; Borba, EL",NA,NA,"1998","03",NA,NA,"-45.1275","-23.42",NA,NA,NA,NA
"48","2019-08-20 10:00:53-03","UNICAMP","UEC","139825","S","Plantae","Liliopsida",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Breier, TB; Singer, RB","990","2003","05","06",NA,"Brazil","São Paulo","Parque Estadual da Ilha do Cardoso, parcelas permantentes",NA,NA,"UEC034823","UEC034823","(Jacq.) Schltr.",NA,NA,"-47.9199981689453","-25.0100002288818","Cananéia","Breier, TB","37574","auto","2004","09",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-21 19:40:19-03","UFC","EAC","49558","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima, D.C.","s.n.","2006","01","13","Southern America","Brasil","Ceará","Sa. dos Picos, maciço de Uruburetama",NA,"Herbácea, flor creme, fruto verde, epífita; Mata ombrófila","EAC0049558","EAC0049558","(Jacq.) Schltr.",NA,NA,"-39.8316993713379","-3.36167001724243","Itapipoca","Lima-Verde, L.W.","44579","auto","2006","01","15",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-21 19:40:19-03","UFC","EAC","29222","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.","32","1987","11","25","Southern America","Brasil","Ceará","Serra de Maranguape",NA,"Erva epífita.; Mata higrófila","EAC0029222","EAC0029222","(Jacq.) Schltr.",NA,NA,"-38.6856002807617","-3.89083003997803","Maranguape","Lima-Verde, L.W.","40608","auto","1988","02","01",NA,NA,NA,NA,NA,NA,NA
"51","2021-03-21 19:40:19-03","UFC","EAC","34671","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.","2569","2003","10","07","Southern America","Brasil","Ceará","Sítio Corelia, Serra de Maranguape.",NA,"Fruto cápsula.","EAC0034671","EAC0034671","(Jacq.) Schltr.",NA,NA,"-38.6856002807617","-3.89083003997803","Maranguape","Lima-Verde, L.W.","40608","auto","2003","10","07",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-21 19:40:19-03","UFC","EAC","50571","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.; et al.","2579","2004","04","26","Southern America","Brasil","Ceará","Sede, Sítio Olho d'Água dos Tangarás, Buracão",NA,"Herbáceo, epífito.; Mata úmida","EAC0050571","EAC0050571","(Jacq.) Schltr.","850","850","-38.9233016967773","-4.22499990463257","Pacoti","Lima-Verde, L.W.","9622","auto","2004","04","26",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-21 19:40:19-03","UFC","EAC","26146","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Borges-Nojosa, D.M.","3","1997","09","09","Southern America","Brasil","Ceará","Sítio Genipapo, Ibiapaba.",NA,"Erva rizomatosa, altura: 3 cm.; Mata úmida","EAC0026146","EAC0026146","(Jacq.) Schltr.",NA,NA,"-40.8650016784668","-4.0486102104187","São Benedito","Lima-Verde, L.W.","27894","auto","1997","09","15",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-21 19:40:19-03","UFC","EAC","49526","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.; et al.","3419","2007","10","08","Southern America","Brasil","Ceará","Pico Alto",NA,"Hábito herbáceo.; Mata ombrófila","EAC0049526","EAC0049526","(Jacq.) Schltr.","1040","1040","-38.970583","-4.20675","Guaramiranga","Lima-Verde, L.W.",NA,NA,"2007","10","08",NA,"-38.970583","-4.20675",NA,NA,NA,NA
"55","2021-03-21 19:40:19-03","UFC","EAC","50556","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.; et al.","2436","2003","02","13","Southern America","Brasil","Ceará","Trilha do Pico da Rajada, Barlavento da Sa. Maranguape.",NA,"Herbáceo, epífito.; Mata úmida","EAC0050556","EAC0050556","(Jacq.) Schltr.","920","920","-38.723333","-3.900278","Maranguape","Lima-Verde, L.W.",NA,NA,"2003","02","13",NA,"-38.723333","-3.900278",NA,NA,NA,NA
"56","2021-03-21 19:40:19-03","UFC","EAC","50561","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.; et al.","2429","2003","02","13","Southern America","Brasil","Ceará","Trilha do Pico da Rajada, Barlavento da Sa. Maranguape.",NA,"Herbáceo, epífito.; Mata úmida","EAC0050561","EAC0050561","(Jacq.) Schltr.","790","790","-38.722417","-3.909722","Maranguape","Lima-Verde, L.W.",NA,NA,"2003","02","13",NA,"-38.722417","-3.909722",NA,NA,NA,NA
"57","2021-03-21 19:40:19-03","UFC","EAC","50562","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.; et al.","2493","2003","05","25","Southern America","Brasil","Ceará","Próximo à Pedra do Derretido",NA,"Herbáceo, epífito.; Mata úmida","EAC0050562","EAC0050562","(Jacq.) Schltr.","780","780","-38.714917","-3.907944","Maranguape","Lima-Verde, L.W.",NA,NA,"2003","05","25",NA,"-38.714917","-3.907944",NA,NA,NA,NA
"58","2021-03-21 19:40:19-03","UFC","EAC","50565","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.; et al.","2523","2003","06","28","Southern America","Brasil","Ceará","Sítio São Paulo, Barlavento da Sa. Maranguape.",NA,"Herbáceo, epífitico.; Mata úmida","EAC0050565","EAC0050565","(Jacq.) Schltr.","746","746","-38.7","-3.894444","Maranguape","Lima-Verde, L.W.",NA,NA,"2003","06","28",NA,"-38.7","-3.894444",NA,NA,NA,NA
"59","2021-03-21 19:40:17-03","UFC","EAC","20987","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Oliveira, M.R.L.","461","1994","05","21","Southern America","Brasil","Ceará","Sítio Cana Brava",NA,"Erva epífita.","EAC0020987","EAC0020987","(Jacq.) Schltr.",NA,NA,"-38.9331016540527","-4.26332998275757","Guaramiranga","Lima-Verde, L.W.","13198","auto","1995","12","18",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-21 19:40:19-03","UFC","EAC","53061","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Nóbrega, S.R.; Fortunato, M.E.M.","111","2011","04","30","Southern America","Brasil","Ceará","Pico da Rajada",NA,"Herbácea; rupícola, epífita; fruto verde.","EAC0053061","EAC0053061","(Jacq.) Schltr.",NA,NA,"-38.6856002807617","-3.89083003997803","Maranguape","Lima-Verde, L.W.","40608","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-21 19:40:19-03","UFC","EAC","31482","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.","2379","2002","03","04","Southern America","Brasil","Ceará","Serra de Maranguape, Trilha Pico da Rajada.",NA,"Planta epífita abundante, fruto verde. Planta em forófito aproximadamente 2 m do solo.; Mata higrófila","EAC0031482","EAC0031482","(Jacq.) Schltr.","750","750","-38.6856002807617","-3.89083003997803","Maranguape","Lima-Verde, L.W.","40608","auto","2003","05","12",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-21 19:40:19-03","UFC","EAC","34660","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.; Andrade, I.M.","s.n.","2003","07","10","Southern America","Brasil","Ceará","Sítio Boa Vista",NA,NA,"EAC0034660","EAC0034660","(Jacq.) Schltr.",NA,NA,"-38.6856002807617","-3.89083003997803","Maranguape","Lima-Verde, L.W.","40608","auto","2003","07","10",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-21 19:40:17-03","UFC","EAC","20157","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lima-Verde, L.W.","78","1992","11","06","Southern America","Brasil","Ceará",NA,NA,"Erva epífita, flor lilás.","EAC0020157","EAC0020157","(Jacq.) Schltr.",NA,NA,"-38.9963989257812","-4.30556011199951","Mulungu","Lima-Verde, L.W.","10506","auto","1992","12","12",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-21 19:40:17-03","UFC","EAC","12230","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Fernandes, A.","EAC12230","1983","11","10","Southern America","Brasil","Ceará","Serra de Aratanha",NA,"Epífita.; Mata úmida","EAC0012230","EAC0012230","(Jacq.) Schltr.",NA,NA,"-38.6203002929688","-3.98416996002197","Pacatuba","Lima-Verde, L.W.","16295","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:38:35-03","MBM","MBM","6628","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Hatschbach, G.","17217","1967","09","25","Southern America","Brazil","Paraná","Pontal do Sul",NA,NA,"MBM006628","MBM006628","(Jacq.) Schltr.",NA,NA,"-48.5092010498047","-25.5200004577637","Paranaguá","Hatschbach, G.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:38:35-03","MBM","MBM","49715","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Hatschbach, G.","9197","1962","07","14","Southern America","Brazil","Paraná","Sertão do Indaial",NA,NA,"MBM049715","MBM049715","(Jacq.) Schltr.",NA,NA,"-48.5092010498047","-25.5200004577637","Paranaguá","Pabst, G.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:38:35-03","MBM","MBM","8126","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Hatschbach, G.","19227","1968","05","21","Southern America","Brazil","Paraná","Fazenda Abobreira",NA,NA,"MBM008126","MBM008126","(Jacq.) Schltr.",NA,NA,"-48.3288993835449","-25.3066997528076","Guaraqueçaba","Hatschbach, G.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:38:35-03","MBM","MBM","49714","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Reitz, R.","4410","1952","02","21","Southern America","Brazil","Paraná","Guaratuba",NA,NA,"MBM049714","MBM049714","(Jacq.) Schltr.",NA,NA,"-48.5746994018555","-25.8827991485596","Guaratuba","Pabst, G.","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:38:35-03","MBM","MBM","1333","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Hatschbach, G.","14518","1966","07","26","Southern America","Brazil","Paraná","Pedra Branca de Araraquara",NA,NA,"MBM001333","MBM001333","(Jacq.) Schltr.",NA,NA,"-48.5746994018555","-25.8827991485596","Guaratuba","Hatschbach, G.","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:38:35-03","MBM","MBM","395709","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Engels, M.E.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.","1843","2013","10","21","Southern America","Brazil","Paraná","Parque Nacional Saint-Hilaire/Lange, trilha do Salto Cambará",NA,"Epífita. Caule e folhas verdes. Fruto verde claro, flor alvacenta.; Floresta Ombrófila Densa.","MBM395709","MBM395709","(Jacq.) Schltr.",NA,NA,"-48.5092010498047","-25.5200004577637","Paranaguá","Engels, M.E.","24916","auto","2013","10","21",NA,NA,NA,NA,NA,NA,NA
"71","2015-09-03 19:45:53-03","MNHN","RECOLNAT_MNHN_P","P00053172","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Chauvet, G.",NA,"1994","3",NA,NA,"Guyane française",NA,"Petit Saut, crique Tigre, Sinnamary","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00053172' target='other'> <mi>dwc_moreinfo</mi></a>","P00053172","P00053172_01","(Jacq.) Schltr.",NA,NA,NA,NA,NA,"Chauvet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"afcpo 7",NA,NA
"72","2015-09-03 19:56:57-03","MNHN","RECOLNAT_MNHN_P","P00438734","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Sarthou, C.",NA,"2001","3","25",NA,"Guyane Française",NA,"Mitaraka Sud, sommet inselberg","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438734' target='other'> <mi>dwc_moreinfo</mi></a>","P00438734","P00438734_01","(Jacq.) Schltr.","660",NA,"-54.51667","2.26667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"952",NA,NA
"73","2015-09-03 16:50:27-03","MNHN","RECOLNAT_MNHN_P","P00438735","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Sarthou, C.",NA,"2001","3","4",NA,"Guyane Française",NA,"Mitaraka Sud, sommet inselberg","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438735' target='other'> <mi>dwc_moreinfo</mi></a>","P00438735","P00438735_01","(Jacq.) Schltr.","660",NA,"-54.51667","2.26667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"819",NA,NA
"74","2015-09-03 20:56:31-03","MNHN","RECOLNAT_MNHN_P","P00445552","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Plée, A.",NA,NA,NA,NA,NA,"Venezuela",NA,"Maracaibo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00445552' target='other'> <mi>dwc_moreinfo</mi></a>","P00445552","P00445552_01","(Jacq.) Schltr.",NA,NA,NA,NA,NA,"Garay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA
"75","2015-09-03 20:56:31-03","MNHN","RECOLNAT_MNHN_P","P00445574","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Cremers, G.|Crozier, F.",NA,"1997","4","12",NA,"Guyane Française",NA,"Mont chauve","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00445574' target='other'> <mi>dwc_moreinfo</mi></a>","P00445574","P00445574_01","(Jacq.) Schltr.","200",NA,"-52.73333","3.81667",NA,"Cremers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14882",NA,NA
"76","2015-09-16 11:02:27-03","MNHN","RECOLNAT_MNHN_P","P00445575","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Larpin, D.",NA,"1989","6",NA,NA,"Guyane Française",NA,"Montagne des Nouragues. Bassin de l'Arataye","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00445575' target='other'> <mi>dwc_moreinfo</mi></a>","P00445575","P00445575_01","(Jacq.) Schltr.",NA,NA,NA,NA,NA,"Verey",NA,NA,NA,NA,NA,NA,NA,NA,NA,"585",NA,NA
"77","2015-09-03 20:56:31-03","MNHN","RECOLNAT_MNHN_P","P00445576","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Dusén, P.",NA,"1914","8","31",NA,"Brasil",NA,"Parana: Marretes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00445576' target='other'> <mi>dwc_moreinfo</mi></a>","P00445576","P00445576_01","(Jacq.) Schltr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15474",NA,NA
"78","2020-12-11 11:44:45-03","UFMG","BHCB","99695","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Mota, RC da","3029","2006","04","20","Southern America","Brasil","Minas Gerais","Fazenda Duas Barras",NA,"erva epifita; botões florais castanho-avermelhados; planta coletada em mata ombrófila densa","BHCB001407","BHCB001407","(Jacq.) Schltr.",NA,NA,"-40.1493988037109","-16.2488994598389","Santa Maria do Salto",NA,"24863","auto","2006","04",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-11 17:20:57-03","UFPR","UPCB","7165","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Hatschbach, G.","17217","1967","09","25",NA,"Brasil","Paraná","Pontal do Sul",NA,"Epífita de flor creme. Mata pluvial da planície litorânea..",NA,NA,"(Jacq.) Schltr.","3","5","-48.5092010498047","-25.5200004577637","Paranaguá","Hatschbach, G.","24916","auto","1968","06",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-11 17:20:57-03","UFPR","UPCB","55523","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Stancik, J.F.","30","2003","06","25",NA,"Brasil","Paraná","Pontal do Sul",NA,"Epífita pendente a ca. 1,5m, fruto..",NA,NA,"(Jacq.) Schltr.",NA,NA,"-48.511100769043","-25.6735992431641","Pontal do Paraná","Mancinelli, W.S.","19508","auto","2015","05","15",NA,NA,NA,NA,NA,NA,NA
"81","2009-11-15 14:28:00-02","MO","MOBOT","2820207","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Julian A. Steyermark|Jesus Hoyos|Bruce K. Holst","Steyermark 131069-A","1985","3","24","South America","Venezuela","Nueva Esparta","Isla De Margarita: Cerro Copey. South of Santa Ana.",NA,NA,NA,NA,"(Jacq.) Schltr.","800.00000000","850.00000000","-63.91666","11.03416",NA,"C. Dodson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-23 14:27:00-03","MO","MOBOT","101235145","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","William G. Vargas","Vargas 4992","1998","8","24","South America","Colombia","Valle del Cauca","Corregimiento de Atuncela.",NA,NA,NA,NA,"(Jacq.) Schltr.","1100.00000000",NA,NA,NA,"Dagua","Cited by M. Kolanowska et al., Orchids of Valle del Cauca, vol 2: 338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"83","2020-11-23 14:30:00-03","MO","MOBOT","101235146","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Jorge E. Ramos|et al.","Ramos Pérez 953","1988","5","22","South America","Colombia","Valle del Cauca","Vereda de Roman, cerca a Río Grande, vertientes de Río Grande; bosque de neblina.",NA,NA,NA,NA,"(Jacq.) Schltr.","1800.00000000",NA,NA,NA,"Restrepo","Cited by M. Kolanowska et al., Orchids of Valle del Cauca, vol 2: 338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2009-03-12 11:40:00-03","MO","MOBOT","1312681","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lúcia G. Lohmann|Heather Peckham","Lohmann 204","1998","6","29","South America","Suriname","Sipaliwini","Gorge on western side of Lisa creek.",NA,NA,NA,NA,"(Jacq.) Schltr.",NA,NA,"-56.1833333","3.9166667",NA,"N.F. Alzate-Q (FAUC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"85","2013-08-23 04:12:00-03","MO","MOBOT","1806289","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Diego Giraldo-Cañas","Giraldo-Cañas 406","1991","7","6","South America","Colombia","Antioquia","Vereda La Piñuela. Carretera a San Francisco",NA,NA,NA,NA,"(Jacq.) Schltr.","700.00000000","1000.00000000",NA,NA,"Cocorná","N. Alzate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2018-06-27 16:27:00-03","MO","MOBOT","1845888","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Gerrit Davidse|Mauricio Ramia|Rubén A. Montes","Davidse 4812","1973","12","3","South America","Venezuela","Bolívar","Cabanayén,",NA,NA,NA,NA,"(Jacq.) Schltr.","1300.00000000",NA,NA,NA,"Gran Sabana","G.& I. Carnevali",NA,NA,NA,NA,NA,NA,NA,NA,NA,"869","1",NA
"87","2010-02-05 20:37:00-02","MO","MOBOT","2819052","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","John James Pipoly, III|Ganeshwar Gharbarran","Pipoly 9772","1987","1","24","South America","Guyana",NA,"Potaro-Siparuni Region: Kaieteur National Park; near airstrip. Savanna and Bonnettia-Clusia scrub islands. On Guayana Sandstone.",NA,NA,NA,NA,"(Jacq.) Schltr.","390.00000000","400.00000000","-59.48333","5.16666",NA,"G. & I. Carnevali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2014-02-25 05:40:00-03","MO","MOBOT","2819426","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Ángel Fernández|Elio Sanoja|Manuel Yánez","Fernández 6349","1989","9",NA,"South America","Venezuela","Amazonas","Dpto. Atures. Serranía Batata, 2 Km al NE de Salto Colorado caño Colorado. Sobre corazas lateriticas. 55 Km SE Puerto Ayacucho.",NA,NA,NA,NA,"(Jacq.) Schltr.","550.00000000",NA,"-67.13333","5.55",NA,"Germán Carnevali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2016-09-14 05:18:00-03","MO","MOBOT","2819479","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Paul J. M. Maas|L. Y. T. Westra","Maas 4232","1979","11","10","South America","Guyana",NA,"Pakaraima Mts., Mt. Latipú, top (Mazaruni R.). Shrub savanna with tree-layer up to 6 m, dense ground layer of mosses and lichens.",NA,NA,NA,NA,"(Jacq.) Schltr.","900.00000000",NA,"-60.6333333","5.95",NA,"M+W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"90","2013-10-05 06:35:00-03","MO","MOBOT","2819534","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Julian A. Steyermark|Ronald L. Liesner|Ángel C. González","Steyermark 119961","1979","11","11","South America","Venezuela","Táchira","Cloud fores bordering pasture, along steep slopes leading to Cerro Azul, at Cerro Las Minas, 18 km southeast of Santa Ana. Forested ridge top of Cerro Azul.",NA,NA,NA,NA,"(Jacq.) Schltr.","1200.00000000","1380.00000000","-72.21666","7.6",NA,"Dunsterville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","2819784","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Julian A. Steyermark|Gerrit Davidse","Steyermark 116819","1978","3","20","South America","Venezuela","Miranda","Cerros del Bachiller, near east end:virgin evergreen forest, between base and summit, above Quebrada Corozal, south of Santa Cruz. 10 kms. (by air) west of Cúpira.",NA,NA,NA,NA,"(Jacq.) Schltr.","20.00000000","700.00000000","-65.8","10.15",NA,"G. Carnevali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-12-14 11:08:00-02","MO","MOBOT","2820335","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Julian A. Steyermark|Bassett Maguire|Charles Brewer-Carías|Victor Carreño E.","Steyermark 123955","1981","1","1","South America","Venezuela","Bolívar","Cerro Marutani. Distrito Heres: Cumbre, alforamiento de piedra arenisca en la altiplanicie a lo largo del río Carla, afluente de las cabeceras del río Paragua. Dry slopes downstream from camp.",NA,NA,NA,NA,"(Jacq.) Schltr.","1200.00000000",NA,"-63.05","3.7833333","Heres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2017-02-03 05:18:00-02","MO","MOBOT","2820431","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Dairon Cárdenas L.","Cárdenas López 2196","1988","6","27","South America","Colombia","Chocó","Zona de Urabá. Cerros del Cuchillo. Cumbre Suroeste. Bosque primario. Suelo rocoso.",NA,NA,NA,NA,"(Jacq.) Schltr.","500.00000000","540.00000000","-76.846244","7.456384","Riosucio","G. Carnevali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2014-03-01 20:01:00-03","MO","MOBOT","2820528","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Terry W. Henkel|M. Chin","Henkel 1095","1993","1","29","South America","Guyana",NA,"Region: Potaro-Siparuni. Pakaraima Mts, Cipo Mtn; summit ridge 0.5 km N to NE'ernmost escarpment. Low mixed forest along strong windward escarpment slope with Theaceae. Rubiaceae, woody composites, bamboos, bromeliads.",NA,NA,NA,NA,"(Jacq.) Schltr.","1250.00000000",NA,"-60.08333","4.9",NA,"E.A. Christenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
