"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"465","2019-11-19 14:07:43-03","UFRPE","PEUFR","17331","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","E. Menezes","26","1994","10","18",NA,"Brasil",NA,NA,"Arbusto ca. de 2 m de alt.; caule acinzentado; folhas amarronzadas quando jovens; flores amarelas","PEUFR017331",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","G.P. Lewis","Pernambuco","Buíque","Serra do Catimbau","-37.166667","-8.616667","790","790",NA,NA,NA,NA,"1995","06","17","37°10'00W","8°37'00S",NA,NA,NA,NA,NA
"466","2019-11-19 14:07:43-03","UFRPE","PEUFR","17525","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","M.F. Sales","357","1994","09","16",NA,"Brasil",NA,NA,"Arbusto muito ramificado; frutos levemente articulados","PEUFR017525",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","M.R.C. Sales de Melo","Pernambuco","Buíque","Catimbau-Trilha das Torres","-37.166667","-8.616667","790","790",NA,NA,NA,NA,NA,NA,NA,"37°10'00W","8°37'00S",NA,NA,NA,NA,NA
"467","2019-11-19 14:07:43-03","UFRPE","PEUFR","32646","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","S.J. Mayo","1260","1996","03","23",NA,"Brasil",NA,NA,"Arbusto até árvore; folíolos discolores; corola amarela","PEUFR032646",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Bahia","Rio de Contas","Ao longo da estrada entre a cidade de Rio de Contas e a Cachoeira do Fraga, ca. 2 km da cidade","-41.833333","-13.609444","1000","1000",NA,NA,NA,NA,NA,NA,NA,"41°50'00W","13°36'34S",NA,NA,NA,NA,NA
"468","2019-11-19 14:07:43-03","UFRPE","PEUFR","18299","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","M.J.N. Rodal","373","1994","09","16",NA,"Brasil",NA,NA,"Árvore ca. de 2 m de alt.; folhas com pilosidade ferrugínea na face adaxial, ápice dos ramos jovens também ferrugíneos; sépalas amarelo-esverdeadas; pétalas amarelas; anteras cremes; ovário esverdeado; frutos imaturos esverdeados","PEUFR018299",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","A. Laurênio","Pernambuco","Buíque","Serra do Catimbau","-37.166667","-8.616667","790","790",NA,NA,NA,NA,NA,NA,NA,"37°10'00W","8°37'00S",NA,NA,NA,NA,NA
"469","2019-11-19 14:07:43-03","UFRPE","PEUFR","18642","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","E. Inácio","46","1995","05","19",NA,"Brasil",NA,NA,"Arbsuto ca. de 3 m de alt; folhas discolores com face dorsal ferrugínea e face ventral verde-escura; cálice amarelo; corola amarelo-ouro; estames amarelos com suturas castanhas; estaminódios amarelo-claros; estigma verde","PEUFR018642",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","G.P. Lewis","Pernambuco","Buíque","Fazenda Laranjeiras","-37.166667","-8.616667","790","790",NA,NA,NA,NA,"1995","06","01","37°10'00W","8°37'00S",NA,NA,NA,NA,NA
"470","2019-11-19 14:07:43-03","UFRPE","PEUFR","18644","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","A.P.S. Gomes; L. Figueiredo; A. Laurênio","12","1995","05","04",NA,"Brasil",NA,NA,"Árvore com aproxiadamente 4,15 m; folhas discolor; sépalas amarelas; pétalas amarelas; estames ferrugíneio; estilete esverdeado e anteras cremes","PEUFR018644",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","A. Laurênio","Pernambuco","Buíque","Estrada Buíque-Catimbau","-37.166667","-8.616667","790","790",NA,NA,NA,NA,"1995","05",NA,"37°10'00W","8°37'00S",NA,NA,NA,NA,NA
"471","2019-11-19 14:07:43-03","UFRPE","PEUFR","18652","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","L.S. Figueirêdo","34","1995","05","06",NA,"Brasil",NA,NA,"Arbusto ca. de 2,5 m de alt.; folhas discolor; caule vináceo; sépalas amarelo-esverdeadas; pétalas amarelas; filetes amarelos com anteras cremes; ovário verde-amarelado com pêlos brancos","PEUFR018652",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","G.P. Lewis","Pernambuco","Buíque","Estrada Buíque-Catimbau","-37.166667","-8.616667","790","790",NA,NA,NA,NA,"1995","05","01","37°10'00W","8°37'00S",NA,NA,NA,NA,NA
"472","2019-11-19 14:07:43-03","UFRPE","PEUFR","18656","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","M.J.N. Rodal; A. Laurênio; K. Andrade","506","1995","03","17",NA,"Brasil",NA,NA,"Arbusto ca. de 3 m de alt.; caule avermelhado; folhas discolor com indumento ferrugíneo na face dorsal; cálice verde amarelado; pétalas e estames amarelos; gineceu amarelo-creme","PEUFR018656",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","A. Laurênio","Pernambuco","Buíque","Estrada Buíque-Catimbau","-37.166667","-8.616667","790","790",NA,NA,NA,NA,NA,NA,NA,"37°10'00W","8°37'00S",NA,NA,NA,NA,NA
"473","2019-11-19 14:07:43-03","UFRPE","PEUFR","19311","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","K. Andrade; L. Figueiredo","80","1995","06","15",NA,"Brasil",NA,NA,"Arbsuto ca. de 2 m de alt.; folhas discolor; sépalas verde-amareladas; pétalas amarelas; filetes cremes; anteras amarelas; estiletes e estigmas amarelados","PEUFR019311",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","A. Laurênio","Pernambuco","Buíque","Estrada Buíque-Catimbau","-37.166667","-8.616667","790","790",NA,NA,NA,NA,NA,NA,NA,"37°10'00W","8°37'00S",NA,NA,NA,NA,NA
"474","2019-11-19 14:07:43-03","UFRPE","PEUFR","22711","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","A.P.S. Gomes; A. Laurênio","96","1995","09","04",NA,"Brasil",NA,NA,"Arbusto ca. de 2,5 m de alt.; caule acinzentado; ápice dos ramos com pêlos ferrugíneos; frutos imaturos verdes e ferrugíneos","PEUFR022711",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Pernambuco","Buíque","Estrada Buíque-Catimbau","-37.154167","-8.625","799","799",NA,NA,NA,NA,NA,NA,NA,"37°09'15W","8°37'30S",NA,NA,NA,NA,NA
"475","2019-11-19 14:07:43-03","UFRPE","PEUFR","22817","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","A. Laurênio; A.P.S. Gomes; M.C. Tschá","316","1996","03","07",NA,"Brasil",NA,NA,"Arbusto com ca. 2 m de alt.; folhas discolor; face inferior com pelos brancos e ferrugiíneos nas nervuras; cálice amarelo-esverdeado com pelos ferrugíneos; corola amarelo-ouro; estilete com pelos ferrugíneos; estames amarelo-esverdea","PEUFR022817",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Pernambuco","Buíque","Estrada Buíque-Catimbau","-37.154167","-8.625","799","799",NA,NA,NA,NA,NA,NA,NA,"37°09'15W","8°37'30S",NA,NA,NA,NA,NA
"476","2019-11-19 14:07:43-03","UFRPE","PEUFR","23389","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","M.J. Hora; K. Andrade; E. Freire","58","1996","01","12",NA,"Brasil",NA,NA,"Arbusto com ca. de 1,8 m de alt.; cálice amarelo-esverdeado; corola amarela; estames amarelos; tecas amarelo-aamarronzadas; botões verde-amarelados","PEUFR023389",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","R. Barneby","Pernambuco","Buíque","Sopé da Serra","-37.154167","-8.625","799","799",NA,NA,NA,NA,"1997","08","01","37°09'15W","8°37'30S",NA,NA,NA,NA,NA
"477","2019-11-19 14:07:43-03","UFRPE","PEUFR","23432","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","A. Laurênio; A.P.S. Gomes","122","1996","09","04",NA,"Brasil",NA,NA,NA,"PEUFR023432",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","F.S. Souto","Pernambuco","Buíque","Serra do Catimbau","-37.154167","-8.625","799","799",NA,NA,NA,NA,"2019","05","28","37°09'15W","8°37'30S",NA,NA,NA,NA,NA
"478","2019-11-19 14:07:43-03","UFRPE","PEUFR","23474","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","M.J. Campelo; K. Andrade; E. Freire; M.J. Hora","25","1996","01","12",NA,"Brasil",NA,NA,"Arbusto ca. de 2 m de alt.; cálice amarelo com estrias verdes na base; corola amarelo intenso; estames amarelo esverdeado; botões florais verdes","PEUFR023474",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Pernambuco","Buíque","Sopé da Serra","-37.154167","-8.625","799","799",NA,NA,NA,NA,NA,NA,NA,"37°09'15W","8°37'30S",NA,NA,NA,NA,NA
"479","2019-11-19 14:07:43-03","UFRPE","PEUFR","34417","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","S.J. Mayo; G. Santos","1240","1996","03","23",NA,"Brasil",NA,NA,"Arbusto ou árvore; pétalas amarelas","PEUFR034417",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Bahia","Rio de Contas","Ao longo da estrada entre as cidades de Rio de Contas e Cachoeira do Fraga, ca. de 2 Km da cidade","-41.833333","-13.609444","1000","1000",NA,NA,NA,NA,NA,NA,NA,"41°50'00W","13°36'34S",NA,NA,NA,NA,NA
"480","2019-11-19 14:07:43-03","UFRPE","PEUFR","48764","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","J.S. Silva; M.C. Abreu; E.B. Almeida Júnior","209","2007","06","19",NA,"Brasil",NA,NA,"Arbusto ca. 3 m de alt.; folhas discolor; botões verde-amarelado; flores amarelas; coordenadas geográficas do município.","PEUFR048764",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","F.S. Souto","Pernambuco","Buíque","Serra Branca","-37.155833","-8.623333",NA,NA,NA,NA,NA,NA,"2019","05","27","37º09'21W","8º37'24S",NA,NA,NA,NA,NA
"481","2019-11-19 14:07:43-03","UFRPE","PEUFR","9777","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","A.M. Miranda; F. Esteves","178","1990","02","09",NA,"Brasil",NA,NA,"Arbusto ca. 4 m de alt.; flores amarelas","PEUFR009777",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","J.E. Gomes de Lima","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"49773","auto","1997","06","10",NA,NA,NA,NA,NA,NA,NA
"482","2019-11-19 14:07:43-03","UFRPE","PEUFR","32385","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","S.J. Mayo; E.R. de Alencar","1168","1996","03","26",NA,"Brasil",NA,NA,"Arbusto ou árvore de até 3 m de alt.; comum especialmente em áreas perturbadas; ramos tomentoso-esbranquiçados, folÍolos discolores, verde-escuros e brilhante em cima, esbranquiçado-acinzentado-tomentoso em baixo; corola amarela","PEUFR032385",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Bahia","Rio de Contas","Ao longo da estrada para a torre de televisão em cima da Serra Marsalina(Serra das Almas), ca. 3-4 km da cidade de Rio de Contas; primeira entrada à esquerda após a barragem em direção a Brumadinho, ca. 1000 metros","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2019-11-19 14:07:43-03","UFRPE","PEUFR","34411","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","S.J. Mayo; E.R. de Alencar","1168","1996","03","26",NA,"Brasil",NA,NA,"Arbusto ou árvore de até 3 m de alt.; comum especialmente em áreas perturbadas; ramos tomentoso-esbranquiçados, folÍolos discolores, verde-escuros e brilhante em cima, esbranquiçado-acinzentado-tomentoso em baixo; corola amarela","PEUFR034411",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Bahia","Rio de Contas","Ao longo da estrada para a torre de televisão em cima de Serra Marsalina(Serra das Almas), ca. de 3-4 Km da cidade de Rio de Contas, primeira entrada à esquerda após a barragem em direção a Brumadinho","-41.8114013671875","-13.5789003372192","1000","1000",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2019-11-19 14:07:43-03","UFRPE","PEUFR","39406","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","S.M. Mayo; P.F. Neves","1072","1995","07","08",NA,"Brasil",NA,NA,"Pequena árvore ou arbusto (com vários cules finos originando na base) e 2,5 m de alt. ramos com indumento tomentoso claro; folíolos verde ecuro em cima, e com indumento tomotos esbranquiçado em baixo, legume (fruto) 4-alado, falcifor","PEUFR039406",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","R. T. Queiroz","Bahia","Rio de Contas","Aproximadamente 1-2 km da cidade de Rio de Contas no lado oeste do Rio Brumado perto de pequena barragem da Curiola","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"49773","auto","2017","10","02",NA,NA,NA,NA,NA,NA,NA
"485","2019-11-19 14:07:43-03","UFRPE","PEUFR","34400","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","S.J. Mayo; F. Neves","1211","1995","12","28",NA,"Brasil",NA,NA,"Árvore ou arbusto muito comum; folíolos verde-escuro brilhante em cima, em baixo tomentosos e esbranquiçados com toque ferrugíneo quando novos, internos costados na porção superior; corola amarelo vivo; a única planta vista com flor","PEUFR034400",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Bahia","Rio de Contas","Cerca de 2 km ao longo da estrada Rio de Contas-Marcolino Moura","-41.8114013671875","-13.5789003372192","1050","1050",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2019-11-19 14:07:41-03","UFRPE","PEUFR","16930","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","A.M. Miranda; L.P. Félix; S.C. Rodrigues","1711","1994","06","19",NA,"Brasil",NA,NA,"Arbusto com ramos jovens acinzentados; folhas verde-escuros na face superior, acinzentados na face inferior; flores amarelas","PEUFR016930",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby","J.E. Gomes de Lima","Pernambuco","Buíque","5 km da estrada de barro para Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"38964","auto","1997","06","10",NA,NA,NA,NA,NA,NA,NA
"487","2019-11-19 14:07:43-03","UFRPE","PEUFR","54113","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","J.B. Santos; M.F. Sales; L.L. Santos; M.J. Silva","20","2004","09","09",NA,"Brasil",NA,NA,"Arbusto 1,80m; com fruto verde imaturo; frequente.","PEUFR054113",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Pernambuco","Buíque","BR-PE; Topo da serra de Jerusalém; Vale do Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2019-11-19 14:07:43-03","UFRPE","PEUFR","22720","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","E. Freire; K. Andrade; R. Nunes; M.J. Campelo","52","1996","02","23",NA,"Brasil",NA,NA,"Árvore ca. de 2 m de alt.; pétalas, sépalas, filete e anteras amarelas; folhas cremes","PEUFR022720",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Pernambuco","Buíque","Estrada Buíque-Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2019-11-19 14:07:43-03","UFRPE","PEUFR","23038","PreservedSpecimen","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","A. Laurênio; A.P.S. Gomes; M.C. Tschá","342","1996","03","08",NA,"Brasil",NA,NA,"Arbusto ca. de 1,7 m de alt.; folhas discolor com face inferior da folha com pêlos brancos e castanhos nas nervuras e ramos apicais; cálice verde; corola amarela; filetes amarelos; anteras cremes; estilete com pêlos ferrugíneos","PEUFR023038",NA,NA,NA,"(Nees & C. Mart.) H.S. Irwin & Barneby",NA,"Pernambuco","Buíque","Serra do Catimbau, Paraíso Slevagem","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2020-04-22 16:20:58-03","UFPB","JPB","50344","PreservedSpecimen","Plantae","Leguminosae","Senna","cana","Senna cana","Gomes, LA; Santos, LAS; Silva, RN; Santos, E","230","2011","11","04","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Árvore de aproximadamente 6 m de altura. Flores amarelas.","JPB0050344","Angiosperma","Dicotyledon",NA,"(Nees & Mart.) H.S.Irwin & Barneby","Gomes, LA","Sergipe","Capela","RVS Mata do Junco, Borda de mata, margem da estrada principal","-37.084722","-10.964444",NA,NA,NA,NA,NA,NA,"2011","11",NA,"-37.084722","-10.964444",NA,NA,NA,NA,NA
"491","2020-04-22 16:20:58-03","UFPB","JPB","49214","PreservedSpecimen","Plantae","Leguminosae","Senna","cana","Senna cana","Gomes, LA; Santos, E","133","2011","05","17","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Árvore, ca. de 6m de altura. Flores amarelas.","JPB0049214","Angiosperma","Dicotyledon",NA,"(Nees & Mart.) H.S.Irwin & Barneby","Gomes, LA","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata da mangueira grande. Solo arenoso","-37.467222","-11.471111",NA,NA,NA,NA,NA,NA,"2011","05","26","-37.467222","-11.471111",NA,NA,NA,NA,NA
"492","2020-04-22 16:20:58-03","UFPB","JPB","55122","PreservedSpecimen","Plantae","Leguminosae","Senna","cana","Senna cana","Queiroz, LP; Nascimento, NS","4008","1994","06","18","Southern America","Brasil",NA,NA,"; HABITAT: Cerrado.; DESC: Arbusto ramificado de ca. 2,5m. Folhas com folíolos cartáceos, discolores, com face abaxial cinérea. Flores com sépalas verde-amareladas e pétalas amarelas. Frequente, em floração.","JPB0055122","Angiosperma","Dicotyledon",NA,"(Nees & Mart.) H.S.Irwin & Barneby","Queiroz, LP","Bahia","Morro do Chapéu","Ca. 20 Km E do entrocamento para Cafarnaum, com BA-052, na BA-052 (estrada do feijão). Solo areno-argiloso.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"98143","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2020-04-22 16:20:58-03","UFPB","JPB","37358","PreservedSpecimen","Plantae","Leguminosae","Senna","cana","Senna cana","Gomes, APS","500","2000","04","03","Southern America","Brasil",NA,NA,"; DESC: Arvoreta, ca. de 2m de altura. Flores amarelas.",NA,"Angiosperma","Dicotyledon",NA,"(Nees & Mart.) H.S.Irwin & Barneby","Sales, M; J.Lemos, ABocage","Pernambuco","Buíque","Vale do Catimbau, Solo afloramento rochoso.","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"38964","auto","2000","04","03",NA,NA,NA,NA,NA,NA,NA
"494","2020-12-04 13:19:17-03","UDESC","LUSC","7038","PreservedSpecimen","Plantae","Fabaceae","Senna","cana","Senna cana","V.C.Souza; et al.","26430","2001","07","18",NA,"Brasil",NA,NA,NA,"LUSC004066",NA,NA,NA,"(Nees & Mart.) H.S.Irwin & Barneby","V.C.Souza","Bahia","Morro do Chapéu","Estrada para Utinga, cerca de 8k de Morro do Chapéu. Caatinga (pouco característica, possível transição para cerrado).","-41.1561012268066","-11.5500001907349",NA,NA,"LUSC004066",NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2020-10-14 10:01:45-03","FURB","FURB","4984","PreservedSpecimen","Plantae","Fabaceae","Senna","cana","Senna cana","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","61864","1995","03","14",NA,"Brasil",NA,NA,NA,"FURB01822",NA,NA,NA,"(Nees & Mart.) H.S.Irwin & Barneby","Hatschbach, G","Minas Gerais","Monte Azul","Serra do Espinhaço.","-42.874698638916","-15.1549997329712",NA,NA,"FURB01822",NA,"41110","auto","1995","03","14",NA,NA,NA,NA,NA,NA,NA
"496","2021-03-16 17:52:16-03","UCS","HUCS","13581","PreservedSpecimen","Plantae","Fabaceae","Senna","cana","Senna cana","Hatschbach, G.","59534","1993","06","14",NA,"Brasil",NA,NA,"Campo cerrado, transição para rupestre, solo rochoso",NA,"Angiospermae","Fabales",NA,"(Nees & Mart.) H.S. Irwin & Barneby","Barneby, R.C.","Goiás","Alto Paraíso","Rodovia para Colinas do Sul, 3-5 km O de São Jorge - Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2021-03-16 17:52:16-03","UCS","HUCS","25388","PreservedSpecimen","Plantae","Fabaceae","Senna","cana","Senna cana","Hatschbach, G.","75932","2003","06","30",NA,"Brasil",NA,NA,"Herbario MBM; Caatinga",NA,"Angiospermae","Fabales",NA,"(Nees & Mart.) H.S. Irwin & Barneby","Marazzi, B.","Bahia","Caetité","Rod. BR 122 para MG","-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,"53684","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2021-03-16 17:52:16-03","UCS","HUCS","32670","PreservedSpecimen","Plantae","Fabaceae","Senna","cana","Senna cana","Hatschbach, G.","77852","2004","06","15",NA,"Brasil",NA,NA,"Herbario MBM",NA,"Angiospermae","Fabales",NA,"(Nees & Mart.) H.S. Irwin & Barneby","Marazzi, B.","Bahia","Macaúbas","Rod. Macaubas a Bom Jesus da Lapa","-42.698600769043","-13.0193996429443",NA,NA,NA,NA,"71420","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2021-03-16 17:52:16-03","UCS","HUCS","37185","PreservedSpecimen","Plantae","Fabaceae","Senna","cana","Senna cana","Silva, J.M.","5651","2007","04","14",NA,"Brasil",NA,NA,"Herbario MBM; Cerrado",NA,"Angiospermae","Fabales",NA,"(Nees & Mart.) H.S. Irwin & Barneby","Cardoso, D.","Minas Gerais","Nova Porteirinha","Torre da CEMIG","-43.3005981445312","-15.8024997711182",NA,NA,NA,NA,"21346","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2019-02-23 11:30:13-03","UNEMAT","HERBAM","9428","S","Plantae","Fabaceae","Senna","cana","Senna cana","Soares-Lopes, C R A; Benevides, L.C.; Freire, M.R.O. & Macedo, D.G.","C407386","2014","05","15",NA,"Brasil",NA,NA,NA,"HERBAM009428",NA,NA,NA,"(Nees & Mart.) H.S.Irwin & Barneby","Silva, DR","Mato Grosso","Alta Floresta","Eixo do circuito hidráulico da UHE Salto Apiacás,, Afloramento Rochoso.","-8857.66944","50.359167",NA,NA,NA,NA,NA,NA,"2014","09","02","-8857.66944","50.359167",NA,NA,NA,NA,NA
"501","2019-06-25 17:37:15-03","UNEMAT","HERBAM","19410","S","Plantae","Fabaceae","Senna","cana","Senna cana","Manna; Toledo; Da Silva, D.R.; Ribeiro, R.L.S.; Custódio, J.B. & Gonçalves, O.A.","179M&T4","2015","05","28",NA,"Brasil",NA,NA,NA,"HERBAM019410",NA,NA,NA,"(Nees & Mart.) H.S.Irwin & Barneby","D.R. da Silva","Mato Grosso","Itaúba","APP da UHE Colider, Floresta Estacional com terreno plano com ocorrência de Pacova (Phenakospermum guyannense (A.Rich.) Endl. ex Miq.).","-55.2764015197754","-11.0616998672485",NA,NA,NA,NA,"111180","auto","2017","09","02",NA,NA,NA,NA,NA,NA,NA
"502","2019-06-25 17:37:15-03","UNEMAT","HERBAM","19410","S","Plantae","Fabaceae","Senna","cana","Senna cana","Manna; Toledo; Da Silva, D.R.; Ribeiro, R.L.S.; Custódio, J.B. & Gonçalves, O.A.","179M&T4","2015","05","28",NA,"Brasil",NA,NA,NA,"HERBAM019410",NA,NA,NA,"(Nees & Mart.) H.S.Irwin & Barneby","D.R. da Silva","Mato Grosso","Itaúba","APP da UHE Colider, Floresta Estacional com terreno plano com ocorrência de Pacova (Phenakospermum guyannense (A.Rich.) Endl. ex Miq.).","-55.2764015197754","-11.0616998672485",NA,NA,NA,NA,"111180","auto","2017","09","02",NA,NA,NA,NA,NA,NA,NA
"503","2019-02-23 11:30:13-03","UNEMAT","HERBAM","9445","S","Plantae","Fabaceae","Senna","cana","Senna cana","Soares-Lopes, C R A; Benevides, L.C.; Freire, M.R.O. & Macedo, D.G.","C587403","2014","05","15",NA,"Brasil",NA,NA,NA,"HERBAM009445",NA,NA,NA,"(Nees & Mart.) H.S.Irwin & Barneby","Silva, DR","Mato Grosso","Alta Floresta","Eixo do circuito hidráulico da UHE Salto Apiacás,, Afloramento Rochoso.","-8857.74722","50.360278",NA,NA,NA,NA,NA,NA,"2014","09","02","-8857.74722","50.360278",NA,NA,NA,NA,NA
"504","2019-02-23 11:30:13-03","UNEMAT","HERBAM","9574","S","Plantae","Fabaceae","Senna","cana","Senna cana","Soares-Lopes, C.R.A.; Benevides, L.C. & Macedo, D.G.","CB 307532","2014","05","31",NA,"Brasil",NA,NA,NA,"HERBAM009574",NA,NA,NA,"(Nees & Mart.) H.S.Irwin & Barneby","Silva, DR","Mato Grosso","Alta Floresta","Área estrutural da PCH Cabeça-de-boi, margem esque, Afloramento rochoso com faixa de gradiente arenoso.","-8855.30278","50.279722",NA,NA,NA,NA,NA,NA,"2014","09","01","-8855.30278","50.279722",NA,NA,NA,NA,NA
"505","2019-08-16 08:39:30-03","UTFPR","HCF","21675","S","Plantae","Fabaceae","Senna","cana","Senna cana","M.L. Brotto","1193","2013","04","24",NA,"Brasil",NA,NA,"arbusto 1,7 m; flores amarelas.",NA,NA,NA,NA,"(Nees & Mart.) H.S.Irwin & Barneby","F.P. Azevedo","BA","Igaporã","Rod.BR-430","-42.653056","-13.846944","1090","1090",NA,NA,NA,NA,"2013","10",NA,"42°39'11 W","13°50'49 S",NA,NA,NA,NA,NA
"506","2019-08-16 08:39:30-03","UTFPR","HCF","19768","S","Plantae","Fabaceae","Senna","cana","Senna cana","J.M. Silva","5651","2007","04","14",NA,"Brasil",NA,NA,"arvoreta, 4 m, flor amarela. Cerrado.",NA,NA,NA,NA,"(Nees & Mart.) H.S.Irwin & Barneby","D. Cardoso","MG","Nova Porteirinha","Torre da CEMIG","-43.3005981445312","-15.8024997711182",NA,NA,NA,NA,"21346","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
