"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","infraspecificEpithet","fieldNumber","typeStatus","individualCount"
"84","2020-11-04 11:00:30-03","ESALQ","ESA","31666","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1270.0","1989","03","01","Brasil","Rio Grande do Sul","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,"ESA031666","ESA031666","Magnoliophyta",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA
"85","2020-11-04 11:00:30-03","ESALQ","ESA","21627","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Boudet Fernandes, H.Q.",NA,NA,NA,"Souza, V.C. et al.","9110.0","1995","09","04","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA021627",NA,"Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"86","2020-11-04 11:00:30-03","ESALQ","ESA","62208","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"Gorenstein, M.R. et al.","121.0","1999","01","11","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA062208","ESA062208_1 ESA062208_2","Magnoliophyta",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"87","2020-11-04 11:00:30-03","ESALQ","ESA","87164","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Almeida-Costa, D.G.","2018","05","01","Romão, G.O.",NA,"1999","03","09","Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,"ESA087164","ESA087164","Magnoliophyta",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"88","2020-11-04 10:54:43-03","ESALQ","ESA","134783","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Brito, T.R.O.","2016","05","30","Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Toledo, C.A.P.T.; Silva-Filho, A.A.; Ramos, B.A.; Nascimento, M.S.; Antonio, P.E.; Brito, T.R.O.","39578.0","2015","09","10","Brasil","Rio de Janeiro","Parati","Parque Nacional da Serra da Bocaina. Arredores da Pedra da Macela.","-44.7131004333496","-23.2178001403809",NA,NA,"1500","1700","Planta de 2,5 m alt.; botões verdes.","ESA134783",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA
"89","2020-11-04 11:00:30-03","ESALQ","ESA","121542","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Almeida-Costa, D.G.","2018","05","01","Souza, V.C.","33556.0","2009","05","01","Brasil","Rio de Janeiro","Santa Maria Madalena","Subida para a Pedra Dubois. Floresta com transição para campo de altitude.","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,"Planta de ca. 2,5 m alt., simples; inflorescência jovem verde. Floresta. Foto.","ESA121542","ESA121542_1 ESA121542_2 ESA121542_3 ESA121542_4","Magnoliophyta",NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA
"90","2020-11-04 11:00:30-03","ESALQ","ESA","131168","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Almeida-Costa, D.G.","2018","05","01","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36371.0","2013","02","28","Brasil","Rio de Janeiro","Piraí","Fragmento 57 (TAV). Floresta Ombrófila Densa.","-22.606","-43.9423","-22.606","-43.9423","494","494","Palmeira","ESA131168","ESA131168","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-11-04 11:00:30-03","ESALQ","ESA","80625","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Dias, A.C.",NA,NA,NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","235.0","2002","04","20","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana","-475.808","-240.403","-475,808","-240,403",NA,NA,"Palmeira de subosque, 1,5m. Frutos imaturos verdes.","ESA080625","ESA080625","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-11-04 11:00:30-03","ESALQ","ESA","112442","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Almeida-Costa, D.G.","2018","05","01","Colletta, G.D.","331.0",NA,NA,NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,NA,"ESA112442","ESA112442_1 ESA112442_2 ESA112442_3 ESA112442_4","Magnoliophyta",NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"93","2020-11-04 11:00:30-03","ESALQ","ESA","65903","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana",NA,NA,NA,NA,NA,"Stehmann, J.R. et al.","2496.0","1999","03","29","Brasil","Minas Gerais","Extrema",NA,"-46.3182983398438","-22.854700088501",NA,NA,NA,NA,NA,"ESA065903",NA,"Magnoliophyta",NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA
"94","2020-11-04 11:00:30-03","ESALQ","ESA","49732","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"Gondim Jr., M.G.C.","37.0","1998","06","21","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA049732","ESA049732_1 ESA049732_2 ESA049732_3 ESA049732_4","Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"95","2020-11-04 11:00:30-03","ESALQ","ESA","18402","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana",NA,"Rodrigues, R.R. et al.",NA,NA,NA,"Barreto, K.D. et al.","1862.0","1994","01","25","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA018402","ESA018402","Magnoliophyta",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"96","2020-11-04 11:00:30-03","ESALQ","ESA","104666","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana",NA,NA,NA,NA,NA,"Carrasco, P.G.",NA,"2000","10","10","Brasil","São Paulo","Ilha Comprida",NA,"-47.5400009155273","-24.7399997711182",NA,NA,NA,NA,NA,"ESA104666","ESA104666","Magnoliophyta",NA,NA,NA,"49747","auto",NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 11:00:30-03","ESALQ","ESA","77309","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"Godoy, J.R.L.","48.0","1996","01","10","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA077309","ESA077309_1 ESA077309_2 ESA077309_3","Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"98","2020-11-04 11:00:30-03","ESALQ","ESA","72805","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"Sztutman, M. et al.","276.0","1999","01","13","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA072805","ESA072805_1 ESA072805_2","Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"99","2020-11-04 11:00:30-03","ESALQ","ESA","105424","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana",NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.",NA,"2002","03","13","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA105424","ESA105424","Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA
"100","2020-11-04 11:00:30-03","ESALQ","ESA","94735","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana",NA,"Souza, V.C.",NA,NA,NA,"Viani, R.A.G. et al.",NA,"2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell","-51.3011016845703","-30.2910995483398",NA,NA,NA,NA,NA,"ESA094735","ESA094735","Magnoliophyta",NA,NA,NA,"31686","auto",NA,NA,NA,NA,NA,NA,NA
"101","2020-11-04 11:00:30-03","ESALQ","ESA","118871","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana",NA,"Colletta, G.D. & Alves, F.M.","2012","05","15","Colletta, G.D.","656.0","2012","05","01","Brasil","São Paulo","Agudos","Faz. São João do Barreiro, mata de brejo ao lado da represa","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,"Estipe, 4m, frutos maduros atro-purpúreos","ESA118871","ESA118871_1 ESA118871_2 ESA118871_3","Magnoliophyta",NA,NA,NA,"52219","auto",NA,NA,NA,NA,NA,NA,NA
"102","2021-01-14 15:23:33-03","MN","R","45357","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Souza, M.C.","2005","06","01","Glaziou, A.F.M.","9011",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Flum. Ex Herb. Glaziou; Herb. J. de Saldanha","R000045357","R000045357_001 R000045357_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-01-14 15:23:33-03","MN","R","45359","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Souza, M.C.","2005","06","01","Glaziou, A.F.M.",NA,"1879","03","25","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Herb. J. de Saldanha; Gabinete de Escola Polytechnica, 5292","R000045359","R000045359_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-01-14 15:23:33-03","MN","R","4743","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"Freire Allemão, F.; Cysneiros, M.","1566",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010053978","R010053978_001 R010053978_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2015-07-02 14:03:33-03","JBP","HPL","11944","S","Plantae","Palmae","Geonoma","schottiana","Geonoma schottiana",NA,"H. Lorenzi","2010","01","29","H. Lorenzi, K. Soares, M. Lacerda, T.B. Flores","6814","2010","01","29","Brasil","RJ","Nova Friburgo","Macaé de Cima. Mata de altitude (1100 m). Comum localmente e sempre em vales secos.","-42.5311","-22.2819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"106","2015-07-02 14:42:00-03","JBP","HPL","1536","S","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart","H. Lorenzi","2001","01","31","E.R. Salviani & H. Lorenzi","1920","2001","01","31","Brasil","MG","Carangola","Reserva Ecológica Água Limpa.","-42.0294","-20.7331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21913","auto",NA,NA,NA,NA,NA,NA,NA
"107","2015-07-02 14:42:00-03","JBP","HPL","11529","S","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana",NA,"H. Lorenzi","2009","07","10","H. Lorenzi, R. Pimenta & T.B. Flores","6725","2009","07","10","Brasil","ES","Linhares","Coletado na Reserva da Vale, em mata ciliar; estrada da Gávea, km 20. Planta com 12-15 folhas contemporâneas.","-40.0722","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"108","2015-07-02 14:42:00-03","JBP","HPL","11530","S","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana",NA,"H. Lorenzi","2009","07","17","H. Lorenzi, R. Pimenta & A. Campos-Rocha","6726","2009","07","17","Brasil","SP","Campinas","Coletado e cultivado no Instituto Agronômico de Campinas (IAC), Barão de Itapura.","-47.06","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"109","2015-07-02 14:03:33-03","JBP","HPL","13865","S","Plantae","Palmae","Geonoma","schottiana","Geonoma schottiana","Mart.","G.D. Colletta","2012","05","15","G.D. Colletta","656","2012","05","15","Brasil","SP","Agudos","Loc: Faz. São João do Barreiro, mata de brejo ao lado da represa, Agudos, São Paulo, Brasil","-48.98","-22.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52219","auto",NA,NA,NA,NA,NA,NA,NA
"110","2015-07-02 14:42:00-03","JBP","HPL","1537","S","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart","A.G. Ribeiro","1996","10","23","A.G. Ribeiro","213","1996","10","23","Brasil","SP","São Paulo","Jardim Botânico de São Paulo.","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"111","2019-12-19 08:15:07-03","FPS","FPS","1009","MachineObservation","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Gasper, A.L. de","2016","05","19","Schwirkowski, P.","1275","2015","11","10","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres","-49.054899","-26.224838","-49.054899","-26.224838",NA,NA,"<ll>dwc_commonname:</ll> Guaricana, aricanga, guaricanga, palheira","FPS01009,FURB49343","FPS01009_v01 FPS01009_v02 FPS01009_v03 FURB49343",NA,NA,NA,NA,NA,NA,NA,"FURB 49343","voucher",NA,NA,NA,NA
"112","2019-12-19 08:15:07-03","FPS","FPS","2849","MachineObservation","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Schwirkowski, P.","2017","07","15","Schwirkowski, P.","2276","2017","07","15","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres","-49.054899","-26.224838","-49.054899","-26.224838",NA,NA,"<ll>dwc_commonname:</ll> Guaricana, aricanga, guaricanga, palheira","FPS02849,FURB55571","FPS02849_v02 FPS02849_v03 FPS02849_v04 FPS02849_v05 FPS02849_v06 FPS02849_v07 FPS02849_v08 FPS02849_v09 FPS02849_v10 FURB55571_1 FURB55571_2",NA,NA,NA,NA,NA,NA,NA,"FURB 55571","voucher",NA,NA,NA,NA
"113","2019-12-19 08:15:07-03","FPS","FPS","793","MachineObservation","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Schwirkowski, P.","2017","09","17","Schwirkowski, P.","1053","2015","02","16","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Trilhos, Rabo do Macaco.","-49.311265","-26.341096","-49.311265","-26.341096",NA,NA,"<ll>dwc_commonname:</ll> Guaricana, aricanga, guaricanga, palheira","FPS00793,FURB48428","FPS00793_v01 FPS00793_v02 FPS00793_v03 FPS00793_v04 FURB48428 FURB48428_1",NA,NA,NA,NA,NA,NA,NA,"FURB 48428","voucher",NA,NA,NA,NA
"114","2019-12-19 08:15:07-03","FPS","FPS","904","MachineObservation","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Schwirkowski, P.","2015","08","08","Schwirkowski, P.","1166","2015","08","08","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.054899","-26.224838","-49.054899","-26.224838",NA,NA,"<ll>dwc_commonname:</ll> Guaricana, aricanga, guaricanga, palheira","FPS00904,FURB48538","FPS00904_v01 FPS00904_v02 FPS00904_v03 FPS00904_v04 FURB48538 FURB48538_1",NA,NA,NA,NA,NA,NA,NA,"FURB 48538","voucher",NA,NA,NA,NA
"115","2019-12-19 08:15:07-03","FPS","FPS","2955","MachineObservation","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Schwirkowski, P.","2017","09","17","Schwirkowski, P.","2382","2017","09","08","Brasil","Santa Catarina","Balneário Barra do Sul","Bairro Pinheiros, em capão de FOD, esquina da rua Lucia de Souza Bergamo com SC-415","-48.640249","-26.418208","-48.640249","-26.418208",NA,NA,"<ll>dwc_commonname:</ll> Guaricana, aricanga, guaricanga, palheira","FPS02955,FURB55620","FPS02955_v01 FPS02955_v02 FPS02955_v03 FPS02955_v04 FPS02955_v05 FPS02955_v06 FPS02955_v07 FPS02955_v08 FURB55620_1 FURB55620_2",NA,NA,NA,NA,NA,NA,NA,"FURB 55620","voucher",NA,NA,NA,NA
"116","2019-02-15 11:33:26-02","IPA","IPA","21036","S","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Medeiros-Costa","1977",NA,NA,"Medeiros-Costa","174","1972","11","21","Brasil","São Paulo","Capão Bonito","Intervales","-48.3400001525879","-24",NA,NA,NA,NA,"Mata.","IPA0021036",NA,"Plantae",NA,"Southern America",NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA
"117","2019-02-15 11:33:26-02","IPA","IPA","26445","S","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Moore, H.","1979",NA,NA,"Mori, S.A.; King, R.M.; Santos, T.S. dos; Hage, J.L.; King, R.M.; Santos, T.S. dos; Hage, J.L.","12538","1979","07","24","Brasil","Bahia","Rio de Contas","Pico das Almas, a 18 km ao SNW de Rio de Contas. Vegetando à margem de um córrego.","-41.95","-13.55","-41.95","-13.55","1300","1600","Planta formando um tufo, 3m de altura. Inflorescência nasce em baixo das folhas.; Campo rupestre.","IPA0026445",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-27 13:26:42-03","IAP","PACA-AGP","34032","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","L. R. Noblick","1954","09","05","Rambo, B.",NA,"1944","03","06","Brasil","RS","Alto Feliz",NA,"-51.312198638916","-29.3918991088867",NA,NA,NA,NA,"Habitat: In silva primaeva Fenofase: flor","PACA034032",NA,"Magnoliophyta","Arecales",NA,NA,"9761","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"119","2019-08-27 13:26:42-03","IAP","PACA-AGP","91523","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","C. Mondin","2001","06",NA,"Mondin, C.","2218","2001","06","01","Brasil","RS","Arroio do Sal","Rondinha Nova","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"CRITICAMENTE EM PERIGO. Ca. 2,5 metros de altura, freqüênte.&nf;HASU 12735. Habitat: Mata paludosa.","PACA091523",NA,"Magnoliophyta","Arecales",NA,NA,"15157","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"120","2019-08-27 13:26:42-03","IAP","PACA-AGP","45198","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Emrich-Rambo","1954","09","05","Rambo, B.",NA,"1950","01","04","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Sem Material Habitat: In silvula subpaludosa Fenofase: fruto maturo","PACA045198",NA,"Magnoliophyta","Arecales",NA,NA,"27350","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"121","2019-08-27 13:26:42-03","IAP","PACA-AGP","2090","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Emich-Rambo","1954","09","05","Rambo, B.",NA,"1935","06","05","Brasil","RS","Portão",NA,"-51.2419013977051","-29.7017002105713",NA,NA,NA,NA,"Habitat: In silva campestri Fenofase: folium","PACA002090",NA,"Magnoliophyta","Arecales",NA,NA,"13735","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"122","2019-08-27 13:26:42-03","IAP","PACA-AGP","42217","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","L. R. Niblick","1992","05","22","Rambo, B.",NA,"1949","06","28","Brasil","RS","São Leopoldo","Ad montem Steinkopf","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: In silva primaeva Fenofase: fruto semievoluto","PACA042217",NA,"Magnoliophyta","Arecales",NA,NA,"10287","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"123","2019-08-27 13:26:42-03","IAP","PACA-AGP","54268","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana var. genuina","Drude","R. Reitz","1955","04","09","Reitz, R.","2685","1947","08","20","Brasil","SC","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Habitat: In dumetosis humidis Fenofase: flor","PACA054268",NA,"Magnoliophyta","Arecales",NA,NA,"19684","auto","Liliopsida",NA,NA,"var. genuina",NA,NA,NA
"124","2019-08-27 13:26:42-03","IAP","PACA-AGP","31577.1","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Emrich-Rambo","1954","09","05","Rambo, B.",NA,"1946","02","03","Brasil","SC","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,NA,NA,"Habitat: In silva subpaludosa Fenofase: fl. nondum evoluto","PACA031577-1",NA,"Magnoliophyta","Arecales",NA,NA,"16515","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"125","2019-08-27 13:26:42-03","IAP","PACA-AGP","107715","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","I. Franz","2008","12","02","L. Cappelatti","042","2008","12","02","Brasil","RS","Novo Hamburgo","Parque Municipal Henrique Luís Roessler","-51.15","-29.666667","51°09'W","29°40'S",NA,NA,"Habitat: mata","PACA107715",NA,"Magnoliophyta","Arecales",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"126","2019-08-27 13:26:42-03","IAP","PACA-AGP","54401","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","B. Rambo","1954","09","05","Rambo, B.",NA,"1953","06",NA,"Brasil","RS","Vila Manresa",NA,NA,NA,NA,NA,NA,NA,"Habitat: Ad rivum in silva Fenofase: flor nondum aperto","PACA054401",NA,"Magnoliophyta","Arecales",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"127","2019-08-27 13:26:42-03","IAP","PACA-AGP","63617","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Emrich-Rambo","1958","09","17","Rambo, B.",NA,"1958","01","23","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: In silva paludosa Fenofase: fruto imaturo","PACA063617",NA,"Magnoliophyta","Arecales",NA,NA,"27350","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"128","2019-08-27 13:26:42-03","IAP","PACA-AGP","62840","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","Emrich-Rambo","1958","09","25","Camargo, O. R.","3038","1957","12","10","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"Sem Material Habitat: In silva humida Fenofase: flor e fruto","PACA062840",NA,"Magnoliophyta","Arecales",NA,NA,"21657","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"129","2019-08-27 13:26:42-03","IAP","PACA-AGP","55668","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana var. genuina","Drude","R. Reitz","1955","04","09","Reitz, R.","4946","1949","11","03","Brasil","SC","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Habitat: In silva Fenofase: flor","PACA055668",NA,"Magnoliophyta","Arecales",NA,NA,"19684","auto","Liliopsida",NA,NA,"var. genuina",NA,NA,NA
"130","2019-08-27 13:26:42-03","IAP","PACA-AGP","30025","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana var. palustris","(Warm.) Drude","Emrich-Rambo","1954","09","05","Rambo, B.",NA,"1945",NA,NA,"Brasil","RS","Vila Manresa",NA,NA,NA,NA,NA,NA,NA,"Habitat: In silva ad rivum Fenofase: folium","PACA030025",NA,"Magnoliophyta","Arecales",NA,NA,NA,NA,"Liliopsida",NA,NA,"var. palustris",NA,NA,NA
"131","2019-08-27 13:26:42-03","IAP","PACA-AGP","54268","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana var. genuina","Drude","R. Reitz","1955","04","09","Reitz, R.","2685","1947","08","20","Brasil","SC","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Habitat: In dumetosis humidis Fenofase: flor","PACA054268",NA,"Magnoliophyta","Arecales",NA,NA,"19684","auto","Liliopsida",NA,NA,"var. genuina",NA,NA,NA
"132","2019-08-27 13:26:42-03","IAP","PACA-AGP","55668","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana var. genuina","Drude","R. Reitz","1955","04","09","Reitz, R.","4946","1949","11","03","Brasil","SC","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Habitat: In silva Fenofase: flor","PACA055668",NA,"Magnoliophyta","Arecales",NA,NA,"19684","auto","Liliopsida",NA,NA,"var. genuina",NA,NA,NA
"133","2020-12-20 21:15:32-03","UFV","VIC","30944","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"Teixeira, R.N.C.; Dias, A.S.D.; Lopes, M.M.M.","66","2005","08","03","Brasil","Espírito Santo","Santa Maria de Jetibá","fragmento florestal a 5km de Santa Maria de Jetibá","-40.7461013793945","-20.040599822998",NA,NA,NA,NA,"Sub-árvore de 5m, coletada no interior da mata.","VIC030944","VIC030944",NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA
