"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","relatedCatalogItem","sex"
"41","2016-09-13 10:29:08-03","UFPB","EAN","10476","S","Plantae",NA,NA,"Alliaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Rav.","A. Alves-Araújo","M. F. Oliveira Pires; L. P. Felix","231","2004","09","04",NA,"Brasil","Tocantins","Wander Cândia",NA,NA,NA,NA,NA,NA,NA,"2009","06","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 11:53:11-03","UFPE","UFP","76649","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","Araújo, A","Nádia, TL; Melo, AD; Machado, IC","s.n.","2014","04","10",NA,"Brasil","Pernambuco","Buíque",NA,"-37.25675","-8.562194",NA,"Flores brancas.","UFP076649",NA,"2014","06","04",NA,NA,"-37.25675","-8.562194","863","863",NA,NA,NA,NA
"43","2021-03-01 11:53:11-03","UFPE","UFP","40541","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","Campos-Rocha, A","Alves-Araújo, A; Silva, SM","8","2004","05","26",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,"Planta herbácea com flores brancas.; Planta herbácea com flores brancas.","UFP040541",NA,"2015","06",NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 11:53:11-03","UFPE","UFP","42872","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","Campos-Rocha, A","Alves-Araújo, A; Alves, M; Martins, S; Melo, Y; Lucena, F; Oliveira, J","35","2005","07","30",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,"Encontrada em solo arenoso. Flores alvas com base verde, antese noturna, odor agradável. Mantida em casa de vegetação até a floração em 12/02/2006.; Encontrada em solo arenoso. Flores alvas com base verde, antese noturna, odor agradáve","UFP042872",NA,"2015","06",NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 11:53:11-03","UFPE","UFP","43016","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","Campos-Rocha, A","Alves-Araújo, A; Alves, M; Pinheiro, K; Gomes, P; Vital, MT; Amorim, D","66","2006","03","12",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,"Encontrada em solo arenoso. Material submetido a análises anatômicas e palinológicas.; Encontrada em solo arenoso. Material submetido a análises anatômicas e palinológicas.","UFP043016",NA,"2015","06",NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 11:53:11-03","UFPE","UFP","43017","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","Campos-Rocha, A","Alves-Araújo, A; Alves, M; Pinheiro, K; Gomes, P; Vital, MT; Amorim, D","62","2006","03","12",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,"Encontrada em solo arenoso. Material submetido a análises anatômicas e palinológicas.; Encontrada em solo arenoso. Material submetido a análises anatômicas e palinológicas.","UFP043017",NA,"2015","06",NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 11:53:11-03","UFPE","UFP","76650","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","Araújo, A","Bezerra, ELS; Nadia, TL; Machado, IC","s.n.","2014","03","20",NA,"Brasil","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,"Flores brancas.","UFP076650",NA,"2014","06","04","38964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 11:53:11-03","UFPE","UFP","52177","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","Campos-Rocha, A","Alves-Araújo, A","912","2008","03","31",NA,"Brasil","Bahia","Paulo Afonso",NA,"-38.2146987915039","-9.40610980987549",NA,"Erva bulbosa, frutos imaturos verdes, tricarpelares.; Erva bulbosa, frutos imaturos verdes, tricarpelares.","UFP052177",NA,"2015","06",NA,"44772","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-09-25 10:41:18-03","UFPE","UFP","18114","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","Campos-Rocha, A","Félix, LP; Pires, MFO","s.n.","1997","03","29",NA,"Brasil","Paraíba","Itapororoca",NA,"-35.247200012207","-6.82972002029419",NA,"Bulbo branco, folhas verdes, flores alvas.; Bulbo branco, folhas verdes, flores alvas.","UFP018114",NA,"2015","06",NA,"12863","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-07-31 14:32:01-03","CPATSA","HTSA","3686","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna",NA,"Santos, A.P.B.","38","2010","12","08",NA,"Brasil","Pernambuco","Lagoa Grande","Baixa do Juazeiro, Cultivada em vaso desde 24/07/2009.","-40.271900177002","-8.99693965911865",NA,"Erva, ca. 40 cm, haste com 22 cm. flores alvas de ântese noturna.",NA,NA,NA,NA,NA,"55699","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-02 10:21:04-03","CPATSA","HTSA","1083","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","Alves-Araújo, A.","Fotius, G.","4198","1987","12","20",NA,"Brasil","Pernambuco","Santa Maria da Boa Vista","Açude Saco II","-40.285278","-8.904722",NA,"Erva perene; Fl 2; Alt.: 0,15-0,20 cm. Planta sem folha no momento de floração. Folhas verdes comcolores. Casca do bulbo, fina, amarela acinzentada. Flor: creme; filete das estames brancos. Geofita a bulbo.; Serrote de xisto duro - nas ladeiras expos",NA,NA,"2007","09","24",NA,NA,"-40.285278","-8.904722",NA,NA,NA,NA,NA,NA
"52","2019-10-07 09:19:43-03","UEFS","HUEFS","157290","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","A.Campos-Rocha","Melo, E.","6938","2009","10","25",NA,"Brasil","Bahia","São Gabriel","Estrada para Jussara.","-41.942778","-11.165",NA,"Mata estacional na beira da estrada.","HUEFS0157290","HUEFS0157290","2014","09",NA,NA,NA,"41W56'34''","11S9'54''","770","770",NA,"Lilianae",NA,NA
"53","2019-10-07 09:19:43-03","UEFS","HUEFS","30971","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","A.Campos-Rocha","Bautista, H.P.","PCD4534","1996","11","21",NA,"Brasil","Bahia","Jussiape","Estrada Jussiape/Baraúnas, cerca de 4 km de Jussiape.","-41.580556","-13.478333",NA,NA,"HUEFS0030971","HUEFS0030971","2014","09",NA,NA,NA,"41W34'50''","13S28'42''","580","580",NA,"Lilianae",NA,NA
"54","2019-10-07 09:19:43-03","UEFS","HUEFS","150014","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","J.Dutilh","Moro, M.F.","702","2009","01","26",NA,"Brasil","Ceará","Quixeré","Ch.Apodi.","-37.9886016845703","-5.07417011260986",NA,"Solo vermelho e argiloso na beira de uma estrada de terra, na faixa não desmatada entre a estrada e a cerca de uma plantação.","HUEFS0150014","HUEFS0150014","2009","02",NA,"31262","auto",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"55","2019-10-07 09:19:43-03","UEFS","HUEFS","151815","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","A.Campos-Rocha","Machado, R.F.","344","2009","10","31",NA,"Brasil","Bahia","Morro do Chapéu","Gruta dos Brejões. APA Gruta dos Brejões/ Vereda do Romão Gramacho. APA com seus limites no município de São Gabriel, Morro do Chapéu e João Dourado.","-41.1561012268066","-11.5500001907349",NA,NA,"HUEFS0151815","HUEFS0151815","2014","09",NA,"98143","auto",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"56","2019-01-25 15:38:03-02","IAC","IAC","47870","S","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","A. Campos-Rocha Neto","A.F.C. Tombolato; T.N. Lucon & M.B. Monteiro Jr.","s/nº","2006","12","11",NA,"Brasil","Rio de Janeiro","Armação de Búzios","Próximo a praia José Fernandes","-41.8817","-22.7469",NA,"72994 no Complexo Quartenário. As coordenadas indicadas no material: 41d51#?#27W, 22d44#?#18S, 21m de altitude. O material possui bulbos",NA,NA,"2014","11","01",NA,NA,"-41.8817","-22.7469",NA,NA,NA,NA,NA,NA
"57","2020-07-23 11:56:40-03","CEPLAC","CEPEC","5268","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana",NA,"A. Alves-Araújo","T. S. dos Santos","415","1980","04","24",NA,"Brasil","Bahia","ITAJÚ DO COLÔNIA","12Km ao W da estrada p/ Feirinha, margem da esquerda do Rio Corro.","-39.7243995666504","-15.1424999237061",NA,NA,NA,NA,NA,NA,NA,"26963","auto",NA,NA,NA,NA,NA,NA,"31/05/2006",NA
"58","2020-08-20 14:54:38-03","UFSC","FLOR","36951","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Hyline","itaobina","Hyline itaobina","Ravenna",NA,"Hatschbach, G.","48132","1984","09","13",NA,"Brasil","Minas Gerais","Itaobim","Arredores de Itaobim.","-41.5032997131348","-16.5617008209229",NA,"flor alva","FLOR0036951","FLOR0036951",NA,NA,NA,"19493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2014-10-09 13:58:12-03","UHH","HBG","514068","S","Plantae",NA,NA,"Amaryllidaceae","Hyline","itaobina","Hyline itaobina","Ravenna","Ravenna, P.","Hatschbach, G.","48132","1984","09","13","South America","Brazil",NA,NA,"Itaobim, arredores, Minas Gerais",NA,NA,NA,NA,"HBG514068",NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"60","2021-04-05 12:29:36-03","UNIVASF","HVASF","699","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","J.H.A. Dutilh","J.A. Siqueira Filho","1910","2007","12","20","América do Sul","Brasil","Bahia","Jaguarari","Lagoa da Onça, estrada Santa Rosa","-40.152666","-10.236",NA,"Erva, ca. de 30cm, com bulbos. Flores bissexuadas, alvas, ápice do estigma vináceo, anteras com deiscêncialongitudinal, antese noturna. Coletada em área de pasto.","HVASF000699","HVASF000699_v01 HVASF000699_v02","2008","01","16",NA,NA,"-40.152666","-10.236000","649","649",NA,NA,NA,"U"
"61","2021-04-05 12:29:36-03","UNIVASF","HVASF","827","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","F.S.E. Santo","F.S.E. Santo","97","2008","01","24","América do Sul","Brasil","Bahia","Jaguarari","Lagoa da Onça, estrada Santa Rosa","-40.152666","-10.236",NA,"Erva terrestre, ca. 35cm, com bulbos. Folhas maculadas. Frutos capsulares com três estrias longitudianais, esverdeados, lustrosos, maduros. Coletada em área de pasto.","HVASF000827",NA,"2008","01","24",NA,NA,"-40.152666","-10.236000","649","649",NA,NA,NA,"U"
"62","2021-04-05 12:29:36-03","UNIVASF","HVASF","19171","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","F.F.S. Silva","F.F.S. Silva","682","2013","01","17","América do Sul","Brasil","Pernambuco","Custódia","Reservatório Bagres","-37.791916","-8.336",NA,"Erva bulbosa. Flor tubulosa, alva","HVASF019171","HVASF019171_v01 HVASF019171_v02 HVASF019171_v03","2013","01","18",NA,NA,"-37.791916","-8.336000","513","513",NA,NA,NA,"U"
"63","2021-04-05 12:29:36-03","UNIVASF","HVASF","23398","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","J.A. Siqueira Filho","J.A. Siqueira Filho","3984","2018","01","14","América do Sul","Brasil","Ceará","Icapuí","No alto das Falésias da Praia de Picos, numa matinha de cajueiro alterada","-37.442472","-4.660861",NA,"Erva ca. de 40 cm alt. Flores alvas, vistosas, noturnas. Anteras amarelas. Floresceu cinco dias após a chuva. Rara no local. Espécie ameçaca de extinção na categoria Em Perigo (EN)","HVASF023398","HVASF023398_v01 HVASF023398_v02","2018","01","14",NA,NA,"-37.442472","-4.660861","11","11",NA,NA,NA,"U"
"64","2021-04-05 12:29:36-03","UNIVASF","HVASF","3176","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","J.R. Maciel","J.R. Maciel","750","2009","01","29","América do Sul","Brasil","Bahia","Jaguarari","Afloramento rochoso.","-40.128888","-10.229444",NA,"Arbusto, ca. 1m alt. Flores brancas.","HVASF003176",NA,"2009","01","29",NA,NA,"-40.128888","-10.229444","620","620",NA,NA,NA,"U"
"65","2021-04-05 12:29:36-03","UNIVASF","HVASF","19169","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","F.F.S. Silva","F.F.S. Silva","680","2013","01","16","América do Sul","Brasil","Pernambuco","Custódia","Reservatório Copiti","-37.703055","-8.252111",NA,"Erva bulbosa. Flor tubulosa, alva","HVASF019169","HVASF019169_v01 HVASF019169_v02 HVASF019169_v03","2013","01","18",NA,NA,"-37.703055","-8.252111","506","506",NA,NA,NA,"U"
"66","2021-04-05 12:29:36-03","UNIVASF","HVASF","12916","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","J.A. Siqueira Filho","D.S. Fernandes","24","2011","11","12","América do Sul","Brasil","Bahia","Casa Nova","Povoado de Poço da Pedra, na estrada para a Barragem de captação da água da chuva","-41.031158","-9.044822",NA,"Erva bulbosa, ca. de 50 cm de alt. Flores tubulosas conspícuas alvas, anteras amarelas.","HVASF012916","HVASF012916_v01","2011","12","14",NA,NA,"-41.031158","-9.044822","420","420",NA,NA,NA,"U"
"67","2021-04-05 12:29:36-03","UNIVASF","HVASF","10738","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna","J.A. Siqueira Filho","Marcondes Oliveira","5412","2010","01","25","América do Sul","Brasil","Pernambuco","Sertânia","Br 242, trecho entre Ibimirim-Arcoverde. Caatinga arbustivo-arbórea semi-aberta. Solo argilo-arenoso.","-37.205611","-8.405333",NA,"Erva. Flores alvas. Frequente.","HVASF010738",NA,"2015","02","05",NA,NA,"-37.205611","-8.405333","490","490",NA,NA,NA,"U"
"68","2020-12-10 11:27:02-03","IBt","SP","397427","S","Plantae",NA,NA,"Amaryllidaceae","Griffinia","gardneriana","Griffinia gardneriana","(Herb.) Ravenna",NA,"Lombardi, JA","4475","2001","10","20",NA,"Brasil","Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2014-09-23 10:56:35-03","G","G","G00098012","S","Plantae",NA,NA,"Amaryllidaceae","Hyline","itaobina","Hyline itaobina","Ravenna","?","Hatschbach, G. G.","48132","1984","09","13","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=112016&base=img&lang=en","G00098012","G00098012",NA,NA,NA,NA,NA,"-45.44222222","-18.78777778",NA,NA,"ISOTYPUS of Hyline itaobina Ravenna",NA,NA,NA
