"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","relationshipType","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus"
"258","2020-04-27 16:10:17-03","UFES","VIES","24117","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Guarnier, J.C.; Silva, H. L. da; Mota, R.H.; Caitano, H.A. & Pereira, W.C.","49","2018","03","31",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha. Trilha do Tropical.","-40.398889","-20.555833",NA,NA,NA,"VIES024117","VIES024117",NA,"Guarnier, J.C.",NA,NA,"40º23'56''W","20º33'21''S","2018","05",NA,"30",NA,NA,NA,NA,NA,NA,NA
"259","2019-11-07 18:26:16-03","UTFPR","HCF","15146","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","E.L. Siqueira","1259","2014","10","16",NA,"Brasil","PR","Fênix","Estação Ecológica Municipal de Fênix","-52.075639","-23.967556",NA,NA,"erva semi-ciófila, ca. 0,20 m. Flores roxas.",NA,NA,NA,"G.A. Dettke","371","371","52°04'32,3 W","23°58'03,2 S","2019","11",NA,"04",NA,NA,NA,NA,NA,NA,NA
"260","2019-08-16 08:39:50-03","UTFPR","HCF","11552","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","M.G. Caxambu","4517","2012","11","29",NA,"Brasil","PR","Fênix","Estação Ecológica Municipal de Fênix","-52.070139","-23.961389",NA,NA,"erva heliófita, reófila, ca. 0,30 m. Flores rosas.",NA,NA,NA,"J. Cordeiro & A.C. Picoli","320","320","52°04'12,5 W","23°57'41 S","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-11-07 18:26:16-03","UTFPR","HCF","12672","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","E.L. Siqueira","692","2013","09","06",NA,"Brasil","PR","Fênix","Estação Ecológica Municipal de Fênix","-52.085111","-23.969639",NA,NA,"erva ciófila, reófila, ca. 0,20 m. Flores arroxeadas.",NA,NA,NA,"G.A. Dettke","369","369","52°05'06,4 W","23°58'10,7 S","2019","11",NA,"04",NA,NA,NA,NA,NA,NA,NA
"262","2019-08-16 08:39:50-03","UTFPR","HCF","18341","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","M.G. Caxambu","7103","2015","10","30",NA,"Brasil","PR","Capanema","Parque Nacional do Iguaçu, Rio Iguaçu","-53.809833","-25.603472",NA,NA,"erva ripária, heliófita, ca. 0,20 m. Flores roxas.",NA,NA,NA,"G.A. Dettke","215","215","53°48'35,4 W","25°36'12,5 S","2018","07",NA,"05",NA,NA,NA,NA,NA,NA,NA
"263","2019-11-07 18:26:16-03","UTFPR","HCF","22975","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","E.L. Siqueira","2171","2017","05","25",NA,"Brasil","PR","Nova Tebas","Estação Ecológica Municipal Dr. Orlando","-51.899583","-24.356306",NA,NA,"erva heliófita, ripária, ca. 0,40 m. Flores roxas. Vegetação ciliar do Rio Corumbataí.",NA,NA,NA,"G.A. Dettke","399","399","51°53'58,5 W","24°21'22,7 S","2019","10",NA,"23",NA,NA,NA,NA,NA,NA,NA
"264","2021-03-04 18:38:26-03","UTFPR","HCF","16390","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","G. Felitto","798","2013","12","03",NA,"Brasil","RS","Bom Jesus","Fazenda Mato Grande","-50.140556","-28.496389",NA,NA,"rupícola, 50 cm; flores lilases. Afloramento rochoso dentro de rio.",NA,NA,NA,"M.G. Facco","824","824","50°08'26 W","28°29'47 S","2020","09",NA,"16",NA,NA,NA,NA,NA,NA,NA
"265","2020-08-24 15:56:19-03","UFSM","SMDB","13753","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Facco, MG","333","2012","03","07",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","Guaritas, RS-625.","-53.512361","-30.799694",NA,NA,NA,"SMDB013753",NA,NA,"Facco, MG","308","308","-53.512361","-30.799694","2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"266","2020-08-24 15:56:19-03","UFSM","SMDB","13754","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Facco, MG","319","2012","03","07",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul",NA,"-53.347583","-30.619528",NA,NA,"A primeira determinação foi Cuphea thymoides feita por Facco, M.G. em 2013","SMDB013754",NA,NA,"Facco, MG","168","168","-53.347583","-30.619528","2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"267","2019-11-25 12:12:13-03","UFSM","SMDB","18956","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Sehnem, CA","3762","1949","04","19",NA,"Brasil","Rio Grande do Sul","Montenegro","Linha Campestre","-51.4611015319824","-29.6886005401611","21601",NA,"Habitat: ad viam;","SMDB018956",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-02-11 16:53:12-03","UFSM","SMDB","6034","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Záchia, R.A","024600","1996","09","22",NA,"Brasil","Rio Grande do Sul","Nova Santa Rita",NA,"-51.2738990783691","-29.8567008972168","12374",NA,NA,"SMDB006034",NA,"auto","Facco, MG",NA,NA,NA,NA,"2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"269","2020-06-16 17:15:21-03","UFSM","SMDB","11116","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Zanetti, GD","s.n.","1997","11",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652","37819",NA,NA,"SMDB011116",NA,"auto","Zanetti, GD",NA,NA,NA,NA,"1997","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-11-25 12:12:13-03","UFSM","SMDB","203","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Rau, G","s.n.","1936","10","26",NA,"Brasil","Rio Grande do Sul","Santa Maria","Chácara Dr. José Mariano e Chácara da Prefeitura","-53.8069000244141","-29.6842002868652","37819",NA,NA,"SMDB000203",NA,"auto","Facco, M G",NA,NA,NA,NA,"2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"271","2019-11-25 12:12:13-03","UFSM","SMDB","10521","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Santos, V","227","2007","01","17",NA,"Brasil","Rio Grande do Sul","Santa Maria","UFSM, Campus Camobi, Jardim Botânico","-53.8069000244141","-29.6842002868652","37819",NA,"Projeto: Composição florística do componente herbáceo do Jardim Botânico da UFSM, Rio Grande do Sul. Aluna: Vanessa Terra dos Santos. Orientadora: Thais Scotti do Canto-Dorow.","SMDB010521",NA,"auto","Facco, MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-02-11 16:53:12-03","UFSM","SMDB","6140","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Záchia, R.A","024050","1996","09","14",NA,"Brasil","Rio Grande do Sul","São Borja",NA,"-56.0043983459473","-28.6606006622314","75549",NA,NA,"SMDB006140",NA,"auto","Facco, MG",NA,NA,NA,NA,"2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"273","2021-02-11 16:53:12-03","UFSM","SMDB","7227","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Záchia, R.A","3276","1999","02","20",NA,"Brasil","Rio Grande do Sul","São Borja","Taipa de Barragem","-56.0043983459473","-28.6606006622314","75549",NA,NA,"SMDB007227",NA,"auto","Facco, MG",NA,NA,NA,NA,"2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"274","2021-02-11 16:53:12-03","UFSM","SMDB","7618","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Záchia, R.A; Soares, E; Vendruscolo, GS; Schwab, AJ; Eisinger, SM; Porto, CB","3981","2000","01","14",NA,"Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957","12492",NA,"Material testemunho da Pesquisa Etnobotânica em São João do Polêsine.","SMDB007618",NA,"auto","Záchia, R.A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-08-24 15:56:19-03","UFSM","SMDB","13772","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Facco, MG","489","2012","05","05",NA,"Brasil","Rio Grande do Sul","São Martinho da Serra",NA,"-53.8546981811523","-29.5377998352051","24165",NA,NA,"SMDB013772",NA,"auto","Facco, MG",NA,NA,NA,NA,"2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"276","2019-11-25 12:12:13-03","UFSM","SMDB","4483","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Alvarez, A.F.; et al.","s.n.","1991","11","17",NA,"Brasil","Rio Grande do Sul","Uruguaiana","Barra do Quaraí","-57.0882987976074","-29.7546997070312","93142",NA,NA,"SMDB004483",NA,"auto","Facco, MG",NA,NA,NA,NA,"2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"277","2019-11-25 12:12:13-03","UFSM","SMDB","18923","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Christ, A","279","2016","10","21",NA,"Brasil","Rio Grande do Sul","Cachoeira do Sul","BR 153, na margem da rodovia","-53.388306","-30.561111",NA,NA,"Herbácea com flores roxas","SMDB018923",NA,NA,"Christ, A",NA,NA,"-53.388306","-30.561111","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-08-24 15:56:19-03","UFSM","SMDB","13752","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Facco, MG","223","2012","02","14",NA,"Brasil","Rio Grande do Sul","Canela","banhado próximo à avenida José Luiz Correa Pinto","-50.824917","-29.366361",NA,NA,NA,"SMDB013752",NA,NA,"Facco, MG","824","824","-50.824917","-29.366361","2012","04",NA,"26",NA,NA,NA,NA,NA,NA,NA
"279","2019-11-25 12:12:13-03","UFSM","SMDB","4468","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Alvarez, A.F.; et al.","s.n.","1991","03","28",NA,"Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652","37819",NA,NA,"SMDB004468",NA,"auto","Facco, MG",NA,NA,NA,NA,"2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"280","2021-02-11 16:53:12-03","UFSM","SMDB","6738","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Záchia, R.A","030530","1998","11","02",NA,"Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652","37819",NA,NA,"SMDB006738",NA,"auto","Facco, MG",NA,NA,NA,NA,"2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"281","2021-02-11 16:53:12-03","UFSM","SMDB","6903","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Záchia, R.A","3165","1998","12","12",NA,"Brasil","Rio Grande do Sul","Santa Maria","Camobi - Campus UFSM- Jardim Botânico","-53.8069000244141","-29.6842002868652","37819",NA,"Erva de flores róseas.","SMDB006903",NA,"auto","Facco, MG",NA,NA,NA,NA,"2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"282","2021-02-11 16:53:12-03","UFSM","SMDB","7201","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Záchia, R.A","2915","1998","09","04",NA,"Brasil","Rio Grande do Sul","Santa Maria","Camobi- Campus UFSM - Jardim Botânico","-53.8069000244141","-29.6842002868652","37819",NA,NA,"SMDB007201",NA,"auto","Facco, MG",NA,NA,NA,NA,"2013","10",NA,"17",NA,NA,NA,NA,NA,NA,NA
"283","2019-11-25 12:12:13-03","UFSM","SMDB","3202","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Lopes, AM","s.n.","1988","04","25",NA,"Brasil","Rio Grande do Sul","Santa Maria","Santo Antão","-53.8069000244141","-29.6842002868652","37819",NA,NA,"SMDB003202",NA,"auto","Facco, MG",NA,NA,NA,NA,"2013","06",NA,"18",NA,NA,NA,NA,NA,NA,NA
"284","2019-11-25 12:12:13-03","UFSM","SMDB","3115","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Lopes, AM; et al.","s.n.","1988","10","25",NA,"Brasil","Rio Grande do Sul","Santa Maria","Santo Antão","-53.8069000244141","-29.6842002868652","37819",NA,NA,"SMDB003115",NA,"auto","Facco, M G",NA,NA,NA,NA,"2013","01",NA,"21",NA,NA,NA,NA,NA,NA,NA
"285","2019-11-25 12:12:13-03","UFSM","SMDB","1228","S","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Alvarez, A.F.","s.n.","1976","04","09",NA,"Brasil","Rio Grande do Sul","Tapes",NA,"-51.3958015441895","-30.6732997894287","25762",NA,NA,"SMDB001228",NA,"auto","Facco, MG",NA,NA,NA,NA,"2015","05",NA,"04",NA,NA,NA,NA,NA,NA,NA
"286","2020-12-21 16:32:10-03","MBM","MBM","207852","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Harley, R.M.; et al.; et al.","26916",NA,NA,NA,"Southern America","Brazil","Bahia","Barra da Estiva","Serra do Sincorá","-41.3269004821777","-13.6260995864868","61861",NA,NA,"MBM207852","MBM207852","auto","Cavalcanti, T.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-12-21 16:32:10-03","MBM","MBM","221216","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.; et al.; et al.","838",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Rio Tibagi","-50.1618995666504","-25.0949993133545","46557",NA,NA,"MBM221216",NA,"auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-12-21 16:32:10-03","MBM","MBM","221223","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.","6934",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Largo","São Luís do Purunã","-49.5283012390137","-25.4585990905762","53742",NA,NA,"MBM221223",NA,"auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2020-12-21 16:32:10-03","MBM","MBM","16397","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","25435",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Rio Cilada","-49.7057991027832","-24.2511005401611","44368",NA,NA,"MBM016397","MBM016397","auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-12-21 16:32:10-03","MBM","MBM","8493","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Hatschbach, G.","20453",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Rio do Sabiá","-49.7057991027832","-24.2511005401611","44368",NA,NA,"MBM008493","MBM008493","auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-12-21 16:32:10-03","MBM","MBM","221226","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.","9901",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Próximo ao Rio dos Papagaios","-50.0064010620117","-25.4293994903564","35166",NA,NA,"MBM221226",NA,"auto","Dombrowski, L.T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-12-21 16:32:10-03","MBM","MBM","221224","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.; et al.; et al.","7604",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Lagoa Dourada","-50.1618995666504","-25.0949993133545","46557",NA,NA,"MBM221224",NA,"auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-12-21 16:32:10-03","MBM","MBM","221222","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.","7668",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,NA,"MBM221222",NA,"auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-12-21 16:32:10-03","MBM","MBM","131371","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Graham, S.A.","951",NA,NA,NA,"Southern America","Brazil","Bahia","Boninal","37km W de Mucugê","-41.8274993896484","-12.7017002105713","38064",NA,NA,"MBM131371","MBM131371","auto","Graham, S.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-12-21 16:32:10-03","MBM","MBM","221227","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.","9311",NA,NA,NA,"Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602","27346",NA,NA,"MBM221227",NA,"auto","Dombrowski, L.T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2020-12-21 16:32:10-03","MBM","MBM","221219","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.","1359",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Largo","Viaduto da Santa, Rodovia do Café","-49.5283012390137","-25.4585990905762","53742",NA,NA,"MBM221219",NA,"auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2020-12-21 16:32:10-03","MBM","MBM","221225","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.; et al.; et al.","8972",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7057991027832","-24.2511005401611","44368",NA,NA,"MBM221225",NA,"auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2020-12-21 16:32:10-03","MBM","MBM","122237","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53614",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Rod. PR-11, próximo do Córrego Três Reis","-49.7057991027832","-24.2511005401611","44368",NA,NA,"MBM122237","MBM122237","auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-12-21 16:32:10-03","MBM","MBM","221221","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.; et al.; et al.","12210",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564","35166",NA,NA,"MBM221221",NA,"auto","Dombrowski, L.T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2020-12-21 16:32:10-03","MBM","MBM","221218","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.","6587",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Próximo ao Rio dos Papagaios","-50.0064010620117","-25.4293994903564","35166",NA,NA,"MBM221218",NA,"auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2020-12-21 16:32:10-03","MBM","MBM","221217","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Dombrowski, L.T.","6511",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Próximo a Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,NA,"MBM221217",NA,"auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2020-12-21 16:32:10-03","MBM","MBM","38081","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Hatschbach, G.","9080",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,"Do campo, flor lilás","MBM038081","MBM038081","auto","Ribas, O.S.","798","798",NA,NA,"1999","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2020-12-21 16:32:10-03","MBM","MBM","19375","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A. St.-Hil.","Hatschbach, G.","27187",NA,NA,NA,"Southern America","Brazil","Paraná","Sengés","Estrada Santo Antônio - Itararé","-49.4636001586914","-24.1128005981445","55682",NA,NA,"MBM019375","MBM019375","auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-12-21 16:32:14-03","MBM","MBM","82489","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Graham, S.A.","911",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7057991027832","-24.2511005401611","44368",NA,NA,"MBM082489","MBM082489","auto","Graham, S.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2020-12-21 16:32:14-03","MBM","MBM","82499","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Graham, S.A.","843",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Branco do Sul","5km of Rio Branco do Sul","-49.3142013549805","-25.1900005340576","37352",NA,NA,"MBM082499","MBM082499","auto","Graham, S.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2020-12-21 16:32:14-03","MBM","MBM","304800","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Sartori, M.; et al.; et al.","6","2004","11","18","Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557","49662",NA,NA,"MBM304800","MBM304800","auto","Smith, S.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2020-12-21 16:32:14-03","MBM","MBM","37731","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Hatschbach, G.","13169","1965","11","20","Southern America","Brazil","Paraná","Campina Grande do Sul","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154",NA,NA,"MBM037731","MBM037731","auto","Cavalcanti, T.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2020-12-21 16:32:14-03","MBM","MBM","33890","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Hatschbach, G.","36633",NA,NA,NA,"Southern America","Brazil","Paraná","Chopinzinho","Rio Iguaçu, Salto Santiago","-52.5233001708984","-25.8558006286621","31475",NA,NA,"MBM033890","MBM033890","auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2020-12-21 16:32:14-03","MBM","MBM","25216","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Hatschbach, G.","30784",NA,NA,NA,"Southern America","Brazil","Paraná","Clevelândia","2km a leste","-52.4707984924316","-26.3957996368408","30860",NA,NA,"MBM025216","MBM025216","auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2020-12-21 16:32:14-03","MBM","MBM","5773","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Lindeman, J.; Haas, H.; Haas, H.","1129","1966","04","30","Southern America","Brazil","Paraná","Clevelândia","Fazenda Brandalize","-52.4707984924316","-26.3957996368408","30860",NA,NA,"MBM005773","MBM005773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2020-12-21 16:32:14-03","MBM","MBM","9907","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Hatschbach, G.","21021",NA,NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Fazenda Campo Real","-51.4580993652344","-25.395299911499","53832",NA,NA,"MBM009907","MBM009907","auto","Lourteig, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
