"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","day","imagecode","recordNumber","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","fieldNumber"
"52","2021-02-08 12:46:18-03","UFRGS","ICN","166764","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2010","01","Brasil","SC","Criciúma","mata da SADC 28 42'25.3 e 49 24'30.6 pto 92","-49.369701385498","-28.6774997711182",NA,NA,"32","32","árvore estéril; Borda de mato",NA,"19",NA,"314","Dicotyledon",NA,NA,"América do Sul",NA,"18248","auto",NA,NA,NA
"53","2021-02-08 12:46:18-03","UFRGS","ICN","166760","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","12","Brasil","SC","Meleiro","beira do rio Morto 28 45' 00 64548''S -49 39' 27 96444''W pto 88","-49.635799407959","-28.8285999298096",NA,NA,"76","76","estéril; Beira de rio",NA,"08",NA,"287","Dicotyledon",NA,NA,"América do Sul",NA,"14614","auto",NA,NA,NA
"54","2021-02-08 12:46:18-03","UFRGS","ICN","166763","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","12","Brasil","SC","Orleans","Pindotiba, beira de estrada de chão ao lado do rio 28 22' 16 78008''S -49 14' 34 35972''W pto 91","-49.2914009094238","-28.3589000701904",NA,NA,"103","103","estéril; Beira de estrada de chão",NA,"09",NA,"291","Dicotyledon",NA,NA,"América do Sul",NA,"31549","auto",NA,NA,NA
"55","2021-02-08 12:46:18-03","UFRGS","ICN","166757","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","12","Brasil","SC","Timbé do Sul","beira de Rio 28 49' 12 31896''S -49 52' 12 36252''W pto 83","-49.8471984863281","-28.8302993774414",NA,NA,"148","148","fr.; Beira de rio",NA,"07",NA,"284","Dicotyledon",NA,NA,"América do Sul",NA,"15081","auto",NA,NA,NA
"56","2021-02-08 12:46:18-03","UFRGS","ICN","166767","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2010","01","Brasil","SC","Treviso","28 29' 22 78788'' e -49 31' 13 63152'' (pto 124)","-49.4575004577637","-28.5156002044678",NA,NA,"350","350","árvore estéril; borda da trilha ao lado do rio",NA,"20",NA,"318","Dicotyledon",NA,NA,"América do Sul",NA,"11745","auto",NA,NA,NA
"57","2021-02-08 12:46:18-03","UFRGS","ICN","166750","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","11","Brasil","RS","Morro Azul","-29 24' 18 53354''S -49 55' 51 18163''W pto 217",NA,NA,NA,NA,"29","29","fl. fr.; Corola branca; Beira da estrada da entrada da cidade",NA,"05",NA,"272","Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"58","2021-02-08 12:46:18-03","UFRGS","ICN","166758","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","12","Brasil","SC","Santo Antônio","entre Siderópolis e Nova Veneza beira do Rio Jordão 28 34' 03 10080''S -49 32' 36 48732''W (pto 84)",NA,NA,NA,NA,"162","162","estéril; Beira de rio",NA,"08",NA,"285","Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"59","2021-02-08 12:46:18-03","UFRGS","ICN","166759","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","12","Brasil","SC","Santo Antônio","28 35' 17 10348''S -49 31' 24 57444''W pto 86",NA,NA,NA,NA,"130","130","estéril; Beira de estrada de chão",NA,"08",NA,"286","Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:46:18-03","UFRGS","ICN","166761","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","12","Brasil","SC","Vila Maria","beira do rio Morto 28 41' 51 85644''S -49 39' 23 13936''W pto 89",NA,NA,NA,NA,"143","143","estéril; Beira de rio",NA,"08",NA,"288","Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:46:18-03","UFRGS","ICN","166762","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","12","Brasil","SC","Vila Maria","beira de rio 28 42' 39 38976''S -49 40' 31 00872''W pto 90",NA,NA,NA,NA,"116","116","estéril; Beira de rio",NA,"08",NA,"289","Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:46:18-03","UFRGS","ICN","175535","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2011","05","Brasil","SC","Lauro Müller","Serra do Rio do Rastro, beira da estrada, pto 133","-49.503611","-28.387778","-49.503611","-28.387778","536","536",NA,NA,"05",NA,"405","Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:46:18-03","UFRGS","ICN","178417","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Molz, M",NA,NA,NA,"Molz, M","2009","10","Brasil","RS","Terra de Areia",NA,"-50.127778","-29.6525","-50.127778","-29.6525",NA,NA,"0584416, 6719406 WGS-84; Arvore, altura 10m; Área de mata secundária e bananal",NA,"24",NA,"s.n.","Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:46:18-03","UFRGS","ICN","190415","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Thode, VA","2012","08","24","Comerlato, LC; Vignoli-Silva, M; Zuanazzi, JAS; Ramos, G","2012","04","Brasil","RS","Osório","Morro da Borussia ao lado mirante (voo livre); 29°52'54S 50°17'14W","-50.287222","-29.881667","-50.287222","-29.881667",NA,NA,"Árvore com aproximadamente 3m de altura, flores brancas.; Na borda de mata.",NA,"02",NA,"1","Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:46:18-03","UFRGS","ICN","194266","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Valduga, E","2015","02","01","Gonzatti, F","2014","11","Brasil","RS","Osório","Morro da Borússia","-50.189167","-29.871111","-50.189167","-29.871111","229","229","Bordo da mata",NA,"30",NA,"1482","Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:46:18-03","UFRGS","ICN","166748","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","11","Brasil","RS","Caraá","beira da estrada dos Gringos -29 50' 07 10028''S -50 21' 29 12591''W pto 212","-50.435001373291","-29.7900009155273",NA,NA,"142","142","Corola branca; Beira da estrada",NA,"05",NA,"266","Dicotyledon",NA,NA,"América do Sul",NA,"21250","auto",NA,NA,NA
"67","2021-02-08 12:46:18-03","UFRGS","ICN","166741","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","10","Brasil","RS","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"inflorescência com botões; borda de mato",NA,"04",NA,"238","Dicotyledon",NA,NA,"América do Sul",NA,"12766","auto",NA,NA,NA
"68","2021-02-08 12:46:18-03","UFRGS","ICN","166742","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","10","Brasil","RS","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"inflorescência com botões; borda de mato",NA,"04",NA,"239","Dicotyledon",NA,NA,"América do Sul",NA,"12766","auto",NA,NA,NA
"69","2021-02-08 12:46:18-03","UFRGS","ICN","166743","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","10","Brasil","RS","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"inflorescência com botões; borda de mato",NA,"04",NA,"240","Dicotyledon",NA,NA,"América do Sul",NA,"12766","auto",NA,NA,NA
"70","2021-02-08 12:46:18-03","UFRGS","ICN","166744","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","10","Brasil","RS","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"inflorescência com botões; borda de mato",NA,"04",NA,"241","Dicotyledon",NA,NA,"América do Sul",NA,"12766","auto",NA,NA,NA
"71","2021-02-08 12:46:18-03","UFRGS","ICN","166746","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","10","Brasil","RS","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"inflorescência com botões; borda de mato",NA,"04",NA,"244","Dicotyledon",NA,NA,"América do Sul",NA,"12766","auto",NA,NA,NA
"72","2021-02-08 12:46:18-03","UFRGS","ICN","166747","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","10","Brasil","RS","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"inflorescência com botões; borda de mato",NA,"04",NA,"245","Dicotyledon",NA,NA,"América do Sul",NA,"12766","auto",NA,NA,NA
"73","2021-02-08 12:46:18-03","UFRGS","ICN","084467","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Sobral, M",NA,NA,NA,"Sobral, M; et al.",NA,NA,"Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Árvore, 3-4 metros, frutos imaturos; Vassoural no topo do morro em frente a cidade",NA,NA,NA,"6074a","Dicotyledon",NA,NA,"América do Sul",NA,"27350","auto",NA,NA,NA
"74","2021-02-08 12:46:18-03","UFRGS","ICN","166749","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","11","Brasil","RS","Osório","Morro da Borússia ao lado do mirante -29 52' 54 83473''S -50 17' 15 06332''W pto 213","-50.2696990966797","-29.8866996765137",NA,NA,"180","180","Corola branca",NA,"05",NA,"269","Dicotyledon",NA,NA,"América do Sul",NA,"27350","auto",NA,NA,NA
"75","2021-02-08 12:46:18-03","UFRGS","ICN","166756","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","11","Brasil","RS","Três Forquilhas","RS-486 -29 32' 55 88710''S -50 04' 43 39268''W pto 225","-50.0643997192383","-29.5368995666504",NA,NA,"30","30","esteril; Beira da estrada",NA,"06",NA,"282","Dicotyledon",NA,NA,"América do Sul",NA,"22285","auto",NA,NA,NA
"76","2021-02-08 12:46:18-03","UFRGS","ICN","166752","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","11","Brasil","SC","Praia Grande","-29 10' 14 81392''S -49 58' 49 99327''W pto 218","-49.9502983093262","-29.1966991424561",NA,NA,"118","118","fl.; corola branca; Borda de mata próximo à curso d'água",NA,"06",NA,"278","Dicotyledon",NA,NA,"América do Sul",NA,"21549","auto",NA,NA,NA
"77","2021-02-08 12:46:18-03","UFRGS","ICN","166755","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","11","Brasil","SC","Praia Grande","SC-450 -29 10' 58 46486''S -49 59' 43 09769''W pto 223","-49.9502983093262","-29.1966991424561",NA,NA,"572","572","esteril; Beira da estrada",NA,"06",NA,"281","Dicotyledon",NA,NA,"América do Sul",NA,"21549","auto",NA,NA,NA
"78","2021-02-08 12:46:18-03","UFRGS","ICN","166753","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","11","Brasil","SC","Praia Grande","SC-450 -29 12' 00 29886''S -49 58' 12 46571''W pto 219","-49.9502983093262","-29.1966991424561",NA,NA,"70","70","fl.; corola branca; Beira da estrada",NA,"06",NA,"279","Dicotyledon",NA,NA,"América do Sul",NA,"21549","auto",NA,NA,NA
"79","2021-02-08 12:46:18-03","UFRGS","ICN","166765","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2010","01","Brasil","SC","Siderópolis","-28 43' 10 19676'' e -49 22' 12 67608'' (pto 118)","-49.4244003295898","-28.5977993011475",NA,NA,"28","28","árvore; fr.; Beira de estrada de chão",NA,"19",NA,"315","Dicotyledon",NA,NA,"América do Sul",NA,"23427","auto",NA,NA,NA
"80","2021-02-08 12:46:18-03","UFRGS","ICN","166766","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2010","01","Brasil","SC","Treviso","28 43' 10 19676'' e -49 22' 12 67608'' (pto 121)","-49.4575004577637","-28.5156002044678",NA,NA,"403","403","árvore estéril; borda da trilha ao lado do rio, muito freqüente",NA,"20",NA,"317","Dicotyledon",NA,NA,"América do Sul",NA,"11745","auto",NA,NA,NA
"81","2020-08-26 10:51:05-03","MCN-FZBRS","HAS","45967","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Senna, R. M.",NA,NA,NA,"Mansan, C.","2008","11","Brasil","Rio Grande do Sul","Caraá","Fraga, APA Municipal de Caraá","-50.435001373291","-29.7900009155273",NA,NA,NA,NA,"árvore, beira de mata flores alvas","HAS0045967",NA,NA,"s.n.","Magnoliophyta",NA,NA,NA,NA,"21250","auto",NA,NA,NA
"82","2020-08-26 10:51:05-03","MCN-FZBRS","HAS","43857","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Schmidt, R.","2004","11","Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica da Serra Geral; Linha Solidão, trilha da casa do Sr.Lidorino","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"Tarumã; árvore","HAS0043857",NA,NA,"707","Magnoliophyta",NA,NA,NA,NA,"28094","auto",NA,NA,NA
"83","2020-08-26 10:51:05-03","MCN-FZBRS","HAS","43895","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Schmidt, R.","2004","11","Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica da Serra Geral; Vale do Ligeiro, trilha até casa queimada","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"tarumã; árvore","HAS0043895",NA,NA,"745","Magnoliophyta",NA,NA,NA,NA,"28094","auto",NA,NA,NA
"84","2020-08-26 10:51:05-03","MCN-FZBRS","HAS","43920","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Schmidt, R.","2004","11","Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica da Serra Geral; Vale do rio Forqueta","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"tarumã; Árvore","HAS0043920",NA,NA,"770","Magnoliophyta",NA,NA,NA,NA,"28094","auto",NA,NA,NA
"85","2020-08-26 10:51:05-03","MCN-FZBRS","HAS","43807","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Abruzzi, M.L.","2003","11","Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica da Serra Geral; Vale Linha Encantada,fim da estrada de veículos.","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"tarumã; árvore; UTM 577034,46 / 6724469,65; .","HAS0043807",NA,NA,"5182","Magnoliophyta",NA,NA,NA,NA,"28094","auto",NA,NA,NA
"86","2020-08-26 10:51:05-03","MCN-FZBRS","HAS","10957","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Waechter, J.L.","1979",NA,NA,"Waechter, J.L.","1979","10","Brasil","Rio Grande do Sul","Torres (Três Cachoeiras - RS)","Morro Azul",NA,NA,NA,NA,NA,NA,"árvore em beira de mato; ca. 6 m; cálice verde; corola branca; flores aromáticas; odor de baunilha","HAS0010957",NA,NA,"1442","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-08-26 10:51:05-03","MCN-FZBRS","HAS","8860","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Mold.) Tronc.","Waechter, J.L.","1978","10","09","Waechter, J.L.","1978","09","Brasil","Rio Grande do Sul","Torres (Três Cachoeiras - RS)","Morro Azul",NA,NA,NA,NA,NA,NA,"árvore com ca de 12 m de altura; interior de mato; corola branca; flores aromáticas; cheiro de baunilha","HAS0008860",NA,NA,"s.n.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-08-26 10:51:05-03","MCN-FZBRS","HAS","44733","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Nilson, A.D.","2004","11","Brasil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha,","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"Tarumãárvore; Flores brancas.","HAS0044733",NA,NA,"1132","Magnoliophyta",NA,NA,NA,NA,"42598","auto",NA,NA,NA
