"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet"
"1001","2015-12-03 15:22:00-02","MO","MOBOT","92522","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","M.Mereles (BAB)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","Zardini 10725","1989","2","8","Paraguay","Caaguazú",NA,"Arroyo Yakare'í, along northern side from route 2. Gallery forest.","-56.6666667","-25.4166667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"47",NA
"1002","2012-04-12 13:05:00-03","MO","MOBOT","1942772","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Lidia Pérez de Molas","Pérez de Molas 216","1983","10","28","Paraguay","Central",NA,"Asuncion","-57.6666667","-25.2666667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","2014-05-09 10:17:00-03","MO","MOBOT","78335","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","RL",NA,NA,NA,"Elsa M. Zardini|P. Aquino","Zardini 29542","1991","12","16","Paraguay","Central",NA,"Between Ytororo and Tavarory, 2 km from Tavarory. Gallery forest along creek.","-57.5833333","-25.5",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"635",NA
"1004","2008-05-27 22:02:00-03","MO","MOBOT","1476567","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","M.Mereles (BAB)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 54311","2000","5","10","Paraguay","Concepción",NA,"Trail from Bella Vista Norte to Sargento José E. López. Cerrado forest.","-56.52722","-22.29611",NA,NA,"300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1205",NA
"1005","2014-05-09 10:32:00-03","MO","MOBOT","89423","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","RL",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","Zardini 22684","1990","8","4","Paraguay","Cordillera",NA,"Río Salado basin, on road to Arroyos y Esteros. Gallery forest.","-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"410",NA
"1006","2008-05-27 22:02:00-03","MO","MOBOT","83617","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","L. Rico (K)",NA,NA,NA,"Elsa M. Zardini","Zardini 23995","1990","11","16","Paraguay","Guairá",NA,"Río Yhacá, 8 km N of Tebicuary. Gallery forest.","-56.66666","-25.66666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"464",NA
"1007","2008-05-27 22:02:00-03","MO","MOBOT","91957","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","M.Mereles (BAB)",NA,NA,NA,"Elsa M. Zardini|Nélida Soria","Zardini 4426","1988","5","29","Paraguay","Paraguarí",NA,"Cerro Mbatoví. In forest.","-57.11666","-25.41666",NA,NA,"297.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"88-19",NA
"1008","2008-05-27 22:02:00-03","MO","MOBOT","84438","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","M.Mereles (BAB)",NA,NA,NA,"Elsa M. Zardini","Zardini 5491","1988","7","2","Paraguay","Paraguarí",NA,"Cerro Mbatoví. In forest. Tree to be cut down.","-57.11666","-25.41666",NA,NA,"297.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"88-45",NA
"1009","2008-05-27 22:02:00-03","MO","MOBOT","91271","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","M.Mereles (BAB)",NA,NA,NA,"Elsa M. Zardini","Zardini 6400","1988","8","3","Paraguay","Paraguarí",NA,"Cerro Palacios. Forest on Western side of the mountain.","-57.16666","-25.41666",NA,NA,"250.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"88-69",NA
"1010","2008-05-27 22:02:00-03","MO","MOBOT","86763","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","L. Rico (K)",NA,NA,NA,"Elsa M. Zardini|Isabel Basualdo","Zardini 3715","1987","10","30","Paraguay","Paraguarí",NA,"Compañia Costa Segunda, Cerro Palacios.","-57.18333","-25.58333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"87-77",NA
"1011","2008-05-27 22:02:00-03","MO","MOBOT","85638","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","A. Schinini (CTES)",NA,NA,NA,"Elsa M. Zardini|Mirtha Ortiz","Zardini 3582","1987","10","21","Paraguay","Paraguarí",NA,"Compañia Costa Segunda, Cerro Palacios.","-57.18333","-25.58333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"87-72",NA
"1012","2015-08-27 14:14:00-03","MO","MOBOT","87187","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Pétala Gomes Ribeiro (HUEFS)",NA,NA,NA,"Elsa M. Zardini","Zardini 5835","1988","7","21","Paraguay","Paraguarí",NA,"Macizo Acahay. On diorite rock outcrops on Eastern side of Eastern peak.","-57.15","-26.9",NA,NA,"500.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"88-55",NA
"1013","2015-08-27 14:13:00-03","MO","MOBOT","79280","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Pétala Gomes Ribeiro (HUEFS)",NA,NA,NA,"Elsa M. Zardini|S. Velázquez","Zardini 13086","1989","6","24","Paraguay","Paraguarí",NA,"Mbatoví Mountain. Forest along southern slope.","-57.1166667","-25.4166667",NA,NA,"300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"115",NA
"1014","2008-05-27 22:02:00-03","MO","MOBOT","1586055","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","M.Mereles (BAB)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 56831","2001","6","25","Paraguay","San Pedro",NA,"Around Rosario. Paranense Forest.","-57.10444","-24.3775",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1236",NA
"1015","2016-03-04 10:22:00-03","MO","MOBOT","100897412","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.","R.L. Liesner (MO)",NA,NA,NA,"Nélida Soria|Fátima Mereles","Soria Rey 2714","1988","11","26","Paraguay","Paraguarí",NA,"Lago Ypoa. 25570' 25570' S, 572400' 572400' W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"1016","2016-03-04 10:26:00-03","MO","MOBOT","100897414","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.","R.L. Liesner (MO)",NA,NA,NA,"Nélida Soria","Soria Rey 2833","1988","12","14","Paraguay","Guairá",NA,"Tororo; Arroyo Polilla.","-56.25","-25.9166667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"1017","2017-04-04 10:35:00-03","MO","MOBOT","100962385","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.","D.S. Seigler & J.E. Ebinger",NA,NA,NA,"Lyman B. Smith|Roberto M. Klein","Smith 13845","1964","12","7","Brazil","Santa Catarina","Campo Erê","Dry slope, gorge of the Rio Capetinga, Fazenda Campo São Vicente, 24 km west of Campo Eré.","-53.1833333","-26.3666667",NA,NA,"800.00000000","1000.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"1018","2008-05-27 22:02:00-03","MO","MOBOT","1514044","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.","M. Morales (BAB)",NA,NA,NA,"Elsa M. Zardini|Idilfo Franco","Zardini 54902","2000","8","26","Paraguay","Canindeyú",NA,"Around Jejui-Mí. Tall forest and inundated forest.","-55.52805","-24.13305",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1213",NA
"1019","2015-08-18 14:53:00-03","MO","MOBOT","2929600","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.","R. Liesner",NA,NA,NA,"George Eiten|Liene T. Eiten","Eiten 4953","1962","7","19","Brazil","Pernambuco","Cabrobó","Ca. 16 km N of Cabrobró. Near place called Pau Ferro on road from Terra Nova to Cabrobró.","-39.3166667","-8.3666667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"1020","2013-10-09 05:40:00-03","MO","MOBOT","82550","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.","D.S. Seigler (ILL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 13491","1989","7","14","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. 15 kms N of Antena on road Melgarejo-Antena. Gallery forest.","-56.25","-25.75",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"124",NA
"1021","2008-05-27 22:02:00-03","MO","MOBOT","90863","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.","A. Schinini (CTES)",NA,NA,NA,"William J. Hahn","Hahn 1934","1984","1","22","Paraguay","Central",NA,"Lambare. Deciduous forest to 20 m tall.","-57.58333","-25.25",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,"84-2",NA
"1022","2013-10-09 05:40:00-03","MO","MOBOT","91980","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.","D.S. Seigler (ILL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 10643","1989","2","8","Paraguay","Caaguazú",NA,"Ruta 2, km 122. Forest patch near road, ca. 100 m away from road.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"45",NA
"1023","2008-05-27 22:02:00-03","MO","MOBOT","92208","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.","D. Siegler (ILL)",NA,NA,NA,"Elsa M. Zardini|et al.","Zardini 2400","1987","5","22","Paraguay","Central",NA,"Ypacarai, a 400 mts desvío a San Bernardino",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"87-8",NA
"1024","2015-02-20 12:47:00-02","MO","MOBOT","2187622","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida rigida",NA,NA,NA,NA,NA,"Teodoro Rojas","Rojas 2140","1916","11",NA,"Paraguay","Alto Paraguay",NA,"Puerto Casado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rigida"
"1025","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","34201","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Soares-Silva, J. P.","2018","11","30","Soares-Silva, J.P.","163.0","2018","04","25","Brasil","São Paulo","São José do Rio Preto","Bosque e Zoológico Municipal","-49.3544517","-20.77694517","-49.3544517","-20.77694517",NA,NA,"Árvore de 9 metros, sem látex, borda de mata, com espinhos.",NA,NA,"América do Sul",NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1026","2019-03-29 10:41:25-03","UFSM","HDCF","4758","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Denardi, L.","2016","03","13","Durlo, M. A.",NA,"1997","10","24","?",NA,NA,"Colônia Madeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","2019-03-29 10:41:25-03","UFSM","HDCF","3258","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Gartland, H. M.","1984","04","11","Gartland, H. M.",NA,"1984","04","11","Argentina",NA,"Província de Misiones",NA,NA,NA,NA,NA,NA,NA,"Árvore com cerca de 28 m de altura e 59 cm de DAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","2019-03-29 10:41:25-03","UFSM","HDCF","102","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Marchiori, J. N. C.","1980","12","10","Marchiori, J. N. C.",NA,"1980","12","10","Brasil","Rio Grande do Sul","Santa Maria","Campus da UFSM","-53.717086","-29.717328","-53.717086","-29.717328",NA,NA,"Flores em espigas",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","2019-03-29 10:41:25-03","UFSM","HDCF","6006","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Scipioni, M. C.","2007","08","24","Scipioni, M. C.; Giacomolli, L. Z.",NA,"2007","08","24","Brasil","Rio Grande do Sul","Nova Pádua",NA,"-51.3067016601562","-29.028600692749",NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,"11772","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1030","2019-03-29 10:41:25-03","UFSM","HDCF","6684","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Figueira, M.","2014","10","23","Bamberg, R.",NA,"2013","05","04","Brasil","Rio Grande do Sul","Santo Expedito do Sul",NA,"-51.6446990966797","-27.9083003997803",NA,NA,NA,NA,"UTM E(435036m), N(6913692m), Fuso 22J, Datum SIRGAS 2000, IFN-RS, conglomerado 721-1-3-3. Duplicata enviada ao JBRJ",NA,NA,"América",NA,NA,NA,NA,"10246","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1031","2019-03-29 10:41:25-03","UFSM","HDCF","6695","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Figueira, M.","2014","10","21","Maihack, R.",NA,"2013","06","13","Brasil","Rio Grande do Sul","São Martinho",NA,"-53.9686012268066","-27.7071990966797",NA,NA,NA,NA,"UTM E(795804m), N(6930209m), Fuso 21J, Datum SIRGAS 2000, IFN-RS, conglomerado 730-3-1-11. Duplicata enviada ao JBRJ",NA,NA,"América",NA,NA,NA,NA,"14909","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1032","2019-03-29 10:41:25-03","UFSM","HDCF","6610","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Figueira, M.","2014","10","13","Bamberg, R.",NA,"2013","04","23","Brasil","Rio Grande do Sul","Barros Cassal",NA,"-52.5828018188477","-29.0932998657227",NA,NA,NA,NA,"UTM E(348281m), N(6773282m), Fuso 22J, Datum SIRGAS 2000, IFN-RS, conglomerado 497-4-5-23, Duplicata enviada ao JBRJ",NA,NA,"América",NA,NA,NA,NA,"20054","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1033","2019-03-29 10:41:25-03","UFSM","HDCF","303","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Marchiori, J. N. C.","1985","04","25","Marchiori, J. N. C.",NA,"1977","12","10","Brasil","Rio Grande do Sul","Jaguari","Jaguari","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,"Flores em espigas. Folíolos discolores",NA,NA,"América",NA,NA,NA,NA,"27649","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1034","2019-03-29 10:41:25-03","UFSM","HDCF","1492","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Marchiori, J. N. C.","1984","03","14","Marchiori, J. N. C.",NA,"1984","01","25","Brasil","Rio Grande do Sul","Pinheiro Machado","Castelo de Pedras Altas","-53.584639","-31.738194","-53.584639","-31.738194",NA,NA,"Árvore frondosa, pomar do castelo",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","2019-03-29 10:41:25-03","UFSM","HDCF","300","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Marchiori, J. N. C.","1985","04","24","Longhi, S. J.","76","1976","12","16","Brasil","Rio Grande do Sul","Passo Fundo","FLONA","-52.184444","-28.316667","-52.184444","-28.316667",NA,NA,"Flores em espigas. Folíolos discolores",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","2019-06-12 09:07:05-03","UFSM","HDCF","6830","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Figueira, M","2013","05","31","Figueira, M; Schindler, B; Uberti, G M","CFSM184","2013","05","31","Brasil","Rio Grande do Sul","Santa Maria","Morro do Link","-53.809167","-29.656389","-53.809167","-29.656389",NA,NA,"Árvore, frequente, borda de fragmento florestal, próximo a escarpa, frutos verdes; Floresta Estacional Subtropical do Domínio Atlântico, relevo forte-ondulado, solo raso, pedregoso",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","2019-03-29 10:41:25-03","UFSM","HDCF","6622","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Figueira, M.","2014","10","13","Bamberg, R.",NA,"2013","05","28","Brasil","Rio Grande do Sul","Bossoroca",NA,"-54.9002990722656","-28.7299995422363",NA,NA,NA,NA,"UTM E(704957m), N(6812360m), Fuso 21J, Datum SIRGAS 2000, IFN-RS, conglomerado 555-1-5-17. Duplicata enviada ao JBRJ",NA,NA,"América",NA,NA,NA,NA,"41675","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1038","2019-03-29 10:41:25-03","UFSM","HDCF","301","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Marchiori, J. N. C.","1985","04","25","Marchiori, J. N. C.",NA,"1976","12","16","Brasil","Rio Grande do Sul","Passo Fundo","FLONA","-52.184444","-28.316667","-52.184444","-28.316667",NA,NA,"Presença de flores. Folíolos discolores",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","2018-09-12 14:48:13-03","UNIOESTE","UNOP","9361","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Silva, D.R. da","2018","02","10","Rocha Filho, J.A.; Silva, D.R. da; Piva, J.; Machado, C.; Silva, D.R. da; Piva, J.; Machado, C.","624","2018","02","07","Brasil","Paraná","Realeza","Distrito Marmelândia, estrada à esquerda do Rio Iguaçu.","-53.571444","-25.560889","-53.571444","-25.560889","303","303","Árvore 10 m de altura. Súber com desprendimento de placas lenhosas. Folhas membranáceas. Frutos verdes quando imaturos e enegrecidos quando maduros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","2015-10-22 10:02:51-02","UNIOESTE","UNOP","24","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Borges, J.P.; Marcon, T.R.","2012","10",NA,"Borges, J.P.; Temponi, L.G.; Boff, L.; Fragoso, M.O.; Temponi, L.G.; Boff, L.; Fragoso, M.O.","3","2012","03","19","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"Arbórea, cerca de 3 m. Folhas compostas, bipinadas, com glândula elíptica na base do pecíolo. Fruto imaturo de cor verde. Área 1, 1ª coleta, 28º indivíduo.",NA,NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1041","2017-05-22 15:13:19-03","UNIOESTE","UNOP","6678","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Lima, L.C.P.","2017","04","05","Pereira, R.K.; Soares, C.; Soares, C.","7","2010","07","26","Brasil","Paraná","Planalto","Sitio do Arnaldo Soares.","-53.7661018371582","-25.716100692749",NA,NA,NA,NA,"Arbórea, folhas alternas, compostas, fruto leguminoso.",NA,NA,NA,NA,NA,NA,NA,"20975","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1042","2018-09-12 14:48:12-03","UNIOESTE","UNOP","5819","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Snak, C.","2009","11",NA,"Snak, C.; Kellermann, B.; Caddah, M.K.; Mancinelli, W.S.; Smidt, E.C.; Goldenber; Kellermann, B.; Caddah, M.K.; Mancinelli, W.S.; Smidt, E.C.; Goldenberg, R.","267","2009","11","05","Brasil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo, Floresta Estacional Semidecidua.","-51.958611","-23.915","-51.958611","-23.915","350","350","Árvore, ca 20 m alt. Flores creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","2018-09-12 14:48:12-03","UNIOESTE","UNOP","2237","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Cielo-Filho, R.","2014","11","11","Periotto, F.; Cielo-Filho, R.; Cielo-Filho, R.","47","2014","11","05","Brasil","Paraná","Matelândia","Estrada Matelância-Marquesita","-53.959444","-25.294444","-53.959444","-25.294444","317","317","Árvore, 6m, flor amarela, fruto marrom.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","2018-09-12 14:48:12-03","UNIOESTE","UNOP","5278","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Caxambu, M.G.","2008","01","15","Siqueira, E.L.","67","2007","11","10","Brasil","Paraná","Dois Vizinhos","Campus da U.T.F.P.R.","-53.123944","-25.689472","-53.123944","-25.689472","506","506","Árvore ca. 8 m. Flores esverdeadas. Beira de estrada. Relevo: ondulado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","2018-09-12 14:48:12-03","UNIOESTE","UNOP","9296","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Silva, D.R. da","2018","02","26","Rocha Filho, J.A.; Piva, J.; Machado, C.; Piva, J.; Machado, C.","550","2018","01","22","Brasil","Paraná","Capitão Leônidas Marques","Região do Rio Monteiro, ca. 300 m do entroncamento para a Fazenda Scapini.","-53.659028","-25.483125","-53.659028","-25.483125","331","331","Árvore 10 m de altura. Súber com desprendimentos de placas lenhosas. Foliólulos discolores, cartáceos, glabros. Frutos secos, imaturos, verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","2020-01-09 11:37:24-03","UNIOESTE","UNOP","10339","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Rauber, C.R.","2019","09","18","Rauber, C.R.; Hentz Junior. E.J; Mano, G.B.; Lima, L.C.P.; Hentz Junior. E.J; Mano, G.B.; Lima, L.C.P.","416","2019","09","02","Brasil","Paraná","Capanema","Parque Nacional do Iguaçu, Borda do Parque, Rio Iguaçu","-53.924861","-25.573611","-53.924861","-25.573611",NA,NA,"Árvore 12m, caule castanho, folha verde discolor, fruto enegrescente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","2018-09-12 14:48:12-03","UNIOESTE","UNOP","7637","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Barboza, E.","2015","11",NA,"Felitto, G.; Roher, D.; Daniel, V.A.; Gomes, J.A.; Nascimento, J.C.; Roher, D.; Daniel, V.A.; Gomes, J.A.; Nascimento, J.C.","996","2015","09","21","Brasil","Paraná","Laranjal","PCH Cantu 2, área de supressão do futuro reservatório.","-52.439167","-24.751667","-52.439167","-24.751667","417","417","Árvore, 12m, flores alvas-amareladas. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","2016-04-07 14:03:40-03","UNIOESTE","UNOP","1648","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Borges, J.P.","2013","06","24","Borges, J.P.; Tiscoski, T.L.; Boff, L.; Tiscoski, T.L.; Boff, L.","44","2012","09","23","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"Arbórea, cerca de 5m. Área 2, 1040º indivíduo.",NA,NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1049","2015-10-22 10:02:51-02","UNIOESTE","UNOP","1819","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Borges, J.P.","2013","06","24","Borges, J.P.; Simão, P.C.; Escher, A.R.; Simão, P.C.; Escher, A.R.","140","2013","02","25","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"Arbórea. Fruto maturo nigrescentes. Área 1, 4º indivíduo.",NA,NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA,NA
