"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","month","day","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","previousCatalogNumber","fieldNumber","individualCount","relatedCatalogItem"
"87","2020-10-14 10:01:58-03","FURB","FURB","42654","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Dittrich, VAO","Dittrich, V.A.O.","1816","2013",NA,"Brasil","Minas Gerais","Serra da Bandeira, na trilha para o topo, face norte.",NA,"Habitat: floresta úmida altomontana, em grotão Habito: rupícola;","FURB08639","FURB08639","(Hedw.) C.V.Morton","07","21","1650","1650",NA,"Bom Jardim de Minas","-44.0013889","-22.0211111","2013","07",NA,"-44.0013889","-22.0211111",NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 10:01:58-03","FURB","FURB","44503","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Salino, A","Silva, J.M.; et al.","3306","2001",NA,"Brasil","Paraná","Gruta do Monge.",NA,NA,"FURB08638","FURB08638","(Hedw.) C.V.Morton","02","22",NA,NA,NA,"Lapa","-49.7158012390137","-25.7696990966797","2004",NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA
"89","2021-03-16 17:56:20-03","UCS","HUCS","47998","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3756","2017",NA,"Brasil","Santa Catarina","Rio do Meio",NA,"Erva rupícola em rochas úmidas de mata de encosta, mata ciliar","HUCS005128","HUCS005128","(L.) Sw.","07","30","1201","1201",NA,"Anitápolis","-48.897389","-27.805167","2018","06",NA,"-48.897389","-27.805167",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-16 17:56:20-03","UCS","HUCS","47947","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3649","2017",NA,"Brasil","Santa Catarina","Morro dos Três Picos",NA,"Erva rastejante sobre paredão arenítico, seco, à sombra","HUCS005115","HUCS005115","(L.) Sw.","07","26","937","937",NA,"Rio do Sul","-49.509411","-27.282064","2018","06",NA,"-49.509411","-27.282064",NA,NA,NA,NA,NA,NA,NA
"91","2021-03-16 17:56:20-03","UCS","HUCS","47834","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3734","2017",NA,"Brasil","Santa Catarina","Serra do Tabuleiro",NA,"Em solo humoso e rochas na mata nebular dos campos de altitude","HUCS005024","HUCS005024","(L.) Sw.","07","29","1201","1201",NA,"São Bonifácio","-48.897389","-27.821833","2018","06",NA,"-48.897389","-27.821833",NA,NA,NA,NA,NA,NA,NA
"92","2021-03-16 17:56:20-03","UCS","HUCS","47848","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3954","2017",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos - PARANASO",NA,"Erva rupícola rizomatosa. Em rochas úmidas e sombreadas, junto à reagto, trilha suspensa","HUCS005089","HUCS005089","(L.) Sw.","11","18","2034","2034",NA,"Teresópolis","-43.016306","-22.454028","2018","06",NA,"-43.016306","-22.454028",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-16 17:56:20-03","UCS","HUCS","47850","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3959","2017",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos - PARANASO",NA,"Erva rupícola, rizomatosa sobre rochas pouco expostas à luz. Junto às margens da barragem","HUCS005076","HUCS005076","(L.) Sw.","11","18","2034","2034",NA,"Teresópolis","-43.016306","-22.454028","2018","06",NA,"-43.016306","-22.454028",NA,NA,NA,NA,NA,NA,NA
"94","2021-03-16 17:56:20-03","UCS","HUCS","47860","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","2945","2016",NA,"Brasil","Paraná","Pico Camapuã",NA,"Erva rizomatosa cobrindo base de troncos sombreados por vezes rupícola, frondes pendentes, floresta altomontana e mata nebular","HUCS005154","HUCS005154","(L.) Sw.","09","14","1423","1423",NA,"Campina Grande do Sul","-48.863722","-25.262611","2018","06",NA,"-48.863722","-25.262611",NA,NA,NA,NA,NA,NA,NA
"95","2021-03-16 17:56:20-03","UCS","HUCS","47862","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","2956","2016",NA,"Brasil","Paraná","Pico Camapuã",NA,"Erva rupícola em paredão rochoso, meia luz, mata nebular","HUCS005037","HUCS005037","(L.) Sw.","11","14","1423","1423",NA,"Campina Grande do Sul","-48.863722","-25.262611","2018","06",NA,"-48.863722","-25.262611",NA,NA,NA,NA,NA,NA,NA
"96","2021-03-16 17:56:20-03","UCS","HUCS","47865","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3325","2017",NA,"Brasil","Rio Grande do Sul","Topo do morro da Serra do Faxinal, campo e mata à direita da estrada",NA,"Erva rizomatosa, reptante, epifítica em rochas úmidas no interior da mata nebular, meia luz.","HUCS005050","HUCS005050","(L.) Sw.","01","16","959","959",NA,"Cambará do Sul","-50.030278","-29.171944","2018","06",NA,"-50.030278","-29.171944",NA,NA,NA,NA,NA,NA,NA
"97","2021-03-16 17:56:20-03","UCS","HUCS","47875","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3876","2017",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Erva rizomatosa sobre rochas e solo sombreado, junto ao pé da rocha, campo rupestre de altitude, nebular","HUCS005180","HUCS005180","(L.) Sw.","11","10","1613","1613",NA,"Ouro Preto","-43.489361","-20.432333","2018","06",NA,"-43.489361","-20.432333",NA,NA,NA,NA,NA,NA,NA
"98","2021-03-16 17:56:20-03","UCS","HUCS","47877","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3200","2016",NA,"Brasil","Santa Catarina","Estrada para a Serra do Corvo Branco",NA,"Erva rizomatosa formando relva em face de paredões rochosos, junto com H. rufum","HUCS005063","HUCS005063","(L.) Sw.","12","11","1037","1037",NA,"Urubici","-49.386528","-28.057917","2018","06",NA,"-49.386528","-28.057917",NA,NA,NA,NA,NA,NA,NA
"99","2021-03-16 17:56:20-03","UCS","HUCS","47879","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3904","2017",NA,"Brasil","Minas Gerais","Parque Nacuinal do Caparaó",NA,"Erva rizomatosa, rupícola em face úmida de rocha sombreada, interior de mata de encosta às margens do Rio Caparaó, Vale Verde","HUCS005141","HUCS005141","(L.) Sw.","11","13","1350","1350",NA,"Alto Caparaó","-41.837111","-20.409917","2018","06",NA,"-41.837111","-20.409917",NA,NA,NA,NA,NA,NA,NA
"100","2021-03-16 17:56:20-03","UCS","HUCS","47986","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3087","2016",NA,"Brasil","Rio Grande do Sul","Itaimbezinho",NA,"Erva rizomatosa, recobrindo face de paredão rochoso, úmido e meio sombreado junto à H. crispum","HUCS005324","HUCS005324","(L.) Sw.","12","08","918","918",NA,"Cambará do Sul","-50.078792","-29.158775","2018","06",NA,"-50.078792","-29.158775",NA,NA,NA,NA,NA,NA,NA
"101","2021-03-16 17:56:20-03","UCS","HUCS","47987","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","2964","2016",NA,"Brasil","Paraná","Pico Camapuã",NA,"Erva rupícola em rocha úmida junto à regato, interior de mata altomontana à sombra, formando relva","HUCS005337","HUCS005337","(L.) Sw.","11","14","1423","1423",NA,"Campina Grande do Sul","-48.863722","-25.262611","2018","06",NA,"-48.863722","-25.262611",NA,NA,NA,NA,NA,NA,NA
"102","2021-03-16 17:56:20-03","UCS","HUCS","47997","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3663","2017",NA,"Brasil","Santa Catarina","Serra do Tabuleiro",NA,"Erva rupícola em rochas e barrancos úmidos da mata ciliar do Rio Mole","HUCS005102","HUCS005102","(L.) Sw.","07","29","1201","1201",NA,"São Bonifácio","-48.897389","-27.805167","2018","06",NA,"-48.897389","-27.805167",NA,NA,NA,NA,NA,NA,NA
"103","2021-03-16 17:56:20-03","UCS","HUCS","48042","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3270","2017",NA,"Brasil","Rio Grande do Sul","Vale do Paraíso, Serra da Tajuva",NA,"Erva rizomatosa, epífitico em interior de mata ciliar e nebular, local úmido e sombreado, junto à H. venustum e H. pulchellum","HUCS005167","HUCS005167","(L.) Sw.","01","14","900","900",NA,"Morrinhos do Sul","-49.973194","-29.404361","2018","06",NA,"-49.973194","-29.404361",NA,NA,NA,NA,NA,NA,NA
"104","2021-03-16 17:56:20-03","UCS","HUCS","48767","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Peralta, D.F.","s.n.","2018",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Nucleo Cunha, trilha do Rio Paraibuna",NA,"Doação Herbário SP; Sobre rochas","HUCS005298","HUCS005298","(L.) Sw.","03","14","1095","1095",NA,"Cunha","-45.024444","-23.2325","2018","11",NA,"-45.024444","-23.2325",NA,NA,NA,NA,NA,NA,NA
"105","2021-03-16 17:56:20-03","UCS","HUCS","49083","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Dittrich, V.A.O.","2196","2017",NA,"Brasil","Minas Gerais",NA,NA,"Doação Herbário CESJ 70003&nf;&nf;; Terrícola em paredão à margem de riacho em beira de estrada, em área muito úmida no domínio da Floresta Ombrófila Densa Montana","HUCS005206","HUCS005206","(L.) Sw.","08","27","1050","1050",NA,"Olaria","-43.895833","-21.946667","2019","01",NA,"-43.895833","-21.946667",NA,NA,NA,NA,NA,NA,NA
"106","2021-03-16 17:56:20-03","UCS","HUCS","49087","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Dittrich, V.A.O.","2195","2017",NA,"Brasil","Minas Gerais",NA,NA,"Doação Herbário CESJ 69992&nf;&nf;&nf;&nf;&nf;; Terrícola em paredão à margem de riacho em beira de estrada, em área muito úmida no domínio da Floresta Ombrófila Densa Montana","HUCS005285","HUCS005285","(L.) Sw.","08","27","1050","1050",NA,"Olaria","-43.895833","-21.946667","2019","01",NA,"-43.895833","-21.946667",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-16 17:56:20-03","UCS","HUCS","48050","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3650","2017",NA,"Brasil","Santa Catarina","Morro dos Três Picos",NA,"Erva rastejante sobre paredão arenítico,seco, à sombra","HUCS005219","HUCS005219","(L.) Sw.","07","26","937","937",NA,"Rio do Sul","-49.509411","-27.928611","2019","02",NA,"-49.509411","-27.928611",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-16 17:56:20-03","UCS","HUCS","49204","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","4400","2018",NA,"Brasil","São Paulo","Serra da Bocaina, trilha para o rio, perto dos banheiros PN e trilha para o arroio",NA,"Erva rupestre em paredão rochoso, ao sol, bordo do caminho","HUCS005193","HUCS005193","(L.) Sw.","04","01","1513","1513",NA,"São José do Barreiro","-44.616639","-22.733889","2019","02",NA,"-44.616639","-22.733889",NA,NA,NA,NA,NA,NA,NA
"109","2021-03-16 17:56:20-03","UCS","HUCS","49248","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","3268","2017",NA,"Brasil","Rio Grande do Sul","Vale do Paraíso, Serra da Tajuva",NA,"Erva rupícola, em rochas úmidas e recobertas por musgos junto à regato. Interior de mata à sombra","HUCS005311","HUCS005311","(L.) Sw.","01","14","900","900",NA,"Morrinhos do Sul","-50.005556","-29.395","2019","02",NA,"-50.005556","-29.395",NA,NA,NA,NA,NA,NA,NA
"110","2021-03-16 17:56:20-03","UCS","HUCS","50301","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Külkamp, J.","758","2019",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, final da trilha suspensa, próximo ao riacho.",NA,"subosque da Floresta Ombrófila Densa úmida, pouco comum.","HUCS003852","HUCS003852 HUCS003852_01","(L.) Sw.","02","19",NA,NA,NA,"Teresópolis","-42.999722","-22.453056","2019","02","20","-42.999722","-22.453056",NA,NA,NA,NA,NA,NA,NA
"111","2021-03-16 17:56:20-03","UCS","HUCS","50314","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Külkamp, J.","767","2019",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, trilha para o Rancho Frio.",NA,"Subosque de floresta ombrófila densa, sobre grande rocha úmida.","HUCS003695","HUCS003695","(L.) Sw.","02","20",NA,NA,NA,"Teresópolis","-42.999444","-22.455833","2019","09",NA,"-42.999444","-22.455833",NA,NA,NA,NA,NA,NA,NA
"112","2021-03-16 17:56:20-03","UCS","HUCS","50984","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Gonzatti, F.","5409","2019",NA,"Brasil","Minas Gerais","Serra do Funil, Complexo Cachoeira Água Vermelha e Cachoeira Ninho da Égua.",NA,"Rupestre em paredão úmido em floresta de altitude. Junto à Cachoeira Ninho da Égua.","HUCS005096","HUCS005096","(L.) Sw.","12","12","1000","1000",NA,"Rio Preto","-43.886667","-21.990278","2019","12",NA,"-43.886667","-21.990278",NA,NA,NA,NA,NA,NA,NA
"113","2021-03-16 17:56:20-03","UCS","HUCS","855","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Sehnem, A.","s.n.","1965",NA,"Brasil","Rio Grande do Sul",NA,NA,"ad rupem in silva","HUCS005458","HUCS005458","(L.) Sw.","08","14","800","800",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525","2016","01",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"114","2021-03-16 17:56:20-03","UCS","HUCS","856","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Sehnem, A.","s.n.","1942",NA,"Brasil","Rio Grande do Sul","Morro das Pedras",NA,"ad rupem","HUCS005233","HUCS005233","(L.) Sw.","06","15","100","100",NA,"São Leopoldo","-51.1472015380859","-29.7602996826172","2016","01",NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA
"115","2021-03-16 17:56:20-03","UCS","HUCS","49110","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Dittrich, V.A.O.","715","2000",NA,"Brasil","Paraná","Parque Estadual das Lauráceas",NA,"Doação Herbário CESJ 71419&nf;&nf;&nf;&nf;; Rupícola em local úmido e sombreado próximo a cachoeira no rio São João, Floresta Ombrófila Densa Montana","HUCS005272","HUCS005272","(L.) Sw.","01","12",NA,NA,NA,"Adrianópolis","-48.9911003112793","-24.6571998596191","2017","02",NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"116","2021-03-16 17:56:20-03","UCS","HUCS","863","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Sehnem, A.","s.n.","1959",NA,"Brasil","Rio Grande do Sul","Poço Feio, São João do Deserto",NA,"ad rupem in silva primaeva","HUCS005259","HUCS005259","(L.) Sw.","10","30",NA,NA,NA,"Novo Hamburgo","-51.1305999755859","-29.6783008575439","2016","01",NA,NA,NA,"20722","auto",NA,NA,NA,NA,NA
"117","2021-03-16 17:56:20-03","UCS","HUCS","864","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Sehnem, A.","s.n.","1935",NA,"Brasil","Rio Grande do Sul","Quilombo",NA,"ad rupem areniticum","HUCS005246","HUCS005246","(L.) Sw.","08","01","60","60",NA,"São Leopoldo","-51.1472015380859","-29.7602996826172","2016","01",NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA
"118","2021-03-16 17:56:20-03","UCS","HUCS","23512","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Gonzatti, F.","Jürgens, C.","136","1900",NA,"Brasil","Rio Grande do Sul","Serra João Rodriguez",NA,"Referência. Rosenstock, E. Beitrage zur Pteridophytenflora&nf;Sudbrasiliens.Hedwigia v.46, 57-144, 1907.","HUCS005308","HUCS005308 HUCS005308_01","(L.) Sw.",NA,NA,NA,NA,NA,"Santa Cruz do Sul","-52.4258003234863","-29.7175006866455","2019","02",NA,NA,NA,"38612","auto",NA,NA,NA,NA,NA
"119","2019-11-26 13:10:39-03","UTFPR","HCF","29821","S","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","F. Gonzatti","F. Gonzatti","3200","2016",NA,"Brasil","SC","Estrada para Serra do Corvo",NA,"erva rizomatosa, formando relva em face de paredões rochosos junto com Hymenophyllum rufum.",NA,NA,"(Hedw.) C.V.Morton","12","11","1037","1037",NA,"Urubici","-49.386667","-28.049722","2018","06",NA,"49°23'12 W","28°02'59 S",NA,NA,NA,NA,NA,NA,NA
"120","2019-08-16 08:39:36-03","UTFPR","HCF","16310","S","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","A. Salino & T.E. Almeida","J.M. Silva","3306","2001",NA,"Brasil","PR","Gruta do Monge",NA,"nas fendas dos afloramentos de arenito; zona de campo.",NA,NA,"(Hedw.) C.V.Morton","02","22",NA,NA,NA,"Lapa","-49.7158012390137","-25.7696990966797","2004",NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA
"121","2020-12-21 16:29:30-03","MBM","MBM","177159","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Mickel, I.T.","Martínez, E.M.; et al.; et al.","21510","1987","Northern America","Mexico",NA,NA,NA,NA,"MBM177159","MBM177159","(Hedw.) Morton","06","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:41:36-03","MBM","MBM","386745","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Schwartsburd, P.B.","Hirai, R.Y.; Schwartsburd, P.B.; Luis, J.; Schwartsburd, P.B.; Luis, J.","522","2008","Southern America","Brazil","Minas Gerais","São Sebastião, Camarinhas",NA,"Rupícola.","MBM386745","MBM386745","(Hedw.) C.V. Morton","05","27","1370","1370",NA,"Ouro Preto","-43.507778","-20.37","2009","10",NA,"-43.507778","-20.37",NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:29:30-03","MBM","MBM","386840","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Dittrich, V.A.O.","Dittrich, V.A.O.","1816","2013","Southern America","Brazil","Minas Gerais","Serra da Bandeira, Trilha para o topo, face norte",NA,"Rupícula.; Floresta úmida altomontana, em grotão.","MBM386840",NA,"(Hedw.) Morton","07","21","1650","1650",NA,"Bom Jardim de Minas","-44.001389","-22.021111","2013","07",NA,"-44.001389","-22.021111",NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:29:30-03","MBM","MBM","387533","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Larocca, P.","Motta, J.T.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.","4039","2013","Southern America","Brazil","Paraná","Abarracamento",NA,"Sobre pedras à margem do Rio Chopim.","MBM387533","MBM387533","(Hedw.) Morton","09","23","1038","1038",NA,"Coronel Domingos Soares","-51.899247","-26.396956","2014","02","05","-51.899247","-26.396956",NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:29:30-03","MBM","MBM","388377","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Pereira, J.B.S.","Pereira, J.B.S.; Marinero, F.; Marinero, F.","366","2009","Southern America","Brazil","Paraná","Parque Estadual Pico do Paraná, Morro Camapuã",NA,"Rupícola.; Próximo à córrego.","MBM388377","MBM388377","(Hedw.) Morton","02","08","1200","1200",NA,"Campina Grande do Sul","-48.833333","-25.25",NA,NA,NA,"-48.833333","-25.25",NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:29:30-03","MBM","MBM","395074","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Ariati, V.","Ariati, V.; Lozano, E.D.; Kersten, R.; Lozano, E.D.; Kersten, R.","1064","2009","Southern America","Brazil","Paraná","Morro Caratuva",NA,"Epífita facultativa, ocorrendo também como rupícola.; Floresta Ombrófila Densa Altomontana.","MBM395074","MBM395074","(Hedw.) Morton",NA,NA,NA,NA,NA,"Campina Grande do Sul","-48.832306","-25.239225","2009",NA,NA,"-48.832306","-25.239225",NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:29:30-03","MBM","MBM","93742","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Werff, H. van der","Liesner, R.; Judziewicz, E.; Judziewicz, E.","14492","1983","Southern America","Costa Rica",NA,NA,NA,NA,"MBM093742","MBM093742","(Hedw.) Morton","04","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:29:30-03","MBM","MBM","351312","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Souza, F.S.","Viana, P.L.; et al.; et al.","1992","2006","Southern America","Brazil","Minas Gerais","Serra Negra, Burri de Ouro",NA,"Rupícola em entrada de caverna","MBM351312","MBM351312","(Hedw.) Morton","02","26",NA,NA,NA,"Rio Preto","-43.8278007507324","-22.0891990661621","2008","09","30",NA,NA,"20815","auto",NA,NA,NA,NA,NA
"129","2020-12-21 16:29:30-03","MBM","MBM","348679","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile",NA,"Cordeiro, J.; et al.; et al.","2952","2008","Southern America","Brazil","Paraná","Gruta do Monge",NA,"Sobre afloramento rochoso","MBM348679","MBM348679","(Hedw.) Morton","06","10",NA,NA,NA,"Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA
"130","2020-12-21 16:29:30-03","MBM","MBM","233051","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Dittrich, VA de O","Dittrich, VA de O; et al.; et al.","2343","1998","Southern America","Brazil","Paraná","Caminho dos Jesuítas, Serra da Graciosa",NA,NA,"MBM233051","MBM233051","(Hedw.) Morton","04","09",NA,NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"131","2020-12-21 16:29:30-03","MBM","MBM","154802","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Smith, A.R.","Silva, J.M.; Cervi, A.C.; Cervi, A.C.","1105","1992","Southern America","Brazil","Paraná","Parque Estadual de Vila Velha",NA,NA,"MBM154802","MBM154802","(Hedw.) Morton","04","14",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"132","2020-12-21 16:29:30-03","MBM","MBM","351311","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Souza, F.S.","Abreu, N.L.; et al.; et al.","122","2007","Southern America","Brazil","Minas Gerais","Pousada Fazenda do Mato Limpo, Gruta dos Macacos",NA,"Rupícola na gruta","MBM351311","MBM351311","(Hedw.) Morton","02","28",NA,NA,NA,"Rio Preto","-43.8278007507324","-22.0891990661621","2008","09",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA
"133","2020-12-21 16:29:30-03","MBM","MBM","18835","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","Sehnem, A.","Hatschbach, G.","27059","1971","Southern America","Brazil","Paraná","Serra do Araçatuba",NA,NA,"MBM018835","MBM018835","(Hedw.) Morton","09","29",NA,NA,NA,"Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
