"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","typeStatus","relationshipType","individualCount","fieldNumber"
"2903","2008-05-27 22:02:00-03","MO","MOBOT","126012","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.",NA,NA,NA,NA,"David R. Brunner","Brunner 1157","1985","5","31","Paraguay",NA,"Parque Nacional Ybycui, Cuenca del Arroyo Corrientes, region noreste del parque. Bosque seco a semi-humedo al lado el arroyo, de hasta 20 m de altura. Suelo arenoso de arenisca y conglomerado andesitico.","-56.8","-26.05",NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"7","85-5"
"2904","2014-09-15 13:33:00-03","MO","MOBOT","126031","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Alwyn H. Gentry","Gentry 66143","1989","5","27","Paraguay",NA,"Itaipu, Forest Reserve Noe. Pto. Puente Stroessner.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alto Paraná",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","383"
"2905","2008-05-27 22:02:00-03","MO","MOBOT","126043","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.",NA,NA,NA,NA,"David R. Brunner|Lidia Pérez de Molas","Brunner 1192","1985","6","15","Paraguay",NA,"Parque Nacional Ybycui, cuenca del Arroyo Minas, alrededores de la administración. Bosque mediano, semi-humedo a humedo al lado el arroyo, de hasta 20-25 m de altura. Suelo arsilloso.","-56.85","-26.08333",NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"5","85-6"
"2906","2016-01-21 12:56:00-02","MO","MOBOT","126140","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T.D. Pennington (K)",NA,NA,NA,"Blas Pérez","Pérez Maricerich 670","1991","3",NA,"Paraguay",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,"Central",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"3","3"
"2907","2016-01-21 12:56:00-02","MO","MOBOT","126192","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T.D. Pennington",NA,NA,NA,"Blas Pérez","Pérez Maricerich 819","1991","3",NA,"Paraguay",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,"Central",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"3","3"
"2908","2008-05-27 22:02:00-03","MO","MOBOT","127403","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 36459","1993","7","9","Paraguay",NA,"Arroyo Yhacá. Gallery forest.","-56.86666","-25.61666",NA,NA,"50.00000000",NA,NA,NA,NA,"Cordillera",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","832"
"2909","2008-05-27 22:02:00-03","MO","MOBOT","127418","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|V. Jara","Zardini 36521","1993","7","9","Paraguay",NA,"Between Arroyo Yhacá y General Bernardino Caballero. Cerrado forest on sandstone.","-56.86666","-25.65",NA,NA,"150.00000000",NA,NA,NA,NA,"Cordillera",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","833"
"2910","2008-05-27 22:02:00-03","MO","MOBOT","127536","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 36651","1993","7","22","Paraguay",NA,"Estero del Ypoá: Valle Apuá-Lago Ypoá. 2 km W of Valle Apua. Cerrado forest.","-57.26666","-26.05",NA,NA,"230.00000000",NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","835"
"2911","2008-05-27 22:02:00-03","MO","MOBOT","127854","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T.D. Pennington (K)",NA,NA,NA,"Elsa M. Zardini","Zardini 14972","1989","10","16","Paraguay",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú, 8 kms S of Coronel Oviedo; tall forest.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,"Guairá",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","154"
"2912","2008-05-27 22:02:00-03","MO","MOBOT","127933","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 6754","1988","8","25","Paraguay",NA,"Serranía Tobatí. Meseta Ybitú Silla. In spring.","-57.11666","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,"Cordillera",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"2","88-78"
"2913","2013-10-09 05:40:00-03","MO","MOBOT","128040","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T.D. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 15111","1989","10","16","Paraguay",NA,"Cordillera de Ybytyruzú. 8 kms S of route to Coronel Oviedo on the road to Cantera Jhú. Gallery forest along Chorro Creek.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,"Guairá",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","157"
"2914","2013-10-09 05:40:00-03","MO","MOBOT","128048","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 15113","1989","10","16","Paraguay",NA,"Cordillera de Ybytyruzú. 8 kms S of route to Coronel Oviedo on the road to Cantera Jhú. Gallery forest along Chorro Creek.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,"Guairá",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","157"
"2915","2013-10-09 05:40:00-03","MO","MOBOT","128119","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 8926","1988","12","17","Paraguay",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest along western slope.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Guairá",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","88-136"
"2916","2008-05-27 22:02:00-03","MO","MOBOT","128149","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini","Zardini 11010","1989","2","17","Paraguay",NA,"Cordillera de Ybytyruzú. Cerro Peró 1 km W of Destacamento Tororo. Forest along western slope of mountain.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Guairá",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","56"
"2917","2011-06-09 17:35:00-03","MO","MOBOT","128250","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","Zardini 37414","1993","11","18","Paraguay",NA,"Paso Horqueta: Río Aquidaban. Gallery forest.","-57.33333","-23.11666",NA,NA,NA,NA,NA,NA,NA,"Concepción",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","854"
"2918","2011-06-09 17:35:00-03","MO","MOBOT","128258","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","Zardini 37437","1993","11","18","Paraguay",NA,"Paso Horqueta: Río Aquidaban. Gallery forest.","-57.33333","-23.11666",NA,NA,NA,NA,NA,NA,NA,"Concepción",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","854"
"2919","2011-06-09 17:35:00-03","MO","MOBOT","128270","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","Zardini 37469","1993","11","18","Paraguay",NA,"Paso Horqueta: Río Aquidaban. Gallery forest.","-57.33333","-23.11666",NA,NA,NA,NA,NA,NA,NA,"Concepción",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","854"
"2920","2008-05-27 22:02:00-03","MO","MOBOT","128371","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini|María T. Florentín P.","Zardini 7002","1988","9","5","Paraguay",NA,"Macizo Acahay. Gallery forest along creek.","-57.15","-25.9",NA,NA,"500.00000000",NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","88-89"
"2921","2013-10-09 05:40:00-03","MO","MOBOT","128400","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Constancio Velásquez","Zardini 15304","1989","10","31","Paraguay",NA,"Parque Nacional Ybycu'í. Tall forest in Northwestern corner of Park.","-56.76666","-26.01666",NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","161"
"2922","2008-05-27 22:02:00-03","MO","MOBOT","128418","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 4960","1988","6","23","Paraguay",NA,"Parque Nacional Ybycuí. 1 km around administration area. In forest, up to 25 m tall.","-56.83333","-26.05",NA,NA,"150.00000000",NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"2","88-31"
"2923","2008-05-27 22:02:00-03","MO","MOBOT","128424","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","Zardini 11181","1989","3","5","Paraguay",NA,"Road Melgarejo-Antena, 6 kms S of Melgarejo. Inside forest.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Guairá",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"6","63"
"2924","2008-05-27 22:02:00-03","MO","MOBOT","1284358","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Isabelino Chaparro","Zardini 48606","1998","6","10","Paraguay",NA,"Mbaracayu Natural Reserve, administered by Fundación Moises Bertoni. Jejuí-Mí. Tall forest on red sandy soil.","-55.52805","-24.13305",NA,NA,NA,NA,NA,NA,NA,"Canindeyú",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","1142"
"2925","2008-05-27 22:02:00-03","MO","MOBOT","128448","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T.D. Pennington (K)<",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","Zardini 15322","1989","10","31","Paraguay",NA,"Parque Nacional Ybycu'í. Tall forest in Northwestern corner of Park.","-56.76666","-26.01666",NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"2","161"
"2926","2012-05-17 14:59:00-03","MO","MOBOT","128477","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","A. Schinini (CTES)",NA,NA,NA,"Elsa M. Zardini|Isabel Basualdo|Mirtha Ortiz","Zardini 2916","1987","9","10","Paraguay",NA,"Distrito Yuty. Desvio a Tres de Mayo. Compañia Capitindy. In forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caazapá",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"2","87-30"
"2927","2008-05-27 22:02:00-03","MO","MOBOT","128519","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 5028","1988","6","23","Paraguay",NA,"Parque Nacional Ybycuí. 1 km around administration area. In forest, up to 25 m tall.","-56.83333","-26.05",NA,NA,"150.00000000",NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"1","88-31"
"2928","2008-05-27 22:02:00-03","MO","MOBOT","1285420","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Isabelino Chaparro","Zardini 48833","1998","6","12","Paraguay",NA,"Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni. 1 km SE of Jejui Mi. Gallery forest on lakes on clay and on creek on black soil.","-55.52805","-24.13305",NA,NA,NA,NA,NA,NA,NA,"Canindeyú",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","1146"
"2929","2008-05-27 22:02:00-03","MO","MOBOT","128587","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|S. Velázquez","Zardini 15420","1989","10","31","Paraguay",NA,"Parque Nacional Ybycu'í. Gallery forest 5 kms North of Administration buildings.","-56.8","-26.05",NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"5","165"
"2930","2012-05-17 14:59:00-03","MO","MOBOT","128654","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini|Isabel Basualdo|Mirtha Ortiz","Zardini 3022","1987","9","10","Paraguay",NA,"Distrito Yuty. Desvio a Tres de Mayo. Compañia Capitindy. In forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caazapá",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","87-30"
"2931","2008-05-27 22:02:00-03","MO","MOBOT","128713","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","W. Palacios (QCNE)",NA,NA,NA,"Elsa M. Zardini|H. Velázquez","Zardini 27889","1991","6","22","Paraguay",NA,"National Park Ybycu'í, Northwestern corner of park, along Arroyo Mina. Gallery Forest.","-56.76666","-26.01666",NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","594"
"2932","2008-05-27 22:02:00-03","MO","MOBOT","128725","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 7210","1988","9","15","Paraguay",NA,"Parque Nacional Ybicu'í. Road to César Barrientos. On cerrado vegetación.","-56.83333","-26.05",NA,NA,"150.00000000",NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","88-93"
"2933","2008-05-27 22:02:00-03","MO","MOBOT","128780","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 5166","1988","6","25","Paraguay",NA,"Cerro Zanja Jhú, 1 km East of road from Route 1 to Atyra, 3 kms before Atyra. In gallery forest.","-57.15","-25.21666",NA,NA,NA,NA,NA,NA,NA,"Cordillera",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"2","88-35"
"2934","2008-05-27 22:02:00-03","MO","MOBOT","128792","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","Zardini 23804","1990","11","10","Paraguay",NA,"Arroyo Cambay. Gallery forest.","-55.91666","-25.41666",NA,NA,NA,NA,NA,NA,NA,"Caaguazú",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","457"
"2935","2008-05-27 22:02:00-03","MO","MOBOT","128811","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T.D. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","Zardini 15552","1989","10","31","Paraguay",NA,"National Park Ybicu'í. Gallery forest along tributary of Arroyo Minas, 4 kms North of Administration.","-56.8","-26.06666",NA,NA,"300.00000000",NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","171"
"2936","2008-05-27 22:02:00-03","MO","MOBOT","128853","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 7285","1988","9","15","Paraguay",NA,"Parque Nacional Ybicu'í. Road to César Barrientos. On cerrado vegetación.","-56.83333","-26.05",NA,NA,"150.00000000",NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"2","88-93"
"2937","2008-05-27 22:02:00-03","MO","MOBOT","128889","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini|C. Benítez","Zardini 3158","1987","9","30","Paraguay",NA,"Colonia 8 de diciembre, 12 kms al SE de Choré. Bosque. Transecta 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Pedro",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"3","87-37"
"2938","2008-05-27 22:02:00-03","MO","MOBOT","128978","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T.D. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","Zardini 15633","1989","10","31","Paraguay",NA,"National Park Ybicu'í. Gallery forest along tributary of Arroyo Minas, 4 kms North of Administration.","-56.8","-26.06666",NA,NA,"300.00000000",NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","171"
"2939","2008-05-27 22:02:00-03","MO","MOBOT","128983","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 7359","1988","9","22","Paraguay",NA,"Meseta Ybytú Silla, Serranía Tobatí. On forest.","-57.11666","-25.2",NA,NA,"250.00000000",NA,NA,NA,NA,"Cordillera",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"7","88-97"
"2940","2008-05-27 22:02:00-03","MO","MOBOT","129037","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T.D. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","Zardini 15661","1989","10","31","Paraguay",NA,"National Park Ybicu'í. Gallery forest along Arroyo Minas, 3 kms North of Administration.","-56.8","-26.06666",NA,NA,"300.00000000",NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","172"
"2941","2008-05-27 22:02:00-03","MO","MOBOT","129120","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 7428","1988","9","22","Paraguay",NA,"Meseta Ybytú Silla, Serranía Tobatí. On forest.","-57.11666","-25.2",NA,NA,"250.00000000",NA,NA,NA,NA,"Cordillera",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","88-97"
"2942","2008-05-27 22:02:00-03","MO","MOBOT","129132","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T.D. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","Zardini 15719","1989","10","31","Paraguay",NA,"National Park Ybicu'í. Trail to Arroyo Corrientes; tall forest.","-56.76666","-26.08333",NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","173"
"2943","2008-05-27 22:02:00-03","MO","MOBOT","129138","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","W. Palacios (QCNE)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","Zardini 28133","1991","6","27","Paraguay",NA,"Itá Ybaté. Cerrado forest.","-57.53333","-25.58333",NA,NA,NA,NA,NA,NA,NA,"Central",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","600"
"2944","2008-05-27 22:02:00-03","MO","MOBOT","129156","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|A. Salina","Zardini 26067","1991","2","8","Paraguay",NA,"Tobatí. Ybytú Silla mesa. Southern area. Forest on slopes.","-57.11666","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,"Cordillera",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"6","527"
"2945","2008-05-27 22:02:00-03","MO","MOBOT","129236","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","Zardini 21955","1990","7","7","Paraguay",NA,"Road Eusebio Ayala - Parque Nacional Vapor Cué. Arroyo Yakare'y. Gallery forest.","-56.83333","-25.5",NA,NA,NA,NA,NA,NA,NA,"Cordillera",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","381"
"2946","2008-05-27 22:02:00-03","MO","MOBOT","129267","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","Zardini 15776","1989","10","31","Paraguay",NA,"National Park Ybicu'í. Trail to Mirador; tall forest.","-56.83333","-26.08333",NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","174"
"2947","2008-05-27 22:02:00-03","MO","MOBOT","129403","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|S. Velázquez","Zardini 13761","1989","7","23","Paraguay",NA,"Cordillera de Ybytyruzú. Cerro Mymy, camino a Cerro Polilla. Forest.","-56.16666","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Guairá",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"4","128"
"2948","2008-05-27 22:02:00-03","MO","MOBOT","129406","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 35816","1993","5","25","Paraguay",NA,"1 km N of Villa Florida on Tebicuary River. Gallery forest.","-57.13333","-26.38333",NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"3","819"
"2949","2008-05-27 22:02:00-03","MO","MOBOT","129409","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","D. Brunner (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 7548","1988","10","21","Paraguay",NA,"Parque Nacional Ybycu'í. Tall forest near road to César Barrientos.","-56.83333","-26.05",NA,NA,NA,NA,NA,NA,NA,"Paraguarí",NA,NA,"South America",NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,"5","88-100"
