"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2020-02-08 10:08:34-03","NBC","NL-BOTANY","U 0007171","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Theresopolis",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200007171 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0007171","NL-U0007171","isotype","Stafleu FA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","74568 A",NA,NA,NA,NA,NA
"12","2020-02-08 10:08:34-03","NBC","NL-BOTANY","U.1769625","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Goeldi EA",NA,"1903","02","01","Southern America","Brazil",NA,NA,"East do rio.Therezopolis, Terra dos Orgaos.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769625 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769625","NL-U1769625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:08:34-03","NBC","NL-BOTANY","U.1769626","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Goeldi EA",NA,"1903","02","01","Southern America","Brazil",NA,NA,"East do rio.Therezopolis, Terra dos Orgaos.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769626 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769626","NL-U1769626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:08:34-03","NBC","NL-BOTANY","U.1769627","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Kuhlmann JG",NA,"1935","07","01","Southern America","Brazil",NA,NA,"Vicosa, Minas Gerais.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769627","NL-U1769627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:08:34-03","NBC","NL-BOTANY","U 0007172","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana glabra","Stafleu","Brade AC",NA,"1936","02","20","Southern America","Brazil",NA,NA,"Est. do Rio Itatiaya? Lote 15.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200007172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0007172","NL-U0007172","type","Stafleu FA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","74569 A","glabra",NA,NA,NA,NA
"16","2020-02-08 10:08:34-03","NBC","NL-BOTANY","U 0007172","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana glabra","Stafleu","Brade AC",NA,"1936","02","20","Southern America","Brazil",NA,NA,"Est. do Rio Itatiaya? Lote 15.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200007172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0007172","NL-U0007172","type","Stafleu FA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","74569 A","glabra",NA,NA,NA,NA
"17","2016-02-02 14:39:16-02","BGBM","B","B 10 0247903","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana var. glabra","Stafleu","A. C. Brade","15097","1936","02","20","Middle and South America","Brazil",NA,NA,"Est. do Rio Itatiaya, Lote 15, 800 m.",NA,NA,NA,"I.B.V. Jardim Botanico do Rio de Janeiro, Herbario No. 28219 <a href=http://herbarium.bgbm.org/object/B100247903 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100247903","B100247903","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"800","800",NA,NA,"var. glabra",NA,NA,NA,NA
"18","2016-02-02 14:39:16-02","BGBM","B","B 10 0247903","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana var. glabra","Stafleu","A. C. Brade","15097","1936","02","20","Middle and South America","Brazil",NA,NA,"Est. do Rio Itatiaya, Lote 15, 800 m.",NA,NA,NA,"I.B.V. Jardim Botanico do Rio de Janeiro, Herbario No. 28219 <a href=http://herbarium.bgbm.org/object/B100247903 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100247903","B100247903","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"800","800",NA,NA,"var. glabra",NA,NA,NA,NA
"19","2020-12-20 21:19:43-03","UFV","VIC","010998","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Silva, A.F.; Capellari, J.r. .L.","1355","1986","01","09",NA,"Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista, Mata da reserva.","-45.8800010681152","-23.1700000762939",NA,"Árvore de até 30 m, flores amarelo ouro, casca fina laranja, lenho creme, suber com placas grandes, escamoso.","VIC010998","VIC010998",NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:19:43-03","UFV","VIC","011009","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Silva, A.F.; Capellari, J.r. .L.","1366","1986","01","11",NA,"Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista, Mata da reserva.","-45.8800010681152","-23.1700000762939",NA,"Árvore de até 10 m, flores amarelo ouro.","VIC011009","VIC011009",NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:43:26-03","UNICAMP","UEC","152109","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Santos, MF; Serafim, H","239","2008","03","13",NA,"Brazil","Minas Gerais","Itambé do Mato Dentro","Distrito de Santana do Cipó, Mata do Cachoeirão.","-43.416667","-19.416667",NA,"Árvore, 16m. folhas discolores, flores amarelas. Material prensado em álcool.","UEC072643",NA,NA,"Shimizu, GH",NA,NA,"2008",NA,NA,"-43.416667","-19.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:43:26-03","UNICAMP","UEC","192533","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Baez, C; Fernandez, EP; Gomes, R; Verdi, M","1674","2018","05","17",NA,"Brazil","Rio de Janeiro","Valença","Parque Estadual da Serra da Concórdia. Estrada para Torres.","-43.781389","-22.364722",NA,"Árvore matriz n°; 121; CAP 102 cm; Folhas discolores. Frutos verde-amarelados. Altura: 16m. Habitat: Floresta Estacional Semidecidual em estágio avançado de regeneração. Solo predominantemente argiloso . Hábito/Forma de vida: Árvore.","UEC166407","UEC166407",NA,"Shimizu, GH",NA,NA,"2018","07","02","-43.781389","-22.364722","1035","1035",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:43:26-03","UNICAMP","UEC","25769","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Occhioni, P","8715","1979","01","18",NA,"Brazil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia",NA,NA,NA,"Árvore grande 15m, alt. flor amarela ornamental. Da mata.",NA,NA,NA,"Yamamoto, K",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:43:26-03","UNICAMP","UEC","54397","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Silva, AF; Capellari Jr, L","1355","1986","01","09",NA,"Brazil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista","-45.9375","-23.075",NA,"Árvore até 30m, flores amarelo-ouro, casca fina laranja, lenho creme, suber com placas grandes, escamoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:43:26-03","UNICAMP","UEC","54454","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Silva, AF; Capellari Jr, L","1366","1986","01","11",NA,"Brazil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.9375","-23.075",NA,"Árvore de até 10 metros de altura; flores amarelo-ouro.","UEC070304","UEC070304",NA,NA,NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-06 09:57:56-03","UFOP","OUPR","22054","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Serra de Petropólis",NA,NA,NA,"Mata. Árvore. Flores amarelas",NA,NA,NA,"Badini, J.",NA,NA,"1975","01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-06 09:57:56-03","UFOP","OUPR","22055","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Badini, J.","s.n.",NA,NA,NA,NA,"Indisponível",NA,NA,"Serra das Araras",NA,NA,NA,"Mata. Árvore. Flores amarelas",NA,NA,NA,"Badini, J.",NA,NA,"1975","01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-06 09:57:56-03","UFOP","OUPR","22056","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Badini, J.","s.n.",NA,NA,NA,NA,"Indisponível",NA,NA,"Rezende",NA,NA,NA,"Mata. Árvore. Flores amarelas",NA,NA,NA,"Badini, J.",NA,NA,"1975","01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-06 09:57:56-03","UFOP","OUPR","4437","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Lisboa, M.A.","s.n.","1975","02","01",NA,"Indisponível",NA,NA,"Serra do Itatiaia",NA,NA,NA,NA,NA,NA,NA,"Lisboa, M.A.",NA,NA,"1975","02","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-06 09:57:56-03","UFOP","OUPR","22053","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional do Itatiaia","-43.2075004577637","-22.9027996063232",NA,"Mata. Arvore. Flores amarelas",NA,NA,NA,"Badini, J.","57442","auto","1975","01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-18 10:58:53-03","UFRRJ","RBR","46332","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","C. Baez; E.P. Fernandez, R. Gomes, M. Verdi","1672","2018","05","17",NA,"Brasil","Rio de Janeiro","Valença","Estrada para as torres. Estrada para as torres. Parque Estadual da Serra da Concórdia","-43.782222","-22.364167",NA,NA,"RBR00046332","RBR00046332",NA,"G.H. Schimizu",NA,NA,"2018","07","02","43º46'56''W","22º21'51''S","1022","1022",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:47:40-03","MBM","MBM","409624","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Goeldi, E.A.","333","1903","02",NA,"Southern America","Brazil","Rio de Janeiro","Serra dos Órgãos",NA,NA,NA,NA,NA,"MBM409624","MBM409624","ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:47:40-03","MBM","MBM","60220","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Occhioni, P.","8674","1979","01","15","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"MBM060220","MBM060220",NA,"Occhioni, P.","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:47:40-03","MBM","MBM","60217","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Occhioni, P.","8715","1979","01","18","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, arredores","-44.5633010864258","-22.4960994720459",NA,NA,"MBM060217","MBM060217",NA,"Yamamoto, K.","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-10-03 05:51:00-03","MNHN","RECOLNAT_MNHN_P","P00733923","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Glaziou, A.",NA,"1874","2","12",NA,"brésil",NA,NA,"Theresopolis (Rio)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733923' target='other'> <mi>dwc_moreinfo</mi></a>","P00733923","P00733923_01","isolectotype","Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6872",NA,NA,NA
"36","2015-10-03 17:21:18-03","MNHN","RECOLNAT_MNHN_P","P00733924","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Glaziou, A.",NA,"1874","2","12",NA,"brésil",NA,NA,"Theresopolis (Rio)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733924' target='other'> <mi>dwc_moreinfo</mi></a>","P00733924","P00733924_01","isotype","Stafleu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6872",NA,NA,NA
"37","2015-10-03 05:51:11-03","MNHN","RECOLNAT_MNHN_P","P00733925","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Glaziou, A.",NA,"1874","2","12",NA,"brésil",NA,NA,"Theresopolis (Rio)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733925' target='other'> <mi>dwc_moreinfo</mi></a>","P00733925","P00733925_01","isotype","Stafleu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6872",NA,NA,NA
"38","2020-12-11 11:43:06-03","UFMG","BHCB","139328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Santos, MF; Serafim, H","513","2008","03","17","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","Distrito de Santana do Rio Preto (Cabeça de Boi), Terras de José Agostinho, na mata","-43.402056","-19.396361",NA,"Árvore, 22 m. Ramos esverdeados. Folha com face adaxial brilhante. Flores amarelas (coletadas do chão em 12/2007). Frutos imaturos verdes, pedicelo amarelo.; Árvore, 22m, ramos esverdeados, folha com face adaxial brilhante, flores ama","BHCB003997",NA,NA,NA,NA,NA,"2008",NA,NA,"-43.402056","-19.396361",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:43:06-03","UFMG","BHCB","141936","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Santos, MF; Serafim, H","239","2008","03","13","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","APA do Parque Nacional da Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi). Mata do Cachoeirão.","-43.432861","-19.431861",NA,"Árvore, 16m. Folhas discolores, flores amarelas. Material prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.432861","-19.431861",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:43:06-03","UFMG","BHCB","192041","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Braga, JMA","4535","1997","12","05","Southern America","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia.","-44.5633010864258","-22.4960994720459",NA,"Árvore, ca 18m alt, folhas discolores e cartáceas. Flores amarelas. Vários indivíduos observados em flor na paisagem.; Mata densa.","BHCB192041",NA,NA,NA,"19648","auto","2019","03","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-02-19 05:24:00-02","MO","MOBOT","100176144","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","José E. Meireles|F. Filardi","Meireles 569","2008","1","31","South America","Brazil","Rio de Janeiro",NA,"Friburgo. Macaé de Cima. Estrada para o Rio das Flores, antes do Hotel São João.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"42","2020-08-31 09:08:29-03","INPA","INPA","172290","S","Plantae","Dicotyledon Com-Clade","Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Silva, AF da","1366","1986","01","11","Southern America","Brasil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista","-54.933333","-23.066667",NA,NA,"INPA0172290",NA,NA,NA,NA,NA,NA,NA,NA,"-54.933333","-23.066667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-08-31 09:08:29-03","INPA","INPA","257081","S","Plantae","Dicotyledon Com-Clade","Myrtales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","Goeldi, EA","333","1903","02",NA,"Southern America","Brasil","Rio de Janeiro",NA,"Grupo Conquista de Ervas Medicinais-GCEM-STM, Serra dos Órgãos. Herb; Amaz. 333.","-54.45107","-2.26598",NA,NA,"INPA0257081","INPA0257081 INPA0257081_e",NA,"?",NA,NA,NA,NA,NA,"-54.45107","-2.26598",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","1123901","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","A. F. M. Glaziou","6872",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US00108826","US00108826_01","Type collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"45","2020-09-12 05:00:02-03","US","US","1040208","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","E. Goeldi","333","1903","2",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,"US01873872","US01873872_01 US01873872_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"46","2020-09-12 05:00:02-03","US","US","3686270","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","E. Goeldi","333","1903","2",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,"US01873871","US01873871_01 US01873871_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"47","2020-09-02 16:40:47-03","Cenargen","CEN","84271","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","schwackeana","Vochysia schwackeana","Warm.","E.A. Goeldl","333","1903","02","00",NA,"Brasil","RJ","RIO DE JANEIRO","Serra dos Órgãos","-43.2075004577637","-22.9027996063232","Exsicatas","ISOTYPUS. Herb. Amaz. 333. Doação RB 5733.","CEN00084271","CEN00084271","ISOTYPUS",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
