"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","phylum","order","scientificNameAuthorship","typeStatus","county","minimumElevationInMeters","maximumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"96","2021-03-01 16:26:53-03","UNICAMP","UEC","913","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Heringer, EP","12803","1973","06","15",NA,"Brazil",NA,NA,"Árvore com 5m de altura, flores com estamos numerosos, brancas; pétalas enroladas após a antese.; Solos Úmidos","UEC099010","Distrito Federal","Jardim Zoológico de Brasília, Nátiva do zoológico de Brasília.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Brasília",NA,NA,"UEC099010","-47.9296989440918","-15.7797002792358","Carvalho-Sobrinho, JG","70570","auto",NA,NA,"2004","09",NA,NA,NA,NA,NA
"97","2021-03-01 16:26:53-03","UNICAMP","UEC","916","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Heringer, EP","12808","1973","06","20",NA,"Brazil",NA,NA,"Árvore com 10m de altura, flores vitosas, com estamos brancos, pétalas brancas por dentro e marrom escuro por fora, visitadas por beija-flores.; Em cerrado.","UEC002303","Distrito Federal","Perto da pone norte do lago do Paranóa.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Brasília",NA,NA,"UEC002303","-47.9296989440918","-15.7797002792358","Carvalho-Sobrinho, JG","70570","auto",NA,NA,"2004","09",NA,NA,NA,NA,NA
"98","2021-03-01 16:26:53-03","UNICAMP","UEC","910","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Ratter, JA; et al.","R.3740","1976","10","08",NA,"Brazil",NA,NA,"Tree, 5m tall, 20cm in diameter at breask.. ??; Margem do rio, Floresta de Galeria.","UEC002297","Distrito Federal","Vargem Bonita, Fazenda Água Limpa - 18km SSW of Brasilia TV tower.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Brasília",NA,NA,"UEC002297","-47.9296989440918","-15.7797002792358",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:26:53-03","UNICAMP","UEC","93489","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Cavalcanti, TB; et al.","998","1991","10","11",NA,"Brazil",NA,NA,"Arbóreo.&nf;Frutos imaturos verdes, 4,5m de altura, frutos maduros paleaceos.; Campo sujo - próximo mata galerei - substrato areno-pedregoso.&nf;Relevo ondulado.&nf;900m alt.","UEC099007","Goiás","Estrada Nova Minaçu - Serra da Mesa. 24km do Asfalto.&nf;Área de influência direta.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Minaçu",NA,NA,"UEC099007","-48.2200012207031","-13.5331001281738","Carvalho-Sobrinho, JG","54065","auto",NA,NA,"2004","09",NA,NA,NA,NA,NA
"100","2021-03-01 16:26:53-03","UNICAMP","UEC","93563","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Silva, GP; et al.","1202","1992","07","08",NA,"Brazil",NA,NA,"Árvore de 8,5m - 15DAp.&nf;Filetes e estiletes brancos; cálice vináceo e avermelhado no ápice; pétalas internamente branca; internamente uma lateral branca; com centro dourado com tons degrade até o outro bordo; anters extramineas.; Cer","UEC099008","Goiás","6.7km ao sul da GO-237; a 2km da Serra da Fazenda ou RO fino, área de influência da UHE Serra da Mesa.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Niquelândia",NA,NA,"UEC099008","-48.4597015380859","-14.4738998413086","Carvalho-Sobrinho, JG","74171","auto",NA,NA,"2006","03",NA,NA,NA,NA,NA
"101","2021-03-01 16:26:53-03","UNICAMP","UEC","44625","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Oliveira Filho, AT","340","1985","06","26",NA,"Brazil",NA,NA,"Árvore ca. de 5m alt. Flores ferrugíneas.; Cerrado.",NA,"Mato Grosso","km 14 da rod. MT 305.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Cuiabá",NA,NA,NA,"-56.0966987609863","-15.5960998535156","Bocage, AL","74875","auto",NA,NA,"1995","08","20",NA,NA,NA,NA
"102","2021-03-01 16:26:53-03","UNICAMP","UEC","44625","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","?","340","1985","06","26",NA,"Brazil",NA,NA,"Árvore ca. 5m alt.&nf;Flores ferugíneas.; Cerrado.","UEC099006","Mato Grosso","km 14 Rod.-305.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Cuiabá",NA,NA,"UEC099006","-56.0966987609863","-15.5960998535156","Bocage, AL","74875","auto",NA,NA,"1995","08","20",NA,NA,NA,NA
"103","2021-03-01 16:26:53-03","UNICAMP","UEC","145852","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Furtado, E","s.n.",NA,NA,NA,NA,"Brazil",NA,NA,"Frutos na carpoteca.","UEC002300","Mato Grosso",NA,"Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Diamantino",NA,NA,"UEC002300","-56.4460983276367","-14.4085998535156","Carvalho-Sobrinho, JG","134442","auto",NA,NA,"2011","07","28",NA,NA,NA,NA
"104","2021-03-01 16:26:53-03","UNICAMP","UEC","123725","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Bortolotto, IM; et al.","B.569","1998","05","27",NA,"Brazil",NA,NA,"Árvore, cerca de3m; flor; fruto;; Mata no fundo do quintal.","UEC099004","Mato Grosso do Sul","Logradouro - Distrito de albuquerque.&nf;107alt.&nf;19º 23' 43''S ; 57º 23' 23''W.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Corumbá",NA,NA,"UEC099004","-57.6533012390137","-19.0091991424561","Carvalho-Sobrinho, JG","295160","auto",NA,NA,"2011","07","28",NA,NA,NA,NA
"105","2021-03-01 16:26:53-03","UNICAMP","UEC","102853","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Kinoshita, LS; Simões, AO; Forster, W","98272","1998","10","06",NA,"Brazil",NA,NA,"Árvore ca. 3 metros.; Campo Rupestre.","UEC099003","Minas Gerais","Fazenda Grão Mogol","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Carrancas",NA,NA,"UEC099003","-44.6425018310547","-21.4874992370605","Carvalho-Sobrinho, JG","21143","auto",NA,NA,"2004","09",NA,NA,NA,NA,NA
"106","2021-03-01 16:26:53-03","UNICAMP","UEC","135763","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Simões, AO; Jannini, AW","221","1998","08","16",NA,"Brazil",NA,NA,"Árvore, cerca de 8m, flores brancas, cálice vináceo, botões atro-purpúreos. Em beira de estrada.","UEC099001","Minas Gerais","Serra de bicas, propriedade do Sr. Toninho.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Carrancas",NA,NA,"UEC099001","-44.6425018310547","-21.4874992370605",NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:26:53-03","UNICAMP","UEC","953","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Rosário, CS","70","1978","06","12",NA,"Brazil",NA,NA,"Árvore de 5m de altura; frutos imaturos verdes. Campo de cerrado.","UEC099002","Pará","Ponto 8, folha 22 VD.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"São Félix Do Xingu",NA,NA,"UEC099002","-51.9949989318848","-6.64472007751465","Carvalho-Sobrinho, JG","354043","auto",NA,NA,"2004","09",NA,NA,NA,NA,NA
"108","2021-03-01 16:26:53-03","UNICAMP","UEC","87421","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Souza, VC; Miyagi, PH; Moncaio, E","6161","1994","06","03",NA,"Brazil",NA,NA,"Árvore ca. de 10m alt. SEm folhas. Cálice vinho -escuro; pétalas no botão negras; quando abertas alvas; filetes alvos.; Campo Rupestre;.","UEC136092","Paraná","Ca. de 6 km da divisa com o Estado de São Paulo.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Sengés",NA,NA,"UEC136092","-49.4636001586914","-24.1128005981445","Carvalho-Sobrinho, JG","55682","auto",NA,NA,"2015","12",NA,NA,NA,NA,NA
"109","2021-03-01 16:26:53-03","UNICAMP","UEC","108651","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Christianini, SR; Christianini, AC","726","1997","12","02",NA,"Brazil",NA,NA,"Árvore, 11m de altura, caule com fissura retangulares, folhas cartáceas.; Borda da mata;","UEC002298","São Paulo","Fazenda da Cia. Cervejaria Brahma.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Agudos",NA,NA,"UEC002298","-48.9799995422363","-22.4599990844727","Duarte, MC","52219","auto",NA,NA,"2006","05",NA,NA,NA,NA,NA
"110","2021-03-01 16:26:53-03","UNICAMP","UEC","75618","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Bernacci, LC; Andrade, PRP","10a","1994","09","06",NA,"Brazil",NA,NA,"Árvore ca. de 8-10m alt. Flores brancas, frutos com paina ferrugínea. Folhas coletadas a 10/11/1994","UEC136094","São Paulo","Parque do IAC. Av. Barão de Itapura","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Campinas",NA,NA,"UEC136094","-47.060001373291","-22.8999996185303","Carvalho-Sobrinho, JG","23900","auto",NA,NA,"2015","12",NA,NA,NA,NA,NA
"111","2021-03-01 16:26:53-03","UNICAMP","UEC","946","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Toledo, DV; Gianotti, E","5525","1977","07","13",NA,"Brazil",NA,NA,"Árvore de 7m; pétalas internamente branca e externamente marrom.","UEC002299","São Paulo","Estação Experimental de Itirapina.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Itirapina",NA,NA,"UEC002299","-47.8199996948242","-22.25","Carvalho-Sobrinho, JG","22843","auto",NA,NA,"2011","07","28",NA,NA,NA,NA
"112","2021-03-01 16:26:53-03","UNICAMP","UEC","88934","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Barreto, KD; et al.","01304","1993","09","23",NA,"Brazil",NA,NA,"Árvore, 2m alt.; borda de mata, frutificação, sadia, tronco suberoso, sem latex, flor ausente, fruto verde imaturo.; Cerrado.","UEC099005","São Paulo","Rodovia Washington Luiz.&nf;22º10' 9,3''S&nf;47º 47' 1,4'''W","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Itirapina",NA,NA,"UEC099005","-47.8199996948242","-22.25","Duarte, MC","22843","auto",NA,NA,"2006","09",NA,NA,NA,NA,NA
"113","2019-08-20 10:08:21-03","UNICAMP","UEC","068841","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Souza, WS; Britez, RM","25339","1987","07","13",NA,"Brazil",NA,NA,NA,"UEC002301","São Paulo","Área de Proteção ambiental.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Itu",NA,NA,"UEC002301","-47.2900009155273","-23.2600002288818",NA,"22309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:26:53-03","UNICAMP","UEC","171152","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Campos-Rocha, A","932","2012","07","24",NA,"Brazil",NA,NA,"Árvore, caduca, flores de pétalas (internamente), filete e estilete brancos, botões florais cinéreos, ca. 6m alt. Flores cálice verde-vináceo (com glândulas). Frutos ausentes.","UEC045578","São Paulo","Coletado em cultivo no Jardim Botânico Plantarum; canteiro C12. Originário do habitat natual em Frutal - MG.","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Nova Odessa",NA,NA,"UEC045578","-47.2900009155273","-22.7700004577637",NA,"8440","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:26:53-03","UNICAMP","UEC","109801","S","Plantae","Bombacaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Marcondes-Ferreira, W; Semir, J; Hind, DJN; et al.","1580","1997","11","06",NA,"Brazil",NA,NA,"Árvore até 6m, estéril, pecíolos avermelhados, ramos jovens glaucos.; Cerrado - campo rupestre, perto do Rio Grande.","UEC002302","São Paulo","Estreito","Magnoliopsida",NA,"(Mart. & Zucc.) A.Robyns",NA,"Pedregulho",NA,NA,"UEC002302","-47.4700012207031","-20.25",NA,"27552","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-02-23 17:02:14-03","UNEMAT","HERBAM","17760","S","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Da Silva, D.R.; Gallo, S.C.; Zortea, M. & Rocha-Filho, J.A.","189Ind.56","2017","07","01",NA,"Brasil",NA,NA,NA,"HERBAM017760","Mato Grosso","RPPN Mirante da Serra, ALF-3, subplot 13, Floresta Estacional Decidual Submontana sobre afloramento rochoso.",NA,NA,"(Mart. & Zucc.) A. Robyns",NA,"Novo Mundo","340","340",NA,"-55.916389","-9.586694","D.R. da Silva",NA,NA,"-55.916389","-9.586694","2017","07","01",NA,NA,NA,NA
"117","2019-02-25 15:54:55-03","UNEMAT","HERBAM","8839","S","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Soares, C.R.A.; Melo, J.A.M.; Cabral, F.F.; Silva, M.S.; Silvino, L.; Benetti, E. & Jochims, A.L","6983Castan",NA,NA,NA,NA,"Brasil",NA,NA,NA,"HERBAM008839","Mato Grosso",NA,NA,NA,"(Mart. & Zucc.) A. Robyns",NA,"Paranaíta",NA,NA,NA,"-56.4766998291016","-9.664719581604",NA,"84156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-02-25 16:27:46-03","UNEMAT","HERBAM","18001","S","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Zanzini, L.P.","453","2017","07","27",NA,"Brasil",NA,NA,NA,"HERBAM018001","Mato Grosso","UHE São Manoel - Reservatório UTM(0545031/8977040)",NA,NA,"(Mart. & Zucc.) A. Robyns",NA,"Paranaíta","176","176",NA,"-56.4766998291016","-9.664719581604","Koch, AK","84156","auto",NA,NA,"2017","09","01",NA,NA,NA,NA
"119","2019-02-21 19:34:18-03","UNEMAT","HERBAM","0966","S","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Henicka, G.S.; Nascimento, J.; Pilger, J.M.; Taques, A.C. & Piva, J.H.","110","2007","09","15",NA,"Brasil",NA,NA,NA,"HERBAM000966","Mato Grosso","Parque Estadual Cristalino, Afloramento rochoso.",NA,NA,"(Mart. & Zucc.) A. Robyns",NA,"Novo Mundo",NA,NA,NA,"-55.916111","-9.578889","Sasaki, D",NA,NA,"-55.916111","-9.578889","2007","11",NA,NA,NA,NA,NA
"120","2019-02-23 11:30:18-03","UNEMAT","HERBAM","9661","S","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Soares-Lopes, C R A; Macedo, D.G.","CL 567619","2014","06","09",NA,"Brasil",NA,NA,NA,"HERBAM009661","Mato Grosso","PCH Cabeça-de-boi, área B2, margem esquerda, Floresta ombrófila.",NA,NA,"(Mart. & Zucc.) A. Robyns",NA,"Alta Floresta",NA,NA,NA,"-8855.33333","50.298889","P. Assunção",NA,NA,"-8855.33333","50.298889","2014","06","09",NA,NA,NA,NA
"121","2020-04-27 16:10:27-03","UFES","VIES","5765","S","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Pereira, O.J.; Vinha, P.C. & Gomes, J.M.L.","2358","1991","08","21",NA,"Brasil",NA,NA,NA,"VIES005765","Espírito Santo",NA,NA,NA,"(Mart.) A.Robyns",NA,"Cariacica",NA,NA,"VIES005765","-40.4199981689453","-20.2639007568359","Ferreira, C.D.M.","18507","auto",NA,NA,"2016","09","27",NA,NA,NA,NA
"122","2020-04-27 16:10:27-03","UFES","VIES","39913","S","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Gomes, J.M.L.","3794","2010","07","15",NA,"Brasil",NA,NA,NA,"VIES039913","Espírito Santo","Flora de Goytacazes.",NA,NA,"(Mart.) A.Robyns",NA,"Linhares",NA,NA,"VIES039913","-40.0722007751465","-19.3910999298096",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-08-16 08:39:58-03","UTFPR","HCF","9066","S","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","M.G. Caxambu","3251","2010","08","03",NA,"Brasil",NA,NA,"árvore ca. 10 m, heliófita. Flores alvas, com filetes alvos.",NA,"TO","APA do Jalapão - Saída para São Félix",NA,NA,"(Mart. & Zucc.) A. Robyns",NA,"Mateiros","512","512",NA,"-46.430111","-10.541972","M.G. Caxambu",NA,NA,"46°25'48,4 W","10°32'31,1 S","2010","09","13",NA,NA,NA,NA
"124","2020-06-29 09:30:54-03","UFRRJ","RBR","3321","S","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","I. Silva","141","1981","08","13",NA,"Brasil",NA,NA,NA,"RBR00003321","Tocantins","Parque Indígena do Araguaia, Aldeia de Santa Isabel.",NA,NA,"(Mart.) A.Robyns",NA,"Ilha do Bananal",NA,NA,NA,NA,NA,"C.D.M. Ferreira",NA,NA,NA,NA,"2015","10","20",NA,NA,NA,NA
"125","2021-03-21 19:36:49-03","UFC","EAC","47764","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Farias, R.R.; et al.","s.n.","2010","07","13","Southern America","Brasil",NA,NA,"Árvore; flor bicolor (estames brancos).; Mata","EAC0047764","Piauí","Chupeiro., Substrato arenoso.","Dicotyledon",NA,"(Mart. & Zucc.) A. Robyns",NA,"Pavussu",NA,NA,"EAC0047764","-43.2224998474121","-7.96582984924316","Carvalho-Sobrinho, J.G.","44290","auto",NA,NA,"2015","12",NA,NA,NA,NA,NA
"126","2021-03-21 19:36:49-03","UFC","EAC","47765","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Farias, R.R.; et al.","s.n.","2010","04","21","Southern America","Brasil",NA,NA,"Árvore.; Mata","EAC0047765","Piauí","Chupeiro., Substrato arenoso.","Dicotyledon",NA,"(Mart. & Zucc.) A. Robyns",NA,"Pavussu",NA,NA,"EAC0047765","-43.2224998474121","-7.96582984924316","Carvalho-Sobrinho, J.G.","44290","auto",NA,NA,"2015","12",NA,NA,NA,NA,NA
"127","2020-12-21 16:33:33-03","MBM","MBM","389697","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Perret, L.","29","2012","07","10","Southern America","Brazil",NA,NA,NA,"MBM389697","Paraná","UHE Mauá",NA,NA,"(Mart. & Zucc.) A. Robyns",NA,"Telêmaco Borba","520","750","MBM389697","-50.706944","-24.100556","Selusniaki, M.",NA,NA,"-50.706944","-24.100556","2012","07","10",NA,NA,NA,NA
"128","2020-12-21 16:33:33-03","MBM","MBM","387407","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Michelon, C.","1440","2012","07","03","Southern America","Brazil",NA,NA,"Árvore decídua, flores brancas.","MBM387407","Paraná","UHE Mauá",NA,NA,"(Mart. & Zucc.) A. Robyns",NA,"Telêmaco Borba","520","750","MBM387407","-50.706944","-24.100556","Michelon, C.",NA,NA,"-50.706944","-24.100556",NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:33:33-03","MBM","MBM","403050","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Engels, M.E.; Barrim, S.; Barrim, S.","4047","2015","09","11","Southern America","Brazil",NA,NA,"Árvore, ca. 3m. Folhas ausentes no pecíolo de floração e frutificação. Flor com corola alva na face adaxial e alvo rosada na abaxial. Estames alvos. Anteras castanhas claras. Frutos jovens cilíndricos, verdes.; Floresta do Planalto","MBM403050","Mato Grosso","Resgate da Flora da UHE Colíder, Estrada de acesso à UHE Colíder",NA,NA,"(Mart. & Zucc.) A. Robyns",NA,"Nova Canaã do Norte","390","390","MBM403050","-55.791111","-10.890833","Engels, M.E.",NA,NA,"-55.791111","-10.890833","2015","09","11",NA,NA,NA,NA
"130","2020-12-21 16:33:33-03","MBM","MBM","187107","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Amorim, A.M.; et al.; et al.","572","1992","07","12","Southern America","Brazil",NA,NA,NA,"MBM187107","Bahia","Estrada para Brasília, Rod. BR-242",NA,NA,"(Mart. ex Zucc.) A. Robyns",NA,"Barreiras",NA,NA,"MBM187107","-44.9900016784668","-12.1527996063232","Kallunki, J.","152720","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:33:33-03","MBM","MBM","60707","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Hatschbach, G.","40141","1977","07","27","Southern America","Brazil",NA,NA,"Árvore típica de cerrado, desfolhada no inverno. Flor alva.","MBM060707","Goiás","Caiapônia, 5 Km O",NA,NA,"(Mart. ex Zucc.) A. Robyns",NA,"Caiapônia",NA,NA,"MBM060707","-51.8102989196777","-16.9566993713379","Hatschbach, G.","77016","auto",NA,NA,"1977","08",NA,NA,NA,NA,NA
"132","2020-12-21 16:33:33-03","MBM","MBM","263354","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Furtado, E.","51","2001","12","02","Southern America","Brazil",NA,NA,NA,"MBM263354","Mato Grosso","Fazenda São João",NA,NA,"(Mart. ex Zucc.) A. Robyns",NA,"Diamantino",NA,NA,"MBM263354 MBM263354_1","-56.4460983276367","-14.4085998535156","Carvalho Sobrinho, J.C.","134442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:33:33-03","MBM","MBM","274415","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Ceccantini, G.; Fernandez, M.H.; Fernandez, M.H.","1526","2000","07","05","Southern America","Brazil",NA,NA,"= 263273","MBM274415","Mato Grosso","Fazenda Santa Elina",NA,NA,"(Mart. ex Zucc.) A. Robyns",NA,"Jangada",NA,NA,"MBM274415","-56.489200592041","-15.2356004714966","Carvalho Sobrinho, J.C.","33259","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:33:33-03","MBM","MBM","290873","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76696","2003","10","23","Southern America","Brazil",NA,NA,"Árvore, 5m, flor alvacenta. Floresta de solo rochoso","MBM290873","Mato Grosso do Sul","Rodovia Ponta Porã a Bela Vista, descida para Campestre",NA,NA,"(Mart. ex Zucc.) A. Robyns",NA,"Antônio João",NA,NA,"MBM290873","-55.9474983215332","-22.1910991668701","Carvalho-Sobrinho, J.G. de","38814","auto",NA,NA,"2004","09",NA,NA,NA,NA,NA
"135","2020-12-21 16:33:33-03","MBM","MBM","224770","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Pott, A.; et al.; et al.","6685","1994","02","27","Southern America","Brazil",NA,NA,NA,"MBM224770","Mato Grosso do Sul","Distrito de Silviolândia",NA,NA,"(Mart. ex Zucc.) A. Robyns",NA,"Coxim",NA,NA,"MBM224770","-54.7599983215332","-18.5067005157471","Cf.","102528","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:33:33-03","MBM","MBM","145690","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Teixeira; et al.; et al.","172","1983","06","11","Southern America","Brazil",NA,NA,NA,"MBM145690","Minas Gerais","Jaíba",NA,NA,"(Mart. ex Zucc.) A. Robyns",NA,"Jaíba",NA,NA,"MBM145690","-43.6744003295898","-15.3382997512817","Carvalho","47016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:33:33-03","MBM","MBM","402721","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Engels, M.E.","3515","2015","08","11","Southern America","Brazil",NA,NA,"Arbórea ca. 6m. Sem folhas durante a floração. flores com pétalas e sépalas alvas com face abaxial avermelhada clara. Estames alvos.; Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado. Em mata","MBM402721","Mato Grosso","Resgate da Flora da UHE Colíder, Lote G de supressão",NA,NA,"(Mart. & Zucc.) A. Robyns",NA,"Itaúba","266","266","MBM402721","-55.390833","-11.015278","Engels, M.E.",NA,NA,"-55.390833","-11.015278","2015","08","11",NA,NA,NA,NA
"138","2020-12-21 16:33:33-03","MBM","MBM","414557","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Pott, V.J.; Araújo, R.C.T.R.; Araújo, R.C.T.R.","5635","2002","08","01","Southern America","Brazil",NA,NA,"Árvore 6-7m de altura. Ocasional. Flor: branca.&nf;Obs.: Pétalas lado externo ferruginoso, sendo uma borda de cor esbranquiçada; filetes senescentes de cor rosa; anteras enroladas marrons de bordo ocre esbranquiçado; cálice verde e fru","MBM414557","Mato Grosso do Sul","Embrapa Gado de Corte, Cerca de 1Km da guarita da entrada.",NA,NA,"(Mart. ex Zucc.) A. Robyns",NA,"Campo Grande",NA,NA,NA,"-54.720028","-20.443944",NA,NA,NA,"-54.720028","-20.443944",NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:33:33-03","MBM","MBM","145691","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Teixeira; et al.; et al.","278","1984","08","18","Southern America","Brazil",NA,NA,NA,"MBM145691","Minas Gerais","Laje do Transexto",NA,NA,"(Mart. ex Zucc.) A. Robyns",NA,"Jaíba",NA,NA,"MBM145691","-43.6744003295898","-15.3382997512817","Pedralli, G.","47016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:33:33-03","MBM","MBM","263273","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Ceccantini, G.; Fernandez, M.H.; Fernandez, M.H.","1526","2000","07","05","Southern America","Brazil",NA,NA,"= 274415","MBM263273","Mato Grosso","Fazenda Santa Elina",NA,NA,"(Mart. ex Zucc.) A. Robyns",NA,"Jangada",NA,NA,"MBM263273","-56.489200592041","-15.2356004714966","Carvalho Sobrinho, J.G.","33259","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
