"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"119","2015-07-02 14:03:45-03","JBP","HPL","8550","S","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","V.C. Souza, H. Lorenzi et al.","29897","2004","04","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"V.C. Souza","BA","Feira de Santana","Coletado ca. 15km de Salvador; em área perturbada. S 12° 52' 11,7; W 38° 25' 26 (100m.s.m.)","-38.9667","-12.2667",NA,NA,"46325","auto","2004","04","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2015-07-02 14:03:45-03","JBP","HPL","3762","S","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","H. Lorenzi","2265","2000","03","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","V.C. Souza","PE","Igarassu","Coletada na Usina São José, em beira de lavoura de cana.","-34.9064","-7.83417",NA,NA,"24709","auto","2012","07","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-02-15 11:50:39-02","IPA","IPA","75707","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Sobrinho, J.S.","334","1966","08","26","Southern America","Brasil",NA,NA,"Arbusto . Flores lilases pequenissimas, não é apreciada pelos animais.","IPA0075707","Plantae",NA,"Benth.",NA,"Ceará","Santana do Cariri","Pé da Serra do Araripe","-39.7369003295898","-7.18833017349243",NA,NA,"25041","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-02-15 11:50:39-02","IPA","IPA","23763","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Harley, R.M.","17440","1974","03","26","Southern America","Brasil",NA,NA,"Herb to 40cm. Corolla blue.; Disturbed restinga, riverside pasture and roadsides. Alt Sea level.","IPA0023763","Plantae",NA,"Benth.","Philcox, D.","Bahia",NA,"Coastal Zone. Belmonte, on SW outskirts of town.","-38.883333","-15.866667",NA,NA,NA,NA,NA,NA,NA,"-38.883333","-15.866667",NA,NA,NA,NA,NA,NA,NA
"123","2019-02-15 11:50:39-02","IPA","IPA","44091","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Harley, R.M.; et al.; et al.","22316","1980","05","21","Southern America","Brasil",NA,NA,"Viscid herb to 40cm. Leaves dark green rugose, pale greyish green beneath. Calyx pale green, tinged purple. Corolla with greenish white tube and upper lobes, lower lip bright purple with cream blaze at throat.; Open grassy slopes with","IPA0044091","Plantae",NA,"Benth.","Philcox, D.","Bahia","Palmeiras","Serra dos Lençois, lower slopes of Morro do Pai Inácio, ca. 14,5 km NW of Lençóis just N of the main Seabra-Itaberaba road.","-41.466667","-12.45",NA,NA,NA,NA,"1980",NA,NA,"-41.466667","-12.45","700","1000",NA,NA,NA,NA,NA
"124","2019-02-15 11:50:39-02","IPA","IPA","44098","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Harley, R.M.; et al.; et al.","21239","1980","04","11","Southern America","Brasil",NA,NA,"Herb to 80cm. Leaves mid-green. Corolla blue with pale base to lower lip.; Sandstone rocks with scrub & dense low woodland on undisturbed summit.","IPA0044098","Plantae",NA,"Benth.","Philcox, D.","Bahia",NA,"Serra Geral de Caitité, 1,5 km S of Brejinhos das Ametistas.","-42.483333","-14.15",NA,NA,NA,NA,"1980",NA,NA,"-42.483333","-14.15","900","900",NA,NA,NA,NA,NA
"125","2019-02-15 11:50:39-02","IPA","IPA","44117","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Harley, R.M.; et al.; et al.","19910","1977","03","24","Southern America","Brasil",NA,NA,"Herb to ca. 50cm. Leaves rugose, dark green above, paler beneath. Sepals reddish-tinged. Corolla blue-purple with whitish tube.; Sandstone rock outcrops with small area of disturbed marsh at base, and nearby river with lush vegetation","IPA0044117","Plantae",NA,"Benth.","Philcox, D.","Bahia",NA,"Serra do Rio de Contas, ca. 1km south of small town of Mato Grosso on the road to Vila do Rio de Contas.","-41.816667","-13.483333",NA,NA,NA,NA,"1977",NA,NA,"-41.816667","-13.483333","1200","1200",NA,NA,NA,NA,NA
"126","2019-02-15 11:50:39-02","IPA","IPA","4884","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Pickel, B.","927","1925","05",NA,"Southern America","Brasil",NA,NA,"Flores azuladas.","IPA0004884","Plantae",NA,"Benth.","Mildbraed","Pernambuco","Tapera","São Bento, beira do caminho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-02-15 11:50:39-02","IPA","IPA","54791","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Agra, M.F.; Rocha, E.A.; Locatelli, E.; Rocha, E.A.; Locatelli, E.","1983","1993","04","16","Southern America","Brasil",NA,NA,"Arbusto; flores azuis.","IPA0054791","Plantae",NA,"Benth.","Rita Pereira","Paraíba",NA,"Pico do Jabre, Serra de Teixeira.",NA,NA,NA,NA,NA,NA,"1994","11",NA,NA,NA,"800","1000",NA,NA,NA,NA,NA
"128","2019-02-15 11:50:39-02","IPA","IPA","70197","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Bocage, A.; Rita Pereira; Costa; Silva, M.B.; Rita Pereira; Costa; Silva, M.B.","1123","2005","11","24","Southern America","Brasil",NA,NA,"Erva, flor roxa.","IPA0070197","Plantae",NA,"Benth.","Cano, O.; Cavalcanti, M.F.","Pernambuco","Buíque","Trilha da Cachoeira","-37.1557998657227","-8.62306022644043",NA,NA,"38964","auto","2006","06","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-02-15 11:50:39-02","IPA","IPA","69780","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Costa; Silva, M.B.; Valdivino, J.; Valdivino, J.","2846","2005",NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0069780","Plantae",NA,"Benth.","Gallindo, F.","Pernambuco","Nazaré da Mata","Mata de Alcaparra","-35.2277984619141","-7.74167013168335",NA,NA,"9456","auto","2010","05","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-02-15 11:50:39-02","IPA","IPA","66134","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Cano, O.","4","2003","11","07","Southern America","Brasil",NA,NA,"Erva.","IPA0066134","Plantae",NA,"Benth.","Cano, O.","Pernambuco","Bonito","Alto da Igrejinha, na subida antes da Igreja, estrada de terra. Alt.: entre 600 - 740 m no lajeiro. Ambiente de campo rupestre.","-35.7285995483398","-8.47027969360352",NA,NA,"20932","auto","2004","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-02-15 11:50:39-02","IPA","IPA","66245","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Rocha, T.","s.n.","2003","11","08","Southern America","Brasil",NA,NA,"Flores violetas.","IPA0066245","Plantae",NA,"Benth.","Oliveira, M.","Pernambuco","Bonito","Alto de Bonito, subida para a igrejinha. 700 m alt.","-35.7285995483398","-8.47027969360352",NA,NA,"20932","auto","2017","12","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-02-15 11:50:39-02","IPA","IPA","26225","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Andrade-Lima","71-6716","1971","09","10","Southern America","Brasil",NA,NA,"Flor roxo-claro.","IPA0026225","Plantae",NA,"Benth.","Rita Pereira","Pernambuco","Caruaru","Fazenda Caruaru, área de cultivo abandonada.","-35.9761009216309","-8.28332996368408",NA,NA,"35136","auto","1982","04","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:50:39-02","IPA","IPA","31423","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Fotius, G.","3251","1982","12","21","Southern America","Brasil",NA,NA,"Erva mais ou menos lenhosa, 1,0 - 1,80m de altura, mais ou menos glutinosa. Parece 3 pétals só, coliculos castanho. Flor azul com centro branco, odor fraco. Fenologia: f1 - fr.","IPA0031423","Plantae",NA,"Benth.","Fotius, G.","Pernambuco","Petrolina","CODEVASF, baixada úmida, perto do canal de irrigação.","-40.5008010864258","-9.39861011505127",NA,NA,"90462","auto","1983","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-02-15 11:50:39-02","IPA","IPA","89336","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Randau, K.","s.n.","2014","08","28","Southern America","Brasil",NA,NA,"Erva roxa.","IPA0089336","Plantae",NA,"Benth.","Cano, O.","Pernambuco","Recife","Campus da UFPE, Laboratório de farmacognosia, horta.","-34.8810997009277","-8.05389022827148",NA,NA,"18865","auto","2014","10","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-07-26 11:41:21-03","IPA","IPA","50604","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Coelho, P.","50604","1986","11",NA,"Southern America","Brasil",NA,NA,NA,"IPA0050604","Plantae",NA,"Benth.","Rita Pereira","Pernambuco","Recife","Dois Irmãos, campus da UFRPE.","-34.8810997009277","-8.05389022827148",NA,NA,"18865","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-02-15 11:50:39-02","IPA","IPA","44097","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Harley, R.M.; et al.; et al.","21406","1980","04","16","Southern America","Brasil",NA,NA,"Herb to 80cm with pale green leaves. Calyx pale green. Corolla with pale tube & bright blue lower lip, upper lip pale.; Caatinga with low deciduos woodland & marsh by roadside.","IPA0044097","Plantae",NA,"Benth.","Philcox, D.","Bahia",NA,"basin of the upper São Francisco River, ca. 28km SE of Bom Jesus da Lapa, on the Caitité road.","-43.216667","-13.383333",NA,NA,NA,NA,"1980",NA,NA,"-43.216667","-13.383333","500","500",NA,NA,NA,NA,NA
"137","2019-02-15 11:50:39-02","IPA","IPA","80760","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Leite, M.S.","221","2006","09","25","Southern America","Brasil",NA,NA,"Erva ramificada ca. 1,2m de altura. Indivíduo próximo as Moitas de Monocotiledôneas. Plena floração. Flores diminutas de coloração azul escura de odor intenso.; Afloramento rochoso.","IPA0080760","Plantae",NA,"Benth.","Leite, M.S.","Pernambuco","Maraial","Engenho Curtume, Pedra do Uruçu.","-35.840833","-8.796667",NA,NA,NA,NA,"2007","02","23","-35.840833","-8.796667","451","451",NA,NA,NA,NA,NA
"138","2019-02-15 11:50:39-02","IPA","IPA","83643","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Leite, M.S.","340","2007","04","28","Southern America","Brasil",NA,NA,"Subarbusto muito ramificado ca. 1,5m de altura. Muitos exemplares. Indivíduos em início de floração. Flores axilares de coloração azul-brilhante, sem odor.; Vegetação degradada do entorno da Pedra do Uruçu. Em solo argiloso na beira d","IPA0083643","Plantae",NA,"Benth.","Leite, M.S.","Pernambuco","Maraial","Pedra do Uruçu, Engenho Curtume.","-35.839889","-8.804361",NA,NA,NA,NA,"2007","04","28","-35.839889","-8.804361","245","245",NA,NA,NA,NA,NA
"139","2019-02-15 11:50:39-02","IPA","IPA","66140","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Cavalcanti, M.F.","54","2002","01","06","Southern America","Brasil",NA,NA,"ERva ca. 30cm. Capítulos com flores azuladas.","IPA0066140","Plantae",NA,"Benth.","Cavalcanti, M.F.","Pernambuco","Bom Jardim","Sítio Alto Bom Jardim, próximo da residência. Planta invasora.","-35.5872001647949","-7.79582977294922",NA,NA,"14562","auto","2003","06","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-02-15 11:50:39-02","IPA","IPA","4886","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Pickel, B.","442","1923","10",NA,"Southern America","Brasil",NA,NA,NA,"IPA0004886","Plantae",NA,"Benth.",NA,"Pernambuco","Olinda","beira do caminho.","-34.8553009033203","-8.00889015197754",NA,NA,"7110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-07-26 11:41:21-03","IPA","IPA","39","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Vasconcellos Sobrinho","39","1936","04","18","Southern America","Brasil",NA,NA,"Medicinal; chá para tosse. Utilizado para apanhar cisco em casas onde há pulgas.","IPA0000039","Plantae",NA,"Benth.","Vasconcellos Sobrinho","Pernambuco","Recife","Parque do I.P.A","-34.8810997009277","-8.05389022827148",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-02-15 11:50:39-02","IPA","IPA","66333","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Cano, O.; et al.; et al.","04","2003","11","07","Southern America","Brasil",NA,NA,"Erva.; Ambiente de campo rupestre.","IPA0066333","Plantae",NA,"Benth.","Cano, O.","Pernambuco","Bonito","na subida, antes da igrejinha, estrada de terra vermelha.","-35.7285995483398","-8.47027969360352",NA,NA,"20932","auto","2004","04","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-02-15 11:50:39-02","IPA","IPA","22441","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Medeiros-Costa; Andrade-Lima; Andrade-Lima","162","1978","01","11","Southern America","Brasil",NA,NA,"Erva pequena, de flores azuladas, em local aberto.","IPA0022441","Plantae",NA,"Benth.","Giulietti, A.M.","Pernambuco","Cabo de Santo Agostinho","Suape, área do Projeto Suape, ponta das pedras pretas. Mata.","-35.0349998474121","-8.28666973114014",NA,NA,"25282","auto","1988","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-02-15 11:50:39-02","IPA","IPA","48431","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Lima, V.C.","11","1985","12","03","Southern America","Brasil",NA,NA,"ERva ca. 30cm de altura.; Capoeira devastada.","IPA0048431","Plantae",NA,"Benth.","Lima, V.C.","Pernambuco","Correntes","Fazenda do Ministério da Agricultura, na vazante.","-36.3302993774414","-9.12889003753662",NA,NA,"15594","auto","1986","03","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-07-26 11:41:21-03","IPA","IPA","63103","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Lima, V.C.; Ferreira, C.; Ferreira, C.","FRC-104","2003","05","08","Southern America","Brasil",NA,NA,"NV.: Meladinha. Erva com ca. De 40 a 60 cm de altu Flores lilases claras com estrias mais escuras.","IPA0063103","Plantae",NA,"Benth.","Oliveira, M.","Pernambuco","Moreno","Reserva Ecológica de Carnijó. No final da Trilha da Mãe Lua.","-35.0922012329102","-8.11861038208008",NA,NA,"15458","auto","2017","12","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-02-15 11:50:39-02","IPA","IPA","48658","S","Plantae","Scrophulariaceae","Stemodia","foliosa","Stemodia foliosa","Lima, V.C.; Gallindo, F.; Gallindo, F.","181","1986","04","15","Southern America","Brasil",NA,NA,"Subarbusto ca. 1m de altura. Flores alvas (totalmente).; Solo argiloso com piçarro.","IPA0048658","Plantae",NA,"Benth.","Giulietti, A.M.","Pernambuco","Triunfo","estrada Triunfo-Serra Talhada. Localidade Mata Redonda.","-38.1016998291016","-7.83805990219116",NA,NA,"14606","auto","1988","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:47:08-03","UFMS","CGMS","62301","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","V.J. Pott; A. Pott","5507","2002","05","25",NA,"Brasil",NA,NA,"Flor lilás. Odor de hortelã; mácula esbranquiçada na base das 3 pétalas inferiores. Habitat: Borda de lagoa, campo inundável. Solo areno-argiloso. Relevo plano deprimido. Habito: Erva 1,00 m de altura. Freqüente.","CGMS1095297",NA,NA,"Benth.","V.C. Souza","Mato Grosso do Sul","Campo Grande","Lagoa Itatiaia.","-54.5769445","-20.48",NA,NA,NA,NA,"2017","08","21","-54,5769445","-20,48","500","500",NA,NA,NA,NA,NA
"148","2021-04-07 11:47:08-03","UFMS","CGMS","37932","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","A. Pott; H. Ferreira; E.C. Arruda","9496","2001","09","21",NA,"Brasil",NA,NA,"Flor arroxeada. Próximo ao ponto MQFS-1. Ruderal. Duplicata CPAP, CEN. Habitat: Vegetação secundária, ex-floresta de vale, não inundável. Solo siltoso. Relevo quase plano. Habito: Erva subereta, semiescandente. Mancha ocasional. 1,00","CGMS1067346",NA,NA,"Benth.","A.V. Scatigna","Mato Grosso","Poconé","Moquém, Reserva Acurizal (Ecotropica), Serra do Amolar, borda oeste do Pantanal.","-57.5","-17.8666667",NA,NA,NA,NA,"2017","06","03","-57,5","-17,8666667","110","110",NA,NA,NA,NA,NA
"149","2021-04-07 11:47:08-03","UFMS","CGMS","49265","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","G. Hatschbach; V.J. Pott; J.M. Silva","60925","1994","06","11",NA,"Brasil",NA,NA,"Flor lilás. Odorífera. Habitat: Campo inudável do pantanal. Habito: Sublenhosa. 0,70m de altura.","CGMS1079182",NA,NA,"Benth.","A.V. Scatigna","Mato Grosso do Sul","Corumbá","Fazenda Cáceres.","-57.6533012390137","-19.0091991424561",NA,NA,"295160","auto","2017","06","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-27 13:51:43-03","UFS","ASE","11598","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Barreto, VL","ASE11598","1993","08","16","Southern America","Brasil",NA,NA,"Erva de mais ou menos 1 m, flores lilases.; Erva de mais ou menos 1 m, flores lilases.; Tabuleiro arenoso.","ASE0020471","Magnoliophyta",NA,"Benth.",NA,"Sergipe","São Cristóvão","Campus","-37.206389","-11.014722","ASE0020471",NA,NA,NA,NA,NA,NA,"-37.206389","-11.014722","47","47",NA,NA,NA,NA,NA
"151","2019-11-27 13:51:43-03","UFS","ASE","13214","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Santos, CS","62","2008","02","10","Southern America","Brasil",NA,NA,"Erva com flores lilases.; Erva com flores lilases.","ASE0021018","Magnoliophyta",NA,"Benth.","Silva, ACC","Sergipe","Lagarto","Povoado Colônia 13","-37.65","-10.918056","ASE0021018",NA,NA,NA,"2013","03","07","-37.65","-10.918056",NA,NA,NA,NA,NA,NA,NA
"152","2019-11-27 13:51:43-03","UFS","ASE","14079","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Costa, SM","337","2008","03","08","Southern America","Brasil",NA,NA,"Erva. Flores com pétalas lilás.; Erva. Flores com pétalas lilás.; Campos graminosos.","ASE0025069","Magnoliophyta",NA,"Benth.","Silva, ACC","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Serra Comprida.","-37.315","-10.758056","ASE0025069",NA,NA,NA,"2013","03","07","-37.315","-10.758056",NA,NA,NA,NA,NA,NA,NA
"153","2019-11-27 13:51:43-03","UFS","ASE","16222","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Matos, AG","22","2010","03","29","Southern America","Brasil",NA,NA,"Flores lilases.; Flores lilases.; Borda de Mata.","ASE0025771","Magnoliophyta",NA,"Benth.","Freire, GS","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","ASE0025771",NA,NA,NA,"2013","03","12","-37.425861","-11.385528",NA,NA,NA,NA,NA,NA,NA
"154","2019-11-27 13:51:43-03","UFS","ASE","17587","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Prata, AP; Marroquim, PMG; Melo, DS; Nogueira Júnior, FC; Pereira, TC; Silva, ACC","2208","2010","02","26","Southern America","Brasil",NA,NA,"Erva; flores lilás; folhas aromáticas, simples e opostas com margem serreada e venação camptódroma; tricomas caulinares&nf;; Erva; flores lilás; folhas aromáticas, simples e opostas com margem serreada e venação camptódroma; tricomas ca","ASE0026488","Magnoliophyta",NA,"Benth.","Silva, ACC","Sergipe","Santana do São Francisco","Povoado Saúde","-36.607778","-10.291111","ASE0026488",NA,NA,NA,"2013","02","14","-36.607778","-10.291111",NA,NA,NA,NA,NA,NA,NA
"155","2019-11-27 13:51:43-03","UFS","ASE","20658","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Oliveira, DM","128","2011","07","14","Southern America","Brasil",NA,NA,"Flores lilás.; Flores lilás.; Restinga.","ASE0026945","Magnoliophyta",NA,"Benth.","Silva, ACC","Sergipe","Pirambu","Assentamento Sao Sebastião","-36.855833","-10.737778","ASE0026945",NA,NA,NA,"2013","02","14","-36.855833","-10.737778",NA,NA,NA,NA,NA,NA,NA
"156","2019-11-27 13:51:43-03","UFS","ASE","2080","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Gomes, E","21","1982","03","04","Southern America","Brasil",NA,NA,"erva. com flores lilases, folhas simples e opostas. Frequente; erva. com flores lilases, folhas simples e opostas. Frequente; Cerrado (solo silico-argiloso)","ASE0013998","Magnoliophyta",NA,"Benth.","Viana, G","Sergipe","Areia Branca","Entrada para a Serra de Itabaiana","-37.315","-10.758056","ASE0013998",NA,NA,NA,"1984","07","25","-37.315","-10.758056",NA,NA,NA,NA,NA,NA,NA
"157","2019-11-27 13:51:43-03","UFS","ASE","21418","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Conceição, GG; Pereira, TC; Souza, CA","22","2010","03","24","Southern America","Brasil",NA,NA,"Área próximo ao local de queimada.; Área próximo ao local de queimada.; Caatinga.","ASE0027808","Magnoliophyta",NA,"Benth.","Silva, ACC","Sergipe","Itabi","Povoado Mata","-37.0611","-10.0735","ASE0027808",NA,NA,NA,"2013","02","14","-37.0611","-10.0735",NA,NA,NA,NA,NA,NA,NA
"158","2019-11-27 13:51:43-03","UFS","ASE","21734","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Donadio, CM","57","2010","08","18","Southern America","Brasil",NA,NA,"Herbácea. Flores lilases.; Herbácea. Flores lilases.; Mata Atlântica / Povoado Tatu","ASE0028083","Magnoliophyta",NA,"Benth.","Freire, GS","Sergipe","Japoatã",NA,"-36.800833","-10.346944","ASE0028083 ASE0028083_1",NA,NA,NA,"2013","03","12","-36.800833","-10.346944",NA,NA,NA,NA,NA,NA,NA
"159","2019-11-27 13:51:43-03","UFS","ASE","2188","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Gomes, E","37","1982","03","25","Southern America","Brasil",NA,NA,"erva. flores lilases, folhas simples e opostas. frequente; erva. flores lilases, folhas simples e opostas. frequente; Cerrado (solo argiloso)","ASE0014091","Magnoliophyta",NA,"Benth.",NA,"Sergipe","São Cristóvão","Cristo Redentor","-37.206389","-11.014722","ASE0014091",NA,NA,NA,NA,NA,NA,"-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA
"160","2019-11-27 13:51:43-03","UFS","ASE","22780","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Prata, AP; Gomes, LA; Farias, MCV; Oliveira, DG; Matos, GMA; Conceição, GG; Barbosa, P; Dé","3069","2012","05","25","Southern America","Brasil",NA,NA,"Herbácea. Flores lilás.&nf;; Herbácea. Flores lilás.&nf;; Restinga","ASE0029158","Magnoliophyta",NA,"Benth.","Silva, ACC","Sergipe","Pirambu","Povoado Lagoa Redonda, Solo arenoso.","-36.841889","-10.686472",NA,NA,NA,NA,"2013","03","07","-36.841889","-10.686472",NA,NA,NA,NA,NA,NA,NA
"161","2019-11-27 13:51:43-03","UFS","ASE","22939","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Nascimento - Júnior, JE; Melo, D; Santos, LAS; Souza, CAS","1088","2011","06","18","Southern America","Brasil",NA,NA,"Subarbusto. Flores lilás.; Subarbusto. Flores lilás.; Restinga arbustiva aberta.","ASE0028586","Magnoliophyta",NA,"Benth.","Nascimento - Júnior, JE","Sergipe","Santo Amaro das Brotas","Terreno da Jazida Lev Terra","-37.054167","-10.789167","ASE0028586",NA,NA,NA,"2012","04","01","-37.054167","-10.789167",NA,NA,NA,NA,NA,NA,NA
"162","2019-11-27 13:51:43-03","UFS","ASE","24446","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Carregosa, T; Nascimento - Júnior, JE; Campos, DA; Matos, GMA; Santos, LRO","155","2011","03","11","Southern America","Brasil",NA,NA,"Subarbusto. Folhas verticiladas.Frutos imaturos verde e maduro castanhos.; Subarbusto. Folhas verticiladas.Frutos imaturos verde e maduro castanhos.; Agreste","ASE0029574","Magnoliophyta",NA,"Benth.","Silva, ACC","Sergipe","Simão Dias","Fazenda Mercador","-37.811111","-10.738333","ASE0029574",NA,NA,NA,"2014","01","31","-37.811111","-10.738333",NA,NA,NA,NA,NA,NA,NA
"163","2019-11-27 13:51:43-03","UFS","ASE","25450","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Silva, TR; Santos, JPS","43","2012","11","09","Southern America","Brasil",NA,NA,"Erva, flor lilás com uma pétala diferenciada, reduzida.; Mata Atlântica","ASE0030853","Magnoliophyta",NA,"Benth.","Silva, ACC","Sergipe","Nossa Senhora do Socorro","Área de Eucalipto","-37.125833","-10.855","ASE0030853",NA,NA,NA,"2013","03","06","-37.125833","-10.855",NA,NA,NA,NA,NA,NA,NA
"164","2019-11-27 13:51:43-03","UFS","ASE","26076","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Farias, MCV; Campos, DA; Matos, GMA","135","2012","02","28","Southern America","Brasil",NA,NA,"Mata Atlântica.","ASE0030719","Magnoliophyta",NA,"Benth.","Silva, ACC","Sergipe","Ilha das Flores","Povoado Aroeira, Margem da Rodovia SE-204.","-36.508356","-10.450789","ASE0030719",NA,NA,NA,"2013","03","06","-36.508356","-10.450789",NA,NA,NA,NA,NA,NA,NA
"165","2019-11-27 13:51:43-03","UFS","ASE","26117","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","foliosa","Stemodia foliosa","Santos, JPS","16","2012","10","12","Southern America","Brasil",NA,NA,"Inflorescência lilás, 30cm.; Mata Atlântica","ASE0030688","Magnoliophyta",NA,"Benth.","Silva, ACC","Sergipe","Nossa Senhora do Socorro","Área de mata","-37.125833","-10.855","ASE0030688",NA,NA,NA,"2013","03","06","-37.125833","-10.855",NA,NA,NA,NA,NA,NA,NA
