"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","typeStatus","eventTime","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2020-02-08 09:02:17-03","NBC","NL-BOTANY","L.2491728","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Riedel L","1830","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2491728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2491728","NL-L2491728",NA,"05","01",NA,"Brasilia Rio Janeiro.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:02:17-03","NBC","NL-BOTANY","L.2491729","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Unknown","1837","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2491729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2491729","NL-L2491729",NA,"01","01",NA,"Iter brasiliense.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:02:17-03","NBC","NL-BOTANY","U.1418776","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Riedel L","1830","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1418776 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1418776","NL-U1418776",NA,"05","01",NA,"Rio Zareiva.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0162995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:02:17-03","NBC","NL-BOTANY","U.1418777","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Constantino D","1922","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1418777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1418777","NL-U1418777",NA,"04","02",NA,"Procedencia Rio de Janeiro in silvis collinis ad hortum botanicum.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:02:17-03","NBC","NL-BOTANY","L.1168478","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Couratari","rufescens","Couratari rufescens","Cambess.",NA,"Raben FC","1837","Southern America","Brazil","Rio de Janeiro",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1168478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1168478","NL-L1168478",NA,"01","01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:31:20-03","MN","R","8978","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth","Prance, G.T.","Glaziou, A.F.M.","1889",NA,"Brasil","Rio de Janeiro",NA,"Plantas do Brasil Central","R000008978","R000008978_001","17684","04","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","08",NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:31:20-03","MN","R","91181","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth","Prance, G.T.","Glaziou, A.F.M.",NA,NA,"Brasil","Rio de Janeiro",NA,"Herb. J. de Saldanha, 5035; Plantae Flium. Ex Herb. Glaziou","R000091181","R000091181_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","08",NA,NA,NA,NA,NA,NA,NA
"18","2014-10-14 15:56:31-03","BS","M","M-0146484","S","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Pohl, J.B.E.","1838",NA,"Brasil",NA,NA,NA,"M0146484",NA,NA,"12","31",NA,"In Brasilia.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"NOTATYPE","21:00",NA,NA,NA,NA,NA
"19","2014-10-14 15:56:31-03","BS","M","M-0146485","S","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Pohl, J.B.E.","1838",NA,"Brasil",NA,NA,NA,"M0146485",NA,NA,"12","31",NA,"In Brasilia; Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"NOTATYPE","21:00",NA,NA,NA,NA,NA
"20","2020-04-27 16:10:14-03","UFES","VIES","28555","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","Ribeiro, M.","Ribeiro, M.","2014",NA,"Brasil","Rio de Janeiro",NA,NA,"VIES028555","VIES028555","991","03","12","Rio de Janeiro","Copacabana. Espécime situado na região em que o maciço rochoso do morro encontra-se com a camada de solo. Parque Estadual da Chacrinha","-43.180833","-22.958611","66","66",NA,NA,NA,NA,"2014","03",NA,NA,"12","43º10'51''W","22º57'31''S",NA,NA
"21","2020-06-29 09:30:38-03","UFRRJ","RBR","43823","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","T.P.P. Alverga","L.H. Soares","2013",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00043823",NA,NA,"09","06","Rio de Janeiro","MONA Morros da Urca e do Pão de Açúcar. Inventário complementar F127/44.","-43.158611","-22.951944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º9'31''W","22º57'7''S",NA,NA
"22","2020-06-29 09:30:38-03","UFRRJ","RBR","43824","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","T.P.P. Alverga","T.P.P. Alverga","2014",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00043824",NA,NA,"02","04","Rio de Janeiro","PEPB (sede Camorim). EE-47 Projeto Raizes- Rio De Janeiro F92/06.","-43.439167","-22.968889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º26'21''W","22º58'8''S",NA,NA
"23","2020-06-29 09:30:38-03","UFRRJ","RBR","43825","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","T.P.P. Alverga","T.P.P. Alverga","2013",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00043825",NA,NA,"11","29","Rio de Janeiro","Vargem Grande. EE-47 Projeto Raizes- Rio De Janeiro F118/17.","-43.507778","-22.988611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º30'28''W","22º59'19''S",NA,NA
"24","2020-06-29 09:30:38-03","UFRRJ","RBR","43826","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","T.P.P. Alverga","T.P.P. Alverga","2014",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00043826",NA,NA,"04","11","Rio de Janeiro","PEPB (Est. da Toca Grande, ilha de guaratiba). EE-47 Projeto Raizes- Rio De Janeiro F55/9.","-43.517222","-22.971944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º31'2''W","22º58'19''S",NA,NA
"25","2020-06-29 09:30:38-03","UFRRJ","RBR","43827","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","L.H. Soares","L.H. Soares","2014",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00043827",NA,NA,"01","14","Rio de Janeiro","Parque Estadual da Chacrinha (Leme). EE-47 Projeto Raizes- Rio De Janeiro F93/50.","-43.180278","-22.961111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º10'49''W","22º57'40''S",NA,NA
"26","2020-06-29 09:30:38-03","UFRRJ","RBR","43829","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","L.H. Soares","L.H. Soares","2013",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00043829",NA,NA,"08","28","Rio de Janeiro","PNM Penhasco Dois Irmãos. EE-47- Rio De Janeiro 08/P100.","-43.235278","-22.988889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º14'7''W","22º59'20''S",NA,NA
"27","2020-06-29 09:30:38-03","UFRRJ","RBR","46563","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","M. Ribeiro","M.C. Nogueira","2019",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00046563","RBR00046563","1","09","09","Cachoeiras de Macacu","Guapiaçu. Reserva Biológica de Guapiaçu","-42.6530990600586","-22.4624996185303",NA,NA,"32671","auto",NA,NA,"2020","03",NA,NA,"03",NA,NA,NA,NA
"28","2013-04-01 09:16:29-03","IPT","BCTW","7888","S","Plantae","Magnoliophyta",NA,NA,"Couratari","rufescens","Couratari rufescens","Cambess.",NA,NA,NA,NA,"Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,"Santarém","planalto","-54.7083","-2.44306",NA,NA,"205258","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:31:25-03","MBM","MBM","404830","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Knuth","Gaui, T.D.","Gaui, T.D.","2015","Southern America","Brazil","Rio de Janeiro",NA,"Árvore, com 18 m de altura, base reta, casca interna avermelhada com envira e externa acinzentada, fina, com desprendimento escamoso. Fruto maduro com 10 cm, em forma de sino, internamente e externamente marrom, seco.; Floresta Ombró","MBM404830","MBM404830","278","08","14","Araruama","Conglomerado 136-2-8-50","-42.21","-22.59",NA,NA,NA,NA,NA,NA,"2015","08",NA,NA,"14","-42.21","-22.59",NA,NA
"30","2020-12-21 16:31:25-03","MBM","MBM","404945","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Knuth","Ribeiro, M.","Ribeiro, M.","2014","Southern America","Brazil","Rio de Janeiro",NA,"Árvore, 75 cm de DAP. Tronco circular de base reta com sapopemas, ritidoma escamoso em placas retangulares verticais marrom escuro. Copa com folhas maduras. Inflorescência com indumento marrom-ferrugíneo na: raque, pedicelo, hipanto,","MBM404945","MBM404945","991","03","12","Rio de Janeiro","Parque Estadual da Chacrinha, Copacabana. Espécime situado na região em que o maciço rochoso do morro encontra-se com a camada de solo","-43.180833","-22.958611","66","66",NA,NA,NA,NA,"2014","03",NA,NA,"12","-43.180833","-22.958611",NA,NA
"31","2020-12-21 16:31:25-03","MBM","MBM","228249","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Knuth",NA,"Klein, V.L.G.",NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,"MBM228249","MBM228249","1044",NA,NA,"Parati","Trindade","-44.7131004333496","-23.2178001403809",NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-01 15:33:06-03","PUC-RIO","FCAB","8139","PreservedSpecimen","Plantae",NA,"Angiospermae","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","J.M.A. Braga","J.M. Freire; R.R. Oliveira; B.L. Rosendo","2008",NA,"Brasil","Rio de Janeiro",NA,"Árvore com ca de 10 m de altura, 15 cm de CAP.","FCAB008139",NA,"46","05","14","Camorim","Maciço da Pedra Branca 1.7","-74.977056","-66.302222","80","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-74.977056","-66.302222",NA,NA
"33","2015-11-01 21:42:23-02","MNHN","RECOLNAT_MNHN_P","P02284955","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02284955' target='other'> <mi>dwc_moreinfo</mi></a>","P02284955","P02284955_01",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821/111",NA
"34","2015-11-01 21:42:31-02","MNHN","RECOLNAT_MNHN_P","P02284956","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02284956' target='other'> <mi>dwc_moreinfo</mi></a>","P02284956","P02284956_01",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821/A2 111",NA
"35","2015-11-01 21:31:09-02","MNHN","RECOLNAT_MNHN_P","P02284957","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Berg, C.C.|Steward, W.C.",NA,NA,"[Brésil]",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02284957' target='other'> <mi>dwc_moreinfo</mi></a>","P02284957","P02284957_01",NA,NA,NA,NA,"s.loc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-11-01 21:42:50-02","MNHN","RECOLNAT_MNHN_P","P02284958","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Saint-Hilaire, A. de",NA,NA,"Bresil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02284958' target='other'> <mi>dwc_moreinfo</mi></a>","P02284958","P02284958_01",NA,NA,NA,NA,"s.loc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-11-01 21:31:19-02","MNHN","RECOLNAT_MNHN_P","P02284959","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth","Rodrigues","Saint-Hilaire, A. de",NA,NA,"Bresil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02284959' target='other'> <mi>dwc_moreinfo</mi></a>","P02284959","P02284959_01",NA,NA,NA,NA,"s.loc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-04 16:01:21-03","MNHN","RECOLNAT_MNHN_P","P04614573","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth",NA,"Saint-Hilaire, A. de",NA,NA,"Guyane",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04614573' target='other'> <mi>dwc_moreinfo</mi></a>","P04614573","P04614573_01 P04614573_02",NA,NA,NA,NA,"s.loc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 16:01:21-03","MNHN","RECOLNAT_MNHN_P","P04614575","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth","Prance","Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04614575' target='other'> <mi>dwc_moreinfo</mi></a>","P04614575","P04614575_01 P04614575_02",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-09-04 16:01:21-03","MNHN","RECOLNAT_MNHN_P","P04614576","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R.Knuth","Prance","Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04614576' target='other'> <mi>dwc_moreinfo</mi></a>","P04614576","P04614576_01 P04614576_02",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2009-07-01 16:15:00-03","MO","MOBOT","3166925","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R. Knuth","G.T.Prance","Anonymous",NA,"South America","Brazil",NA,NA,NA,NA,NA,"Anonymous s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-10 20:42:46-03","INPA","INPA","96173","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth",NA,"Constantino, D","1922","Southern America","Brasil",NA,NA,NA,"INPA0096173",NA,"RB5019","04","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-08-31 08:53:42-03","INPA","INPA","46819","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","Castellanos, A","Angeli, C","1963","Southern America","Brasil","Rio de Janeiro",NA,NA,"INPA0046819","INPA0046819 INPA0046819_e","360","08","22",NA,"GB, Rio de Janeiro, Morro do Querosene.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-08-31 08:53:42-03","INPA","INPA","46821","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth","Castellanos, A","Castellanos, A","1963","Southern America","Brasil","Rio de Janeiro",NA,NA,"INPA0046821","INPA0046821 INPA0046821_e","23949","05","27",NA,"GB, Rio de Janeiro, Jacarepaguá, perto do Largo da Pechincha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-10 20:42:46-03","INPA","INPA","96170","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth",NA,"Kuhlmann, JG","1930","Southern America","Brasil",NA,NA,NA,"INPA0096170",NA,"RB96170","11","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-11-24 14:11:13-02","UFLA","ESAL","17299","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth",NA,"Carvalho, DA",NA,NA,"Brasil","Minas Gerais",NA,"árvore; 6,0m; ;; floresta",NA,NA,"s.n.",NA,NA,"Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363","1","1","35110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-11-24 14:11:13-02","UFLA","ESAL","17716","S","Plantae",NA,NA,"Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) Kunth",NA,"Carvalho, WAC",NA,NA,"Brasil","Minas Gerais",NA,"árvore; 17 m; ;; floresta",NA,NA,"327",NA,NA,"Machacalis","Res. Indegena do Povo Maxacalis","-40.7164001464844","-17.0771999359131",NA,NA,"16711","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Couratari","pyramidata","Couratari pyramidata","(Vell.) R. Knuth",NA,"A. F. M. Glaziou","1889","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,"17684","4","3","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
