"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","previousCatalogNumber","individualCount","fieldNumber","relatedCatalogItem","sex"
"176","2021-03-01 16:30:20-03","UNICAMP","UEC","194368","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Toledo, JF","1947","09","13","Santoro, J","6767","1942","05","15","Brazil","São Paulo","Campinas","Fazenda Santa Elisa","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto","UEC132517","UEC132517","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"177","2019-08-20 10:12:58-03","UNICAMP","UEC","123502","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Flores, AS","2001",NA,NA,"Flores, AS; Schütz Rodrigues, R","600","2001","05","23","Brazil","São Paulo","Campinas","Unicamp","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Subarbusto 70cm, beira da calçada, flores e frutos, sementes para quimiotaxonomia.","UEC151965","UEC151965","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"178","2021-03-01 16:30:20-03","UNICAMP","UEC","194589","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Tamashiro, JY",NA,NA,NA,"Raimundo, R","3A","2000","03","03","Brazil","São Paulo","Campinas","Unicamp","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Brejo","UEC133529","UEC133529","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"179","2019-08-20 10:13:01-03","UNICAMP","UEC","24418","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1996","10",NA,"Crepaldi, IC; Parente, PR","16","1981","03","25","Brazil","São Paulo","Campinas","UNICAMP.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"fruto, Flores amarelas, porte subarbustivo, altur 0,80-1m.","UEC151957","UEC151957","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"180","2019-08-20 10:13:01-03","UNICAMP","UEC","33187","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1996","10",NA,"Tozzi, AMGA","14620","1983","03","16","Brazil","São Paulo","Campinas","UNICAMP.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"fruto, Subarbusto ereto, flores amarelo-alaranjadas. Coletada em ambientes sombreados.","UEC151942","UEC151942","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"181","2019-08-20 10:13:01-03","UNICAMP","UEC","33191","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1999","02",NA,"Tozzi, AMGA","14622","1983","03","16","Brazil","São Paulo","Campinas","UNICAMP.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"fruto, Planta herbácea a subarbustiva. Flores amarelo-alaranjadas. Coletada em ambiente ensolarado.","UEC151944","UEC151944","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"182","2019-08-20 10:13:01-03","UNICAMP","UEC","89621","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1997","10",NA,"Souza, VC; Sakuragui, CM","1622","1990",NA,NA,"Brazil","São Paulo","Ilhabela","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,"flor","UEC151958","UEC151958","Magnoliopsida",NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA,NA
"183","2019-08-20 10:12:58-03","UNICAMP","UEC","104429","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Groot, E","4","1992","11","10","Brazil","São Paulo","Ilha Solteira","Alojamento universitário (UNESP).","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"flor, Herbácea de 100-120 cm, flores amarelas, frutos verdes, n.v.:guiso-de-cascavel.","UEC151980","UEC151980","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"184","2019-08-20 10:12:58-03","UNICAMP","UEC","104438","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Garcia, RR","3","1994","12","02","Brazil","São Paulo","Ilha Solteira","Corpo de Bombeiro.","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"flor, Herbácea, ca. 60 cm, inflorescência amarela, n.v. guiso-de-cascavel.","UEC151923","UEC151923","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"185","2019-08-20 10:12:58-03","UNICAMP","UEC","104439","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Vitória, DP","1","1992","11","13","Brazil","São Paulo","Ilha Solteira","Parque da Agronomia (UNESP).","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"fruto, Ruderal. Subarbusto ca. 45 cm, inflorescência amarela, fruto vagem.","UEC151952","UEC151952","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"186","2019-08-20 10:12:58-03","UNICAMP","UEC","104428","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Stagliano, RL","1","1992","11","13","Brazil","São Paulo","Ilha Solteira","Parque da Agronomia (UNESP).","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"flor, Subarbusto ca. 45 cm, inflorescência amarela, fruto vagem.","UEC151978","UEC151978","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"187","2019-08-20 10:12:58-03","UNICAMP","UEC","104427","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Alvarez, RCF","1","1992","11","13","Brazil","São Paulo","Ilha Solteira","Parque da Agronomia (UNESP).","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"fruto, Subarbusto ca. 45 cm, inflorescência amarela, fruto vagem.","UEC151983","UEC151983","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"188","2019-08-20 10:12:58-03","UNICAMP","UEC","104436","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Benicá, LEM","1","1992","11","14","Brazil","São Paulo","Ilha Solteira","Parque da Agronomia (UNESP).","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"flor, Anual, herbácea, ereta, pouco ramificada, inflorescência terminal, fruto-vagem cilindrica-42 cm.","UEC151974","UEC151974","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"189","2019-08-20 10:12:58-03","UNICAMP","UEC","104425","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Oliveira, EC","5","1992","11","18","Brazil","São Paulo","Ilha Solteira","Parque da Agronomia (UNESP).","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"flor, Subarbusto ca. 60 cm, inflorescência amarela, n.v.:guiso-de-cascavel.","UEC151982","UEC151982","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"190","2019-08-20 10:12:58-03","UNICAMP","UEC","104430","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Moraes, EF","5","1992","11","18","Brazil","São Paulo","Ilha Solteira","Parque da Agronomia (UNESP).","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"flor, Ruderal, subarbusto com flores amarelas.","UEC151973","UEC151973","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"191","2019-08-20 10:12:58-03","UNICAMP","UEC","104431","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Spolon, FG","5","1992","11","19","Brazil","São Paulo","Ilha Solteira","Parque da Agronomia (UNESP).","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"flor, Ruderal. Subarbusto ca. 80 cm, inflorescência amarela, n.v.:guiso-de-cascavel.","UEC151954","UEC151954","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"192","2019-08-20 10:12:58-03","UNICAMP","UEC","103434","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Zanetta, DA","1","1992","11","13","Brazil","São Paulo","Ilha Solteira","Parque da Agronomia (UNESP).","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"fruto, Ruderal. Subarbusto ca. 45 cm, inflorescência amarela, fruto vagem.","UEC151953","UEC151953","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"193","2019-08-20 10:12:58-03","UNICAMP","UEC","104432","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Kakida, R","s.n.","1992","11","06","Brazil","São Paulo","Ilha Solteira","Perimetral, próximo ao clube CAIS.","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"flor, Arbusto com ca. 40 a 70 cm alt., flores de coloração amarela disposta em inflorescência, fruto legume.","UEC151929","UEC151929","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"194","2019-08-20 10:12:58-03","UNICAMP","UEC","104435","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Castelão, FH","4","1993","11","23","Brazil","São Paulo","Ilha Solteira","Terreno baldio.","-51.3400001525879","-20.4300003051758",NA,NA,NA,NA,"flor, Herbácea 59 cm alt., flores amarelas, folhas verdes, daninha, invasora de terreno baldio e pastagens.","UEC151955","UEC151955","Magnoliopsida",NA,NA,NA,"31913","auto",NA,NA,NA,NA,NA,NA
"195","2021-02-12 10:03:50-03","UNICAMP","UEC","68646","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1996","10",NA,"Souza, WS; Britez, RM","25151","1987","07","12","Brazil","São Paulo","Itu","Área de proteção ambiental.","-47.2900009155273","-23.2600002288818",NA,NA,NA,NA,"fruto, Erva com flores amarelas e frutos, frequente em campo cerrado.","UEC151959","UEC151959","Magnoliopsida",NA,NA,NA,"22309","auto",NA,NA,NA,NA,NA,NA
"196","2019-08-20 10:13:01-03","UNICAMP","UEC","37537","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1996","10",NA,"Gonçalves, RC","s.n.","1985","04","08","Brazil","São Paulo","Jaú","Rodovia 225, km 14. Jaú - Bauru.","-48.5499992370605","-22.2900009155273",NA,NA,NA,NA,"fruto, Arbusto 1m, frutos pretos. Beira da estrada.","UEC151970","UEC151970","Magnoliopsida",NA,NA,NA,"24071","auto",NA,NA,NA,NA,NA,NA
"197","2019-08-20 10:13:01-03","UNICAMP","UEC","78995","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1996","10",NA,"Bernacci, LC","1745","1995","05","17","Brazil","São Paulo","Magda","Fazenda CFM (ingleses), cerrado.","-50.2200012207031","-20.6399993896484",NA,NA,NA,NA,"fruto, Subarbusto ca. 0,7 m alt., flores amareladas com estames avermelhados.","UEC151971","UEC151971","Magnoliopsida",NA,NA,NA,"20042","auto",NA,NA,NA,NA,NA,NA
"198","2019-08-20 10:13:01-03","UNICAMP","UEC","81437","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1996","08",NA,"Kinoshita, LS; Soares-Silva, LH","94122","1994","11","07","Brazil","São Paulo","Mococa",NA,"-47","-21.4599990844727",NA,NA,NA,NA,"flor, Subarbusto, flor amarela.","UEC151969","UEC151969","Magnoliopsida",NA,NA,NA,"24370","auto",NA,NA,NA,NA,NA,NA
"199","2019-08-20 10:12:58-03","UNICAMP","UEC","104554","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1997","02",NA,"Pansarin, ER; Belinello, R; Aona, LYS; Matsumoto, K; Feres, FR; Faria, AD","97-09","1997","01","23","Brazil","São Paulo","Mococa","SP-340 próximo a divisa de Minas Gerais,","-47","-21.4599990844727",NA,NA,NA,NA,"flor","UEC151949","UEC151949","Magnoliopsida",NA,NA,NA,"24370","auto",NA,NA,NA,NA,NA,NA
"200","2019-08-20 10:12:58-03","UNICAMP","UEC","104560","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1996","09",NA,"Matsumoto, K","s.n.","1996","09","12","Brazil","São Paulo","Mogi Guaçu","Beira da rua.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"fruto, Herbáceo, flores amarelas, estandarte com estrias negras, fruto maduro negro.","UEC151948","UEC151948","Magnoliopsida",NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
"201","2019-08-20 10:12:58-03","UNICAMP","UEC","104555","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1997","03",NA,"Aona, LYS; Belinello, R; Galvão, JC; Matsumoto, K; Faria, AD","97-18","1997","01","14","Brazil","São Paulo","Pedregulho","Estreito, represa de Furnas, terreno enc","-47.4700012207031","-20.25",NA,NA,NA,NA,"flor","UEC151950","UEC151950","Magnoliopsida",NA,NA,NA,"27552","auto",NA,NA,NA,NA,NA,NA
"202","2019-08-20 10:12:58-03","UNICAMP","UEC","104433","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Saito, RS","1","1990","11","28","Brazil","São Paulo","Pereira Barreto","Ilha Solteira, Perimetral.","-51.0999984741211","-20.6299991607666",NA,NA,NA,NA,"fruto, Ereta de 30-60 cm alt., não latectescente, subarbusto, fruto deiscente.","UEC151930","UEC151930","Magnoliopsida",NA,NA,NA,"36734","auto",NA,NA,NA,NA,NA,NA
"203","2019-08-20 10:12:58-03","UNICAMP","UEC","104437","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Perri, EOW","s.n.","1987","12","06","Brazil","São Paulo","Pereira Barreto","Ilha Solteira, Perimetral.","-51.0999984741211","-20.6299991607666",NA,NA,NA,NA,"flor, Ruderal. Subarbusto ca. 20 cm, flores amarelas.","UEC151922","UEC151922","Magnoliopsida",NA,NA,NA,"36734","auto",NA,NA,NA,NA,NA,NA
"204","2019-08-20 10:12:58-03","UNICAMP","UEC","124341","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Flores, AS","1999","03","15","Filliettaz, AM","36","1999","03","15","Brazil","São Paulo","Pirassununga","Cerrado de Emas","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"Arbusto ca 70cm. Estandarte amarelo com estrias vináceas esternamente, asas amarelas e quilha amarelo-esverdeada com estrias vináceas. Em local ensolarado, juntamente com capim gordura.","UEC151947","UEC151947","Magnoliopsida",NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA
"205","2019-08-20 10:12:58-03","UNICAMP","UEC","123655","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Flores, AS","2001",NA,NA,"Flores, AS; Schütz Rodrigues, R","686","2001","10","26","Brazil","São Paulo","Ribeirão Branco","Estrada Guapiara-Ribeirão branco","-48.7599983215332","-24.2199993133545",NA,NA,NA,NA,"Em campo alterado junto à estrada, subarbusto prostado, ca. 30cm alt., corola amarela, frutos imaturos.","UEC151966","UEC151966","Magnoliopsida",NA,NA,NA,"25319","auto",NA,NA,NA,NA,NA,NA
"206","2019-08-20 10:13:01-03","UNICAMP","UEC","75648","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1996","06",NA,"Sugiyama, M; Mariano Neto, E","1301","1995","03","24","Brazil","São Paulo","Santo André","Campo Grande. Sítio São Geraldo, perto d","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"flor, Herbácea ca. 30 cm alt., corola amarela com riscos vinosos. Frutos verdes, em área perturbada de campo limpo.","UEC151972","UEC151972","Magnoliopsida",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA
"207","2019-08-20 10:13:01-03","UNICAMP","UEC","81517","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1996","08",NA,"Kinoshita, LS; Soares-Silva, LH","94126","1994","11","07","Brazil","São Paulo","São José do Rio Pardo",NA,"-46.8800010681152","-21.5900001525879",NA,NA,NA,NA,"fruto, Herbácea 50 cm, flor amarela.","UEC151943","UEC151943","Magnoliopsida",NA,NA,NA,"15885","auto",NA,NA,NA,NA,NA,NA
"208","2019-08-20 10:13:01-03","UNICAMP","UEC","81516","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1996","10",NA,"Tozzi, AMGA; Soares-Silva, LH","94-285","1994","11","07","Brazil","São Paulo","São José do Rio Pardo",NA,"-46.8800010681152","-21.5900001525879",NA,NA,NA,NA,"flor, Herbácea 50 cm, flor amarela.","UEC151939","UEC151939","Magnoliopsida",NA,NA,NA,"15885","auto",NA,NA,NA,NA,NA,NA
"209","2019-08-20 10:12:58-03","UNICAMP","UEC","104517","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","06",NA,"Lima, MIS","s.n.","1984","06",NA,"Brazil","São Paulo","São Paulo","Cidade Universitária, espontânea nos jar","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"fruto, Erva, flores amarelas, com frutos.","UEC151951","UEC151951","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"210","2019-08-20 10:13:01-03","UNICAMP","UEC","7799","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1998","02",NA,"Leitão Filho, HF; Semir, J; Gibbs, PE","1661","1976","02","11","Brazil","São Paulo","Sorocaba","Nativo à margem da Rodovia Castelo Branc","-47.4500007629395","-23.5",NA,NA,NA,NA,"fruto, Herbáceo até 50 cm, flores amarelas.","UEC151931","UEC151931","Magnoliopsida",NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA
"211","2019-11-22 17:37:20-03","UNICAMP","UEC","98069","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Filliettaz, AM","1997","12",NA,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Barbosa, A; Singer, RB","97/720","1997","10",NA,"Brazil","São Paulo","Teodoro Sampaio","Florestal do Morro do Diabo. Brejo próxi","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"fruto","UEC151984","UEC151984","Magnoliopsida",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"212","2021-03-01 16:30:20-03","UNICAMP","UEC","186052","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Silva, ED","2008","02","26","Silva, ED","1080","2008","01","28","Brazil","São Paulo","Ubatuba","Brasil, São Paulo, Ubatuba, Santa Virgínia, Parque Estadual da Serra do Mar. Rodovia Oswaldo Cruz, entre o Núcleo Santa Virgínia e São Luiz do Paraitinga.","-45.0699996948242","-23.4300003051758",NA,NA,"900","900","Subarbusto 50cm, flores amarelas, frutos maduros e imaturos.; Floresta Ombrófila Densa Montana.","UEC112526","UEC112526","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"213","2019-08-20 10:13:01-03","UNICAMP","UEC","172587","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Silva, ED","2009","01",NA,"Silva, ED","1071","2008","01","28","Brazil","São Paulo","Ubatuba","Núcleo Santa Virgínia, Parque Estadual da Serra do Mar.","-45.0699996948242","-23.4300003051758",NA,NA,"900","900",NA,"UEC016681","UEC016681","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:30:20-03","UNICAMP","UEC","176099","S","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Nascimento-Junior, JE","2011","03","25","Nascimento-Junior, JE","882","2011","04","25","Brazil","Sergipe","Barra dos Coqueiros","Dunas da Praia de Jatobá.","-37.0386009216309","-10.9089002609253",NA,NA,NA,NA,"Subarbusto.&nf;Flores amarelas.; Restinga.","UEC051156","UEC051156","Magnoliopsida",NA,NA,NA,"26796","auto",NA,NA,NA,NA,NA,NA
"215","2020-04-22 16:20:25-03","UFPB","JPB","43030","PreservedSpecimen","Plantae","Leguminosae","Crotalaria","lanceolata","Crotalaria lanceolata","E. Mey","Córdula, E","2008","08","18","Gomes, P; Gomes, C; Maciel, B","590","2007","09","24","Brasil","Pernambuco","Agrestina","Pedra Cabeça de Velho, Inselbergue.","-36.010444","-8.391583","-36.010444","-8.391583",NA,NA,"; DESC: Arbusto ca. 80 cm; flores amarelas.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-06 09:55:28-03","UFOP","OUPR","13736","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Lima, H.C.","2001","02","16","Lima, H.C.","4105","1990","12","14","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Subarbusto. Flores com cálice esverdeado e corola amarela. Frutos jovens esverdeados",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"217","2019-11-06 09:55:28-03","UFOP","OUPR","14414","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Dutra, V.F.","2002","02","10","Dutra, V.F.","110","2002","02","05","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Campo quartzitico. Subarbusto. Flores amarelas com listras vináceas",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"218","2020-03-12 10:29:12-03","UFOP","OUPR","34152","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Pedrosa, L.G.","2019","05","12","Pedrosa, L.G.","1628","2019","05","12","Brasil","Minas Gerais","Ouro Preto","Pocinho","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Erva, 40cm. Apresenta dimorfismo foliar. Flores amarelas. Terreno alterado.",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"219","2020-12-04 13:19:11-03","UDESC","LUSC","10235","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Martinez, E.","2017","04","17","Lima, L.C.P.; Calambas, L.; Martinez, E. & Garrido, F.","844","2016","12","14","Brasil","Paraná","Foz do Iguaçu","Av. Tarquínio Joslim do Santos. Beira de mato.","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"Flor amarela, fruto verde","LUSC009924","LUSC009924",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA
"220","2020-12-04 13:19:11-03","UDESC","LUSC","5506","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","S.Miotto",NA,NA,NA,"A.Marques; et al.",NA,NA,NA,NA,"Brasil","Paraná","Londrina","Embrapa.","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"LUSC008330","LUSC008330",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"221","2020-12-04 13:19:11-03","UDESC","LUSC","476","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Flores, A.",NA,NA,NA,"Flores, A.",NA,"1997","02","21","Brasil","Santa Catarina","Florianópolis","Praia dos Açores.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"LUSC008332","LUSC008332",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"222","2020-12-04 13:19:11-03","UDESC","LUSC","5851","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","V.S.Delboni",NA,NA,NA,"B.Pucci; R.J.F.Garcia, F.G.Pereira & V.S.Delboni","56","2011","01","13","Brasil","São Paulo","São Paulo","Pirituba- Anastácio Empreendimentos Imobiliários e Participações Ltda.- Av. Raimundo Pereira de Magalhães,8223.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"LUSC008329","LUSC008329",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"223","2020-10-14 10:01:34-03","FURB","FURB","39001","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Funez, L.A.","2012","08","30","Funez, L.A.","834","2012","08","25","Brasil","Santa Catarina","Rodeio","Terreno ao lado do ginásio municipal de esportes.","-49.3725","-26.9211111","-49.3725000","-26.9211111","84","84",NA,"FURB24618","FURB24618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-10-14 10:01:34-03","FURB","FURB","48150","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Funez, L.A.","2015","04","18","Funez, L.A.","4411","2015","04","18","Brasil","Santa Catarina","Florianópolis",NA,"-48.5247223","-27.685","-48.5247223","-27.6850000","3","3",NA,"FURB48150","FURB48150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-10-14 10:01:34-03","FURB","FURB","50647","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","lanceolata","Crotalaria lanceolata","E.Mey.","Funez, L.A.","2015",NA,NA,"Funez, L.A.","4568","2015","11","16","Brasil","Santa Catarina","Ilhota","Próximo à ponte na BR-470.","-48.8377777","-26.8808334","-48.8377777","-26.8808334","7","7",NA,"FURB50647","FURB50647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
