"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"11","2020-06-29 11:28:42-03","UFRJ","RFA","8039","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","P. Occhioni","2379","1966","11","09",NA,"Brasil","Paraná","Parque Estadual de Vila Velha.","-50.1618995666504","-25.0949993133545",NA,"Erva no campo limpo, pétalas azuis.","RFA27326",NA,"(Nees) Hiern","D.C. Wasshausen","Ponta Grossa",NA,NA,"1975","05","14","46557","auto",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:33:07-03","EAO","IAN","117819","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Pires, JM; Cavalcante, PB","52307","1962","08","03","Southern America","Brasil","Pará","Rare in sandy savanna, road to Amapá, Igarapé Ariramba.","-51.5","1.216667",NA,"Shrub 20-30cm high, flowers violet.","IAN117819",NA,"(Nees) Lindau",NA,"Marajó",NA,NA,"1982","07",NA,NA,NA,"-51.5","1.216667",NA,NA,NA,NA,NA
"13","2021-03-30 12:33:07-03","EAO","IAN","156720","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Rodrigues, IA; Dantas, M","577","1979","04","26","Southern America","Brasil","Roraima","Estrada Normândia, Caracaranã, km 25. Contagem 01. Savana do Rio Barnco tipo graminea lenhosa. Latossolo Amarelo Distrófico Textura Média.","-59.254167","0.737222",NA,"Erva; flor branca; fruto preto.","IAN156720",NA,"(Nees) Lindau",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA
"14","2021-03-30 12:33:07-03","EAO","IAN","52390","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Lima, RP de","85","1950","03",NA,"Southern America","Brasil","Pará","Rio Camará; vegetação herbácea dos campos da fazenda Santa Rita, Retiro Pau-Grande.",NA,NA,NA,NA,"IAN052390",NA,"(Nees) Lindau",NA,"Marajó",NA,NA,"1970","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:33:07-03","EAO","IAN","54877","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Black, GA","10011","1950","08","08","Southern America","Brasil","Pará","Rio Camará, Pau GRande; fazenda Santa Rita; campina.",NA,NA,NA,"Flor roxa.","IAN054877",NA,"(Nees) Lindau",NA,"Marajó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:33:07-03","EAO","IAN","84926","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Ledoux, PVD","1033","1954","05","30","Southern America","Brasil","Pará","Fazenda Santa Iria, Soure, Joanes.",NA,NA,NA,"Planta com fruto deiscente. Planta nova, verde-clara, depois tornando-se mais escura. No herbário tornando-se nigrescente.","IAN084926",NA,"(Nees) Lindau",NA,"Marajó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:33:07-03","EAO","IAN","70601","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Black, GA","12793","1951","08","20","Southern America","Brasil","Acre","Igarapé Caranã.","-67.8099975585938","-9.9747200012207",NA,"Erva perene; flor roxa.","IAN070601",NA,"(Nees) Lindau",NA,"Rio Branco",NA,NA,NA,NA,NA,"178770","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:33:07-03","EAO","IAN","187839","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Marinho, G","07","2011","12","09","Southern America","Brasil","Maranhão","Base Geraldina.","-44.3630981445312","-6.37083005905151",NA,"Subarbusto, flor tubular roxa com guia de néctar branco.","IAN187839",NA,"(Nees) Lindau",NA,"Mirador",NA,NA,NA,NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:33:07-03","EAO","IAN","196566","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Boelter, CR","581","2017","09","20","Southern America","Brasil","Pará","REVIS Padre Antônio Tonetto. Campo das Mangabas.","-47.581901550293","-0.595000028610229",NA,NA,"IAN196566",NA,"(Nees) Lindau",NA,"Maracanã",NA,NA,NA,NA,NA,"48335","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:33:07-03","EAO","IAN","116177","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Oliveira, E","3217","1964","12","12","Southern America","Brasil","Pará","Fazenda Maçaranduba, Rio Anabijú, marajó.","-49.2167015075684","-1.52832996845245",NA,"Arbustinho; flores lilás claro, caminho para o Retiro, campo de pastagem.","IAN116177",NA,"(Nees) Lindau",NA,"Muaná",NA,NA,"1980","04",NA,"72451","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:33:07-03","EAO","IAN","158735","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Dantas, M; Nivaldo, S","1050","1982","04","22","Southern America","Brasil","Pará","Rio Anabiju, fazenda Rosário.","-49.2167015075684","-1.52832996845245",NA,"Erva, campo.","IAN158735",NA,"(Nees) Lindau",NA,"Muaná",NA,NA,NA,NA,NA,"72451","auto",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:33:07-03","EAO","IAN","96374","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Black, GA; Egler, WA","19951","1957","06","10","Southern America","Brasil","Pará",NA,"-55.8661003112793","-1.76556003093719",NA,"Planta peluda.","IAN096374",NA,"(Nees) Lindau",NA,"Oriximiná",NA,NA,"1988","07",NA,"479450","auto",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:33:07-03","EAO","IAN","153615","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Bouças, PRP; Pinheiro, AAN","141","1976","09","17","Southern America","Brasil","Pará","Estudo ecológico dos campos de Joanes.","-48.5167007446289","-0.75333297252655",NA,NA,"IAN153615",NA,"(Nees) Lindau",NA,"Salvaterra",NA,NA,NA,NA,NA,"52029","auto",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:33:07-03","EAO","IAN","54597","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Black, GA; Lobato, JJ","9330","1950","03","21","Southern America","Brasil","Pará","Fazenda Ritlândia, campo inundado, fazendo limites com a fazenda Santander.","-48.5233001708984","-0.716666996479034",NA,"Folha peluda.","IAN054597",NA,"(Nees) Lindau",NA,"Soure",NA,NA,NA,NA,NA,"69952","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:33:07-03","EAO","IAN","54061","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Black, GA","8736","1950","01","22","Southern America","Brasil","Pará","Campina de Caembê, coberta de capins numa faixa interira com Pasp. carinatum, Leptocoryphium e Andropogon.","-48.1417007446289","-0.858332991600037",NA,"Erva perene de 10 a 20cm; flor roxa.","IAN054061",NA,"(Nees) Lindau",NA,"Vigia",NA,NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:33:07-03","EAO","IAN","144622","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Rodrigues, IA; Santos, RR dos","15145","1975","01","03","Southern America","Brasil","Pará","campina do caimbé.","-48.1417007446289","-0.858332991600037",NA,"Flor roxa.","IAN144622",NA,"(Nees) Lindau",NA,"Vigia",NA,NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:33:07-03","EAO","IAN","78889","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Fróes, RL","29352","1955","01","21","Southern America","Brasil","Pará","Campina do Palha, estrada de Vigia.","-48.1417007446289","-0.858332991600037",NA,"Erva, flor amarela.","IAN078889",NA,"(Nees) Lindau",NA,"Vigia",NA,NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:33:07-03","EAO","IAN","80798","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Andrade-Lima, D de","1254","1953","04","29","Southern America","Brasil","Pará","Estrada, campina do Caimbé.","-48.1417007446289","-0.858332991600037",NA,"Erva, flor roxo-cerúleas.","IAN080798",NA,"(Nees) Lindau",NA,"Vigia",NA,NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:33:07-03","EAO","IAN","73907","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Black, GA","14179","1952","04","01","Southern America","Brasil","Pará","Estrada João Coelho, km 40; campo geral, alto.","-48.1417007446289","-0.858332991600037",NA,"Flor roxa.","IAN073907",NA,"(Nees) Lindau",NA,"Vigia",NA,NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:24:39-03","PUCPR","HUCP","6044","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Murata, MK","023","1984","10","14",NA,"Brasil","Paraná","Tatuquara, Rua A. Zanion.","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00006176","HUCP00006176","(Wes.) Hiein.","Jaszczerski, JC; Acra, LA","Curitiba",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:24:39-03","PUCPR","HUCP","6046","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Borges, MLML","007","1984","10","14",NA,"Brasil","Paraná","Distrito Pinhais-Piraquara","-49.1925010681152","-25.4447002410889",NA,NA,"HUCP00020440","HUCP00020440","(Wes.) Hiein.","Acra, LA","Pinhais",NA,NA,NA,NA,NA,"10418","auto",NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:24:39-03","PUCPR","HUCP","6045","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Malkousbi, SR","011","1984","10","18",NA,"Brasil","Paraná","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00006018","HUCP00006018","(Wes.) Hiein.","Acra, LA","Curitiba",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:24:39-03","PUCPR","HUCP","6043","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Milek, GM","012","1987","10","12",NA,"Brasil","Paraná","Parolim","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00020336","HUCP00020336","(Wes.) Hiein.","Acra, LA","Curitiba",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:24:39-03","PUCPR","HUCP","6047","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Peter, IW","023","1984","10","20",NA,"Brasil","Paraná","Distrito Pinhais-Piraquara","-49.1925010681152","-25.4447002410889",NA,NA,"HUCP00006123","HUCP00006123","(Wes.) Hiein.","Peter, IW","Pinhais",NA,NA,NA,NA,NA,"10418","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:24:39-03","PUCPR","HUCP","6048","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Hobold, W","014","1985","10","12",NA,"Brasil","Paraná","Estrada Curitiba-São Mateus, Km 83.",NA,NA,NA,NA,"HUCP00006161","HUCP00006161","(Wes.) Hiein.","Acra, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:06:47-03","CPAN-UFMS","COR","10251","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","brachysiphon","Ruellia brachysiphon","Ieda M. Bortolotto, Geraldo A. Damasceno-Júnior, Iria H. Ishii, Elton M. de Assis, Celso Rosso, Valdemar Magalhães","1627","2004","11","04",NA,"Brasil","Mato Grosso do Sul","Região do Amolar. área de transição do campo inundável pela baia do Taquaral para mata; ;.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: roxa",NA,NA,"(Nees) Lindau","Damasceno-Junior, G.A.","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:29:38-03","NBC","NL-BOTANY","L.2834768","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","brachysiphon","Ruellia brachysiphon","Pedersen TM",NA,"1975","01","26","Southern America","Brazil",NA,"Paraná, mun.Curitiba: Cidade Industrial.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2834768 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2834768","NL-L2834768","(Nees) Hiern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:29:38-03","NBC","NL-BOTANY","L.2834769","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","brachysiphon","Ruellia brachysiphon","Pedersen TM",NA,"1956","11","17","Southern America","Paraguay",NA,"Plantae paraguayenses, estancia,,la Soledad', santiago, Dep.Misiones.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2834769 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2834769","NL-L2834769","(Nees) Hiern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:29:38-03","NBC","NL-BOTANY","U.1051265","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","brachysiphon","Ruellia brachysiphon","Argent GCG; Ramos J; Richards PW; Souza R",NA,"1967","10","07","Southern America","Brazil",NA,"Central brazilian plateau, state of Mato Grosso, xavantina, c. 1330 km N. of Ferry.","-52.233333","-14.633333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1051265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1051265","NL-U1051265","(Nees) Hiern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.233333","-14.633333","Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:29:38-03","NBC","NL-BOTANY","U.1051266","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","brachysiphon","Ruellia brachysiphon","Harley RM; Souza R",NA,"1968","09","28","Southern America","Brazil",NA,"Central brazilian plateau, state of mato grosso, expedition base camp, R. 10, c. 12 km S.W of base camp. Near Lago de Leo. In island of cerrado in campo on laterite outcrop.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1051266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1051266","NL-U1051266","(Nees) Hiern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667","Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:29:38-03","NBC","NL-BOTANY","U.1051267","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","brachysiphon","Ruellia brachysiphon","Richards",NA,"1967","09","24","Southern America","Brazil",NA,"Central Brazilian plateau, State of Matto Grosso, Xavantina, olaria S.W. of Xavantina ( dar village ridge transect).Cerrado. In open places.","-52.233333","-14.633333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1051267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1051267","NL-U1051267","(Nees) Hiern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.233333","-14.633333","Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:29:38-03","NBC","NL-BOTANY","U.1051268","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","brachysiphon","Ruellia brachysiphon","Oldenburger FHF; Mecenas VV",NA,"1975","11","13","Southern America","Brazil",NA,"D.F.Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1051268 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1051268","NL-U1051268","(Nees) Hiern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:29:38-03","NBC","NL-BOTANY","U.1051269","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","brachysiphon","Ruellia brachysiphon","Oldenburger FHF; Mecenas VV",NA,"1975","11","06","Southern America","Brazil",NA,"D.F.Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1051269 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1051269","NL-U1051269","(Nees) Hiern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 09:29:38-03","NBC","NL-BOTANY","U.1051270","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","brachysiphon","Ruellia brachysiphon","Oldenburger FHF; Mecenas VV",NA,"1975","11","28","Southern America","Brazil",NA,"D.F.Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1051270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1051270","NL-U1051270","(Nees) Hiern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 09:29:38-03","NBC","NL-BOTANY","U.1051271","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","brachysiphon","Ruellia brachysiphon","Harley RM; Souza R",NA,"1968","09","19","Southern America","Brazil",NA,"Central brazilian plateau, State of mato grosso, Expediton base camp, near base camp, Campo margin of cerrado under small shrubs.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1051271 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1051271","NL-U1051271","(Nees) Hiern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667","Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 09:29:38-03","NBC","NL-BOTANY","L.2834728","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Hatschbach GG",NA,"1959","11","08","Southern America","Brazil",NA,"Est. parana, Mun. lapa, rio Passa Dois.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2834728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2834728","NL-L2834728","(Nees) Lindau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"47","2020-02-08 09:29:38-03","NBC","NL-BOTANY","U.1051284","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Ruellia","dissitifolia","Ruellia dissitifolia","Mimura I",NA,"1961","11","08","Southern America","Brazil",NA,"Brasil, Estado de sao Paulo, municipio de San jose dos Campos : uma area disjuntiva de cerrado, de varias centenas de km², rodeada anigamente por mata. Parte superior da encosta leste do vale do Corrego da Ressaca, 6-6 1/2 km ao SW da saida para Sao Jose dOs Campos, 100-500 m ao lado SE da rodovia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1051284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1051284","NL-U1051284","(Nees) Lindau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
