"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","infraspecificEpithet","sex"
"13","2016-09-28 13:08:00-03","NY","NYBG","637225","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","T. D. McDowell","2499","1990","04","25","South America","Guyana","Berbice-Corentyne Region: Orealla Amerindian settlement, ± 1 km SW of landing.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637225","Magnoliophyta","Poales",NA,"M. T. Strong",NA,NA,"-57.35","5.33","30","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","518043","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","A. M. Amorim","767","1992","09","22","South America","Brazil","Una Biological Reserve, REBIO de uan trilha a 2 km a partir da entrada da Reserva","sheet",NA,"Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00518043","Magnoliophyta","Poales","Cav.","M. Alves","Bahia","Una","-39.08333","-15.15",NA,NA,"NY00518043_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02618952","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","E. J. Lucas","1097","2006","12","06","South America","Brazil","Entrada para a estrada de Rio das Pedras.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2942935' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618952","Magnoliophyta","Poales","Cav.",NA,"Bahia","Una","-39.0514","-15.2722","60",NA,"NY02618952_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00939369","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","I. Cordeiro","853","1981","04","14","South America","Brazil","Estr. p/Virgem da Lapa.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939369","Magnoliophyta","Poales","Cav.","S. J. Mayo","Minas Gerais","Grão Mogol","-42.8894","-16.5594",NA,NA,"NY00939369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","612415","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","R. M. Harley","18005","1977","01","16","South America","Brazil","On the coast raod between Alcobaça and Prado 12 km. N. of Alcobaça.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612415","Magnoliophyta","Poales","Cav.","T. M. Koyama","Bahia",NA,"-39.22","-17.48",NA,NA,"NY00612415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00939378","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","H. S. Irwin","17458","1966","06","19","South America","Brazil","Ca. 70 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939378","Magnoliophyta","Poales","Cav.","A. C. Araújo","Mato Grosso",NA,"-52.25","-15.27","500","500","NY00939378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01201024","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","B. A. Krukoff","7135","1934","11","10","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452204' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201024","Magnoliophyta","Poales","Cav.",NA,"Amazonas",NA,NA,NA,NA,NA,"NY01201024_01 NY01201024_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","612419","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","T. C. Plowman","12807","1983","02","04","South America","Brazil","Km. 11 na estrada Ituberá - Valença, 1 - 2 km. no ramal de acesso à Estaçao da Telebahia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612419","Magnoliophyta","Poales","Cav.","D. Adams","Bahia","Ituberá","-39.12","-13.67",NA,NA,"NY00612419_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01201032","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","G. S. Pinheiro","170","1974","04","04","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452233' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201032","Magnoliophyta","Poales","Cav.",NA,"Pará",NA,NA,NA,NA,NA,"NY01201032_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00939388","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","G. C. G. Argent","6615","1967","10","01","South America","Brazil","Near Base Camp.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939388","Magnoliophyta","Poales","Cav.","T. M. Koyama","Mato Grosso",NA,"-51.77","-12.82",NA,NA,"NY00939388_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","612424","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","J. C. Lindeman","6185","1967","07","19","South America","Brazil","Serra das Russas W. of Recife.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612424","Magnoliophyta","Poales","Cav.","J. C. Lindeman","Pernambuco",NA,"-35.43","-8.17",NA,NA,"NY00612424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","810555","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","M. R. de V. Barbosa","2745","2003","03","03","South America","Brazil","Tabuleira do Miriri","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810555","Magnoliophyta","Poales","Cav.","A. C. Araújo","Paraíba","Rio Tinto","-34.91666667","-6.8377778","40","50","NY00810555_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00939389","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939389","Magnoliophyta","Poales","Cav.","J. O. Boeckeler","Minas Gerais","Lagoa Santa","-43.8894","-19.6272",NA,NA,"NY00939389_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","612462","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","R. P. Belém","1653","1965","08","30","South America","Brazil","Margem da Rodovia Itabuna - Ilhéus","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612462","Magnoliophyta","Poales","Cav.","A. C. Araújo","Bahia","Ilhéus","-39.1580173","-14.7989283",NA,NA,"NY00612462_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00939390","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","E. P. Heringer","1736","1979","07","04","South America","Brazil","Reserva Ecológica do IBGE.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939390","Magnoliophyta","Poales","Cav.","M. Alves","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00939390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","517921","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","W. W. Thomas","9972","1993","10","19","South America","Brazil","10 km north of Prado on coast road to Cumuruxatiba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517921","Magnoliophyta","Poales","Cav.","M. Alves","Bahia","Prado","-39.3","-17.28",NA,NA,"NY00517921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00939391","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","R. P. Belém","23","1964","12","15","South America","Brazil","Rodovia Brasília - Uraçu; divisa do Distrito Federal, margem do Rio.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939391","Magnoliophyta","Poales","Cav.","A. C. Araújo","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00939391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 16:39:00-03","NY","NYBG","637228","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","S. G. Beck","12101","1985","06","28","South America","Bolivia","Chulumani, borde del pueblo siguiendo por el camino a Ocobaya.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637228","Magnoliophyta","Poales",NA,"E. R. Guaglianone","La Paz","Sud Yungas",NA,NA,"1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01201025","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","S. Tsugaru","B-475","1987","07","25","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452210' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201025","Magnoliophyta","Poales","Cav.",NA,"Pará",NA,NA,NA,NA,NA,"NY01201025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00939366","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","G. G. Hatschbach","24532","1970","08","08","South America","Brazil","Posto XV. Interior matinha ao longo de campo de inundação de rio Paraná.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939366","Magnoliophyta","Poales","Cav.",NA,"Mato Grosso do Sul","Bataguaçú","-52.4219","-21.7144",NA,NA,"NY00939366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01201033","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","R. Spruce","89","1849","07",NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452235' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201033","Magnoliophyta","Poales","Cav.","C. B. Clarke","Pará",NA,NA,NA,NA,NA,"NY01201033_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01201031","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","M. J. G. Hopkins","551","1986","06","06","South America","Brazil","Ilha de Maracá. SEMA Estação","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452229' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201031","Magnoliophyta","Poales","Cav.","T. M. Koyama","Roraima","Alto Alegre","-61.333333","3.366667",NA,NA,"NY01201031_01 NY01201031_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01806007","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","C. S. Dias de Souza","204","2007","07","21","South America","Brazil","Lado esquerdo da Estrada Ubaitaba-Maraú, cerca de 4 km do fim do desvio para Itacaré.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2126944' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806007","Magnoliophyta","Poales","Cav.","W. W. Thomas","Bahia","Maraú","-39.0217","-14.1781",NA,NA,"NY01806007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1738070","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","L.A. Gomes","218","2011","04","11","South America","Brazil","Capela. RVS Mata do Junco.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1963528' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738070","Magnoliophyta","Poales","Cav.","A. P. do N. Prata","Sergipe",NA,NA,NA,NA,NA,"NY01738070_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02618951","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","E. J. Lucas","1022","2006","12","04","South America","Brazil","Estrada entre Ilhéus e Olivença.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2942931' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618951","Magnoliophyta","Poales","Cav.",NA,"Bahia","Itabuna","-39","-14.97","20","20","NY02618951_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","686441","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","R. de Lemos Fróes","20059","1942","11","29","South America","Brazil","Estrada de Olivença","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834209' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686441","Magnoliophyta","Poales","Cav.",NA,"Bahia",NA,NA,NA,NA,NA,"NY00686441_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00939379","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","H. S. Irwin","18014","1966","06","29","South America","Brazil","Ca. 50 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939379","Magnoliophyta","Poales","Cav.","A. C. Araújo","Goiás","Caiapônia","-51.77","-17.35","900","900","NY00939379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00939381","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","H. S. Irwin","24579","1969","03","17","South America","Brazil","Chapada dos Veadeiros, ca. 40 km north of Veadeiros (Alto Paraíso)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939381","Magnoliophyta","Poales","Cav.","A. C. Araújo","Goiás","Cavalcante","-47.51666667","-13.75517","1000","1000","NY00939381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00939382","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","H. S. Irwin","24597","1969","03","17","South America","Brazil","Chapada dos Veadeiros, ca. 60 km north of Veadeiros","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939382","Magnoliophyta","Poales","Cav.","A. C. Araújo","Goiás","Cavalcante","-47.5167","-13.5744","1000","1000","NY00939382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00939377","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","H. S. Irwin","16330","1966","05","31","South America","Brazil","Ca. 86 km. N. of Xavantina. Serra do Roncador.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939377","Magnoliophyta","Poales","Cav.","A. C. Araújo","Mato Grosso",NA,"-52.08","-13.92","550","550","NY00939377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","612464","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","N. Lima","96","1968","01","23","South America","Brazil","Base Aérea de Natal.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612464","Magnoliophyta","Poales","Cav.","A. C. Araújo","Rio Grande do Norte",NA,NA,NA,NA,NA,"NY00612464_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","808304","PreservedSpecimen","Plantae","Cyperaceae","Scleria","bracteata","Scleria bracteata","W. W. Thomas","12064","1999","02","06","South America","Brazil","Parque Nacional Monte Pascoal, 3 km S of entrance along road on N side of park.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=677849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00808304","Magnoliophyta","Poales","Cav.","W. W. Thomas","Bahia","Porto Seguro","-39.4133","-16.8633333","50","50","NY00808304_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
