"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"45","2021-03-24 17:09:31-03","UFES","SAMES","3792","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral,M.","Giaretta,A.O.; Monteiro,M.M.","412","2008","12","13",NA,"Brasil","Espírito Santo","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.",NA,"Flores alvas.","SAMES03792",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,"-397391666.0","-184238889.0","2010","06","25",NA,NA,NA,NA,NA
"46","2021-03-24 17:09:31-03","UFES","SAMES","3790","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta,A.","Giaretta,A.O.; Lobão,A.Q.;Monteiro,M.M.;Coelho,R.","500","2009","03","29",NA,"Brasil","Espírito Santo","Itaúnas. Parque Estadual de Itaúnas. Mata de restinga sobre feixe de cordão arenoso. Atrás da fazenda Jequitaia.",NA,"Árvore de 15m com frutos vermelhos e verdes, solitários e sésseis.","SAMES03790",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,"-397191667.0","-184205556.0",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-24 17:09:31-03","UFES","SAMES","3798","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta,A.","Giaretta,A.O.","1128","2011","12","09",NA,"Brasil","Espírito Santo","Parque Estadual de Itaúnas. Formação arbórea de restinga seca, paralela à estrada principla de Itaúnas, matinha de Itaúnas.",NA,"Botões verdes. Habito: Árvore","SAMES03798",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,"2011","12","09",NA,NA,NA,NA,NA
"48","2021-03-24 17:09:31-03","UFES","SAMES","3794","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Giaretta,A.O.","1216","2012","01","26",NA,"Brasil","Espírito Santo","Parque Estadual de Itaúnas. Trilha do Buraco do Bicho. Restinga arbustiva fechada pós-praia.",NA,"Árvore de 6m. Frutos verdes.","SAMES03794",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,"-396944444.0","-183980555.0",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-24 17:09:31-03","UFES","SAMES","7758","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Wandekoken,D.T.","Wandekoken,D.T.","130","2016","08","10",NA,"Brasil","Espírito Santo",NA,NA,"Habito: Árvore","SAMES07758",NA,"Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,"-407102778.0","-210044444.0","2017","03","02",NA,NA,NA,NA,NA
"50","2021-03-24 17:09:31-03","UFES","SAMES","7749","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral,M.","Wandekoken,D.T.; Lourenço-Junior,J;Pereira,O.J.","95","2016","10","10",NA,"Brasil","Espírito Santo",NA,NA,"Habito: Árvore","SAMES07749",NA,"Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,"-407102778.0","-210044444.0","2016","10","15",NA,NA,NA,NA,NA
"51","2021-03-24 17:09:31-03","UFES","SAMES","7583","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Saporetti,A.M.J.","59","2017","04","20",NA,"Brasil","Espírito Santo","Propriedade particular situada atrás da residência da Sra Zilma.",NA,"Frutos imaturos verdes. CAP 14 cm","SAMES07583",NA,"Jaguaré","-40.076099395752","-18.9055995941162",NA,NA,"43085","auto",NA,"-399033333.0","-189519444.0",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-24 17:09:31-03","UFES","SAMES","10414","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Pereira, O.J.; Lemes, B.X.; Penha, J.S.","9471","2020","01","09",NA,"Brasil","Espírito Santo","Cacimbas.",NA,"Planta com 6 metros de altura. Flor alba.","SAMES10414",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,"-397377777.0","-194791667.0",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-24 17:09:31-03","UFES","SAMES","3797","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Menezes,L.F.T.","Martins,R.F.A.; Pereira,O.J.;Menezes,L.F.T.;Giaretta,A.O.","167","2008","03","05",NA,"Brasil","Espírito Santo","Degredo. Estrada que liga Pontal do Ipiranga a Degredo, Mata alta sobre cordão arenoso, vegetação de restinga.",NA,"Inflorescência branca.","SAMES03797",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,"2012","06","05",NA,NA,NA,NA,NA
"54","2021-03-24 17:09:31-03","UFES","SAMES","3803","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta,A.","Menezes,L.F.T.; Sá,C.F.C.;Ribeiro,R.;Faria,M.B.;Teotônio,F.C.","1649","2007","03","15",NA,"Brasil","Espírito Santo","Degredo. Vegetação de restinga. Fragmento florestal próximo ao sítio do Domingos.",NA,"Arbusto de 1,5m altura com botões florais brancos.","SAMES03803",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-24 17:09:31-03","UFES","SAMES","6426","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Jesus,M.C.F.","488","2011","05","27",NA,"Brasil","Espírito Santo","Pontal do Ipiranga",NA,"Frutos verdes Habito: Arbusto","SAMES06426",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,"-401247223.0","-192238889.0",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-24 17:09:31-03","UFES","SAMES","3793","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Menezes,L.F.T.; Pereira,O.J.;Martins,R.F.A.;Giaretta,A.O.","1784","2007","03","29",NA,"Brasil","Espírito Santo","Cedro. Vegetação de restinga. Estrada ligando BR 101 á Urussuquara. Localidade conhecida como Água Preta.",NA,"Arvoreta de 6m com frutos.","SAMES03793",NA,"São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-24 17:09:31-03","UFES","SAMES","3787","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Mini-cursotaxonomiaXXVIIERB","Menezes,L.F.T.; Pereira,O.J.;Martins,R.F.A.;Giaretta,A.O.","1666","2007","03","29",NA,"Brasil","Espírito Santo","Cedro. Vegetação de restinga. estrada que liga a BR 101 à Urussuguara. Fragmento florestal sobre cordão arenoso. Próximo à estrada.",NA,"Arvoreta de 3m com botões florais brancos e flores passadas.","SAMES03787",NA,"São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"56510","auto",NA,NA,NA,"2007","09","08",NA,NA,NA,NA,NA
"58","2021-03-24 17:09:31-03","UFES","SAMES","3795","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Giaretta,A.O.","1318","2012","10","10",NA,"Brasil","Espírito Santo","Guriri. Próximo ao Projeto Tamar. Restinga arbustiva fechada.",NA,"Árvore de4m. Flores alvas.","SAMES03795",NA,"São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057373","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","M. Sobral","R. M. Harley; S. J. Mayo, R. M. Storr, T. S. Santos, R. S. Pinheiro","18480","1977","2","2",NA,"Brazil","Bahia","Coastal Zone. 5 km SE of Marau at the junction with the new road North to Ponta do Muta.",NA,"Tree to 5 m. Leaves coriaceous dark green above, pale beneath. Sepals pale green. Petals and stamens white.",NA,NA,NA,"-39","-14.13333",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0016896","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral, M.","G. Hatschbach; M. Hatschbach, J. M. Silva","60078","1993","11","10",NA,"Brazil","Espirito Santo","Sao Mateus. Ligacao rodovia BR-101 a ponta do Ipiranga, Sede",NA,"Arvore, 5 m, flor alva.",NA,NA,NA,"-39.859389","-18.716712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2014-10-14 15:56:58-03","BS","M","M-0137265","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Crescit in Brasilae Prov. Bahiensi in opacis ad fluv. Itahype",NA,NA,"M0137265",NA,NA,NA,NA,NA,NA,NA,NA,"HOLOTYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"62","2014-10-14 15:56:58-03","BS","M","M-0137266","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Brasilia pr. Bahia",NA,NA,"M0137266",NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"63","2021-02-12 18:12:19-03","UFES","VIES","14043","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014043","VIES014043","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-06-27 10:25:50-03","UFES","VIES","40056","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Gomes, J.M.L.","4213","2011","01","15",NA,"Brasil","Espírito Santo","Área da Samarco.",NA,NA,"VIES040056","VIES040056","Anchieta","-40.6455993652344","-20.8057994842529",NA,NA,"28755","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-06-27 10:25:50-03","UFES","VIES","14017","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Pereira, O.J.; Assis, A.M.","6064","2000","03","29",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014017","VIES014017","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-06-27 10:25:50-03","UFES","VIES","11799","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Giaretta, A.O.","1168","2012","01","24",NA,"Brasil","Espírito Santo","APA de Conceição da Barra.",NA,NA,"VIES011799","VIES011799","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-06-27 10:25:50-03","UFES","VIES","7152","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral, M.","Pereira, O.J.","4504","1992","12","17",NA,"Brasil","Espírito Santo","Área 214 da Aracruz Celulose S.A.",NA,NA,"VIES007152","VIES007152","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA
"68","2019-06-27 10:25:50-03","UFES","VIES","7151","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral, M.","Pereira, O.J.; Gomes, J.M.L.","4366","1992","12","09",NA,"Brasil","Espírito Santo","Itaúnas.",NA,NA,"VIES007151","VIES007151","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA
"69","2020-04-27 16:10:45-03","UFES","VIES","37378","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","A. Giaretta","Souza, W.O.; Machado, J.O. & Alves-Araújo, A.","361","2014","05","19",NA,"Brasil","Espírito Santo","Parque Estadual de Itaúnas.",NA,NA,"VIES037378","VIES037378","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,"2017","09",NA,NA,NA,NA,NA,NA
"70","2019-06-27 10:25:50-03","UFES","VIES","5435","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral, M.","Gomes, J.M.L.","1464","1991","03","18",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES005435","VIES005435","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA
"71","2019-06-27 10:25:50-03","UFES","VIES","5419","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral, M.","Rosa, L.V.; Pereira, O.J. & Gomes, J.M.L.","95","1990","12","11",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES005419","VIES005419","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA
"72","2020-04-27 16:10:45-03","UFES","VIES","5311","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Barroso, G.M.","Pereira, O.J.; Rosa, L.V. & Gomes, J.M.L.","2292","1990","11","28",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES005311","VIES005311","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,"1992","03",NA,NA,NA,NA,NA,NA
"73","2019-06-27 10:25:50-03","UFES","VIES","2018","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Barroso, G.M.","Pereira, O.J.; Fabris, L.C. & Gomes, J.M.L.","1318","1987","10","27",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES002018","VIES002018","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA
"74","2019-06-27 10:25:50-03","UFES","VIES","19412","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Assis, A.M.","Assis, A.M.","786","2000","01","13",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES019412","VIES019412","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-06-27 10:25:50-03","UFES","VIES","15474","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Fabris, L.C.","Fabris, L.C.","825","1992","02","06",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES015474","VIES015474","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-06-27 10:25:50-03","UFES","VIES","14147","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Assis, A.M.","768","1999","12","29",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES014147","VIES014147","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-06-27 10:25:50-03","UFES","VIES","14146","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Assis, A.M.; Martins, M.L.L.","820","2000","06","12",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES014146","VIES014146","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-06-27 10:25:50-03","UFES","VIES","14145","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Assis, A.M.","776","2000","01","07",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES014145","VIES014145","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-04-27 16:10:45-03","UFES","VIES","11816","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Souza, M.","Assis, A.M.","778","2000","01","07",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES011816","VIES011816","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto",NA,NA,NA,"2010","05","25",NA,NA,NA,NA,NA
"80","2020-04-27 16:10:45-03","UFES","VIES","17825","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Faria, J.E.Q.","Gomes, J.M.L.; Fabris, L.C. & Sarnaglia Júnior, V.B.","3301","2009","04","01",NA,"Brasil","Espírito Santo","Fazenda do Pinto.",NA,NA,"VIES017825","VIES017825","Itapemirim","-40.8339004516602","-21.011100769043",NA,NA,"28626","auto",NA,NA,NA,"2011","06",NA,NA,NA,NA,NA,NA
"81","2020-04-27 16:10:45-03","UFES","VIES","19977","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta, A.O.","Valadares, R.T.; Peres, A.L.S.S.","949","2010","01","11",NA,"Brasil","Espírito Santo","Canivete.",NA,NA,"VIES019977","VIES019977","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,"2012","06",NA,NA,NA,NA,NA,NA
"82","2019-06-27 10:25:50-03","UFES","VIES","7158","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral, M.","Pereira, O.J.; Gomes, J.M.L. & Pereira, S.","2838","1992","11","20",NA,"Brasil","Espírito Santo","Comboios.",NA,NA,"VIES007158","VIES007158 VIES007158_1","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA
"83","2020-04-27 16:10:45-03","UFES","VIES","29592","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Menezes, L.F.T.","Martins, R.F.A.; Pereira, J.O.; Menezes, L.F.T.; Giaretta, A. & Deleon","167","2008","03","05",NA,"Brasil","Espírito Santo","Degredo.",NA,NA,"VIES029592",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,"2012","06","05",NA,NA,NA,NA,NA
"84","2019-06-27 10:25:50-03","UFES","VIES","4373","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral, M.","Gibram, M.","107","1990","05","16",NA,"Brasil","Espírito Santo","Regência.",NA,NA,"VIES004373","VIES004373","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA
"85","2019-06-27 10:25:50-03","UFES","VIES","14267","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral, M.","Pereira, O.J.; Peireira, A.P.V.; Gomes, J.M.L.; Silva, L.B. da & Salvador, S.","5799","1997","04","27",NA,"Brasil","Espírito Santo","Praia das Neves.",NA,NA,"VIES014267","VIES014267","Presidente Kennedy","-41.0466995239258","-21.0988998413086",NA,NA,"24088","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-04-27 16:10:45-03","UFES","VIES","14945","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta, A.O.","Pereira, O.J.; et al.","5800","1997","04","27",NA,"Brasil","Espírito Santo","Praia das Neves.",NA,NA,"VIES014945","VIES014945","Presidente Kennedy","-41.0466995239258","-21.0988998413086",NA,NA,"24088","auto",NA,NA,NA,"2012","06",NA,NA,NA,NA,NA,NA
"87","2019-06-27 10:25:50-03","UFES","VIES","26753","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta, A.O.","Giaretta, A.O.","1318","2012","10","10",NA,"Brasil","Espírito Santo","Guriri.",NA,NA,"VIES026753","VIES026753","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"56510","auto",NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"88","2021-02-12 18:12:19-03","UFES","VIES","14052","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta, A.O.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014052","VIES014052","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","01",NA,NA,NA,NA,NA,NA
"89","2021-02-12 18:12:19-03","UFES","VIES","14038","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Assis, A.M.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014038","VIES014038","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-02-12 18:12:19-03","UFES","VIES","14040","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014040","VIES014040","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-02-12 18:12:19-03","UFES","VIES","14041","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014041","VIES014041","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-12 18:12:19-03","UFES","VIES","14042","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014042",NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-12 18:12:19-03","UFES","VIES","14057","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta, A.O.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014057","VIES014057","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","01",NA,NA,NA,NA,NA,NA
"94","2021-02-12 18:12:19-03","UFES","VIES","14089","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Giaretta, A.O.","Assis, A.M.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014089","VIES014089","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","06",NA,NA,NA,NA,NA,NA
"95","2021-02-12 18:12:19-03","UFES","VIES","14090","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Souza, M.","Assis, A.M.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014090","VIES014090","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","05","25",NA,NA,NA,NA,NA
"96","2019-12-06 19:29:58-03","UFES","VIES","39399","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Sobral, M.","Wandekoken, D.T.; Lourenço-Junior, J. & Pereira, O.J.","95","2016","10","10",NA,"Brasil","Espírito Santo","Parque Estadual Paulo Cesar Vinha.",NA,"Floresta não inundável.","VIES039399","VIES039399","Guarapari","-40.423889","-20.5975",NA,NA,NA,NA,NA,"40º25'26''W","20º35'51''S","2016","10","15",NA,NA,NA,NA,NA
"97","2020-04-27 16:10:45-03","UFES","VIES","39429","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","Wandekoken, D.T.","Wandekoken, D.T.","130","2016","08","10",NA,"Brasil","Espírito Santo","Parque Estadual Paulo Cesar Vinha",NA,"Floresta não inundável.","VIES039429","VIES039429","Guarapari","-40.423889","-20.5975",NA,NA,NA,NA,NA,"40º25'26''W","20º35'51''S","2017","03","02",NA,NA,NA,NA,NA
"98","2020-04-27 16:10:45-03","UFES","VIES","40683","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.","A. Giantta","Wandekoken, D.T.","210","2017","06","13",NA,"Brasil","Espírito Santo","Parque Estadual Paulo Cesar Vinha.",NA,"Área de transição entre aberto de moita e mata seca de restinga.","VIES040683","VIES040683","Guarapari","-40.424167","-20.5975",NA,NA,NA,NA,NA,"40º25'27''W","20º35'51''S","2017","09",NA,NA,NA,NA,NA,NA
"99","2019-06-27 10:25:50-03","UFES","VIES","14138","S","Plantae",NA,NA,"Myrtaceae","Eugenia","bahiensis","Eugenia bahiensis","DC.",NA,"Pereira, O.J.","5169","1993","10","25",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES014138","VIES014138","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
