"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","yearIdentified","monthIdentified","barcode","phylum","dayIdentified","coordinatePrecision","geoFlag","individualCount","order","class","imagecode"
"53","2020-04-23 15:06:23-03","MN","R-BRYOPHYTA","206886","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.",NA,"Imbassahy, C.A.A. 285; et al.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Carapebus","Parna Jurubatiba","-41.671389","-22.288611","41º40'17''W","22º17'19''S",NA,NA,NA,NA,NA,NA,"R000206886","Marchantiophyta",NA,NA,NA,NA,"Jungermanniales","Jungermanniopsida","R000206886_001"
"54","2020-04-23 15:06:23-03","MN","R-BRYOPHYTA","236225","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Santos, N.D.","Gaspar, E.P.","69",NA,NA,NA,"Brasil","Minas Gerais","Ibitipoca",NA,NA,NA,NA,NA,"1225","1225",NA,NA,"2018",NA,"R000236225","Marchantiophyta",NA,NA,NA,NA,"Jungermanniales","Jungermanniopsida","R000236225_001"
"55","2014-04-04 18:28:55-03","PNFM","IRAI","5487","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M.Schust.","Peralta, D.F.","Ristow, R.","2171","2012","01","24","Brasil","São Paulo","São José dos Campos","Rua Marialva","-45.767139","-23.220028","-45.767139","-23.220028","615","615","Corticícola. Área antropizada",NA,"2013","08","IRAI00005487","Marchantiophyta",NA,NA,NA,NA,NA,NA,NA
"56","2019-10-07 09:10:45-03","UEFS","HUEFS","154397","PreservedSpecimen","Plantae","Cephaloziaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M.Schust.",NA,"Valente, E.B.","1152","2008","06","17","Brasil","Bahia","Morro do Chapéu","Mata Capão do Pinho","-41.019167","-11.613611","41W1'9''","11S36'49''","931","931","Mata",NA,NA,NA,"HUEFS0154397",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-05-19 18:50:21-03","UNESP-IBILCE","SJRP-BRYOPHYTA","25884","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M.Schust.","D.F. Peralta","M. Gomes","s/n","2001","05","03","Brasil","Rio Grande do Sul","São Leopoldo","Unisinos","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,"América do Sul","2016","05",NA,"Marchantiophyta",NA,"10287","auto",NA,"Jungermanniales","Jungermanniopsida",NA
"58","2020-05-19 18:50:21-03","UNESP-IBILCE","SJRP-BRYOPHYTA","24270","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M.Schust.","D.F. Peralta","D.F. Peralta","944","1901","02","09","Brasil","São Paulo","Zacarias",NA,"-50.0499992370605","-21.0499992370605",NA,NA,NA,NA,NA,"América do Sul","2015","07",NA,"Marchantiophyta","30","20292","auto",NA,"Jungermanniales","Jungermanniopsida",NA
"59","2019-11-13 16:03:51-03","UNISANTA","HUSC","7624","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.",NA,"Yano, O.; Mello, Z.R.; Folli, D.A.","26347","2000","10","16","Brasil","Espírito Santo","Linhares","Reserva Natural do Vale do Rio Doce, estrada do Flamengo, Km 6.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Sobre solo humoso; Mata mussununga",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"60","2019-11-13 16:03:51-03","UNISANTA","HUSC","9371","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Z.R. Mello","Z.R. Mello; M.V. Nakasato","s.n.","2006","04","16","Brasil","São Paulo","Peruíbe","Guaráu","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Com presença de algas; Ecossistema de Restiga, sobre solo",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA
"61","2020-09-24 17:02:53-03","UNISANTA","HUSC","9367","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Z.R. Mello","Z.R. Mello; M.V. Nakasato","s.n.","2006","04","16","Brasil","São Paulo","Peruíbe","Guaraú, Ecossistema de Restinga","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"+ Riccardia sp.; Solo",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA
"62","2019-11-13 16:03:51-03","UNISANTA","HUSC","2910","PreservedSpecimen","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schust.","Mello, Z.R.","Mello, Z.R.","1479","2000","02","29","Brasil","São Paulo","São vicente","Biquinha de Anchieta","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"(+) Lejeunea flava (Sw.) Nees; (+) Sematophyllum subpinnatum (Brid.) E. Britton, Sobre tronco de árvore.; Ambiente urbano.",NA,NA,NA,NA,NA,NA,"25482","auto",NA,NA,NA,NA
"63","2020-11-04 17:28:51-03","UEM","HUEM","32154","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M.Schust.","Borella, TA","Borella, TA","71","2016","08","02","Brasil","Paraná","Maringá","Parque do Ingá., Atrás da Maria Fumaça.","-51.932","-23.423917","-51.932","-23.423917",NA,NA,"Substrato: tronco.",NA,"2018",NA,"HUEM000021378",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:50:10-03","UFRGS","ICN","038765","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Peralta, DF","Bueno, R","1267","1982","03","26","Brasil","RS","Cambará do Sul","Arroio Camiza","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Terricola","América do Sul","2017",NA,NA,"Marchantiophyta",NA,"30776","auto",NA,NA,NA,NA
"65","2021-02-08 12:50:10-03","UFRGS","ICN","012349","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Peralta, DF","Vianna, EC","2349","1972","06","05","Brasil","RS","Guaíba","Centro Agronômico","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"em campo umido, entre gramineas","América do Sul","2017",NA,NA,"Marchantiophyta",NA,"28343","auto",NA,NA,NA,NA
"66","2021-02-08 12:50:10-03","UFRGS","ICN","012661","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Peralta, DF","Baptista, ML","s.n.","1972","07","14","Brasil","RS","Torres","Parque Turístico","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"banhado na beira de mato, sobre tronco","América do Sul","2017",NA,NA,"Marchantiophyta",NA,"20837","auto",NA,NA,NA,NA
"67","2021-02-08 12:50:10-03","UFRGS","ICN","039345","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Peralta, DF","Bueno; R.","2459","1988","04","02","Brasil","RS","Arroio dos Ratos","Fazenda de Karner Hagelund","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,"em pedra","América do Sul","2013","08",NA,"Marchantiophyta","01","29956","auto",NA,NA,NA,NA
"68","2021-02-08 12:50:10-03","UFRGS","ICN","176330","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Peralta, DF","Michel, EL","s.n.","1994","09","16","Brasil","RS","Viamão","Parque Saint Hilaire","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Sobre Butia","América do Sul","2013","08",NA,"Marchantiophyta","01","41667","auto",NA,NA,NA,NA
"69","2021-02-08 12:50:10-03","UFRGS","ICN","010940","S","Plantae","Cephaloziellaceae","Cylindrocolea","rhizantha","Cylindrocolea rhizantha","(Mont.) R.M. Schuster","Peralta, DF","Oliveira, P","s.n.","1970","10","05","Brasil","RS","Viamão","Viamopolis","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"sobre solo, em lugar bastante iluminado","América do Sul","2017",NA,NA,"Marchantiophyta",NA,"41667","auto",NA,NA,NA,NA
