"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"46","2020-10-14 10:04:40-03","FURB","FURB","14178","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Schimitt, J.L. & Gasper, A.L. de","49","2009","09","14",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444",NA,"Epífita IFFSC e8001a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita sobre liana;","FURB37533","FURB37533","249","249",NA,NA,NA,"2011","04",NA,"-49.1180556","-27.0069444",NA,NA,NA,NA
"47","2020-10-14 10:04:40-03","FURB","FURB","14187","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","41","2009","09","14",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444",NA,"Epífita IFFSC e8001a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37532","FURB37532","249","249",NA,NA,NA,"2011","04",NA,"-49.1180556","-27.0069444",NA,NA,NA,NA
"48","2020-10-14 10:04:40-03","FURB","FURB","14350","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Guimarães, EF","Verdi, M.; Tomazi, A.L. & Klemz, G.","2763","2009","09","26",NA,"Brasil","Santa Catarina","Jacinto Machado","Cará.","-49.8591667","-28.9794445",NA,"Florística IFFSC 15 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37556","FURB37556","311","311",NA,NA,NA,"2011","01",NA,"-49.8591667","-28.9794445",NA,NA,NA,NA
"49","2020-10-14 10:04:40-03","FURB","FURB","15538","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","363","2009","10","27",NA,"Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889",NA,"Epífita IFFSC e518a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de tronco caído;","FURB37527","FURB37527","533","533",NA,NA,NA,"2011","04",NA,"-49.2313889","-27.1813889",NA,NA,NA,NA
"50","2020-10-14 10:04:40-03","FURB","FURB","16707","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Korte, A.; Kniess, A.","809","2009","11","10",NA,"Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778",NA,"Florística IFFSC 518 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37531","FURB37531","617","617",NA,NA,NA,"2011","04",NA,"-49.2305556","-27.1802778",NA,NA,NA,NA
"51","2020-10-14 10:04:40-03","FURB","FURB","16914","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","699","2009","11","23",NA,"Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444",NA,"Epífita IFFSC e578a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;","FURB37529","FURB37529","660","660",NA,NA,NA,"2011","04",NA,"-49.1394444","-27.0969444",NA,NA,NA,NA
"52","2020-10-14 10:04:40-03","FURB","FURB","17033","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","602","2009","11","21",NA,"Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365",NA,"Epífita IFFSC e993a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37526","FURB37526","417","417",NA,NA,NA,"2011","04",NA,"-49.2355555","-26.3650000",NA,NA,NA,NA
"53","2020-10-14 10:04:40-03","FURB","FURB","17034","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","601","2009","11","21",NA,"Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365",NA,"Epífita IFFSC e993a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37528","FURB37528","417","417",NA,NA,NA,"2011","04",NA,"-49.2355555","-26.3650000",NA,NA,NA,NA
"54","2020-10-14 10:04:40-03","FURB","FURB","17914","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Guimarães, E","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","741","2009","11","24",NA,"Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111",NA,"Florística IFFSC e74a (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37557","FURB37557","572","572",NA,NA,NA,"2010","06",NA,"-49.4986111","-28.4436111",NA,NA,NA,NA
"55","2020-10-14 10:04:40-03","FURB","FURB","17917","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Guimarães, E","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","855","2009","12","10",NA,"Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925",NA,NA,"FURB37554","FURB37554","576","576",NA,NA,NA,"2010","08","18","-49.0477777","-26.1925000",NA,NA,NA,NA
"56","2020-10-14 10:04:40-03","FURB","FURB","18043","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Guimarães, E","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","811","2009","12","09",NA,"Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17",NA,"Epífita IFFSC e142a (Abaixo de 4m). Comum no fragmento. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB37555","FURB37555","445","445",NA,NA,NA,"2010","08","18","-49.4100000","-28.1700000",NA,NA,NA,NA
"57","2020-10-14 10:04:40-03","FURB","FURB","18105","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Guimarães, E","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","882","2009","12","11",NA,"Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71",NA,"Epífita IFFSC e37a (Abaixo de 4m). Tambem encontrada sobre Cyathea Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB37553","FURB37553","203","203",NA,NA,NA,"2010","08","18","-49.7700000","-28.7100000",NA,NA,NA,NA
"58","2020-10-14 10:04:40-03","FURB","FURB","19834","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Guimarães, E","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1251","2010","02","16",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444",NA,"Epífita IFFSC e8001b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira de rio Habito: epífita;","FURB02983","FURB02983","249","249",NA,NA,NA,"2010","06",NA,"-49.1180556","-27.0069444",NA,NA,NA,NA
"59","2020-10-14 10:04:40-03","FURB","FURB","21153","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1055","2010","01","26",NA,"Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275",NA,"Epífita IFFSC e801a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37535","FURB37535","785","785",NA,NA,NA,"2011","04",NA,"-49.5852777","-26.7275000",NA,NA,NA,NA
"60","2020-10-14 10:04:40-03","FURB","FURB","21208","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","975","2010","01","26",NA,"Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275",NA,"Epífita IFFSC e801a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37534","FURB37534","785","785",NA,NA,NA,"2011","04",NA,"-49.5852777","-26.7275000",NA,NA,NA,NA
"61","2020-10-14 10:04:40-03","FURB","FURB","21465","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1288","2010","02","16",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444",NA,"Epífita IFFSC e8001b (Acima de 4m) - sobre forófito 4 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37537","FURB37537","249","249",NA,NA,NA,"2011","04",NA,"-49.1180556","-27.0069444",NA,NA,NA,NA
"62","2020-10-14 10:04:40-03","FURB","FURB","21473","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1209","2010","02","16",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444",NA,"Epífita IFFSC e8001b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira do rio Habito: epífita de liana;","FURB37536","FURB37536","249","249",NA,NA,NA,"2011","04",NA,"-49.1180556","-27.0069444",NA,NA,NA,NA
"63","2020-10-14 10:04:40-03","FURB","FURB","22892","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Guimarães, E","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3950","2010","03","12",NA,"Brasil","Santa Catarina","Orleans","Rio Mirador (próximo ao Parque Estadual da Serra Furada).","-49.41","-28.17",NA,"Florística IFFSC 142 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB37552","FURB37552","431","431",NA,NA,NA,"2010","08","18","-49.4100000","-28.1700000",NA,NA,NA,NA
"64","2020-10-14 10:04:40-03","FURB","FURB","23194","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Korte, A.; Kniess, A.","2373","2010","03","30",NA,"Brasil","Santa Catarina","Rodeio","São Pedro.","-49.4113889","-26.9102778",NA,"Florística IFFSC 690 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita;","FURB37538","FURB37538","611","611",NA,NA,NA,"2011","04",NA,"-49.4113889","-26.9102778",NA,NA,NA,NA
"65","2020-10-14 10:04:40-03","FURB","FURB","23324","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","1895","2010","04","06",NA,"Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27",NA,"Epífita IFFSC e466b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea;","FURB37541","FURB37541","569","569",NA,NA,NA,"2011","04",NA,"-49.2300000","-27.2700000",NA,NA,NA,NA
"66","2020-10-14 10:04:40-03","FURB","FURB","24211","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Stival-Santos, A.; Silveira, S.","2325","2010","04","03",NA,"Brasil","Santa Catarina","Doutor Pedrinho","Benedito Alto - Cachoeira Véu da Noiva.","-49.4825","-26.7058333",NA,"Florística IFFSC as09 (Epífita) Habitat: Floresta Ombrófila Densa; próximo à queda de água Habito: epífita;","FURB37539","FURB37539","651","651",NA,NA,NA,"2011","04",NA,"-49.4825000","-26.7058333",NA,NA,NA,NA
"67","2020-10-14 10:04:40-03","FURB","FURB","24534","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Korte, A.; Kniess, A.","2617","2010","04","09",NA,"Brasil","Santa Catarina","Presidente Getúlio","Santa Rita.","-49.7705556","-27.0902777",NA,"Florística IFFSC 571 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: epífita;","FURB37540","FURB37540","516","516",NA,NA,NA,"2011","04",NA,"-49.7705556","-27.0902777",NA,NA,NA,NA
"68","2020-10-14 10:04:40-03","FURB","FURB","24724","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","1940","2010","04","23",NA,"Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17",NA,"Epífita IFFSC e142b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea;","FURB37543","FURB37543","445","445",NA,NA,NA,"2011","04",NA,"-49.4100000","-28.1700000",NA,NA,NA,NA
"69","2020-10-14 10:04:40-03","FURB","FURB","25753","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Korte, A.; Kniess, A.","3128","2010","01","27",NA,"Brasil","Santa Catarina","Mirim Doce","Pinhalzinho.","-50.1308334","-27.1802778",NA,"Florística IFFSC 508 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37547","FURB37547","596","596",NA,NA,NA,"2011","04",NA,"-50.1308334","-27.1802778",NA,NA,NA,NA
"70","2020-10-14 10:04:40-03","FURB","FURB","26157","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2306","2010","05","25",NA,"Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.585","-26.7275",NA,"Epífita IFFSC e801b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; beira do rio Habito: epífita;","FURB37544","FURB37544","785","785",NA,NA,NA,"2011","04",NA,"-49.5850000","-26.7275000",NA,NA,NA,NA
"71","2020-10-14 10:04:40-03","FURB","FURB","26289","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2271","2010","05","15",NA,"Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71",NA,"Epífita IFFSC e37b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea;","FURB37546","FURB37546","203","203",NA,NA,NA,"2011","04",NA,"-49.7700000","-28.7100000",NA,NA,NA,NA
"72","2020-10-14 10:04:40-03","FURB","FURB","26719","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2176","2010","05","10",NA,"Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365",NA,"Epífita IFFSC e993b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB37542","FURB37542","417","417",NA,NA,NA,"2011","04",NA,"-49.2355555","-26.3650000",NA,NA,NA,NA
"73","2020-10-14 10:04:40-03","FURB","FURB","26775","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2454","2010","05","29",NA,"Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28",NA,"Epífita IFFSC e1025b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita de arbórea; flor inflorescência branca","FURB37545","FURB37545","770","770",NA,NA,NA,"2011","04",NA,"-49.1400000","-26.2800000",NA,NA,NA,NA
"74","2020-10-14 10:04:40-03","FURB","FURB","36616","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Cadorin, TJ","Cadorin, T.J.","3314","2011","10","05",NA,"Brasil","Santa Catarina","Pomerode","Ouro Preto Mineração Ltda.","-49.135","-26.8227778",NA,NA,"FURB37549","FURB37549","335","335",NA,NA,NA,"2011","10","05","-49.1350000","-26.8227778",NA,NA,NA,NA
"75","2020-10-14 10:04:40-03","FURB","FURB","3015","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Borgo, M","Cordeiro, J.; Silva, J.M.; Fendrich, R. & Pacheco, F.R.V.",NA,"1999","01","21",NA,"Brasil","Paraná","Morretes","Rio Grota Funda.","-48.834400177002","-25.476900100708",NA,NA,"FURB37530","FURB37530",NA,NA,"30514","auto",NA,"2011","04",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-08 08:54:47-03","FURB","FURB","6049","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Ribas, OS","Vieira, F.C.S.","627","2004","11","25",NA,"Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,NA,"FURB37548","FURB37548","900","900","37150","auto",NA,"2005","03","30",NA,NA,NA,NA,NA,NA
"77","2020-04-27 16:11:05-03","UFES","VIES","12824","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Sarnaglia Júnior, V.B.","Martins, G.H.","127","2001","03","14",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas.","-40.4199981689453","-20.2639007568359",NA,NA,"VIES012824","VIES012824",NA,NA,"18507","auto",NA,"2012","08",NA,NA,NA,NA,NA,NA,NA
"78","2020-04-27 16:11:05-03","UFES","VIES","12570","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Martins, G.H.","Martins, G.H.","84","2000","08","18",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas.","-40.4199981689453","-20.2639007568359",NA,NA,"VIES012570","VIES012570",NA,NA,"18507","auto",NA,"2000","08","18",NA,NA,NA,NA,NA,NA
"79","2020-04-27 16:11:05-03","UFES","VIES","12569","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Martins, G.H.","Martins, G.H.","85","2000","08","18",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas.","-40.4199981689453","-20.2639007568359",NA,NA,"VIES012569","VIES012569",NA,NA,"18507","auto",NA,"2000","08","18",NA,NA,NA,NA,NA,NA
"80","2019-09-27 18:05:53-03","UFES","VIES","12565","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Martins, G.H.","Martins, G.H.","92","2000","11","14",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas.","-40.4199981689453","-20.2639007568359",NA,NA,"VIES012565","VIES012565",NA,NA,"18507","auto",NA,"2000","11","14",NA,NA,NA,NA,NA,NA
"81","2019-06-27 10:26:17-03","UFES","VIES","30974","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Guimarães, E.F.","Couto, D.R.; Dias, H.M. & Silva, C.","1977","2011","06","09",NA,"Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões.","-41.3664016723633","-21.0641994476318",NA,NA,"VIES030974","VIES030974","1200","1200","29430","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-06-27 10:26:17-03","UFES","VIES","28419","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Sarnaglia-Jr., V.B.","Sarnaglia-Jr., V.B.","261","2010","04","25",NA,"Brasil","Espírito Santo","Serra","APA do Mestre Álvaro. Mata Atlântica de encosta, 2º vale entre afloramento CVEAI, seguindo trilha secundária.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES028419","VIES028419","680","680","16451","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-06-27 10:26:17-03","UFES","VIES","28421","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Sarnaglia-Jr., V.B.","Sarnaglia-Jr., V.B.","263","2010","04","25",NA,"Brasil","Espírito Santo","Serra","APA do Mestre Álvaro. Mata Atlântica de encosta, 2º VEA, trilha secundária.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES028421","VIES028421","700","700","16451","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-06-27 10:26:17-03","UFES","VIES","28423","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Sarnaglia-Jr., V.B.","Sarnaglia-Jr., V.B.","265","2010","04","25",NA,"Brasil","Espírito Santo","Serra","APA do Mestre Álvaro. Mata Atlântica de encosta, trilha principal.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES028423","VIES028423","630","630","16451","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-06-27 10:26:17-03","UFES","VIES","28415","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Sarnaglia-Jr., V.B.","Sarnaglia-Jr., V.B.; Valadares, R.T.; Dutra, S.S.","223","2010","03","25",NA,"Brasil","Espírito Santo","Serra","APA do Mestre Álvaro. Montanha costeira com Floresta Atlântica, trilha principal, vale entre afloramentos (1º).","-40.3078002929688","-20.1285991668701",NA,NA,"VIES028415","VIES028415","700","700","16451","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-04-27 16:11:05-03","UFES","VIES","26073","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Sarnaglia Júnior, V.B.","Sarnaglia Júnior, V.B.","280","2010","04","25",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES026073","VIES026073",NA,NA,"16451","auto",NA,"2011","03","29",NA,NA,NA,NA,NA,NA
"87","2019-06-27 10:26:17-03","UFES","VIES","4652","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","Pereira, O.J.","Pereira, O.J.","2069","1989","06","24",NA,"Brasil","Espírito Santo","Serra","Reserva Biológica Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES004652","VIES004652",NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-08-16 08:40:30-03","UTFPR","HCF","15509","S","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","T. Machado-Silva","M.G. Caxambu","5744","2014","10","31",NA,"Brasil","PR","Guaraqueçaba","Agropecuária Bananal. Propriedade do Sr.","-48.384611","-25.179694",NA,"erva ripária, ciófila, epífita. Material fértil de cor verde. Forófito: Rubiaceae (HCF-15508).",NA,NA,"73","73",NA,NA,NA,"2016","07","25","48°23'04,6 W","25°10'46,9 S",NA,NA,NA,NA
"89","2020-12-21 16:39:32-03","MBM","MBM","44951","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C. DC.","Callejas, R.","Hatschbach, G.","10889","1964","01","12","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,"MBM044951","MBM044951",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:39:32-03","MBM","MBM","253905","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C. DC.","Borgo, M.","Borgo, M.; et al.; et al.","183",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Parque Estadual do Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,"MBM253905","MBM253905",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:39:32-03","MBM","MBM","45006","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C. DC.","Smith, L.B.","Hatschbach, G.","2497","1951","08","21","Southern America","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,"MBM045006","MBM045006",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:39:32-03","MBM","MBM","45005","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C. DC.","Yuncker, T.G.","Hatschbach, G.","2488","1951","08","21","Southern America","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,"MBM045005","MBM045005",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
