"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"139","2021-03-01 16:19:33-03","UNICAMP","UEC","174627","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Gil, ASB; Cerqueira, RM; Cerqueira, ML","210","2006","02","27",NA,"Brazil",NA,NA,"Brejo em frente a sede da Fazenda.","UEC030544","Liliopsida",NA,"Gil, ASB","Minas Gerais","Estrela do Indaiá","Fazenda Silbel, (antiga Fazenda Cachoeira).","-45.7874984741211","-19.5221996307373","UEC030544","(Roxb.) Schult.",NA,NA,"24669","auto",NA,NA,NA,"2013","03","08",NA,NA,NA,NA,NA,NA
"140","2019-08-20 09:59:46-03","UNICAMP","UEC","21081","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Cardoso, AF","11064","1980","03","19",NA,"Brazil",NA,NA,"Erva de 20 cm, caules triangulares, em brejo.","UEC025856","Liliopsida",NA,"Faria, AD","São Paulo","Campinas","Fazenda Taubaté","-47.060001373291","-22.8999996185303","UEC025856","(Roxb.) Schult.",NA,NA,"23900","auto",NA,NA,NA,"1998","01",NA,NA,NA,NA,NA,NA,NA
"141","2019-08-20 09:59:46-03","UNICAMP","UEC","94231","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Faria, AD; Belinello, R; Galvão, JC; Matsumoto, K","97370","1997","02","25",NA,"Brazil",NA,NA,NA,"UEC025849","Liliopsida",NA,"Faria, AD","São Paulo","Capão Bonito","Rodovia sentido Apiaí a ca 8 km de C. Bonito, Faze","-48.3400001525879","-24","UEC025849","(Roxb.) Schult.",NA,NA,"39505","auto",NA,NA,NA,"2000","01",NA,NA,NA,NA,NA,NA,NA
"142","2019-08-20 09:59:46-03","UNICAMP","UEC","93788","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Faria, AD; Belinello, R; Galvão, JC; Matsumoto, K","97409","1997","02","26",NA,"Brazil",NA,NA,NA,"UEC025861","Liliopsida",NA,"Faria, AD","São Paulo","Capão Bonito","Rodovia SP 258, em lago, Margem de lago.","-48.3400001525879","-24","UEC025861","(Roxb.) Schult.",NA,NA,"39505","auto",NA,NA,NA,"1998","01",NA,NA,NA,NA,NA,NA,NA
"143","2019-08-20 09:59:46-03","UNICAMP","UEC","64656","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Uieda, V; Egler, S","23153","1990","02","08",NA,"Brazil",NA,NA,"Erva coprática; 0.5 metros de altura; inflorescência em espignilhas; margem arenosa ou lodosa.","UEC025853","Liliopsida",NA,"Faria, AD","São Paulo","Itirapina","Córrego Geraldo., Est. Vicinal Itirapina, Represa do Lobo.","-47.8199996948242","-22.25","UEC025853","(Roxb.) Schult.",NA,NA,"22843","auto",NA,NA,NA,"1998","01",NA,NA,NA,NA,NA,NA,NA
"144","2019-08-20 09:59:46-03","UNICAMP","UEC","94171","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Faria, AD; Belinello, R","97442","1997","03","03",NA,"Brazil",NA,NA,NA,"UEC025860","Liliopsida",NA,"Faria, AD","São Paulo","Pirassununga","Fazenda Toquinho, Estrada de terra no sentido Pirassununga - Analândia, brejo","-47.4199981689453","-21.9899997711182","UEC025860","(Roxb.) Schult.",NA,NA,"24621","auto",NA,NA,NA,"2000","01",NA,NA,NA,NA,NA,NA,NA
"145","2019-08-20 09:59:46-03","UNICAMP","UEC","93790","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Faria, AD; Belinello, R; Galvão, JC; Matsumoto, K","97405","1997","02","25",NA,"Brazil",NA,NA,NA,"UEC025864","Liliopsida",NA,"Faria, AD","São Paulo","Ribeirão Branco","Fazenda Alecrim","-48.7599983215332","-24.2199993133545","UEC025864","(Roxb.) Schult.",NA,NA,"25319","auto",NA,NA,NA,"1998","01",NA,NA,NA,NA,NA,NA,NA
"146","2019-08-20 09:59:46-03","UNICAMP","UEC","100069","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Barbosa, A; Singer, RB","97737","1997","10",NA,NA,"Brazil",NA,NA,NA,"UEC025862","Liliopsida",NA,"Faria, AD","São Paulo","Teodoro Sampaio","Brejo ao lado da estrada.","-52.1599998474121","-22.5300006866455","UEC025862","(Roxb.) Schult.",NA,NA,"54606","auto",NA,NA,NA,"1998","01",NA,NA,NA,NA,NA,NA,NA
"147","2020-04-22 16:26:15-03","UFPB","JPB","30724","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Barbosa, MR; Thomas, WW","JPB30724","2001","08","03","Southern America","Brasil",NA,NA,"; DESC: Erva Palustre.","JPB0030724","Angiosperma","Monocotyledon","Costa-Santos, M","Paraíba","João Pessoa","Bairro do Bessa","-34.863056","-7.115","JPB0030724","(Roxb.) Schult.","47","47",NA,NA,NA,"-34.863056","-7.115","2001","08","01",NA,NA,NA,NA,NA,NA
"148","2020-04-22 16:26:15-03","UFPB","JPB","31560","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Barbosa, MR; Thomas, WW","2734","2003","03","02","Southern America","Brasil",NA,NA,"; DESC: Erva paludosa, no meio da cacimba d#?#agua.","JPB0031560","Angiosperma","Monocotyledon",NA,"Paraíba","Cacimba de Dentro","Estrada que liga cacimba de Dentro à Solânea, junto à uma cacimba.","-35.749167","-6.69","JPB0031560","(Roxb.) Schult.","323","323",NA,NA,NA,"-35.749167","-6.69",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-04-22 16:26:15-03","UFPB","JPB","33100","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Thomas, WW; Barbosa, MR","14049","2004","07","23","Southern America","Brasil",NA,NA,"; DESC: Rhizomatous, in standing water of ditch, spikelets pale stramineous.","JPB0033100","Angiosperma","Monocotyledon","Thomas, WW","Paraíba","Cabaceiras","Fazenda Lajedo São Mateus, ca. 18Km S of BR-412 on road to Cabaceiras. Near Fazenda Hotel. Rood side ditch near stream crossing road.","-36.322222","-7.380833","JPB0033100","(Roxb.) Schult.","440","440",NA,NA,NA,"-36.322222","-7.380833","2004","09",NA,NA,NA,NA,NA,NA,NA
"150","2020-04-22 16:26:15-03","UFPB","JPB","40906","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Almeida, ACC","158","2008","09","25","Southern America","Brasil",NA,NA,"; DESC: Erva com flores castanhas","JPB0040906","Angiosperma","Monocotyledon","Thomas, WW","Paraíba","João Pessoa","AEROCLUBE","-34.863056","-7.115","JPB0040906","(Roxb.) Schult.","47","47",NA,NA,NA,"-34.863056","-7.115","2009",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-04-22 16:26:15-03","UFPB","JPB","46747","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Prata, AP; Barbosa, MR; Thomas, WW; Gomes, LA; Santos, E dos","2264","2010","07","04","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Erva cespitosa, ca. de 45cm de altura, com base variando de castanha a vinácea. Inflorescência castanha.","JPB0046747","Angiosperma","Monocotyledon","Prata, AP","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Interior da Mata. Fonte do Boi. Solo arenoso.","-37.419722","-11.395","JPB0046747","(Roxb.) Schult.",NA,NA,NA,NA,NA,"-37.419722","-11.395","2010","12","11",NA,NA,NA,NA,NA,NA
"152","2020-04-22 16:26:15-03","UFPB","JPB","48011","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Cavalcanti, D","559","2011","06","15","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica; DESC: Erva, inflorescência marrom.","JPB0048011","Angiosperma","Monocotyledon","Alves, M","Pernambuco","Goiana","RPPN Fazenda Tabatinga, Borda do fragmento","-34.820556","-7.606111",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"-34.820556","-7.606111","2011","08",NA,NA,NA,NA,NA,NA,NA
"153","2021-03-16 17:54:20-03","UCS","HUCS","39982","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Brotto, M.L.","969","2013","02","15",NA,"Brasil",NA,NA,"Herbário MBM; estepe gramíneo-lenhosa (campo limpo)",NA,"Angiospermae","Poales","Cordeiro, J.; Brotto, M.L.","Paraná","Piraí do Sul","Beira da Rodovia","-49.948600769043","-24.5261001586914",NA,"(Roxb.) Schult.",NA,NA,"37171","auto",NA,NA,NA,"2013","02","18",NA,NA,NA,NA,NA,NA
"154","2021-03-16 17:54:20-03","UCS","HUCS","11208","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Wasum, R.A.","s.n.","1995","12","27",NA,"Brasil",NA,NA,"erva; beira do lago",NA,"Angiospermae","Poales","Demeda, C.","Rio Grande do Sul","Erechim","IBDF","-52.2738990783691","-27.6341991424561",NA,"(Roxb.) Schult.","780","780","46790","auto",NA,NA,NA,"2015","05","22",NA,NA,NA,NA,NA,NA
"155","2019-12-06 19:29:27-03","UFES","VIES","25942","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Assis, A.M.; Santos, J.","3319","2012","07","08",NA,"Brasil",NA,NA,NA,"VIES025942",NA,NA,NA,"Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Sede.","-39.735833","-18.620556","VIES025942","(Roxb.) Schult.","4","4",NA,NA,NA,"39º44'9''W","18º37'14''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-12-06 19:29:27-03","UFES","VIES","45018","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Cipriano, R.; Assis, A.M.","29","2012","01","06",NA,"Brasil",NA,NA,NA,"VIES045018",NA,NA,NA,"Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Santana.","-39.734722","-18.617222","VIES045018","(Roxb.) Schult.","3","3",NA,NA,NA,"39º44'5''W","18º37'2''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-22 16:05:54-03","UFES","VIES","47650","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Sossai, B.G.; Nepomuceno, A.; Nichio-Amaral, R.","276","2018","11","19",NA,"Brasil",NA,NA,NA,"VIES047650",NA,NA,NA,"Espírito Santo","Linhares","Monsarás Ponto 25A margem leste.","-39.801389","-19.558611",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-22 16:05:54-03","UFES","VIES","47672","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Nepomuceno, A.; Miranda, V.S.; Nichio-Amaral, R.; Sossai, B.G.","452","2018","10","24",NA,"Brasil",NA,NA,NA,"VIES047672",NA,NA,NA,"Espírito Santo","Linhares","Monsarás Ponto 25A Margem Leste.","-39.801389","-19.558611",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-22 16:05:54-03","UFES","VIES","47805","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","325","2018","12","10",NA,"Brasil",NA,NA,NA,"VIES047805",NA,NA,NA,"Espírito Santo","Linhares","Monsarás - Poto 25A MO.","-39.801389","-19.558611",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-02-12 18:12:00-03","UFES","VIES","47875","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","367A","2018","10","25",NA,"Brasil",NA,NA,NA,"VIES047875",NA,NA,NA,"Espírito Santo","Linhares","Monsarás - Ponto 25 MN.","-39.801389","-19.558611",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-22 16:05:54-03","UFES","VIES","48170","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","630","2019","03","18",NA,"Brasil",NA,NA,NA,"VIES048170",NA,NA,NA,"Espírito Santo","Linhares","Monsarás - Ponto 25 ML.","-39.801389","-19.558611",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-22 16:05:54-03","UFES","VIES","48341","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","473","2019","05","14",NA,"Brasil",NA,NA,NA,"VIES048341",NA,NA,NA,"Espírito Santo","Linhares","Lagoa Monsarás - Ponto 25 MD.","-39.801389","-19.558611",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-22 16:05:54-03","UFES","VIES","48379","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","866","2019","06","11",NA,"Brasil",NA,NA,NA,"VIES048379",NA,NA,NA,"Espírito Santo","Linhares","Monsarás - Ponto 25.","-39.801389","-19.558611",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"39º48'5''W","19º33'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-06-27 10:24:41-03","UFES","VIES","21123","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Couto, D.R.; Fontana, A.P.; Manhães, V.C. & Sobreira, R.","798","2008","08","07",NA,"Brasil",NA,NA,NA,"VIES021123",NA,NA,"Kollmann, L.J.C.","Espírito Santo","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752","VIES021123","(Roxb.) Schult.",NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-04-27 16:09:27-03","UFES","VIES","6239","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Gomes, J.M.L.","1596","1991","06","20",NA,"Brasil",NA,NA,NA,"VIES006239",NA,NA,"Guarnier, J.C.","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","VIES006239","(Roxb.) Schult.",NA,NA,"28401","auto",NA,NA,NA,"2018","01","27",NA,NA,NA,NA,NA,NA
"166","2019-08-16 08:39:06-03","UTFPR","HCF","17887","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","E.L. Siqueira","1641","2015","09","22",NA,"Brasil",NA,NA,"erva heliófita, hidrófila, sementes esverdeadas.",NA,NA,NA,"R. Trevisan","PR","Nova Tebas","Estação Ecológica Municipal Reinaldo","-51.95275","-24.375722",NA,"(Roxb.) Schult.","627","627",NA,NA,NA,"51°57'09,9 W","24°22'32,6 S","2017",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-08-16 08:39:06-03","UTFPR","HCF","6070","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","A.R. Silva","496","2007","10","11",NA,"Brasil",NA,NA,"erva ca. 0,30 m, com flores alvas. Beira da represa. Solo úmido.",NA,NA,NA,"R. Trevisan","MG","Boa Esperança","Fazenda Caxambu (Estrada Boa Esperança-","-45.467583","-21.108833",NA,"(Roxb.) Schult.","812","812",NA,NA,NA,"45°28'03,3 W","21°06'31,8 S","2007","10","28",NA,NA,NA,NA,NA,NA
"168","2019-08-16 08:39:06-03","UTFPR","HCF","19333","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","M.L. Brotto","969","2013","02","15",NA,"Brasil",NA,NA,"erva, campo limpo. Solo hidromórfico.",NA,NA,NA,"M.L. Brotto & J. Cordeiro","PR","Piraí do Sul","Beira da rodovia","-49.860519","-24.3962",NA,"(Roxb.) Schult.","1124","1124",NA,NA,NA,"49°51'37,87 W","24°23'46,32 S","2013","02","18",NA,NA,NA,NA,NA,NA
"169","2019-08-16 08:39:06-03","UTFPR","HCF","1001","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","E. Ferreira",NA,"2004","03","27",NA,"Brasil",NA,NA,"planta aquática, herbácea, ereta, entouceirada, não ramificada, rizomatosa, de colmos trígonos, com estrutura esponjosa no seu interior.",NA,NA,NA,"M. Alves","PR","Campo Mourão","rio do Campo","-52.3830986022949","-24.0456008911133",NA,"(Roxb.) Schult.",NA,NA,"28572","auto",NA,NA,NA,"2009","06","08",NA,NA,NA,NA,NA,NA
"170","2019-08-16 08:39:06-03","UTFPR","HCF","2006","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","A.A. Machado",NA,"2005","03","10",NA,"Brasil",NA,NA,"herbácea, ereta, com caule de seção triangular. Em área alagada.",NA,NA,NA,"M. Alves","PR","Campo Mourão","Rio dos Papagaios","-52.3830986022949","-24.0456008911133",NA,"(Roxb.) Schult.",NA,NA,"28572","auto",NA,NA,NA,"2009","06","08",NA,NA,NA,NA,NA,NA
"171","2021-03-21 19:40:10-03","UFC","EAC","30998","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Castro, A.S.F.","1081","2001","09","26","Southern America","Brasil",NA,NA,"Helófila.","EAC0030998","Monocotyledon",NA,"Castro, A.S.F.","Ceará","Caucaia","Lagoa Pedro Lopes, Catuana.","-38.6530990600586","-3.73610997200012","EAC0030998","(Roxb.) Schult.",NA,NA,"40484","auto",NA,NA,NA,"2001","09","28",NA,NA,NA,NA,NA,NA
"172","2021-03-21 19:40:10-03","UFC","EAC","32574","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Matias, L.Q.","383","2003","05","06","Southern America","Brasil",NA,NA,"Planta aquática anfíbia.; Lótico/Caatinga","EAC0032574","Monocotyledon",NA,"Alves, M.","Pernambuco","Jatobá","Amburanas, Braço do Rio São Francisco.","-38.263694","-9.211278","EAC0032574","(Roxb.) Schult.",NA,NA,NA,NA,NA,"-38.263694","-9.211278","2003","10",NA,NA,NA,NA,NA,NA,NA
"173","2021-03-21 19:40:10-03","UFC","EAC","60203","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Albuquerque, A.C.; Pinheiro, R.C.","147","2016","06","23","Southern America","Brasil",NA,NA,"Lagoa temporária.","EAC0060203","Monocotyledon",NA,"Albuquerque, A.C.; Pinheiro, R.C.","Ceará","São Luís do Curu",NA,"-39.297778","-3.586389","EAC0060203","(Roxb.) Schult.",NA,NA,NA,NA,NA,"-39.297778","-3.586389","2016","07","06",NA,NA,NA,NA,NA,NA
"174","2021-03-21 19:40:10-03","UFC","EAC","29357","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Matias, L.Q.","224","2000","04","27","Southern America","Brasil",NA,NA,NA,"EAC0029357","Monocotyledon",NA,"Amado, R.","Ceará","Beberibe","Lagoa do Úruau","-38.1305999755859","-4.17971992492676","EAC0029357","(Roxb.) Schult.",NA,NA,"49277","auto",NA,NA,NA,"2000","05","27",NA,NA,NA,NA,NA,NA
"175","2021-03-21 19:40:10-03","UFC","EAC","35780","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Paes-Barreto","2","1999","04","08","Southern America","Brasil",NA,NA,"Macrófita aquática emersa.; Lacustre","EAC0035780","Monocotyledon",NA,"Alves, M.","Paraíba","São José de Caiana","Lagoa de Caiana","-38.3008003234863","-7.24861001968384","EAC0035780","(Roxb.) Schult.",NA,NA,"16227","auto",NA,NA,NA,"2008","07",NA,NA,NA,NA,NA,NA,NA
"176","2021-03-21 19:40:10-03","UFC","EAC","48263","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Costa, S.M.; Prata, A.P.; et al.","5","2006","04","03","Southern America","Brasil",NA,NA,"Erva","EAC0048263","Monocotyledon",NA,NA,"Sergipe","Pirambu","Reserva Biológica de Santa Isabel","-36.8560981750488","-10.7377996444702","EAC0048263","(Roxb.) Schult.",NA,NA,"22600","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-12-26 15:11:32-03","UFSM","SMDB","19351","S","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Brotto, ML; Barboza, E; Cordeiro, J; Saridakis, DP","969","2013","02","15",NA,"Brasil",NA,NA,"Erva. Estepe gramíneo- lenhosa (campo limpo), solo hidromórfico","SMDB019351",NA,NA,"Cordeiro, J; Brotto, ML","Paraná","Piraí do Sul","Beira da rodovia","-49.860519","-24.396111",NA,"(Roxb.) Schult.",NA,NA,NA,NA,NA,"-49.860519","-24.396111","2013","02","18",NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:22:13-03","MBM","MBM","294696","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Ferreira, E.","s.n.","2004","03","27","Southern America","Brazil",NA,NA,NA,"MBM294696",NA,NA,"Trevisan, R.","Paraná","Campo Mourão","Rio do Campo","-52.3830986022949","-24.0456008911133","MBM294696","(Roxb.) Schult.",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:22:12-03","MBM","MBM","11909","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Lindeman, J.; Haas, H.; Haas, H.","938","1966","04","06","Southern America","Brazil",NA,NA,NA,"MBM011909",NA,NA,"Prata, A.P.","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469","MBM011909","(Roxb.) Schult.",NA,NA,"32009","auto",NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-12-21 16:22:13-03","MBM","MBM","304323","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Ribas, O.S.; Hatschbach, G.; Wasum, R.; Hatschbach, G.; Wasum, R.","6628","2005","01","28","Southern America","Brazil",NA,NA,NA,"MBM304323",NA,NA,"Ribas, O.S.","Paraná","Paulo Frontin","Vicinal Nove","-50.8358001708984","-26.0396995544434","MBM304323","(Roxb.) Schult.",NA,NA,"20486","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-21 16:22:12-03","MBM","MBM","139947","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Souza, M.L.; et al.; et al.","534","1984","12","28","Southern America","Brazil",NA,NA,NA,"MBM139947",NA,NA,"Trevisan, R.","Santa Catarina","Florianópolis","Rio Vermelho","-48.5491981506348","-27.596700668335","MBM139947","(Roxb.) Schult.",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-21 16:22:12-03","MBM","MBM","106006","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Buttura, E.","237","1981","04","22","Southern America","Brazil",NA,NA,NA,"MBM106006",NA,NA,"Trevisan, R.","Paraná","Alvorada do Iguaçu","Porto Myamba Kuera",NA,NA,"MBM106006","(Roxb.) Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-21 16:22:12-03","MBM","MBM","111106","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Pedersen, T.M.","14072","1985","02","19","Southern America","Argentina",NA,NA,NA,"MBM111106",NA,NA,"Pedersen, T.M.",NA,NA,NA,NA,NA,"MBM111106","(Roxb.) Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-12-21 16:22:12-03","MBM","MBM","11915","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Lindeman, J.; Haas, H.; Haas, H.","4030","1967","01","12","Southern America","Brazil",NA,NA,NA,"MBM011915",NA,NA,"Trevisan, R.","Paraná",NA,"Chácara Nowarck",NA,NA,"MBM011915","(Roxb.) Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-12-21 16:22:12-03","MBM","MBM","127313","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Pedersen, T.M.","15124","1988","12","15","Southern America","Argentina",NA,NA,NA,"MBM127313",NA,NA,NA,NA,NA,NA,NA,NA,"MBM127313","(Roxb.) Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-12-21 16:22:13-03","MBM","MBM","418880","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1248","2019","02","23","Southern America","Brazil",NA,NA,"Herbácea 40 cm; espiguetas alvo-esverdeadas.; Várzea","MBM418880",NA,NA,"Marinero, F.","Minas Gerais","Linhares","Regência","-39.827778","-19.644167",NA,"(Roxb.) Schult.","2","2",NA,NA,NA,"-39.827778","-19.644167","2019","03","19",NA,NA,NA,NA,NA,NA
"187","2020-12-21 16:22:13-03","MBM","MBM","304472","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Machado, A.A.","s.n.","2005","03","10","Southern America","Brazil",NA,NA,NA,"MBM304472",NA,NA,"Trevisan, R.","Paraná",NA,"s",NA,NA,"MBM304472","(Roxb.) Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-12-21 16:22:13-03","MBM","MBM","418717","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","acutangula","Eleocharis acutangula","Marinero, F.; Nardin, E.C.; Nardin, E.C.","977","2018","11","10","Southern America","Brazil",NA,NA,"Herbácea 60 cm; espiguetas alvo-esverdeadas.; Várzea","MBM418717",NA,NA,"Marinero, F.","Minas Gerais","Mariana",NA,"-43.425","-20.244444",NA,"(Roxb.) Schult.","714","714",NA,NA,NA,"-43.425","-20.244444","2018","10","30",NA,NA,NA,NA,NA,NA
