"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","imagecode","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"57","2009-12-09 16:18:00-02","MO","MOBOT","1768457","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"L.H. Bailey|Ethel Z. Bailey","1921","12","27","Venezuela",NA,NA,"Caracas and vicinity, lat. ca. 10º30'N, in the dry season, large area on hillside",NA,NA,NA,NA,NA,NA,NA,NA,"Bailey 482","South America","914.40000000","1066.80000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2018-06-22 05:25:00-03","MO","MOBOT","1768458","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Lyman B. Smith|Pe. Raulino Reitz","1952","3","13","Brazil","Santa Catarina",NA,"Mun. Florianópolis: Lagoa de Piri, Ilha de Santa Catarina","-48.46666","-27.6",NA,NA,NA,NA,NA,NA,"Smith 6196","South America","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2012-04-10 05:01:00-03","MO","MOBOT","1768459","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","G. Davidse",NA,NA,NA,"Elena Schwindt","1949","4","6","Argentina","Misiones",NA,"San Pedro: El Alcazar",NA,NA,NA,NA,NA,NA,NA,NA,"Schwindt 1517","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2009-05-15 11:31:00-03","MO","MOBOT","1771682","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Pedro Jörgensen",NA,NA,NA,"Argentina","Catamarca",NA,"Común Andalgala",NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 1400","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","1771686","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Émile Hassler","1913","4",NA,"Paraguay","Central",NA,"In regione lacus Ypacaray",NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 42575","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2010-04-14 18:02:00-03","MO","MOBOT","1771692","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Thomas Morong","1888",NA,NA,"Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morong 680","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2018-02-11 05:24:00-02","MO","MOBOT","1771697","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","G. Davidse, 1990 (MO)",NA,NA,NA,"Jorge E. Ramos|L. H. Ramos|J. Ramos","1990","5","1","Colombia","Valle del Cauca","Yumbo","Corregimiento de Mulaló a unos 3 km arriba del pueblo de Mulaló, por la carretera del oleoducto del Pacífico, por la carretera Panorama.",NA,NA,NA,NA,NA,NA,NA,NA,"Ramos 2696","South America","1300.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"64","2018-05-17 05:28:00-03","MO","MOBOT","2229738","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Renée H. Fortunato|María E. Múlgura|A. Martínez","1990","11","25","Argentina","Chaco","Sargento Cabral","Alrededores de Colonias Unidas.","-59.58333","-26.71666",NA,NA,NA,NA,NA,NA,"Fortunato 1690","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","1771699","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","T. Killeen",NA,NA,NA,"Timothy J. Killeen","1985","10","16","Bolivia","Santa Cruz","Cordillera","Tatarenda, 30 km S of Río Grande on road to Camiri. First range of Andes with semi-deciduous forest and slash and burn agriculture. Soils generally sandy","-63.25","-19.13333",NA,NA,NA,NA,NA,NA,"Killeen 1266","South America","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-08-22 05:41:00-03","MO","MOBOT","1771704","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"R.C. Wingfield","1978","4","15","Venezuela","Falcón",NA,"F7. Carretera Falcón-Lara, Río Tocuyo. A lo largo del río. Frecuente",NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield 5226","South America","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-08-22 05:41:00-03","MO","MOBOT","1771707","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"R.C. Wingfield","1978","4","20","Venezuela","Falcón",NA,"Río Coro, Coro (7 km NE del centro do la ciudad). A lo largo del río, abundante (naturalizada)",NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield 5337","South America","0E8","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2013-08-23 04:12:00-03","MO","MOBOT","1952551","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","D. Giraldo (COL)",NA,NA,NA,"Diego Giraldo-Cañas",NA,NA,NA,"Colombia","Antioquia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giraldo-Cañas 3722","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2011-03-17 21:55:00-03","MO","MOBOT","2229744","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Xifreda, C. C., //",NA,NA,NA,"Cecilia Xifreda","1996","4","4","Argentina","Misiones","San Ignacio","San Ignacio, camino a Teyucuaré",NA,NA,NA,NA,NA,NA,NA,NA,"Xifreda 1684","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","2250009","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Ariza Espinar, L.",NA,NA,NA,"Luis Ariza Espinar","1973","4","15","Argentina","Córdoba","Capital","Ciudad de Córdoba: Barrio San Rafael",NA,NA,NA,NA,NA,NA,NA,NA,"Ariza Espinar 2819","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","230805","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Simon Lægaard","1985","4","7","Ecuador","El Oro",NA,"Along road just N of Guabo","-79.8","-3.21666",NA,NA,NA,NA,NA,NA,"Lægaard 54116","South America","10.00000000","25.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2011-06-14 17:12:00-03","MO","MOBOT","232662","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Carlos E. Cerón|Mery Montesdeoca","1990","12","8","Ecuador","Imbabura","Ibarra","Parroquia Ambuquí. Bosque Seco Premontano. Informantes: Manuel Guevara, Teresa Peñaherrera, Magdalena Sánchez, Renato Placencia, Carlos Montenegro.","-77.98333","0.43333",NA,NA,NA,NA,NA,NA,"Cerón Martínez 12493","South America","1800.00000000",NA,NA,NA,NA,NA,NA,NA,"2","90-99",NA
"73","2011-06-13 14:54:00-03","MO","MOBOT","232910","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","C. Cerón",NA,NA,NA,"Carlos E. Cerón","1990","7","17","Ecuador","Imbabura",NA,"AMBUQUI: Valle del Río Chota. Monte Espinoso PreMontano. Informante: Emilio José Acosta.","-78.01666","0.43333",NA,NA,NA,NA,NA,NA,"Cerón Martínez 11139","South America","1500.00000000",NA,NA,NA,NA,NA,NA,NA,"4","90-59",NA
"74","2011-06-13 14:54:00-03","MO","MOBOT","233055","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","C. Cerón",NA,NA,NA,"Carlos E. Cerón","1990","7","18","Ecuador","Imbabura","Antonio Ante","Parroquia Imbaya. San Luis de Cobuendo. Bosque Seco Montano Bajo. Informantes: María Humbertila Pillajo, Jaime Obando.","-78.2","0.35",NA,NA,NA,NA,NA,NA,"Cerón Martínez 11247","South America","2081.00000000",NA,NA,NA,NA,NA,NA,NA,"4","90-62",NA
"75","2015-03-19 09:26:00-03","MO","MOBOT","233849","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","C.E. Cerón (QAME)",NA,NA,NA,"Carlos E. Cerón|3er Curso Biología U. Central","1989","6","19","Ecuador","Pichincha","Quito","Parroquia Guayllabamba. Monte espinoso Montano Bajo. Inventario de plantas útiles.","-78.3666667","-0.05",NA,NA,NA,NA,NA,NA,"Cerón Martínez 6945","South America","2000.00000000","2100.00000000",NA,NA,NA,NA,NA,NA,"5","89-23",NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","2478595","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Oscar R. Matthei","1996",NA,NA,"Chile","Antofagasta","Antofagasta","9 km N de Antofagasta, camino Tocopilla","-70.38333","-23.55",NA,NA,NA,NA,NA,NA,"Matthei 511.","South America","20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","2825467","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","José F.M. Valls",NA,NA,NA,"FERREIRA","1973","5","19","Brazil","Rio Grande do Sul",NA,"Montenegro. Cultivada cerca de 3 metros altura. Beira estrada Ursutegregro e Salvador.",NA,NA,NA,NA,NA,NA,NA,NA,"FERREIRA 634","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","2825504","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Alan A. Beetle","1952","4","21","Argentina","Mendoza",NA,"At Mendoza; common volunteer along ditches 5-6 m tall.",NA,NA,NA,NA,NA,NA,NA,NA,"Beetle 582","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","2825530","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Alan A. Beetle","1952","6","18","Uruguay","San José",NA,"Mouth of Rio Santa Lucia at Santiago Vazquez. Volunteer on sand dunes.",NA,NA,NA,NA,NA,NA,NA,NA,"Beetle 1234","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2011-02-26 19:43:00-03","MO","MOBOT","2848456","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Foster's catalog note file",NA,NA,NA,"R.E. Fries",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fries 1622","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2015-04-21 05:44:00-03","MO","MOBOT","3456342","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","M. Nee (NY)",NA,NA,NA,"Michael H. Nee|Ivan Linneo","2006","2","11","Bolivia","Tarija","Gran Chaco","Villa Montes. The region formerly Chaco forest.","-63.47583","-21.26611",NA,NA,NA,NA,NA,NA,"Nee 54108","South America","385.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-07 11:44:56-03","FUVATES","HVAT","1199","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","E. Freitas","2004","11","02","J. Spellmeier","2003","09","17","Brasil","Rio Grande do Sul","Sério",NA,"-52.268611","-29.383333","-52º16'7''W","-29º22'60''S",NA,"HVAT00001199",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2015-08-20 11:24:09-03","CPQBA","CPMA","2059","S","Plantae","Poaceae","Arundo","donax","Arundo donax",NA,NA,NA,NA,NA,"Urbano","2004","03","20","Brasil","São Paulo","Conchal",NA,"-47.1699981689453","-22.3299999237061",NA,NA,NA,NA,"Magnoilophyta","Poales",NA,NA,NA,NA,NA,"16903",NA,"auto",NA,NA,NA,NA,NA
"84","2020-09-02 16:36:10-03","Cenargen","CEN","5259","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","J. F. M. Valls","1973",NA,NA,"A. Gilberto Ferreira","1973","03","19","Brasil","RS","MONTENEGRO","Entre Montenegro e Salvador do Sul","-51.4611015319824","-29.6886005401611",NA,NA,"Ca. 3 m de altura. Doação Herbg. Bot. da U.F. R.G. S - Porto Alegre ICN 23764","CEN00005259",NA,NA,"634",NA,NA,NA,"Exsicatas","21601","CEN00005259","auto",NA,NA,"1",NA,NA
"85","2019-10-07 09:21:36-03","UEFS","HUEFS","131319","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","F.M.Ferreira","2010","09",NA,"Dórea, M.C.","2007","09","02","Brasil","Bahia","Feira de Santana","Bairro Feira VI.","-38.9667015075684","-12.2666997909546",NA,NA,NA,"HUEFS0131319","Angiospermae","Poales","27",NA,NA,NA,NA,"46325","HUEFS0131319","auto","Lilianae",NA,NA,NA,NA
"86","2019-01-25 15:35:54-02","IAC","IAC","13052","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","G.A. Black","1937","09","11","G.A. Black","1937","09","11","Estados Unidos","California",NA,"Suisum",NA,NA,NA,NA,NA,NA,NA,NA,"4111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-01-25 15:35:54-02","IAC","IAC","3385","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","M.A. Chase","1939","09","21","A.P. Viégas & G.P. Viégas","1939","03","07","Brasil","São Paulo","Campinas","Rua Barão Geraldo de Resende","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-01-25 15:44:26-02","IAC","IAC","3386","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","P.L. Viana","2008","11","15","A.P. Viégas","1939","03","15","Brasil","São Paulo","Ubatuba","IAC, Estação Experimental (Horto)","-45.0711","-23.4339","-45.0711","-23.4339","Nome Popular: ubá, cana-brava",NA,NA,NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-01-25 15:35:54-02","IAC","IAC","4087","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","H.M. Longhi-Wagner","1998","08","19","C.A. Krug","1938","12","22","Brasil","São Paulo","Caraguatatuba","Praia de Caraguatatuba, Ubatuba","-45.4131","-23.6203","-45.4131","-23.6203",NA,NA,NA,NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-11-04 17:30:21-03","UEM","HUEM","5497","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Gasparino, D; Tormena, AC","1990","06","15","Brasil","Paraná","Maringá","Jardim Seminário","-51.9385986328125","-23.4253005981445",NA,NA,NA,"HUEM000010240",NA,NA,"4",NA,NA,NA,NA,"19250","HUEM000010240","auto",NA,NA,NA,NA,NA
"91","2020-11-04 17:30:21-03","UEM","HUEM","22070","S","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","K.Kawakita; R.S.Rodrigues; T.S.Filgueiras","2013","01",NA,"K.Kawakita; J.M.Garcia; Souza, VF; Bressan, RP","2012","01","23","Brasil","Paraná","Porto Rico","rio Paraná, córrego Porto Rico, riacho","-53.2668991088867","-22.7721996307373",NA,NA,"Cerca de 6m de altura; colmos ocos; ápice ereto; lígula e colarinho bege; sinflorescência coloração verde e vináceo.","HUEM000022106",NA,NA,"1662",NA,NA,NA,NA,"18063",NA,"auto",NA,NA,NA,NA,NA
"92","2019-11-01 15:15:54-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Silva, MA","2015","04","24","Silva, MA","2015","04","24","Brasil","Distrito Federal","Brasília","Entrada da Ponte JK, vindo do JBB","-47.933333","-15.766667","-47.933333","-15.766667","Erva ca. 3m de altura. Inflorescência de 0,80 m de comprimento, verde arroxeada. Folhas alternas cruzadas. Caule oco. Planta exótica invasora",NA,"Monocotyledonae",NA,"8215","Southern America","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-01 15:15:54-03","UnB","UB","216945","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Silva, ALH","2017","02","08","Gomes, SM; Silva, ALH","2017","02","08","Brasil","Distrito Federal","Brasília","Campus Darcy Ribeiro - UnB, Asa Norte, IB","-47.9296989440918","-15.7797002792358",NA,NA,"Planta rizomatosa, ca. 1.0 m; Cerrado, local antropizado, margem da L4 Norte",NA,"Monocotyledonae",NA,"951","Southern America",NA,NA,NA,"70570",NA,"auto",NA,NA,NA,NA,NA
"94","2019-11-01 15:15:54-03","UnB","UB","10190","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Silva, RR","2000","07",NA,"Silva, RR","2000","02","25","Brasil","Distrito Federal","Brasília","Árie Santuário de Vida Silvestre do Riacho Fundo","-47.947222","-15.848611","-47.947222","-15.848611","Planta perene, cespitosa. Plantas robustas.; Erva; Cerrado. Topologia: Baixios úmidos.","UB0025391","Monocotyledonae",NA,"519","Southern America","1000","1000",NA,NA,"UB0025391",NA,NA,NA,NA,NA,NA
"95","2019-11-01 15:15:54-03","UnB","UB","179967","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Martins, CR",NA,NA,NA,"Martins, CR","2010","12","05","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília. Cascalheira em frente ao Centro de Visitantes.","-47.935833","-15.734444","-47.935833","-15.734444","Solo cascalho compactado e encharcado. Existe apenas uma touceira e encontra-se entre vários indivíduos da espécie Agave sp.",NA,"Monocotyledonae",NA,"1142","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-01 15:15:54-03","UnB","UB","76562","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Soderstrom, TR",NA,NA,NA,"Morhy, L","1970","04",NA,"Brasil","Distrito Federal",NA,"Posto Esso, Eixo rodoviário Sul-Weste",NA,NA,NA,NA,NA,"UB0025388","Monocotyledonae",NA,"1","Southern America",NA,NA,NA,NA,"UB0025388",NA,NA,NA,NA,NA,NA
"97","2019-11-01 15:15:54-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Silva, RR","2000","07",NA,"Silva, RR","2000","02","25","Brasil","Distrito Federal","Brasília","Árie Santuário de Vida Silvestre do Riacho Fundo","-47.947222","-15.848611","-47.947222","-15.848611","Planta perene, cespitosa. Plantas robustas.; Erva; Cerrado. Topologia: Baixios úmidos.","UB0025387","Monocotyledonae",NA,"519","Southern America","1000","1000",NA,NA,"UB0025387",NA,NA,NA,NA,NA,NA
"98","2019-11-01 15:15:54-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"Lira-Gouvêa, APM; Martin, G","2017","05","01","Brasil","Distrito Federal","Brasília","Parque Ecológico Bernardo Sayão","-47.801667","-15.826944","-47.801667","-15.826944","invasora agressiva; area degradada","UB0110419","Monocotyledonae",NA,"289","Southern America","1090","1090",NA,NA,"UB0110419",NA,NA,NA,NA,NA,NA
"99","2019-11-01 15:15:54-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Silva, RR","2000","07",NA,"Silva, RR","2000","02","25","Brasil","Distrito Federal","Brasília","Árie Santuário de Vida Silvestre do Riacho Fundo","-47.947222","-15.848611","-47.947222","-15.848611","Planta perene, cespitosa. Plantas robustas.; Erva; Cerrado. Topologia: Baixios úmidos.","UB0025390","Monocotyledonae",NA,"519","Southern America","1000","1000",NA,NA,"UB0025390",NA,NA,NA,NA,NA,NA
"100","2019-11-01 15:15:54-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Soderstrom, TR",NA,NA,NA,"Morhy, L","1970","04",NA,"Brasil","Distrito Federal",NA,"Posto Esso, Eixo rodoviário Sul-Weste",NA,NA,NA,NA,NA,"UB0025389","Monocotyledonae",NA,"1","Southern America",NA,NA,NA,NA,"UB0025389",NA,NA,NA,NA,NA,NA
"101","2019-11-01 15:15:54-03","UnB","UB","216944","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Silva, ALH","2017","02","08","Gomes, SM; Silva, ALH","2017","02","08","Brasil","Distrito Federal","Brasília","SCEN trecho 2 lote 13/15, Clube Militar Almirante Alexandrino, Asa Norte","-47.9296989440918","-15.7797002792358",NA,NA,"Cerrado, local antropizado, margem da L4 Norte",NA,"Monocotyledonae",NA,"950","Southern America",NA,NA,NA,"70570",NA,"auto",NA,NA,NA,NA,NA
"102","2020-08-20 20:41:18-03","UFSC","FLOR","50033","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Ferreira, J.P.R.","2013",NA,NA,"Ferreira, J.P.R.","2013","07","10","Brasil","Santa Catarina","Florianópolis","Aterro da Baía Sul, Costeira do Pirajubaé, Ilha de Santa Catarina.","-48.526944","-27.631111","48º31'37''W","27º37'52''S","erva","FLOR0050033",NA,"Poales","356",NA,NA,NA,NA,NA,"FLOR0050033",NA,NA,NA,NA,NA,NA
"103","2020-08-20 14:59:29-03","UFSC","FLOR","58504","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax","L.","Pereira-Silva, L.","2015","11","27","Pereira-Silva, L.","2015","07","25","Brasil","Santa Catarina","Florianópolis","Aterro do Saco dos Limões, Baía Sul.","-48.531944","-27.611111","48º31'55''W","27º36'40''S","rizomatoso.","FLOR0058504",NA,"Poales","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-04 15:42:10-03","IF","SPSF","02575","PreservedSpecimen","Plantae","Poaceae","Arundo","donax","Arundo donax",NA,NA,NA,NA,NA,"D.Bento Pickel","1946","07","03","Brasil","SP","Nova Aliança","Montebelo,","-49.4900016784668","-21.0100002288818",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Poales",NA,"América do Sul",NA,NA,NA,"18101",NA,"auto","Liliopsida",NA,NA,NA,NA
"105","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"Ab indigenis",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"106","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"Lusitanis",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"107","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"Num re verâ indigena?",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"P02P3N0013",NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"Num re verâ indigena?",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"P02P3N0013",NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,"Extra fines nostros in Africa",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"110","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"Ab indigenis",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"111","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,"et in Europa meridionali obvia",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"112","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,"Extra fines nostros in Africa et in Europa meridionali obvia",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"113","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"Lusitanis",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"114","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"Pohl, JBE",NA,NA,NA,"Brazil","Minas Gerais",NA,"ad Estrema prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,"3189","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
"115","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax lanceolata","L.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Quinta prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"4334","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata"
"116","2017-09-11 17:12:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Arundo","donax","Arundo donax angustifolia","L.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"Ab indigenis",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia"
