"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","recordNumber","continentOcean","locality","yearIdentified","monthIdentified","year","month","day"
"1","2016-07-05 11:14:18-03","FFCLRP","LBMBP","57","S","Plantae","Orchidaceae","Hadrolaelia","lobata","Hadrolaelia lobata","(Lindl.) Chiron & V.P.Castro","E.R. Pansarin","E.R. Pansarin","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA
"2","2016-07-05 11:14:18-03","FFCLRP","LBMBP","158","S","Plantae","Orchidaceae","Hadrolaelia","lobata","Hadrolaelia lobata","(Lindl.) Chiron & V.P.Castro","E.R. Pansarin","E.R. Pansarin","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA
"3","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Laelia","lobata","Laelia lobata","(Lindl.) H.J.Veitch",NA,"Booth ?","Brazil",NA,"s.n.","Southern America","Habitat in rupibus prov. Rio de Janeiro et S. Paulo",NA,NA,NA,NA,NA
"4","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Laelia","lobata","Laelia lobata","(Lindl.) H.J.Veitch",NA,"Loddiges, CL","Brazil",NA,"s.n.(Hort.","Southern America","Habitat in rupibus prov. Rio de Janeiro et S. Paulo",NA,NA,NA,NA,NA
"5","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Laelia","lobata","Laelia lobata","(Lindl.) H.J.Veitch",NA,"Booth ?","Brazil",NA,"s.n.","Southern America","Habitat in rupibus prov. Rio de Janeiro et S. Paulo",NA,NA,NA,NA,NA
"6","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Laelia","lobata","Laelia lobata","(Lindl.) H.J.Veitch",NA,"Loddiges, CL","Brazil",NA,"s.n.(Hort.","Southern America","Habitat in rupibus prov. Rio de Janeiro et S. Paulo",NA,NA,NA,NA,NA
"7","2019-11-21 10:13:29-03","IBt","SP","24103","S","Plantae","Orchidaceae","Hadrolaelia","lobata","Hadrolaelia lobata","(Lindl.) Chiron & V.P.Castro","Mamede, MCH","Mello, P","Desconhecido",NA,"s.n.",NA,"Sem indicação de procedência","2011","03","1929","06","10"
"8","2019-11-21 10:13:29-03","IBt","SP","29988","S","Plantae","Orchidaceae","Hadrolaelia","lobata","Hadrolaelia lobata","(Lindl.) Chiron & V.P.Castro","Mamede, MCH","Holmes, CM","Desconhecido",NA,"s.n.",NA,"Sem indicação de procedência","2011","03","1933","01","03"
"9","2019-11-21 10:13:29-03","IBt","SP","35816","S","Plantae","Orchidaceae","Hadrolaelia","lobata","Hadrolaelia lobata","(Lindl.) Chiron & V.P.Castro","Mamede, MCH","Holmes, CM","Desconhecido",NA,"s.n.",NA,"Sem indicação de procedência","2011","03","1936","08","12"
