"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","stateProvince","locality","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","relatedCatalogItem"
"100","2020-12-21 16:26:56-03","MBM","MBM","400470","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Ferreira, P.C.","Ferreira, P.C.; Brotto, M.L.; Lozano, E.D.; Germani, A.F.; Brotto, M.L.; Lozano, E.D.; Germani, A.F.","2015","10","02","Brazil","Piraquara","-49.033056","-25.511111","-49.033056","-25.511111","897","897","MBM400470","MBM400470","22","Paraná","Mananciais da Serra, Próximo ao Reservatório Piraquara 2","Arbusto, 1,50m, flores roxas.; Em campo úmido, na beira da estrada.",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2015",NA,"10","08",NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:26:56-03","MBM","MBM","400486","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Ferreira, P.C.","Germani, A.F.; Brotto, M.L.; Lozano, E.D.; Ferreira, P.C.; Brotto, M.L.; Lozano, E.D.; Ferreira, P.C.","2015","10","02","Brazil","Piraquara","-49.033056","-25.511111","-49.033056","-25.511111","897","897","MBM400486","MBM400486","3","Paraná","Mananciais da Serra, Próximo ao Reservatório Piraquara 2","Arbusto, 1,5m de altura, flores roxas.; Em campo aberto, na beira da estrada.",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2015",NA,"10","08",NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:26:57-03","MBM","MBM","276524","PreservedSpecimen","Plantae","Fabaceae","Lupinus","heptaphyllus","Lupinus heptaphyllus","(Vell.) Hassl.","Vanni, R.","Sehnem, A.",NA,NA,NA,"Brazil","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"MBM276524",NA,"8501","Rio Grande do Sul","São Francisco de Paula",NA,NA,"Southern America",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:26:57-03","MBM","MBM","218290","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Ribas, O.S.","More, J.",NA,NA,NA,"Brazil","Almirante Tamandaré","-49.310001373291","-25.3246994018555",NA,NA,NA,NA,"MBM218290",NA,"103","Paraná","Tranqueira",NA,NA,"Southern America",NA,NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:26:57-03","MBM","MBM","218289","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Lima, H.C. de","Carvalho, L.F. de",NA,NA,NA,"Brazil","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"MBM218289",NA,"1010","Minas Gerais","Pedra Balão",NA,NA,"Southern America",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:26:57-03","MBM","MBM","218288","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Cowan, R.S.","More, J.",NA,NA,NA,"Brazil","Almirante Tamandaré","-49.310001373291","-25.3246994018555",NA,NA,NA,NA,"MBM218288",NA,"194","Paraná","Almirante Tamandaré",NA,NA,"Southern America",NA,NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2015-09-04 02:19:04-03","MNHN","RECOLNAT_MNHN_P","P00758274","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Bentham","Saint-Hilaire, A. de","1816",NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,"P00758274","P00758274_01",NA,NA,"Banda Oriental del Uruguay","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758274' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2120 bis",NA,NA
"107","2015-09-04 02:19:04-03","MNHN","RECOLNAT_MNHN_P","P00758275","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Bentham","Saint-Hilaire, A. de","1816",NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,"P00758275","P00758275_01",NA,NA,"Banda Oriental del Uruguay","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758275' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2120",NA,NA
"108","2015-09-04 02:19:04-03","MNHN","RECOLNAT_MNHN_P","P00758276","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"P00758276","P00758276_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758276' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-09-04 02:19:04-03","MNHN","RECOLNAT_MNHN_P","P00758277","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"P00758277","P00758277_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758277' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-09-05 08:22:12-03","MNHN","RECOLNAT_MNHN_P","P00758279","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"P00758279","P00758279_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758279' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2016-11-10 14:57:01-02","MNHN","RECOLNAT_MNHN_P","P02728829","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Smith","Ule, E.","1889","12","1","Brésil",NA,NA,NA,NA,NA,NA,NA,"P02728829","P02728829_01",NA,"Santa Catarina","Estado de Sta Catarina: No campo perto de Laguna","Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02728829' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1424",NA,NA
"112","2016-11-10 15:40:30-02","MNHN","RECOLNAT_MNHN_P","P02728831","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Glaziou, A.","1876","11","20","Brésil",NA,NA,NA,NA,NA,NA,NA,"P02728831","P02728831_01",NA,"Rio de Janeiro","Campos de l'Itatiaia. Chez J. Bueno Rangel, (Rio Janeiro)","Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02728831' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8643",NA,NA
"113","2016-11-10 15:47:21-02","MNHN","RECOLNAT_MNHN_P","P02728832","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Glaziou","Regnell, A.F.","1860","10","4","Brésil",NA,NA,NA,NA,NA,NA,NA,"P02728832","P02728832_01",NA,NA,"Caldas","Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02728832' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 404",NA,NA
"114","2016-11-10 15:51:40-02","MNHN","RECOLNAT_MNHN_P","P02728833","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Glaziou, A.","1876","11","20","Brésil",NA,NA,NA,NA,NA,NA,NA,"P02728833","P02728833_01",NA,"Rio de Janeiro","Campos de l'Itatiaia. Chez J. Bueno Rangel, (Rio Janeiro)","Reçu le 4 octobre 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02728833' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8643",NA,NA
"115","2015-09-04 02:19:39-03","MNHN","RECOLNAT_MNHN_P","P02728834","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Glaziou, A.","1876","11","20","Brésil",NA,NA,NA,NA,NA,NA,NA,"P02728834","P02728834_01",NA,"Rio de Janeiro","Campos de l'Itatiaia. Chez J. Bueno Rangel, (Rio Janeiro)","Reçu le 4 octobre 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02728834' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8643",NA,NA
"116","2016-11-10 16:15:17-02","MNHN","RECOLNAT_MNHN_P","P02728838","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Smith","Ule, E.","1891","4","1","Brésil",NA,NA,NA,NA,NA,NA,NA,"P02728838","P02728838_01",NA,"Santa Catarina","No Campo de Capivare Azima da Serra Geral. Estado de Sta Catharina","Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02728838' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1728",NA,NA
"117","2016-11-10 12:33:12-02","MNHN","RECOLNAT_MNHN_P","P02728839","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Burkart","Smith, L.B.|Klein, R.","1957","2","22","Brésil",NA,NA,NA,NA,NA,"900","1000","P02728839","P02728839_01",NA,"Santa Catarina","Santa Catarina, Mun. Dionisio Cerqueira: Ruderal, 3km west of Rio Capetinga between Campo erê and Dionisio Cerqueira","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02728839' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11650",NA,NA
"118","2015-09-04 02:20:00-03","MNHN","RECOLNAT_MNHN_P","P02728840","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Glaziou, A.","1879","9","8","Brésil",NA,NA,NA,NA,NA,NA,NA,"P02728840","P02728840_01",NA,"Rio de Janeiro","Campos da Bocaina, (Rio Janeiro)","Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02728840' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11746",NA,NA
"119","2015-09-04 08:02:22-03","MNHN","RECOLNAT_MNHN_P","P03569561","PreservedSpecimen",NA,"Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Cowan","Smith, L.B.|Klein, R.M.","1964","12","7","Brazil",NA,"-53.13333","-26.36667",NA,NA,"900","1000","P03569561","P03569561_01",NA,"Santa Catarina","Santa Catarina, Mun. Campo Erê: 17 km west of Campo Erê","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03569561' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13796",NA,NA
"120","2020-12-11 11:36:07-03","UFMG","BHCB","32474","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-02-11 17:19:02-03","UFPR","UPCB","61183","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Smith","Guimarães, O.A.","Labiak, P.H.","2008","01","11","Brasil","Itatiaia","-44.663056","-22.38","-44.663056","-22.38","2650","2650",NA,NA,"4456","Rio de Janeiro","Parque Nacional do Itatiaia, subida para o Pico da Agulhas Negras.","Herbácea, flores violáceas. Campos de altitude..",NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,"01","31",NA,NA,NA,NA,NA,NA
"122","2021-02-11 17:19:02-03","UFPR","UPCB","29517","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Smith","Hatschbach, G.","Cordeiro, J.","1996","10","24","Brasil","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,"1350","Paraná","Borda do Campo","Arbusto, 1,30m, flor lilás. Campo degradado..",NA,NA,NA,NA,NA,NA,"17116","auto","1997",NA,"01","01",NA,NA,NA,NA,NA,NA
"123","2021-02-11 17:19:02-03","UFPR","UPCB","16880","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Smith","Hatschbach, G.","Silva, J.M.","1989","11","24","Brasil","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"737","Paraná","Buraco do Padre","Sublenhosa, 70cm, flor azul. Zona de campo, orla degradada..",NA,NA,NA,NA,NA,NA,"46557","auto","1990",NA,"01","01",NA,NA,NA,NA,NA,NA
"124","2021-02-19 15:08:28-03","UFPR","UPCB","97085","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Steher, N. S.","Bacci, L. F. | Streher, N. S.","2020","02","15","Brasil","Itamonte","-44.8699989318848","-22.283899307251",NA,NA,NA,NA,"UPCB0046875",NA,"421","Minas Gerais","Parque Nacional do Itatiaia. Trilha dos Cinco Lagos, planalto.","Mata Atlântica. Arbusto ca. 1.5 m alt. Flores com pétalas azuis e roxas. Frutos amarronzados.",NA,NA,NA,NA,NA,NA,"26914","auto","2020",NA,"02",NA,NA,NA,NA,NA,NA,NA
"125","2021-02-11 17:19:02-03","UFPR","UPCB","18927","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Smith","Hatschbach, G.","Cervi, A.C.","1989","10","15","Brasil","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"2843","Paraná","Parque Vila Velha, Fortaleza","Arbustiforme, 80cm, flor azulada. Campo..",NA,NA,NA,NA,NA,NA,"46557","auto","1990",NA,"01","01",NA,NA,NA,NA,NA,NA
"126","2021-02-11 17:19:02-03","UFPR","UPCB","22261","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Smith","Hatschbach, G.","Cordeiro, J.","1992","11","19","Brasil","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,NA,"940","Paraná","Postinho","Subarbusto, 90cm, flor lilás. Beira de estrada..",NA,NA,NA,NA,NA,NA,"25228","auto","1993",NA,"01","01",NA,NA,NA,NA,NA,NA
"127","2021-02-11 17:19:02-03","UFPR","UPCB","6961","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Burkart, A.","Reitz, P.R.","1952","01","24","Brasil","Chapecó","-52.6183013916016","-27.096399307251",NA,NA,"1000","1000",NA,NA,"4313","Santa Catarina","Capetinga","Campo..",NA,NA,NA,NA,NA,NA,"22671","auto","1953",NA,"01","01",NA,NA,NA,NA,NA,NA
"128","2021-02-11 17:19:02-03","UFPR","UPCB","22875","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Smith, L.B.","Hatschbach, G.","1952","08","29","Brasil","Rio Negro","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,NA,"2834","Paraná","Rio da Várzea","Erva, 1m, flor azul. Várzea..",NA,NA,NA,NA,NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2010-04-23 21:39:00-03","MO","MOBOT","2195218","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Ulibarri, E. A., /07/","Osvaldo Morrone|Norma B. Deginani|M. Mónica Ponce|Diego Giraldo-Cañas","1996","10","10","Argentina","Apóstoles","-55.7","-28.08333",NA,NA,"90.00000000",NA,NA,NA,"Morrone 1128","Misiones","Ruta Prov. 94, 7 Km de Garruchos camino a Azara, Río Chimiray",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2010-04-23 21:34:00-03","MO","MOBOT","2195244","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Ulibarri, E. A., /07/","Osvaldo Morrone|Norma B. Deginani|Diego Giraldo-Cañas","1996","10","21","Argentina","Candelaria","-55.58333","-27.51666",NA,NA,NA,NA,NA,NA,"Morrone 1787","Misiones","Ruta Prov. 208, 10 Km pasando Cerro Corá hacia Cerro Azul",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2018-05-17 05:28:00-03","MO","MOBOT","2249843","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Ulibarri, E. A.","María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","2000","9","23","Argentina","Oberá","-55","-27.4125",NA,NA,"210.00000000",NA,NA,NA,"Múlgura 2283","Misiones","Salto Teodoro Cuenca.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-07-06 13:00:00-03","MO","MOBOT","2340999","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"Arturo E. Burkart","1931",NA,NA,"Argentina","Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,"Burkart 4582","Misiones","Estación Experimental Loreto",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"133","2009-07-27 09:22:00-03","MO","MOBOT","2430137","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"Fernando O. Zuloaga|Osvaldo Morrone","1997","9","26","Argentina","Candelaria","-55.58333","-27.56666",NA,NA,NA,NA,NA,NA,"Zuloaga 6564","Misiones","de Cerro Corá a Cerro Azul, Ruta Prov. 208,2 km pasando Venecia",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2011-03-24 16:21:00-03","MO","MOBOT","2430159","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Vanni, R. O., //","Maria M. Arbo|Sergio Cáceres M.|M. Silvia Ferrucci|Victor Maruñak","1996","10","25","Argentina","San Roque","-58.49","-28.89",NA,NA,NA,NA,NA,NA,"Arbo 6855","Corrientes","Estancia Caaguazú, 11 km NE de Chavarría camino a Tacuaritas, potrero Plantel, aprox. 3 km al W del casco",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2008-05-27 22:02:00-03","MO","MOBOT","2453853","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"S.T.S. Miotto",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miotto 1835","Santa Catarina","Lages. Lages",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2018-02-24 05:31:00-03","MO","MOBOT","2515665","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Seijo, G. J., //","G.J. Seijo|V.G. Solís Neffa|Myriam C. Peichoto|M. M. Sosa","2001","11","24","Uruguay",NA,"-57.72444","-31.07416",NA,NA,"61.00000000",NA,NA,NA,"Seijo 2385","Salto","Salto, ruta 3 km 535, ayo. Espinillar",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2018-02-24 05:31:00-03","MO","MOBOT","2515677","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Seijo, G. J., //","G.J. Seijo|V.G. Solís Neffa|Myriam C. Peichoto|M. M. Sosa","2001","11","24","Uruguay",NA,"-57.63638","-30.89833",NA,NA,"95.00000000",NA,NA,NA,"Seijo 2393","Salto","Salto, camino a las Termas de Arapey",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2015-08-11 21:44:00-03","MO","MOBOT","2515691","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Izaguirre de Artuccio, P.","B.R. Arrillaga|et al.",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arrillaga 1663","Artigas",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2018-05-17 05:29:00-03","MO","MOBOT","3199767","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Ulibarri","María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","2000","9","23","Argentina","Oberá","-55","-27.4125",NA,NA,"210.00000000",NA,NA,NA,"Múlgura 2283","Misiones","Salto Teodoro Cuenca.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2011-04-03 13:03:00-03","MO","MOBOT","2249856","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus berroanus","(C.P. Sm.) Planchuelo & E. Fuentes",NA,"Aurelio Schinini|R. Martínez Crovetto","1982","10","13","Argentina","San Cosme",NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 22785","Corrientes","Paso de la Patria",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"berroanus",NA
"141","2011-02-25 14:27:00-03","MO","MOBOT","2515589","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus berroanus","(C.P. Sm.) Planchuelo & E. Fuentes","Planchuelo, A. M.","Mariano B. Berro","1902","11","4","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berro 2775","Salto",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"berroanus",NA
"142","2009-05-15 11:31:00-03","MO","MOBOT","2249871","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus reineckianus","(C.P. Sm.) Planchuelo & E. Fuentes",NA,"Pedro Jörgensen","1917",NA,NA,"Argentina","Bermejo",NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 2139","Chaco","Las Palmas",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reineckianus",NA
"143","2008-05-27 22:02:00-03","MO","MOBOT","2453870","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus reineckianus","(C.P. Sm.) Planchuelo & E. Fuentes",NA,"REINECK","1897",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"REINECK 93","Rio Grande do Sul",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reineckianus",NA
"144","2009-09-17 20:25:00-03","MO","MOBOT","2515706","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus reineckianus","(C.P. Sm.) Planchuelo & E. Fuentes",NA,"Harley H. Bartlett","1943","12","17","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bartlett 21221","Colonia","Artilleros",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reineckianus",NA
"145","2011-04-03 13:03:00-03","MO","MOBOT","2249856","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus berroanus","(C.P. Sm.) Planchuelo & E. Fuentes",NA,"Aurelio Schinini|R. Martínez Crovetto","1982","10","13","Argentina","San Cosme",NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 22785","Corrientes","Paso de la Patria",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"berroanus",NA
"146","2011-02-25 14:27:00-03","MO","MOBOT","2515589","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus berroanus","(C.P. Sm.) Planchuelo & E. Fuentes","Planchuelo, A. M.","Mariano B. Berro","1902","11","4","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berro 2775","Salto",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"berroanus",NA
"147","2009-05-15 11:31:00-03","MO","MOBOT","2249871","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus reineckianus","(C.P. Sm.) Planchuelo & E. Fuentes",NA,"Pedro Jörgensen","1917",NA,NA,"Argentina","Bermejo",NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 2139","Chaco","Las Palmas",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reineckianus",NA
"148","2008-05-27 22:02:00-03","MO","MOBOT","2453870","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus reineckianus","(C.P. Sm.) Planchuelo & E. Fuentes",NA,"REINECK","1897",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"REINECK 93","Rio Grande do Sul",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reineckianus",NA
