"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","dayIdentified","infraspecificEpithet"
"52","2020-09-12 05:00:02-03","US","US","2924851","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"G. T. Prance, E. Lleras & D. F. Coêlho","19188","1973","10","18","South America - Neotropics","Brazil","Mato Grosso",NA,"Road behind Veu da Noiva; Chapada dos Guimaraes",NA,NA,NA,NA,"US01872759","US01872759_01 US01872759_02","720",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"53","2020-09-12 05:00:02-03","US","US","2025605","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"A. Macedo","2672","1950","10","31","South America - Neotropics","Brazil","Goiás","Jataí","Queixada","-51.7144012451172","-17.8813991546631",NA,NA,"US01872764","US01872764_01 US01872764_02",NA,NA,NA,NA,"Dicotyledonae","75073","auto",NA,NA,NA,"1",NA,NA
"54","2020-09-12 05:00:02-03","US","US","2248271","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"L. Smith & A. M. Smith","4761","1956","10","17","South America - Neotropics","Brazil","Goiás","Anápolis",NA,"-48.9528007507324","-16.3267002105713",NA,NA,"US01872763","US01872763_01 US01872763_02",NA,NA,NA,NA,"Dicotyledonae","31830","auto",NA,NA,NA,"1",NA,NA
"55","2020-09-02 16:32:28-03","Cenargen","CEN","6632","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","B. M. T. Walter","Lídio Coradin","3446","1980","10","03",NA,"Brasil","GO","ALEXANIA","Rodovia Brasília - Anapólis, BR-060, km 78 - GO.","-48.566666","-16.166666","Exsicatas","Filotaxia : Alternas. Comportamento Independente.","CEN00006632","CEN00006632","800","800","2012","05",NA,NA,NA,"-48.566666","-16.166666",NA,"2",NA,NA
"56","2020-09-02 16:32:28-03","Cenargen","CEN","49383","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","A. S. Rodrigues & J. F. B. Pastore","José Floriano Barêa Pastore","55","2002","08","10",NA,"Brasil",NA,NA,"Chácara Jatobá. (Entre Aparecida de Goiânia / Hidrolândia).",NA,NA,"Exsicatas",NA,"CEN00049383","CEN00049383",NA,NA,"2002","08",NA,NA,NA,NA,NA,NA,"2",NA,NA
"57","2020-09-02 16:32:28-03","Cenargen","CEN","41791","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","B. M. T. Walter","Bruno Machado Teles Walter","4919","2001","12","11",NA,"Brasil","BA","COCOS","Fazendas Trijunção, estrada para a sede do Guará.","-44.5344009399414","-14.1838998794556","Exsicatas","Em início de frutificação. Doação do Herbário do IBGE - Reserva Ecológicado IBGE. Plantas do Brasil - Bahia.","CEN00041791","CEN00041791","765","765","2012","05",NA,"199742","auto","-4582333.0","-1491028.0",NA,"1",NA,NA
"58","2020-09-02 16:32:28-03","Cenargen","CEN","98108","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","B. M. T. Walter","Inês Cordeiro","3434","2012","12","13",NA,"Brasil","GO","CHAPADAO DO CEU","Sede do Parque Nacional das Emas, margem do Rio Formoso.","-52.548900604248","-18.4074993133545","Exsicatas","Arbusto cespitoso, até 1 m alt., botões e flores róseas, filetes rosa-escuros; pétalas rosa claro; anteras amarelas. Doação Instituto de Botânica de São Paulo - Brasil.","CEN00098108","CEN00098108",NA,NA,"2017","06",NA,"44163","auto",NA,NA,NA,"1",NA,NA
"59","2020-09-02 16:32:28-03","Cenargen","CEN","471","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","B. M. T. Walter","Antônio Costa Allem","471","1976","11","20",NA,"Brasil","GO","LUZIANIA","Luziânia, BR-40, a 5 km da divisa com Cristalina - GO.","-47.9502983093262","-16.2525005340576","Exsicatas","Frutos pedicelados, espinescentes.","CEN00000471","CEN00000471",NA,NA,"2012","05",NA,"83221","auto",NA,NA,NA,"2",NA,NA
"60","2015-05-06 12:28:17-03","F","FMNH-SEEDPLANTS","V0308796F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Byttneria","oblongata","Byttneria oblongata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0308796F","V0308796F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-05-06 12:28:17-03","F","FMNH-SEEDPLANTS","V0308797F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sterculiaceae","Byttneria","oblongata","Byttneria oblongata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0308797F","V0308797F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-12 15:02:14-03","UFSCar","SPSC","7122","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","M.A. Batalha","M.V. Cianciaruso",NA,"2003","05",NA,NA,"Brasil","Goiás",NA,"Parque Nacional das Emas.",NA,NA,NA,"Planta com aproximadamente 0,22 metro de altura.;Cerrado (Campo limpo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"63","2019-11-01 15:03:24-03","UnB","UB","163884","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Zanatta, MRV","Zanatta, MRV; Faria, JEQ; Oliveira, DR","391","2010","05","15","Southern America","Brasil","Goiás","Montes Claros de Goiás","Fazenda Vereda","-51.557222","-15.901111",NA,"Erva, flor creme com estames negros.; Campo limpo úmido / Vereda.",NA,NA,NA,NA,"2010","05",NA,NA,NA,"-51.557222","-15.901111",NA,NA,"15",NA
"64","2019-11-01 15:03:24-03","UnB","UB","173509","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Ramos, MVV","s.n.Byt","2003",NA,NA,"Southern America","Brasil","Minas Gerais",NA,"Região do triângulo mineiro.","-48.459722","-19.007222",NA,"Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.459722","-19.007222",NA,NA,NA,NA
"65","2019-11-01 15:03:24-03","UnB","UB","173510","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Ramos, MVV","s.n.C2T1S6","2003",NA,NA,"Southern America","Brasil","Minas Gerais",NA,"Região do triângulo mineiro.","-48.126389","-19.100556",NA,"Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.126389","-19.100556",NA,NA,NA,NA
"66","2019-11-01 15:03:24-03","UnB","UB","90743","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, CL","Hatschbach, G","63617","1995","10","20","Southern America","Brasil","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães","-55.7497","-15.4606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-55.7497","-15.4606",NA,NA,NA,NA
"67","2019-11-01 15:03:24-03","UnB","UB","90744","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, CL","Fonsêca, SG","1005","1968","10","02","Southern America","Brasil","Goiás","Jataí","Jataí, Fz. Maltata","-51.7144","-17.8814",NA,NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,"-51.7144","-17.8814",NA,NA,NA,NA
"68","2019-11-01 15:03:24-03","UnB","UB","90745","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, CL","Irwin, HS","10787","1965","11","30","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 15:03:24-03","UnB","UB","90746","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl","Cristóbal, CL","Irwin, HS","18805","1968","01","18","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-05-06 11:58:56-03","UFU","HUFU","18801","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.; Amaral, A.F.","1464","1999","02","19",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Borda da vereda 3, lado direito.","-48.2771987915039","-18.9186000823975",NA,"Subarbusto com flor creme e estilete roxo.; Vereda.","HUFU00014931","HUFU00014931",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"71","2019-05-06 11:58:58-03","UFU","HUFU","22837","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","3577","2000","04","28",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 4 (parte oeste), lado direito.","-48.2771987915039","-18.9186000823975",NA,"Subarbusto com fruto verde.; Vereda.","HUFU00014925","HUFU00014925",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"72","2019-05-06 11:58:58-03","UFU","HUFU","22928","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Guimarães, A.J.M.","s.n.","1999","04","10",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda sul.","-48.2771987915039","-18.9186000823975",NA,"Vereda.","HUFU00014924","HUFU00014924",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"73","2019-05-06 11:58:56-03","UFU","HUFU","17088","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Araújo, G.M.; Barbosa, A.A.A.","1665","1998","08","21",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Vereda 2","-48.2771987915039","-18.9186000823975",NA,"Subarbusto. Flor creme.; Vereda.","HUFU00014936","HUFU00014936",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"74","2019-05-06 11:58:58-03","UFU","HUFU","39370","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","2484","2003","01","22",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.","-48.2771987915039","-18.9186000823975",NA,"Arbusto, ca. 2 m. Branca.; Vereda.","HUFU00014916","HUFU00014916",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"75","2019-05-06 11:58:58-03","UFU","HUFU","32401","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","s.n.","2002","11","29",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00014944","HUFU00014944",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"76","2019-05-06 11:58:58-03","UFU","HUFU","39375","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","648","2002","05","30",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 2 m. Branca.; Vereda.","HUFU00014912","HUFU00014912",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"77","2019-05-06 11:58:58-03","UFU","HUFU","39379","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","1319","2002","10","22",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 2,10 m. Flores brancas.; Vereda.","HUFU00014907","HUFU00014907",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"78","2019-05-06 11:58:56-03","UFU","HUFU","21618","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.; Mendes, S.","2440","1999","11","05",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Borda direita da vereda 1.","-48.2771987915039","-18.9186000823975",NA,"Vereda.","HUFU00014950","HUFU00014950",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"79","2019-05-06 11:58:58-03","UFU","HUFU","32487","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","s.n.","2003","02","07",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Meio e fundo.","-48.2771987915039","-18.9186000823975",NA,"Subarbusto, frutos imaturos.; Vereda.","HUFU00014921","HUFU00014921",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"80","2019-05-06 11:58:56-03","UFU","HUFU","17763","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Amaral, A.F.","82","1998","06","16",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itroró","-48.2771987915039","-18.9186000823975",NA,"Erva.","HUFU00014933","HUFU00014933",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"81","2019-05-06 11:58:58-03","UFU","HUFU","22631","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Amaral, A.F.; Cardoso, G.L.","s.n.","2000","03","03",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itroró, Meio da vereda 1, lado esquerdo.","-48.2771987915039","-18.9186000823975",NA,"Flor branca, estames rosa.","HUFU00014947","HUFU00014947",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"82","2020-08-04 12:48:25-03","UFU","HUFU","52854","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","613","2007","12","18",NA,"Brasil","Goiás",NA,"Serra do Facão",NA,NA,NA,"Erva, ca. 1,0 m. Flor roxa, estames brancos, fruto ausente.","HUFU00014901","HUFU00014901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-05-06 11:58:56-03","UFU","HUFU","17125","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Araújo, G.M.","1702","1997","10","20",NA,"Brasil","Minas Gerais","Uberlândia","BR 050","-48.2771987915039","-18.9186000823975",NA,"Vereda.","HUFU00014935","HUFU00014935",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"84","2019-05-06 11:58:56-03","UFU","HUFU","21508","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.; Mendes, S.","2408","1999","10","22",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Borda direita da vereda 3.","-48.2771987915039","-18.9186000823975",NA,"Erva com flor creme.; Vereda.","HUFU00014930","HUFU00014930",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"85","2019-05-06 11:58:56-03","UFU","HUFU","21701","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","2489","1999","11","19",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Borda e meio direito da vereda 3.","-48.2771987915039","-18.9186000823975",NA,"Subarbusto frequente. Presença de flor.; Vereda.","HUFU00014929","HUFU00014929",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"86","2019-05-06 11:58:58-03","UFU","HUFU","22486","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Araújo, G.M.","3039","2000","02","18",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Fundo da vereda 4, lado esquerdo. (a oeste).","-48.2771987915039","-18.9186000823975",NA,"Flor branca.; Vereda.","HUFU00014927","HUFU00014927",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"87","2019-05-06 11:58:56-03","UFU","HUFU","22269","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Mendes, S.","s.n.","2000","01","21",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 3 (sudeste), lado direito.","-48.2771987915039","-18.9186000823975",NA,"Flor creme.; Vereda.","HUFU00014928","HUFU00014928",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"88","2019-05-06 11:58:58-03","UFU","HUFU","22675","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","3480","2000","03","24",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 3 (sudeste), lado direito.","-48.2771987915039","-18.9186000823975",NA,"Subarbusto com flor e fruto verde.; Vereda.","HUFU00014926","HUFU00014926",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"89","2019-05-06 11:58:58-03","UFU","HUFU","22586","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Araújo, G.M.; Mendes, S.","s.n.","2000","03","03",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Fundo da vereda 2, lado esquerdo. A 20 km do centro de Uberlândia.","-48.2771987915039","-18.9186000823975",NA,"Flor creme.; Vereda.","HUFU00014948","HUFU00014948",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"90","2019-05-06 11:58:56-03","UFU","HUFU","21659","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Araújo, G.M.","s.n.","1999","11","05",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Fundo direito da vereda 2.","-48.2771987915039","-18.9186000823975",NA,"Erva. Flor amarelo claro.; Vereda.","HUFU00014949","HUFU00014949",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"91","2019-05-06 11:58:56-03","UFU","HUFU","21170","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Araújo, G.M.; Mendes, S.","2746","1999","09","10",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Fundo esquerdo da vereda 2.","-48.2771987915039","-18.9186000823975",NA,"Flor branca.; Vereda.","HUFU00014952","HUFU00014952",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"92","2019-05-06 11:58:56-03","UFU","HUFU","19878","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.; Amaral, A.F.","1941","1999","02","12",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Lado direito da vereda 2.","-48.2771987915039","-18.9186000823975",NA,"Fruto verde.; Vereda.","HUFU00014955","HUFU00014955",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"93","2019-05-06 11:58:56-03","UFU","HUFU","19877","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.; Amaral, A.F.","1940","1999","02","12",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Lado direito da vereda 2.","-48.2771987915039","-18.9186000823975",NA,"Flor creme.; Vereda.","HUFU00014922","HUFU00014922",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"94","2019-05-06 11:58:56-03","UFU","HUFU","18800","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.; Araújo, G.M.","2103","1999","01","15",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Lado direito, meio.","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00014923","HUFU00014923",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"95","2019-05-06 11:58:58-03","UFU","HUFU","23507","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Mendes, S.; Guimarães, A.M.","s.n.","2000","06","02",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Meio da vereda 2, lado esquerdo. A 20 km do centro da cidade.","-48.2771987915039","-18.9186000823975",NA,"Vereda.","HUFU00014946","HUFU00014946",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"96","2019-05-06 11:58:56-03","UFU","HUFU","18203","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Barbosa, A.A.A.","1284","1998","09","18",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Vereda 2.","-48.2771987915039","-18.9186000823975",NA,"Erva com flor creme.; Vereda.","HUFU00014932","HUFU00014932",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"97","2019-05-06 11:58:58-03","UFU","HUFU","39366","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","836","2002","06","22",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.","-48.2771987915039","-18.9186000823975",NA,"Arbusto, ca. 1,6 m. Branca.; Vereda.","HUFU00014920","HUFU00014920",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"98","2019-05-06 11:58:58-03","UFU","HUFU","39367","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","1469","2002","10","29",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.","-48.2771987915039","-18.9186000823975",NA,"Arbuso ca. de 2,10 m. Branca.; Vereda.","HUFU00014919","HUFU00014919",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"99","2019-05-06 11:58:58-03","UFU","HUFU","39368","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","1766","2002","11","27",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 2,10 m. Branca.; Vereda.","HUFU00014918","HUFU00014918",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"100","2019-05-06 11:58:58-03","UFU","HUFU","39369","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","2140","2002","12","26",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 2 m. Branca.; Vereda.","HUFU00014917","HUFU00014917",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"101","2019-05-06 11:58:58-03","UFU","HUFU","39384","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","1544","2002","11","25",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 2,10 m. Branca.; Vereda.","HUFU00014905","HUFU00014905",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"102","2019-05-06 11:58:58-03","UFU","HUFU","39385","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","1856","2002","12","23",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,"Arbusto ca. de 2,10 m. Branco.; Vereda.","HUFU00014904","HUFU00014904",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"103","2019-05-06 11:58:58-03","UFU","HUFU","39386","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","2346","2003","01","21",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,"Arbusto, ca. 2 m. Branca.; Vereda.","HUFU00014903","HUFU00014903",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"104","2019-05-06 11:58:58-03","UFU","HUFU","39387","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","454","2002","03","24",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,"Arbusto, ca. 2,5 m. Branca.; Vereda.","HUFU00014902","HUFU00014902",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"105","2019-05-06 11:58:58-03","UFU","HUFU","39371","S","Plantae",NA,NA,"Malvaceae","Byttneria","oblongata","Byttneria oblongata","Pohl",NA,"Oliveira, G.C.","314","2002","02","28",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, A 300 metros da BR 497, na altura do km 5.","-48.2771987915039","-18.9186000823975",NA,"Arbusto, ca. 1,20 m. Branca.; Vereda.","HUFU00014915","HUFU00014915",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
