"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus","eventTime"
"11","2021-03-15 16:37:00-03","NY","NYBG","445739","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","B. Rambo","B. Rambo","34664","1947","01","04","South America","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda B. Velho","-50.388347","-28.558459","sheet","B. Rambo SJ <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445739","NY00445739_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","445732","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","T. B. Cavalcanti; S. A. T. Graham","G. G. Hatschbach","Ha.13381","1965","12","18","South America","Brazil","Paraná","Guarapuava","Serra da Esperança","-51.4581","-25.3956","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148930' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445732","NY00445732_01","1125","1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","445743","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","T. B. Cavalcanti; S. A. T. Graham","G. G. Hatschbach","21178","1969","02","13","South America","Brazil","Paraná","Guarapuava","Cachoeira dos Turcos","-51.4581","-25.3956","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445743","NY00445743_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","445746","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","T. B. Cavalcanti; S. A. T. Graham","P. K. H. Dusén","9267","1910","03","15","South America","Brazil","Paraná",NA,"Calmon","-51.07","-26.6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445746","NY00445746_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","445741","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","T. B. Cavalcanti; S. A. T. Graham","P. K. H. Dusén","17652",NA,NA,NA,"South America","Brazil","Paraná","Lapa","Serrinha","-49.57","-25.68","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148927' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445741","NY00445741_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:09-03","UFRJ","RFA","11716","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","dusenii","Cuphea dusenii","Koehne","A. Lourteig","G.G. Hatschbach","26092","1971","01","24",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Fazenda Bela Vista","-54.5463981628418","-21.8019008636475",NA,NA,"RFA44195",NA,NA,NA,"1972","65544","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:20:09-03","UFRJ","RFA","9631","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","dusenii","Cuphea dusenii","Koehne","A. Lourteig","G.G. Hatschbach","23269","1969","12","17",NA,"Brasil","Paraná","São Mateus do Sul","Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,"Flor lilás","RFA44203",NA,NA,NA,"1970","31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:09-03","UFRJ","RFA","12376","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","A. Lourteig","G.G. Hatschbach","15234",NA,NA,NA,NA,"Brasil","Paraná","Contenda",NA,"-49.5346984863281","-25.6756000518799",NA,"Do brejo, flor lilás","RFA44156",NA,NA,NA,NA,"22732","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:09-03","UFRJ","RFA","9101","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","A. Lourteig","G.G. Hatschbach; J. Lindeman, H. Haas","13673","1966","02","10",NA,"Brasil","Paraná","General Carneiro","Rio Iratim","-51.315601348877","-26.4274997711182",NA,NA,"RFA44166",NA,NA,NA,"1967","33284","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:42:19-03","EAO","IAN","18348","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN018348","IAN018348_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:01:46-03","NBC","NL-BOTANY","L.2478830","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","dusenii","Cuphea dusenii","Koehne",NA,"Hatschbach GG",NA,"1969","12","17","Southern America","Brazil",NA,NA,"Rio Iguaçu (Mun.S. Mateus do Sul)Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478830","NL-L2478830",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:01:52-03","NBC","NL-BOTANY","L.2478624","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","reitzii","Cuphea reitzii","Lourteig",NA,"Reitz R; Klein RM",NA,"1962","01","06","Southern America","Brazil",NA,NA,"Santa Catarina, Fazenda Frei Regério, Pêrto União. Campo úmido.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478624","NL-L2478624",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:01:52-03","NBC","NL-BOTANY","L.2478567","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne",NA,"Henz E",NA,"1947","01","22","Southern America","Brazil",NA,NA,"Rio Grande Do Sul, Brasilia, São Leopoldo, Cristo-Rei.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478567","NL-L2478567",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363409","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana uleana","(Koehne) Lourteig",NA,"Lindeman JC; Lindeman JC; Porto ML; Girardi AM",NA,"1971","12","04","Southern America","Brazil",NA,NA,"Cabeceira do RIo das Antas, pinhal degradado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363409","NL-U1363409",NA,NA,NA,NA,NA,"Magnoliopsidae","uleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363410","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana uleana","(Koehne) Lourteig",NA,"Lindeman JC; Lindeman JC; Porto ML; Girardi AM",NA,"1971","12","04","Southern America","Brazil",NA,NA,"ROcinha, campo na margem do planalto, fronteira R.G.S.-S.C. entre Bom Jesus e Turvo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363410","NL-U1363410",NA,NA,NA,NA,NA,"Magnoliopsidae","uleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363411","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana uleana","(Koehne) Lourteig",NA,"Lindeman JC; Lindeman JC; Porto ML; Girardi AM",NA,"1971","12","03","Southern America","Brazil",NA,NA,"Taimbezinho, campo oposto a cachoeira.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363411 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363411","NL-U1363411",NA,NA,NA,NA,NA,"Magnoliopsidae","uleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363413","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana uleana","(Koehne) Lourteig",NA,"Lindeman JC; Haas JH de",NA,"1966","02","10","Southern America","Brazil",NA,NA,"Est. Paraná. Headwaters of Rio Iratim (Mun. General Carneiro).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363413 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363413","NL-U1363413",NA,NA,NA,NA,NA,"Magnoliopsidae","uleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363414","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana uleana","(Koehne) Lourteig",NA,"Hatschbach GG; Lindeman JC; Haas H",NA,"1965","12","18","Southern America","Brazil",NA,NA,"Est. Paraná (Brasil) Mun. Guarapuava. Serra da Esperanca.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363414 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363414","NL-U1363414",NA,NA,NA,NA,NA,"Magnoliopsidae","uleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:01:52-03","NBC","NL-BOTANY","L.2478568","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana urbaniana",NA,NA,"Reitz R; Klein RM",NA,"1962","12","17","Southern America","Brazil",NA,NA,"Santa Catarina. Morro do Pinheiro Sêco, Lajes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478568","NL-L2478568",NA,NA,NA,NA,NA,"Magnoliopsidae","urbaniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:01:52-03","NBC","NL-BOTANY","L.2478569","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana urbaniana",NA,NA,"Hatschbach GG",NA,"1964","01","04","Southern America","Brazil",NA,NA,"Est. Parana (Brasil). Mun. Quitandinha. Rio de Varzee.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478569 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478569","NL-L2478569",NA,NA,NA,NA,NA,"Magnoliopsidae","urbaniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363412","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana urbaniana",NA,NA,"Hatschbach GG; Haas H; Lindeman JC",NA,"1966","02","10","Southern America","Brazil",NA,NA,"Est. Parana (Brasil) Mun Gal. Carneiro. Cabeceiras do Rio Iratim.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363412 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363412","NL-U1363412",NA,NA,NA,NA,NA,"Magnoliopsidae","urbaniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363409","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana uleana","(Koehne) Lourteig",NA,"Lindeman JC; Lindeman JC; Porto ML; Girardi AM",NA,"1971","12","04","Southern America","Brazil",NA,NA,"Cabeceira do RIo das Antas, pinhal degradado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363409","NL-U1363409",NA,NA,NA,NA,NA,"Magnoliopsidae","uleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363410","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana uleana","(Koehne) Lourteig",NA,"Lindeman JC; Lindeman JC; Porto ML; Girardi AM",NA,"1971","12","04","Southern America","Brazil",NA,NA,"ROcinha, campo na margem do planalto, fronteira R.G.S.-S.C. entre Bom Jesus e Turvo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363410","NL-U1363410",NA,NA,NA,NA,NA,"Magnoliopsidae","uleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363411","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana uleana","(Koehne) Lourteig",NA,"Lindeman JC; Lindeman JC; Porto ML; Girardi AM",NA,"1971","12","03","Southern America","Brazil",NA,NA,"Taimbezinho, campo oposto a cachoeira.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363411 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363411","NL-U1363411",NA,NA,NA,NA,NA,"Magnoliopsidae","uleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363413","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana uleana","(Koehne) Lourteig",NA,"Lindeman JC; Haas JH de",NA,"1966","02","10","Southern America","Brazil",NA,NA,"Est. Paraná. Headwaters of Rio Iratim (Mun. General Carneiro).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363413 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363413","NL-U1363413",NA,NA,NA,NA,NA,"Magnoliopsidae","uleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363414","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","urbaniana","Cuphea urbaniana uleana","(Koehne) Lourteig",NA,"Hatschbach GG; Lindeman JC; Haas H",NA,"1965","12","18","Southern America","Brazil",NA,NA,"Est. Paraná (Brasil) Mun. Guarapuava. Serra da Esperanca.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363414 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363414","NL-U1363414",NA,NA,NA,NA,NA,"Magnoliopsidae","uleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-19 08:15:21-03","FPS","FPS","596","MachineObservation","Plantae",NA,NA,"Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","Schwirkowski, P.","Schwirkowski, P.","846","2015","01","10",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta - Estrada Saraiva, em brejo","-49.362195","-26.288291",NA,"<ll>dwc_commonname:</ll> Sete-sangrias","FPS00596","FPS00596_v01 FPS00596_v02 FPS00596_v03",NA,NA,"2015",NA,NA,NA,NA,"01","10","-49.362195","-26.288291",NA,NA,NA,NA,NA,NA
"38","2019-12-19 08:15:21-03","FPS","FPS","3195","MachineObservation","Plantae",NA,NA,"Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","Schwirkowski, P.","Schwirkowski, P.","2621","2018","01","14",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Propriedade do Sr. Ivo Drechsler, ao lado da Estrada Saraiva","-49.363059","-26.279973",NA,"<ll>dwc_commonname:</ll> Sete-sangrias","FPS03195,FURB57491","FPS03195_v01 FPS03195_v02 FPS03195_v03 FPS03195_v04 FPS03195_v05 FURB57491",NA,NA,"2018",NA,NA,NA,NA,"01","14","-49.363059","-26.279973","voucher","FURB 57491",NA,NA,NA,NA
"39","2019-12-19 08:15:21-03","FPS","FPS","1786","MachineObservation","Plantae",NA,NA,"Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","Schwirkowski, P.","Schwirkowski, P.",NA,"2011","12","11",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Ponte do Rio Banhados. Borda de mata.","-49.383623","-26.275631",NA,"<ll>dwc_commonname:</ll> Sete-sangrias","FPS01786","FPS01786_v01 FPS01786_v02 FPS01786_v03 FPS01786_v04",NA,NA,"2011",NA,NA,NA,NA,"12","04","-49.383623","-26.275631",NA,NA,NA,NA,NA,NA
"40","2019-12-19 08:15:21-03","FPS","FPS","1499","MachineObservation","Plantae",NA,NA,"Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","Schwirkowski, P.","Schwirkowski, P.",NA,"2011","01","08",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Ponte do Rio Banhados. Borda de mata.","-49.383623","-26.275631",NA,"<ll>dwc_commonname:</ll> Sete-sangrias","FPS01499","FPS01499_v01 FPS01499_v02 FPS01499_v03",NA,NA,"2011",NA,NA,NA,NA,"01","08","-49.383623","-26.275631",NA,NA,NA,NA,NA,NA
"41","2019-12-19 08:15:21-03","FPS","FPS","1809","MachineObservation","Plantae",NA,NA,"Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","Schwirkowski, P.","Schwirkowski, P.",NA,"2010","03","14",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Ponte do Rio Banhados. Borda de mata.","-49.383623","-26.275631",NA,"<ll>dwc_commonname:</ll> Sete-sangrias","FPS01809","FPS01809_v01 FPS01809_v02 FPS01809_v03",NA,NA,"2010",NA,NA,NA,NA,"03","14","-49.383623","-26.275631",NA,NA,NA,NA,NA,NA
"42","2019-12-19 08:15:21-03","FPS","FPS","3819","MachineObservation","Plantae",NA,NA,"Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","Schwirkowski, P.","Schwirkowski, P.","3246","2018","12","08",NA,"Brasil","Santa Catarina","São Bento do Sul","Bairro Serra Alta. Linha férrea, próximo à Estrada Saraiva","-49.353772","-26.284668",NA,"<ll>dwc_commonname:</ll> Sete-sangrias","FPS03819,FURB63644","FPS03819_v01 FPS03819_v02 FPS03819_v03 FPS03819_v04 FPS03819_v05 FURB63644",NA,NA,"2019",NA,NA,NA,NA,"10","10","-49.353772","-26.284668","voucher","FURB 63644",NA,NA,NA,NA
"43","2019-12-19 08:08:12-03","FPS","FPS","3964","MachineObservation","Plantae",NA,NA,"Lythraceae","Cuphea","urbaniana","Cuphea urbaniana","Koehne","Schwirkowski, P.","Schwirkowski, P.","3391","2019","03","02",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta.","-49.361826","-26.281639",NA,NA,"FPS03964,FURB63692","FPS03964_v01 FPS03964_v02 FPS03964_v03 FURB63692",NA,NA,"2019",NA,NA,NA,NA,"03","02","-49.361826","-26.281639","voucher","FURB 63692",NA,NA,NA,NA
