"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00980862","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby",NA,"J. M. Pires","17185","1980","10","20","South America","Brazil","Mato Grosso do Sul","SW do sopé da Serra Bodoquina. P 1 (RADAM)",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980862","NY00980862_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:10:51-03","ESALQ","ESA","82695","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby",NA,"Ribas, O.S. ; Pereira L.B.S.","2424.0","1998","02","02",NA,"Brasil","Mato Grosso do Sul",NA,"-56.114200592041","-21.457799911499",NA,NA,NA,"ESA082695","ESA082695","Guia Lopes da Laguna","44012","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-07-26 11:40:16-03","IPA","IPA","39979","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Senna","paradictyon","Senna paradictyon","(Vogel) H.S. Irwin & Barneby",NA,"Sellow","39979",NA,NA,NA,"Southern America","Brasil","Distrito Federal",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"IPA0039979",NA,"Brasília","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057909","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","G. Hatschbach","J. M. Silva; E. Barbosa","5383","2006","11","19",NA,"Brazil","Mato Grosso do Sul","Fazenda São João do Canaã (Mun. Anastácio).","-55.818132","-20.498973",NA,NA,"Arbusto, 80 cm, flor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-07 11:44:46-03","UFMS","CGMS","48749","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","T.R.F. Sinani","T.R.F. Sinani; T.C. Piva; N.F. Silva; J.R. Fabri; A.L.B. Sartori","340","2014","12","10",NA,"Brasil","Mato Grosso do Sul","Estrada vicinal, próximo a 1,3 km da Rodovia MS-162.","-55.3216667","-20.6741667","282",NA,"Caesalpinioideae. Flores amarelas. Caule alado. Habitat: Fragmento de Cerrado. Habito: Subarbusto. 0,80 m de altura.","CGMS1078699",NA,"Dois Irmãos do Buriti",NA,NA,"2014","12","10","-55,3216667","-20,6741667","282",NA,NA,NA,NA
"16","2021-04-07 11:44:46-03","UFMS","CGMS","77759","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","Ana Cristina de Meira Cristaldo","B.H.S. Ferreira","131","2019","10","02",NA,"Brasil","Mato Grosso do Sul","Terra Indígena Kadiwéu. Terra Indígena Kadiwéu.","-56.9886111","-20.4972222","153",NA,"Flores amarelas, frutos imaturos (legume). Habitat: Transição vazante-cerrado. Cerrado em regeneração pós fogo recente. Habito: subarbusto","CGMS1110747",NA,"Porto Murtinho",NA,NA,"2019","11","27","-56,9886111","-20,4972222","153",NA,NA,NA,NA
"17","2021-04-07 11:44:46-03","UFMS","CGMS","66844","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby",NA,"R. Carvalho; L.C. Olarte; A.M.M. Zanoni; F.A. Rodrigues","5","2017","02","17",NA,"Brasil","Mato Grosso do Sul","Em frente ao campus da Universidade Federal de Mato Grosso do Sul.","-56.5213889","-21.1","394",NA,"CaesalpinioidaeFlor amarela. Fruto verde acastanhado, maduro Habitat: Cerrado em regeneração com pastagem. Habito: Arbusto, com 40 cm de altura.","CGMS1099805",NA,"Bonito",NA,NA,NA,NA,NA,"-56,5213889","-21,1","394",NA,NA,NA,NA
"18","2021-04-07 11:44:46-03","UFMS","CGMS","48041","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","A.C.M. Cristaldo","A. Pott; V.J. Pott","14234","2006","09","30",NA,"Brasil","Mato Grosso do Sul","Embrapa Gado de Corte.","-54.7041667","-20.4283334","500",NA,"Caesalpinioideae. Flor amarela. Fruto imaturo jovem. Fruto imaturo jovem. Habitat: Vegetação secundária de Cerrado. Habito: Subarbusto. 0,50m de altura.","CGMS1078000",NA,"Campo Grande",NA,NA,"2016","02","23","-54,7041667","-20,4283334","500",NA,NA,NA,NA
"19","2021-04-07 11:44:46-03","UFMS","CGMS","27192","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","A.C.M. Cristaldo","G.A. Damasceno-Junior; V.R. Maria; J. Batilani; A. Pott; J. Velasques","3954","2005","12","09",NA,"Brasil","Mato Grosso do Sul","Fazenda Harmonia, próximo à sede.","-56.7633333","-21.2097222","513",NA,"Caesalpinioideae. Flor amarela. Habitat: Campo Antropizado. Área degradada. Habito: Erva.","CGMS1056629",NA,"Porto Murtinho",NA,NA,"2014","11","04","-56,7633333","-21,2097222","513",NA,NA,NA,NA
"20","2021-04-07 11:44:46-03","UFMS","CGMS","37490","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","A. Pott; V.J. Pott.","A. Pott; V.J. Pott; L.C.P. Lima.","10387","2002","09","19",NA,"Brasil","Mato Grosso do Sul","Fazenda FAMA, 8Km norte de Camapuã, rodovia MS-436.","-53.9833333","-19.4847222",NA,NA,"Caesalpinioideae. Flor amarela. Habitat: Vegetação secundária perturbada em área de cerrado. Solo arenoso. Relevo sopé de morro. Habito: Subarbusto ereto. Esparsa. 0,20-0,50m de altura.","CGMS1066905",NA,"Camapuã",NA,NA,"2013","04","11","-53,9833333","-19,4847222",NA,NA,NA,NA,NA
"21","2021-04-07 11:44:46-03","UFMS","CGMS","6208","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","J.P. Santos","E.B. dos Santos",NA,"1998","09","03",NA,"Brasil","Mato Grosso do Sul","Entre Bodoquena e Miranda, beira da estrada. Cerrado.","-56.715","-20.5386111","132",NA,"Caesalpinioideae. Flor amarela. Habitat: Cerrado. Habito: Erva.","CGMS1015818",NA,"Bodoquena",NA,NA,"2013",NA,NA,"-56,715","-20,5386111","132",NA,NA,NA,NA
"22","2021-04-07 11:44:46-03","UFMS","CGMS","28586","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","J.P. Santos","S.A. Cunha","222","2008","09","13",NA,"Brasil","Mato Grosso do Sul","Assentamento Monjolinho. Lote 11.","-55.8069000244141","-20.4836006164551","200",NA,"Caesalpinioideae. Flor amarela. Coordenadas originais 20°83#?#S 55°66#?#W Habitat: Cerrado antropizado. Habito: Arbusto. 0,30m de altura.","CGMS1058038",NA,"Anastácio","80799","auto","2013",NA,NA,NA,NA,"200",NA,NA,NA,NA
"23","2021-04-07 11:44:46-03","UFMS","CGMS","37492","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","A. Pott; V.J. Pott.","A. Pott","10416","2002","10","06",NA,"Brasil","Mato Grosso do Sul","Fazenda Pousada , APA do ceroula.","-54.6464004516602","-20.4428005218506",NA,NA,"Caesalpinioideae. Flor amarela. Habitat: Pastagem de Hyparrhenia com remanescentes e regeneração de cerrado litossolo (basalto). Relevo vale. Habito: Ocasional.","CGMS1066907",NA,"Campo Grande","161190","auto","2013","04","11",NA,NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:44:46-03","UFMS","CGMS","49382","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","A.C.M. Cristaldo","A.L.B. Sartori","885","2002","04",NA,NA,"Brasil","Mato Grosso do Sul","Rodovia BR-163, Km 451, próximo à Central Jóia da Índia, borda da estrada.","-54.6464004516602","-20.4428005218506",NA,NA,"Caesalpinioideae. Presença de xilpódio. Simetria da flor ligeiramente zigomorfa. Habitat: Vegetação secundária de cerrado. Local com Brachiaria. Habito: Erva com eixo curto. 40 cm de altura.","CGMS1079314",NA,"Campo Grande","161190","auto","2015","04","17",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-16 17:52:19-03","UCS","HUCS","30903","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S. Irwin & Barneby","Hatschbach, G.","Silva, J.M.","5383","2006","11","19",NA,"Brasil","Mato Grosso do Sul","Fazenda São João do Canaã","-55.8069000244141","-20.4836006164551",NA,NA,"Herbario MBM",NA,NA,"Anastacio","80799","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-16 17:52:19-03","UCS","HUCS","25508","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S. Irwin & Barneby","Hatschbach, G.","Hatschbach, G.","76276","2004","10","13",NA,"Brasil","Mato Grosso do Sul","Fazenda Vale Verde","-56.4818992614746","-21.1210994720459",NA,NA,"Herbario MBM; Campo cerrado arenoso",NA,NA,"Bonito","71352","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:28:07-03","MBM","MBM","289124","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76276","2003","10","13","Southern America","Brazil","Mato Grosso do Sul","Fazenda Vale Verde","-56.4818992614746","-21.1210994720459",NA,NA,NA,"MBM289124",NA,"Bonito","71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:28:07-03","MBM","MBM","289125","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76422","2003","10","17","Southern America","Brazil","Mato Grosso do Sul","Estrada Jardim - Guardinha, próximo ao Arroio Guardinha","-56.1380996704102","-21.4803009033203",NA,NA,NA,"MBM289125",NA,"Jardim","79469","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:28:07-03","MBM","MBM","16186","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Hatschbach, G.","Hatschbach, G.","25095",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Anhanduí",NA,NA,NA,NA,NA,"MBM016186",NA,"Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:28:07-03","MBM","MBM","212293","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Hatschbach, G.","Hatschbach, G.","25095",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Anhanduí",NA,NA,NA,NA,NA,"MBM212293",NA,"Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:28:07-03","MBM","MBM","57134","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Marazzi, B.","Shepherd, G.; et al.; et al.","4071","1976","12","14","Southern America","Brazil","Mato Grosso","Rodovia Campo Grande - Aquidauana, km 110",NA,NA,NA,NA,NA,"MBM057134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:28:07-03","MBM","MBM","11198","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Burkart, A.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","21922",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,NA,"MBM011198",NA,"Aquidauana","212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:28:07-03","MBM","MBM","118332","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","51618",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Rodovia para Bela Vista","-57.0243988037109","-22.0139007568359",NA,NA,NA,"MBM118332",NA,"Caracol","53879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:28:07-03","MBM","MBM","91467","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Joly, A.B.","Joly, A.B.","731",NA,NA,NA,"Southern America","Brazil","São Paulo","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,"MBM091467",NA,"Pirassununga","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:28:07-03","MBM","MBM","12880","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Barneby, R.","Hatschbach, G.","23726",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Palmeiras",NA,NA,NA,NA,NA,"MBM012880",NA,"Anastácio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:28:07-03","MBM","MBM","171017","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Vanni, R.","Krapovickas, A.; et al.; et al.","46055",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Anhanduí",NA,NA,NA,NA,NA,"MBM171017","MBM171017","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:28:07-03","MBM","MBM","8635","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Burkart, A.","Krapovickas, A.; et al.; et al.","23914",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"MBM008635","MBM008635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:28:07-03","MBM","MBM","279866","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Marazzi, B.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74910","2003","03","18","Southern America","Brazil","Mato Grosso do Sul","Fazenda Lagoão Fechado","-56.3782997131348","-20.2406005859375",NA,NA,NA,"MBM279866",NA,"Miranda","92112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:28:07-03","MBM","MBM","294054","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","Irwin & Barneby","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","77377","2004","03","21","Southern America","Brazil","Mato Grosso do Sul","Ligação entre a Rod. BR-262 a Nabileque, Serra da Bodoquena","-56.3782997131348","-20.2406005859375",NA,NA,NA,"MBM294054",NA,"Miranda","92112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:19:05-03","UFPR","UPCB","8428","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S.Irwin & Barneby","Mem. of N.Y. Bot. Gard.","Hatschbach, G.","21922","1969","07","17",NA,"Brasil","Mato Grosso do Sul","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,"Flor amarela. Borda do Pantanal, cerrado..",NA,NA,"Aquidauana","212961","auto","1982","01","01",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:19:05-03","UFPR","UPCB","86328","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) Irwin & Barneby","Hatschbach, G.","Hatschbach, G. et al.","77377","2004","03","21",NA,"Brasil","Mato Grosso do Sul","Ligação rodoviária entre a Rod. BR-262 e Nabileque, Serra da Bodoquena","-56.3782997131348","-20.2406005859375",NA,NA,"Ereta, 40cm, flor amarela. Campo cerrado alterado..",NA,NA,"Miranda","92112","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","1072397","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S. Irwin & Barneby","J. A> Greppi (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 44064","1995","11","29","South America","Paraguay","Caaguazú","Collecting area: around 20 square meters. J.E. Estigarriba (=Pastoreo). Cerrado scrub on red sandy soil.","-55.80194","-25.39583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1037","5",NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","1265056","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S. Irwin & Barneby","J.A. Greppi (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 47960","1998","1","15","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.","-55.27916","-24.18777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1128","4",NA,NA
"44","2017-08-29 08:07:00-03","MO","MOBOT","1474411","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S. Irwin & Barneby","J.A. Greppi (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 54115","2000","5","8","South America","Paraguay","Amambay","Trail to Arroyo Estrella.","-56.4380555","-22.1211111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1203","4",NA,NA
"45","2019-07-30 07:07:00-03","MO","MOBOT","1936310","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S. Irwin & Barneby","B. Marazzi (ARIZ)","Elsa M. Zardini|Isabelino Chaparro","Zardini 60330","2003","10","30","South America","Paraguay","Canindeyú","Mbaracayú Biosphere Reserve. Aguará Ñu. Collecting area: around two hectares.","-55.2791667","-24.1861111","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1286","2",NA,NA
"46","2010-03-01 19:03:00-03","MO","MOBOT","3259808","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S. Irwin & Barneby","R. Barneby","F. Javier Fernández Casas|J. Molero","Fernández Casas 6342","1982","2","1","South America","Paraguay","Caaguazú","Campo 9, cercado arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2011-06-27 08:43:00-03","MO","MOBOT","3260374","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S. Irwin & Barneby","Ronald Liesner","F. Sellow","Sellow s.n.","1836",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2010-04-13 15:05:00-03","MO","MOBOT","3260587","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","paradictyon","Senna paradictyon","(Vogel) H.S. Irwin & Barneby","R. Barneby","F. Javier Fernández Casas","Fernández Casas 7528","1982","12","13","South America","Paraguay","Caaguazú","Cerca de Yhú, unos 4 km al NOrte, en campos de Butia, suelo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
