"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"53","2020-07-26 12:55:00-03","MO","MOBOT","3198233","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 20194","1968","11","5","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,"South America","Col. Floresta.",NA,"30514","auto",NA,NA,"1"
"54","2018-06-22 05:25:00-03","MO","MOBOT","2476991","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 2178","1954","10","14","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Mata da companhia Hering",NA,NA,NA,NA,NA,NA
"55","2016-11-15 05:15:00-02","MO","MOBOT","3198145","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand",NA,NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 42121","1988",NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Mun. Barra Velha. Itajubá.",NA,NA,NA,NA,NA,NA
"56","2020-08-31 09:07:59-03","INPA","INPA","126816","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Hatschbach, GG","1984","02",NA,"Hatschbach, GG","47148","1983","11","29","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"30","30",NA,"INPA0126816","INPA0126816 INPA0126816_e","Dicotyledon Com-Clade","Myrtales","Southern America","Guaratuba",NA,"38300","auto",NA,NA,NA
"57","2021-01-09 21:48:43-03","UNICENTRO","HUCO","4113","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand","Uller, H.F.","2012","02","25","Uller, H.F.; et al.; et al.","269","2012","02","25","Brasil","Santa Catarina","Itajai","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"FURB 37956","HUCO004113",NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","2403622","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand",NA,NA,NA,NA,"R. Reitz & R. Klein","9509","1960","2","5","Brazil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,"US01892178","US01892178_01 US01892178_02",NA,"Myrtales","South America - Neotropics","Mata da Companhia Hering, Bom Retiro",NA,"34291","auto","Dicotyledonae",NA,"1"
"59","2020-09-12 05:00:02-03","US","US","2564828","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand",NA,NA,NA,NA,"G. Hatschbach","13064","1965","10","29","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"US01892177","US01892177_01 US01892177_02",NA,"Myrtales","South America - Neotropics","Rio Pardinho.",NA,"55154","auto","Dicotyledonae",NA,"1"
"60","2020-09-12 05:00:02-03","US","US","2402951","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand",NA,NA,NA,NA,"R. M. Klein","1109","1955","1","18","Brazil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,"250",NA,NA,"US01892180","US01892180_01 US01892180_02",NA,"Myrtales","South America - Neotropics","Mata da Cia Hering",NA,"34291","auto","Dicotyledonae",NA,"1"
"61","2020-09-12 05:00:02-03","US","US","2402982","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand",NA,NA,NA,NA,"R. M. Klein","2307","1959","11","19","Brazil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,"250",NA,NA,"US01892179","US01892179_01 US01892179_02",NA,"Myrtales","South America - Neotropics","Mata da Companhia Hering, Bom Retiro",NA,"34291","auto","Dicotyledonae",NA,"1"
"62","2019-11-13 11:27:03-03","USP","SPF","121376","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Anônimo",NA,NA,NA,"Sakai, L","33376","1995","02","10","Brasil","São Paulo","Pariquera-Açu","-47.885","-24.608333","-47.885","-24.608333",NA,NA,NA,"SPF00121376",NA,NA,NA,NA,"Estação Experimental do IAC",NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:27:03-03","USP","SPF","202738","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Kawasaki, ML","1994",NA,NA,"Anunciação, EA","420","1993","12","13","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"SPF00202738",NA,NA,NA,NA,"Estação Ecológica Juréia-Itatins",NA,"55628","auto",NA,NA,NA
"64","2021-03-25 13:52:56-03","UNIVILLE","JOI","11865","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","H.F. Uller","2012","02","25","H.F. Uller","269","2012","02","25","Brasil","Santa Catarina","Itajaí","-48.68","-26.9775","48º40'48''W","26º58'39''S",NA,NA,"Caule liso e escamoso; HABITAT: sub bosque; HABITO: arvoreta","JOI011865","JOI011865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:35:38-03","UEFS","HUEFS","34722","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,NA,NA,NA,"Ivanauskas, N.M.","1062","1995","12","07","Brasil","São Paulo","Pariquera-Açu","-47.866667","-24.6","47W52'","24S36'",NA,NA,"Floresta Atlâtica.","HUEFS0034722","HUEFS0034722","Angiospermae","Myrtales",NA,"Estação Experimental do Instituto Agronômico.",NA,NA,NA,"Rosanae",NA,NA
"66","2015-03-07 09:00:38-03","F","FMNH-SEEDPLANTS","V0106966F","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0106966F","V0106966F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"67","2015-03-07 09:00:38-03","F","FMNH-SEEDPLANTS","V0106967F","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0106967F","V0106967F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"68","2018-05-14 16:49:23-03","F","FMNH-SEEDPLANTS","V0349077F","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii",NA,"RRC ID Flag",NA,NA,NA,"L. Bernacci","1035","1995","1","10","Brazil","São Paulo",NA,"-49","-22",NA,NA,NA,NA,NA,"V0349077F","V0349077F_01 V0349077F_02","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae","1035",NA
"69","2018-05-14 16:37:05-03","F","FMNH-SEEDPLANTS","V0349078F","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii",NA,"RRC ID Flag",NA,NA,NA,"A. Krapovickas","42121","1988","1","25","Brazil","Santa Catarina",NA,"-50","-27",NA,NA,NA,NA,NA,"V0349078F","V0349078F_01 V0349078F_02","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae","42121",NA
"70","2016-07-14 13:26:15-03","F","FMNH-SEEDPLANTS","V0386313F","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0386313F","V0386313F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"71","2020-11-23 11:39:24-03","IAC","IAC","29778","S","Plantae","Myrtaceae-2.Myrtoideae","Myrcia","heringii","Myrcia heringii","D.Legrand","M.F. Santos","2012","03","10","L.C. Bernacci; P.R.P. Andrade; R. Belinelo; S.M.P. Falivene & A.M.C. Silva","1035","1995","01","10","Brasil","São Paulo","Pariquera-Açu","-47.8811","-24.715","-47.8811","-24.7150",NA,NA,NA,NA,NA,NA,NA,NA,"IAC, Estação Experimental",NA,NA,NA,NA,NA,NA
"72","2020-11-23 11:39:24-03","IAC","IAC","48358","S","Plantae","Myrtaceae-2.Myrtoideae","Myrcia","heringii","Myrcia heringii","D.Legrand","M.E.G. Sobral","2007","05","17","R.B. Torres; J.F. Benedito & A.P. Mendonça","1830","2006","11","28","Brasil","São Paulo","Pariquera-Açu","-47.8825","-24.608333","-47.882500","-24.608333",NA,NA,NA,NA,NA,NA,NA,NA,"IAC, Estação Experimental, ao lado das residências",NA,NA,NA,NA,NA,NA
"73","2019-12-09 10:46:08-03","UFSJ","HUFSJ","5651","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Sobral, M","2013",NA,NA,"Melo, MMRF; et al.","610","1985","12","10","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Árvore jovem, ca. 3m de altura. Corola e estames brancos.","HUFSJ005651",NA,NA,NA,NA,"Ilha do Cardoso, Ipanema, Morro das Pedras.",NA,"37574","auto",NA,NA,NA
"74","2019-11-01 15:06:13-03","UnB","UB","131782","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D. Legrand","Hatschbach, G","1984",NA,NA,"Hatschbach, G","47148","1983","11","29","Brasil","Paraná ","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Botões alvos.; Arbusto 3m.; Mata pluvial",NA,NA,"Dicotyledoneae",NA,"Southern America","Pinheirinho",NA,"38300","auto",NA,NA,NA
"75","2019-10-03 10:04:18-03","UFSCar","SORO","4029","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,NA,NA,NA,"Torres, R.B,; Benedito, J.F.; Mendonça, A.P.","1830","2006","11","28","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727","-478.811W","-247.150S",NA,NA,"Arvoreta 2m alt.; Botões florais branco-esverdeado",NA,NA,NA,NA,NA,"Estação Experimental do IAC, ao lado das residências. Floresta ombrófila densa, sub-bosque.",NA,"17990","auto",NA,NA,NA
"76","2019-10-03 10:04:18-03","UFSCar","SORO","6957","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,NA,NA,NA,NA,"15","2017","09","18","Brasil","São Paulo","Tapiraí","-73.678889","-26.184444","73°40'44W","26°11'04S","450","450","Arvoreta, aproximadamente 3m.",NA,NA,NA,NA,NA,"Legado das Águas - Reserva Votorantim - Trilha do Poço do Cambuci.",NA,NA,NA,NA,NA,NA
"77","2021-03-04 15:45:32-03","IF","SPSF","27654","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii",NA,NA,NA,NA,NA,"A.A.Oliveira","3612","2000","04","19","Brasil","SP","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa de encosta&nf;;",NA,NA,"Magnoliophyta","Myrtales","América do Sul","Parque Estadual da Serra do Mar",NA,"41977","auto","Magnoliopsida",NA,NA
"78","2021-03-04 15:45:32-03","IF","SPSF","47302","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","O.T.Aguiar","2013","08","28","F.A.R.D.P.Arzolla & C.Moura & F.E.S.P.Vilela & N.M.Ivanauskas & A.A.de Oliveira","1600","2013","02","19","Brasil","SP","Iporanga","-48.668611","-24.571111",NA,NA,"330","330","COLETA: Árvore com frutos.; GEOGRAFIA: Floresta Ombrófila Densa Submontana.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul","Sem Fim",NA,NA,NA,"Magnoliopsida",NA,NA
"79","2021-03-04 15:45:32-03","IF","SPSF","47309","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","O.T.Aguiar","2013","08","28","F.A.R.D.P.Arzolla & C.Moura & F.E.S.P.Vilela & N.M.Ivanauskas & A.A.de Oliveira","1604","2013","02","19","Brasil","SP","Iporanga","-48.664167","-24.570556",NA,NA,"230","230","COLETA: Árvore com frutos.; GEOGRAFIA: Floresta Ombrófila Densa Submontana.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul","Sem Fim",NA,NA,NA,"Magnoliopsida",NA,NA
"80","2021-02-08 12:44:09-03","UFRGS","ICN","199702","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Grings, M; Mello, AS","2018","11","15","Grings, M; Mello, AS; Villalobos, A","MG1957","2018","11","15","Brasil","SC","Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"arvoreta com cerca de 9 m de altura; botões florais.; em sub-bosque de estágio avançado de Floresta Ombrófila Densa de Terras Baixas bem drenada, um pouco antes da Casa de Vidro",NA,NA,"Dicotyledon",NA,"América do Sul","Reserva Volta Velha",NA,"18121","auto",NA,NA,NA
"81","2021-02-08 12:44:09-03","UFRGS","ICN","124116","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,NA,NA,NA,"Sobral, M; et al.","7575",NA,NA,NA,"Brasil","SP","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Arbusto, 2,5m, em interior de mata, no Rio Verde; frutos imaturos.",NA,NA,"Dicotyledon",NA,"América do Sul","Estação Ecológica da Juréia",NA,"21922","auto",NA,NA,NA
"82","2020-09-08 14:56:25-03","MCN-FZBRS","HAS","96552","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","Legr.",NA,NA,NA,NA,"Hatschbach, G.","20194","1968","11",NA,"Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"4 metros de altura","HAS0096552",NA,"Magnoliophyta",NA,NA,NA,NA,"30514","auto",NA,NA,NA
"83","2019-11-21 10:12:11-03","IBt","SP","306985","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,NA,NA,NA,"Sakai, L; et al.","33376","1995","02","10","Brasil","São Paulo","Pariquera-Açu","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"Árvore 4m alt., frutos imaturos arroxeados",NA,NA,NA,NA,NA,"Estação Experimental do IAC. Mata atlântica de planície",NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:12:11-03","IBt","SP","306986","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand",NA,NA,NA,NA,"Fernandes, GD; et al.","32656","1995","02","08","Brasil","São Paulo","Barra do Turvo","-48.466944","-24.79375","-48.466944","-24.79375",NA,NA,"Árvore 3m alt., frutos imaturos verdes, coletada no subosque",NA,NA,NA,NA,NA,"Entrada para Bairro dos Barreiros, mata atlântica de encosta",NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:12:11-03","IBt","SP","307090","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Sposito, T",NA,NA,NA,"Leitão Filho, HF; et al.","33111","1995","02","08","Brasil","São Paulo","Barra do Turvo","-48.471417","-24.79375","-48.471417","-24.79375",NA,NA,"Próximo a uma mata, 4m alt., beira de mata",NA,NA,NA,NA,NA,"Estrada de acesso a Barra do Turvo, beira da estrada",NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:12:11-03","IBt","SP","249979","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Hatschbach, G","1984","02",NA,"Hatschbach, G; Callejas, R","47148","1983","11","29","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"30","50","Arbusto 3m alt., botões alvos. Mata pluvial encosta de morro.",NA,NA,NA,NA,NA,"Pinheirinho.",NA,"38300","auto",NA,NA,NA
"87","2019-11-21 10:12:11-03","IBt","SP","277572","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Sobral, M","1993",NA,NA,"Sobral, M; et al.","7575","1993","10",NA,"Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Arbusto 2,5m., em interior de mata, no Rio Verde, frutos imaturos",NA,NA,NA,NA,NA,"Estação Ecológica Juréia-Itatins",NA,"55628","auto",NA,NA,NA
"88","2019-11-21 10:12:11-03","IBt","SP","268723","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Kawasaki, ML","1994",NA,NA,"Anunciação, EA; Oliveira, RJ","420","1993","12","13","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Árvore ca. 4,0m alt., flores alvas",NA,NA,NA,NA,NA,"Estação Ecológica Juréia-Itatins, Serra da Juréia, caminho do Imperador em direção a Praia do Rio Verde",NA,"55628","auto",NA,NA,NA
"89","2019-11-21 10:12:11-03","IBt","SP","306975","S","Plantae","Myrtaceae","Myrcia","heringii","Myrcia heringii","D.Legrand","Kawasaki, ML","1996",NA,NA,"Bernacci, LC; et al.","1035","1995","01","10","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"Arvoreta ca. 3m alt., flores brancas",NA,NA,NA,NA,NA,"Estação Experimental do IAC",NA,"17990","auto",NA,NA,NA
