"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"117","2021-03-01 16:24:27-03","UNICAMP","UEC","54323","S","Plantae","Magnoliopsida",NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Nakajima, JN","Silveira, M; et al.","72","1988","12","04",NA,"Brazil","Paraná","Sengés","Rodovia Sengés-Jaguariaíva, km 252","-49.4636001586914","-24.1128005981445",NA,"Herbácea, capítulos bordô","UEC121866","UEC121866",NA,NA,NA,"1998","05",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:24:27-03","UNICAMP","UEC","2559","S","Plantae","Magnoliopsida",NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.",NA,"Carnielli, V; et al.","6523","1977","10","21",NA,"Brazil","São Paulo","Mogi Guaçu","Fazenda Campininha","-46.9421997070312","-22.372200012207",NA,"Herbáceo até 70 cm, inflorescência lilás; Cerrado aceiro","UEC121865","UEC121865",NA,NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
"119","2019-01-17 11:24:30-02","PUCRS","MPUC","161","S","Plantae",NA,"Asterales","Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","Less.","N.I. Matzenbacher",NA,NA,"1943","11","07","South America","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,NA,"2011","01","-51.2372222222","-30.0191388889",NA,NA,"01","Magnoliopsida",NA,"1",NA,NA
"120","2019-01-17 11:24:30-02","PUCRS","MPUC","18710","S","Plantae",NA,"Asterales","Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","Less.","V.R. Bueno","et.al.",NA,"2003","01","14","South America","Brasil","MG","Delfinópolis","Serra da Canastra","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,NA,NA,"2018","01",NA,NA,"41380","auto","01","Magnoliopsida",NA,"1","3086",NA
"121","2019-01-17 11:24:30-02","PUCRS","MPUC","2200","S","Plantae",NA,"Asterales","Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","Less.","N.I. Matzenbacher",NA,NA,"1984","12","25","South America","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,NA,NA,"2011","01","-51.3280556000","-30.1011667000",NA,NA,"01","Magnoliopsida",NA,"1",NA,NA
"122","2020-10-14 09:59:09-03","FURB","FURB","44574","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Schinemann, D.A.","Motta, J.T.; Dombrowski, L.T. & Cordeiro, J.","4143","2013","12","18",NA,"Brasil","Paraná","Palmeira","Recanto dos Papagaios.","-49.7683334","-25.4652778",NA,"Habitat: campo limpo seco Habito: erva xilopodífera; flor capítulos vermelhos","FURB17889","FURB17889","957","957",NA,"2016","06","-49.7683334","-25.4652778",NA,NA,"27",NA,NA,NA,NA,NA
"123","2021-03-16 17:50:54-03","UCS","HUCS","35356","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Isostigma","speciosum",NA,"Isostigma speciosum","Less.","Hatschbach, G.","Silva, J.M.","6304","2008","02","06",NA,"Brasil","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,"Herbario MBM; Campo limpo",NA,NA,NA,NA,NA,"2008",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"124","2019-08-16 08:38:33-03","UTFPR","HCF","15892","S","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","R.Senna","E.D. Lozano","2201","2013","12","10",NA,"Brasil","PR","Palmeira","Recanto dos Papagaios","-49.768333","-25.466111",NA,"herbácea, 1,3 m, capítulos amarelos, lígula bordô, campo limpo.",NA,NA,NA,NA,NA,"2014",NA,"49°46'06 W","25°27'58 S",NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-08-16 08:38:33-03","UTFPR","HCF","14230","S","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","E. Barboza","J.T. Motta","4143","2013","12","18",NA,"Brasil","PR","Palmeira","Recanto dos Papagaios","-49.768333","-25.465278",NA,"erva xilopodífera; capítulos vermelhos. Campo limpo seco.",NA,NA,"957","957",NA,"2014","05","49°46'06 W","25°27'55 S",NA,NA,"12",NA,NA,NA,NA,NA
"126","2020-06-29 09:29:32-03","UFRRJ","RBR","28550","S","Plantae",NA,NA,"Asteraceae","Isostigma","megapotamicum",NA,"Isostigma megapotamicum","(Spreng.) Sherff","M. Magenta","M. Silveira","72","1988","12","04",NA,"Brasil","Paraná","Sengés","Rodovia Sengés - Jaguariaíva","-49.4636001586914","-24.1128005981445",NA,NA,"RBR00028550","RBR00028550",NA,NA,NA,"2002",NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"127","2020-06-29 09:29:32-03","UFRRJ","RBR","30","S","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.",NA,"E.C.S. Brito",NA,"1976",NA,NA,NA,"Brasil","Minas Gerais","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,"RBR00000030","RBR00000030",NA,NA,NA,NA,NA,NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA
"128","2021-03-21 19:32:55-03","UFC","EAC","17742","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","Less","Barroso, G.","Bueno, O.","s.n.","1980","04","15","Southern America","Brasil","Rio Grande do Sul","Porto Alegre","Campo novo - Morro tapera","-51.2299995422363","-30.0331001281738",NA,"Solo granítico;&nf;Flor vermelha e base amarela.","EAC0017742","EAC0017742",NA,NA,NA,"1980","04",NA,NA,"29946","auto","15",NA,NA,NA,NA,NA
"129","2019-11-25 12:11:34-03","UFSM","SMDB","363","S","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Rambo, B","Rau, G","s.n.","1939","11","23",NA,"Brasil","Rio Grande do Sul","Santa Maria","Boca do Monte","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB000363",NA,NA,NA,NA,"1957",NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"130","2020-11-20 18:12:47-03","UFSM","SMDB","15733","S","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Schaefer, J","Schaefer, J","209","2014","11","19",NA,"Brasil","Rio Grande do Sul","Santa Maria","distrito de Santo Antão","-53.8069000244141","-29.6842002868652",NA,"Morro adjacente ao Morro Pedra do Lagarto. Espécie ameaçada de extinção. Material testemunho de Trabalho de Conclusão de Curso - Ciências Biológicas. Aluna: Juliana Schaefer. Orientadora: Liliana Essi","SMDB015733",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"131","2019-12-26 15:11:31-03","UFSM","SMDB","19331","S","Plantae",NA,NA,"Asteraceae","Isostigma","speciosum",NA,"Isostigma speciosum","Less.","Barbosa, E","Motta, JT; Dombrowski, LT; Cordeiro, J; Saridakis, DP","4143","2013","12","18",NA,"Brasil","Paraná","Palmeira","Recanto dos Papagaios","-49.768333","-25.465278",NA,"Erva xilopodífera; capítulos vermelhos. Campo limpo seco","SMDB019331",NA,NA,NA,NA,"2014","05","-49.768333","-25.465278",NA,NA,"12",NA,NA,NA,NA,NA
"132","2020-12-21 16:16:15-03","MBM","MBM","189721","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","crithmifolium",NA,"Isostigma crithmifolium","Less.",NA,"Lourteig, A.; et al.; et al.","2912","1973","11","20","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM189721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:16:15-03","MBM","MBM","102000","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","crithmifolium",NA,"Isostigma crithmifolium","Less.","Cristóbal, C.L.","Anderson, W.R.","12376","1982","02","06","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM102000","MBM102000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:16:15-03","MBM","MBM","56404","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","crithmifolium",NA,"Isostigma crithmifolium","Less.","Pedersen, T.M.","Pedersen, T.M.","11523","1976","11","18","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM056404","MBM056404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:16:15-03","MBM","MBM","70437","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","crithmifolium",NA,"Isostigma crithmifolium","Less.","Sáenz, A.A.","Sáenz, A.A.","132","1981","02","20","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM070437","MBM070437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:16:15-03","MBM","MBM","174318","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","megapotamicum",NA,"Isostigma megapotamicum","(Spreng.) Sherff","Nakajima, J.","Hatschbach, G.; Pott, A.; Pott, V.; Silva, J.M.; Pott, A.; Pott, V.; Silva, J.M.","62735","1995","05","15","Southern America","Brazil","Mato Grosso","Diamantina","Rod. BR 364, Chapada dos Parecis, 10 km O do Rio Pato",NA,NA,NA,"Flores creme; cerrado. Unicata","MBM174318","MBM174318",NA,NA,NA,"2009","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:16:15-03","MBM","MBM","26659","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","megapotamicum",NA,"Isostigma megapotamicum","(Spreng.) Sherff","Magenta, M.","Hatschbach, G.","32368","1973","08","26","Southern America","Brazil","Mato Grosso","Camapuã","Capão Redondo",NA,NA,NA,NA,"MBM026659","MBM026659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:16:15-03","MBM","MBM","41803","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","megapotamicum",NA,"Isostigma megapotamicum","(Spreng.) Sherff","Pruski, J.","Hatschbach, G.","37591","1975","11","15","Southern America","Brazil","Mato Grosso","Chapada dos Guimarães","Capão seco","-55.749698638916","-15.460599899292",NA,NA,"MBM041803","MBM041803",NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:16:15-03","MBM","MBM","62435","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","megapotamicum",NA,"Isostigma megapotamicum","(Spreng.) Sherff","Robinson, H.","Irwin, H.S.; et al.; et al.","7366","1964","10","26","Southern America","Brazil","Goiás","Caiapônia","50km S of Caiapônia","-51.8102989196777","-16.9566993713379",NA,NA,"MBM062435","MBM062435",NA,NA,NA,NA,NA,NA,NA,"77016","auto",NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:16:15-03","MBM","MBM","308633","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","megapotamicum",NA,"Isostigma megapotamicum","(Spreng.) Sherff","Nakajima, J.","Hatschbach, G.; Barboza, E.; Barboza, E.","79454","2005","09","22","Southern America","Brazil","Minas Gerais","Francisco Dumont","Descida para Passagem do Rio Preto","-44.2341995239258","-17.3150005340576",NA,"Inflorescência ereta, flor bordô. Campo cerrado","MBM308633","MBM308633",NA,NA,NA,"2009","09",NA,NA,"45152","auto",NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:16:15-03","MBM","MBM","189728","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","12339","1981","01","14","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,"MBM189728",NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:16:15-03","MBM","MBM","189730","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Dombrowski, L.T.","Dombrowski, L.T.","6731","1976","12","13","Southern America","Brazil","Paraná","Ponta Grossa","Furnas","-50.1618995666504","-25.0949993133545",NA,NA,"MBM189730",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:16:15-03","MBM","MBM","233948","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Cordeiro, J.","Cruz, J.M.; Cordeiro, J.; Carré, V.; Cordeiro, J.; Carré, V.","80","1999","02","03","Southern America","Brazil","Paraná","Ponta Grossa","Rod. BR-277, km 522, próximo a Vila Velha","-50.1618995666504","-25.0949993133545",NA,"= 271781","MBM233948","MBM233948",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:16:15-03","MBM","MBM","235198","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Carneiro, J.","595","1998","10","17","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM235198","MBM235198",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:16:15-03","MBM","MBM","279040","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Takeda, I.J.M.; et al.; et al.","48","2002","02","23","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM279040","MBM279040",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:16:15-03","MBM","MBM","189723","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Dombrowski, L.T.","Imaguire, N.","1185","1975","03","02","Southern America","Brazil","Paraná",NA,"Fazenda Thalia, São Luis do Purunã",NA,NA,NA,NA,"MBM189723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:16:15-03","MBM","MBM","387767","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Cordeiro, J.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2201","2013","12","10","Southern America","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-49.768222","-25.466083",NA,"Herbácea, 1,3 m, capítulos amarelos, lígulas bordô, campo limpo.; Campos Gerais","MBM387767","MBM387767",NA,NA,NA,"2014","07","-49.768222","-25.466083",NA,NA,"22",NA,NA,NA,NA,NA
"148","2020-12-21 16:16:15-03","MBM","MBM","389002","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Barboza, E.","Motta, J.T.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.","4143","2013","12","18","Southern America","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-49.768333","-25.465278",NA,"Erva xilopodífera; capítulos vermelhos.; Campo limpo seco.","MBM389002","MBM389002","957","957",NA,"2014","05","-49.768333","-25.465278",NA,NA,"12",NA,NA,NA,NA,NA
"149","2020-12-21 16:16:15-03","MBM","MBM","399175","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Cordeiro, J.","Savarais, M.","131","2013","01","23","Southern America","Brazil","Paraná","Ponta Grossa","margem da Rodovia BR 277","-49.952258","-25.266733",NA,NA,"MBM399175","MBM399175","839","839",NA,"2015","07","-49.952258","-25.266733",NA,NA,"20",NA,NA,NA,NA,NA
"150","2020-12-21 16:16:15-03","MBM","MBM","59213","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Gibbs, P.H.; et al.; et al.","4163","1977","12","16","Southern America","Brazil","São Paulo","Mogi-Guaçu","25km NW de Mogi-Guaçu, Estação Experimental de Moji-Guaçu",NA,NA,NA,NA,"MBM059213","MBM059213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:16:15-03","MBM","MBM","126875","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","52647","1988","12","06","Southern America","Brazil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,"MBM126875","MBM126875",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:16:15-03","MBM","MBM","189722","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Dombrowski, L.T.","Dombrowski, L.T.","13995","1989","09","18","Southern America","Brazil","Paraná","Palmeira","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM189722",NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:16:15-03","MBM","MBM","189732","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Barroso, G.M.","Brade, A.C.","19541","1949","02","14","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Cambiju","-50.1618995666504","-25.0949993133545",NA,NA,"MBM189732",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:16:15-03","MBM","MBM","74248","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Kummrow, R.; et al.; et al.","1902","1982","03","05","Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM074248","MBM074248",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:16:15-03","MBM","MBM","9765","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","21225","1969","03","10","Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM009765","MBM009765",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:16:15-03","MBM","MBM","42738","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Pereira, E.; Hatschbach, G.; Hatschbach, G.","8136","1963","11","23","Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha, Furnas","-50.1618995666504","-25.0949993133545",NA,NA,"MBM042738","MBM042738",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:16:15-03","MBM","MBM","17489","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Hatschbach, G.; Ravenna, P.; Ravenna, P.","23047","1969","12","03","Southern America","Brazil","Paraná","Ponta Grossa","Rio Guavirova","-50.1618995666504","-25.0949993133545",NA,NA,"MBM017489","MBM017489",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:16:15-03","MBM","MBM","271781","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Cordeiro, J.","Cruz, J.M.; Cordeiro, J.; Carré, V.; Cordeiro, J.; Carré, V.","80","1999","02","03","Southern America","Brazil","Paraná","Ponta Grossa","Rod. BR-277, km 522","-50.1618995666504","-25.0949993133545",NA,"= 233948","MBM271781","MBM271781",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:16:15-03","MBM","MBM","233947","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Hatschbach, G.; Ziller, S.R.; Ziller, S.R.","68962","1999","02","04","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha, fundos da capela","-50.1618995666504","-25.0949993133545",NA,NA,"MBM233947","MBM233947",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:16:15-03","MBM","MBM","42735","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Hatschbach, G.","11990","1964","12","05","Southern America","Brazil","Paraná","Sengés","Estrada Jaguariaíva - Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"MBM042735","MBM042735",NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:16:15-03","MBM","MBM","300574","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Bueno, V.R.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76950","2004","03","11","Southern America","Brazil","Mato Grosso do Sul","Ponta Porã","Fazenda Itamarati, Rodovia MS-164","-55.7256011962891","-22.5361003875732",NA,"Xilopodifera, ereta, flor purpúrea.; Campo limpo, seco. Solo rochoso.","MBM300574","MBM300574","700","700",NA,"2016","07",NA,NA,"102608","auto","05",NA,NA,NA,NA,NA
"162","2020-12-21 16:16:15-03","MBM","MBM","240985","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Robinson, H.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69434","1999","10","21","Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"MBM240985","MBM240985",NA,NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:16:15-03","MBM","MBM","33721","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Hatschbach, G.","Hatschbach, G.","35288","1974","10","24","Southern America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"MBM033721","MBM033721",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:16:15-03","MBM","MBM","189727","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","11270","1980","03","20","Southern America","Brazil","Paraná","Jaguariaíva","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,"MBM189727",NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:16:15-03","MBM","MBM","189726","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","11149","1980","02","14","Southern America","Brazil","Paraná","Jaguariaíva","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,"MBM189726",NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:16:15-03","MBM","MBM","189729","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Dombrowski, L.T.","Dombrowski, L.T.","4504","1972","12","03","Southern America","Brazil","Paraná","Palmeira","Palmeiras","-50.0064010620117","-25.4293994903564",NA,NA,"MBM189729",NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:16:15-03","MBM","MBM","251703","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.",NA,"Dusén, P.","11359","1911","02","17","Southern America","Brazil","Paraná","Ponta Grossa","Desvio Ribas","-50.1618995666504","-25.0949993133545",NA,NA,"MBM251703",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:16:15-03","MBM","MBM","264248","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Isostigma","peucedanifolium",NA,"Isostigma peucedanifolium","(Spreng.) Less.","Barroso, G.M.","Tessmann, G.","2952","1948","02","19","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,"MBM264248","MBM264248",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
