"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordedBy","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","previousCatalogNumber"
"49","2021-02-09 10:14:00-03","UENF","HUENF","10208","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"486",NA,"Brasil","Rio de Janeiro","Maciço do Itaoca.",NA,"Parcela 6","HUENF00010855",NA,NA,"Souza, T.P.; Ribeiro, C.T.; Helmo","2013","04","24","Campos dos Goytacazes","-41.448056","-21.797222",NA,NA,NA,NA,NA,"41º26'53''W","21º47'50''S","201","201",NA,NA,NA,NA
"50","2021-02-09 10:14:00-03","UENF","HUENF","4839","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"383",NA,"Brasil","Rio de Janeiro","Fazenda Santo Antônio",NA,NA,"HUENF00004842",NA,NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","2009","06","17","São Francisco de Itabapoana","-41.090278","-21.296944",NA,NA,NA,NA,NA,"41º5'25''W","21º17'49''S","61","61",NA,NA,NA,NA
"51","2021-04-07 16:08:51-03","UENF","HUENF","11831","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"155",NA,"Brasil","Rio de Janeiro","Fazenda Três Marias, BR101, próximo a termoelétrica Mario Lago.",NA,"Árvore de copa frondosa, 6m de alt. Dap aproximado 25cm, ramos com folhas jovens terminais, verde claro com tricomas ferrugíneos, fruto globoso de cor amarela, arilo doce, semente grande em números de 3 a 4 por frutos. Localizado a","HUENF00012686",NA,"H.B.M. Viana","H.B.M. Viana","2019","04","04","Macaé","-41.7868995666504","-22.3708000183105","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-25 10:11:52-03","CVRD","CVRD","5669","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"2978","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Bapeba preta","CVRD005669",NA,"Domingos A. Folli","Folli, D.A.","1997","04","04","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","1994","12","02",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"53","2021-02-25 10:11:52-03","CVRD","CVRD","13731","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"727","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Bapeba preta","CVRD013731","CVRD013731_v1 CVRD013731_v2 CVRD013731_v3 CVRD013731_v4","Geovane S. Siqueira","Siqueira, G.S.","2012","03","30","Linhares","-40.016167","-19.125",NA,NA,"2012","04","04","40°00'58,2W","19°07'30,0S","43","43","Magnoliopsida",NA,NA,NA
"54","2021-02-25 10:11:52-03","CVRD","CVRD","12054","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"6279","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Bapeba preta","CVRD012054",NA,"Domingos A. Folli","Folli, D.A.","2009","01","09","Linhares","-39.949368","-19.245515",NA,NA,"2009","01","09","-39,949368","-19,245515","37","37","Magnoliopsida",NA,NA,NA
"55","2021-02-25 10:11:52-03","CVRD","CVRD","14925","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"7207","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Bapeba preta","CVRD014925",NA,"Domingos A. Folli","Folli, D.A.","2014","05","15","Aracruz","-40.2733001708984","-19.8202991485596","37987","auto","2014","05","15",NA,NA,"38","38","Magnoliopsida",NA,NA,NA
"56","2021-02-25 10:11:52-03","CVRD","CVRD","826","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"275","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Bapeba preta","CVRD000826","CVRD000826","Domingos A. Folli","Silva, I.A.","1981","12","02","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","1994","10","31",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","3076739","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S. Moore) Baehni",NA,"4733","South America","Brazil","Paraná","Rio Pederneira (mun. Guaraquecaba).",NA,NA,"US02701482","US02701482_01",NA,"Y. S. Kuniyoshi & C. Roderjan","1984","1","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"58","2019-12-09 17:30:57-03","UFPR","EFC","15797","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,NA,NA,"Brasil","Paraná","Parque Estadual das Lauráceas",NA,"Árvore 12 m alt.; látex alvo, abundante, pegajoso; flores com sépalas prateadas e pétalas esverdeadas; dossel de Floresta Ombrófila Densa Montana secundária.","EFC015797",NA,"Völtz, R.R.","Völtz, R.R.; Brotto, M.L.","2017","03","21","Adrianópolis","-48.6922","-24.8383",NA,NA,"2017","03","21","-48.6922","-24.8383",NA,NA,NA,NA,NA,NA
"59","2019-12-09 17:30:57-03","UFPR","EFC","295","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,NA,NA,"Brasil","Paraná","Faz. Madezzati",NA,"Árvore em floresta primária, 650m s.n.m. Botões florais. __COMMOM_NAME__: Guapeva","EFC000295",NA,"Völtz, R.R.","Rodrigues, S.","1994","06","01","Guaraqueçaba","-48.3994","-25.0013",NA,NA,"2017","10",NA,"-48.3994","-25.0013","7","7",NA,NA,NA,NA
"60","2019-12-09 17:30:57-03","UFPR","EFC","420","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"4733",NA,"Brasil","Paraná","Rio Pederneiras",NA,"Árvore 25m em meia encosta, 650m s.n.m. Botões florais __COMMOM_NAME__: Guapeva","EFC000420",NA,"Völtz, R.R.","Kuniyoshi, Y.S.; Roderjan, C.V.","1984","01","18","Guaraqueçaba","-48.3994","-25.0013",NA,NA,"2017","10",NA,"-48.3994","-25.0013",NA,NA,NA,NA,NA,NA
"61","2019-12-09 17:30:57-03","UFPR","EFC","15216","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"970",NA,"Brasil","Paraná","Estrada para P.E. das Lauráceas",NA,"Árvore 18 m alt.; frutos verdes cobertos de tricomas ferrugíneos; látex branco, grudento; beira de estrada em Floresta Ombrófila Densa Montana. __COMMOM_NAME__: Guapeva","EFC015216",NA,"Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Silva, J.M","2016","09","26","Adrianópolis","-48.7812","-24.8962",NA,NA,"2016","09","26","-48.7812","-24.8962","986","986",NA,NA,NA,NA
"62","2019-11-13 11:31:47-03","USP","SPF","10128","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"s.n.",NA,"Brasil","São Paulo","Estação Biológica do Alto da Serra",NA,NA,"SPF00010128",NA,"Carneiro, CE","Hoehne, W","1932","03","02",NA,NA,NA,NA,NA,"1996","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:31:47-03","USP","SPF","125096","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"3240",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00125096",NA,"Oliveira, AA","Oliveira, AA","1997","08","24","Descalvado","-47.75","-22",NA,NA,NA,NA,NA,"-47.75","-22","700","950",NA,NA,NA,NA
"64","2019-11-13 11:31:47-03","USP","SPF","189661","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"s.n.",NA,"Brasil","Rio de Janeiro","Horto Florestal.",NA,NA,"SPF00189661",NA,"Alves-Araújo, A","Kuhlmann, JG","1930","02","05","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","2008","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:12:59-03","UEFS","HUEFS","114060","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,NA,NA,"Brasil","São Paulo","Estação Biológica.",NA,NA,"HUEFS0114060","HUEFS0114060",NA,"Hoehne, F.C.","1932","03","02","Alto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"66","2018-04-04 16:44:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata",NA,NA,"14057","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"RRC ID Flag","A. Glaziou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","14057",NA,NA
"67","2019-01-23 12:45:46-02","F","FMNH-SEEDPLANTS","V0072182F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","pellita","Pouteria pellita",NA,"Isotype","15198","South America","Brazil","Rio de Janeiro","Rio Tapixeiro",NA,NA,"V0072182F","V0072182F_01",NA,"A. Glaziou","1885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"68","2019-01-25 15:37:12-02","IAC","IAC","19607","S","Plantae",NA,NA,"Sapotaceae-3.Chrysophylloideae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"196",NA,"Brasil","São Paulo","Estação de S.P. -Carlos Botelho- na estrada da vila- árvore nativa",NA,NA,NA,NA,"C.E. Carneiro","H.F. Leitão Filho","1967","09","03",NA,NA,NA,NA,NA,"1996","10","03",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-01-25 15:37:12-02","IAC","IAC","43206","S","Plantae",NA,NA,"Sapotaceae-3.Chrysophylloideae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"3499",NA,"Brasil","São Paulo","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Zézinho, indivíduo Z 11.3",NA,NA,NA,NA,"L.C. Bernacci et al.","L.C. Bernacci; G.A.D.C. Franco; G. Durigan; G.F. Árbocz; M. Siqueira; V.S. Ramos & E. Furlan","2000","11","07","Ibiúna","-47.091717","-23.761081",NA,NA,"2000","11","07","-47.091717","-23.761081",NA,NA,NA,NA,NA,NA
"70","2016-08-23 11:00:15-03","NHMLondon","NHM-LONDON-BOT","BM000952561","S","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni","Type","314",NA,"Brasil",NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/623cc2b0b190262b4e47d4a9059ce1202b501479/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Collaboration; J. Bowie & A. Cunningham","1814",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:605062"
"71","2016-08-23 11:00:15-03","NHMLondon","NHM-LONDON-BOT","BM000952562","S","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni","Type","314",NA,"Brasil",NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/44015c26da08e65eae12f7634157ef5492fa1326/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Collaboration; J. Bowie & A. Cunningham","1814",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:605063"
"72","2020-11-12 16:59:11-03","UEL","FUEL","52249","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"1506",NA,"Brasil","Espirito Santo","BR 101, 8,4km do trevo de Colatina.",NA,NA,NA,NA,"Tsuji, R; et al.; Lorenzi, H","Tsuji, R; Lorenzi, H; et al.","2007","01","24","João Neiva","-40.323528","-19.703722",NA,NA,"2007","01","24","-40.323528","-19.703722",NA,NA,NA,NA,NA,NA
"73","2020-11-12 16:59:11-03","UEL","FUEL","48884","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"1013",NA,"Brasil","São Paulo","Parque Estadual da Cantareira, Floresta Ombrófila Densa Montana",NA,NA,NA,NA,"Arzolla, FARDP","Arzolla, FARDP; G.C.R. de Paula; Vilela, FESP; Leite, MO; J.R. dos Santos; Nunes, CS; V","2006","07","24","São Paulo","-46.623444","-23.439556",NA,NA,"2006","08","04","-46.623444","-23.439556","900","900",NA,NA,NA,NA
"74","2020-11-12 16:59:11-03","UEL","FUEL","26272","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"54792",NA,"Brasil","Paraná","rodovia para Parque Estadual das Lauráceas",NA,NA,"FUEL011031",NA,"Völtz, RR","Hatschbach, G; Nicolack, V","1990","10","30","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","61623","auto","2017","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-23 13:23:08-03","MN","R-TIPOS","12052","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pellita","Pouteria pellita","Baehni","Isotypus","15198",NA,"Brasil","Rio de Janeiro","Serra da Bica",NA,NA,"R000012052","R000012052_001",NA,"Glaziou, A.F.M.","1883","11","19","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-26 17:37:48-03","UFMT","UFMT","9948","S","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"3921",NA,"Brasil","São Paulo","Reserva Biológica do Alto da Serra. Paranapiacaba.",NA,"Estensão 361 ha, temperatura média anual 25° C, pluvial anual 3000 a 4000mm.; Árvore de 13m x 70cm de circ. leite branco. Fruto maduro amarelo e comestível. Sementes separadas. Coleção de madeira.",NA,NA,"Pires, J.M.","Rosa, N.A.; Pires, J.M.","1980","11","26","Santo André","-45.3","-23.716667",NA,NA,"1980",NA,NA,"-45.3","-23.716667","750","890",NA,NA,NA,NA
"77","2021-03-04 15:42:58-03","IF","SPSF","48154","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","((S.Moore)) (Baehni)",NA,"2978","América do Sul","Brasil","ES","Reserva Florestal da CVRD",NA,"COLETA: Porte arbóreo; fruto maduro amarelo e imaturo verde; exsudação Latex branco; descamaçãoem escamas; casca áspera; altura total 22m; diâmetro da copa 8m; fuste cilíndrico com 12m, CAP 128cm.&nf;Nome Popular - Bapeba Preta.; GEOGRAFIA: Estrada Flameng",NA,NA,"D.A.Folli","D.A.Folli","1997","04","04","Rio Bananal","-40.3333015441895","-19.2649993896484","22148","auto","1997","12","02",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"78","2021-03-04 15:42:58-03","IF","SPSF","08262","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata",NA,NA,NA,"América do Sul","Brasil","SP","R.E.Instituto Florestal",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"A.Cassalho","1983","11","16","Pedro de Toledo","-47.2299995422363","-24.2700004577637","33445","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"79","2021-03-04 15:42:58-03","IF","SPSF","33418","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata",NA,NA,"237","América do Sul","Brasil","SP","CEMUCAN",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha do pau jacare&nf;;",NA,NA,NA,"C.M.Izumisawa","2000","02","07","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"80","2021-03-04 15:42:58-03","IF","SPSF","07251","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata",NA,NA,NA,"América do Sul","Brasil","SP","Serra da Cantereira",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"M.Koscinski",NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"81","2021-03-04 15:42:58-03","IF","SPSF","36791","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata",NA,NA,"1013","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta ombrofila densa montana&nf;;",NA,NA,NA,"F.A.R.D.P.Arzolla & G.R.C.de Paula & F.E.S.P.Vilela & M.O.Leite","2006","07","24","São Paulo","-46.623333","-23.439556",NA,NA,NA,NA,NA,NA,NA,"900","900","Magnoliopsida",NA,NA,NA
"82","2021-03-04 15:42:58-03","IF","SPSF","48150","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","((Baehni)) (S.Moore)",NA,"6279","América do Sul","Brasil","ES","Reserva Natural Vale, Aceiro João Pedro",NA,"COLETA: Arbóreo; botão v erde claro; flor verde claro; exsudação branca-latex; descamação em escamas; forma do fuste: cilíndrico; altura total: 19m; altura do fuste: 10m; cap fuste: 120cm; diâmetro da copa: 8m&nf;Bapeba preta&nf;1 duplicata; GEOGRAFIA: Mata",NA,NA,"D.A.Folli","D.A.Folli","2009","01","09","Linhares","-39.949444","-19.245556",NA,NA,"2009","01","09",NA,NA,"37","37","Magnoliopsida",NA,NA,NA
"83","2021-03-04 15:42:58-03","IF","SPSF","48148","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","bullata","Pouteria bullata","((Baehni)) (S.Moore)",NA,"275","América do Sul","Brasil","ES","Reserva Natural Vale, Aceiro João Pedro",NA,"COLETA: Arbóreo; botão marrom; flor branca; exsudação branca-goma; descamação em placas; metros: 1200; forma do fuste: cilíndrico; superficie da casca: sulcada; altura total: 20m; altura do fuste: 14m; cap fuste: 141,37cm; diâmetro da copa: 5m&nf;1 duplica",NA,NA,"D.A.Folli","I.A.Silva","1981","12","02","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","1994","10","31",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"84","2020-06-04 11:03:57-03","IBt","SP","271171","S","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"1084",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"Cordeiro, I","1992","11","22","Bataguassu","-52.4221992492676","-21.7141990661621","65610","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-04 09:02:38-03","IBt","SP","178681","S","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S.Moore) Baehni",NA,"3921",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,NA,NA,"Rosa, NA","1980","11","26","Santo André","-46.5299987792969","-23.6599998474121","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2012-06-01 11:52:33-03","UM","RECOLNAT_UM_MPU","MPU019061","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Pouteria","pellita","Pouteria pellita","Baehni","isotype",NA,NA,"Brésil",NA,"Plantes des environs de Rio de janeiro et d'Ouro-Preto","hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu019061' target='other'> <mi>dwc_moreinfo</mi></a>","MPU019061",NA,NA,"Glaziou, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15198",NA,NA
"87","2014-09-23 10:59:41-03","G","G","G00439410","S","Plantae",NA,NA,"Sapotaceae","Pouteria","bullata","Pouteria bullata","(S. Moore) Baehni","HOLOTYPUS of Pouteria pellita Baehni","15198","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00439410",NA,"Pennington, T. D.","Glaziou, A. F. M.","1885",NA,"00",NA,"-42.9125","-22.48222222",NA,NA,"1986","01","01","-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA
