"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relationshipType","relatedCatalogItem","sex"
"1","2020-09-23 10:38:23-03","E","E","202955","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","angustifolia","Ipomoea angustifolia","Proença, C.; Oliveira, R.S.; Clemente, C.M.; Ribeiro, J.F.","2074","1999","02","06","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:217716","<a href=http://data.rbge.org.uk/herb/E00202955 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00202955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","39151","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","angustifolia","Ipomoea angustifolia villosula","L. Riedel","1368","1825","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=341425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00039151","Magnoliophyta","Solanales","villosula","Meisn.","syntype","Minas Gerais","In campis glareosis prope Riego possido (sic)","NY00039151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","39151","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","angustifolia","Ipomoea angustifolia villosula","L. Riedel","1368","1825","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=341425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00039151","Magnoliophyta","Solanales","villosula","Meisn.","syntype","Minas Gerais","In campis glareosis prope Riego possido (sic)","NY00039151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1013874","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","26625","1970","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104238' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013874","Magnoliophyta","Solanales",NA,"House",NA,"Distrito Federal","Ca. 15 km E. of Lago Paranoá, DF-6","NY01013874_01","R. Simão-Bianchini","Brasília","-47.6874","-15.73555","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1013870","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","A. Macedo","3532","1951","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104234' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013870","Magnoliophyta","Solanales",NA,"House",NA,"Goiás",NA,"NY01013870_01","C. A. O'Donell","Caldas Novas","-48.6247","-17.7419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1013875","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","34880","1972","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104239' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013875","Magnoliophyta","Solanales",NA,"House",NA,"Goiás","ca. 8 km S. of Niquelândia","NY01013875_01","R. Simão-Bianchini","Niquelândia","-48.45","-14.5223","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","00749176","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","12089","1966","01","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=888841' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749176","Magnoliophyta","Solanales",NA,"House",NA,"Distrito Federal","Ca. 25 km E. of Brasília","NY00749176_01","R. Simão-Bianchini","Brasília","-47.68338","-15.7833","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","01090711","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","26925","1970","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225138' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090711","Magnoliophyta","Solanales",NA,"House",NA,"Minas Gerais","Ca. 3 km W of Corinto, near Minas Gerais","NY01090711_01","J. R. I. Wood","Corinto","-44.45255","-18.36675","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1013873","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","26036","1970","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104237' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013873","Magnoliophyta","Solanales",NA,"House",NA,"Minas Gerais","Serra da Anta, summit of chapada, ca. 7 km W. of Paracatú","NY01013873_01","R. Simão-Bianchini","Paracatú","-46.8727778","-17.22555","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","01090691","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","18935","1968","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1224967' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090691","Magnoliophyta","Solanales",NA,"House",NA,"Goiás","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","NY01090691_01","J. R. I. Wood","Cocalzinho de Goiás","-48.63","-15.35","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1014141","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","E. P. Heringer","2982","1979","12","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107999' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014141","Magnoliophyta","Solanales",NA,"House",NA,"Distrito Federal","Bacia do Rio São Bartolomeu.","NY01014141_01","J. R. I. Wood","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1014144","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","13310","1966","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108019' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014144","Magnoliophyta","Solanales",NA,"House",NA,"Goiás","Serra dos Cristais, ca. 2 km N. of Cristalina","NY01014144_01","J. R. I. Wood","Cristalina","-47.6","-16.73193","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00749170","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","18975","1968","01","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=889223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749170","Magnoliophyta","Solanales",NA,"House",NA,"Goiás","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","NY00749170_01","R. Simão-Bianchini","Vila Propício","-48.63","-15.35","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01090726","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","23899","1969","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225090' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090726","Magnoliophyta","Solanales",NA,"House",NA,"Minas Gerais","Serra do Espinhaço, Serra dos Três Irmãos, ca. 65 km west of Montes Claros, 2 km east of Agua Boa.","NY01090726_01","J. R. I. Wood",NA,"-42.3894","-17.99645","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1013872","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","25015","1970","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104236' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013872","Magnoliophyta","Solanales",NA,"House",NA,"Goiás","Contraforte Central, ca. 25 km N.E. of Catalão","NY01013872_01","R. Simão-Bianchini","Catalão","-47.78292","-18.00698","875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1013871","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","H. S. Irwin","23036","1969","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104235' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013871","Magnoliophyta","Solanales",NA,"House",NA,"Minas Gerais","Serra do Espinhaço, ca. 31 km N.E. of Francisco Sá, on road to Salinas","NY01013871_01","R. Simão-Bianchini",NA,"-43.26035","-16.4235","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1014136","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","E. P. Heringer","11282","1967","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107850' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014136","Magnoliophyta","Solanales",NA,"House",NA,"Distrito Federal","Samambaia, Rio Corumbá.","NY01014136_01","J. R. I. Wood","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:29:54-03","UFRJ","RFA","4973","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","aprica","Ipomoea aprica","E. Pereira","4854","1958","11","18",NA,"Brasil",NA,NA,"Volúvel; flor lilás","RFA39730",NA,NA,NA,"House",NA,"Distrito Federal",NA,NA,"R. Simão Bianchini","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"2011","10","07","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
