"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","locality","phylum","order","scientificNameAuthorship","identifiedBy","typeStatus","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"229","2020-10-01 14:25:00-03","JBB","HEPH","9889","S","Plantae","Rutaceae","Zanthoxylum","cinereum","Zanthoxylum cinereum","Ramos, AE; Jesus, FPR de","1994","04","07","Southern America","Brasil","Distrito Federal",NA,NA,"Transecto 4=66. Cap. 37,0cm",NA,"s.n.","Estação Ecológica do Jardim Botânico de Brasília - córrego Cabeça de Veado","Dicotyledon","Sapindales","Engl.","Lima, IV",NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","1996",NA,NA,NA,NA,NA,NA
"230","2020-10-01 14:25:00-03","JBB","HEPH","8424","S","Plantae","Rutaceae","Zanthoxylum","cinereum","Zanthoxylum cinereum","Nóbrega, MGG; Baumgarten, J","1994","12","17","Southern America","Brasil","Distrito Federal",NA,NA,"com bastante espinhos no tronco, caule e folhas",NA,"199A","Jardim Botânico de Brasília","Dicotyledon","Sapindales","Engl.","Proença, CEB",NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","1994",NA,NA,NA,NA,NA,NA
"231","2020-10-01 14:25:00-03","JBB","HEPH","16004","S","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Nóbrega, MGG","2000","10","22","Southern America","Brasil",NA,NA,NA,"Tronco com grande aculeos persistentes",NA,"1334","Fazenda Conto","Dicotyledon","Sapindales","Engl.","Nóbrega, MGG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA
"232","2020-10-01 14:25:00-03","JBB","HEPH","16038","S","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Nóbrega, MGG","2000","10","26","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"1368","Fazenda Mata Velha","Dicotyledon","Sapindales","Engl.","Nóbrega, MGG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA
"233","2020-10-01 14:25:00-03","JBB","HEPH","18236","S","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Ramos, AE","2002","09","19","Southern America","Brasil","Goiás",NA,NA,NA,NA,"1666","Ribeirão São Bento","Dicotyledon","Sapindales","Engl.","Ramos, AE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA
"234","2020-10-01 14:25:00-03","JBB","HEPH","31945","S","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Faria, JEQ","2015","07","03","Southern America","Brasil","Goiás",NA,NA,NA,NA,"4833","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio","Dicotyledon","Sapindales","Engl.","Faria, JEQ",NA,"Alto Horizonte","-49.292222","-14.198333",NA,NA,"404","404","-49.292222","-14.198333",NA,NA,"2015","07",NA,NA,NA,NA,NA
"235","2020-10-01 14:25:00-03","JBB","HEPH","26712","S","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Reis, GC; et al.","2010","05","26","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"278","Núcleo Rural Alexandre Gusmão, Chácara 278. (Sr.Gilberto).","Dicotyledon","Sapindales","Engl.","Rosário, RF do",NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","2011",NA,NA,NA,NA,NA,NA
"236","2020-10-01 14:25:00-03","JBB","HEPH","32926","S","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Kuhlmann, MP","2013","08","08","Southern America","Brasil","Distrito Federal",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br",NA,"232","Parque Nacional de Brasília","Dicotyledon","Sapindales","Engl.","Kuhlmann, MP",NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","2013","08","08",NA,NA,NA,NA
"237","2020-12-11 11:41:13-03","UFMG","BHCB","45598","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-12-11 11:41:13-03","UFMG","BHCB","36084","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"Arcos","-45.5393981933594","-20.2819004058838",NA,NA,NA,NA,NA,NA,"25000","auto",NA,NA,NA,NA,NA,NA,NA
"239","2020-12-11 11:41:13-03","UFMG","BHCB","36084","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"Arcos","-45.5393981933594","-20.2819004058838",NA,NA,NA,NA,NA,NA,"25000","auto",NA,NA,NA,NA,NA,NA,NA
"240","2020-12-11 11:41:13-03","UFMG","BHCB","54251","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Tameirão Neto, E",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"3022",NA,"Dicotyledon",NA,"Engl.",NA,NA,"Curvelo","-44.4308013916016","-18.7563991546631",NA,NA,NA,NA,NA,NA,"57661","auto",NA,NA,NA,NA,NA,NA,NA
"241","2020-12-11 11:41:13-03","UFMG","BHCB","52906","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Hatschbach, G; et al.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"242","2020-12-11 11:41:13-03","UFMG","BHCB","36864","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"Lagoa da Prata","-45.5435981750488","-20.0224990844727",NA,NA,NA,NA,NA,NA,"21026","auto",NA,NA,NA,NA,NA,NA,NA
"243","2020-12-11 11:41:13-03","UFMG","BHCB","37838","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"Nova Ponte","-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA
"244","2020-12-11 11:41:13-03","UFMG","BHCB","24874","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"245","2020-12-11 11:41:13-03","UFMG","BHCB","24874","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"246","2020-12-11 11:41:13-03","UFMG","BHCB","27540","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"São Romão","-45.0694007873535","-16.3686008453369",NA,NA,NA,NA,NA,NA,"79224","auto",NA,NA,NA,NA,NA,NA,NA
"247","2020-12-11 11:41:13-03","UFMG","BHCB","27540","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"São Romão","-45.0694007873535","-16.3686008453369",NA,NA,NA,NA,NA,NA,"79224","auto",NA,NA,NA,NA,NA,NA,NA
"248","2020-12-11 11:41:13-03","UFMG","BHCB","33405","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"249","2020-12-11 11:41:13-03","UFMG","BHCB","33405","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum",NA,NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,"Engl.",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"250","2020-12-11 11:41:13-03","UFMG","BHCB","23303","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Tameirão Neto, E","1991",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.","Estação Ecológica da UFMG","Dicotyledon",NA,"Engl.",NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"251","2020-12-11 11:41:13-03","UFMG","BHCB","23303","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Tameirão Neto, E","1991",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"s.n.","Estação Ecológica da UFMG","Dicotyledon",NA,"Engl.",NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"252","2020-12-11 11:41:13-03","UFMG","BHCB","85879","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Versieux, LM; Stehmann, JR","2001","12","07","Southern America","Brasil","Minas Gerais",NA,NA,"Em Floresta Estacional Semidecídua Montana. Arbóreo.",NA,"24","RPPN Capitão do Mato.","Dicotyledon",NA,"Engl.",NA,NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,"950","950",NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
"253","2021-02-11 17:21:38-03","UFPR","UPCB","81674","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","latespinosum","Zanthoxylum latespinosum","Bernacci, L.C.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,"34965","Floresta ripária, margem do Rio Jacaré - Pepira, Fazenda Figueira",NA,NA,"Engl.",NA,NA,"Dourado","-48.310001373291","-22.1000003814697",NA,NA,NA,NA,NA,NA,"13775","auto",NA,NA,NA,NA,NA,NA,NA
"254","2011-08-31 16:04:00-03","MO","MOBOT","100406430","PreservedSpecimen","Plantae","Rutaceae","Fagara","cinerea","Fagara cinerea","José Steinbach","1926",NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"Steinbach G. 7457",NA,NA,NA,"(Engl.) Engl.","Foster Catalogue Note File",NA,"Sara",NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"255","2009-08-21 07:12:00-03","MO","MOBOT","2233142","PreservedSpecimen","Plantae","Rutaceae","Fagara","riedeliana","Fagara riedeliana","Santiago Venturi","1909","7","27","South America","Argentina","Misiones",NA,NA,NA,NA,"Venturi 158","Posadas",NA,NA,"(Engl.) Engl.",NA,NA,"Capital","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2012-03-02 10:05:00-03","MO","MOBOT","100314061","PreservedSpecimen","Plantae","Rutaceae","Fagara","riedeliana","Fagara riedeliana","Lidia Pérez de Molas","1986","10",NA,"South America","Paraguay","Cordillera",NA,NA,NA,NA,"Pérez de Molas 986","Atyrá 6-7 km E de Alto. Camino a Atyrá.",NA,NA,"(Engl.) Engl.","R. Spichiger (G)",NA,NA,"-57.2166667","-25.2666667",NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"257","2008-05-27 22:02:00-03","MO","MOBOT","116138","PreservedSpecimen","Plantae","Rutaceae","Fagara","riedeliana","Fagara riedeliana","Elsa M. Zardini|H. Velázquez","1990","8","4","South America","Paraguay","Cordillera",NA,NA,NA,NA,"Zardini 22654","Road Emboscada-Nueva Colombia, 5 km SE of Emboscada. Cerrado forest.",NA,NA,"(Engl.) Engl.","R. Spichiger (G)",NA,NA,"-57.23333","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408","4"
"258","2008-05-27 22:02:00-03","MO","MOBOT","116185","PreservedSpecimen","Plantae","Rutaceae","Fagara","riedeliana","Fagara riedeliana","Elsa M. Zardini","1988","6","25","South America","Paraguay","Cordillera",NA,NA,NA,NA,"Zardini 5161A","Cerro Zanja Jhú, 1 km East of road from Route 1 to Atyra, 3 kms before Atyra. In gallery forest.",NA,NA,"(Engl.) Engl.","R. Spichiger (G)",NA,NA,"-57.15","-25.21666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-35","1"
"259","2008-05-27 22:02:00-03","MO","MOBOT","117452","PreservedSpecimen","Plantae","Rutaceae","Fagara","riedeliana","Fagara riedeliana","Elsa M. Zardini|C. Velázquez","1991","1","11","South America","Paraguay","Cordillera",NA,NA,NA,NA,"Zardini 25766","Río Piribebuy basin, 17 km W of Arroyos y Esteros. Cerrado forest.",NA,NA,"(Engl.) Engl.","R. Spichiger (G)",NA,NA,"-57.3","-25.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"519","4"
"260","2008-05-27 22:02:00-03","MO","MOBOT","118056","PreservedSpecimen","Plantae","Rutaceae","Fagara","riedeliana","Fagara riedeliana","Elsa M. Zardini|C. Velázquez","1990","5","19","South America","Paraguay","Cordillera",NA,NA,NA,NA,"Zardini 20296","Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Gallery forest.",NA,NA,"(Engl.) Engl.","R. Spichiger (G)",NA,NA,"-57.3","-25.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"321","4"
"261","2008-05-27 22:02:00-03","MO","MOBOT","118354","PreservedSpecimen","Plantae","Rutaceae","Fagara","riedeliana","Fagara riedeliana","Elsa M. Zardini|C. Velázquez","1990","7","21","South America","Paraguay","Cordillera",NA,NA,NA,NA,"Zardini 22200","Río Piribebuy, 27 km W of Arroyos y Esteros. Gallery forest.",NA,NA,"(Engl.) Engl.","R. Spichiger (G)",NA,NA,"-57.3","-25.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"390","4"
"262","2011-12-22 05:01:00-02","MO","MOBOT","2337025","PreservedSpecimen","Plantae","Rutaceae","Fagara","riedeliana","Fagara riedeliana","Teodoro Rojas","1922","9","29","South America","Argentina","Misiones",NA,NA,NA,NA,"Rojas 4495","Puerto Aguirre",NA,NA,"(Engl.) Engl.",NA,NA,"Iguazú","-54.58333","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-07-08 11:41:00-03","MO","MOBOT","2456877","PreservedSpecimen","Plantae","Rutaceae","Fagara","riedeliana","Fagara riedeliana","F.E. Devoto","1924","1",NA,"South America","Argentina","Misiones",NA,NA,NA,NA,"Devoto s.n.1","Puerto Aguirre",NA,NA,"(Engl.) Engl.",NA,NA,"Iguazú","-54.5833333","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"264","2008-05-27 22:02:00-03","MO","MOBOT","117484","PreservedSpecimen","Plantae","Rutaceae","Fagara","riedeliana","Fagara riedeliana","Elsa M. Zardini|C. Velázquez","1990","6","23","South America","Paraguay","Paraguarí",NA,NA,NA,NA,"Zardini 21653","Estero del Ypoá, northern part, 10 km E of Nueva Italia on Arroyo Cañabe. Gallery forest.",NA,NA,"(Engl.) Engl.","R. Spichiger (G)",NA,NA,"-57.4","-25.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"372","4"
"265","2011-06-08 17:15:00-03","MO","MOBOT","1438419","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","cinereum","Zanthoxylum cinereum","José Steinbach",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"Steinbach G. 7457",NA,NA,NA,"Engl.","fide T. J. Killeen",NA,"Andrés Ibáñez",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2008-05-27 22:02:00-03","MO","MOBOT","1484641","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","cinereum","Zanthoxylum cinereum","Alwyn H. Gentry|Kenneth Young","1981","2","27","South America","Peru","Madre de Dios",NA,NA,NA,NA,"Gentry 31767","Outskirts of Puerto Maldonado.",NA,NA,"Engl.","R.E. Gereau (MO)",NA,"Tambopata","-69.16666","-12.58333",NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","7"
"267","2008-05-27 22:02:00-03","MO","MOBOT","116308","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","cuiabense","Zanthoxylum cuiabense","David N. Smith","1984","9","28","South America","Peru","Pasco",NA,NA,NA,NA,"Smith 8545","Palmazú. Primary forest dominated by Dictoyocaryum. Forestry study.",NA,NA,"Engl.","R.E. Gereau (MO)",NA,"Oxapampa","-75.38333","-10.53333",NA,NA,"2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-84","4"
"268","2008-05-27 22:02:00-03","MO","MOBOT","118852","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","cuiabense","Zanthoxylum cuiabense","Alwyn H. Gentry|et al.","1983","6","3","South America","Peru","Huánuco",NA,NA,NA,NA,"Gentry 41448","La Divisora, divide between Tingo Maria and Aguaytia, Cordillera Azul, cloud forest.",NA,NA,"Engl.","R.E. Gereau",NA,NA,"-75.83333","-9.11666",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-104","5"
"269","2008-05-27 22:02:00-03","MO","MOBOT","116108","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","latespinosum","Zanthoxylum latespinosum","Alwyn H. Gentry|Bruce A. Stein","1984","4","19","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Gentry 46749","Cerro Niblina base camp on Río Mawarinuma. Mature forest on sandy ultisol. Tree Plot.",NA,NA,"Engl.","R. E. Gereau (MO)",NA,NA,NA,NA,NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-79","3"
"270","2008-05-27 22:02:00-03","MO","MOBOT","118154","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","latespinosum","Zanthoxylum latespinosum","Alwyn H. Gentry|Bruce A. Stein","1984","4","19","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Gentry 46748","Cerro Niblina base camp on Río Mawarinuma. Mature forest on sandy ultisol. Tree Plot.",NA,NA,"Engl.","R. E. Gereau (MO)",NA,NA,NA,NA,NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-79","3"
"271","2008-05-27 22:02:00-03","MO","MOBOT","3401301","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","latespinosum","Zanthoxylum latespinosum","Gert G. Hatschbach","1982","3","16","South America","Brazil","Minas Gerais",NA,NA,NA,NA,"Hatschbach 44745","Rod. BR-040 km O de Joao Pinheiro.",NA,NA,"Engl.","J.R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2011-02-24 12:18:00-03","MO","MOBOT","3348523","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","prancei","Zanthoxylum prancei","Douglas C. Daly|et al.","1994","4","3","South America","Brazil",NA,NA,NA,NA,NA,"Daly 8175","Mun. Sena Maduriera. Basin of Rio Purus. Affected by frequent blowdowns. Terra firme moist forest dominated neither by bamboo nor lianas.",NA,NA,"(Albuq.) P.G. Waterman","J. Pirani",NA,NA,"-68.9","-9.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2018-09-12 10:34:00-03","MO","MOBOT","3279952","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum kellermanii","Ghillean T. Prance|Dionizio F. Coêlho|J.T. Ramos|L.G. Farias","1968","10","5","South America","Brazil","Acre",NA,NA,NA,NA,"Prance 7887","Municipality of Sena Madureira. Trail from W. bank of Rio Iaco to Rio Purus, 3 km above concluence.",NA,NA,"(P. Wilson) Reynel","C. Reynel (MO)","Holotype","Sena Madureira","-68.6568984985352","-9.06556034088135",NA,"kellermanii",NA,NA,NA,NA,"278222","auto",NA,NA,NA,NA,NA,NA,"1"
"274","2018-09-12 10:29:00-03","MO","MOBOT","101067297","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum kellermanii","A. Ducke","1923","5","23","South America","Brazil","Pará",NA,NA,NA,NA,"Ducke s.n.","Tapajós R.",NA,NA,"(P. Wilson) Reynel",NA,"Holotype","Itaituba","-55.9836006164551","-4.27611017227173",NA,"kellermanii",NA,NA,NA,NA,"457045","auto",NA,NA,NA,NA,NA,NA,"1"
"275","2010-01-29 14:15:00-02","MO","MOBOT","100173477","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","V.V. Mecenas|L.Q. Leite|M.M. Augusto","1996","3","21","South America","Brazil","Distrito Federal",NA,NA,NA,NA,"Mecenas 200","APA de Cafuringa. Fazenda Palestina. Mata.",NA,NA,"Engl.","C. Reynel",NA,NA,"-48.1666667","-15.5166667",NA,NA,"770.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"276","2010-06-23 14:07:00-03","MO","MOBOT","100254531","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Ramiro Fonnegra G.|et al.","1999","3","28","South America","Colombia","Chocó",NA,NA,NA,NA,"Fonnegra G. 6923","Parque Nacional Natural Los katios, camino a los Saltos El Tendal y La Tigra.",NA,NA,"Engl.","C. Reynel (MOL)",NA,"Riosucio","-77.116159","7.854063",NA,NA,"10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"277","2019-01-25 04:36:00-02","MO","MOBOT","100628205","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Luis Valenzuela G.|J.L. Mateo|C. Mateo|G. Ortiz|A. Simon","2010","12","11","South America","Peru","Pasco",NA,NA,NA,NA,"Valenzuela Gamarra 15592","Dist. Pozuzo. Sector Alto Lagarto Villa Progreso. Reserva Comunal Yanesha.",NA,NA,"Engl.","L. Valenzuela (HOXA)",NA,"Oxapampa","-75.4219445","-10.1855555",NA,NA,"936.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","2"
"278","2018-09-11 16:41:00-03","MO","MOBOT","101067247","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Ludwig Riedel","1826",NA,NA,"South America","Brazil","São Paulo",NA,NA,NA,NA,"Riedel 176","Ypanema",NA,NA,"Engl.",NA,"Lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"279","2019-09-24 08:56:00-03","MO","MOBOT","101155647","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","R.M. Harley","1980","4","30","South America","Brazil","Bahia",NA,NA,NA,NA,"Harley 21967","Chapadão Ocidental da Bahia. Islet in the Rio Corrente, by Correntina.",NA,NA,"Engl.",NA,NA,NA,"-44.6333333","-13.3333333",NA,NA,"580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"280","2020-06-04 14:07:00-03","MO","MOBOT","101196510","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Walter A. Palacios","2011","3","2","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,"Palacios Cuenca 17411","Parroguia. Via Mendez-Santiago, cerca de Patuca.",NA,NA,"Engl.","W. Palacios (QCNE)",NA,NA,"-78.2711111","-2.7483333",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"281","2009-11-16 13:55:00-02","MO","MOBOT","116366","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Franklin Ayala","1978","7","8","South America","Peru","Loreto",NA,NA,NA,NA,"Ayala Flores 1542","Santa María. Margen derecha de la carretera. Bosque secundario húmedo.",NA,NA,"Engl.","C. Reynel (MOL)",NA,"Maynas","-73.22805","-3.63944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","3"
"282","2008-05-27 22:02:00-03","MO","MOBOT","116591","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Calaway H. Dodson|et al.",NA,NA,NA,"South America","Ecuador","Los Ríos",NA,NA,NA,NA,"Dodson 6346","Río Palenque Biological Station, km 56 Quevedo-Santo Domingo.",NA,NA,"Engl.",NA,NA,"Quevedo","-79.36666","-0.58333",NA,NA,"150.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
