"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"48","2021-03-01 16:32:36-03","UNICAMP","UEC","161029","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Stefani, EJF; Belinello, R; Galvão, JC","30",NA,"Brazil",NA,NA,"Árvore com 11 m.; Mata atlântica.","UEC061140","Magnoliopsida",NA,"(Meisn.) Mez","Barbosa, TDM","2010","05","26","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.504167","-23.621944","UEC061140","2010",NA,NA,"-45.504167","-23.621944","50","90",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:32:36-03","UNICAMP","UEC","166644","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Amorim, AMA; Jardim, JG; Paixão, JL; et al.","4561",NA,"Brazil",NA,NA,"Árvore ca. 6 m alt. Flores alvo-amareladas.","UEC036042","Magnoliopsida",NA,"(Meisn.) Mez","Baitello, JB","2004","12","27","Bahia","Mascote","Entrada na cabeceira da ponte do Rio Pardo Rod. (BR. 101), próximo de São João do Paraíso, Faz. Ai tais a ca. 5,5 Km da (BR. 101). Área localizada depois do Rio Pardo. (Atravessia de Canoa); Floresta Semi-decídua.","-39.3725","-15.606667","UEC036042","2014","06","11","-39.3725","-15.606667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:32:36-03","UNICAMP","UEC","166980","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Stefani, EJF; Belinello, R; Galvão, JC","240",NA,"Brazil",NA,NA,"Árvore com 7 m.; Mata atlântica.","UEC014172","Magnoliopsida",NA,"(Meisn.) Mez","Barbosa, TDM","2011","06","29","São Paulo","Paraibuna","Parque Estadual da Serra do Mar.","-45.534167","-23.5925","UEC014172","2011","10",NA,"-45.534167","-23.5925","800","900",NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:32:36-03","UNICAMP","UEC","166995","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Stefani, EJF; Belinello, R; Galvão, JC","306",NA,"Brazil",NA,NA,"Árvore com 15 m.; Mata atlântica.","UEC061142","Magnoliopsida",NA,"(Meisn.) Mez","Barbosa, TDM","2011","07","01","São Paulo","Paraibuna","Parque Estadual da Serra do Mar.","-45.542778","-23.604722","UEC061142","2011","11",NA,"-45.542778","-23.604722","800","900",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:32:36-03","UNICAMP","UEC","188926","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Silva, BG","125",NA,"Brazil",NA,NA,"Floresta Ombrófila Densa","UEC119368","Magnoliopsida",NA,"(Meisn.) Mez",NA,"2013","07","05","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.975833","-24.061389","UEC119368",NA,NA,NA,"-47.975833","-24.061389","800","800",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:32:36-03","UNICAMP","UEC","188927","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","300",NA,"Brazil",NA,NA,"Árvore, 6 m de altura e 3,5 cm de DAP; Floresta Ombrófila Densa","UEC119371","Magnoliopsida",NA,"(Meisn.) Mez",NA,"2015","02","12","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9725","-24.064722","UEC119371",NA,NA,NA,"-47.9725","-24.064722","800","800",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:32:36-03","UNICAMP","UEC","189083","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Silva, BG","126",NA,"Brazil",NA,NA,"Floresta Ombrófila Densa","UEC119420","Magnoliopsida",NA,"(Meisn.) Mez",NA,"2013","07","05","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9925","-24.064722","UEC119420",NA,NA,NA,"-47.9925","-24.064722","800","800",NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:32:36-03","UNICAMP","UEC","189087","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","262",NA,"Brazil",NA,NA,"Floresta Ombrófila Densa","UEC119424","Magnoliopsida",NA,"(Meisn.) Mez",NA,"2015","02","10","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.995278","-24.067222","UEC119424",NA,NA,NA,"-47.995278","-24.067222","800","800",NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:32:36-03","UNICAMP","UEC","192833","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Gomes, JAMA; Santos, OA; Santos, S","726",NA,"Brazil",NA,NA,"15m alt, caída na trilha; frutos verdes; Floresta Ombrófila densa Submontana","UEC130200","Magnoliopsida",NA,"(Meisn.) Mez","Gomes, JAMA","2007","06","10","São Paulo","Ubatuba","Fazenda Capricórnio, trilha 100m após Parcela G (Parque Estadual da Serra do Mar; Núcleo Picinguaba). -23.373889N; -45.080833L (Coordenada:medida)","-45.080833","-23.373889","UEC130200",NA,NA,NA,"-45.080833","-23.373889","190","190",NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:32:36-03","UNICAMP","UEC","72694","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Santos, K; Vieira, AP; Sposito, TC","33527",NA,"Brazil",NA,NA,"3,5 m de altura, pedúnculo dos frutos vermelho, fruto imaturo verde, em sub-bosque.","UEC061164","Magnoliopsida",NA,"(Meisn.) Mez","Rozza, AF","1995","02","14","São Paulo","Barra do Turvo","Parque Estadual do Jacupiranga - Núcle Cedro.","-48.414889","-24.962361","UEC061164",NA,NA,NA,"-48.414889","-24.962361",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:32:36-03","UNICAMP","UEC","80451","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Cardoso-Leite, E; Oliveira, A","203",NA,"Brazil",NA,NA,"4 m alt.; Mata mesófila semidecídua.","UEC061160","Magnoliopsida",NA,"(Meisn.) Mez","Baitello, JB","1993","09","02","São Paulo","São Roque","Mata da Câmara.","-47.1125","-23.523889","UEC061160","1997","05","13","-47.1125","-23.523889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:32:36-03","UNICAMP","UEC","95599","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Ivanauskas, NM","331",NA,"Brazil",NA,NA,"Árvore de 6 m. Frutos imaturos verdes.; Mata atlântica.","UEC061166","Magnoliopsida",NA,"(Meisn.) Mez","Nicolau, SA","1995","08","28","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.885","-24.608333","UEC061166","1996","02","29","-47.885","-24.608333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:32:36-03","UNICAMP","UEC","186751","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Oliveira, M; Grillo, AA","1346",NA,"Brazil",NA,NA,"Arbusto de mais ou menos 2m de alt.; frutos esverdeados, cálice persistente vermelho. Frequente.","UEC117259","Magnoliopsida",NA,"(Meisn.) Mez","Barbosa, TDM","2003","04","08","Alagoas","Ibateguara","AL- Ibateguara- Flora dos Fragmentos: Mata da Cobra (encanamento). Interior da mata. Vegetação arbustivo-arbórea densa. Solo humoso. Mata em bom estado de conservação.","-35.9393997192383","-8.97249984741211","UEC117259","2015","04","16",NA,NA,NA,NA,"16798","auto",NA,NA,NA,NA,NA
"61","2021-03-01 16:32:36-03","UNICAMP","UEC","76314","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Souza, JP; Miyagi, PH; Zandoval, JA","83",NA,"Brazil",NA,NA,"Árvore ca. 5-8 m alt. Frutos verdes, cúpula vinácea.","UEC061162","Magnoliopsida",NA,"(Meisn.) Mez","Baitello, JB","1995","02","14","São Paulo","Barra do Turvo","10 km de Barra do Turvo em direção à Pariquera-Açu.","-48.5046997070312","-24.7563991546631","UEC061162","1997","05","22",NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA
"62","2021-03-01 16:32:36-03","UNICAMP","UEC","83157","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Durigan, G; Metzger, JP","35073",NA,"Brazil",NA,NA,"Árvore, material vegetativo, planta com odor característico.; Floresta ripária.","UEC061168","Magnoliopsida",NA,"(Meisn.) Mez","Bernacci, LC","1993","04",NA,"São Paulo","Brotas","Fazenda Nego Boava, margem do rio Jacaré-Pepira.","-48.1199989318848","-22.2800006866455","UEC061168",NA,NA,NA,NA,NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA
"63","2021-03-01 16:32:36-03","UNICAMP","UEC","53254","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Silva, AF; Menezes Silva, S","1564",NA,"Brazil",NA,NA,"Árvore de até 8m, flores em botão de cor verde, madeira aromática.","UEC137559","Magnoliopsida",NA,"(Meisn.) Mez","Baitello, JB","1987","08","29","São Paulo","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939","UEC137559","1997","06","16",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA
"64","2021-03-01 16:32:36-03","UNICAMP","UEC","32649","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Marcondes-Ferreira, W; Yamamoto, K; Chautems, A","14579",NA,"Brazil",NA,NA,"Arvoreta ca. 8m de altura; Mata","UEC136294","Magnoliopsida",NA,"(Meisn.) Mez","Baitello, JB","1983","04","01","São Paulo","Sete Barras","Acerca de 2km em direção a S. Miguel Arcanjo, em frente a uma madeireira.","-47.9199981689453","-24.3799991607666","UEC136294","1986","04","03",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"65","2021-03-01 16:32:36-03","UNICAMP","UEC","32753","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Marcondes-Ferreira, W; Yamamoto, K; Chautems, A","14569",NA,"Brazil",NA,NA,"Arbusto ca. 2m de altura, frutos maduros pretos com cálice e pedícelo vermelho.; Mata","UEC138573","Magnoliopsida",NA,"(Meisn.) Mez","Baitello, JB","1983","04","01","São Paulo","Sete Barras","Acerca de 2km em direção a S. Miguel Arcanjo (em frente a uma madereira).","-47.9199981689453","-24.3799991607666","UEC138573","1986","04","03",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"66","2021-03-01 16:32:36-03","UNICAMP","UEC","192841","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Gomes, JAMA; et al.","341",NA,"Brazil",NA,NA,"Árvore 14m alt., DAP 100.1 cm, flores creme.; Floresta ombrófila densa submontana.","UEC137429","Magnoliopsida",NA,"(Meisn.) Mez","Baitello, JB","2006","11","01","São Paulo","Ubatuba","Fazenda Capricórnio. Parcela G. (Parque estadual da Serra do Mar, Núcleo Picinguaba). -23.373498 N; -45,080223 L.","-45.0699996948242","-23.4300003051758","UEC137429","2006","11","01",NA,NA,"180","180","34265","auto",NA,NA,NA,NA,NA
"67","2021-03-01 16:32:36-03","UNICAMP","UEC","172851","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Sanches, M; Pedroni, F","31300",NA,"Brazil",NA,NA,"Árvore de 4 m de altura, botões florais em desenvolvimento, de cor creme.","UEC061462","Magnoliopsida",NA,"(Meisn.) Mez",NA,"1992","10","13","São Paulo","Ubatuba","Núcleo Picinguaba, margens do Rio da Fazenda.","-45.0699996948242","-23.4300003051758","UEC061462",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"68","2021-03-01 16:32:36-03","UNICAMP","UEC","172853","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Sanches, M; Pedroni, F","31301",NA,"Brazil",NA,NA,"Árvore de 4 m de altura, frutos imaturos verdes, cúpula vermelha.","UEC061464","Magnoliopsida",NA,"(Meisn.) Mez",NA,"1993","05","21","São Paulo","Ubatuba","Núcleo Picinguaba, margens do Rio da Fazenda.","-45.0699996948242","-23.4300003051758","UEC061464",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"69","2021-03-01 16:32:36-03","UNICAMP","UEC","172852","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Sanches, M; Pedroni, F","31299",NA,"Brazil",NA,NA,"Árvore de 3 m de altura, botões florais em desenvolvimento, de cor creme.","UEC061458","Magnoliopsida",NA,"(Meisn.) Mez",NA,"1992","11","09","São Paulo","Ubatuba","Núcleo Picinguaba, margens do Rio da Fazenda.","-45.0699996948242","-23.4300003051758","UEC061458",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"70","2019-11-19 14:07:28-03","UFRPE","PEUFR","9231","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"M.T. Monteiro","23673",NA,"Brasil",NA,NA,"Flores amarelas com perfume agradável. Madeira mole amarelada.","PEUFR009231",NA,NA,"(Meisn.) Mez","P. Moraes","1972","05","19","Bahia","Prado","Fazenda Alcoprado","-39.2207984924316","-17.341100692749",NA,"2014","02","11",NA,NA,NA,NA,"53161","auto",NA,NA,NA,NA,NA
"71","2019-11-06 09:56:02-03","UFOP","OUPR","20224","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Messias, M.C.T.B.","968",NA,"Brasil",NA,NA,"Arbusto. Mata.",NA,NA,NA,"(Meisn.) Mez","Domingos, D.Q.","2006","01","31","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Custódio","-43.5080986022949","-20.2875003814697",NA,"2016","09",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"72","2019-11-06 09:56:02-03","UFOP","OUPR","20214","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Messias, M.C.T.B.","968",NA,"Brasil",NA,NA,"Arbusto. Mata.",NA,NA,NA,"(Meisn.) Mez","Domingos, D.Q.","2006","01","31","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Custódio","-43.5080986022949","-20.2875003814697",NA,"2016","09",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"73","2019-11-06 09:56:02-03","UFOP","OUPR","15523","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Araújo, A.C.","s.n.",NA,"Brasil",NA,NA,"Terreno úmido. Arbusto, flores pálidas",NA,NA,NA,"(Meisn.) Mez","Moraes, P.L.R.",NA,NA,NA,"Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637",NA,"2011","12","12",NA,NA,NA,NA,"14119","auto",NA,NA,NA,NA,NA
"74","2021-02-12 18:12:10-03","UFES","VIES","41285","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Gurtler, J.; Dutra, S.C.","JAC 558",NA,"Brasil",NA,NA,NA,"VIES041285",NA,NA,"(Meisn.) Mez",NA,"2018","02","27","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P8).","-40.439722","-18.781111","VIES041285",NA,NA,NA,"40º26'23''W","18º46'52''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-01-18 18:17:57-03","UFES","VIES","47347","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Miranda, V.S.; Alves-Araújo, A.; Dutra, S.C.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","618",NA,"Brasil",NA,NA,NA,"VIES047347",NA,NA,"(Meisn.) Mez","P.L.R. Moraes","2019","12","16","Espírito Santo","Conceição da Barra","Limite Sul da Flona. Flona do Rio Preto","-39.833611","-18.435","VIES047347","2020","10","18","39º50'1''W","18º26'6''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-04-27 16:10:14-03","UFES","VIES","30193","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Zorzanelli, J.P.F.","507",NA,"Brasil",NA,NA,NA,"VIES030193",NA,NA,"(Meisn.) Mez","Zorzanelli, J.P.F.","2012","02",NA,"Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","VIES030193","2012","07",NA,NA,NA,"1419","1419","32198","auto",NA,NA,NA,NA,NA
"77","2019-08-16 08:39:43-03","UTFPR","HCF","27882","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"C.R.A. Soares","5460",NA,"Brasil",NA,NA,"flores com cálice e corola de cor branca. Frutos de cor verde quando imaturo. Afloramento rochoso.",NA,NA,NA,"(Meisn.) Mez","D.R. Silva","2012","03","08","PA","Jacareacanga",NA,"-56.777222","-9.353333",NA,"2012","03","14","56°46'38 W","09°21'12 S","192","192",NA,NA,NA,NA,NA,NA,NA
"78","2019-08-16 08:39:43-03","UTFPR","HCF","22349","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"J.M. Silva","9443",NA,"Brasil",NA,NA,"árvore com 6 m de altura; botões florais esverdeados e poucas flores abertas de cor amarela.",NA,NA,NA,"(Meisn.) Mez","M.L. Brotto","2016","09","28","PR","Adrianópolis","Parque Estadual das Lauráceas","-48.640278","-24.815833",NA,"2016","11","22","48°38'25 W","24°48'57 S","823","823",NA,NA,NA,NA,NA,NA,NA
"79","2020-02-10 08:20:57-03","UTFPR","HCF","30256","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"M.L. Brotto","2313",NA,"Brasil",NA,NA,"árvore com 3,5 m de altura. Flores amarelas. Rara na floresta.",NA,NA,NA,"(Meisn.) Mez","M.L. Brotto","2016","04","28","PR","Adrianópolis","Parque Estadual das Lauráceas, estrada","-48.657778","-24.830833",NA,"2016","05","04","48°39'28 W","24°49'51 S","820","820",NA,NA,NA,NA,NA,NA,NA
"80","2020-06-29 09:30:36-03","UFRRJ","RBR","45858","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"J.O. Mendonça-Junior","s/n",NA,"Brasil",NA,NA,NA,"RBR00045858",NA,NA,"(Meisn.) Mez","A. Quinet","2015","10","07","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá. Encosta declivosa. REBIO do Tinguá","-43.56","-22.589722",NA,"2017","04","01","43º33'36''W","22º35'23''S","261","261",NA,NA,NA,NA,NA,NA,NA
"81","2020-06-29 09:30:36-03","UFRRJ","RBR","45859","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"J.O. Mendonça-Junior","s/n",NA,"Brasil",NA,NA,NA,"RBR00045859",NA,NA,"(Meisn.) Mez","A. Quinet","2015","10","15","Rio de Janeiro","Rio Claro","Vegetação secundária próximo à área de pastagem. PE Cunhambebe","-44.009722","-22.86",NA,"2018","05","23","44º0'35''W","22º51'36''S","609","609",NA,NA,NA,NA,NA,NA,NA
"82","2020-06-29 09:30:36-03","UFRRJ","RBR","45857","S","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"D.P. Leonarczyk","s/n",NA,"Brasil",NA,NA,NA,"RBR00045857",NA,NA,"(Meisn.) Mez","A. Quinet","2015","10","26","Rio de Janeiro","Rio de Janeiro","Afloramento rochoso em substrato médioda paisagem.","-43.2075004577637","-22.9027996063232",NA,"2018","05","23",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"83","2013-04-01 09:18:49-03","IPT","BCTW","16378","S","Plantae",NA,"Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Barreto, M.",NA,NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,"(Meisn.) Mez",NA,NA,NA,NA,"Minas Gerais","Tombos",NA,"-42.0228","-20.9047",NA,NA,NA,NA,NA,NA,NA,NA,"16749","auto","Magnoliopsida",NA,NA,NA,NA
"84","2020-12-21 16:31:02-03","MBM","MBM","402524","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2196","Southern America","Brazil",NA,NA,"Árvore com 3m de altura; fruto imaturo verde; madeira com odor suave.; Floresta Ombrófila Densa Montana.","MBM402524",NA,NA,"(Meisn.) Mez","Brotto, M.L.","2016","02","02","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.712253","-24.853431","MBM402524","2016","03","30","-48.712253","-24.853431","891","891",NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:31:02-03","MBM","MBM","403283","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Brotto, M.L.; Marinero, F.; Marinero, F.","2313","Southern America","Brazil",NA,NA,"Árvore com 3,5m de altura; flores amarelas. Rara na floresta.; Floresta Ombrófila Densa Montana.","MBM403283",NA,NA,"(Meisn.) Mez","Brotto, M.L.","2016","04","28","Paraná","Adrianópolis","Parque Estadual das Lauráceas, na estrada","-48.657778","-24.830833","MBM403283","2016","05","04","-48.657778","-24.830833","820","820",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:31:02-03","MBM","MBM","406758","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Silva, J.M.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.","9443","Southern America","Brazil",NA,NA,"Árvore com 6 m de altura; botões florais esverdeados e poucas flores abertas de cor amarela.; Floresta Ombrófila Densa Montana.","MBM406758",NA,NA,"(Meisn.) Mez","Brotto, M.L.","2016","09","28","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.640278","-24.815833",NA,"2016","11","22","-48.640278","-24.815833","823","823",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:31:02-03","MBM","MBM","408261","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Moraes, P.L.R.","3544","Southern America","Brazil",NA,NA,"Arvoreta 4 m, botões verdes e flores brancas.; Mata de Tabuleiro.","MBM408261",NA,NA,"(Meisn.) Mez","Moraes, P.L.R.","2012","12","16","Espírito Santo","Linhares","Reserva Natural Vale","-40.068889","-19.142278","MBM408261","2012","12","16","-40.068889","-19.142278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:31:02-03","MBM","MBM","408337","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Brotto, M.L.; Völtz, R.R.; Silva, J.M.; Völtz, R.R.; Silva, J.M.","2409","Southern America","Brazil",NA,NA,"Árvore com 5 m de altura; botões e flores amareladas.; Floresta Ombrófila Densa Submontana.","MBM408337",NA,NA,"(Meisn.) Mez","Brotto, M.L.","2017","02","22","Paraná","Adrianópolis","Parque Estadual das Lauráceas, próximo ao rio Pardo","-48.580361","-24.684667","MBM408337","2017","03","27","-48.580361","-24.684667","140","140",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:31:02-03","MBM","MBM","415218","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Völtz, R.R.","1964","Southern America","Brazil",NA,NA,"Arvoreta 5 m alt.; botões florais e flores amarelo-esverdeado; interior de Floresta Ombrófila Densa Submontana de topo de morro.; Floresta Ombrófila Densa Submontana.","MBM415218",NA,NA,"(Meisn.) Mez","Brotto, M.L.","2018","11","03","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.292778","-25.159167","MBM415218","2018","11","13","-48.292778","-25.159167","320","320",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:31:02-03","MBM","MBM","422503","PreservedSpecimen","Plantae","Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3319","Southern America","Brazil",NA,NA,"Árvore com 7 m de altura; botões amarelados.; Floresta Ombrófila Densa Montana de porte baixo.","MBM422503",NA,NA,"(Meisn.) Mez","Brotto, M.L.","2019","03","28","Espírito Santo","Cachoeiro de Itapemirim","Pedra do Cabrito, meio da trilha","-41.323333","-20.62",NA,"2019","06","26","-41.323333","-20.62","956","956",NA,NA,NA,NA,NA,NA,NA
"91","2015-09-03 18:55:19-03","MNHN","RECOLNAT_MNHN_P","P01959657","PreservedSpecimen",NA,"Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Saint-Hilaire, A.",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01959657' target='other'> <mi>dwc_moreinfo</mi></a>","P01959657",NA,NA,"(Meisn.) Mez",NA,"1816","1","1","Minas Gerais",NA,NA,NA,NA,"P01959657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2217",NA,NA,NA
"92","2015-09-03 18:55:19-03","MNHN","RECOLNAT_MNHN_P","P01959658","PreservedSpecimen",NA,"Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,"Burchell, W.J.",NA,NA,"Brasil","hb",NA,"Mixture nov all brachybotrya cheel Poli type <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01959658' target='other'> <mi>dwc_moreinfo</mi></a>","P01959658",NA,NA,"(Meisn.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01959658_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3094",NA,NA,NA
"93","2015-09-03 18:55:19-03","MNHN","RECOLNAT_MNHN_P","P01959664","PreservedSpecimen",NA,"Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01959664' target='other'> <mi>dwc_moreinfo</mi></a>","P01959664",NA,NA,"(Meisn.) Mez",NA,NA,NA,NA,"Rio de Janeiro",NA,"Brésil - Rio de Janeiro",NA,NA,"P01959664_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
