"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"479","2020-12-21 16:46:29-03","MBM","MBM","410495","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Barboza, E.","May, D.; Barboza, E.; Marinero, F.; Barboza, E.; Marinero, F.","401","2013","08","21","Brazil","Paraná","Lapa","-49.689444","-25.814722","-49.689444","-25.814722","MBM410495","MBM410495","2013",NA,NA,"Reserva Particular do Patrimonio Natural Uru","830","830",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2020-12-21 16:46:29-03","MBM","MBM","415325","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Roher, D.","Roher, D.; Dutra, M.; Dutra, M.","397","2018","11","09","Brazil","Paraná","Tibagi","-50.390833","-24.581389","-50.390833","-24.581389","MBM415325",NA,"2018","12","07","UHE Tibagi Montante, margem esquerda","715","715","Árvore com 1,7 m de altura, frutos imaturos.; Zona ripária do Rio Tibagi - Ecotone - Floresta Estacional Semidescidual, Cerrado, Floresta Ombrofila Mista.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2020-12-21 16:46:29-03","MBM","MBM","416788","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Marinero, F.","Marinero, F.; Fiuza, F.; Fiuza, F.","762","2018","07","11","Brazil","Paraná","São Mateus do Sul","-50.537778","-25.963611","-50.537778","-25.963611","MBM416788",NA,"2018","07","18","Rio Iguaçu, Mata próxima ao rio","760","760","Grupo V; Árvore 4 m; flores amareladas.; Floresta Ombrofila Mista Montana.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2020-12-21 16:46:29-03","MBM","MBM","417933","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Guedes, M.L.","Guedes, M.L.; Maia Neto, A.L.; Maia Neto, A.L.","25598","2017","04","02","Brazil","Bahia","Igrapiúna","-39.155556","-13.874167","-39.155556","-13.874167","MBM417933","MBM417933","2017","05",NA,"Reserva Espinita, Litoral Sul. Estrada Maria Wanda e Estrada Eng. Agr. Lemos Maia",NA,NA,"Árvore. Folhas coriáceas, discolores. Frutos amarelos.; Mata.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2020-12-21 16:46:29-03","MBM","MBM","422279","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Link, O.","Gonzatti, F.; Demeda, C.; Gaio, J.; Demeda, C.; Gaio, J.","1995","2015","07","11","Brazil","Rio Grande do Sul","Osório","-50.212778","-29.976944","-50.212778","-29.976944","MBM422279",NA,"2015","10","20","Fazenda do Arroio","8","8",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2020-12-21 16:46:29-03","MBM","MBM","423284","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Marchi, M.M.","Marchi, M.M.; Barbieri, R.L.; Sosinski, Ê.; Mujica, J.; Villela, J.; Mistura, C.; Barbieri, R.L.; Sosinski, Ê.; Mujica, J.; Villela, J.; Mistura, C.C.","2862","2011","03","24","Brazil","Rio Grande do Sul","Tapes","-51.359722","-30.522778","-51.359722","-30.522778","MBM423284",NA,"2011","03","24","Fazenda São Miguel, Área de conservação do banco de germoplasma <em>in situ</em> de <em>Butia odorata</em>. Área 1 de monitoramento","40","40","Arbusto embaixo do butiá, cheio de liquens. Inflorescência campanulada amarelada, sem cheiro. Embira.; Campo nativo, ecossistema de butiazal.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2020-12-21 16:46:29-03","MBM","MBM","427280","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Salazar, E.","Schwirkowski, P.","3129","2018","10","27","Brazil","Santa Catarina","Campo Alegre","-49.370278","-26.158611","-49.370278","-26.158611","MBM427280",NA,"2018","10","28","Bairro Fragoso, Rua Generoso Fragoso","850","850","Árvore, frutos imaturos com coloração verde; Floresta Ombrófila Mista. Caíva. Antropizado.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2020-12-21 16:46:29-03","MBM","MBM","428160","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Lozano, E.D.","Lozano, E.D.; Ariati, V.; Barboza, E.; Cordeiro, J.; Ariati, V.; Barboza, E.; Cordeiro, J.","2761","2014","09","15","Brazil","Rio Grande do Sul","Bom Jesus","-50.073694","-28.481194","-50.073694","-28.481194","MBM428160",NA,"2017",NA,NA,"Ponte Goiabeira, Rio Pelotas",NA,NA,"Arbusto, 1,5 cm, flores alvas, margem do rio.; Campos de Cima da Serra.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2020-12-21 16:46:29-03","MBM","MBM","427117","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.; Santos, D.; Bollmann, G.; Althoff, L.F.","2824","2018","06","12","Brazil","Santa Catarina","Balneário Rincão","-49.218056","-28.805","-49.218056","-28.805","MBM427117",NA,"2018","06","12",NA,NA,NA,"Arbusto, botão floral; Interior do fragmento.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2020-12-21 16:46:29-03","MBM","MBM","59652","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Cristóbal, C.L.; et al.; et al.","1739",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,"MBM059652","MBM059652",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2020-12-21 16:46:29-03","MBM","MBM","67001","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Schinini, A.; et al.; et al.","18745",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,"MBM067001","MBM067001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2020-12-21 16:46:27-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Barboza, E.","Dalmaso, C.A.","342","2013","06","03","Brazil","Paraná","Campina do Simão","-51.839997","-25.2","-51.839997","-25.2","IFN000849",NA,"2013","07","18",NA,NA,NA,"Arbusto.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2020-12-21 16:46:29-03","MBM","MBM","345086","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Cunha, E.M.","Dombrowski, L.T.; et al.; et al.","10690","1979","08","29","Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"MBM345086","MBM345086","2010","02","10","Tamanduá",NA,NA,"Arbusto, orla de capão, frequente",NA,NA,"Southern America",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"492","2020-12-21 16:46:29-03","MBM","MBM","395519","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Barboza, E.","Engels, M.E.","1472","2013","08","25","Brazil","Paraná","Carambeí","-50.0971984863281","-24.9178009033203",NA,NA,"MBM395519","MBM395519","2015","04","14","Catanduva de Fora",NA,NA,"Arbórea, ca. 4 m. Caule castanho. Folhas verdes discolores. Frutos imaturos verde claros.; Floresta Ombrófila Mista.",NA,NA,"Southern America",NA,NA,NA,"26641","auto",NA,NA,NA,NA,NA,NA
"493","2020-12-21 16:46:27-03","MBM","MBM","11789","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Hatschbach, G.","22156",NA,NA,NA,"Brazil","Paraná","Contenda","-49.5346984863281","-25.6756000518799",NA,NA,"MBM011789","MBM011789",NA,NA,NA,"Rodovia do Xisto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"22732","auto",NA,NA,NA,NA,NA,NA
"494","2020-12-21 16:46:29-03","MBM","MBM","5327","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Tessmann, G.","s.n.",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM005327","MBM005327",NA,NA,NA,"Bacacheri",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"495","2020-12-21 16:46:29-03","MBM","MBM","67979","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Ferreira, L.F.","15",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM067979","MBM067979",NA,NA,NA,"Barigui",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"496","2020-12-21 16:46:29-03","MBM","MBM","43787","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Nevling, L.I.","Lange, R.","1160",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM043787","MBM043787",NA,NA,NA,"Barigui",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"497","2020-12-21 16:46:27-03","MBM","MBM","31069","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Dombrowski, L.T.","299",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM031069","MBM031069",NA,NA,NA,"Capão da Imbuia",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"498","2020-12-21 16:46:27-03","MBM","MBM","31068","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Dombrowski, L.T.","300",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM031068","MBM031068",NA,NA,NA,"Capão da Imbuia",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"499","2020-12-21 16:46:27-03","MBM","MBM","31056","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Saito, Y.","90",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM031056","MBM031056",NA,NA,NA,"Capão da Imbuia",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"500","2020-12-21 16:46:27-03","MBM","MBM","262813","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Cordeiro, J.","Lima, A. de","14A",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM262813","MBM262813",NA,NA,NA,"Capão da Imbuia",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"501","2020-12-21 16:46:27-03","MBM","MBM","222685","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Kozera, C.","Kozera, C.; et al.; et al.","221",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM222685","MBM222685",NA,NA,NA,"Parque Barigui",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"502","2020-12-21 16:46:27-03","MBM","MBM","168179","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Hatschbach, G.","40079",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM168179","MBM168179",NA,NA,NA,"Parque Náutico",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"503","2020-12-21 16:46:29-03","MBM","MBM","393052","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Cordeiro, J.","Bolson, M.; Silva, M.G.; Meyer, F.S.; Silva, M.G.; Meyer, F.S.","365","2010","08","16","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM393052","MBM393052","2010","09",NA,"Reserva Mata Viva",NA,NA,"Árvore. Flor amarela.; Floresta Ombrófila Mista.",NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"504","2020-12-21 16:46:27-03","MBM","MBM","31061","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Hatschbach, G.","30348",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM031061","MBM031061",NA,NA,NA,"Santa Felicidade",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"505","2020-12-21 16:46:29-03","MBM","MBM","59009","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Kummrow, R.","1116",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM059009","MBM059009",NA,NA,NA,"Uberaba de Baixo, Rio Iguaçu",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"506","2020-12-21 16:46:29-03","MBM","MBM","74237","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Kummrow, R.","1565",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM074237","MBM074237",NA,NA,NA,"Umbará",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"507","2020-12-21 16:46:29-03","MBM","MBM","8168","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Barringer, K.","Hatschbach, G.","19671",NA,NA,NA,"Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM008168","MBM008168",NA,NA,NA,"Rio Saí",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"508","2020-12-21 16:46:27-03","MBM","MBM","189339","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Silva, S.M.; Nakajima, J.M.","Vieira, A.O.S.; et al.; et al.","370",NA,NA,NA,"Brazil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,"MBM189339","MBM189339",NA,NA,NA,"Barra do Imbituzinho",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA
"509","2020-12-21 16:46:29-03","MBM","MBM","67982","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Hatschbach, G.","37031",NA,NA,NA,"Brazil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,"MBM067982","MBM067982",NA,NA,NA,"Rio Bitumirim",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA
"510","2020-12-21 16:46:27-03","MBM","MBM","16306","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Rossi, L.","Lindeman, J.; Haas, H.; Haas, H.","4778",NA,NA,NA,"Brazil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,"MBM016306","MBM016306",NA,NA,NA,"Rio dos Touros",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA
"511","2020-12-21 16:46:29-03","MBM","MBM","43774","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Rossi, L.","Hatschbach, G.","11348",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM043774","MBM043774",NA,NA,NA,"Parque Vila Velha, Arroio Quebra Perna",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"512","2020-12-21 16:46:27-03","MBM","MBM","249261","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Barboza, E.; Ferreira, L.A.; Ferreira, L.A.","368",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM249261","MBM249261",NA,NA,NA,"Jardim Ipê",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"513","2020-12-21 16:46:27-03","MBM","MBM","31066","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Hatschbach, G.","32602",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM031066","MBM031066",NA,NA,NA,"Rio Miringuava",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"514","2020-12-21 16:46:29-03","MBM","MBM","338682","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Sobral, M.","Wasum, R.; et al.; et al.","4309","2007","10","05","Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"MBM338682","MBM338682","2007","10","22","Faz. do Durgo","848","848","Orla da mata",NA,NA,"Southern America",NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"515","2020-12-21 16:46:27-03","MBM","MBM","140632","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Silva, S.M.","Souza, W.S.; et al.; et al.","s.n.",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"MBM140632","MBM140632",NA,NA,NA,"Fazenda do Durgo",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"516","2020-12-21 16:46:27-03","MBM","MBM","113184","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Silva, S.M.; Britez, R.M.; Souza, W.S.; Britez, R.M.; Souza, W.S.","722",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"MBM113184","MBM113184",NA,NA,NA,"Fazenda do Durgo",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"517","2020-12-21 16:46:27-03","MBM","MBM","113183","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"Silva, S.M.; Britez, R.M.; Britez, R.M.","775",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"MBM113183","MBM113183",NA,NA,NA,"Fazenda do Durgo",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"518","2020-12-21 16:46:27-03","MBM","MBM","113182","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Silva, S.M.","Britez, R.M.; Souza, W.S.; Souza, W.S.","713",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"MBM113182","MBM113182",NA,NA,NA,"Fazenda do Durgo",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"519","2020-12-21 16:46:27-03","MBM","MBM","230816","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Dias, M.C.","Miyati, C.K.","s.n.",NA,NA,NA,"Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"MBM230816","MBM230816",NA,NA,NA,"Cânion do Guartelá",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"520","2020-12-21 16:46:27-03","MBM","MBM","224117","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Dias, M.C.","Girardi, C.","s.n.",NA,NA,NA,"Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"MBM224117","MBM224117",NA,NA,NA,"Cânion do Guartelá",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"521","2020-12-21 16:46:29-03","MBM","MBM","3895","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Hatschbach, G.","14891",NA,NA,NA,"Brazil","Paraná","União da Vitória","-51.0863990783691","-26.2299995422363",NA,NA,"MBM003895","MBM003895",NA,NA,NA,"Estrada para Porto Vitória",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"35297","auto",NA,NA,NA,NA,NA,NA
"522","2020-12-21 16:46:29-03","MBM","MBM","3896","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Hatschbach, G.","Hatschbach, G.","14844",NA,NA,NA,"Brazil","Paraná","União da Vitória","-51.0863990783691","-26.2299995422363",NA,NA,"MBM003896","MBM003896",NA,NA,NA,"Estrada para Porto Vitória",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"35297","auto",NA,NA,NA,NA,NA,NA
"523","2020-12-21 16:46:27-03","MBM","MBM","258120","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Senna, R.M.","Spanholi, J.","s.n.",NA,NA,NA,"Brazil","Rio Grande do Sul","Barracão","-51.4606018066406","-27.6716995239258",NA,NA,"MBM258120","MBM258120",NA,NA,NA,"Barra do Rio Pelotas",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"28327","auto",NA,NA,NA,NA,NA,NA
"524","2020-12-21 16:46:29-03","MBM","MBM","91794","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Sobral, M.","Sobral, M.","2587",NA,NA,NA,"Brazil","Rio Grande do Sul","Cachoeira do Sul","-52.8939018249512","-30.0391998291016",NA,NA,"MBM091794","MBM091794",NA,NA,NA,"Durasnal",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"71201","auto",NA,NA,NA,NA,NA,NA
"525","2020-12-21 16:46:27-03","MBM","MBM","252271","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Smith, S.F.","Kegler, A.","353",NA,NA,NA,"Brazil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"MBM252271","MBM252271",NA,NA,NA,"Criúva",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"526","2020-12-21 16:46:27-03","MBM","MBM","165977","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Smith, S.F.","Wasum, R.; et al.; et al.","9538",NA,NA,NA,"Brazil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"MBM165977","MBM165977",NA,NA,NA,"Jardim Botânico",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"527","2020-12-21 16:46:27-03","MBM","MBM","118527","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Smith, S.F.","Wasum, R.; et al.; et al.","3208",NA,NA,NA,"Brazil","Rio Grande do Sul","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,"MBM118527","MBM118527",NA,NA,NA,"Fazenda Guabiroba",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"38649","auto",NA,NA,NA,NA,NA,NA
"528","2020-12-21 16:46:29-03","MBM","MBM","338685","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Sobral, M.","Crippa, L.","50","2007","11","16","Brazil","Rio Grande do Sul","Mostardas","-50.9211006164551","-31.1068992614746",NA,NA,"MBM338685","MBM338685","2008","01","02","Lagoa dos Barros",NA,NA,"Nas dunas",NA,NA,"Southern America",NA,NA,NA,"86098","auto",NA,NA,NA,NA,NA,NA
"529","2020-12-21 16:46:27-03","MBM","MBM","104612","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Sobral, M.","Sobral, M.; Schmidt, R.; Schmidt, R.","4125",NA,NA,NA,"Brazil","Rio Grande do Sul","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"MBM104612","MBM104612",NA,NA,NA,"Aguapé",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"27350","auto",NA,NA,NA,NA,NA,NA
