"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"54","2020-10-14 10:01:59-03","FURB","FURB","48609","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Bordignon, S.",NA,"2010","12","14",NA,"Brasil","Rio Grande do Sul","Capão do Leão","Pedreira.","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"FURB48609","FURB48609","28605","auto",NA,"2014","05","13",NA,NA,NA,NA
"55","2021-03-16 17:53:20-03","UCS","HUCS","49843","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Dani, J.G.","Dani, J.G.","19","2018","11","27",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Parque Jardim da Lagoa - Desvio Rizzo","-51.401197","-29.313939","740","740",NA,"entorno de banhado",NA,NA,NA,NA,NA,"2019","03","20","-51.401197","-29.313939",NA,NA
"56","2021-03-16 17:53:20-03","UCS","HUCS","46890","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Ely, C.V.","Gonzatti, F.","3421","2017","03","25",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Boca da Serra","-50.4501","-28.756964","925","925",NA,"arbusto ramoso; interior de banhado, pleno sol, solo úmido à encharcado",NA,NA,NA,NA,NA,"2018","04","06","-50.4501","-28.756964",NA,NA
"57","2021-03-16 17:53:20-03","UCS","HUCS","41569","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.","s/n°","2009","11","18",NA,"Brasil","Rio Grande do Sul","Arroio dos Ratos",NA,"-51.7291984558105","-30.0771999359131",NA,NA,NA,"Herbário ICN.",NA,NA,"29956","auto",NA,"2013","12","11",NA,NA,NA,NA
"58","2021-03-16 17:53:20-03","UCS","HUCS","41581","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.","1556","1999","02","05",NA,"Brasil","Rio Grande do Sul","Camaquã",NA,"-51.812198638916","-30.8511009216309",NA,NA,NA,"Herbário ICN.",NA,NA,"49429","auto",NA,"2013","11","06",NA,NA,NA,NA
"59","2021-03-16 17:53:20-03","UCS","HUCS","41571","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.","1618","1999","03","23",NA,"Brasil","Rio Grande do Sul","Fontoura Xavier",NA,"-52.3457984924316","-28.9827995300293",NA,NA,NA,"Herbário ICN.",NA,NA,"20220","auto",NA,"2013","12","11",NA,NA,NA,NA
"60","2021-03-16 17:53:20-03","UCS","HUCS","41562","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.","s/n°","2009","11","27",NA,"Brasil","Rio Grande do Sul","Canoas","Campus da ULBRA","-51.1836013793945","-29.9178009033203",NA,NA,NA,"Herbário ICN 177459. Inf. laxa. Pétalas tingidas de vermelho na face abaxial mais espec. na região do apículo.; banhado. Subarbusto 1 m de altura.",NA,NA,"8037","auto",NA,"2014","05","13",NA,NA,NA,NA
"61","2021-03-16 17:53:20-03","UCS","HUCS","41580","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.","1825","2000","01","01",NA,"Brasil","Rio Grande do Sul","Cachoeira do Sul","Iraguá","-52.8939018249512","-30.0391998291016",NA,NA,NA,"Herbário ICN.",NA,NA,"71201","auto",NA,"2013","01","09",NA,NA,NA,NA
"62","2021-03-16 17:53:20-03","UCS","HUCS","15099","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Ely, C.V.","Wasum, R.A.","443","2000","01","24",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","José Velho","-50.5835990905762","-29.4480991363525",NA,NA,NA,"em beira do caminho",NA,NA,"76715","auto",NA,"2013","11","05",NA,NA,NA,NA
"63","2021-03-16 17:53:20-03","UCS","HUCS","19955","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Ely, C.V.","Wasum, R.A.","1671","2002","12","29",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","km 68","-50.5835990905762","-29.4480991363525",NA,NA,NA,"em beira da mata",NA,NA,"76715","auto",NA,"2013","11","05",NA,NA,NA,NA
"64","2021-03-16 17:53:20-03","UCS","HUCS","41563","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.","s/n°","2007","10","29",NA,"Brasil","Rio Grande do Sul","Canela","Parque das Cachoeiras","-50.815601348877","-29.3656005859375",NA,NA,NA,"Herbário ICN 177448.",NA,NA,"16452","auto",NA,"2014","05","13",NA,NA,NA,NA
"65","2021-03-16 17:53:20-03","UCS","HUCS","15125","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Ely, C.V.","Kegler, A.","527","2000","01","12",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557",NA,NA,NA,"em orla da capoeira",NA,NA,"49662","auto",NA,"2013","06","11",NA,NA,NA,NA
"66","2019-08-16 08:39:37-03","UTFPR","HCF","22609","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C.V. Ely","R. Wasum","443","2000","01","24",NA,"Brasil","RS","São Francisco de Paula","José Velho","-50.5835990905762","-29.4480991363525",NA,NA,NA,"em beira de caminho.",NA,NA,"76715","auto",NA,"2013","11","05",NA,NA,NA,NA
"67","2019-11-25 12:12:06-03","UFSM","SMDB","5399","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel, E.C.","Ethur, LZ","s.n.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Campus UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,"Área de lavoura abandonada e em regeneração, nos fundos do viveiro do colégio agrícola.","SMDB005399",NA,"37819","auto",NA,"2014","04","09",NA,NA,NA,NA
"68","2019-11-25 12:12:06-03","UFSM","SMDB","9871","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Moraes, MN","Moraes, MN","s.n.","2000","10","24",NA,"Brasil","Rio Grande do Sul","Santa Maria","Campus- UFSM ao lado da Marcenaria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"pétalas amarelas, hábito herbáceo, habitat terrestre","SMDB009871",NA,"37819","auto",NA,"2000","10","24",NA,NA,NA,NA
"69","2019-11-25 12:12:06-03","UFSM","SMDB","694","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel, E.C.","Beltrão, R","s.n.","1952","03","04",NA,"Brasil","Rio Grande do Sul","Santa Maria","Fazenda S. Cristina","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB000694",NA,"37819","auto",NA,"2013","05","11",NA,NA,NA,NA
"70","2020-12-15 16:06:08-03","UFSM","SMDB","5909","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Choisy","Miron, FG","Miron, FG","s.n.","1994","10","19",NA,"Brasil","RS","Santa Maria","UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB005909",NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-25 12:12:06-03","UFSM","SMDB","4675","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel, E.C.","Matos, ACF; et al.","s.n.","1992","11","09",NA,"Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB004675",NA,"37819","auto",NA,"2013","11","05",NA,NA,NA,NA
"72","2019-11-25 12:12:06-03","UFSM","SMDB","18214","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel, E.C.","Bordignon, S.A.L.; Grings, M; Schaefer, J; Lucas, D","s.n.","2018","12","27",NA,"Brasil","Rio Grande do Sul","Santa Maria","Santa Flora","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB018214",NA,"37819","auto",NA,"2019","02","11",NA,NA,NA,NA
"73","2020-12-21 16:29:39-03","MBM","MBM","346172","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Ulibarri, E.A.","Bacigalupo, N.M.; et al.; et al.","1528","1991","12","16","Southern America","Argentina","Entre Rios",NA,"Dpto. Concordia, Ayí, alrededores de la represa",NA,NA,NA,NA,NA,NA,"MBM346172","MBM346172",NA,NA,NA,"2004","04",NA,NA,NA,NA,NA
"74","2020-12-21 16:29:39-03","MBM","MBM","430102","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel Ely, C.","Gonzatti, F.; Valduga, E.; Christ, A.; Valduga, E.; Christ, A.","3421","2017","03","25","Southern America","Brazil","Rio Grande do Sul","Bom Jesus","Boca da Serra","-50.45","-28.756944","925","925",NA,"Interior de banhado, solo úmido encharcado, pleno sol.","MBM430102",NA,NA,NA,NA,"2018","04","06","-50.45","-28.756944",NA,NA
"75","2020-12-21 16:29:39-03","MBM","MBM","11666","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Robson, N.K.B.","Hatschbach, G.","21020",NA,NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Fazenda Campo Real","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM011666","MBM011666","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:29:39-03","MBM","MBM","74843","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Robson, N.K.B.","Kummrow, R.; Stutts, J.G.; Stutts, J.G.","1824",NA,NA,NA,"Southern America","Brazil","Paraná","Mariópolis","Mariópolis, arredores","-52.5586013793945","-26.354700088501",NA,NA,NA,NA,"MBM074843","MBM074843","13466","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:29:39-03","MBM","MBM","213814","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Slusarski, S.R.","Hatschbach, G.; Hatschbach, M.; Hatschbach, M.","61628","1995","02","16","Southern America","Brazil","Santa Catarina","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"MBM213814","MBM213814","30102","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:29:39-03","MBM","MBM","146843","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Robson, N.","Hatschbach, G.; Barboza, E.; Barboza, E.","55345","1991","04","08","Southern America","Brazil","Santa Catarina","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"MBM146843","MBM146843","30102","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:29:39-03","MBM","MBM","154387","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Falkenberg, D.B.","Falkenberg, D.B.","5256","1990","02",NA,"Southern America","Brazil","Rio Grande do Sul","Alegrete","Rod. BR-290","-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,"MBM154387","MBM154387","89305","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-11 17:19:12-03","UFPR","UPCB","7863","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Slusarski, S.R.","Hatschbach, G.","21020","1969","02","07",NA,"Brasil","Paraná","Guarapuava","Fazenda Campo Real","-51.4580993652344","-25.395299911499",NA,NA,NA,"Subarbusto 50cm, flor amarela. Brejo junto a mata de galeria..",NA,NA,"53832","auto",NA,"2003","01",NA,NA,NA,NA,NA
"81","2021-02-11 17:19:12-03","UFPR","UPCB","44615","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Slusarski, S.R.","Hatschbach, G.","71788","2000","12","11",NA,"Brasil","Santa Catarina","Lauro Müller","Serra do Rio do Rastro","-49.3967018127441","-28.3927993774414",NA,NA,NA,"Ereta, flor amarela, na margem da estrada, 1250m s.n.m..",NA,NA,"15992","auto",NA,"2003","03",NA,NA,NA,NA,NA
"82","2008-08-14 03:33:00-03","MO","MOBOT","2190965","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Ulibarri, E. A., 04/","Nélida M. Bacigalupo|Rosa Guaglianone","Bacigalupo 1698","1994","2","7","South America","Argentina","Entre Ríos","Colón","Pque. Nacional El Palmar, La Glorieta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-12-07 21:13:00-02","MO","MOBOT","2191003","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Ulibarri, E. A., 04/","Nélida M. Bacigalupo|Rosa Guaglianone","Bacigalupo 1528","1991","12","16","South America","Argentina","Entre Ríos","Concordia","Ayuí, alrededores de la represa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-08-25 05:21:00-03","MO","MOBOT","2251758","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Keller, H. A.","H. A. Keller","Keller 200","2000","4","21","South America","Argentina","Misiones","Guaraní","Predio Guaraní. Borde de arroyo Paraíso. Lecho de piedra","-54.2","-26.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2011-03-17 21:51:00-03","MO","MOBOT","2289153","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Belgrano, M. J.","Cecilia Xifreda|S. Maldonado","Xifreda 383","1986","12","8","South America","Argentina","Misiones","Apóstoles","Apóstoles, basural","-55.76666","-27.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2018-06-22 05:25:00-03","MO","MOBOT","2453189","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Robson, N. K. B.","Pe. Raulino Reitz","Reitz 6636","1963","2","3","South America","Brazil","Santa Catarina",NA,"Lajes. Morro de Pinheiro Seco",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-08-06 11:05:00-03","MO","MOBOT","2519161","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Robson, N. K. B.","W.G. Herter","Herter 2000","1937","2",NA,"South America","Uruguay","Cerro Largo",NA,"Sierra de Ríos",NA,NA,"100.00000000","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"88","2012-04-20 12:00:00-03","MO","MOBOT","3023091","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","N.K.B. Robson","W. Lossen","Lossen 464","1925","4",NA,"South America","Argentina","Corrientes",NA,"Am Uruguai Ufer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","3093306","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","N.K.B. Robson","Gert G. Hatschbach","Hatschbach 21020","1969",NA,NA,"South America","Brazil","Paraná",NA,"Fda. Campo Real (Mun. Guarapuava).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","3093491","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","N.K.B. Robson","Ezechias P. Heringer","Heringer 18189","1981",NA,NA,"South America","Brazil","Minas Gerais",NA,"Alto Caparaó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2009-07-10 17:57:00-03","MO","MOBOT","3093586","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","N. Robson","Troels M. Pedersen","Pedersen 8754","1968",NA,NA,"South America","Argentina","Corrientes","Concepción","Estancia Fortín del Iberá Low wet ground.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2016-11-15 05:15:00-02","MO","MOBOT","3093660","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","N. Robson (BM)","Antonio C. Krapovickas|Carmen L. Cristóbal|Victor Maruñak","Krapovickas 15422","1969","9","20","South America","Argentina","Misiones","Capital","Ruta 12, arroyo Zaiman. [Citado por Robson, 1990]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2011-12-25 05:01:00-02","MO","MOBOT","3093732","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.",NA,"Norman C. Fassett","Fassett 25698","1944","9","5","South America","Colombia","Santander","Galan","Headwaters of Quebrada Chiriviti mountains west of Galan. Burned and cleared hillside, above La Victoria.",NA,NA,"2590.80000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2016-08-26 09:16:51-03","UFSM","HDCF","2799","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Büneker, H. M.; Lerner, L.","Longhi, S. J.","961","1987","11","20","América","Brasil","Rio Grande do Sul","Santa Maria","Vila Itelvina","-53.8069000244141","-29.6842002868652",NA,NA,NA,"Flores amarelas",NA,NA,"37819","auto",NA,"2016","03","16",NA,NA,NA,NA
"95","2020-06-15 15:30:00-03","UNESP-RC","HRCB","46262","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Hypericum","megapotamicum","Hypericum megapotamicum","Linnaeus","Rambo","Pivetta","1182","1956","02","07",NA,"Brasil","Rio Grande do Sul","Augusto Pestana",NA,"-53.9921989440918","-28.5168991088867","450","450",NA,"arbustinho, flor amarela",NA,NA,"15366","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","2427099","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.",NA,"R. Reitz & Klein, R.","10627",NA,NA,NA,NA,"Brazil","Santa Catarina","São José","Serra da Boa Vista, São José","-48.627498626709","-27.6152992248535","800",NA,NA,NA,"US01880786","US01880786_01 US01880786_02","12814","auto","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","3466436","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.",NA,"R. Kummrow & J. G. Stutts","1824",NA,NA,NA,"South America - Neotropics","Brazil","Paraná","Mariópolis","Arredores","-52.5586013793945","-26.354700088501",NA,NA,NA,NA,"US01880784","US01880784_01 US01880784_02","13466","auto","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","3144838","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.",NA,"B. Rambo","91",NA,NA,NA,NA,"Brazil","Rio Grande do Sul","Porto Alegre","Vila Manresa p. P. Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"US01880787","US01880787_01 US01880787_02","29946","auto","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"99","2020-09-12 05:00:02-03","US","US","1930264","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.",NA,"H. H. Bartlett","21378","1944","1","22","South America","Uruguay","Rocha",NA,"Palmares de Castillos; hilly country 25 km. north of Castillos, Departamento de Rocha.",NA,NA,NA,NA,NA,NA,"US03004501",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"100","2020-09-12 05:00:02-03","US","US","2267387","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.",NA,"Rojas, --","1775/12711","1916","10",NA,"South America","Paraguay","Asuncion",NA,"Trinidad pr. Asuncion.",NA,NA,NA,NA,NA,NA,"US03004502",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"101","2020-09-12 05:00:02-03","US","US","2281340","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.",NA,"Berro","4864","1907","12","10","South America","Uruguay","Rivera",NA,"Cerros del Gobierno. Depto. Rivera.",NA,NA,NA,NA,NA,NA,"US03004500","US03004500_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"102","2020-09-12 05:00:02-03","US","US","2646588","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.",NA,"R. Reitz","6636",NA,NA,NA,"South America - Neotropics","Brazil","Santa Catarina","Lages","Morro do Pinheiro Seco","-50.326099395752","-27.8160991668701","900",NA,NA,NA,"US01880785","US01880785_01 US01880785_02","70701","auto","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"103","2019-02-05 20:08:41-02","F","FMNH-SEEDPLANTS","V0297580F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Hypericum","carinatum","Hypericum carinatum",NA,NA,"W. G. F. Herter","2000","1937","2",NA,"South America","Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,"V0297580F","V0297580F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"104","2019-11-06 16:08:37-03","IAC","IAC","57416","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel-Ely","C. Vogel-Ely","483","2015","11","01",NA,"Brasil","Santa Catarina","São José do Cerrito","Margem da BR-282","-50.757778","-27.5825",NA,NA,NA,"Coordenadas originais: 27º34#?#57S, 50º45#?#28W",NA,NA,NA,NA,NA,"2015","11","01","-50.757778","-27.582500",NA,NA
"105","2019-11-06 16:08:37-03","IAC","IAC","57417","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel-Ely","C. Vogel-Ely","177","2013","01","14",NA,"Brasil","Rio Grande do Sul","Quevedos","Passo Maria Inácia","-54.098056","-29.351111",NA,NA,NA,"Coordenadas originais: 29º21#?#04S, 54º05#?#53W",NA,NA,NA,NA,NA,"2013","11","06","-54.098056","-29.351111",NA,NA
"106","2020-01-27 18:25:02-03","IAC","IAC","57418","S","Plantae",NA,NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","C. Vogel-Ely","?","2371","2001","12","10",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Lageado Grande","-44.9853","-20.7101",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","11","08","-44.9853","-20.7101",NA,NA
"107","2020-08-20 14:57:22-03","UFSC","FLOR","55810","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Vogel-Ely, C.; Silva Filho, P.J.S. da & Menezes, L.","334","2012","11","06",NA,"Brasil","Rio Grande do Sul","Cristal",NA,"-52.049444","-31.006111","27","27",NA,"Datum das coordenadas WGS-84.","FLOR0055810",NA,NA,NA,NA,"2013","01","09","52º2'58''W","31º0'22''S",NA,NA
"108","2020-08-20 14:57:22-03","UFSC","FLOR","20462","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Slusarski, S.R.","Falkenberg, D.B.","5256","1990","02","12",NA,"Brasil","Rio Grande do Sul","Alegrete","Beira da BR 290, cerca de 21 km após trevo de Alegrete, em direção a Rosário do Sul, em uma várzea.","-55.7919006347656","-29.7831001281738",NA,NA,NA,"subarbusto, 80cm altura, pétalas alaranjadas, 5 estiletes pequenos. planta alcoolizada antes da secagem.","FLOR0020462",NA,"89305","auto",NA,"2002","08",NA,NA,NA,NA,NA
"109","2020-08-20 14:57:22-03","UFSC","FLOR","55824","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.; et alii","s.n.","2009","11","18",NA,"Brasil","Rio Grande do Sul","Arroio dos Ratos","Estrada Minas do Faxinal.","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,"FLOR0055824",NA,"29956","auto",NA,"2013","12","11",NA,NA,NA,NA
"110","2020-08-20 14:57:22-03","UFSC","FLOR","55826","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.","s.n.","2007","10","29",NA,"Brasil","Rio Grande do Sul","Canela","Parque das Cachoeiras.","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"FLOR0055826",NA,"16452","auto",NA,"2014","05","13",NA,NA,NA,NA
"111","2020-08-20 14:57:22-03","UFSC","FLOR","53329","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.","s.n.","2010","12","14",NA,"Brasil","Rio Grande do Sul","Capão do Leão","Pedreira.","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"FLOR0053329",NA,"28605","auto",NA,"2014","05","13",NA,NA,NA,NA
