"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","recordNumber","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"393","2021-03-16 17:52:16-03","UCS","HUCS","37697","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Oliveira, A.A.","2011","02","11","Verdi, M.","2010","10","14","Brasil","Santa Catarina","São Bento do Sul","Rio Natal - APA Rio vermelho","-49.3786010742188","-26.2502994537354",NA,NA,"árvore, 15m.",NA,"5781",NA,"151","151",NA,NA,NA,"Angiospermae","Fabales",NA,"23090","auto",NA,NA,NA,NA,NA,NA
"394","2019-03-16 16:14:12-03","UNEMAT","HERBAM","10948","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","07",NA,"Rodrigues, L.; Lopes, A. .R. & Sardinha, S. .M.","2015","01","17","Brasil","Mato Grosso","Alta Floresta","Casa de Sementes - Estrela do Sul, Área seca, Pastagem, Baixadas.","-89.227917","-60.72","-89.227917","-60.72",NA,"HERBAM010948","086625",NA,"267","267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2019-03-16 16:14:12-03","UNEMAT","HERBAM","11048","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","05",NA,"Rodrigues, L.; Lima, J. .D.; Silva, T. .G.; Ribeiro, R. .S. & Fagundes, I. .S.","2015","03","04","Brasil","Mato Grosso","Alta Floresta","Casa De Sementes - Santa Lúcia, Área Seca, Pastagem, Topo do morro.","-56.201278","-10.189361","-56.201278","-10.189361",NA,"HERBAM011048","047668",NA,"356","356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2019-03-16 16:22:54-03","UNEMAT","HERBAM","5655","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Piva, JH","2011","07","20","Soares, C.R.A.; Cabral, F.F.; Ribeiro, I.L.; Meneguzzo, T.; Piva, J.H. & Rocha, J.A.","2011","07","20","Brasil","Mato Grosso","Apiacás","Parque Nacional do Juruena, Terra firme.","-57.895278","-9.391944","-57.895278","-9.391944",NA,"HERBAM005655","3762",NA,"214","214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2019-03-16 16:14:13-03","UNEMAT","HERBAM","11288","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","05",NA,"Rodrigues, L.; Sousa, M. .J.; Pinheiro, J. & Botelho, A.","2015","05","27","Brasil","Mato Grosso","Nova Santa Helena","Casa de Sementes - Nova Santa Helena, Área Seca, Pastagem.","-55.062222","-105.083333","-55.062222","-105.083333",NA,"HERBAM011288","008894",NA,"346","346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2019-04-23 11:53:47-03","UNEMAT","HERBAM","24255","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Santos, JP",NA,NA,NA,"França, A.L.; Silva, D.","2015","04",NA,"Brasil","Mato Grosso","Cotriguaçu","Floresta Ciliar","-58.263867","-9.8301","-58.263867","-9.8301",NA,"HERBAM024255","34",NA,"217","217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2019-03-16 12:13:55-03","UNEMAT","HERBAM","23921","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","D.R. da Silva","2019","01","28","Melo, J A M; Piva, T.P.","2018","08","09","Brasil","Pará","Jacareacanga","Região do Rio São Benedito., Terra firme.","-56","-9","-56","-9",NA,"HERBAM023921","0258",NA,"282","282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2019-03-16 16:14:13-03","UNEMAT","HERBAM","11361","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","12",NA,"Rodrigues, L.; Dellabiglia, M. .D.; Cavichia, S A A; Cavichia, L. .C.; Cavichia, E. .A.; Komz,","2015","11","24","Brasil","Mato Grosso","Nova Canaã do Norte","Casa de Sementes - Rondon, Terra Firme, Pastagem, Planície.","-56.031333","-10.578194","-56.031333","-10.578194",NA,"HERBAM011361","0961111",NA,"281","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2019-03-16 16:14:13-03","UNEMAT","HERBAM","11222","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","04",NA,"Rodrigues, L.; Souza, L.; Silva, J. .F.; Alves, A. .R.; Moreira, E. .S.; Silva, R. .T.; Nunes,","2015","03","18","Brasil","Mato Grosso","Colíder","Casa de Sementes - Colíder, Terra Firme, Agrofloresta, Planície.","-55.425833","-10.496944","-55.425833","-10.496944",NA,"HERBAM011222","011746",NA,"265","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2019-03-16 16:14:13-03","UNEMAT","HERBAM","15590","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","11",NA,"Rodrigues, L.; Ramos, L. .C.; Batista, L. .G. & Duarte, I.","2015","09","23","Brasil","Mato Grosso","Nova Guarita","Casa de Sementes - Nova Guarita, Terra Firme; Pastagem; Planície.","-55.290556","-10.295556","-55.290556","-10.295556",NA,"HERBAM015590","098988",NA,"285","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2019-03-16 16:14:12-03","UNEMAT","HERBAM","10968","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","05",NA,"Rodrigues, L.; Lopes, A. .R.","2014","08","09","Brasil","Mato Grosso","Alta Floresta","Casa de Sementes - Estrela do Sul, Área Seca, Lavoura, Planície.","-88.1725","-59.1725","-88.1725","-59.1725",NA,"HERBAM010968","056532",NA,"314","314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2019-03-16 16:14:13-03","UNEMAT","HERBAM","11310","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","12",NA,"Rodrigues, L.; Lacerda, E N L; Nunes, C V S; Nunes, I.,. .S.; Alves, A. .R.; Moreira, E.,. .S.;","2015","10","20","Brasil","Mato Grosso","Colíder","Casa de Sementes - Colíder, Terra Firme, Pastagem, Planície.","-55.453528","-10.512167","-55.453528","-10.512167",NA,"HERBAM011310","0561040",NA,"314","314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2019-03-16 16:14:12-03","UNEMAT","HERBAM","11157","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","04",NA,"Rodrigues, L.; Silva, C. .A.; Reis, G. .V.; Verçosa, T. .P.; Tamanini, E. .F.; Mariano, R.; Sil","2015","03","23","Brasil","Mato Grosso","Nova Guarita","Casa de Sementes - Nova Guarita, Terra Firme, Capoeira, Planície.","-55.304111","-10.187806","-55.304111","-10.187806",NA,"HERBAM011157","076772",NA,"267","267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2019-03-16 16:14:13-03","UNEMAT","HERBAM","11431","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","12",NA,"Rodrigues, L.; Silva, L. .S.; Silva, I. .M.; Custódio, J. .B. & Duarte, I.","2015","12","12","Brasil","Mato Grosso","Nova Canaã do Norte","Casa de Sementes - Veraneio, Área Seca, Pastagem, Baixadas.","-55.712306","-10.811472","-55.712306","-10.811472",NA,"HERBAM011431","1641156",NA,"356","356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2019-03-16 16:14:13-03","UNEMAT","HERBAM","11457","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","12",NA,"Rodrigues, L.; Aguiar, L. .M.; Silva, L. .S.; Silva, I. .M.; Custódio, J. .B. & Duarte, I.","2015","12","11","Brasil","Mato Grosso","Nova Canaã do Norte","Casa de Sementes - Veraneio, Área Seca.","-55.700389","-10.815722","-55.700389","-10.815722",NA,"HERBAM011457","1381129",NA,"343","343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2019-03-16 16:14:13-03","UNEMAT","HERBAM","11386","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","12",NA,"Rodrigues, L.; Petry, J. .L.; Silva, M. .C.; Pereira, E. .M. & Duarte, I.","2015","11","17","Brasil","Mato Grosso","Apiacás","Casa de Sementes - Apiacás, Terra Firme, Pastagem, Planície.","-57.325528","-9.621778","-57.325528","-9.621778",NA,"HERBAM011386","0961086",NA,"214","214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2019-03-16 16:14:12-03","UNEMAT","HERBAM","11134","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Rodrigues, L; FERNANDES, J M","2015","05",NA,"Rodrigues, L.; Ferreira, A C T; Souza, A. .F. & Mendonça, L. .S.","2015","03","13","Brasil","Mato Grosso","Carlinda","Casa de Sementes - Carlinda, Área Seca, Pastagem, Planície.","-5.735292","-9.896917","-5.735292","-9.896917",NA,"HERBAM011134","037732",NA,"282","282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2019-03-16 16:14:12-03","UNEMAT","HERBAM","10611","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","P. Assunção","2014","11",NA,"Rodrigues, L.; Silva, P. .L. & Jesus, D S S","2014","06","01","Brasil","Mato Grosso","Alta Floresta","Casa de Sementes - Jacamim, Terra Firme, Pastagem, Planície.","-56.356139","-10.343917","-56.356139","-10.343917",NA,"HERBAM010611","044410",NA,"339","339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2019-03-16 16:14:12-03","UNEMAT","HERBAM","10797","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","P. Assunção","2014","11",NA,"Rodrigues, L.; Silva, C. .A.; Batista, L. .G.; Ramos, L. .C.; Oliveira, P. .M.; Freitas, M J A;","2014","10","28","Brasil","Mato Grosso","Nova Guarita","Casa de Sementes - Nova Guarita, Terra Firme, Pastagem, Planície.","-55.242222","-101.366667","-55.242222","-101.366667",NA,"HERBAM010797","054582",NA,"257","257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2019-03-16 16:14:12-03","UNEMAT","HERBAM","10882","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","P. Assunção","2014","11",NA,"Rodrigues, L.; Aguiar, L. .M.; Aguiar, I. .F.; Amorim, J. .P.; Silva, L. .S.; Oliveira, V. .L.","2014","07","28","Brasil","Mato Grosso","Nova Canaã do Norte","Casa de Sementes - Veraneio, Área Seca, Pastagem, Planície.","-55.718333","-10.775833","-55.718333","-10.775833",NA,"HERBAM010882","065483",NA,"322","322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2019-12-06 19:29:43-03","UFES","VIES","45003","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,"Assis, A.M.; Santos, J.; Herzog, T.; Rapouso, J. & Santos, R.","2012","09","27","Brasil","Espírito Santo","Vitória","ArcelorMittal - floresta de tabuleiro secundária (estágio médio).","-40.228889","-20.223333","40º13'44''W","20º13'24''S",NA,"VIES045003","3377","VIES045003","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2020-04-27 16:10:02-03","UFES","VIES","6593","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Gomes, J.M.L.","1993","05","07","Gomes, J.M.L.","1993","05","07","Brasil","Espírito Santo","Domingos Martins","Panelas.","-40.6591987609863","-20.3633003234863",NA,NA,NA,"VIES006593","1953","VIES006593",NA,NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA
"415","2020-04-27 16:10:02-03","UFES","VIES","27970","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Dal col, A.C.S.","2013","08","03","Dal col, A.C.S.; Rodrigues Filho, J.","2013","08","03","Brasil","Espírito Santo","Guarapari","Parque Natural Municipal Morro da Pescaria.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"VIES027970","113","VIES027970",NA,NA,NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA
"416","2020-04-27 16:10:02-03","UFES","VIES","13348","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Gomes, J.M.L.","2010","08","15","Gomes, J.M.L.","2010","08","15","Brasil","Espírito Santo","Linhares","Flona de Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"VIES013348","3894","VIES013348",NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"417","2019-06-27 10:25:12-03","UFES","VIES","4995","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Lima, H.C. de","1989",NA,NA,"Araújo, D.S.D.; Fisher, L.","1987","10","14","Brasil","Rio de Janeiro","São Pedro da Aldeia","Fazenda Roberto Marinho.","-42.1027984619141","-22.8391990661621",NA,NA,NA,"VIES004995","8306","VIES004995",NA,NA,NA,NA,NA,NA,NA,NA,"20879","auto",NA,NA,NA,NA,NA,NA
"418","2021-04-05 11:06:06-03","UNESP-IBB","BOTUW","634","PreservedSpecimen","Plantae","Leguminosae","Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667","40°32'W","19°52'S",NA,"BOTUW000634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2019-08-16 08:39:30-03","UTFPR","HCF","27868","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","R.R. Völtz","2017","11","03","R.R. Völtz","2017","11","03","Brasil","PR","Guaraqueçaba","RPPN Salto Morato","-48.300833","-25.150278","48°18'03 W","25°09'01 S","árvore 18 m alt. Flores amarelo-alarnjadas. Dossel da floresta da encosta.",NA,"1401",NA,"350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2019-08-16 08:39:30-03","UTFPR","HCF","5132","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","G.P. Lewis","2006",NA,NA,"G. Hatschbach","2004","11","22","Brasil","MG","Janaúba","Rodovia Janaúba-Jaíba, Km 10-12","-43.3088989257812","-15.8024997711182",NA,NA,"arbusto, 2 m, carrascal.",NA,"78419",NA,"500","500",NA,NA,NA,NA,NA,NA,"55466","auto",NA,NA,NA,NA,NA,NA
"421","2020-06-29 09:30:28-03","UFRRJ","RBR","43011","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","T.P.P. Alverga",NA,NA,NA,"T.P.P. Alverga","2015","05","23","Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar R40/09.","-43.531389","-23.046111","43º31'53''W","23º2'46''S",NA,"RBR00043011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2020-06-29 09:30:28-03","UFRRJ","RBR","43470","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","L.H. Soares",NA,NA,NA,"L.H. Soares","2014","06","06","Brasil","Rio de Janeiro","Rio de Janeiro","Taquaral. Inventário complementar P4-13.","-43.475278","-22.861667","43º28'31''W","22º51'42''S",NA,"RBR00043470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2020-06-29 09:30:28-03","UFRRJ","RBR","1198","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,"J. Spada","1974","09","05","Brasil","Espírito Santo","Linhares","Reserva F. Linhares, CVRD, Est. X-2 Talhão 305","-40.0722007751465","-19.3910999298096",NA,NA,NA,"RBR00001198","326",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"424","2020-06-29 09:30:28-03","UFRRJ","RBR","18782","S","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,"C.S.R. Pardo","1998","05","01","Brasil","Rio de Janeiro","Teresópolis","Rest, Tutu-Terê; Proximidade do PARNA/SO.","-42.9655990600586","-22.4122009277344",NA,NA,NA,"RBR00018782","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"425","2020-06-29 09:30:41-03","UFRRJ","RBR","27958","S","Plantae","Leguminosae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","H.C. Lima","2006","07","07","S.J. Silva-Neto","2002","10","24","Brasil","Rio de Janeiro","Nova Iguaçu","Estrada do Ouro após o retificador.","-43.451099395752","-22.7591991424561",NA,NA,NA,"RBR00027958","1713","RBR00027958",NA,NA,NA,NA,NA,NA,NA,"floribundum","25743","auto",NA,NA,NA,NA,NA,NA
"426","2020-06-29 09:30:41-03","UFRRJ","RBR","27958","S","Plantae","Leguminosae","Platymiscium","floribundum","Platymiscium floribundum floribundum","Vogel","H.C. Lima","2006","07","07","S.J. Silva-Neto","2002","10","24","Brasil","Rio de Janeiro","Nova Iguaçu","Estrada do Ouro após o retificador.","-43.451099395752","-22.7591991424561",NA,NA,NA,"RBR00027958","1713","RBR00027958",NA,NA,NA,NA,NA,NA,NA,"floribundum","25743","auto",NA,NA,NA,NA,NA,NA
"427","2013-04-01 09:19:13-03","IPT","BCTW","19454","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel","Haroldo C. Lima",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Armação de Búzios","Margem da estrada a caminho da praia da Ferradura.","-41.8817","-22.7469",NA,NA,"Arvoreta de 15 metros, flores amarelas, fruto verde-claro, folhas compostas discolores verde-escuro-claro, com poucas folhas.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"12927","auto","Magnoliopsida",NA,NA,NA,NA,NA
"428","2013-04-01 09:19:13-03","IPT","BCTW","3691","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Serra da Cantareira","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA
"429","2013-04-01 09:19:13-03","IPT","BCTW","2310","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"430","2013-04-01 09:19:13-03","IPT","BCTW","10184","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"431","2013-04-01 09:19:14-03","IPT","BCTW","1818","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"432","2013-04-01 09:19:13-03","IPT","BCTW","3638","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Eldorado",NA,"-48.1","-24.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"38804","auto","Magnoliopsida",NA,NA,NA,NA,NA
"433","2013-04-01 09:19:14-03","IPT","BCTW","1814","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo",NA,"-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA
"434","2013-04-01 09:19:14-03","IPT","BCTW","2306","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Classificação Original: Machaerium sp.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"435","2013-04-01 09:19:13-03","IPT","BCTW","12724","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel","L.B. Simth",NA,NA,NA,NA,NA,NA,NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"436","2013-04-01 09:19:14-03","IPT","BCTW","2305","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Classificação Original: Machaerium sp.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"437","2013-04-01 09:19:14-03","IPT","BCTW","2303","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Classificação Original: Machaerium sp.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"438","2013-04-01 09:19:14-03","IPT","BCTW","2304","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Classificação Original: Machaerium sp.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"439","2013-04-01 09:19:14-03","IPT","BCTW","2307","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Classificação Original: Machaerium sp.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"440","2013-04-01 09:19:13-03","IPT","BCTW","10251","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Guaratuba",NA,"-48.5747","-25.8828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"41937","auto","Magnoliopsida",NA,NA,NA,NA,NA
"441","2013-04-01 09:19:14-03","IPT","BCTW","2309","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"442","2013-04-01 09:19:14-03","IPT","BCTW","13291","S","Plantae",NA,"Platymiscium","floribundum","Platymiscium floribundum","Vogel",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Joinville",NA,"-48.8456","-26.3044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37150","auto","Magnoliopsida",NA,NA,NA,NA,NA
"443","2021-03-21 19:35:49-03","UFC","EAC","63425","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Souza, E.B.; Araújo, F.F.","2017","07",NA,"Souza, E.B.; Araújo, F.F.; Ribeiro, R.T.M.; Sampaio, V.S.","2017","07","27","Brasil","Ceará","Acântaras","Serra da Meruoca. Distrito de Carmolândia","-40.509444","-3.599722","-40.509444","-3.599722","Inventário florístico do noroeste do estado do Ceará: Diversidade e potencialidades do bioma Caatinga.; Árvore 8-10 metros de altura. Caule cinza-esbranquiçado.Folíolos cartáceos. Fruto imaturos verde-castanhos.; Área de vegetação de","EAC0063425","4749","EAC0063425","830","830","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2021-03-21 19:35:49-03","UFC","EAC","58608","PreservedSpecimen","Plantae","Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Souza, E.B.; Nepomuceno, F.A.A.","2015","10",NA,"Souza, E.B.; Nepomuceno, F.A.A.; Nepomuceno, I.V.; Duarte, R.C.","2015","10","02","Brasil","Ceará","Meruoca","serra da Meruoca. Estrada do sítio Almas para Santo Antônio dos Fernandes.","-40","-3","-40","-3","Árvore ca. 10 m alt. Caules com casca gretada de cor acinzentada. Folíolos cartáceos. Flor com cálice cinza-escuro e corola amarela e guias-de-néctar vináceos. Frutos imaturos verdes.; Área de Floresta Estacional Semidecidual (Florest","EAC0058608","3729","EAC0058608","860","860","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
