"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","typeStatus","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber"
"568","2020-09-12 05:00:02-03","US","US","3080996","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"J. Seger & et al.","1987","3","29","Brazil","Dois Irmãos",NA,"Morro Reuter",NA,NA,NA,NA,NA,"US01868431","US01868431_01 US01868431_02","s.n.",NA,NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"569","2020-09-12 05:00:02-03","US","US","2323547","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1958","11","25","Brazil","Rio do Sul",NA,"Serra do Matador",NA,NA,NA,NA,NA,"US01868416","US01868416_01 US01868416_02","7637","550",NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"570","2020-09-12 05:00:02-03","US","US","3176704","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"G. Hatschbach & F. C. Silva","1984","10","30","Brazil","Morretes",NA,"Est. Marumbi",NA,NA,NA,NA,NA,"US01868434","US01868434_01 US01868434_02","48562",NA,NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"571","2020-09-12 05:00:02-03","US","US","2270779","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"L. Emygdio de Mello Filho","1957","1","19","Brazil","Santa Maria Madalena",NA,"Madalena, morro atraz do Horto Santos Lima",NA,NA,NA,NA,NA,"US01868442","US01868442_01 US01868442_02","1177",NA,NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"572","2020-09-12 05:00:02-03","US","US","2271859","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"R. Reitz & D. Klein","1958","1","14","Brazil","Jaraguá do Sul",NA,"Corupá.",NA,NA,NA,NA,NA,"US01868418","US01868418_01 US01868418_02","6186","50",NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"573","2020-09-12 05:00:02-03","US","US","2271851","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"R. Reitz & D. Klein","1957","12","31","Brazil","Vidal Ramos",NA,"Sabiá",NA,NA,NA,NA,NA,"US01868419","US01868419_01 US01868419_02","5975","750",NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"574","2020-09-12 05:00:02-03","US","US","3020852","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"G. Hatschbach","1981","12","11","Brazil","Antonina",NA,"Cab. Rio Faisqueira",NA,NA,NA,NA,NA,"US01868436","US01868436_01 US01868436_02","44473",NA,NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"575","2020-09-12 05:00:02-03","US","US","2221963","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"R. M. Klein","1955","3","31","Brazil","Itajaí",NA,"Morro da Ressacada",NA,NA,NA,NA,NA,"US01868422","US01868422_01 US01868422_02","1263","50",NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"576","2020-09-12 05:00:02-03","US","US","2142598","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"R. Reitz & D. Klein","1954","2","9","Brazil","Itajaí",NA,"Morro da Ressacada",NA,NA,NA,NA,NA,"US01868427","US01868427_01 US01868427_02","1537","50",NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"577","2020-09-12 05:00:02-03","US","US","2931818","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"G. Hatschbach","1979","11","21","Brazil","Cerro Azul",NA,"Jaguatirica.",NA,NA,NA,NA,NA,"US01868439","US01868439_01 US01868439_02","42559",NA,NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"578","2020-09-12 05:00:02-03","US","US","3020850","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"G. Hatschbach","1981","12","10","Brazil","Antonina",NA,"Morro do Bicho.",NA,NA,NA,NA,NA,"US01868437","US01868437_01 US01868437_02","44466",NA,NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"579","2020-09-12 05:00:02-03","US","US","2220561","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"R. M. Klein","1955","8","26","Brazil","Itajaí",NA,"Cunhas",NA,NA,NA,NA,NA,"US01868421","US01868421_01 US01868421_02","1545","15",NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"580","2020-09-12 05:00:02-03","US","US","2932041","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"G. Hatschbach","1981","2","12","Brazil","Paranaguá",NA,"Rio Saquarema",NA,NA,NA,NA,NA,"US01868438","US01868438_01 US01868438_02","43600","10",NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"581","2020-09-12 05:00:02-03","US","US","1380191","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"A. F. Regnell","1857","1","5","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"US01868429","US01868429_01 US01868429_02","III/360",NA,NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"582","2020-09-12 05:00:02-03","US","US","2142647","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"R. Reitz & D. Klein","1954","4","28","Brazil","Itajaí",NA,"Morro da Fazenda",NA,NA,NA,NA,NA,"US01868426","US01868426_01 US01868426_02","1800","10",NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"583","2020-09-12 05:00:02-03","US","US","2221924","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"R. M. Klein","1954","11","29","Brazil","Itajaí",NA,"Cunhas",NA,NA,NA,NA,NA,"US01868424","US01868424_01 US01868424_02","865","15",NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"584","2020-09-12 05:00:02-03","US","US","2565383","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C. DC.",NA,NA,NA,NA,"G. Hatschbach","1962","11","3","Brazil","Paranaguá",NA,"Sítio do Meio.",NA,NA,NA,NA,NA,"US01868441","US01868441_01 US01868441_02","9456","10",NA,NA,NA,NA,"Sapindales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"1",NA
"585","2019-12-09 17:30:18-03","UFPR","EFC","5847","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Patrício, P.C.","2000","11","01","Labiak, P.","1996","05","02","Brasil","Paraná","Candói","Rio Jordão","-52.0558013916016","-25.5722007751465",NA,NA,"Árvore 5m. Frutos marrons, sementes com arilo vermelho. __COMMOM_NAME__: Catiguá","EFC005847",NA,"396",NA,NA,"42664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","2019-12-09 17:30:18-03","UFPR","EFC","7605","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Patrício, P.C.","2000","02","01","Barddal, M.L.; Kuniyoshi, Y.S.","1997","10","03","Brasil","Paraná","Matinhos","Rod. Alexandra Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,"Árvore 4m, comum no interior de caxetal. Frutos verdes e maduros. __COMMOM_NAME__: Catiguá","EFC007605",NA,"29",NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","2019-12-09 17:30:18-03","UFPR","EFC","4436","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Patrício, P.C.","2000","11","01","Ziller, S.R.; Maschio, W.","1995","07","18","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"Frutos tri-capsulares com sementes vermelhas e pretas. As glândulas na parte externa do fruto são típicas da espécie. Coletada num morrete que é um sambaqui, dentro de um caxetal. __COMMOM_NAME__: Catiguá","EFC004436",NA,"845",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","2019-12-09 17:30:18-03","UFPR","EFC","9564","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Dias, M.C.","2001","01","01","Francisco, E.M.; et al.",NA,NA,NA,"Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.6046","-23.921","-50.6046","-23.9210","Árvore 9m, CAP 56 cm, projeção 5x5m, frutos maduros amarelos, borda da mata, matriz do viveiro.","EFC009564",NA,"69","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2019-12-09 17:30:18-03","UFPR","EFC","18322","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Souza, I.","2019","06","04","Souza, I.","2016","09","18","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.298012","-25.164263","-48.298012","-25.164263","Arbusto 1,5 m, próximo a cachoeira. Botões alvacentos.","EFC018322",NA,"497","120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","2019-12-09 17:30:18-03","UFPR","EFC","11359","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Saueressig, D.","2011","12","02","Saueressig, D.; Henke, J.M.","2011","07","17","Brasil","Paraná","Guarapuava","Salto São Francisco","-51.2867","-25.1294","-51.2867","-25.1294","__COMMOM_NAME__: catiguá-de-encosta","EFC011359",NA,"1314","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2019-12-09 17:30:18-03","UFPR","EFC","14128","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Blum, C.T.","2016","11","03","Ribeiro, C.L.","2015","04","29","Brasil","Paraná","Guaraqueçaba","Salto morato","-48.2977","-25.1752","-48.2977","-25.1752","Paullinia sp.","EFC014128",NA,"198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2019-12-09 17:30:18-03","UFPR","EFC","950","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.",NA,NA,NA,NA,"Roderjan, C.V.; Kuniyoshi, Y.S.","1986","10","02","Brasil","Paraná","Guaraqueçaba","Cachoeira do Morato","-48.2977","-25.1752","-48.2977","-25.1752","Arvoreta frequente à beira do rio.","EFC000950",NA,"562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2019-12-09 17:30:18-03","UFPR","EFC","18609","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Seki, M. S.","2019","09","10","Seki, M. S.","2019","08","07","Brasil","Paraná","Bituruna","Floresta adjacente ao reservatório de Foz do Areia.","-51.642389","-26.005479","-51.642389","-26.005479","Levantamento florístico junto à parcela P5-M3; árvore de 6 m __COMMOM_NAME__: Baga-de-morcego","EFC018609",NA,"19093","756","756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2019-12-09 17:30:18-03","UFPR","EFC","16335","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Cordeiro, J.","2016","11","22","Silva, J.M.; Brotto, M.L.","2016","05","14","Brasil","Paraná","Adrianópolis","João Surrá","-48.6506","-24.7011","-48.6506","-24.7011","Arbusto 2 m, frutos verdes. Floresta Ombrófila Densa Submontana, vegetação secundária","EFC016335",NA,"9344","110","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2019-12-09 17:30:18-03","UFPR","EFC","18290","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Völtz, R.R.","2018","12","09","Völtz, R.R.; Brotto, M.L.","2018","12","09","Brasil","Paraná","Morretes","Parque Estadual do Marumbi","-48.915","-25.4454","-48.9150","-25.4454","Arvoreta 5 m alt.; interior de fenda úmida (grota); frutos verdes; botões florais alvacentos.","EFC018290",NA,"2092","870","870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2019-12-09 17:30:18-03","UFPR","EFC","7219","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Patrício, P.C.","2000","02","01","Roderjan, C.V.","1997","05","02","Brasil","Paraná","Campo Mourão","Rio Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"Árvore 3 m. em floresta aluvial, 550 m. s.n.m. Frutos maduros.","EFC007219",NA,"1398","550","550","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2019-12-09 17:30:18-03","UFPR","EFC","7724","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Patrício, P.C.","2000","02","01","Barddal, M.L.; Kuniyoshi, Y.S.; Tiepolo, G.","1997","12","10","Brasil","Paraná","Paranaguá","Faz. H. Barkmann, Rio Cambará","-48.5092010498047","-25.5200004577637",NA,NA,"Árvore 4 m, comum no interior da floresta. Frutos verdes. __COMMOM_NAME__: Catiguá","EFC007724",NA,"36",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2019-12-09 17:30:18-03","UFPR","EFC","16339","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Brotto, M.L.","2016","12","05","Silva, J.M.","2016","11","30","Brasil","Paraná","Adrianópolis","Tatupeba","-48.7572","-24.7003","-48.7572","-24.7003","Arvoreta 2 m, flores de cor creme. Floresta Ombrófila Densa Submontana, vegetação em estágio médio de sucessão","EFC016339",NA,"9654","130","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2019-12-09 17:30:18-03","UFPR","EFC","5660","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Patrício, P.C.","2000","02","01","Ziller, S.R.; Labiak, P.","1996","03","08","Brasil","Paraná","Pinhão","Rio Jordão","-51.6596984863281","-25.6956005096436",NA,NA,"Árvore. Vale do túnel, encosta úmida, solo rochoso. 605m. Frutos amarelo-claros. __COMMOM_NAME__: Catiguá","EFC005660",NA,"1355",NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2019-11-13 11:26:13-03","USP","SPF","104490","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pastore, JA","2007","03","28","Kallunki, JA","1995","02","21","Brasil","Rio de Janeiro",NA,NA,"-44.216667","-22.866667","-44.216667","-22.866667",NA,"SPF00104490","SPF00104490","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2019-11-13 11:26:13-03","USP","SPF","143052","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2001",NA,NA,"Pirani, JR","2000","05","18","Brasil","Espírito Santo","Guarapari",NA,"-40.416667","-20.533333","-40.416667","-20.533333",NA,"SPF00143052","SPF00143052","4725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2019-11-13 11:26:14-03","USP","SPF","200299","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Freitas, HS","2009",NA,NA,"Freitas, HS","2008","04","29","Brasil","São Paulo","São José do Barreiro",NA,"-44.656667","-22.642778","-44.656667","-22.642778",NA,"SPF00200299","SPF00200299","290","504","504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2019-11-13 11:26:14-03","USP","SPF","204301","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Piratininga, A","1997","07",NA,"Lima, MPM","1994","09","14","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.566667","-22.25","-44.566667","-22.25",NA,"SPF00204301","SPF00204301","320","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","2019-11-13 11:26:14-03","USP","SPF","212646","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Flores, TB","2015",NA,NA,"Lobão, AQ","2012","01","13","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.616667","-22.428583","-44.616667","-22.428583",NA,"SPF00212646","SPF00212646","1846","1070","1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2019-11-13 11:26:14-03","USP","SPF","98489","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pastore, JA","1995","06","16","Martins, AB","1994","03","21","Brasil","São Paulo","Águas da Prata","Reserva Estadual de Águas da Prata.","-47.333333","-21.866667","-47.333333","-21.866667",NA,"SPF00098489","SPF00098489","31402","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2020-01-14 17:44:53-03","USP","SPF","232320","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2017","10",NA,"Thomas, WW","1997","04","15","Brasil","Bahia","Pau Brasil",NA,"-39.700278","-15.380833","-39.700278","-15.380833",NA,"SPF00232320",NA,"11519","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2020-01-14 17:44:53-03","USP","SPF","232379","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2017","10",NA,"Paixão, JL","2002","03","29","Brasil","Bahia","Jussari","RPPN Serra do Teimoso","-39.528611","-15.158056","-39.528611","-15.158056",NA,"SPF00232379",NA,"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2020-01-14 17:44:53-03","USP","SPF","232384","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2017","10",NA,"Thomas, WW","1999","01","31","Brasil","Bahia","Jussari","Serra do Teimoso","-39.517778","-15.150833","-39.517778","-15.150833",NA,"SPF00232384",NA,"11875","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2019-11-13 11:26:13-03","USP","SPF","143051","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2001",NA,NA,"Pirani, JR","2000","05","14","Brasil","Bahia","Nova Viçosa",NA,"-39.371898651123","-17.8918991088867",NA,NA,NA,"SPF00143051","SPF00143051","4696",NA,NA,"70538","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2019-11-13 11:26:13-03","USP","SPF","168850","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2005",NA,NA,"Folli, DA","1988","11","27","Brasil","Bahia","Porto Seguro","Reserva Florestal de Porto Seguro - CVRD.","-39.0647010803223","-16.4496994018555",NA,NA,NA,"SPF00168850","SPF00168850","815",NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2019-11-13 11:26:14-03","USP","SPF","70153","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pastore, JA","1997","03","14","Gomes, JML","1990","10","31","Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"SPF00070153","SPF00070153","1368",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2019-11-13 11:26:13-03","USP","SPF","144171","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2001",NA,NA,"Assis, AM","1998","10","25","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha","-40.5110015869141","-20.6580009460449",NA,NA,NA,"SPF00144171","SPF00144171","656",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2019-11-13 11:26:13-03","USP","SPF","144176","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR",NA,NA,NA,"Assis, AM","1998","10","30","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha","-40.5110015869141","-20.6580009460449",NA,NA,NA,"SPF00144176",NA,"659",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2019-11-13 11:26:13-03","USP","SPF","144175","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2001",NA,NA,"Assis, AM","2000","05",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha","-40.5110015869141","-20.6580009460449",NA,NA,NA,"SPF00144175","SPF00144175","814",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2019-11-13 11:26:13-03","USP","SPF","144173","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2001",NA,NA,"Assis, AM","1999","10","14","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha","-40.5110015869141","-20.6580009460449",NA,NA,NA,"SPF00144173",NA,"732",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2019-11-13 11:26:13-03","USP","SPF","144174","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2001",NA,NA,"Assis, AM","1999","11","25","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha","-40.5110015869141","-20.6580009460449",NA,NA,NA,"SPF00144174","SPF00144174","748",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2019-11-13 11:26:13-03","USP","SPF","144172","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2001",NA,NA,"Assis, AM","1999","07","02","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha","-40.5110015869141","-20.6580009460449",NA,NA,NA,"SPF00144172","SPF00144172","712",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2019-11-13 11:26:14-03","USP","SPF","99958","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pastore, JA","1997","03","14","Thomaz","1993","10","06","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,"SPF00099958","SPF00099958","720",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2019-11-13 11:26:13-03","USP","SPF","153321","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pennington, TD","2001",NA,NA,"Silva, JM","1999","01","14","Brasil","Paraná","Adrianópolis",NA,"-48.9911003112793","-24.6571998596191",NA,NA,NA,"SPF00153321","SPF00153321","2846",NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2019-11-13 11:26:14-03","USP","SPF","41793","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pastore, JA","1997","03","14","Hatschbach, G","1984","11","14","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,"SPF00041793","SPF00041793","48572",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2019-11-13 11:26:13-03","USP","SPF","185069","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Dias, MC","2000",NA,NA,"Pavão, OC","1999","08","19","Brasil","Paraná","Bela Vista do Paraíso",NA,"-51.190601348877","-22.9967002868652",NA,NA,NA,"SPF00185069","SPF00185069","s.n.",NA,NA,"15605","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2019-11-13 11:26:13-03","USP","SPF","144524","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pirani, JR","2001",NA,NA,"Krieger, L","1971","12","14","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,"SPF00144524","SPF00144524","s.n.",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2019-11-13 11:26:14-03","USP","SPF","41790","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pastore, JA","1997","03","14","Kummrow, R","1985","02","13","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"SPF00041790","SPF00041790","2580",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","2019-11-13 11:26:14-03","USP","SPF","41792","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Pastore, JA","1997","03","14","Hatschbach, G","1984","10","30","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"SPF00041792","SPF00041792","48562",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","2019-11-13 11:26:13-03","USP","SPF","185068","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Dall'Agnol, RF",NA,NA,NA,"Francisco, EM","2004","08","23","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,"SPF00185068","SPF00185068","132",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
