"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","relatedCatalogItem"
"52","2020-09-12 05:00:02-03","US","US","2678601","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"F. C. Hoehne","South America - Neotropics","Brazil","Proc. Brasil, Estado do Sao Paulo: Capital, nativa no Parque do Estado e Jardim Botanico",NA,NA,NA,"US02274208",NA,"Rosales","Vogel",NA,"s.n.","1932","1","12","São Paulo",NA,NA,"US02274208_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"53","2020-09-12 05:00:02-03","US","US","2600285","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"O. Handro","South America - Neotropics","Brazil","Forest in park, Instituti de Botanica, Sao Paulo",NA,NA,NA,"US02274209",NA,"Rosales","Vogel",NA,"s.n.","1965","2","25","São Paulo",NA,NA,"US02274209_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"54","2020-09-02 16:28:06-03","Cenargen","CEN","93095","PreservedSpecimen","Plantae","Fabaceae Faboideae","Ormosia","minor","Ormosia minor",NA,"T. P. Pires",NA,"Brasil","Serra do Japi, marco geodésico; -23.244764 N; +46.941157 L (coordenada: medida).","Exsicatas",NA,"Projeto de Coleta de Sementes do Jardim Botânico de Jundiaí, coordenadas do material: 23K 301441, 7428101. Doação do Herbário IAC 54.138.","CEN00093095",NA,NA,"Vogel","H. C. Lima","14","2013","03","25","SP","-46.8800010681152","-23.1800003051758","CEN00093095","1220","1220","JUNDIAI","17840","auto",NA,NA,NA,"2017","10",NA,"1",NA,NA
"55","2019-11-13 11:22:55-03","USP","SPF","13323","PreservedSpecimen","Plantae","Leguminosae","Ormosia","minor","Ormosia minor",NA,"Hoehne, FC",NA,"Brasil","Parque do Estado",NA,NA,NA,"SPF00013323",NA,NA,"Vogel","Ducke, A","s.n.","1932","01","12","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:22:55-03","USP","SPF","11704","PreservedSpecimen","Plantae","Leguminosae","Ormosia","minor","Ormosia minor",NA,"Pereira, MA",NA,"Brasil","Parque do Estado",NA,NA,NA,"SPF00011704",NA,NA,"Vogel","Hoehne, W","s.n.","1947","04","08","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-05-08 11:12:54-03","UEFS","HUEFS","177501","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Ormosia","minor","Ormosia minor",NA,"Lima, H.C.de",NA,"Brasil","Serra Mar, ca. 5Km, Faz. Santa Rosa, Margens do Rio Macaé.",NA,NA,NA,"HUEFS0177501","Angiospermae","Fabales","Vogel",NA,"5025","1995","03","18","Rio de Janeiro","-42.2042007446289","-22.4806003570557",NA,NA,NA,"Casimiro de Abreu","24732","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"58","2021-03-04 11:16:59-03","UEFS","HUEFS","130698","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Ormosia","minor","Ormosia minor",NA,"Lima, H.C.de",NA,"Brasil","Área de Proteção Ambiental de Macaé de Cima. Reserva Ecológica de Macaé de Cima, Rodovia Serramar, Casemiro de Abreu, ca. 5 Km, Fazenda Santa Rosa, Rio Macaé.",NA,NA,"Mata degradada.","HUEFS0130698","Angiospermae","Fabales","Vogel","J.E.Meireles","5025","1995","03","18","Rio de Janeiro","-41.7868995666504","-22.3708000183105",NA,NA,NA,"Macaé","47209","auto",NA,NA,"Rosanae","2011","06",NA,NA,NA,NA
"59","2020-05-08 11:12:54-03","UEFS","HUEFS","50467","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Ormosia","minor","Ormosia minor",NA,"Rodrigues, R.R.",NA,"Brasil","Serra do Japi - Estrada da Ermida.",NA,NA,NA,"HUEFS0050467","Angiospermae","Fabales","Vogel",NA,NA,"1986","04","30","São Paulo","-46.8800010681152","-23.1800003051758","HUEFS0050467",NA,NA,"Jundiaí","17840","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"60","2015-03-06 22:06:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"de Lima & de Lima","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"2640",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"61","2019-09-04 18:47:51-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor","Syntype","F. Sellow","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"353",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"62","2019-01-23 10:07:50-02","F","FMNH-SEEDPLANTS","V0059621F","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor","Isosyntype","F. Sellow","South America","Brazil",NA,NA,NA,NA,"V0059621F","Spermatophyta",NA,NA,NA,"353",NA,NA,NA,NA,"-52.8731","-10.8339","V0059621F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"63","2019-06-11 12:44:49-03","F","FMNH-SEEDPLANTS","V0372772F","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"F. Lopes","South America","Brazil",NA,NA,NA,NA,"V0372772F","Spermatophyta",NA,NA,"RRC ID Flag","6443","1934","6",NA,"São Paulo","-49","-22","V0372772F_01 V0372772F_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"SPSF 6443",NA
"64","2019-01-25 15:41:04-02","IAC","IAC","19689","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"H.M. Souza",NA,"Brasil",NA,NA,NA,"Observar que as folhas não muito maiores por serem de ramos novos. Duplicata n.19603",NA,NA,NA,"Vogel","H.F. Leitão Filho","s/nº","1967","11","05","São Paulo","-47.4581","-23.5017",NA,NA,NA,"Sorocaba",NA,NA,"-47.4581","-23.5017",NA,"1967","11","05",NA,NA,NA
"65","2019-06-28 16:52:39-03","IAC","IAC","6816","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"P. Zink",NA,"Brasil","Sousas, Três Ilhas",NA,NA,NA,NA,NA,NA,"Vogel","A.L.B. Sartori","s/nº","1942","08","30","São Paulo","-46.96441","-22.87921",NA,NA,NA,"Campinas",NA,NA,"-46.96441","-22.87921",NA,"1997","07","30",NA,NA,NA
"66","2020-07-23 12:07:54-03","CEPLAC","CEPEC","39970","PreservedSpecimen","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"H. C. de Lima",NA,"Brasil","Estr. p/ Glicerio, prox. a Represa de Macabu.",NA,NA,NA,NA,NA,NA,NA,"H. C. de Lima","2640","1992","02","03","Rio de Janeiro","-41.7868995666504","-22.3708000183105",NA,NA,NA,"MACAÉ","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"67","2019-11-21 10:06:18-03","IBt","SP","309384","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Pirani, JR; Mello-Silva, R; et al.",NA,"Brasil","Serra do Japí, trilha do Mirante",NA,NA,NA,NA,NA,NA,"Vogel",NA,"3625","1995","07","18","São Paulo","-46.8800010681152","-23.1800003051758",NA,"1150","1150","Jundiaí","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:06:18-03","IBt","SP","743","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Hoehne, FC",NA,"Brasil","Alto da Serra, Estação Biológica",NA,NA,NA,NA,NA,NA,"Vogel","Handro, O","s.n.","1917","10","20","São Paulo","-46.5299987792969","-23.6599998474121",NA,NA,NA,"Santo André","27258","auto",NA,NA,NA,"1952","08",NA,NA,NA,NA
"69","2019-11-21 10:06:18-03","IBt","SP","8480","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Hoehne, FC",NA,"Brasil","Alto da Serra, Estação Biológica",NA,NA,NA,NA,NA,NA,"Vogel","Ducke, A","s.n.","1925","02","23","São Paulo","-46.5299987792969","-23.6599998474121",NA,NA,NA,"Santo André","27258","auto",NA,NA,NA,"1938",NA,NA,NA,NA,NA
"70","2019-11-21 10:06:18-03","IBt","SP","8480a","Carpo","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Hoehne, FC",NA,"Brasil","Alto da Serra, Estação Biológica",NA,NA,NA,NA,NA,NA,"Vogel","Ducke, A","s.n.","1925","02","23","São Paulo","-46.5299987792969","-23.6599998474121",NA,NA,NA,"Santo André","27258","auto",NA,NA,NA,"1938",NA,NA,NA,NA,NA
"71","2019-11-21 10:06:18-03","IBt","SP","1247","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Hoehne, FC",NA,"Brasil","Butantan",NA,NA,NA,NA,NA,NA,"Vogel","Sartori, A","s.n.","1918","01","08","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"São Paulo","53584","auto",NA,NA,NA,"1997","12",NA,NA,NA,NA
"72","2019-11-21 10:06:18-03","IBt","SP","28688","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Hoehne, FC",NA,"Brasil","Parque do Estado, Jardim Botânico",NA,NA,NA,"SP027624",NA,NA,"Vogel","Custodio Filho, A","s.n.","1932","01","12","São Paulo","-46.6300010681152","-23.5400009155273","SP027624",NA,NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:06:18-03","IBt","SP","31830","S","Plantae","Fabaceae","Ormosia","minor","Ormosia minor",NA,"Koscinsky, M",NA,"Brasil","Serra da Cantareira",NA,NA,NA,"SP027623",NA,NA,"Vogel","Ducke, A","250",NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","SP027623",NA,NA,"São Paulo","53584","auto",NA,NA,NA,"1938",NA,NA,NA,NA,NA
