"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"94","2021-04-07 11:43:19-03","UFMS","CGMS","5834","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.",NA,"A.L. Costa",NA,"1959","11",NA,NA,"Brasil","Bahia","Bahia","Margem da estrada de rodagem entre Baixa Grande e Ipirá.",NA,NA,NA,NA,"CGMS1014852",NA,NA,NA,NA,NA,NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-27 13:48:14-03","UFS","ASE","20403","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Déda, RM","Déda, RM; Santos, LAS","63","2011","04","11","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia, Trilha para Olho D'água","-37.684167","-9.805278",NA,"Possui como sinônimo o Croton tricolor.; Possui como sinônimo o Croton tricolor.; Caatinga","ASE0011308","ASE0011308",NA,NA,NA,NA,"-37.684167","-9.805278","2012","09",NA,NA,"05",NA,NA,NA,NA,NA
"96","2019-11-27 13:48:14-03","UFS","ASE","13161","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.",NA,"Cruz, MCS","ASE13161",NA,NA,NA,"Southern America","Brasil","Sergipe","Canindé de São Francisco",NA,"-37.789167","-9.66",NA,"Caatinga","ASE0021456",NA,NA,NA,NA,NA,"-37.789167","-9.66","2019","09",NA,NA,"13",NA,NA,NA,NA,NA
"97","2019-11-27 13:48:14-03","UFS","ASE","16894","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Machado, WJ","Machado, WJ; Gomes, LA; Santos, V; Jesus, JB","208","2010","02","09","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278",NA,"Arbusto ca. 3m, folhas simples e alternas, inflorescência com flores masculinas e femininas, 5 sépalas verdes.; Arbusto ca. 3m, folhas simples e alternas, inflorescência com flores masculinas e femininas, 5 sépalas verdes.; Caatinga (","ASE0011276","ASE0011276",NA,NA,NA,NA,"-37.684167","-9.805278","2011","01",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-27 13:48:14-03","UFS","ASE","16902","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Machado, WJ","Machado, WJ; Gomes, LA; Jesus, JB","216","2010","03","03","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278",NA,"Arbusto ca. 2,00m, folhas simples e alternas, inflorescência paniculiforme com flores aromáticas visitadas por abelhas. Flor com 5 sépalas e 12 estames, ambos amarelo-esverdeados. Flores maduras na base e em botões no ápice da inflore","ASE0011277","ASE0011277",NA,NA,NA,NA,"-37.684167","-9.805278","2011","01",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-27 13:48:14-03","UFS","ASE","17561","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Machado, WJ","Machado, WJ; Santos, LAS; Suzarte, FB","284","2010","03","29","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278",NA,"Folhas simples e alternas, inflorescência com flores brancas, frutos imaturos (verdes) trilobados.; Folhas simples e alternas, inflorescência com flores brancas, frutos imaturos (verdes) trilobados.; Brejo de Altitude (trilha)","ASE0011279","ASE0011279",NA,NA,NA,NA,"-37.684167","-9.805278","2011","01",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-27 13:48:14-03","UFS","ASE","20402","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Déda, RM","Déda, RM; Santos, LAS","67","2011","04","11","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia, Trilha para Olho D'água","-37.684167","-9.805278",NA,"Caatinga","ASE0011307","ASE0011307",NA,NA,NA,NA,"-37.684167","-9.805278","2012","11",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-27 13:48:14-03","UFS","ASE","21976","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Carneiro-Torres, DS","Harley, RM; Giulietti, AM; Neto, A","54794","2004","02","03","Southern America","Brasil","Bahia","Rio de Contas","Estrada para a Fazenda Marion, de Rio das Contas.","-41.756944","-13.627222",NA,"Arbusto até 2m alt. Folhas discolores, a face superior verde e a inferior prateada. Flor masculina com pedicélo e sépalas externamente creme com pontos acastanhados, sépalas internamente, filetes e anteras cremes. Na beira da estrada.","ASE0028309","ASE0028309",NA,NA,NA,NA,"-41.756944","-13.627222","2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-27 13:48:14-03","UFS","ASE","41582","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Brandão, ECTA","Santos, SA","1","2019","05","24","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.4979","9.9305",NA,"Erva. Caule esbranquiçado. Folhas denteadas. Flores reunidas em inflorescência.; Caatinga","ASE0043096",NA,NA,NA,NA,NA,"-37.4979","9.9305","2019","06",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-27 13:48:14-03","UFS","ASE","28524","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Silva, BD","Farias, MCV; Santos, E; Costa, AF; Maciel, B; Moreno, G","352","2013","06","07","Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda Zezé Rocha","-37.734222","-11.033222",NA,"Mata de transição","ASE0001067","ASE0001067",NA,NA,NA,NA,"-37.734222","-11.033222","2013","07",NA,NA,"23",NA,NA,NA,NA,NA
"104","2019-11-27 13:48:14-03","UFS","ASE","36172","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Hurbath, F","Silva, CG","16","2011","01","29","Southern America","Brasil","Ceará","Milagres","Fazenda Nazaré","-38.54266","-7.1752",NA,"Árvore de 2 m. Folhas membranáceas de cor verde claro com parte inferior metalica, pelos esbranquiçados, flor branca. Solo: Arenoso-argiloso.&nf;&nf;;","ASE0039409",NA,NA,NA,NA,NA,"-38.54266","-7.1752","2013","07",NA,NA,"03",NA,NA,NA,NA,NA
"105","2019-11-27 13:48:14-03","UFS","ASE","24135","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Déda, RM","Campos, DA; Matos, GMA; Farias, MCV","71","2012","03","15","Southern America","Brasil","Sergipe","Riachão do Dantas",NA,"-37.724722","-11.068889",NA,"Botões verdes. Inflorescencia branca.; Botões verdes. Inflorescencia branca.","ASE0011327","ASE0011327",NA,NA,NA,NA,"-37.724722","-11.068889","2012","09",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-05-26 14:30:36-03","UFCG","CSTR","3091","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Mull. Arg.",NA,"Buril, M.T.; Rodrigues, R.; Mendes, K.; Chagas, E. & Lavour, P.","450","2010","03","21",NA,"Brasil","Pernambuco","São Caetano","Caatinga arbustiva-arbórea","-36.186861","-8.239361",NA,"Arbusto; RPPN Pedra do cachorro",NA,NA,"730","730",NA,NA,"-36.186861","-8.239361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-05-26 14:30:36-03","UFCG","CSTR","6656","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Mull. Arg.","Silva, F.G.","Silva, F.G.; Pontes, R.A.","180","2016","09","15",NA,"Brasil","Bahia","Morro do Chapéu","Buraco do Possidônio.","-41.270278","-11.648333",NA,"Arbusto ca 1m alt., folhas discolores, face abaxial prata adaxial verde, botões florais cremes.; Cerca de 200m após a porteira.",NA,NA,"980","980",NA,NA,"-41.270278","-11.648333","2016","09",NA,NA,"15",NA,NA,NA,NA,NA
"108","2020-05-26 14:30:36-03","UFCG","CSTR","798","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Mull. Arg.","Lucena, M.F.A.","Sampaio G; Bonilla, O.H.","s.n.","2010","03","24",NA,"Brasil","Ceará","Fortaleza",NA,"-38.543098449707","-3.71722006797791",NA,"UECE, Campus de Itaperi.",NA,NA,NA,NA,NA,NA,NA,NA,"2010","06","19924","auto","08",NA,NA,NA,NA,NA
"109","2020-05-26 14:30:36-03","UFCG","CSTR","1531","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Mull. Arg.","Lucena, M.F.A.","Souza, J.M.","26","2010","12","11",NA,"Brasil","Paraíba","Maturéia","Brejo de altitude; substrato (solo): Argiloso","-37.3513984680176","-7.26694011688232",NA,"Arbusto.; Parque Estadual Pico do Jabre; interior da mata.",NA,NA,NA,NA,NA,NA,NA,NA,"2010","12","10167","auto","11",NA,NA,NA,NA,NA
"110","2021-03-01 16:29:31-03","UNICAMP","UEC","163960","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.",NA,"Colaço, M","125","2006","04","27",NA,"Brazil","Bahia","Paulo Afonso","Aldeia Serrota","-38.483333","-9.333333",NA,"Arbórea-arbustiva com palmeiras.","UEC092266","UEC092266",NA,NA,NA,NA,"-38.483333","-9.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-08-20 10:11:13-03","UNICAMP","UEC","73900","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.",NA,"Webster, GL; Dehgan, B; Queiroz, L","25682","2006","11","16",NA,"Brazil","Bahia","Valente","Caatinga scrub 3 km NE of Valente, elev ca. 400 m.","-39.45","-11.383333",NA,"Fairly common shrub 2,0-3,0 m high; lvs. whitish ben.; fls. whitish.","UEC142509","UEC142509",NA,NA,NA,NA,"-39.45","-11.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-08-20 10:11:21-03","UNICAMP","UEC","88621","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Caruzo, MBR","Souza, JP; Souza, VC","359","1996","02","14",NA,"Brazil","São Paulo","Teodoro Sampaio","Formação arbóreo-arbustiva com Cereus como elemento de destaque","-52.1599998474121","-22.5300006866455",NA,"Arbusto, ca. 2 m alt.; frutos imaturos verdes.","UEC147706","UEC147706",NA,NA,NA,NA,NA,NA,"2006","09","54606","auto",NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:29:36-03","UNICAMP","UEC","167436","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Caruzo, MBR","Caruzo, MBR; Mendonça, LR","85","2005","02","21",NA,"Brazil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo. estrada do Engenheiro Bráulio, próximo a antiga estrada de ferro. Mata mesófila semidecídua com cereus com elementos de destaque. Beira de mata.","-52.1599998474121","-22.5300006866455",NA,"Arbustos ca. 2,5 m alt.; folhas fortementes discolores, prateadas na face abaxial; flores alvas. Presença de abelhas jataí. folhas (maceradas) com odor agradável.","UEC091437","UEC091437",NA,NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"114","2019-11-19 14:06:44-03","UFRPE","PEUFR","39055","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll. Arg.","S.I. da Silva","A.C.O. Silva; S.I. da Silva","21","2003","06","30",NA,"Brasil","Pernambuco","São Caetano",NA,NA,NA,NA,NA,"PEUFR039055",NA,NA,NA,NA,NA,NA,NA,"2003","06",NA,NA,"30",NA,NA,NA,NA,NA
"115","2019-11-19 14:06:52-03","UFRPE","PEUFR","39650","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Y. Rossine","S.I. Silva","347","1994","03","22",NA,"Brasil","Pernambuco","Ibimirim","Margem esquerda da estrada para Serra Negra; km120","-37.69","-8.540833",NA,"Arbusto com cerca de 1,80m de altura; formando uma aglomeração de cerca de 10m de extensão; coordenadas geográficas do município.","PEUFR039650",NA,NA,NA,NA,NA,"37°41'24W","08°32'27S","2019","08",NA,NA,"02",NA,NA,NA,NA,NA
"116","2019-11-19 14:06:52-03","UFRPE","PEUFR","50036","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","M.D. Barbosa","M.D. Barbosa; G.T. Duarte","10","2009","03","29",NA,"Brasil","Pernambuco","Arcoverde-Ipojuca","Fazenda Cavalcanti",NA,NA,NA,"Arbusto com 3,60 m; 4 ramificações; CAB = 29,5 cm folhas simples; bordas lisas; verde escuro na parte superior e amarelo na parte inferior; ramos marrom escuro; flores em forma de espiga verde amarelado","PEUFR050036",NA,NA,NA,NA,NA,NA,NA,"2009","05",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-19 14:06:52-03","UFRPE","PEUFR","51505","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","C.G. Crepaldi","C.G. Crepaldi","26","2012","01","26",NA,"Brasil","Ceará","Jardim","Cacimbas","-39.298056","-7.5825",NA,"Arbusto, aproximadamente 3m de altura com flor amarelo claro.","PEUFR051505",NA,"944","944",NA,NA,"39°17'53''W","7°34'57''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-19 14:06:52-03","UFRPE","PEUFR","51516","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Y.R.L. Bezerra","C.G. Crepaldi","42","2012","02","09",NA,"Brasil","Ceará","Jardim","Cacimbas","-39.298056","-7.5825",NA,"Herbácea, aproximadamente 1,5m.","PEUFR051516",NA,"535","535",NA,NA,"39°17'53''W","7°34'57''S","2019","03",NA,NA,"14",NA,NA,NA,NA,NA
"119","2019-11-19 14:06:52-03","UFRPE","PEUFR","51520","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","C.G. Crepaldi","C.G. Crepaldi","57","2012","02","11",NA,"Brasil","Ceará","Crato","Casa Sede","-39.409444","-7.234167",NA,"Herbácea/arbusto, aproximadamente 1,5m de altura.","PEUFR051520",NA,"914","914",NA,NA,"39°24'34''W","7°14'03''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-19 14:06:52-03","UFRPE","PEUFR","51529","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","C.G. Crepaldi","C.G. Crepaldi","69","2012","04","04",NA,"Brasil","Ceará","Barbalha","Malhada Bonita","-39.304167","-7.311111",NA,"Herbácea; flores creme.","PEUFR051529",NA,"914","914",NA,NA,"39°18'15''W","7°18'40''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-19 14:06:52-03","UFRPE","PEUFR","13361","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","A.P.S. Gomes","A.M. Miranda","279","1991","03","31",NA,"Brasil","Bahia","Morro do Chapeú",NA,"-41.1561012268066","-11.5500001907349",NA,"Suarbusto de flores alvas","PEUFR013361",NA,NA,NA,NA,NA,NA,NA,"2008","11","98143","auto",NA,NA,NA,NA,NA,NA
"122","2019-11-19 14:06:52-03","UFRPE","PEUFR","21843","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","F. Hurbath","L. C. Gomes","294","1992","09",NA,NA,"Brasil","Pernambuco","Paulista","Reserva Ecológica da Mata de Caetés","-34.8731002807617","-7.94083023071289",NA,"Arbusto ca. 1,8m de altura; folhas discolores, escura na face abaxial e acobreada na face adaxial; inflorescência e espigas","PEUFR021843",NA,NA,NA,NA,NA,NA,NA,"2017","07","17375","auto","05",NA,NA,NA,NA,NA
"123","2019-11-19 14:06:52-03","UFRPE","PEUFR","39378","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","A.P.S. Gomes","M.R. Del'arco",NA,"1978","12","15",NA,"Brasil","Piauí","São Raimundo Nonato",NA,"-42.6994018554688","-9.01527976989746",NA,NA,"PEUFR039378",NA,NA,NA,NA,NA,NA,NA,"2008","11","45407","auto",NA,NA,NA,NA,NA,NA
"124","2019-11-19 14:06:52-03","UFRPE","PEUFR","39801","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","A.P.S. Gomes","D. Moura; R.A. Silva","1112","2008","03","28",NA,"Brasil","Sergipe","Canindé de São Francisco","Fazenda Poço Verde","-37.7893981933594","-9.65999984741211",NA,"Arbusto ca. de 2,5 m de alt.; flor masculina esverdeada; quando passada verde amarronzada; caule marrom","PEUFR039801",NA,NA,NA,NA,NA,NA,NA,"2008","11","38828","auto",NA,NA,NA,NA,NA,NA
"125","2020-04-22 16:19:19-03","UFPB","JPB","20850","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.",NA,"Agra, MF; Baracho, GS; Rocha, EA; Formiga, S; Castro, C","2716","1994","02","25","Southern America","Brasil","Paraíba","Teixeira","Pico do Jabre, Serra de Teixeira.","-37.139444","-7.186111",NA,"; HABITAT: Vegetação arbustivo-arbórea, semicaducifolia, subxerofítica, c/ elementos da caatinga e da mata úmida.; DESC: Folhas discolores; superfície inf. dourada.",NA,NA,"1190","1190",NA,NA,"-37.139444","-7.186111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-06-29 23:03:17-03","UFPB","JPB","20215","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.",NA,"Agra, MF; Fragoso, AB","2125","1993","05","26","Southern America","Brasil","Paraíba","Patos",NA,"-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA
"127","2020-04-22 16:19:24-03","UFPB","JPB","56409","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Carneiro-Torres, DS","Harley, RM; Giulietti, AM; Neto, A","54794","2004","02","03","Southern America","Brasil","Bahia","Rio de Contas","Estrada para a Fazenda Marion, de Rio de Contas.","-41.756944","-13.627222",NA,"; HABITAT: Caatinga arbórea e arbustiva na beira da estrada.; DESC: Arbusto até 2 m de alt.Folhas discolores, a face superior verde e a inferior prateada. Flor masculina com pedicelo e sépala externamente creme com pontos acastanhados","JPB0056409",NA,NA,NA,NA,NA,"-41.756944","-13.627222","2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-04-22 16:19:24-03","UFPB","JPB","59586","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Hurbath, F","Jardim, JG; Jardim, AB; W.M.B. São-Mateus","6238","2012","04","30","Southern America","Brasil","Rio Grande do Norte","Portalegre","Rod. para Serrinha dos Pintos ca. 2 Km","-38.004778","-6.024389",NA,"Arvoreta ca. 4 m alt. Folhas discolores, verde com a face inferior branca. Frutos imaturos ferrugíneos.; HABITAT: Floresta estacional semidecídua.; DESC: Arvoreta ca. 4 m alt. Folhas discolores, verde com a face inferior branca. Fruto","JPB0059586",NA,"624","624",NA,NA,"-38.004778","-6.024389","2017","07",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-04-22 16:19:24-03","UFPB","JPB","40130","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","Hurbath, F","Melo, AV de; Alves-Araújo, AG; Alves, M","246","2008","04","02","Southern America","Brasil","Bahia","Paulo Afonso","Estação Ecológica do Raso da Catarina, Mata da Pororoca.","-38.2146987915039","-9.40610980987549",NA,"; HABITAT: Caatinga arbórea.; DESC: Subarbusto com frutos imaturos verdes. Folhas glabras.",NA,NA,NA,NA,NA,NA,NA,NA,"2017","07","44772","auto",NA,NA,NA,NA,NA,NA
"130","2019-08-16 08:39:16-03","UTFPR","HCF","19587","S","Plantae",NA,NA,"Euphorbiaceae","Croton","tricolor","Croton tricolor","Klotzsch ex Baill.","J. Cordeiro","P. Bohrer",NA,"2013","06","21",NA,"Brasil","PE","Tacaratu",NA,"-38.1492004394531","-9.10527992248535",NA,"arbusto de 1 m de altura. Ecótone de Caatinga e Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,"2014","03","51954","auto","27",NA,NA,NA,NA,NA
"131","2021-03-21 19:34:16-03","UFC","EAC","45000","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Loiola, M.I.B.; Nunes, E.","Silveira, E.R.","s.n.","2009","02","28","Southern America","Brasil","Bahia","Jacobina",NA,"-40.5182991027832","-11.1806001663208",NA,"Arbusto, flor em botão","EAC0045000","EAC0045000",NA,NA,NA,NA,NA,NA,"2009","08","62396","auto","06",NA,NA,NA,NA,NA
"132","2021-03-21 19:34:16-03","UFC","EAC","11969","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Nunes, E.","Viana, F.A.","s.n.","1983","04","06","Southern America","Brasil","Ceará","Aiuaba","Estação Ecológica","-40.1236000061035","-6.57360982894897",NA,"Árvore de 5m; Flor branca.; Capoeira","EAC0011969","EAC0011969",NA,NA,NA,NA,NA,NA,"1983","07","68662","auto","13",NA,NA,NA,NA,NA
"133","2021-03-21 19:34:16-03","UFC","EAC","8236","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Fernandes, A.","Figueiredo, M.A.","s.n.","1980","03","21","Southern America","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba","-40.1236000061035","-6.57360982894897",NA,"Árvore de 4 a 6m.; Carrasco","EAC0008236","EAC0008236",NA,NA,NA,NA,NA,NA,"1980","04","68662","auto","02",NA,NA,NA,NA,NA
"134","2021-03-21 19:34:16-03","UFC","EAC","17490","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Fernandes, A.","Figueiredo, M.A.; et al.","145","1991","04","12","Southern America","Brasil","Ceará","Aiuaba","Gameleira de Baixo","-40.1236000061035","-6.57360982894897",NA,"Arbusto.; Caatinga","EAC0017490","EAC0017490",NA,NA,NA,NA,NA,NA,NA,NA,"68662","auto",NA,NA,NA,NA,NA,NA
"135","2021-03-21 19:34:16-03","UFC","EAC","8877","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Fernandes, A.; Bezerra, P.","Figueiredo, M.A.","s.n.","1980","07","15","Southern America","Brasil","Ceará","Aiuaba","Serra bonita","-40.1236000061035","-6.57360982894897",NA,"Arbusto.; Caatinga","EAC0008877","EAC0008877","620","620",NA,NA,NA,NA,"1980","08","68662","auto","12",NA,NA,NA,NA,NA
"136","2021-03-21 19:34:16-03","UFC","EAC","16895","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Fernandes, A.","Figueiredo, M.A.; et al.","50","1991","03","20","Southern America","Brasil","Ceará","Aiuaba","Serra da Gameleira","-40.1236000061035","-6.57360982894897",NA,"Arbusto","EAC0016895","EAC0016895",NA,NA,NA,NA,NA,NA,NA,NA,"68662","auto",NA,NA,NA,NA,NA,NA
"137","2021-03-21 19:34:16-03","UFC","EAC","27600","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Fernandes, A.; Nunes, E.","Cavalcanti, F.S.","s.n.","1999","03","24","Southern America","Brasil","Ceará","Crato","Chapada do Araripe","-39.4094009399414","-7.23416996002197",NA,"Arbusto; Flor branca.","EAC0027600","EAC0027600",NA,NA,NA,NA,NA,NA,"1999","04","30071","auto","14",NA,NA,NA,NA,NA
"138","2021-03-21 19:34:16-03","UFC","EAC","45649","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Lima-Verde, L.W.","Lima-Verde, L.W.","2045","2000","03","29","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197",NA,"Arbusto, 2m; flor branca.; Carrasco","EAC0045649","EAC0045649",NA,NA,NA,NA,NA,NA,"2000","12","30071","auto","06",NA,NA,NA,NA,NA
"139","2021-03-21 19:34:16-03","UFC","EAC","15804","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Fernandes, A.","S/C","s.n.","1986","01",NA,"Southern America","Brasil","Ceará","Fortaleza","Itaperi","-38.543098449707","-3.71722006797791",NA,NA,"EAC0015804","EAC0015804",NA,NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA
"140","2021-03-21 19:34:16-03","UFC","EAC","19501","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","argyrophylloides","Croton argyrophylloides","Müll.Arg.","Fernandes, A.","Araújo, F.S.","375","1991","03","10","Southern America","Brasil","Ceará","Novo Oriente","Baixa fria, Pl. da Ibiapaba","-40.7742004394531","-5.53444004058838",NA,"Arbusto","EAC0019501","EAC0019501",NA,NA,NA,NA,NA,NA,NA,NA,"28544","auto",NA,NA,NA,NA,NA,NA
