"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","typeStatus"
"204","2019-10-07 09:34:16-03","UEFS","HUEFS","29340","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.M.","1875","1996","12","18",NA,"Brasil",NA,NA,"Campo limpo.","HUEFS0029340","Angiospermae","Myrtales","Cham.","Paraná","Rodovia Castro a Tibagi.","-50.0119018554688","-24.7910995483398",NA,NA,NA,"Castro",NA,"50779","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"205","2019-10-07 09:34:16-03","UEFS","HUEFS","237526","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Baumgratz, J.F.A.","1363","2014","06","04",NA,"Brasil",NA,NA,NA,"HUEFS0237526","Angiospermae","Myrtales","Cham.","São Paulo","Na zona de Amortecimento do Parque Nacional da Serra da Bocaina. Crescendo na entrada da estrada para a Pousada Campos da Bocaina, logo após sair da Trilha do Ouro, na borda de uma área de pastagem.","-44.625","-22.721389","1557","1557",NA,"São José do Barreiro",NA,NA,NA,NA,NA,NA,"44W37'30''","22S43'17''","Rosanae",NA,NA
"206","2019-10-07 09:34:16-03","UEFS","HUEFS","41641","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V.C.","3512",NA,NA,NA,NA,"Brasil",NA,NA,"Campo.","HUEFS0041641","Angiospermae","Myrtales","Cham.","São Paulo","Fazenda Santa Maria do Espinho.","-49.285833","-24.275556",NA,NA,"V.C.Souza","Itararé","HUEFS0041641",NA,NA,"1993","07",NA,"49W17'9''","24S16'32''","Rosanae",NA,NA
"207","2019-10-07 09:34:16-03","UEFS","HUEFS","76695","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V.C.","7376","1994","11","14",NA,"Brasil",NA,NA,"Campo natural com banhado e mata ciliar adjacentes.","HUEFS0076695","Angiospermae","Myrtales","Cham.","São Paulo","Estrada Itararé - Bonsucesso. Fazenda Santa maria do Espinho.","-49.263056","-24.261667",NA,NA,NA,"Itararé","HUEFS0076695",NA,NA,NA,NA,NA,"49W15'47''","24S15'42''","Rosanae",NA,NA
"208","2019-10-07 09:34:16-03","UEFS","HUEFS","9889","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Cordeiro, J.","684","1990","01","12",NA,"Brasil",NA,NA,NA,"HUEFS0009889","Angiospermae","Myrtales","Cham.","Paraná",NA,"-49.5283012390137","-25.4585990905762",NA,NA,NA,"Campo Largo",NA,"53742","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"209","2020-11-04 17:29:44-03","UEM","HUEM","35395","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Carmo, AAO","52","2019","04","02",NA,"Brasil",NA,NA,"Herbácea, entre gramíneas. Flores rosas; frutos coloração marrom.","HUEM000021226",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá., Campo abaixo da trilha dos quiosques, próximo ao riacho.","-50.257778","-24.565",NA,NA,"Carmo, AAO","Tibagi",NA,NA,NA,"2019","04",NA,"-50.257778","-24.565",NA,NA,NA
"210","2020-11-04 17:29:44-03","UEM","HUEM","5217","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, VC; Scaramuzza, CAM; Shimabukuro, MT","3512","1993","05","19",NA,"Brasil",NA,NA,"Arbusto, cerca 40 cm alt.; pétalas róseas; filetes e conectivos alvos; anteras amarelas ou vinho","HUEM000007096",NA,NA,"Cham.","São Paulo","Fazenda Santa Maria do Espinho, Campo","-49.285833","-24.275556",NA,NA,"Souza, VC","Itararé","HUEM000007096",NA,NA,"1993","07","13","-49.285833","-24.275556",NA,NA,NA
"211","2019-07-02 15:55:54-03","UEM","HUEM","11107","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","A.Soares; W.Maschio","285","1998","11","04",NA,"Brasil",NA,NA,"Botões florais; flores de coloração lilás;; Savana gramíneo-lenhosa","HUEM000007098",NA,NA,"Cham.","Paraná",NA,"-51.9906005859375","-26.4841995239258",NA,NA,"G.Hatschbach","Palmas","HUEM000007098","46666","auto","1999","03","04",NA,NA,NA,NA,NA
"212","2019-07-02 15:55:54-03","UEM","HUEM","4937","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","J.M.Silva; P.Ruas","1080","1992","02","28",NA,"Brasil",NA,NA,"Flores de coloração rosada; campo; depressões úmidas","HUEM000007099",NA,NA,"Cham.","Paraná","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"G.Hatschbach","Palmeira","HUEM000007099","35166","auto","1992",NA,NA,NA,NA,NA,NA,NA
"213","2019-07-02 15:55:54-03","UEM","HUEM","5006","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","G.Hatschabach; E. Barbosa","58174","1992","11","10",NA,"Brasil",NA,NA,"Zona de campo; encostas de solo turfoso úmido da borda do canyon; flores de coloração rosada; anteras de coloração creme","HUEM000007095",NA,NA,"Cham.","Paraná","Guartelá, Canyon Rio Iapó","-50.4136009216309","-24.5093994140625",NA,NA,"G.Hatschbach","Tibagi","HUEM000007095","56988","auto","1993",NA,NA,NA,NA,NA,NA,NA
"214","2019-07-02 15:55:54-03","UEM","HUEM","2918","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","R.S.Moro; e col.","653","1992","11","19",NA,"Brasil",NA,NA,"Herbácea, cerca de 20 cm de altura; corola de coloração lilás; frequente; campo cerrado","HUEM000007097",NA,NA,"Cham.","Paraná","Guartelá, Riacho do Pedregulho","-50.4136009216309","-24.5093994140625",NA,NA,"A.C. Cervi","Tibagi","HUEM000007097","56988","auto","1993","12",NA,NA,NA,NA,NA,NA
"215","2020-11-12 17:01:37-03","UEL","FUEL","25599","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hertel, R","s.n.","1948","01","06",NA,"Brasil",NA,NA,NA,"FUEL010175","Tracheophyta","Myrtales","Cham.","Paraná","Serra São Luiz","-49.5283012390137","-25.4585990905762",NA,NA,"Brade","Campo Largo",NA,"53742","auto","1948",NA,NA,NA,NA,NA,NA,NA
"216","2020-11-12 17:01:37-03","UEL","FUEL","6102","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Dias, MC; et al.","376","1988","12","05",NA,"Brasil",NA,NA,NA,"FUEL010171","Tracheophyta","Myrtales","Cham.","Paraná","Rio Diamante, Próx. Recanto Prainha","-49.7057991027832","-24.2511005401611","900","900","Pacheco, IA","Jaguariaíva",NA,"44368","auto","2014","07","23",NA,NA,NA,NA,NA
"217","2020-11-12 17:01:37-03","UEL","FUEL","7230","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Cordeiro, J; Manosso, A; et al.","250",NA,NA,NA,NA,"Brasil",NA,NA,NA,"FUEL010176","Tracheophyta","Myrtales","Cham.","Paraná","Rod. do Café","-50.0064010620117","-25.4293994903564",NA,NA,"Hatschbach, G","Palmeira",NA,"35166","auto","1986","08",NA,NA,NA,NA,NA,NA
"218","2020-11-12 17:01:37-03","UEL","FUEL","28828","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kinupp, VF; et al.","652","1997","07","26",NA,"Brasil",NA,NA,NA,"FUEL010174","Tracheophyta","Myrtales","Cham.","Paraná","300m após Viaduto Joaquim Murtinho, Piraí/Jaguariava.","-49.948600769043","-24.5261001586914",NA,NA,"Pacheco, IA","Piraí do Sul",NA,"37171","auto","2014","07","23",NA,NA,NA,NA,NA
"219","2020-11-12 17:01:37-03","UEL","FUEL","14216","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Canevari, R; et al.","s.n.","1991","11","04",NA,"Brasil",NA,NA,NA,"FUEL010170","Tracheophyta","Myrtales","Cham.","Paraná","Canion do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Pacheco, IA","Tibagi",NA,"56988","auto","2014","07","23",NA,NA,NA,NA,NA
"220","2020-11-12 17:01:37-03","UEL","FUEL","14235","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Ana CSF; Carla CS; Elida P.B.; Elisangela J.S.; Patricia C.P.","24","1994","11","04",NA,"Brasil",NA,NA,NA,"FUEL010173","Tracheophyta","Myrtales","Cham.","Paraná","Canion do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Pacheco, IA","Tibagi",NA,"56988","auto","2014","07","23",NA,NA,NA,NA,NA
"221","2020-11-12 17:01:37-03","UEL","FUEL","28938","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","A.V. de Melo; et al.","s.n.","1997","11","15",NA,"Brasil",NA,NA,NA,"FUEL010172","Tracheophyta","Myrtales","Cham.","Paraná","Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Pacheco, IA","Tibagi",NA,"56988","auto","2014","07","23",NA,NA,NA,NA,NA
"222","2020-11-12 17:01:37-03","UEL","FUEL","20855","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Moro, RS; et al.","653","1992","11","19",NA,"Brasil",NA,NA,NA,"FUEL010179","Tracheophyta","Myrtales","Cham.","Paraná","Canyon Guartelá- Riacho do Pedregulho, Riacho do Pedregulho","-50.4136009216309","-24.5093994140625",NA,NA,"Cervi, AC","Tibagi",NA,"56988","auto","1993","12",NA,NA,NA,NA,NA,NA
"223","2020-11-12 17:01:37-03","UEL","FUEL","28888","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kinupp, VF","264","1997","02","10",NA,"Brasil",NA,NA,NA,"FUEL010169","Tracheophyta","Myrtales","Cham.","Paraná","Parque Estadual Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Pacheco, IA","Tibagi",NA,"56988","auto","2014","07","23",NA,NA,NA,NA,NA
"224","2020-11-12 17:01:37-03","UEL","FUEL","7831","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Dias, MC; et al.","473","1989","12","12",NA,"Brasil",NA,NA,NA,"FUEL010177","Tracheophyta","Myrtales","Cham.","Paraná","Sítio Estrela, Saltinho do Vale do Rio Iapó","-50.4136009216309","-24.5093994140625","1","1","Martins, E","Tibagi",NA,"56988","auto","1993","05","10",NA,NA,NA,NA,NA
"225","2020-11-12 17:01:37-03","UEL","FUEL","7849","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Vieira, AOS; et al.","387","1989","12","12",NA,"Brasil",NA,NA,NA,"FUEL010178","Tracheophyta","Myrtales","Cham.","Paraná","Sítio Estrela, Saltinho do Vale do Rio Iapó","-50.4136009216309","-24.5093994140625","1","1","Martins, E","Tibagi",NA,"56988","auto","1993","05","10",NA,NA,NA,NA,NA
"226","2019-11-01 15:04:00-03","UnB","UB","181304","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R; Nakajima, JN; Farinaccio, MA; Miranda, VFO","4023","1997","04","16","Southern America","Brasil",NA,NA,"Subarbusto 0,3 m.; corola rósea com a base creme; estames amarelos.; Campo limpo, solo hidromórfico.",NA,"Dicotyledoneae",NA,"Cham.","Minas Gerais","Nascente do córrego dos Peixes, Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R","São Roque de Minas",NA,"57119","auto","2012","03",NA,NA,NA,NA,NA,NA
"227","2019-11-01 15:04:00-03","UnB","UB","149468","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Ribas, OS","2813","1998","11","02","Southern America","Brasil",NA,NA,"Flor rosada.; Ereta.; Cerrado.",NA,"Dicotyledoneae",NA,"Cham.","Paraná ","Fazenda Santa Rita.","-49.948600769043","-24.5261001586914",NA,NA,"Hatschbach, G","Piraí do Sul",NA,"37171","auto","1998",NA,NA,NA,NA,NA,NA,NA
"228","2019-10-03 10:03:55-03","UFSCar","SORO","5361","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V.C.; Yamamoto, K.; Stehmann, J.R.; Dutilh, J.A.","4815","1993","11","26",NA,"Brasil",NA,NA,"Arbusto, 50 cm alt.; pétalas róseas, filetes alvos, anteras amarelas.",NA,NA,NA,"Cham.","São Paulo","Estrada Itararé- Bonsucesso, Fazenda Ibiti (Ripasa). Campo alagável na beira do Rio Verde. 1200 msm.","-49.266667","-24.233333",NA,NA,NA,"Itararé",NA,NA,NA,NA,NA,NA,"49°16'W","24°14'S",NA,NA,NA
"229","2019-10-03 10:03:55-03","UFSCar","SORO","2801","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","702","1997","12","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","São Paulo","Fazenda Santa Maria do Espinho e Saco grande","-49.259722","-24.270556",NA,NA,NA,"Bom Sucesso de Itararé",NA,NA,NA,NA,NA,NA,"49°15'35''W","24°16'14''S",NA,NA,NA
"230","2019-10-03 10:03:55-03","UFSCar","SORO","2800","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V.C.; Yamamoto, K.; Stehmann, J.R.; Dutilh, J.A.","4740","1993","09","27",NA,"Brasil",NA,NA,"Campo natural atingido por fogo há 4 meses",NA,NA,NA,"Cham.","São Paulo","Fazenda Espinho","-49.3400001525879","-24.1100006103516",NA,NA,NA,"Itararé",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-05-06 11:59:23-03","UFU","HUFU","5054","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Nakajima, J.N.; Romero, R.","191","1994","02","23",NA,"Brasil",NA,NA,"Herbácea, ca. 0,3 m. Corola rósea, base branca. Anteras maiores vinho, menores e conectivo amarelos.; Campo rupestre.","HUFU00037767",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Colina da nascente do São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"232","2019-05-06 11:59:23-03","UFU","HUFU","8265","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N.; Zanini, E. & Cesar, R.","1995","1995","03","17",NA,"Brasil",NA,NA,"Herbáceo, ca. 0,3 m. Corola rósea e estames amarelados.; Campo limpo 5 meses após queimada.","HUFU00037760",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para Sacramento, vale da nascente do Rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"233","2019-05-06 11:59:23-03","UFU","HUFU","7464","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; et al.","1797","1995","01","13",NA,"Brasil",NA,NA,"Herbácea, ca. 0,4 m. Corola rósea, base creme e estames amarelos.; Campo rupestre solo hidromórfico.","HUFU00037763",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, próximo à torre de observação.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"234","2019-05-06 11:59:23-03","UFU","HUFU","23739","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Nakajima, J.N.; Romero, R. & Farinaccio, M.A.","2567","1997","06","24",NA,"Brasil",NA,NA,"Subarbusto, ca. 0,5 m. Corola rósea, base creme-esverdeada. Estames amarelados.; Campo úmido, borda de capão.","HUFU00037755",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Guarita de Sacramento, captação de água.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"235","2019-05-06 11:59:23-03","UFU","HUFU","9341","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2416","1995","07","15",NA,"Brasil",NA,NA,"Herbácea, ca. 0,3 m. Corola rósea, anteras vinho, filetes, conectivos e anteras amarelas.; Campo limpo.","HUFU00037765",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"236","2019-05-06 11:59:23-03","UFU","HUFU","23737","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Nakajima, J.N.; Ressel, K. & Guimarães, F.A.G.","1888","1996","07","09",NA,"Brasil",NA,NA,"Subarbusto, ca. 0,3 m. Cálice esverdeado, corola rósea, base branca. Filetes amarelados, anteras avermelhadas e estilete creme.; Campo rupestre.","HUFU00037766",NA,NA,"Cham.","Minas Gerais","Serra atrás a nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"237","2019-05-06 11:59:23-03","UFU","HUFU","65747","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.M.; Barbosa, E. & Cunha, E.M.","5114","2006","10","13",NA,"Brasil",NA,NA,"Ereta. Flor púrpurea.; Campo limpo, levemente úmido.","HUFU00061032",NA,NA,"Cham.","Paraná","Estrada para o Parque do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Jaguariaíva","HUFU00061032","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-05-06 11:59:23-03","UFU","HUFU","19248","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Stehmann, J.R.; Semir, J.","2253","1995","02","21",NA,"Brasil",NA,NA,"Arbusto.","HUFU00061030",NA,NA,"Cham.","Paraná","Quartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Romero, R.","Tibagi","HUFU00061030","56988","auto","2001","03",NA,NA,NA,NA,NA,NA
"239","2020-11-27 11:33:51-03","UFU","HUFU","68856","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Versian, A.F.A.; Echternacht, L.; Oliveira, L.F.A. & Freitas, M.S.","648","2014","05","29",NA,"Brasil",NA,NA,"Subarbusto, ca.0,2m alt. Hipanto e lacínias do cálice verde, estames maiores róseo-alaranjados a marrons, menosres amarelos.; Campo limpo.","HUFU00037674",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra Canastra, Alto da trilha para o mirante da Casca Danta.","-46.535556","-2.033889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.535556","-2.033889",NA,NA,NA
"240","2019-05-06 11:59:23-03","UFU","HUFU","68413","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Delfini, C.; Romão, G.O. & Rigon, J.","494","2012","05","16",NA,"Brasil",NA,NA,"Subarbuto, ca. 40 cm alt.; flores róseas, androceu amarelo.; Cerrado altitude.","HUFU00037644",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Proximidades da nascente do Rio São Francisco.","-46.840556","-20.395278","1397","1397","Versiane, A.F.A.","São Roque de Minas",NA,NA,NA,"2014","07",NA,"-46.840556","-20.395278",NA,NA,NA
"241","2019-05-06 11:59:23-03","UFU","HUFU","10427","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Nakajima, J.N.; Romero, R.; Zanini, E. & Simão, D.G.","1464","1995","11","19",NA,"Brasil",NA,NA,"Subarbusto, ca. 0,4 m. Pétalas róseas com a base creme, anteras maiores vermelhas, menores e conectivos amarelos.; Campo rupestre.","HUFU00037761",NA,NA,"Cham.","Minas Gerais","Base do morro próximo a sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"242","2019-05-06 11:59:23-03","UFU","HUFU","23749","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N.","3512","1996","05","27",NA,"Brasil",NA,NA,"Subarbusto, ca. 0,4 m. Corola rósea, base creme, anteras meiores avermelhadas, anteras menores, conectivos e filetes amarelados.; Campo limpo, solo pedregoso.","HUFU00037754",NA,NA,"Cham.","Minas Gerais","Nascente do rio São Francisco","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1998","08",NA,NA,NA,NA,NA,NA
"243","2019-05-06 11:59:23-03","UFU","HUFU","5367","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","272","1994","04","17",NA,"Brasil",NA,NA,"Herbácea, ca. 0,3 m. Corola rósea com a base creme, estames amarelos.; Campo úmido, próximo ao Vale do Rio São Fancisco.","HUFU00037764",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"244","2019-05-06 11:59:23-03","UFU","HUFU","5358","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","864","1994","04","16",NA,"Brasil",NA,NA,"Herbácea, ca. 0,2 m. Corola rósea, base das pétalas creme.; Campo rupestre.","HUFU00037759",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"245","2019-05-06 11:59:23-03","UFU","HUFU","5055","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N.","644","1994","02","20",NA,"Brasil",NA,NA,"Herbáceo, ca. 0,2 m. Corola rósea, internamente creme. Anteras dos estames maiores vinho, anteras menores, conectivos, filetes amarelados.; Campo rupestre.","HUFU00037753",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Base da colina próximo à sede.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"246","2019-05-06 11:59:23-03","UFU","HUFU","8470","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Nakajima, J.N.; Romero, R.; Cesar, R. & Zanini, E.","943","1995","03","20",NA,"Brasil",NA,NA,"Herbáceo, ca. 0,3 m. Corola rósea, base creme e estames amarelados.; Campo limpo. Solo pedregoso.","HUFU00037751",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para a Cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"247","2019-05-06 11:59:23-03","UFU","HUFU","5076","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N.","715","1994","02","24",NA,"Brasil",NA,NA,"Arbusto, ca. 0,4 m. Corola rósea, base branca, anteras maiores vinho, estames menores e conectivo amarelo.; Campo em solo pedregoso.","HUFU00037758",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"248","2019-05-06 11:59:23-03","UFU","HUFU","5783","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N.","1074","1994","06","28",NA,"Brasil",NA,NA,"Subarbusto, ca. 0,5 m. Corola pink e na base das pétalas creme, anteras maiores vinho, menores, todos os conectivos e filetes amarelos.; Campo limpo.","HUFU00037762",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
"249","2019-05-06 11:59:23-03","UFU","HUFU","23751","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N.","3756","1996","11","19",NA,"Brasil",NA,NA,"Subarbusto, ca. 0,4 m. Corola rósea.; Campo hidromórfico.","HUFU00037768",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Guarita de Sacramento, próximo a captação de água.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1998","08",NA,NA,NA,NA,NA,NA
"250","2019-05-06 11:59:23-03","UFU","HUFU","23750","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; Nakajima, J.N.; Furlan, A. & Farinaccio, M.A.","3871","1997","02","19",NA,"Brasil",NA,NA,"Herbácea, ca. 0,3 m. Corola rósea, base creme, anteras maiores avermelhadas, anteras menores, conectivo e apêndice amarelos.; Campo rupestre.","HUFU00037752",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Morro próximo á nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1998","07",NA,NA,NA,NA,NA,NA
"251","2019-05-06 11:59:23-03","UFU","HUFU","7339","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Romero, R.; et al.","1673","1995","01","10",NA,"Brasil",NA,NA,"Herbácea, ca. 0,4 m. Corola rósea, base creme, anteras menores, filetes e conectivos amarelos e anteras maiores vinho-avermelhados.; Campo rupestre.","HUFU00037757",NA,NA,"Cham.","Minas Gerais","Parque Nacional da Serra da Canastra, Morro próximo a sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,"Romero, R.","São Roque de Minas",NA,"57119","auto","1997","09",NA,NA,NA,NA,NA,NA
