"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","infraspecificEpithet","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters"
"11","2021-03-15 16:37:00-03","NY","NYBG","498499","PreservedSpecimen","Plantae","Magnoliophyta","Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","G. G. Hatschbach","P. I. Oliveira","690","1982","11","25","South America","Brazil","Paraná","Tamandaré","Barigui",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=219669' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","498412","PreservedSpecimen","Plantae","Magnoliophyta","Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","F. Zapata","T. M. Pedersen","12604","1979","12","02","South America","Brazil","Rio Grande do Sul","Sao Lourenço do Sul","Main road from Pelotas to Pôrto Alegre, between arroio S. Isabel & R. Camaguá (km 167)","-51.9781","-31.3656","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498412","NY00498412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","498559","PreservedSpecimen","Plantae","Magnoliophyta","Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"O. Handro","818","1958","10","13","South America","Brazil","São Paulo","Sao Paulo","Sao paulo, nativa no Jardim Botânico","-46.618358","-23.646109","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=219670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498559","NY00498559_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:19:36-03","UFRJ","RFA","9176","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"G.G. Hatschbach","15438","1966","12","13",NA,"Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,"Subarbusto; flor alva","RFA48683",NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:05:22-03","NBC","NL-BOTANY","AMD.65782","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Weevers T",NA,"1925","05","01","Southern America","Brazil",NA,NA,"Serra Mahaya.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.65782 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD65782","NL-AMD65782",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.1849807","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Rambo B",NA,"1950","12","18","Southern America","Brazil",NA,NA,"RGS, Taimbèzinho prope São Francisco de Paula.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1849807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1849807","NL-L1849807",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.1849810","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Hatschbach GG",NA,"1966","12","13","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Palmas, Palmas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1849810 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1849810","NL-L1849810",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.1849811","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Hatschbach GG",NA,"1961","10","24","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Arapoti, Rio das Cinzas, Barra do Perdizes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1849811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1849811","NL-L1849811",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.4160112","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Pedersen TM",NA,"1979","12","02","Southern America","Brazil",NA,NA,"Rio Grande do Sul, mun. Sao Lourenco do Sul: main road from Pelotas to Porto Alegre, between arroip S. Isabel & R. Camagua (km 167).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4160112 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4160112","NL-L4160112",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:05:22-03","NBC","NL-BOTANY","U.1340062","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Lindeman JC; Porto ML",NA,"1973","02","03","Southern America","Brazil",NA,NA,"Itaimbezinho, Mun. Cambara do Sul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340062 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1340062","NL-U1340062",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:05:22-03","NBC","NL-BOTANY","U.1340063","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Lindeman JC; Lindeman JC; Lindeman JC; Girardi AM",NA,"1971","12","03","Southern America","Brazil",NA,NA,"Taimbezinho, campo oposto a cachoeira.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340063 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1340063","NL-U1340063",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:05:22-03","NBC","NL-BOTANY","U.1340064","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Hatschbach GG",NA,"1961","10","24","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Arapoti, Rio das Cinzas, Barra do Perdizes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340064 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1340064","NL-U1340064",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:05:22-03","NBC","NL-BOTANY","U.1340065","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Widgren JF",NA,"1845","01","01","Southern America","Brazil",NA,NA,"Prov. Minas Geraes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1340065","NL-U1340065",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:05:22-03","NBC","NL-BOTANY","WAG.1930324","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Hatschbach GG",NA,"1966","12","13","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Palmas, Palmas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1930324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1930324","NL-WAG1930324",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:07:12-03","ESALQ","ESA","87608","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schldl.","Lima, M.I.R.G.","Cordeiro, I.","1758.0","1998","06","30",NA,"Brasil","São Paulo","Ibiuna",NA,"-47.2200012207031","-23.6499996185303",NA,NA,"ESA087608","ESA087608","43112","auto",NA,"1999","09","28",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:07:12-03","ESALQ","ESA","31482","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","Jarenkow, J.A.","Jarenkow, J.A.","1762.0","1990","10","27",NA,"Brasil","Rio Grande do Sul","Capão do Leão",NA,"-52.4838981628418","-31.7632999420166",NA,NA,"ESA031482","ESA031482","28605","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:07:12-03","ESALQ","ESA","31395","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","Lima, M.I.R.G.","Hoehne, F.C.",NA,"1917","11","16",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA031395",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:28:04-03","MN","R","30570","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Freire Allemão, F.",NA,NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,"R010053832","R010053832_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:33:34-03","MN","R","8841","PreservedSpecimen","Plantae",NA,NA,"Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"Glaziou, A.F.M.","8248 a","1876","01","05",NA,"Brasil","São Paulo","Bocaina",NA,"-48.5099983215332","-22.1299991607666",NA,"Plantas do Brasil Central","R000008841","R000008841_001","18396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-02-02 14:39:09-02","BGBM","B","B 10 0248103","S","Plantae",NA,NA,"Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"F. Sellow",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Brasilia australis.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100248103 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248103","B100248103",NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:32:53-03","IAP","PACA-AGP","85027","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","M.S. Marchioretto","Sehnem, A.","9014","1967","02","03",NA,"Brasil","RJ","Rio de Janeiro","Serra do Itatiaia - Ag. Negras","-43.2075004577637","-22.9027996063232",NA,"Sem material Habitat: Inter pedras","PACA085027",NA,"57442","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:32:53-03","IAP","PACA-AGP","69452","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","M. Sobral","J. A. Jarenkow","675","1987","01","22",NA,"Brasil","RS","Capão do Leão","Horto Botânico Ir, Teodoro Luís","-52.4838981628418","-31.7632999420166",NA,"Herbário PACA 9787 Habitat: Arvoreta em borda de estrada","PACA069452",NA,"28605","auto","Magnoliatae","1987","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:32:53-03","IAP","PACA-AGP","30903","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1946","01","01",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,"Det. E. chlorophylla, M.S. Marchioretto, 06031991 Habitat: In campestribus dumetosis Fenofase: estéril","PACA030903",NA,"49662","auto","Magnoliatae","1954","09","17",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:32:53-03","IAP","PACA-AGP","63291","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","Emrich-Rambo","Sacco","669","1957","11","27",NA,"Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,"E. chlorophylla, det. M.S. Marchioretto, 06031991. Habitat: In humidis Fenofase: flor","PACA063291",NA,"51462","auto","Magnoliatae","1958","09","17",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:32:53-03","IAP","PACA-AGP","70789","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","M.S. Marchioretto","O. Bueno","2827","1980","12","09",NA,"Brasil","RS","Pelotas","Horto Botânico","-52.3424987792969","-31.771900177002",NA,"Habitat: Em beira de mato em baixada úmda","PACA070789",NA,"51462","auto","Magnoliatae","1990","09","05",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:32:53-03","IAP","PACA-AGP","91933","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","A. Sehnem","Sehnem, A.","15913","1978","02","23",NA,"Brasil","RS","São Francisco de Paula","Potreiro Novo - Tainhas","-50.5835990905762","-29.4480991363525",NA,"epífita (na semper?). Hábito: arbustiva","PACA091933",NA,"76715","auto","Magnoliatae","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:32:53-03","IAP","PACA-AGP","72323","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","B. Rambo","Sehnem, A.","7728","1961","01","02",NA,"Brasil","RS","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525",NA,"Habitat: Herba in bacchariseto sp","PACA072323",NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:32:53-03","IAP","PACA-AGP","85028","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","M.S. Marchioretto","Sehnem, A.","13259","1973","01","09",NA,"Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"Sem material Habitat: Ad precipitium arbustulum","PACA085028",NA,"76715","auto","Magnoliatae","1997","09","30",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:32:53-03","IAP","PACA-AGP","54075","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1953","02","20",NA,"Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"Det. E. chlorophylla, M.S. Marchioretto, 06031991. Habitat: In campestribus dumetosis Fenofase: fruto maturo","PACA054075",NA,"76715","auto","Magnoliatae","1954","09","17",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:32:53-03","IAP","PACA-AGP","49390","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.",NA,"1950","12","18",NA,"Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"Det. E. chlorophylla, M.S. Marchioretto, 06031991. Habitat: Ad barathrum in campestribus Fenofase: flor","PACA049390",NA,"76715","auto","Magnoliatae","1954","09","17",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:32:53-03","IAP","PACA-AGP","48390","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","M.S. Marchioretto","Rambo, B.",NA,"1941","02","10",NA,"Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,"Habitat: In campestribus saxosis dumetosis Fenofase: flor","PACA048390",NA,"16452","auto","Magnoliatae","1991","03","06",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:32:53-03","IAP","PACA-AGP","4839","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","M.S. Marchioretto","Rambo, B.",NA,"1941","02","10",NA,"Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,"Habitat: In campestribus saxosis dumetosis Fenofase: flor","PACA004839",NA,"16452","auto","Magnoliatae","1991","03","06",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:32:53-03","IAP","PACA-AGP","56536","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","Emrich-Rambo","Rambo, B.","9011955",NA,NA,NA,NA,"Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,"Det. E. chlorophylla, M.S. Marchioretto, 06031991. Habitat: In saxosis dumetosis Fenofase: flor e fruto semievoluto","PACA056536",NA,"16452","auto","Magnoliatae","1955","04","09",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:32:53-03","IAP","PACA-AGP","85022","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","A. Sehnem SJ","Sehnem, A.","12394","1971","09","05",NA,"Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"Sem material Habitat: Arbustum ad taimbé","PACA085022",NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:32:53-03","IAP","PACA-AGP","50955","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.","Emrich-Rambo","Sehnem, A.","5147","1950","12","19",NA,"Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"Sem material Habitat: In campestribus ad barathrum Fenofase: flor subaperto","PACA050955",NA,"76715","auto","Magnoliatae","1954","09","17",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:35:29-03","UFJF","CESJ","62355","PreservedSpecimen","Plantae","Angiosperma",NA,"Escalloniaceae","Escallonia","chlorophylla","Escallonia chlorophylla","Cham. & Schltdl.",NA,"D.B. Falkenberg; F.A.Silva Filho","6008","1992","12","11","América do Sul","Brasil","Rio Grande do Sul","Cambará do Sul","Itaimbezinho, Altitude: 1000m.","-50.1446990966797","-29.0478000640869",NA,"Altura: 1,5m; Hábito: arbusto; Habitat: campo sujo na beira do perau; Flor: corola rosada, estames amarelos, estigma verde.","CESJ062355",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
