"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","typeStatus","fieldNumber","infraspecificEpithet","sex"
"45","2019-08-20 10:11:21-03","UNICAMP","UEC","4686","S","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, MBR","Hoehne, W","1945","09","12","Brazil","São Paulo","Caieiras","-46.7400016784668","-23.3600006103516",NA,NA,"UEC146112","UEC146112","Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,"flor","9448","auto","2004","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-20 10:11:21-03","UNICAMP","UEC","110935","S","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, MBR","Hoehne, W","1945","09","12","Brazil","São Paulo","Caieiras","-46.7400016784668","-23.3600006103516",NA,NA,"UEC146103","UEC146103","Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,"flor","9448","auto","2004","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 10:11:21-03","UNICAMP","UEC","134805","S","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, MBR","Souza, VC; Souza, JP; Scalon, VR; Wongtschowski, M; Sanches, CD; Sakuragui, CM","1995","08","18","Brazil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"UEC146114","UEC146114","Magnoliopsida",NA,"8807",NA,"Estrada Itararé - Bom Sucesso de Itararé",NA,NA,NA,"flor, Arbusto, ca 50 alt, flores creme","27729","auto","2006","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:11:21-03","UNICAMP","UEC","77829","S","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, MBR","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","1994","11","13","Brazil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"UEC146115","UEC146115","Magnoliopsida",NA,"7146",NA,"Estrada Itararé - Bonsucesso. Fazenda Ib",NA,NA,NA,"Arbusto, ca 1,5 m alt.; flores masculinas creme, femininas verde-escuras muito viscosas. Beira de mata.","27729","auto","2006","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-01-24 17:51:17-03","PUCRS","MPUC","21773","S","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.","C. Vogel-Ely",NA,"2016","09","23","Brasil","RS","Porto Alegre","-51.1105555556","-30.1777777778","-51.1105555556","-30.1777777778",NA,NA,NA,"Malpighiales",NA,"South America","Morro São Pedro, Lami",NA,NA,NA,"SP1P10",NA,NA,"2017","01","Magnoliopsida","01",NA,"12","12","1",NA,NA,NA,NA
"50","2021-03-16 17:53:16-03","UCS","HUCS","35602","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Sodré, R.C.","Setubal, R.",NA,NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Angiospermae","Malpighiales","473",NA,"Morro São Pedro - Espaço de Conservação - Econsciência",NA,NA,NA,"frutos grudentos - Herbário ICN 156233; em campo rupestre de topo de morro","29946","auto","2018","05",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-16 17:53:16-03","UCS","HUCS","35282","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Sodré, R.C.","Setubal, R.","2006","04","03","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Angiospermae","Malpighiales","612",NA,"Morro São Pedro - Espaço de Conservação - Econsciência",NA,NA,NA,"em campo rupestre de topo de morro","29946","auto","2018","05",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-12-13 18:23:38-03","UTFPR","HCF","28941","S","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","E. Barboza","E.L. Siqueira","2019","06","06","Brasil","PR","Pitanga","-51.736417","-24.775444","51°44'11,1 W","24°46'31,6 S",NA,NA,NA,NA,"3179",NA,"Parque Natural Municipal Recanto das","916","916",NA,"arbusto ca. 1,80 m, heliófito. Frutos imaturos verdes.",NA,NA,"2019","10",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-16 08:39:14-03","UTFPR","HCF","500","S","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","I. Cordeiro","A.E. Bianek","2003","11","11","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"123",NA,"Cerrado",NA,NA,NA,"arbusto com aproximadamente 30 cm de altura, flores terminais amareladas, folhas pubescentes.","28572","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-16 08:39:14-03","UTFPR","HCF","3565","S","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","M.G. Caxambu","A.E. Bianek","2006","03","17","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"266",NA,"Cerrado Valtra",NA,NA,NA,"herbácea, ereta, densamente pubescente, com frutos.","28572","auto","2009","09",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-16 08:39:14-03","UTFPR","HCF","1436","S","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","M.G. Caxambu","E.A. Maieski","2004","09","25","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"51",NA,"Estação Ecológica do Cerrado",NA,NA,NA,"arbusto lenhoso com caule e folhas pubescentes. Presença de flores brancas.","28572","auto","2009","09",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:24:13-03","MBM","MBM","59678","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.",NA,"Krapovickas, A.","1977","06",NA,"Paraguay",NA,NA,NA,NA,NA,NA,"MBM059678","MBM059678",NA,NA,"32562","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:24:13-03","MBM","MBM","82325","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.","Punt, W.","Hatschbach, G.","1983","02","14","Brazil","Mato Grosso do Sul","Amambai","-55.2257995605469","-23.1042003631592",NA,NA,"MBM082325","MBM082325",NA,NA,"46222","Southern America","Área indígena",NA,NA,NA,NA,"73676","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:24:13-03","MBM","MBM","157313","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.","Schinini, A.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","1993","02","08","Brazil","Mato Grosso do Sul","Tacuru","-55.0158004760742","-23.6324996948242",NA,NA,"MBM157313","MBM157313",NA,NA,"58722","Southern America","Rod. MS-295, Fazenda Santa Paula, ca. 18km O de Tacuru",NA,NA,NA,NA,"36822","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:24:13-03","MBM","MBM","38881","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.",NA,"Schinini, A.; et al.; et al.","1974","06","14","Argentina",NA,NA,NA,NA,NA,NA,"MBM038881","MBM038881",NA,NA,"9318","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:24:13-03","MBM","MBM","98340","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.","Ginzbarg, S.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","1985","03","17","Brazil","Mato Grosso do Sul","Bela Vista","-56.5210990905762","-22.1089000701904",NA,NA,"MBM098340","MBM098340",NA,NA,"49175","Southern America","Bela Vista, 10-15km O",NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:24:13-03","MBM","MBM","117444","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","corrientesianus","Croton corrientesianus","Baill.","Ginzbarg, S.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","1987","10","23","Brazil","Mato Grosso do Sul","Bela Vista","-56.5210990905762","-22.1089000701904",NA,NA,"MBM117444","MBM117444",NA,NA,"51572","Southern America","Rodovia para Caracol",NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:24:15-03","MBM","MBM","157619","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.","Schinini, A.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","1993","02","07","Brazil","Mato Grosso do Sul","Iguatemi","-54.5611000061035","-23.6802997589111",NA,NA,"MBM157619","MBM157619",NA,NA,"58582","Southern America","Rod. MS-295, 15km L de Iguatemi",NA,NA,NA,NA,"71460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:24:15-03","MBM","MBM","38893","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.",NA,"Aurelio Schinini","1974","05","15","Paraguay",NA,NA,NA,NA,NA,NA,"MBM038893","MBM038893",NA,NA,"8995","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:24:15-03","MBM","MBM","13979","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.","Ginzbarg, S.","Hatschbach, G.","1970","02","15","Brazil","Mato Grosso","Bataguaçu",NA,NA,NA,NA,"MBM013979","MBM013979",NA,NA,"23577","Southern America","Córrego Feio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:24:15-03","MBM","MBM","1513","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","garckeanus","Croton garckeanus","Baill.","Smith, S.F.; L.B.","Hatschbach, G.","1966","10","16","Brazil","Paraná","União da Vitória","-51.0863990783691","-26.2299995422363",NA,NA,"MBM001513","MBM001513",NA,NA,"14889","Southern America","Estrada para Porto Vitória",NA,NA,NA,NA,"35297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:24:22-03","MBM","MBM","20970","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, M.B.R.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","1971","12","04","Brazil","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"MBM020970","MBM020970",NA,NA,"28164","Southern America","10km ao noroeste de Palmas",NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:24:22-03","MBM","MBM","195503","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Hatschbach, G.","1969","10","28","Brazil","Paraná","Paula Freitas","-50.9380989074707","-26.2082996368408",NA,NA,"MBM195503","MBM195503",NA,NA,"22726","Southern America","Rio Santana",NA,NA,NA,"Arbusto 1m, flor alvescente, de brejo","23054","auto","2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:24:22-03","MBM","MBM","316269","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Kozera, C.; et al.; et al.","2005","07","06","Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"MBM316269","MBM316269",NA,NA,"2239","Southern America","Ponte dos Arcos",NA,NA,NA,"Arbusto com cerca de 1,8m, flores brancas, frequente em trensição campo-várzea","27346","auto","2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:24:22-03","MBM","MBM","235029","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.",NA,"Dombrowski, L.T.","1979","10",NA,"Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"MBM235029","MBM235029",NA,NA,"30","Southern America","São Luiz do Purunã",NA,NA,NA,"Em campo","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:24:22-03","MBM","MBM","299405","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Liebsch, D.","2003","09","17","Brazil","Paraná","Bituruna","-51.5525016784668","-26.1613998413086",NA,NA,"MBM299405","MBM299405",NA,NA,"581","Southern America",NA,NA,NA,NA,"Fazenda Lageado Grande, Remasa nº 581. Arbusto com flores alvas pegajosas. FOM","30743","auto","2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:24:22-03","MBM","MBM","40021","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, M.B.R.","Langue, R.","1958","06","30","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM040021",NA,NA,NA,"s.n.","Southern America","Barigui",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:24:22-03","MBM","MBM","39989","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Hatschbach, G.","1948","11","07","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM039989","MBM039989",NA,NA,"1068","Southern America","Curitiba, arredores",NA,NA,NA,"Do campo, flor branca","25180","auto","2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:24:22-03","MBM","MBM","354141","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, M.B.R.","Cervi, A.C.; et al.; et al.","1997","05","28","Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM354141","MBM354141",NA,NA,"6277","Southern America",NA,NA,NA,NA,"Arbusto a beira do Rio Santo Antônio, divisa com o cerrado. Flores masculinas creme","44368","auto","2006","12",NA,"06",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:24:22-03","MBM","MBM","207427","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, M.B.R.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1997","02","09","Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM207427","MBM207427",NA,NA,"1669","Southern America","Fazenda Barros",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:24:22-03","MBM","MBM","41596","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, M.B.R.","Hatschbach, G.","1965","04","11","Brazil","Paraná","Prudentópolis","-50.9777984619141","-25.2131004333496",NA,NA,"MBM041596","MBM041596",NA,NA,"12524","Southern America","Relógio",NA,NA,NA,NA,"61049","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:24:22-03","MBM","MBM","128235","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Hahn, W.","1983","11","01","Paraguay","Amambay",NA,NA,NA,NA,NA,"MBM128235","MBM128235",NA,NA,"1757","Southern America","Parque Nacional Cerro Cora",NA,NA,NA,NA,NA,NA,"2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:24:22-03","MBM","MBM","14273","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Hatschbach, G.","1969","10","28","Brazil","Paraná","Paulo Freitas",NA,NA,NA,NA,"MBM014273","MBM014273",NA,NA,"22726","Southern America","Rio Santana",NA,NA,NA,"Arbusto 1m, flor alvecente do brejo",NA,NA,"2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:24:22-03","MBM","MBM","250151","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Pedersen, T.M.","1975","02","16","Brazil","Mato Grosso","Dourados",NA,NA,NA,NA,"MBM250151","MBM250151",NA,NA,"11073","Southern America","BR 463, some 30 km from Dourados, road to Ponta Porá",NA,NA,NA,"Low shrub. Rough grassland with numerous isolated trees and shrubs",NA,NA,"2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:24:22-03","MBM","MBM","250178","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Pedersen, T.M.","1975","02","20","Paraguay",NA,NA,NA,NA,NA,NA,"MBM250178","MBM250178",NA,NA,"11128","Southern America","Dep. Amambay. Some 30 Km S of Bella Vista, on main road",NA,NA,NA,"Shrub, about 1m, high. Roadside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:24:22-03","MBM","MBM","38876","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Krapovickas, A.; et al.; et al.","1967","09","28","Paraguay","Caaguazú",NA,NA,NA,NA,NA,"MBM038876","MBM038876",NA,NA,"13438","Southern America","Coronel Oviedo, Ruta 2km A. 140",NA,NA,NA,NA,NA,NA,"2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:24:22-03","MBM","MBM","388842","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Picoli, A.C.","Caxambu, M.G.","2010","04","08","Brazil","Paraná","Turvo","-51.56025","-25.039694","-51.56025","-25.039694","MBM388842","MBM388842",NA,NA,"3062","Southern America","Propriedade da família Rickli","1009","1009",NA,"Subarbusto heliófito, ca. 0,70m. Flores e frutos imaturos de cor verde.; Em meio a pastagem. Relevo: ondulado. Floresta Ombrófila Mista Montana.",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:24:22-03","MBM","MBM","400115","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Germani, A.F.","Motta, J.T.; Silva, J.M.; Silva, J.M.","2014","11","19","Brazil","Paraná","Curitiba","-49.326944","-25.553333","-49.326944","-25.553333","MBM400115","MBM400115",NA,NA,"4528","Southern America","CIC","906","906",NA,"Subarbusto; flores alvas.; Em campo sujo.",NA,NA,"2015","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:24:22-03","MBM","MBM","401958","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Barboza, E.","Barboza, E.","2016","01","08","Brazil","Paraná","Curitiba","-49.2375","-25.443611","-49.2375","-25.443611","MBM401958",NA,NA,NA,"4351","Southern America","Jardim Botânico Municipal, Coleção do Campo Nativo","920","920",NA,"Subarbusto 70cm, flores alvas.; Estepe gramíneo-lenhosa (Campos de Curitiba).",NA,NA,"2016","02",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:24:22-03","MBM","MBM","402094","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Barboza, E.","Silva, J.M.; Motta, J.T.; Motta, J.T.","2015","03","20","Brazil","Paraná","Curitiba","-49.326944","-25.553333","-49.326944","-25.553333","MBM402094","MBM402094",NA,NA,"8834","Southern America","CIC","906","906",NA,"Arbusto de 1m. Flores de cor creme.; Orla de capão.",NA,NA,"2016","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:24:22-03","MBM","MBM","402147","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Barboza, E.","Silva, J.M.; Mueller, A.C.; Mueller, A.C.","2015","06","03","Brazil","Paraná","Castro","-50.120278","-24.737222","-50.120278","-24.737222","MBM402147","MBM402147",NA,NA,"8873","Southern America","PCH Castro, beira de estrada","980","980",NA,"Arbusto de 1m. Flor creme.",NA,NA,"2016","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:24:22-03","MBM","MBM","410621","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Barboza, E.","May, D.; Barboza, E.; Cordeiro, J.; Santos, E.L. dos; Barboza, E.; Cordeiro, J.; Santos, E.L. dos","2013","10","02","Brazil","Paraná","Lapa","-49.689444","-25.814722","-49.689444","-25.814722","MBM410621","MBM410621",NA,NA,"454","Southern America","Reserva Particular do Patrimonio Natural Uru","830","830",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:24:22-03","MBM","MBM","411684","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, J.","Cordeiro, J.; Silva, J.M.; Ceolin, L.; Silva, J.M.; Ceolin, L.","2015","02","21","Brazil","Paraná","Curitiba","-49.325","-25.553333","-49.325","-25.553333","MBM411684",NA,NA,NA,"5381","Southern America","Tatuquara, Eletrolux","911","911",NA,"Subarbusto com 75 cm de altura; flor alva; Campo limpo, seco.",NA,NA,"2015","02",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:24:22-03","MBM","MBM","428393","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Noronha, A.P.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2013","11","02","Brazil","Paraná","Carambeí","-50.12825","-24.898917","-50.12825","-24.898917","MBM428393",NA,NA,NA,"1661","Southern America","Rio São João, na margem",NA,NA,NA,"Arbusto, 40 cm, flores creme, caule viscoso, campo sujo.; Campos Gerais.",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:24:22-03","MBM","MBM","313941","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Kozera, C.; et al.; et al.","2005","03","29","Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"MBM313941","MBM313941",NA,NA,"1995","Southern America","Ponte dos Arcos",NA,NA,NA,"Arbusto com cerca de 1,5m. Flores brancas. Frequente em transição de campos para várzea.","27346","auto","2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:24:22-03","MBM","MBM","41603","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, M.B.R.","Hatschbach, G.","1960","04","04","Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"MBM041603","MBM041603",NA,NA,"6926","Southern America","São Domingos",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:24:22-03","MBM","MBM","292722","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Bianek, A.E.","2003","11","11","Brazil","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"MBM292722","MBM292722",NA,NA,"123","Southern America","Campo Mourão",NA,NA,NA,"Arbusto com aproximadamente 30 cm de altura, flores terminais amareladas, folha pubescentes. Área de cerrado","28572","auto","2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:24:22-03","MBM","MBM","17087","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, M.B.R.","Hatschbach, G.","1970","12","10","Brazil","Paraná","Cândido de Abreu","-51.3333015441895","-24.5669002532959",NA,NA,"MBM017087","MBM017087",NA,NA,"24454","Southern America","Serra da Prata",NA,NA,NA,NA,"55411","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:24:22-03","MBM","MBM","25248","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, M.B.R.","Hatschbach, G.","1972","09","21","Brazil","Paraná","Clevelândia","-52.4707984924316","-26.3957996368408",NA,NA,"MBM025248","MBM025248",NA,NA,"30807","Southern America","2km a leste",NA,NA,NA,NA,"30860","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:24:22-03","MBM","MBM","339889","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","2007","12","19","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM339889","MBM339889",NA,NA,"6267","Southern America","Salto São Francisco",NA,NA,NA,"Subarbusto, 80 cm, flor creme. Paredões de arenito","53832","auto","2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:24:22-03","MBM","MBM","323522","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Cordeiro, I.","Barboza, E.; Silva, J.M.; Cunha, E.M.; Silva, J.M.; Cunha, E.M.","2006","10","14","Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM323522","MBM323522",NA,NA,"1693","Southern America","Fazenda Samambaia",NA,NA,NA,"Arbusto, 1,50m, flor alva. Campo limpo","44368","auto","2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:24:22-03","MBM","MBM","273411","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","serratifolius","Croton serratifolius","Baill.","Caruzo, M.B.R.","Linsingen, L. von","2000","10","22","Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM273411","MBM273411",NA,NA,"10","Southern America","Lagoa Azul",NA,NA,NA,"Subarbusto, flor lilás. Campo cerrado, depressão úmida","44368","auto","2004","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
