"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"152","2021-03-15 16:37:00-03","NY","NYBG","633851","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"K. Kubitzki","71-3","1971","03","South America","Brazil","Guanabara, Restinga b. Gavea, N von Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633851","NY00633851_01","10","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-15 16:37:00-03","NY","NYBG","515343","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"P. Clausen","8",NA,NA,"South America","Brazil","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515343","NY00515343_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-15 16:37:00-03","NY","NYBG","00960139","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A. Salino","4057","1998","02","South America","Brazil","Januária, Vale do Peruaçu, mata ciliar do rio Peruaçu","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960139","NY00960139_01","15","Minas Gerais",NA,NA,NA,NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-15 16:37:00-03","NY","NYBG","515331","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"H. C. de Lima","2954","1987","05","South America","Brazil","BR 101, km 120, Reserva da Cia.Vale do Rio Doce, Estrada Parajú (211), prox. a casa do Guarda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515331","NY00515331_01","12","Espírito Santo","Linhares","-39.961174","-19.138199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-15 16:37:00-03","NY","NYBG","00960132","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"H. S. Irwin","2330","1958","12","South America","Brazil","Arboretum, Agronomic Instute, Belo Horizonte","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960132","NY00960132_01","29","Minas Gerais","Belo Horizonte","-43.9378","-19.9208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-15 16:37:00-03","NY","NYBG","515340","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"M. Guillemin","145","1838",NA,"South America","Brazil","Montagnes de Corcovado, le long de l'aqueduc. Decumba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331210' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515340","NY00515340_01",NA,"Rio de Janeiro","Rio de Janeiro","-43.195652","-22.930074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-15 16:37:00-03","NY","NYBG","633859","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"J. G. Kuhlmann",NA,"1952","11","South America","Brazil","Arredores de Santa Teresa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633859","NY00633859_01","25","Espírito Santo","Santa Teresa","-40.598137","-19.937786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-15 16:37:00-03","NY","NYBG","515319","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"L. A. Mattos Silva","736","1980","04","South America","Brazil","Km 5 da rod. Una/Canavieiras (BA-001)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515319","NY00515319_01","02","Bahia","Una","-39.0753","-15.2933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-15 16:37:00-03","NY","NYBG","515332","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"J. Spada","206","1973","02","South America","Brazil","Reserva Florestal de Linhares CVRD. Proximo a Estrada 142 Talhao 403","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515332","NY00515332_01","21","Espírito Santo","Linhares","-40.0719","-19.3911",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-15 16:37:00-03","NY","NYBG","515317","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A. Euponino","178","1972","01","South America","Brazil","Res. Bio. Pau-Brasil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331216' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515317","NY00515317_01","24","Bahia","Santa Cruz Cabrália","-39.0228","-16.2783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-15 16:37:00-03","NY","NYBG","633858","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"W. R. Anderson","11192","1975","02","South America","Brazil","Guanabara: Restinga ca. 6 km W of Barra da Tijuca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633858","NY00633858_01","01","Rio de Janeiro",NA,"-43.423613","-23.017662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-15 16:37:00-03","NY","NYBG","515328","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"M. Sobral","5555","1987","03","South America","Brazil","Ramal da BR 415 de Ilhéus a Japu; em desvio a 10 km do início do ramal, a esquerda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515328","NY00515328_01",NA,"Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-15 16:37:00-03","NY","NYBG","00960136","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"E. Pereira","7303","1963","03","South America","Brazil","Sete Lagoas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033860' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960136","NY00960136_01","26","Minas Gerais","Sete Lagoas","-44.2467","-19.4658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-15 16:37:00-03","NY","NYBG","00960134","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"H. S. Irwin","2400","1959","01","South America","Brazil","15 km E. of Belo Horizonte on road to Sabará, Hy. 31","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960134","NY00960134_01","08","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-15 16:37:00-03","NY","NYBG","515321","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"R. S. Pinheiro","1850","1972","07","South America","Brazil","Rod Valença a BR 101","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331218' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515321","NY00515321_01","03","Bahia","Valença","-39.2005169","-13.3384301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-15 16:37:00-03","NY","NYBG","515318","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"T. S. dos Santos","2272","1972","04","South America","Brazil","BR 101, trecho rio Jequitienha ao rio Pardo, km 40 do primeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515318","NY00515318_01","20","Bahia","Itabuna","-39.2803","-14.7858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-15 16:37:00-03","NY","NYBG","515334","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"J. R. Pirani","3391","1994","12","South America","Brazil","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e familia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515334","NY00515334_01","05","Espírito Santo","Marilândia","-40.5417","-19.4131",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-15 16:37:00-03","NY","NYBG","00960133","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"E. P. Heringer","15102","1975","09","South America","Brazil","Parque Estadual Do Rio Doce. On peninsula at Lake Helvécio. Near hotel","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033863' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960133","NY00960133_01","18","Minas Gerais","Marliéria","-42.6","-19.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-15 16:37:00-03","NY","NYBG","00960146","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A.-C. Vauthier","s.n.",NA,NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033893' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960146","NY00960146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-15 16:37:00-03","NY","NYBG","515335","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"J. Spada","61-78","1978","03","South America","Brazil","Reserva Florestal Linhares, CVRD, estrada X-1, km 4 talhao 605","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515335","NY00515335_01","06","Espírito Santo","Linhares","-40.0719","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-15 16:37:00-03","NY","NYBG","00960145","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"P. Rosa","s.n.","1934","03","South America","Brazil","Hôrto Florestal do Distrito Federal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960145","NY00960145_01","09","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-15 16:37:00-03","NY","NYBG","515344","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"M. Graham",NA,NA,NA,"South America","Brazil","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515344","NY00515344_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-15 16:37:00-03","NY","NYBG","633852","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"L. Riedel","1201","1832","12","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633852","NY00633852_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-15 16:37:00-03","NY","NYBG","515338","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"Pohl","5650",NA,NA,"South America","Brazil","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515338","NY00515338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-15 16:37:00-03","NY","NYBG","633863","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A. P. Duarte","9016","1965","02","South America","Brazil","Entre Cabo Frio e Ararnama","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633863","NY00633863_01","27","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-15 16:37:00-03","NY","NYBG","00979005","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"N. T. da Silva","57782","1963","11","South America","Brazil","272 km do Tocantins para Belém","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979005","NY00979005_01","12","Maranhão",NA,NA,NA,NA,NA,NA,"285","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-15 16:37:00-03","NY","NYBG","515323","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"T. S. dos Santos","2120","1971","11","South America","Brazil","Km 6 a 8 da Rod. Banco Central-Gongugi","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515323","NY00515323_01","11","Bahia","Gongogi","-39.4644","-14.3222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2016-09-27 19:41:00-03","NY","NYBG","633867","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"L. V. Costa",NA,"1999","02","South America","Brazil","Carlos Chagas, UHE Mucuri","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633867","NY00633867_01",NA,"Minas Gerais","Carlos Chagas","-40.7664","-17.7033",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-15 16:37:00-03","NY","NYBG","515320","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"T. S. dos Santos","2730","1974","01","South America","Brazil","Km 20 da rod. Itamaraju-Prado","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515320","NY00515320_01","19","Bahia","Prado","-39.2206","-17.3411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-15 16:37:00-03","NY","NYBG","515350","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"J. G. Kuhlmann",NA,"1926","12","South America","Brazil","Guanabara, Horto Florestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515350","NY00515350_01","27","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-15 16:37:00-03","NY","NYBG","515330","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"G. P. Lewis","1037","1982","01","South America","Brazil","Estrada Valença/Guaibim, ± km 10 da estrada","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515330","NY00515330_01","08","Bahia","Valença","-39","-13.32",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-15 16:37:00-03","NY","NYBG","633856","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"C. Carcerelli","86","1944","02","South America","Brazil","Estado do Rio Combauba, Cidade das Meninas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633856","NY00633856_01","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-15 16:37:00-03","NY","NYBG","633853","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"W. W. Thomas","6169","1988","02","South America","Brazil","Km 15 W from Barra de Tijuca on Rodovia Rio-Santos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633853","NY00633853_01","26","Rio de Janeiro","Barra de Tijuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-15 16:37:00-03","NY","NYBG","515341","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"M. Guillemin","145","1838",NA,"South America","Brazil","Montagnes de Corcovado, le long de l'aqueduc. Decumba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515341","NY00515341_01",NA,"Rio de Janeiro","Rio de Janeiro","-43.195652","-22.930074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-15 16:37:00-03","NY","NYBG","00960149","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"J. B. E. Pohl","1821",NA,NA,"South America","Brazil","Ad Pilar ad Fez. Laxrinhaz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960149","NY00960149_01",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-15 16:37:00-03","NY","NYBG","515348","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"P. Clausen","8",NA,NA,"South America","Brazil","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515348","NY00515348_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-15 16:37:00-03","NY","NYBG","633860","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"K. Lems",NA,"1964","03","South America","Brazil","Guanabara, Recreio dos Bandeirantes, 30 km W of Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00633860","NY00633860_01","05","Rio de Janeiro",NA,"-43.482796","-23.016442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-15 16:37:00-03","NY","NYBG","01046025","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"W. W. Thomas","6965","1991","07","South America","Brazil","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","sheet","Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591078' target='other'> <mi>dwc_moreinfo</mi></a>","NY01046025","NY01046025_01","01","Bahia","Uruçuca","-39.0617","-14.4231",NA,NA,"Í. A. C. Coutinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-15 16:37:00-03","NY","NYBG","515325","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"A. M. Amorim","1433","1993","11","South America","Brazil","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. Ba 001 Ilhéus/Una. Coletas efetuadas na Picada da Bandeira","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515325","NY00515325_01","10","Bahia","Una","-39.08","-15.15",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-03-15 16:37:00-03","NY","NYBG","515347","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"B. Luschnath","835",NA,NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515347","NY00515347_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-15 16:37:00-03","NY","NYBG","00960148","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,"P. Rosa","s.n.","1934","03","South America","Brazil","Hôrto Florestal do Distrito Federal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033892' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960148","NY00960148_01","09","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
