"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","class","infraspecificEpithet","relatedCatalogItem"
"51","2021-01-26 13:56:42-03","IMA","MAC","57143","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","M.Sobral","J.S.Correia; M.W.Tavares-Silva; A.Santos; E.L.Silva","129","2014","08","01",NA,"Brasil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada, Lajeado dos Bois.","-36.419878","-9.241783",NA,"Árvore ca. 3 m. Flores ferrugíneas.; Mata Atlântica.","MAC0057143","MAC0057143",NA,NA,"2017",NA,NA,NA,NA,"-36.419878","-9.241783",NA,NA,NA,NA,NA
"52","2021-01-26 13:56:42-03","IMA","MAC","53777","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","M.Sobral","W.T.C.C.Santos; E.S.França; R.Lúcio","74","2011","12","16",NA,"Brasil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada.","-36.4710998535156","-9.31888961791992",NA,"Arbusto ca. 6 m de altura. Frutos roxos escuros.; Mata Atlântica.","MAC0053777","MAC0053777",NA,NA,"2017","16583","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-13 11:26:42-03","USP","SPF","190593","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M","Hatschbach, G","60099","1993","11","11",NA,"Brasil","Espírito Santo","Marechal Floriano",NA,"-40.6831016540527","-20.4127998352051",NA,NA,"SPF00190593",NA,NA,NA,"2005","23038","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-13 11:26:42-03","USP","SPF","147112","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M","Silva, JM","3060","1999","09","29",NA,"Brasil","Paraná","Morretes","Serra da Prata","-48.834400177002","-25.476900100708",NA,NA,"SPF00147112",NA,NA,NA,"2000","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-13 11:26:42-03","USP","SPF","179503","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M","Hatschbach, G","44582","1982","02","18",NA,"Brasil","Paraná","Morretes","Serra Marumbi","-48.834400177002","-25.476900100708",NA,NA,"SPF00179503",NA,NA,NA,"2018","30514","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:26:52-03","USP","SPF","225803","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Kawasaki, ML","Moraes, PLR","1145","1995","01","19",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"SPF00225803",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-25 13:52:46-03","UNIVILLE","JOI","18076","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Vieira, F.C.S.","Vieira, F.C.S.","2516","2019","01","25",NA,"Brasil","Santa Catarina","Joinville","Morro do Finder.",NA,"-26.260556",NA,"Flor Branca Habitat: Floresta Ombrófila Densa Submontana Habito: Árvore","JOI018076","JOI018076","180","180","2019",NA,NA,"02","08",NA,"26º15'38''S",NA,NA,NA,NA,NA
"58","2021-03-25 13:52:46-03","UNIVILLE","JOI","18119","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Vieira, F.C.S.","Vieira, F.C.S.","2918","2018","12","07",NA,"Brasil","Santa Catarina","Joinville","Morro do Finder.",NA,"-26.260556",NA,"Botão Habitat: Floresta Ombrófila Densa Submontana Habito: Árvore","JOI018119","JOI018119 JOI018119_1","200","200","2019",NA,NA,"01","15",NA,"26º15'38''S",NA,NA,NA,NA,NA
"59","2019-10-07 09:35:13-03","UEFS","HUEFS","49837","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg",NA,"Silva, J.M.","3060","1999","09","29",NA,"Brasil","Paraná","Morretes","Serra da Prata, trilha para o cume.","-48.834400177002","-25.476900100708",NA,"Floresta atlântica.","HUEFS0049837",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"60","2019-10-07 09:35:26-03","UEFS","HUEFS","87252","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora var. oblongata","Cambess.",NA,"Sem coletor","1564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae","var. oblongata",NA
"61","2019-10-07 09:35:26-03","UEFS","HUEFS","87252","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora var. oblongata","Cambess.",NA,"Sem coletor","1564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae","var. oblongata",NA
"62","2019-09-04 19:41:14-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"Dicotyledoneae",NA,NA
"63","2019-01-23 11:00:48-02","F","FMNH-SEEDPLANTS","V0065368F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0065368F","V0065368F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae",NA,NA
"64","2019-01-25 15:35:33-02","IAC","IAC","42828","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","E.L.M. Catharino","E.L.M. Catharino","s/nº",NA,NA,NA,NA,"Brasil","São Paulo","Cotia","Morro Grande, Reserva, área Quilombo, indivíduo QUI 9.4","-47.004408","-23.755951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.004408","-23.755951",NA,NA,NA,NA,NA
"65","2019-01-25 15:35:33-02","IAC","IAC","42833","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","E.L.M. Catharino","E.L.M. Catharino","s/nº",NA,NA,NA,NA,"Brasil","São Paulo","Cotia","Morro Grande, Reserva, área Quilombo, indivíduo QUI 29.4","-47.004408","-23.755951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.004408","-23.755951",NA,NA,NA,NA,NA
"66","2019-01-25 15:35:33-02","IAC","IAC","42837","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","E.L.M. Catharino","E.L.M. Catharino","s/nº",NA,NA,NA,NA,"Brasil","São Paulo","Cotia","Morro Grande, Reserva, área Quilombo, indivíduo QUI 68.1","-47.004408","-23.755951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.004408","-23.755951",NA,NA,NA,NA,NA
"67","2019-01-25 15:35:33-02","IAC","IAC","42940","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","L.C. Bernacci et al.","L.C. Bernacci; G.A.D.C. Franco & G. Souza (1)","3351","2003","02","04",NA,"Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Lila","-47.114699","-23.728088",NA,NA,NA,NA,NA,NA,"2003",NA,NA,"02","04","-47.114699","-23.728088",NA,NA,NA,NA,NA
"68","2019-01-25 15:35:33-02","IAC","IAC","43182","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","L.C. Bernacci et al.","L.C. Bernacci; G.A.D.C. Franco; G. Durigan & E. Furlan","3475","2001","02","08",NA,"Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Lila, indivíduo V 16.3","-47.114699","-23.728088",NA,NA,NA,NA,NA,NA,"2001",NA,NA,"02","08","-47.114699","-23.728088",NA,NA,NA,NA,NA
"69","2020-11-23 11:39:08-03","IAC","IAC","50362","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","J.A.M.A. Gomes; L.C. Bernacci & R.B. Torres et al.","J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","571","2007","10","10",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.083511","-23.367009",NA,"subparcela 35, indivíduo I 0701.",NA,NA,NA,NA,"2007",NA,NA,"10","10","-45.083511","-23.367009",NA,NA,NA,NA,NA
"70","2020-07-23 12:15:55-03","CEPLAC","CEPEC","8976","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora",NA,"M. Sobral","R. S. Pinheiro","1981","1996","09","05",NA,"Brasil","Bahia","jaguaquara","Rod. a Apuerema.","-39.9707984924316","-13.5305995941162",NA,NA,NA,NA,NA,NA,NA,"34448","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"71","2019-02-27 14:02:57-03","UFSJ","HUFSJ","5137","S","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Sobral, M","Chagas, ECO; Mota, MCS","12377","2012","08","18",NA,"Brasil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada.","-36.4710998535156","-9.31888961791992",NA,"Árvore, ca. 8m de altura. Flores vermelhas com branco.","HUFSJ005137",NA,NA,NA,"2013","16583","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-02-27 14:02:57-03","UFSJ","HUFSJ","5138","S","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Sobral, M","Chagas, ECO; Chagas, MSO","12760","2012","10","09",NA,"Brasil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada.","-36.4710998535156","-9.31888961791992",NA,"Árvore com 9m de altura, frutos roxos.","HUFSJ005138",NA,NA,NA,"2013","16583","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-02-27 14:02:57-03","UFSJ","HUFSJ","3625","S","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Sobral, M","Moraes, PLR","1266","1996","03","02",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho.","-47.9900016784668","-23.8700008392334",NA,"Árvore número 137. Ca. 25m de altura, tronco marrom com casca estriada, flores brancas.","HUFSJ003625",NA,NA,NA,"2012","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-13 16:04:53-03","UNISANTA","HUSC","10053","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Aguiar, O.T.","Martins, S.E.","793","2000","09","20",NA,"Brasil","São Paulo","Bertioga","Praia do Itaguaré","-46.138599395752","-23.8544006347656",NA,"Árvore, 9,5m alt.; Floresta de restinga seca alta",NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-13 16:04:53-03","UNISANTA","HUSC","10110","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.",NA,"Moraes, P.L.R.; Ivanauskas, N.M.","1145","1995","01","19",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,"Arvoreta, ca 3m alt., botões florais brancos troncos sem escamação, cinza",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-07-02 15:56:10-03","UEM","HUEM","7158","S","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Mazine, F.F. in dup.ESA","Moraes, Pedro L.R. de","762","1992","11","18",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Próximo de ribeirão.","-47.9900016784668","-23.8700008392334",NA,"Árvore; ca. 20m de alt.; tronco liso, esbranquiçado, esfoliante; frutos avermelhados","HUEM000008670","HUEM000008670",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-23 08:08:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O. Berg","Sobral, M","Baez, C; Fernandez, E; Gomes, R; Maurenza, D","1429","2018","02","02","Southern America","Brasil","Rio de Janeiro","Valença","Parque Estadual da Serra da Concórdia. Cumeeira acessada por um pasto próximo a Estrada Parque que liga o PESC e o PNM açude da Concordia","-43.7325","-22.353611",NA,"Árvore matriz n. 64; CAP 52cm; casca foliácea de coloração alvacenta. Corte amarelado. Flores alvas. Altura: 13m. Árvore; Floresta Estacional Semidecidual em estágio inicial de regeneração",NA,NA,NA,NA,"2018",NA,NA,"06","05","-43.7325","-22.353611",NA,NA,NA,NA,NA
"78","2021-03-23 08:08:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O. Berg","Vieira, FCS","Vieira, FCS","2918","2018","12","07","Southern America","Brasil","Santa Catarina","Joinville","Morro do Finder","-48.830556","-26.260556",NA,"Árvore, botão; Floresta Onbrófila Densa Submontana",NA,NA,"200","200","2019",NA,NA,"01","15","-48.830556","-26.260556",NA,NA,NA,NA,NA
"79","2019-11-01 15:05:28-03","UnB","UB","130264","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O. Berg","Sobral, M","Silva, JM","3060","1999","09","29","Southern America","Brasil","Paraná ","Morretes","Serra da Prata, trilha para o cume","-48.834400177002","-25.476900100708",NA,"Fruto imaturo.; Árvore 10m.; Floresta atlântica",NA,NA,NA,NA,"2002","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-01 15:05:52-03","UnB","UB","192223","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Kawasaki, ML","Moraes, PRL; Ivanauskas, NM","1145","1995","01","19","Southern America","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho.","-47.9900016784668","-23.8700008392334",NA,"Arvoreta 3m. alt.; botões brancos, troncos sem escamação, cinza.",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-04 15:45:21-03","IF","SPSF","37914","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","M.Sobral","G.Hatschbach & M.Hatschbach & J.M.Silva","60099","1993","11","11","América do Sul","Brasil","ES","Marechal Floriano","Rod.BR-262","-40.6831016540527","-20.4127998352051",NA,"COLETA: Arvoreta 5m., fruto maduro vermelho.; GEOGRAFIA: Mata pluvial de encosta de morro.;",NA,NA,NA,NA,"2005","23038","auto","01","10",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"82","2021-03-04 15:45:26-03","IF","SPSF","15571","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Camb.","F.F.Mazine","P.L.R.Moraes","647","1992","01","20","América do Sul","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 15m altura; flores brancas.&nf;Obs. Material cáido no chão.; GEOGRAFIA: EX ESA-7156;",NA,NA,NA,NA,"2011","34059","auto","04","18",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"83","2017-09-11 17:11:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg",NA,"Gaudichaud Beaupré, C","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"ad urbem Rio de Janeiro",NA,NA,NA,"Original herbarium: Kunth; Dryas; HABITAT: Dryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora elliptica","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"ad ripas rivuli Capivarhy, prope vicum Chapada in eadem prov.",NA,NA,NA,"Original herbarium: Camb.; Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elliptica",NA
"85","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora oblongata","O.Berg",NA,"Saint-Hilaire, AFCP","?s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"inter rupes prope As Inhumas, in parte prov. dicta Minas Novas",NA,NA,NA,"Original herbarium: Camb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongata",NA
"86","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora elliptica","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"ad ripas rivuli Capivarhy, prope vicum Chapada in eadem prov.",NA,NA,NA,"Original herbarium: Camb.; Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elliptica",NA
"87","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora oblongata","O.Berg",NA,"Saint-Hilaire, AFCP","?s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"inter rupes prope As Inhumas, in parte prov. dicta Minas Novas",NA,NA,NA,"Original herbarium: Camb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongata",NA
"88","2021-02-08 12:43:51-03","UFRGS","ICN","124120","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O. Berg","Sobral, M","Hatschbach, G","18136","1967","12","14","América do Sul","Brasil","PR","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,"Árvore, 10m, tronco 20cm, flor alva. Mata pluvial da encosta de morro.",NA,NA,NA,NA,"2002","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-02-08 12:43:51-03","UFRGS","ICN","124119","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O. Berg","Sobral, M","Hatschbach, G","19153","1968","04","25","América do Sul","Brasil","PR","Marechal Cândido Rondon","Dois Irmãos","-54.0567016601562","-24.5561008453369",NA,"Igual a ICN 066153; Arbusto, flor alva; mata pluvial da bacia do rio Paraná",NA,NA,NA,NA,"2002","27823","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-02-08 12:43:51-03","UFRGS","ICN","124783","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O. Berg","Sobral, M","Silva, JM; et al.","3060","1999","09","29","América do Sul","Brasil","PR","Morretes","Serra da Prata trilha para o cume","-48.834400177002","-25.476900100708",NA,"Árvore, 10m; fruto imaturo. Floresta atlântica.",NA,NA,NA,NA,"2000","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-02-08 12:43:51-03","UFRGS","ICN","124093","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O. Berg","Sobral, M","Hatschbach, G","20137","1968","10","24","América do Sul","Brasil","PR","Paranaguá","Rio Cambará","-48.5092010498047","-25.5200004577637",NA,"Arvoreta 5m, fruto maduro preto. Mata pluvial, margem do rio encachoirado.",NA,NA,"50","200","2002","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-08 12:43:51-03","UFRGS","ICN","178514","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O. Berg","Sobral, M","Zipparro, VB","1609","1996","11","05","América do Sul","Brasil","SP","Sete Barras","Parque Intervales-Base Saibadela, Trilha Azul, Ponto 14","-47.9199981689453","-24.3799991607666",NA,"árvore com cerca de 10 m de altura, frutos imaturos são verde-claros, maduros são de cor vinho, quase pretos",NA,NA,NA,NA,"2002","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:44:00-03","UFRGS","ICN","094590","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Sobral, M","Sucre, D","9132","1972","05","17","América do Sul","Brasil",NA,NA,"Estado da Guanabara- Mata Taquara da Tijuca",NA,NA,NA,"Arbusto umbrófilo; ovário e cálice no fruto novo róseo; lâmina da folha verde discolor com a face ventral lúcida.",NA,NA,NA,NA,"1986",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:44:00-03","UFRGS","ICN","098672","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Sobral, M","Pinheiro, RS","s.n.","1972","10","04","América do Sul","Brasil","BA","Jaguaquara","Rodovia Jaguaquara/Apuerema","-39.9707984924316","-13.5305995941162",NA,"Arvorezinha com 4 m de altura; flor creme; fruto verde de cor roxa.; Mata",NA,NA,NA,NA,"1993","34448","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:11:22-03","IBt","SP","349077","S","Plantae",NA,NA,"Myrtaceae","Eugenia","capitulifera","Eugenia capitulifera","O.Berg","Sobral, M","Silva, JM; et al.","3060","1999","09","29",NA,"Brasil","Paraná","Morretes","Serra da Prata, Trilha para o cume","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"2000","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:11:46-03","IBt","SP","304436","S","Plantae",NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Barroso, GM","Moraes, PLR","647","1992","01","20",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,"Árvore ca. 15m alt., flores brancas, material caido no chão","SP057157","SP057157",NA,NA,"1994","27904","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-05-17 15:25:03-03","UM","RECOLNAT_UM_MPU","MPU011054","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Cambessèdes","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Ad ripas rivuli Capivary, prope vicium Chapada in provinciae Minas geraës",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu011054' target='other'> <mi>dwc_moreinfo</mi></a>","MPU011054","MPU011054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA
"98","2015-09-04 09:10:24-03","UM","RECOLNAT_UM_MPU","MPU011053","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","viridiflora","Eugenia viridiflora","Cambess.","Cambessèdes","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Inter rupes prope As Inhumas in parte provinciae Minas geraës dicta Minas Novas",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu011053' target='other'> <mi>dwc_moreinfo</mi></a>","MPU011053","MPU011053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isosyntype","1564",NA,NA,NA
