"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","relatedCatalogItem","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"48","2020-12-11 11:44:54-03","UFMG","BHCB","123420","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Messias, MCTB","2137","2008","08","08","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira. Alegria 7. Samarco Miner","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva, 25cm. Geófita. Flores brancas. Escapo verde claro carnoso. Em campos ferruginosos.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:44:54-03","UFMG","BHCB","92270","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Mota, RC da","2391","2004","09","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,"Planta coletada em campo rupestre; terrestre em solo arenoso; perianto branco com uma listra longitudinal verde em cada segmento, base do mesmo verde","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:44:54-03","UFMG","BHCB","67187","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Mota, RC da","989","2000","10","09","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,"Planta coletada em campo rupestre; erva; flores verdes","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:44:54-03","UFMG","BHCB","67184","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Mota, RC da","986","2000","10","09","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,"Planta coletada em campo rupestre; erva. Flores verdes.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:44:54-03","UFMG","BHCB","67066","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Mota, RC da","868","2000","08","19","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,"Planta coletada em campo rupestre; erva terrestre; flores verdes.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:44:54-03","UFMG","BHCB","92306","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Mota, RC da","2427","2002","08","07","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,"Planta coletada em campo rupestre, próximo á gruta do Padre Caio; terrestre em solo arenoso; perianto branco com uma listra longitudinal verde em cada segmento, base do mesmo verde.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:44:54-03","UFMG","BHCB","18963","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Stehmann, JR; et al.","s.n.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,"Campo rupestre. Herbáceo. Gruta do Padre Caio; flores esverdeadas.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:44:54-03","UFMG","BHCB","15858","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Braga, MMN; et al.","250","1988","10","06","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,"Campo rupestre. Herbáceo. Flores brancas","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:44:54-03","UFMG","BHCB","64055","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Acher, WA","4063","1936","09","24","Brasil","Minas Gerais","Diamantina","Vicinity of Mendanha","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-11-24 14:11:54-02","UFLA","ESAL","8688","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","L.R.S Guimarães, CF Hall; T.L. Vieira",NA,NA,NA,"Carvalho, DA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Itumirim","Serra da Bocaina, Ingai","-44.8711013793945","-21.3169002532959",NA,NA,"16596","10","10","erva; 0,30; branca;; campo rupestre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-17 13:53:23-03","UFLA","ESAL","32243","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Massensini Jr.; A.","2019","11","28","Mansanares, ME","s.n.","2019","11","07","Brasil","Minas Gerais","Lavras","Fazenda de frente o Parque Quedas do Rio Bonito, Na beira da estrada Lavras-Ingaí","-44.999698638916","-21.2453002929688",NA,NA,"20044",NA,NA,"Erva rasteira, flores brancas; Campo limpo","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2018-10-09 16:31:58-03","UFLA","ESAL","13504","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","T.L. Vieira; L.R.S. Guimarães, CF Hall",NA,NA,NA,"Lourenço, RA","104",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,NA,"erva; 0,28; branca;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-10-09 16:31:58-03","UFLA","ESAL","24167","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Massensini Jr.; A.","2016","08","22","Mansanares, ME; Domingos, DQ; Vital, FAZ;","2356","2011","09","09","Brasil","Minas Gerais","Itutinga","Ponto 17 - Afloramento próximo a estrada de terra para Carrancas","-44.6925","-21.352222","-44.6925","-21.352222",NA,NA,NA,"Projeto CSBC; Crescendo em solo arenoso na borda do afloramento. Flor com corola creme, ovário verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-06-10 10:11:22-03","FZB-BH","BHZB","2745","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris",NA,NA,NA,NA,NA,"Ordones, J.",NA,"2000","10","09","Brasil","MG","Catas Altas","Caraça/ Campo de Fora","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-06-10 10:11:22-03","FZB-BH","BHZB","10611","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola",NA,NA,NA,NA,NA,"Ferreira Junior, C.A.",NA,"2014","09","18","Brasil","MG","Belo Horizonte","FZBJB - Jardim Botânico , coleção cerrado","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,"em cultivo. Planta afila no período da floração . Haste ereto com tricomas brancos. Coleta em RPPN Brumas, cerrado , campo rupestre. JBBH 3384, Santana do Riacho.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-06-10 10:11:22-03","FZB-BH","BHZB","2685","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola",NA,"R.C. Mota","2008","04",NA,"Ordones, J. et al.","241","2000","08","19","Brasil","MG","Catas Altas","Caraça/ Campo de Fora","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-11-06 16:18:37-02","UFPB","EAN","6258","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris","B. Rodr.","L. P. Felix","1991","12","06",NA,"4453","1991","10","26","Brasil","Bahia","Ibicoara",NA,"-41.2847","-13.4106",NA,NA,"34188",NA,NA,"Erva; flores brancas. Planta áfila na floração. Ocasional em sítio rupestre..Habitat: Rupícola sobre humus","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","1707307","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Orchidales","Orchidaceae","Sarcoglottis","aphylla","Sarcoglottis aphylla",NA,NA,NA,NA,NA,"O. L. Haught","2773","1939","4","19","Colombia","Vichada",NA,NA,NA,NA,NA,NA,NA,"150","150",NA,NA,"South America - Neotropics",NA,NA,NA,NA,NA,"1",NA,NA
"66","2020-09-12 05:00:02-03","US","US","203866","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Orchidales","Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris",NA,NA,NA,NA,NA,"S. E. Henschen","1200","1868","2","4","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,"US00013420","US00013420_01",NA,NA,"1",NA,NA
"67","2020-09-12 05:00:02-03","US","US","1933079","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Orchidales","Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris",NA,NA,NA,NA,NA,"L. O. Williams & V. Assis","7935","1945","10","6","Brazil","Minas Gerais","Sêrro",NA,"-43.3793983459473","-18.604700088501",NA,NA,"37754","1400","1400",NA,"auto","South America - Neotropics",NA,"US00013421","US00013421_01",NA,NA,"1",NA,NA
"68","2020-09-02 16:35:26-03","Cenargen","CEN","18204","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","T. E. C. Meneguzzo","2009","12",NA,"João Aguiar Nogueira Batista","317","1992","08","25","Brasil","DF","BRASILIA","Lago Norte. Área à esquerda do Clube do Congresso. Extremidade da Península.","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,"Local já bastante descaracterizado.","auto",NA,"Exsicatas","CEN00018204","CEN00018204",NA,NA,"1",NA,NA
"69","2020-09-02 16:35:26-03","Cenargen","CEN","102959","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","J. A. N. Batista","2013","09",NA,"João Aguiar Nogueira Batista","3284","2013","09","12","Brasil","MG","SAO GONCALO DO RIO PRETO","Parque Estadual do Rio Preto, próximo a área dos alojamentos.",NA,NA,NA,NA,NA,"824","824","Solo superficialmente claro, seco. Área não queimada. Sem folhas. Em plena floração. Ovário verde, bráctea verde-claro. Sépalas com a base verde, do meio para o ápice branco com uma linha longitudinal central verde, pétalas brancas, com uma linha central longitudinal verde e a base verde claro, labelo branco, parte mediana com o centro longitudinalmente verde claro. Doação Herbário de Departamento de Botânica - ICB - UFMG - Plantas do Brasil BHCB 180143",NA,NA,"Exsicatas","CEN00102959","CEN00102959",NA,NA,"1",NA,NA
"70","2020-09-02 16:35:26-03","Cenargen","CEN","39504","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","T. E. C. Meneguzzo","2009","12",NA,"Ernestino de S. Gomes Guarino","404","2000","09","11","Brasil","DF","BRASILIA","Fazenda Sucupira, Mata de Galeria do córrego Riacho Fundo, atrás da churrasqueira, na área de fitossociologia.","-47.9296989440918","-15.7797002792358",NA,NA,"70570","1100","1100",NA,"auto",NA,"Exsicatas","CEN00039504","CEN00039504",NA,NA,"1",NA,NA
"71","2020-09-02 16:35:26-03","Cenargen","CEN","15159","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","T. E. C. Meneguzzo","2009","12",NA,"João Aguiar Nogueira Batista","104","1990","08","25","Brasil","DF","BRASILIA","Península Norte, terreno ao lado do clube do Congresso.","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,"Áfila na ântese. Sépalas com base verde. Extremidade e parte média branca com uma nervura central verde. Pétalas branca com nervura verde. Labelo com base sagitada amarelada. Parte central branca com várias nervuras verde. Ápice dilatado brnco com uma nervura ventral verde.","auto",NA,"Exsicatas","CEN00015159","CEN00015159",NA,NA,"1",NA,NA
"72","2020-09-02 16:35:26-03","Cenargen","CEN","18208","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","T. E. C. Meneguzzo","2009","12",NA,"João Aguiar Nogueira Batista","321","1992","08","25","Brasil","DF","BRASILIA","Lago Norte. Área entre a QL 7 e a QL 9.","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,"Observado um conjunto de 16 exempares, todos crescendo próximos entre si, em um determinado ponto do local. Área não queimada.","auto",NA,"Exsicatas","CEN00018208","CEN00018208",NA,NA,"1",NA,NA
"73","2020-09-02 16:35:26-03","Cenargen","CEN","86976","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","J. A. N. Batista","2017","12",NA,"Marcelo Fragomeni Simon","1962","2013","08","21","Brasil","MG","DELFINOPOLIS","Estrada vicinal 15 km E de Delfinópolis. Condomínio de Pedra.","-46.8539009094238","-20.343900680542",NA,NA,"41380","1113","1113","Erva terrestre. Pétalas esverdeadas.","auto",NA,"Unicata","CEN00086976","CEN00086976",NA,NA,"1",NA,NA
"74","2019-10-07 09:20:12-03","UEFS","HUEFS","101604","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Smidt, E.C.","668","2005","10",NA,"Brasil","Bahia","Ibicoara","Cach. Firmino.","-41.3","-13.516667","41W18'","13S31'",NA,NA,NA,"Campo rupestre.",NA,NA,NA,"HUEFS0101604","HUEFS0101604",NA,NA,NA,NA,NA
"75","2019-10-07 09:20:12-03","UEFS","HUEFS","76773","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","T.E.C.Meneguzzo","2010","11",NA,"Rapini, A.","1089","2003","09","09","Brasil","Minas Gerais","Grão Mogol","Grão-Mogol Trilha do Barão","-42.883333",NA,"42W53'",NA,NA,"900","900",NA,NA,NA,NA,"HUEFS0076773","HUEFS0076773",NA,NA,NA,NA,NA
"76","2019-10-07 09:20:12-03","UEFS","HUEFS","101599","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Smidt, E.C.","663","2005","10",NA,"Brasil","Bahia","Mucugê","Guiné.","-41.3","-13.05","41W18'","13S3'",NA,NA,NA,NA,NA,NA,NA,"HUEFS0101599","HUEFS0101599",NA,NA,NA,NA,NA
"77","2019-07-09 12:44:31-03","F","FMNH-SEEDPLANTS","V0450979F","PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola",NA,NA,NA,NA,NA,"W. A. Archer","4063","1936","9","24","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"V0450979F","V0450979F_01",NA,NA,NA,NA,NA
"78","2016-08-23 09:45:46-03","NHMLondon","NHM-LONDON-BOT","BM000077272","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","aphylla","Sarcoglottis aphylla","(Ridl.) Schltr.",NA,NA,NA,NA,"George Gardner; b.1812; d.1849; Gardner","5193","1840","09",NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype","NHMUK:ecatalogue:4634006"
"79","2015-02-26 09:30:10-03","NHMLondon","NHM-LONDON-BOT","BM000077275","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupestris","Sarcoglottis rupestris","Barb.Rodr.",NA,NA,NA,NA,"George Gardner; b.1812; d.1849; Gardner","3450","1839","10",NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","NHMUK:ecatalogue:4634009"
"80","2019-11-01 15:15:35-03","UnB","UB","3659","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F. Barros","Meneguzzo, TEC","2009","12","20","Heringer, EP; Belém, PR","9758","1968","06","29","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.975","-15.766389","-47.975","-15.766389",NA,"1026","1026","0,5m; Cerrado seco.",NA,"Southern America",NA,"UB0019901","UB0019901",NA,NA,NA,NA,NA
"81","2019-05-06 12:01:23-03","UFU","HUFU","34919","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,"2014","03",NA,"Volpi, R.L.; Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R. & Rosa, P.O.","756","2003","10","23","Brasil","Minas Gerais","Delfinópolis","Fazenda Zé Antunes, Trilha das Cachoeiras.","-46.8539009094238","-20.343900680542",NA,NA,"41380",NA,NA,"Planta terrestre ca. de 0,2 m. Cálice verde, corola alva.; Campo rupestre.","auto",NA,NA,"HUFU00040250","HUFU00040250",NA,NA,NA,NA,NA
"82","2014-10-09 13:58:31-03","UHH","HBG","500816","S","Plantae",NA,NA,NA,"Orchidaceae","Spiranthes","rupestris","Spiranthes rupestris","Rodrig.",NA,NA,NA,NA,"Lindman, C.A.M.","A2429","1893","12","13","Brazil",NA,NA,"Matto Grosso, Palmeiras, ad terram campi apricam glareosam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"HBG500816","HBG500816",NA,NA,NA,NA,NA
"83","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Spiranthes","aphylla","Spiranthes aphylla","(Ridl.) Cogn.",NA,NA,NA,NA,"Gardner, G","5193",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraës ad Serra da Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Spiranthes","aphylla","Spiranthes aphylla","(Ridl.) Cogn.",NA,NA,NA,NA,"Thurn, EF","sect. B9",NA,NA,NA,"Guyana",NA,NA,"Etiam in Guiana anglica ad mont. Waetipoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Spiranthes","cogniauxiana","Spiranthes cogniauxiana","Barb.Rodr. ex Cogn.",NA,NA,NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Minas Gerais","São João del Rei","in prov. Minas Geraës ad S. José d'El Rey","-44.2617","-21.1356",NA,NA,"39093",NA,NA,NA,"auto","Southern America",NA,NA,"P03P4N0048",NA,NA,NA,NA,NA
"86","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Spiranthes","rupestris","Spiranthes rupestris","Barb.Rodr.",NA,NA,NA,NA,"Martius, CFP","1774",NA,NA,NA,"Brazil",NA,NA,"in Brasilia loco accurato haud indicato sed verisimiliter",NA,NA,NA,NA,NA,NA,NA,"Floret Augusto-Septembri",NA,"Southern America",NA,NA,"P03P4N0048",NA,NA,NA,NA,NA
"87","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Spiranthes","rupestris","Spiranthes rupestris","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Minas Gerais","São João del Rei","Var. Beta. in prov. Minas Geraës ad S. José d'El Rey","-44.2617","-21.1356",NA,NA,"39093",NA,NA,"Floret Augusto-Septembri","auto","Southern America",NA,NA,"P03P4N0048",NA,NA,NA,NA,NA
"88","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Spiranthes","rupestris","Spiranthes rupestris","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"in graminosis ad Serra do Aguapé prope Corrego Bonito",NA,NA,NA,NA,NA,NA,NA,"Floret Augusto-Septembri",NA,"Southern America",NA,NA,"P03P4N0048",NA,NA,NA,NA,NA
"89","2021-02-08 12:52:22-03","UFRGS","ICN","177617","S","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F. Barros","Buzatto, CR",NA,NA,NA,"Harley, RM; et al.","25120","1988","10","16","Brasil","MG","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"67219",NA,NA,"Doação SPF","auto","América do Sul",NA,"ICN00038988",NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:13:50-03","IBt","SP","29025","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupicola","Sarcoglottis rupicola","Garay","Barros, F","1983","05","26","Duarte, C","239","1910","09",NA,"Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,"21675",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:13:50-03","IBt","SP","29019","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupicola","Sarcoglottis rupicola","Garay","Barros, F","1983","05","26","Usteri, A","s.n.","1907","10","27","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:13:50-03","IBt","SP","36555","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupicola","Sarcoglottis rupicola","Garay","Barros, F","1983","05","26","Hoehne, FC; Gehrt, A","s.n.","1936","10","20","Brasil","São Paulo","São Paulo","Itaim","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:13:50-03","IBt","SP","48431","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","rupicola","Sarcoglottis rupicola","Garay","Barros, F","1983","05","26","Kuhlmann, M","s.n.","1943","09","19","Brasil","São Paulo","São Paulo","Itaquera","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:13:54-03","IBt","SP","396413","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Barros, F","2002","10",NA,"Harley, RM; Giulietti, AM; Stannard, BL; Hind, DJN; Kameyama, C; Prado, J; Rudall, P; Simão","25120","1988","10","16","Brasil","Minas Gerais","Grão Mogol","Ca. 5-15 km ao norte da cidade","-42.783333","-16.533333","-42.783333","-16.533333",NA,"1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:13:54-03","IBt","SP","345921","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros",NA,NA,NA,NA,"Nogueira, MM; et al.","s.n.","1998","09","25","Brasil","Minas Gerais","Diamantina","Biribiri","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:13:54-03","IBt","SP","37238","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Mamede, MCH","2011","05",NA,"Archer, WA","4063","1936","09","24","Brasil","Minas Gerais","Diamantina","Vicinity of Mendanha","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:13:54-03","IBt","SP","396412","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Barros, F","2002","10",NA,"Pirani, JR; Mello-Silva, R; Cavalcanti, TB; Zappi, DC","CFCR8524","1985","09","05","Brasil","Minas Gerais","Grão Mogol","Jambeiro, a 7 km de Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"67219",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:13:54-03","IBt","SP","313609","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Barros, F","2002","10",NA,"Mello-Silva, R; Kawasaki, ML; Rapini, A","1429","1997","09","27","Brasil","Minas Gerais","Grão Mogol","Trilha da tropa, que vai da cidade até |Periperi passando pelo alto da serra, nas encostas à esquerda do Ribeirão do Inferno","-42.8897018432617","-16.5594005584717",NA,NA,"67219","900","900",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-21 10:13:54-03","IBt","SP","330920","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Mamede, MCH","2011","05",NA,"Teixeira, WA","s.n.","1995","08","07","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:13:54-03","IBt","SP","146118","S","Plantae",NA,NA,NA,"Orchidaceae","Veyretia","rupicola","Veyretia rupicola","(Garay) F.Barros","Guimarães, LRS","2008","11","17","Joly, AB; Semir, J","CFSC2914","1972","08","20","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
