"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-30 12:43:20-03","EAO","IAN","14147","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Barreto, M","Magalhães, MG","1840","1942","03","15","Southern America","Brasil","Minas Gerais","Belo Horizonte","Campo, serra do Curral.","-43.937801361084","-19.9207992553711",NA,"Arbusto de 0,80m de altura; flores róseas, muito frequente.","IAN014147","IAN014147 IAN014147_e",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:01:52-03","NBC","NL-BOTANY","L.2478490","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl",NA,"Vincent D",NA,"1915","10","01","Southern America","Brazil",NA,NA,"Brésil: Minas Geraes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478490","NL-L2478490",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:01:52-03","NBC","NL-BOTANY","WAG.1876793","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl",NA,"Hatschbach GG; Nicolack V",NA,"1990","02","11","Southern America","Brazil",NA,NA,"Rod. GO- 118, 10-20 km S de Sao Joao da Allianca, Goiás.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1876793 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1876793","NL-WAG1876793",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:12:21-03","ESALQ","ESA","48819","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, T.B.","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Mazine, F.F.","21226.0","1998","09","06",NA,"Brasil","Minas Gerais","Delfinópolis",NA,"-46.8539009094238","-20.343900680542",NA,NA,"ESA048819","ESA048819",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:12:21-03","ESALQ","ESA","19671","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, T.B.","Souza, V.C. et al.","7913.0","1995","03","08",NA,"Brasil","Minas Gerais","Ouro Branco",NA,"-43.6918983459473","-20.5207996368408",NA,NA,"ESA019671","ESA019671",NA,NA,"13809","auto","1997",NA,"01","17",NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:18:10-03","UFV","VIC","43265","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Polh",NA,"Simon, M.F.; et al.","1941","2013","08","21",NA,"Brasil","Minas Gerais","Delfinopolis","Ao longo da R 464,4 km E de Delfinópolis, Alt.: 770m &nf;Lat.: 20º20'18 S&nf;Long.: 46º48'53 O","-46.8539009094238","-20.343900680542",NA,"Subarbusto de 20 cm, pétalas lilás e anteras amarelas.","VIC043265",NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025829","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","lythroides","Diplusodon lythroides","DC.",NA,"G. Hatschbach","39610","1977","1","15",NA,"Brazil","Bahia",NA,"Morro do Chapéu, arredores, Bahia, Brazil","-41.157566","-11.552405",NA,"PMC-DPP 004; Arbusto 1.50 m, flor rosada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025833","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","A. Lourteig","G. Hatschbach; M. Hatschbach, V. Nicolack","53813","1990","2","11",NA,"Brazil","Goias",NA,"Rod. GO-118, 10-20km S de São Joáo da Aliança, Goiás, Brazil","-47.521893","-14.707946",NA,"SMMA 043; Arbusto delgado, 1m, pétalas rosado escuro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-18 19:50:02-03","UFJF","CESJ","2219","PreservedSpecimen","Plantae","Angiosperma",NA,"Lythraceae","Diplusodon","vilosissimus","Diplusodon vilosissimus","Pohl","Magalhães (inst. Agr.)","L. Roth","CESJ2219","1953","03","12","América do Sul","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,"Erva lenhosa do campo, flores lilases.","CESJ002219",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:17:12-03","UNICAMP","UEC","52244","S","Plantae","Magnoliopsida",NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Leitão Filho, HF","Rocha, AB","2","1990","02","14",NA,"Brazil","Minas Gerais","Campo do Meio","Serra do Taboão","-45.833333","-21.116667",NA,NA,"UEC144049","UEC144049",NA,NA,NA,NA,"1990",NA,"07","10","-45.833333","-21.116667",NA,NA,NA,NA
"21","2021-03-01 16:33:13-03","UNICAMP","UEC","79676","S","Plantae","Magnoliopsida",NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, TB","Marcondes-Ferreira, W; Belinello, R","1270","1996","01","18",NA,"Brazil","São Paulo",NA,"Estreito, Faz. 3 Irmãos.",NA,NA,NA,"subarbusto eretoca. 1m, flores sulferino; campo rupestre, solo arenoso e afloramentos de quartzito.","UEC144052","UEC144052",NA,NA,NA,NA,"1998",NA,"11","05",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:33:13-03","UNICAMP","UEC","9549","S","Plantae","Magnoliopsida",NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, TB","Shepherd, GJ; Andrade, JB; Tamashiro, JY; Salgado, PR","7528","1978","04","22",NA,"Brazil","Mato Grosso","Barra do Garças","rodovia Barra do Garça-Cuiabá a 39km de Barra do Garça.","-52.2566986083984","-15.8900003433228",NA,"Subarbusto1.0 flor branca","UEC144058","UEC144058","380","380","123012","auto","1986",NA,"03","16",NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:33:13-03","UNICAMP","UEC","9538","S","Plantae","Magnoliopsida",NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, TB","Martins, FR","152","1975","04","05",NA,"Brazil","Minas Gerais","Alpinópolis","Furnas, Faz. Salto","-46.3880996704102","-20.8635997772217",NA,"subarbusto 0,40m, flores lilazes.; campo rupestre.","UEC144055","UEC144055","980","980","22010","auto","1986",NA,"03","16",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:33:13-03","UNICAMP","UEC","9536","S","Plantae","Magnoliopsida",NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, TB","Martins, FR","120","1975","04","05",NA,"Brazil","Minas Gerais","Alpinópolis","Furnas, Faz. Salto","-46.3880996704102","-20.8635997772217",NA,"Subarbusto 0,70m, flores lilazes.; transição campo rupestre-cerrado.","UEC144056","UEC144056",NA,NA,"22010","auto","1986",NA,"03","16",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:33:13-03","UNICAMP","UEC","79684","S","Plantae","Magnoliopsida",NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, TB","Marcondes-Ferreira, W; Belinello, R","1248","1996","01","17",NA,"Brazil","São Paulo","Pedregulho","no começo da estrada para estreito.","-47.4700012207031","-20.25",NA,"subarbusto ereto, ca. 30cm, flores maravilha.; campo com solo arenoso, com muito cascalho.","UEC144053","UEC144053",NA,NA,"27552","auto","1998",NA,"11","05",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:33:12-03","UNICAMP","UEC","73305","S","Plantae","Magnoliopsida",NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, TB","Marcondes-Ferreira, W; Moraes, M; Sciamarelli, A; Barosela, JR","806","1994","03","18",NA,"Brazil","São Paulo","Pedregulho","Parque Estadual das Furnas do Bom Jesus,nas bordas da vertentes.","-47.4700012207031","-20.25",NA,"subarbusto ca. 50cm, flores rosadas e purpuras.; campo sujo.","UEC144054","UEC144054",NA,NA,"27552","auto","1998",NA,"11","05",NA,NA,NA,NA,NA,NA
"27","2019-11-06 09:56:10-03","UFOP","OUPR","30046","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Badini, J.","Badini, J.","s.n.","1975","02","28",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"Subarbusto, flores róseas. Campo",NA,NA,NA,NA,"13809","auto","1975",NA,"02","28",NA,NA,NA,NA,NA,NA
"28","2019-11-06 09:56:10-03","UFOP","OUPR","30056","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Badini, J.","Badini, J.","s.n.","1972","05","19",NA,"Brasil","Minas Gerais","Ouro Preto","Base da Serra de Itatiaia","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores vermelhas. Campo",NA,NA,NA,NA,"44599","auto","1972",NA,"05","19",NA,NA,NA,NA,NA,NA
"29","2019-11-06 09:56:10-03","UFOP","OUPR","30051","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Lisboa, M.A.","Lisboa, M.A.","s.n.","1972","05","01",NA,"Brasil","Minas Gerais","Ouro Preto","Base da Serra de Itatiaia","-43.5080986022949","-20.2875003814697",NA,"Campos",NA,NA,NA,NA,"44599","auto","1972",NA,"05","10",NA,NA,NA,NA,NA,NA
"30","2019-11-06 09:56:10-03","UFOP","OUPR","30054","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Badini, J.","Badini, J.","s.n.","1976","04","07",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores vermelhas. Campo",NA,NA,NA,NA,"44599","auto","1976",NA,"05","13",NA,NA,NA,NA,NA,NA
"31","2019-11-06 09:56:10-03","UFOP","OUPR","30043","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Badini, J.","Badini, J.","s.n.","1972","02","08",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores róseo-violáceas. Campo",NA,NA,NA,NA,"44599","auto","1972",NA,"02","08",NA,NA,NA,NA,NA,NA
"32","2019-11-06 09:56:10-03","UFOP","OUPR","30048","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, T.B.","Badini, J.","s.n.","1974","04","27",NA,"Brasil","Minas Gerais","Ouro Preto","Chapada","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores róseas. Campo",NA,NA,NA,NA,"44599","auto","1993",NA,"10","18",NA,NA,NA,NA,NA,NA
"33","2019-11-06 09:56:10-03","UFOP","OUPR","30053","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, T.B.","Badini, J.","s.n.","1975","02","23",NA,"Brasil","Minas Gerais","Ouro Preto","Chapada","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores róseas. Campo",NA,NA,NA,NA,"44599","auto","1993",NA,"10","19",NA,NA,NA,NA,NA,NA
"34","2019-11-06 09:56:10-03","UFOP","OUPR","30042","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, T.B.","Badini, J.; Silva, J.L.","s.n.","1975","11","20",NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,"Subarbusto. Campo",NA,NA,NA,NA,"44599","auto","1993",NA,"10","25",NA,NA,NA,NA,NA,NA
"35","2019-11-06 09:56:10-03","UFOP","OUPR","30044","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Badini, J.","Badini, J.","s.n.","1982","06","12",NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores vermelhas. Campo",NA,NA,NA,NA,"44599","auto","1982",NA,"06","12",NA,NA,NA,NA,NA,NA
"36","2019-11-06 09:56:10-03","UFOP","OUPR","30050","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Badini, J.","Badini, J.","s.n.","1974","05","26",NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores róseas. Campos",NA,NA,NA,NA,"44599","auto","1974",NA,"05","26",NA,NA,NA,NA,NA,NA
"37","2019-11-06 09:56:10-03","UFOP","OUPR","3483","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl",NA,"Clemen","s.n.","1976","05","15",NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flor rósea. Campo",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-06 09:56:10-03","UFOP","OUPR","30047","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Badini, J.","Badini, J.","s.n.","1978","02","26",NA,"Brasil","Minas Gerais","Ouro Preto","São Julião","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores róseas. Campo",NA,NA,NA,NA,"44599","auto","1978",NA,"03","13",NA,NA,NA,NA,NA,NA
"39","2019-11-06 09:56:10-03","UFOP","OUPR","30055","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Badini, J.","Badini, J.","s.n.","1972","05","19",NA,"Brasil","Minas Gerais","Ouro Preto","Serra da Chapada","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores vermelhas. Campo",NA,NA,NA,NA,"44599","auto","1972",NA,"05","19",NA,NA,NA,NA,NA,NA
"40","2019-11-06 09:56:10-03","UFOP","OUPR","30045","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Badini, J.","Badini, J.","s.n.","1983","04","24",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores róseas. Campo",NA,NA,NA,NA,"44599","auto","1983",NA,"04","24",NA,NA,NA,NA,NA,NA
"41","2019-11-06 09:56:10-03","UFOP","OUPR","30052","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, T.B.","Badini, J.","s.n.","1986","03","19",NA,"Brasil","Minas Gerais","Ouro Preto","Três Moinhos","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores róseas. Campo",NA,NA,NA,NA,"44599","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-06 09:56:10-03","UFOP","OUPR","30049","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl","Cavalcanti, T.B.","Badini, J.","s.n.","1975","02","05",NA,"Brasil","Minas Gerais","Ouro Preto","Três Moinhos","-43.5080986022949","-20.2875003814697",NA,"Subarbusto, flores róseas. Campo",NA,NA,NA,NA,"44599","auto","1993",NA,"10","18",NA,NA,NA,NA,NA,NA
"43","2014-10-14 15:56:52-03","BS","M","M-0146273","S","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","lythroides","Diplusodon lythroides","DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in campis; Provinciae Min. Gen. austral. et S. Pauli.",NA,NA,NA,NA,"M0146273",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"NOTATYPE",NA,NA,NA
"44","2014-10-14 15:56:52-03","BS","M","M-0146424","S","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,NA,NA,"M0146424",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"TYPE",NA,NA,NA
"45","2014-10-14 15:56:52-03","BS","M","M-0146425","S","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M0146425",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"TYPE",NA,NA,NA
"46","2014-10-14 15:56:52-03","BS","M","M-0146426","S","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in campis edit. inter V. de Campanha et Praed. Parapitinga; Provinciae Min. Ger.",NA,NA,NA,NA,"M0146426",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"NOTATYPE",NA,NA,NA
"47","2014-10-14 15:56:52-03","BS","M","M-0146427","S","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in campis Serro Frio; Provinciae Min. Ger.",NA,NA,NA,NA,"M0146427",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"NOTATYPE",NA,NA,NA
"48","2014-10-14 15:56:52-03","BS","M","M-0146428","S","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia Provinc. Minas Geraes, in campis Serro Frio.",NA,NA,NA,NA,"M0146428",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"NOTATYPE",NA,NA,NA
"49","2019-08-16 08:39:50-03","UTFPR","HCF","12638","S","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl.","M.G. Caxambu","M.G. Caxambu","4778","2013","08","17",NA,"Brasil","MG","Delfinópolis","Estância Jo, próxima à Serra da Canastra","-46.904778","-20.324278",NA,"erva heliófita, ca. 1,2 m. Flores com cálice verde e corola rosa.",NA,NA,"717","717",NA,NA,"2017",NA,"08","14","46°54'17,2 W","20°19'27,4 S",NA,NA,NA,NA
"50","2019-08-16 08:39:50-03","UTFPR","HCF","16765","S","Plantae",NA,NA,"Lythraceae","Diplusodon","villosissimus","Diplusodon villosissimus","Pohl.","J. Cordeiro","M.G. Caxambu","6137","2015","04","24",NA,"Brasil","MG","Delfinópolis","Estância Jo, próxima à Serra da Canastra","-46.902444","-20.298",NA,"erva ca. 0,50 m, heliófita. Flores com cálice verde e corola rosa.",NA,NA,"670","670",NA,NA,"2017",NA,NA,NA,"46°54'08,8 W","20°17'52,8 S",NA,NA,NA,NA
