"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","continentOcean","preparationType","barcode","imagecode","typeStatus","class","fieldNumber"
"44","2019-08-27 13:35:20-03","IAP","PACA-AGP","79233","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","A. Sehnem SJ","1973",NA,NA,"Sehnem, A.","6731","1955","01","23","Brasil","RJ","Nova Friburgo","Duas Pedras","-42.5311012268066","-22.2819004058838","33190",NA,"Confirmado por Kieling-Rubio em 07.10.2011. Habitat: ad rupes in dumetoso","auto",NA,NA,"1000","1000","Polypodiales",NA,NA,"PACA079233",NA,NA,"Filicopsida",NA
"45","2019-08-27 13:35:20-03","IAP","PACA-AGP","79234","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","A. Sehnem SJ","1969",NA,NA,"Sehnem, A.","10645","1969","04","21","Brasil","RS","Gravataí","Itacolumi","-50.9919013977051","-29.9444007873535","25424",NA,"Confirmado por Kieling-Rubio em 07.10.2011. Habitat: ad ruepm in dumetis","auto",NA,NA,"130","130","Polypodiales",NA,NA,"PACA079234",NA,NA,"Filicopsida",NA
"46","2019-08-27 13:35:20-03","IAP","PACA-AGP","78807","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T. Moore","A. Sehnem SJ",NA,NA,NA,"P. F. Beuren",NA,NA,NA,NA,"Brasil","RS","São Leopoldo","Morro da Pedreira","-51.1472015380859","-29.7602996826172","10287",NA,"Habitat: silva ad terram inter et super rupes","auto",NA,NA,"250","250","Polypodiales",NA,NA,"PACA078807",NA,NA,"Filicopsida",NA
"47","2020-07-02 19:03:36-03","UFJF","CESJ","27197","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","blanchetii","Elaphoglossum blanchetii","(Mett.) C.Chr.","R.F. Novelino","1994","02",NA,"J.E.Z. Oliveira; D. Graçano; P.B. Pita","283","1993","05","29","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, No paredão esquerdo acima da Gruta das Bromélias.","-43.793098449707","-21.8425006866455","30417",NA,"Altitude de 1490m. Higrófila e heliófita. Infrequente no parque. Arenícola, ocorrendo na mata formada na entrada da gruta. Hábito herbáceo, formando tufos. Rizoma ascendente. Pecíolo com escamas. Lâmina coriácea com face adaxial verde brilhosa e abaxial","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ027197",NA,NA,NA,NA
"48","2019-11-21 14:52:15-03","UFJF","CESJ","27977","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","blanchetii","Elaphoglossum blanchetii","(Mett.) C.Chr.","R.F. Novelino","2007","02","26","R.F. Novelino; F.R.G. Salimena","796","1990","10","15","Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697","44599",NA,"Fronde glabra, face abaxial fosca e adaxial meio brilhosa. Fronde fértil jovem. Escamas dispersas no pecíolo e filopódios escuros.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ027977",NA,NA,NA,NA
"49","2019-11-21 14:52:33-03","UFJF","CESJ","61901","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","F.B. Matos","2019","02",NA,"H.E.S.Costa; R.C. Mota","16 (H16)","2009","12","03","Brasil","Minas Gerais","Brumadinho","Inhotim","-44.2325","-20.115556",NA,NA,"Erva terrestre.",NA,"-44.2325","-20.115556","1022","1022",NA,"América do Sul",NA,"CESJ061901",NA,NA,NA,NA
"50","2019-11-21 14:52:33-03","UFJF","CESJ","72556","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","V.A.O. Dittrich","2019","04",NA,"V.A.O. Dittrich","2316","2019","04","19","Brasil","Minas Gerais","Olaria","Serra do Cruz, Trilha de moto que sai das proximidades da pista de pouso em direção WNW","-44.082444","-21.891194",NA,NA,"Saxícola na Floresta Ombrófila Densa Montana",NA,"-44.082444","-21.891194","1470","1470",NA,"América do Sul",NA,"CESJ072556",NA,NA,NA,NA
"51","2019-11-21 14:52:33-03","UFJF","CESJ","25872","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"M.C. Brügger; C.Haddad","s.n.","1992","05","11","Brasil","Minas Gerais","Bom Jardim de Minas","Vale do Riacho Imbutaia, No barranco, ravinas sombreadas, solo argila vermelha.","-44.1911010742188","-21.9472007751465","20996",NA,"Frondes eretas, brilhosas, férteis mortas, espiraladas, brilhantes.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ025872",NA,NA,NA,NA
"52","2019-11-21 14:52:33-03","UFJF","CESJ","52308","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","F.B. Matos","2019","02",NA,"F.S. Souza; D. Monteiro; J.A. Oliveira","636","2008","10","26","Brasil","Minas Gerais","Lima Duarte","Fazenda Serra Negra","-43.793098449707","-21.8425006866455","30417",NA,"Rupícola no interior de mata.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ052308",NA,NA,NA,NA
"53","2020-06-30 18:33:17-03","UFJF","CESJ","27208","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","J.E.Z. Oliveira","1994","04",NA,"J.E.Z. Oliveira; P.B. Pita; D. Graçano","310","1993","06","26","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata do Martimiano, mais no meio da mata de galeria, próximo à vala central por onde escorre a enchurrada. Alt.: 1330m.","-43.793098449707","-21.8425006866455","30417",NA,"Mesófila e ciófita. Terrestre, infrequente no Parque. Hábito herbáceo, ocorrento em almofadas.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ027208",NA,NA,NA,NA
"54","2019-11-21 14:52:23-03","UFJF","CESJ","24096","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","2007","02","26","R.F. Novelino; L. Krieger; Jorge","CESJs.n.","1989","09","18","Brasil","Minas Gerais","Mariana","Serra do Fragão, km 7. Nas pedras, dentro da mata.","-43.4160995483398","-20.377799987793","33524",NA,"Não estava fértil.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ024096",NA,NA,NA,NA
"55","2019-11-21 14:52:33-03","UFJF","CESJ","49660","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","L.C.N. Melo","2008","05",NA,"F.S. Souza; J.A. Oliveira; L. Menini Neto","326","2007","12","08","Brasil","Minas Gerais","Rio Preto","R.P.P.N. São Lourenço do Funil, 18º36'01,6 S, 43º57'04,2 W. 1139 m.s.m.","-43.8278007507324","-22.0891990661621","20815",NA,"Terrestre em campo rupestre.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ049660",NA,NA,NA,NA
"56","2019-11-21 14:52:33-03","UFJF","CESJ","67388","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","F. Gonzatti","2014","10",NA,"M. Sartori","67","2006","05","01","Brasil","Paraná","Lapa","Pedra da Gruta do Monge","-49.7158012390137","-25.7696990966797","49965",NA,"sobre rochedos, interior da mata.","auto",NA,NA,"800","800",NA,"América do Sul",NA,"CESJ067388",NA,NA,NA,NA
"57","2019-11-21 14:52:23-03","UFJF","CESJ","23546","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","2007","10","23","L. Krieger","CESJ23546","1988","11","19","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Rupícola.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ023546","CESJ023546",NA,NA,NA
"58","2019-11-21 14:52:33-03","UFJF","CESJ","25547","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998",NA,NA,"M.C.M. Garcia","s.n.","1988","10","10","Brasil","Minas Gerais","São Domingos da Bocaina","Rupícola, mata de galeria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ025547",NA,NA,NA,NA
"59","2019-11-21 14:52:33-03","UFJF","CESJ","58362","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","2007","02","28","R.F. Novelino; F.R.G. Salimena","767","1990","10","14","Brasil","Minas Gerais",NA,"Serra do Cipó, Km. 140",NA,NA,NA,NA,"Na mata ciliar, junto ao riacho, saxícola. Rizoma rasteiro, filopódio conspícuo, frondes crassas. Material estéril.",NA,NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ058362",NA,NA,NA,NA
"60","2019-11-21 14:52:33-03","UFJF","CESJ","28520","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998",NA,NA,"W.A.Teixeira","s.n.","1995","04","13","Brasil","Minas Gerais","Itabirito","Pico do itabirito, Coletada sobre pedra em meio a musgos, local bastante sombreado, transição de alforamentos de quartzíto para mata de galeria. MBR.","-43.801399230957","-20.2532997131348","20553",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ028520",NA,NA,NA,NA
"61","2020-06-30 18:33:17-03","UFJF","CESJ","53780","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998",NA,NA,"M.C. Brügger","1","1993","12","03","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","30417",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ053780",NA,NA,NA,NA
"62","2020-06-30 18:33:17-03","UFJF","CESJ","26227","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"R.F. Novelino","876","1992","08","28","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","30417",NA,"No barranco, ambiente antrópico; rizoma rastejante, subescamoso; pecíolo saindo de vários pontos com escamas esparsas; frondes lanceoladas, escamas escuras.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ026227",NA,NA,NA,NA
"63","2020-06-30 18:33:17-03","UFJF","CESJ","26026","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"J.E.Z. Oliveira; D. Graçano","225","1992","10","21","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, A 150m subindo a mata de galeria, partindo do trilho da Ponte de Pedra.","-43.793098449707","-21.8425006866455","30417",NA,"No solo, sobre necromassa, estéril. Rizoma ereto, escamas escuras na base do pecíolo. Face adaxial verde mais clara, face abaxial verde bem escuro.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ026026",NA,NA,NA,NA
"64","2020-06-30 18:33:17-03","UFJF","CESJ","27223","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"J.E.Z. Oliveira; C.G.Xavier","360","1993","09","11","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Entre o Centro de Estudois e o Camping, descendo pelo lado direito da ponte. Alt. 1385msm","-43.793098449707","-21.8425006866455","30417",NA,"Mesófila e ciófita. Terrestre, sobre humus na mata de galeria. Rara no Parque. Ocorrendo em tufos, rizoma decumbente. Lâmina cartácea, face abaxial verde-claro e adaxial verde-escuro.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ027223",NA,NA,NA,NA
"65","2020-06-30 18:33:17-03","UFJF","CESJ","27232","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"J.E.Z. Oliveira","384","1993","10","16","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, entre o Centro de Estudos e o Camping, lado esquerdo do trilho, descendo junto à ponte.","-43.793098449707","-21.8425006866455","30417",NA,"Mesófila e ciófita. Saxícola na mata. Frequente no Parque, ocorre em tufos. Rizoma rastejante. Pecíolo arredondado, marcado em relevo até p#?#roximo ao rizoma por uma linha lateral. Lâmina cartácea.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ027232",NA,NA,NA,NA
"66","2020-06-30 18:33:17-03","UFJF","CESJ","26018","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"J.E.Z. Oliveira; D. Graçano","217","1992","10","21","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata da Cerca","-43.793098449707","-21.8425006866455","30417",NA,"Epífita a 15cm do chão. A 100m subindo a mata partindo da trilha da Ponte de Pedra.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ026018",NA,NA,NA,NA
"67","2020-06-30 18:33:17-03","UFJF","CESJ","27537","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1994","07","29","R.F. Novelino","1299","1994","07","29","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata do Martimiano.","-43.793098449707","-21.8425006866455","30417",NA,"Forma densa população sobre rocha, estéril, rizoma filopódio.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ027537",NA,NA,NA,NA
"68","2020-06-30 18:33:17-03","UFJF","CESJ","27207","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"J.E.Z. Oliveira; P.B. Pita; D. Graçano","307","1993","06","26","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata do Martimiano, lado esquerdo do aceiro, descendo em direção à Pedra Quadrada. Altitude 1360m.","-43.793098449707","-21.8425006866455","30417",NA,"Mesófila e ciófita. Terrestre, infrequente no Parque. Hábito herbáceo. Rizoma rastejante.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ027207",NA,NA,NA,NA
"69","2020-06-30 18:33:17-03","UFJF","CESJ","26242","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","J.E.Z. Oliveira","1994","02","03","R.F. Novelino","891","1992","08","28","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, No Barranco, ambiente antrópico; rizoma rastejante sub_ escamoso; pecíolo saindo de vários pontos com escamas esparsas; frondes lanceoladas, escamas escuras.","-43.793098449707","-21.8425006866455","30417",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ026242",NA,NA,NA,NA
"70","2020-06-30 18:33:17-03","UFJF","CESJ","26157","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"R.F. Novelino; M.C. Brügger; J.E.Z. Oliveira","838","1992","08","20","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Próximo ao Centro de Estudos, beira do caminho. Alt. 1390msm.","-43.793098449707","-21.8425006866455","30417",NA,"Na mata, terrestre. Rizoma ereto com frondes saindo de diversas alturas.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ026157",NA,NA,NA,NA
"71","2019-11-21 14:52:33-03","UFJF","CESJ","24235","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"L. Krieger; M.C. Brügger","CESJ24235","1989","10","11","Brasil","Minas Gerais","Lima Duarte","Serra da Mantiqueira, Nascente do Pirapitinga. Em mata rala de encosta, sobre arenito e húmus. Frequente, formando tapetes no solo.","-43.793098449707","-21.8425006866455","30417",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ024235",NA,NA,NA,NA
"72","2019-11-21 14:52:33-03","UFJF","CESJ","27966","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"L. Krieger; Pavam","CESJ27966","1989","05","21","Brasil","Minas Gerais","Ouro Branco","Serra, Mata de galeria à beira de córrego.","-43.6918983459473","-20.5207996368408","13809",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ027966",NA,NA,NA,NA
"73","2019-11-21 14:52:23-03","UFJF","CESJ","24115","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","J.T. Mickel","1989","09","18","R.F. Novelino; L. Krieger; Jorge","s.n.","1989","09","18","Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697","44599",NA,"Na mata pluvial tropical.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ024115",NA,NA,NA,NA
"74","2019-11-21 14:52:23-03","UFJF","CESJ","24116","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","L.C.N. Melo","2011","05",NA,"R.F. Novelino; L. Krieger; Jorge","695","1989","09","18","Brasil","Minas Gerais","Ouro Preto","Morro de São João","-43.5080986022949","-20.2875003814697","44599",NA,"Frondes bifurcadas às vezes, entre pedras ou no barranco.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ024116",NA,NA,NA,NA
"75","2019-11-21 14:52:33-03","UFJF","CESJ","25132","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"R.F. Novelino; et al.","738","1990","05","01","Brasil","Minas Gerais","Ouro Preto","Morro de São João","-43.5080986022949","-20.2875003814697","44599",NA,"No barranco, à sombra e em muros de arenito muito antigos.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ025132",NA,NA,NA,NA
"76","2019-11-21 14:52:33-03","UFJF","CESJ","27498","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","J.T.Mickel","1994",NA,NA,"R.F. Novelino; F.R.G. Salimena","806","1990","10","15","Brasil","Minas Gerais","Ouro Preto","Morro de São Sebastião, No barranco.","-43.5080986022949","-20.2875003814697","44599",NA,"Fronde coriácea.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ027498",NA,NA,NA,NA
"77","2019-11-21 14:52:23-03","UFJF","CESJ","21571","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","R.F. Novelino","1998","09",NA,"L. Krieger","CESJ21571","1987","04","19","Brasil","Minas Gerais","Santa Rita de Ibitipoca",NA,"-43.9146995544434","-21.5627994537354","17739",NA,"Sobre húmus e arenito, formando touceiras densas em mata de galeria.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ021571",NA,NA,NA,NA
"78","2019-11-21 14:52:33-03","UFJF","CESJ","29456","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","J.E.Z. Oliveira","1994","02","02","M.C.M. Garcia","s.n.","1993","12","03","Brasil","Minas Gerais","Tiradentes","Serra de São José, Morro da Calçada.","-44.1781005859375","-21.1103000640869","10355",NA,"Frondes saindo 2 de cada lado do rizoma. Estéreis muito largas, férteis muito estreitas e menores.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ029456",NA,NA,NA,NA
"79","2019-11-21 14:52:33-03","UFJF","CESJ","27484","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","J.E.Z. Oliveira","1994","02","02","M.C.M. Garcia","s.n.","1993","12","03","Brasil","Minas Gerais","Tiradentes","Serra de São José, Morro da Calçada. Na mata, sobre húmus.","-44.1781005859375","-21.1103000640869","10355",NA,"Escamas na face abaxial negras, delicadas.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ027484",NA,NA,NA,NA
"80","2019-11-21 14:52:33-03","UFJF","CESJ","63445","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","V.A.O. Dittrich","2014","07",NA,"J.M. Silva; J, Cordeiro","7773","2011","05","10","Brasil","Paraná","Lapa","Rio Iguaçu, Antiga Ponte de Ferro","-49.7158012390137","-25.7696990966797","49965",NA,"Rupícola à beira de rio encachoeirado.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ063445",NA,NA,NA,NA
"81","2019-11-21 14:52:34-03","UFJF","CESJ","21017","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","L.C.N. Melo","2008","05",NA,"L. Krieger","CESJ21017",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Itabirito, No alto da serra, saxícola, sobre arenito, em ugares abrigados, sombreados e úmidos, rochas verticais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ021017",NA,NA,NA,NA
"82","2019-11-21 14:52:34-03","UFJF","CESJ","26678","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","A.C. Brade","1953",NA,NA,"L.B. Damazio","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ026678",NA,NA,NA,NA
"83","2019-11-21 14:52:34-03","UFJF","CESJ","26677","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","A.C. Brade","1953",NA,NA,"C.A.W. Schwacke","15339","1904",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ026677",NA,NA,NA,NA
"84","2019-11-21 14:52:34-03","UFJF","CESJ","53536","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","F.S. Souza","2009","06",NA,"F.S. Souza; J.H.C. Ribeiro","691","2009","05","31","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra","-43.793098449707","-21.8425006866455","30417",NA,"Terrestre em interior de mata. 1200msm.","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ053536",NA,NA,NA,NA
"85","2019-11-21 14:52:34-03","UFJF","CESJ","26676","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","A.C. Brade","1953",NA,NA,"C.A.W. Schwacke","14513","1901","05","16","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ026676",NA,NA,NA,NA
"86","2019-11-21 14:52:34-03","UFJF","CESJ","49275","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","L.C.N. Melo","2008","05","15","T.E. Almeida; F.S. Souza; N.F.O. Mota; P.L. Viana; B. Norderstam; K. Antunes; N.L. Abreu","767","2007","04","10","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro","-43.8278007507324","-22.0891990661621","20815",NA,"Rupícola no interior de Mata de galeria","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ049275",NA,NA,NA,NA
"87","2019-11-21 14:52:34-03","UFJF","CESJ","49273","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","L.C.N. Melo","2008","05","15","T.E. Almeida; F.S. Souza; N.F.O. Mota; P.L. Viana; B. Norderstam; K. Antunes; N.L. Abreu","765","2007","04","10","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621","20815",NA,"Epífita a 1m de altura. Interior de Mata Nebular","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ049273",NA,NA,NA,NA
"88","2019-11-21 14:52:34-03","UFJF","CESJ","21032","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","L.C.N. Melo","2008","05",NA,"L. Krieger","CESJ21032","1985","12","29","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545","46557",NA,"Na mata, sobre basalto (leve camada de humus). Não foram encontradas frondes férteis. Material misturado com 21032A (Campyloneurum nitidum).","auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ021032",NA,NA,NA,NA
"89","2019-11-21 14:52:34-03","UFJF","CESJ","21093","PreservedSpecimen","Plantae","Polypodiopsida","Dryopteridaceae","Elaphoglossum","tamandarei","Elaphoglossum tamandarei","Brade","L.C.N. Melo","2008","05",NA,"L. Krieger","CESJ21093","1985","02","01","Brasil","Paraná","Ponta Grossa","Sítio Malabar, No barranco dentro da mata de galeria, pouco frequente.","-50.1618995666504","-25.0949993133545","46557",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ021093",NA,NA,NA,NA
