"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","geoFlag","phylum","imagecode","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","continentOcean","class","order","relatedCatalogItem"
"69","2019-11-13 11:17:24-03","USP","SPF","72097","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor","Zappi, DC","2004","Zappi, DC","259","1991","07","27","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","30417","1500","1500",NA,"SPF00072097","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-13 11:17:24-03","USP","SPF","132119","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor","Zappi, DC","2009","Gasper, AL","1601","2008","03","13","Brasil","Santa Catarina","Ponte Alta","Lat. 575792 S e Long. 6973346 O.","-50.380298614502","-27.4841995239258","33166","1150","1150",NA,"SPF00132119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-13 11:17:24-03","USP","SPF","48463","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor","Zappi, DC",NA,"Simão-Bianchini, R","17","1987","10","31","Brasil","São Paulo","Boracéia","Reserva Biológica do Museu de Zoologia.","-48.7700004577637","-22.1900005340576","10241",NA,NA,NA,"SPF00048463","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-10-07 09:18:46-03","UEFS","HUEFS","106636","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor",NA,NA,"Paula-Souza, J.","3624","2003","11","06","Brasil","São Paulo","Caraguatatuba","Estrada da Petrobrás(descendo em direção a Caraguatatuba), km 42. Subida para o morro à esquerda da estrada.","-45.675556","-23.641944",NA,NA,NA,NA,"HUEFS0106636",NA,"Angiospermae","HUEFS0106636",NA,NA,"45W40'32''","23S38'31''",NA,"Caryophyllanae","Caryophyllales",NA
"73","2019-10-07 09:18:46-03","UEFS","HUEFS","128176","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor",NA,NA,"Forzza, R.C.","3204","2004","03","11","Brasil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca, trilha entre a Gruta do Fugitivo e Cascatinha.","-43.793098449707","-21.8425006866455","30417",NA,NA,NA,"HUEFS0128176","auto","Angiospermae","HUEFS0128176",NA,NA,NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"74","2020-07-23 12:01:23-03","CEPLAC","CEPEC","118470","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri",NA,"D. C. Zappi",NA,"R. C. Forzza","3611","2004","11","22","Brasil","Minas Gerais","LIMA DUARTE","Parque Estadual da Serra do Ibitipoca, trilha da mata grande.","-43","-21.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W","21S42'",NA,NA,NA,"22/11/2004"
"75","2020-07-23 12:01:23-03","CEPLAC","CEPEC","132668","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri",NA,"A. K. L. Venda",NA,"A. K. L. Venda","15","2010","11","30","Brasil","Espírito Santo","ibitirama","Parque Nacional do Caparaó, Rio do Braço Norte.","-41.736111","-20.445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W44'10","20S26'42",NA,NA,NA,"30/12/2010"
"76","2020-07-23 12:01:23-03","CEPLAC","CEPEC","124981","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri",NA,"D. C. Zappi",NA,"E. V. S. Medeiros","370",NA,NA,NA,"Brasil","Minas Gerais","LIMA DUARTE",NA,"-43.793098449707","-21.8425006866455","30417",NA,NA,"<ll>dwc_commonname:</ll>",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-08-20 14:55:32-03","UFSC","FLOR","39826","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor",NA,NA,"Venda, A.K.L.; Forzza, R.C.; Stehmann, J.R. & Amorim, A.M.","15","2010","11","30","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, rio do braço norte.","-41.6671981811523","-20.5414009094238","22282","1164","1164","epífita, flor alvas. Recebido de BHCB 147042","FLOR0039826","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales",NA
"78","2020-12-10 11:27:04-03","IBt","SP","392490","S","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor",NA,NA,"Forzza, RC","3110","2004","03","10","Brasil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca","-43.866667","-21.683333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.866667","-21.683333",NA,NA,NA,NA
"79","2020-07-02 08:39:46-03","IBt","SP","278236","S","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor",NA,NA,"Rodrigues, EA","235","1994","09","28","Brasil","São Paulo","Bananal","Serra da Bocaina","-44.3199996948242","-22.6800003051758","26795",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-26 09:59:46-03","IBt","SP","384574","S","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor",NA,NA,"Souza, JP","3624","2003","11","06","Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334","30093",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-08-27 12:19:16-03","IBt","SP","310623","S","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor",NA,NA,"Bertoncini, AP","786","1996","12","16","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242","38855",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-22 10:12:34-03","IBt","SP","344072","S","Plantae","Cactaceae","Rhipsalis","juengeri","Rhipsalis juengeri","Barthlott & N.P.Taylor",NA,NA,"Zappi, DC","331","1999","11","18","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242","38855",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
