"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","378770","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","T. S. dos Santos","1972","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378770","Magnoliophyta","Magnoliales","Mart.","2541","Bahia","Vitória da Conquista","Km 5 a 15 da rod. Conquista/Barra da Choça","-40.8392","-14.8661","H. Rainer","NY00378770_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","378768","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","I. Silberbauer-Gottsberger","1972","12","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378768","Magnoliophyta","Magnoliales","Mart.","14141272","São Paulo","Botucatu","18 km north of Botucatu, (14 km east of Sao Manuel). Along the Sao Manuel-Piracicaba highway. Near ex-RR station 13 de Maio","-48.42","-22.75","H. Rainer","NY00378768_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00836213","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","J. R. Pirani","1985","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836213","Magnoliophyta","Magnoliales","Mart.","1226","Mato Grosso",NA,"Ilha do Bananal, na divisa com o Parque Nacional do Araguaia; coletas no Parque Indígena","-50.5","-10.42","H. Rainer","NY00836213_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00836215","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","L. Riedel","1834","02",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836215","Magnoliophyta","Magnoliales","Mart.","2650",NA,NA,"Pr. Ytu. Sorocaba. pr. Paul. Goyaz",NA,NA,"H. Rainer","NY00836215_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00836214","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","G. G. Hatschbach","1995","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836214","Magnoliophyta","Magnoliales","Mart.","63441","Mato Grosso do Sul","Anastácio","Rod. BR-262, 10-15km O do trevo para Anastácio","-55.8067","-20.4836","R. de Mello-Silva","NY00836214_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00836237","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","C. A. Cid Ferreira","1985","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836237","Magnoliophyta","Magnoliales","Mart.","6566","Mato Grosso","Cáceres","MT. BR 174 a 45 km S da Cidade Pontes e Lacerda","-59.5","-15.5","H. Rainer","NY00836237_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","378773","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","A. Schinini","1997","12","08","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378773","Magnoliophyta","Magnoliales","Mart.","33476","Amambay",NA,"Chiriguelo","-55.83","-22.67","A. Schinini",NA,"553","553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","378767","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","W. R. Anderson","1972","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378767","Magnoliophyta","Magnoliales","Mart.","37148","Bahia","Cocos","Espigao Mestre. Ca. 5 km W of Cocos; near limestone boulders","-44.53","-14.18","H. Rainer","NY00378767_01 NY00378767_02","530","530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","378772","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","M. H. Nee","1991","06","21","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378772","Magnoliophyta","Magnoliales","Mart.","41161","Santa Cruz","José Miguel de Velasco","Estancia Flor de Oro, W side of the Rio Guapore (=Rio Itenez)","-61.02","-13.55","H. Rainer; W. Morawetz","NY00378772_01","190","190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00836222","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","G. E. Schatz","1983","03","10","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836222","Magnoliophyta","Magnoliales","Mart.","1009","Maranhão","Grajaú","20 km N of Grajaú, along highway 006","-46.18","-5.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00935880","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","J. R. Pirani","1989","12","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935880","Magnoliophyta","Magnoliales","Mart.","CFCR12362","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu, ao longo da estrada para Cristália.","-42.92","-16.5","J. R. Pirani","NY00935880_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00836245","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","G. C. G. Argent","1967","09","20","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836245","Magnoliophyta","Magnoliales","Mart.","6446","Mato Grosso",NA,"c. 6 km S of Xavantina near R & A transect","-52.23","-14.63","H. Rainer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00836216","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","H. S. Irwin","1966","06","07","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920877' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836216","Magnoliophyta","Magnoliales","Mart.","16703","Mato Grosso",NA,"Ca. 2 km. N.E. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.33687","-14.65392","L. Aristeguieta",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00836220","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","M. F. F. da Silva","1983","04","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920921' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836220","Magnoliophyta","Magnoliales","Mart.","1188","Maranhão",NA,"Rodovia Grajaú-Arame",NA,NA,"H. Rainer","NY00836220_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1165919","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","G. T. Prance","1966","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307477' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165919","Magnoliophyta","Magnoliales","Mart.","3395","Amazonas","Humaitá","Road humaitá to Lábrea, Km 20","-63.1875658","-7.5925367","J. F. Ramos","NY01165919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00836240","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","L. Riedel",NA,NA,NA,"South America","Brazil","sheet",NA,"[illegible] Mart. 1867 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836240","Magnoliophyta","Magnoliales","Mart.","s.n.",NA,NA,"Pr. Cuyabá.","-56.043867","-15.612755","H. Rainer","NY00836240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00836217","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","H. S. Irwin","1966","06","10","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836217","Magnoliophyta","Magnoliales","Mart.","16908","Mato Grosso",NA,"Ca. 25 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.87","L. Aristeguieta",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00836238","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","J. R. Pirani","1985","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836238","Magnoliophyta","Magnoliales","Mart.","1185","Mato Grosso","Santa Terezinha","Perto da cidade, em pequena elevaçao à margem do Rio Araguaia.","-50.5","-10.42","H. Rainer","NY00836238_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","395954","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","H. S. Irwin","1971","02","24","South America","Brazil","sheet",NA,"Fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395954","Magnoliophyta","Magnoliales","Mart.","30970","Bahia","Seabra","Ca. 24 km N of Seabra; road to Agua de Rega","-41.7703","-12.4186","J. van Rooden",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","378771","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","J. Jangoux","1981","12","01","South America","Brazil","sheet",NA,"Collection of a dry fallen fruit <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378771","Magnoliophyta","Magnoliales","Mart.","1765","Maranhão","Estreito","Road between Estreito de Goiás and Carolina, 23 km south of Estreito","-47.33","-6.75","H. Rainer","NY00378771_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00935881","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","J. C. Gomes","1964","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935881","Magnoliophyta","Magnoliales","Mart.","2366","Mato Grosso do Sul","Três Lagoas","Fazenda Dr. José Mendes","-40.48","-12.5",NA,"NY00935881_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1099201","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","C. A. Cid Ferreira","1984","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307478' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099201","Magnoliophyta","Magnoliales","Mart.","4475","Rondônia","Vilhena","BR 364, rodovia Porto Velho-Cuiabá, km 39. Solo arenoso.","-60.61","-12.13",NA,"NY01099201_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1147772","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","C. A. Cid Ferreira","1984","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307475' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147772","Magnoliophyta","Magnoliales","Mart.","4475","Rondônia","Vilhena","BR 364, rodovia Porto Velho-Cuiabá, km 39. Solo arenoso.","-60.61","-12.13",NA,"NY01147772_01 NY01147772_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1099202","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","M. G. Vieira","1979","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307479' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099202","Magnoliophyta","Magnoliales","Mart.","679","Rondônia",NA,"a 4 Km próximo de Vilhena","-60.166667","-12.75","G. E. Schatz","NY01099202_01 NY01099202_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00836227","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","C. A. Cid Ferreira","1985","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836227","Magnoliophyta","Magnoliales","Mart.","6066","Mato Grosso","Diamantino","MT. BR 163, Rod. Cuiabá-Sinop a 160 km ao S de Sinop, margens da rodovia.","-56","-13.2","N. A. Murray","NY00836227_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00836228","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","C. A. Cid Ferreira","1985","09","17","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836228","Magnoliophyta","Magnoliales","Mart.","6066","Mato Grosso","Diamantino","MT. BR 163, Rod. Cuiabá-Sinop a 160 km ao S de Sinop, margens da rodovia.","-56","-13.2","N. A. Murray","NY00836228_01 NY00836228_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1099223","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","H. T. Beck","1987","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099223","Magnoliophyta","Magnoliales","Mart.","171","Pará","Belém","Ilha de Marajó. Rio Gipurú.","-50.5","-0.25","J. M. de S. Miralha","NY01099223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00836246","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","J. Jangoux","1981","12","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836246","Magnoliophyta","Magnoliales","Mart.","1827","Ceará","Guaraciaba do Norte","Road Tianguá-Crateus, between Guaraciaba do Norte and Ipu, 64km south of Ubajara, 11km north of Ipu","-40.75","-4.25","H. Rainer","NY00836246_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","22593","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","Amaral Jr., A.","1999","04","12",NA,"Brasil",NA,NA,NA,"BOTU022593",NA,NA,"Mart.","523","Mato Grosso do Sul","Bataguassu","Margem direita do Rio Paraná, Rio Pardo, posto fiscal Quinze Novo","-52.200167","-21.691333",NA,"BOTU022593",NA,NA,"52º12'00,6w","21º41'28,8s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","13869","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","Bicudo, L.R.H.","1986","12","11",NA,"Brasil",NA,NA,"Campo cerrado. 2,5m de altura - 20cm circunferência do tronco a 30cm do solo - botões amarelo-pálidos.","BOTU013869",NA,NA,"Mart.","1724","São Paulo","Botucatu","À margem da rodovia João Melão, que liga São Manuel à Avaré, no Km 296.","-48.738611","-22.9","Bicudo, L.R.H.","BOTU013869",NA,NA,"48°44'19w","22°54's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","24248","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","Ishino, M.N.","2004","10","15",NA,"Brasil",NA,NA,"Cerrado, árvore de 4m de altura, caule suberoso, frutos verde-alaranjados, pilosos (4cm X 3 cm), formato piramidal de 3 faces, tipo seco, deiscente; Coleção: Biota - Cerrado Pratânia","BOTU024248",NA,NA,"Mart.","77","São Paulo","Pratânia","Reserva Particular Fazenda Palmeira da Serra, Rodovia João mellão , Km 218","-48.743056","-22.813889","Campos, C.J.","BOTU024248",NA,NA,"48°44'35w","22° 48' 50s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","23495","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","Campos, C.J.","2002","07","18",NA,"Brasil",NA,NA,"Cerrado; árvore, 3 m de altura, cerca de 20 cm de CAP, frutos verdes","BOTU023495",NA,NA,"Mart.","86","São Paulo","Pratânia","Reserva Particular Palmeiras da Serra","-48.743278","-22.813944","Campos, C.J.","BOTU023495",NA,NA,"48°44'35,8w","22°48'50,2s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","33321","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","Palermo, F.H.","2018","12","07",NA,"Brasil",NA,NA,NA,"BOTU033321",NA,NA,"Mart.","7","São Paulo","Pratânia","Fazenda da Palmeira da Serra","-48.743889","-22.816389","Adachi, S.A.",NA,NA,NA,"48°44'38w","22°48'59s","2018","12","07",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","27202","PreservedSpecimen","Plantae","Annonaceae","Annona","coriacea","Annona coriacea","Ishara, K.L.","2008","06","17",NA,"Brasil",NA,NA,"Árvore 5m, fruto verde","BOTU027202",NA,NA,"Mart.","136","São Paulo","Pratânia","Fazenda Palmeira da Serra","-48.733333","-22.8","Ishara, K.L.","BOTU027202",NA,NA,"48°44'w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
