"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem"
"51","2015-09-04 12:09:44-03","MNHN","RECOLNAT_MNHN_P","P04048636","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04048636' target='other'> <mi>dwc_moreinfo</mi></a>","P04048636","P04048636_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 934",NA,NA,NA,NA
"52","2020-12-11 11:36:42-03","UFMG","BHCB","71102","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore",NA,"Silva, JM","3482",NA,NA,NA,"Southern America","Brasil","Paraná","Porto Amazonas",NA,"-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-11 17:19:09-03","UFPR","UPCB","89446","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Hinoshita, L.K.R.","Hinoshita, L.K.R.","88","2016","02","18",NA,"Brasil","Paraná","Ponta Grossa","Parque dos Papagaios","-50.1618995666504","-25.0949993133545",NA,"Herbácea com ca. de 50cm em barranco de solo arenoso a beira da estrada. Flores vermelhas..","UPCB0030010","UPCB0030010","46557","auto","2016",NA,NA,"02",NA,NA,"18",NA,NA,NA,NA,NA
"54","2021-02-11 17:19:09-03","UFPR","UPCB","89450","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Hinoshita, L.K.R.","Cardozo, A.L. | Iida, T.L.","113","2015","08","29",NA,"Brasil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"Herbácea pilosa, aprox. 40 cm, flores alaranjadas, duas folhas e dois ramos de inflorescência.",NA,NA,"35166","auto","2015",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-02-11 17:19:09-03","UFPR","UPCB","36052","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Hatschbach, G.","Hatschbach, G.","68805","1998","11","17",NA,"Brasil","Paraná","Palmeira","Rod. BR 277, Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"Bulbosa, flor vermelha. Paredões rochosos e úmidos; região de campos limpos..",NA,NA,"35166","auto","1998",NA,NA,"01",NA,NA,"01",NA,NA,NA,NA,NA
"56","2009-11-20 06:18:00-02","MO","MOBOT","3060690","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","AJM Leeuwenberg","R. Kummrow","Kummrow 961","1975","11","3","South America","Brazil",NA,NA,"Rod. do Cafe, Rio Tibagi. (mun. Ponta Grossa) Parana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2009-07-09 17:05:00-03","MO","MOBOT","3060811","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","A Chautems","Gert G. Hatschbach","Hatschbach 83","1982",NA,NA,"South America","Brazil","Paraná",NA,"Fda. Sta. Rita (mun. Palmeira)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","3080641","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","A. Chautems","Per Dusén","Dusén 15568","1914","10","8","South America","Brazil","Paraná",NA,"Serrinha, in rupibus ad marg. silvula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","489681","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","A. Chantens (G)","David R. Brunner|Reinilda Duré","Brunner 1013","1984","12","26","South America","Paraguay","Paraguarí",NA,"Parque Nacional Ybycui, cuenca del Arroyo Corrientes, nordeste del parque. Bosque mediano, semi-humedo, de hasta 20 m de altura. Areas aisladas de vegetacion tipica del cerrado y de campos humedos de pastos, cyperaceas y briofitos.","-56.8","-26.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-17","6",NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","492704","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","L.E. Skog (US)","William J. Hahn","Hahn 2687","1984","8","4","South America","Paraguay","Paraguarí",NA,"Parque Nacional Ybycui. Open vegetation.","-56.83333","-26.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-40","5",NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","495852","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","A. Chautems (US)","Elsa M. Zardini","Zardini 6710","1988","8","25","South America","Paraguay","Cordillera",NA,"Serranía Tobati|1, Meseta Ybitú Silla. On rocks, on scarp.","-57.11666","-25.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"297.00000000",NA,NA,"88-76","1",NA,NA,NA
"62","2016-09-15 10:17:27-03","UNIOESTE","UNOP","3665","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Barboza, E.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","1863","2013","11","03",NA,"Brasil","Paraná","Porto Amazonas","Rodovia BR 277, margem da rodovia","-49.8903007507324","-25.5447006225586",NA,"Caule e folhas verdes. Flores alaranjadas. Face adaxial das pétalas com pintas mais escuras. Campo, em barranco/beiral/peral.",NA,NA,"14684","auto","2015",NA,NA,"02",NA,NA,"12",NA,NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","1619876","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Corytholoma","cyclophyllum","Corytholoma cyclophyllum","Dusén ex Laurent",NA,"P. K. Dusén","8538","1909","10","14","South America","Brazil","Paraná",NA,"Serrinha.",NA,NA,NA,NA,"US00320805","US00320805_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae","Isotype",NA
"64","2020-09-12 05:00:02-03","US","US","3179416","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore",NA,"D. R. Brunner & R. Duré","1013","1984","12","26","South America","Paraguay","Paraguarí",NA,"Ybytu National Park",NA,NA,NA,NA,"US00297158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"65","2020-09-12 05:00:02-03","US","US","1953000","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore",NA,"G. Hatschbach","1035","1948","10","17","South America","Brazil","Paraná",NA,"Mun. of Lapa, Serrinha",NA,NA,NA,NA,"US00320806","US00320806_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"66","2020-09-12 05:00:02-03","US","US","3587384","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore",NA,"L. E. Skog & J. K. Boggan","7817","1998","5","4","South America - Neotropics","Brazil",NA,NA,"Smithsonian Institution Dept. of Botany Research Greenhouses, Suitland, Maryland, U.S.A.",NA,NA,NA,NA,"US00993448","US00993448_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"67","2020-09-12 05:00:02-03","US","US","3413689","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A. P.","P. K. Dusén","15568","1914","10","8","South America","Brazil","Paraná",NA,"Serrinha",NA,NA,NA,NA,"US00737844","US00737844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"68","2020-09-12 05:00:02-03","US","US","3036682","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore",NA,"W. Hahn","2687","1984","8","4","South America","Paraguay","Paraguarí",NA,"Parque Nacional Ybycui",NA,NA,NA,NA,"US00320808","US00320808_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"69","2020-09-12 05:00:02-03","US","US","3065965","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore",NA,"P. Oliveira","967","1985","10","15","South America","Brazil","Paraná",NA,"Curitiba, Rio dos Papagaios",NA,NA,NA,NA,"US00422967","US00422967_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"70","2020-09-12 05:00:02-03","US","US","3233619","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore",NA,"V. Nicolack & J. Cordeiro","64","1989","10","20","South America","Brazil","Paraná",NA,"Palmeira Mun., Rio dos Papagaios",NA,NA,NA,NA,"US00382255","US00382255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"71","2020-09-12 05:00:02-03","US","US","2222659","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore",NA,"Collector unknown","s.n.","1956","12","9","South America - Neotropics","Brazil",NA,NA,"Brazil: São Paulo",NA,NA,NA,NA,"US00320807","US00320807_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"72","2019-12-09 17:30:02-03","UFPR","EFC","8965","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Hatschbach, G.","Ziller, S.R.; Maschio, W.","1912","1999","10","10",NA,"Brasil","Paraná","Ponta Grossa","Capela Nossa Senhora das Pedras, Faz.das Almas","-49.8294","-25.3023",NA,"Herbácea rupestre com batata. Flores vermelhas com pontos pretos. Ocasional. __COMMOM_NAME__: Rainha-do-abismo","EFC008965",NA,NA,NA,"1999","-49.8294","-25.3023","12",NA,NA,"01",NA,NA,NA,NA,NA
"73","2019-12-09 17:30:02-03","UFPR","EFC","4288","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Hinoshita, L.K.R.","Lacerda, A.","55","1994","09","25",NA,"Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,"Herbácea em campo, beira de rio (cemitério do Tamanduá).","EFC004288",NA,"27346","auto","2015",NA,NA,"01",NA,NA,"01",NA,NA,NA,NA,NA
"74","2019-11-13 11:20:21-03","USP","SPF","15638A","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Chautems, A","Sem coletor","s.n.","1955","12",NA,NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"SPF00015638","SPF00015638","53584","auto","1989",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-13 11:20:21-03","USP","SPF","61203","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Chautems, A","Carmem","s.n.","1984","03","02",NA,"Brasil","São Paulo","São Paulo","Estufa pequena, Viveiro Manequinho Lopes.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00061203","SPF00061203","53584","auto","1989",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-13 11:20:21-03","USP","SPF","15464","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Chautems, A","Pires, AS","s.n.","1951","11",NA,NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00015464","SPF00015464","53584","auto","1989",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-25 13:52:18-03","UNIVILLE","JOI","13442","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","A. Chautems","L. Sevegnani",NA,"2011","10","15",NA,"Brasil","Santa Catarina","Atalanta","Parque Natural Municipal da Mata Atlântica.","-49.765","-27.409444",NA,"Interior de um Canyon, sobre paredões onde as plantas estão submetidas a constantes respingos; HABITAT: próximo a cachoeira; HABITO: rupícola; TIPO VEGETACIONAL: FOD","JOI013442","JOI013442",NA,NA,"2011","49º45'54''W","27º24'34''S","10","500","500","15",NA,NA,NA,NA,NA
"78","2015-03-13 19:26:19-03","F","FMNH-SEEDPLANTS","V0280301F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0280301F","V0280301F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"79","2015-03-13 19:26:19-03","F","FMNH-SEEDPLANTS","V0280302F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0280302F","V0280302F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"80","2020-07-23 12:08:41-03","CEPLAC","CEPEC","32401","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda",NA,"A. Chautems","G. Hatschbach","45655","1969","04","15",NA,"Brasil","Paraná","PALMEIRA","Faz. Sta. Rita.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"35166","auto",NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/1990"
"81","2020-07-23 12:08:41-03","CEPLAC","CEPEC","48686","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda",NA,"G. Hatschbach","V. Nicolack","64","1992","12","28",NA,"Brasil","Paraná","PALMEIRA","Rio dos Papagaios.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1990"
"82","2020-11-12 17:00:26-03","UEL","FUEL","785","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Chautems, A","Carneiro, MF","s.n.","1985","05","04",NA,"Brasil","Paraná","Londrina","Fazenda Casa das Pedras","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"63728","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-12 17:00:26-03","UEL","FUEL","4396","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Chautems, A","Vieira, AOS; et al.","131","1986","10","15",NA,"Brasil","Paraná","Londrina","Sítio Casa das Pedras, Tamarana/Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"63728","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-12 17:00:26-03","UEL","FUEL","23662","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Hatschbach, G","Hatschbach, G","68805","1998","11","17",NA,"Brasil","Paraná","Palmeira","Rodovia BR-277, Rio dos Papagaios, 277-Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"35166","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-08-20 20:39:19-03","UFSC","FLOR","21575","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Hatschbach, G.","Nicolack, V.; Cordeiro, J.","64","1989","10","20",NA,"Brasil","Paraná","Palmeira","Rio dos Papagaios.","-50.0064010620117","-25.4293994903564",NA,"flor vermelha","FLOR0021575",NA,"35166","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-08-20 20:39:19-03","UFSC","FLOR","30891","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Hatschbach, G.","Hatschbach, G.; Spichiger, R.; Cervi, A.C. & Loizeau, P.A.","68805","1998","11","17",NA,"Brasil","Paraná","Palmeira","Rod. BR-277, Rio dos Papagaios.","-50.0064010620117","-25.4293994903564",NA,"bulbosa, flor vermelha","FLOR0030891",NA,"35166","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-02-04 18:17:44-03","UFMT","UFMT","43173","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Barbosa, E.; Codeiro, J.","Caxambu, M.G.","601","2004","11","07",NA,"Brasil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"Herbácea, rupícola, com folhas verde - escura , pilosas , flores de cor vermelha.",NA,NA,"35166","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-02-08 12:42:39-03","UFRGS","ICN","061310","S","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E. Moore","Chautems, A","Waechter, JL","2034","1984","09","29","América do Sul","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,"Corola vermelha;; Epifítica em paredão basáltico da Torre Sul;",NA,NA,"20837","auto","1986",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:07:03-03","IBt","SP","14855","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","macropoda","Sinningia macropoda","(Sprague) H.E.Moore","Chautems, A","Loefgren, A","CGG817","1888","08","02",NA,"Brasil","São Paulo","São Carlos","Fazenda do Sr. Antonio Almeida Penteado, Cachoeira Can-Can no rio Monjolinho","-47.8899993896484","-22.0100002288818",NA,NA,"SP006139","SP006139","45913","auto","1989",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
