"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","typeStatus","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"49","2013-08-23 04:12:00-03","MO","MOBOT","2833784","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Lynn G. Clark","Clark 803","1991","2","15","South America","Brazil","Rio de Janeiro","Mun. Nova Friburgo, Pico da Caledônia, Reserva do Petrobras, Serra dos Órgãos.","-42.6","-22.36666","2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2013-08-23 04:12:00-03","MO","MOBOT","2833903","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Lynn G. Clark","Clark 792","1991","2","11","South America","Brazil","Rio de Janeiro","Mun. Teresópolis, Parque Nacional Serra dos Órgãos, Campo das Antas, trail to Pedra do Sino.","-43.01666","-22.45","2050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2013-08-23 04:12:00-03","MO","MOBOT","2833989","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Lynn G. Clark","Clark 804","1991","2","15","South America","Brazil","Rio de Janeiro","Mun. Nova Friburgo, Pico da Caledônia, Reserva do Petrobras, Seera dos Órgãos.","-42.6","-22.36666","2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","2834078","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Ximena Londoño","Londoño 712","1992","3","6","South America","Brazil","Rio de Janeiro","Parque Nacional de Itatiaia, a 300 m del Hotel Alsen vía al Puesto 2 del ADF.",NA,NA,"22550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2012-04-25 16:34:00-03","MO","MOBOT","2835880","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","L.G. Clark","Agnes Chase","Chase 8292","1925","1","17","South America","Brazil","Rio de Janeiro","Alto de Itatiaia. Shoots from burned plants above timber line.",NA,NA,"2400.00000000","2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"54","2013-08-23 04:12:00-03","MO","MOBOT","2836035","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"Lynn G. Clark","Clark 791","1991","2","11","South America","Brazil","Rio de Janeiro","Mun. Teresópolis, Parque Nacional Serra dos Órgãos, Campo das Antas, trail to Pedra do Sino.","-43.01666","-22.45","2050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-08-01 18:19:29-03","UNESP-IBILCE","SJRP","04484","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. Clark",NA,NA,NA,NA,"América do Sul","Brasil","Rio de Janeiro","pico da caledônia","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Campo de altitude, shrubby, bamboo common, ...;",NA,NA,"Nova Friburgo",NA,NA,NA,NA,"33190","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"56","2020-08-01 18:19:29-03","UNESP-IBILCE","SJRP","04483","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. Clark",NA,NA,NA,NA,"América do Sul","Brasil","Rio de Janeiro","pico da caledônia","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Campo de altitude, shrubby, bamboo common, ...;",NA,NA,"Nova Friburgo",NA,NA,NA,NA,"33190","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"57","2020-08-01 18:19:29-03","UNESP-IBILCE","SJRP","02781","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. Clark",NA,NA,NA,NA,"América do Sul","Brasil","Minas Gerais","pico das agulhas negras","-44.8699989318848","-22.283899307251",NA,NA,NA,"Campo de altitude, very common, sometimes forming large coloies ...;",NA,NA,"Itamonte",NA,NA,NA,NA,"26914","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"58","2020-08-01 18:19:29-03","UNESP-IBILCE","SJRP","02684","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. Clark",NA,NA,NA,NA,"América do Sul","Brasil","Minas Gerais","pico das agulhas negras","-44.8699989318848","-22.283899307251",NA,NA,NA,"Culms to 2 m tall, to 1 cm diam.;",NA,NA,"Itamonte",NA,NA,NA,NA,"26914","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"59","2020-08-01 18:19:29-03","UNESP-IBILCE","SJRP","04472","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. Clark",NA,NA,NA,NA,"América do Sul","Brasil","Rio de Janeiro","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,"In campo de altitude, in clumps or in larger stands in more protected sites, ...;",NA,NA,"Teresópolis",NA,NA,NA,NA,"38539","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"60","2020-08-01 18:19:29-03","UNESP-IBILCE","SJRP","04471","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. Clark",NA,NA,NA,NA,"América do Sul","Brasil","Rio de Janeiro","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,"In campo dee altitude, in clumps or in larger stands ...;",NA,NA,"Teresópolis",NA,NA,NA,NA,"38539","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"61","2020-08-31 09:21:10-03","INPA","INPA","70122","S","Plantae","Monocotyledon","Poales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Gibertoni, TB; Gomes-Silva, AC","Soderstrom, TR","1928","1972","04","04","Southern America","Brasil","Rio de Janeiro","Boundary of Municípios of Petrópolis and Teresópolis. Serra dos Órgãos: Morro Açu. Habitat resembling Andean páramos-gneiss slopes with boulders, covered by bunch grasses such as Cortaderia, Agrostis, Bromus; cool mists and rains frequent; lowest tem","-43.033333","-22.466667","2232","2232",NA,NA,"INPA0070122","INPA0070122 INPA0070122_1 INPA0070122_1e INPA0070122_1e1 INPA0070122_e INPA0070122_e1",NA,"-43.033333","-22.466667","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:46:18-03","MBML","MBML-HERBARIO","50917",NA,"Plantae",NA,NA,"Gramineae","Chusquea","cf. heterophylla","Chusquea cf. heterophylla","Nees","E.M. Pianissola/17-01-2018","C. N. de Fraga; C.C. Oliveira","3474","2012","12","07",NA,"Brasil","Rio de Janeiro","Subida para as Prateleiras. Campo de altitude","-44.670278","-22.398889","2474","2474",NA,"Erva ereta, colmo amarelado, folhas verde acinzentadas. Inflorescências com brácteas vinosas, estames amarelos","MBML050917","MBML050917","Resende","44W40'13","22S23'56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","2725312","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"T. R. Soderstrom","1928 X","1972","4","4","South America - Neotropics","Brazil","Rio de Janeiro","Petropolis, teresopolis",NA,NA,"2232","2232",NA,NA,"US00010210","US00010210_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","3260487","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"X. Londoño & S. Sarahyba","712","1992","3","6","South America - Neotropics","Brazil","Rio de Janeiro","Parque nacional de itatiaia, a 300 m del hotel alsen via al puesto 3 del adf",NA,NA,"2250","2250",NA,NA,"US00502275","US00502275_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","3289633","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. G. Clark & M. Morel","634","1990","1","16","South America - Neotropics","Brazil","Minas Gerais","Road to pico das agulhas negras, km 13 - 14, fazenda alsene","-44.8699989318848","-22.283899307251","2400","2400",NA,NA,"US00452366","US00452366_01","Itamonte",NA,NA,NA,NA,"26914","auto","Monocotyledonae",NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","3260488","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"X. Londoño & S. Sarahyba","712","1992","3","6","South America - Neotropics","Brazil","Rio de Janeiro","Parque nacional de itatiaia, a 300 m del hotel alsen via al puesto 3 del adf",NA,NA,"2250","2250",NA,NA,"US00502276","US00502276_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","3206167","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Judziewicz, E. J.","R. A. Schnell","8406","1958","8","16","South America - Neotropics","Brazil",NA,"Serra dos orgaos",NA,NA,NA,NA,NA,NA,"US00326528","US00326528_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","2688125","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"G. Eiten & L. T. Eiten","144","1966","4","22","South America - Neotropics","Brazil","Rio de Janeiro","Teresopolis, petropolis",NA,NA,"2100","2100",NA,NA,"US00010812","US00010812_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","2725311","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"T. R. Soderstrom","1928 X","1972","4","4","South America - Neotropics","Brazil","Rio de Janeiro","Petropolis, teresopolis",NA,NA,"2232","2232",NA,NA,"US00010209","US00010209_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","2382467","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"F. Segadas-Vianna","5124","1950",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Resende",NA,NA,"2400","2400",NA,NA,"US00010202","US00010202_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","2725307","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"T. R. Soderstrom","1928","1972","4","4","South America - Neotropics","Brazil","Rio de Janeiro","Petropolis, teresopolis",NA,NA,"2232","2232",NA,NA,"US00010211","US00010211_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","2725308","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"T. R. Soderstrom","1928","1972","4","4","South America - Neotropics","Brazil","Rio de Janeiro","Petropolis, teresopolis",NA,NA,"2232","2232",NA,NA,"US00010212","US00010212_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","1127446","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"A. F. M. Glaziou","6444","1872","8","20","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"US00010222","US00010222_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","1255435","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"J. G. Kuhlmann","s.n.","1922","10","19","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaya",NA,NA,NA,NA,NA,NA,"US00010225","US00010225_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","1021580","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"A. F. M. Glaziou","3602",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","[Minas Gerais is probably dubious for most of the catalog records attached to this collection event record, and locality data should be confirmed from individual specimens]",NA,NA,NA,NA,NA,NA,"US00010204","US00010204_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","1255432","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"A. Chase","8292","1925","1","17","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaya",NA,NA,"2400","2500",NA,NA,"US00010216","US00010216_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","3289625","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. G. Clark, M. Morel & S. Sarahyba","792","1991","2","11","South America - Neotropics","Brazil","Rio de Janeiro","Parque nacional serra dos orgaos, campo das antas, trail to pedra do sino","-43.0167","-22.45","2050","2050",NA,NA,"US00452364","US00452364_01","Teresópolis",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","1021584","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"F. Sellow","---",NA,NA,NA,"South America - Neotropics","Brazil",NA,"[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,NA,NA,NA,NA,NA,"US00028292","US00028292_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Isolectotype",NA,NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","2830406","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"-- Gardner","5910",NA,NA,NA,"South America - Neotropics","Brazil",NA,"Organ mountains",NA,NA,NA,NA,NA,NA,"US00010205","US00010205_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","2484142","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"R. M. Tryon & A. F. Tryon","6692","1965","11","3","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia",NA,NA,"2300","2300",NA,NA,"US00010219","US00010219_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","2956232","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"F. A. McClure","21286","1943","11","12","South America - Neotropics","Brazil","Rio de Janeiro","Parque nacional do itatiaia",NA,NA,NA,NA,NA,NA,"US00010391","US00010391_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","3260486","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"X. Londoño & S. Sarahyba","712","1992","3","6","South America - Neotropics","Brazil","Rio de Janeiro","Parque nacional de itatiaia, a 300 m del hotel alsen via al puesto 3 del adf",NA,NA,"2250","2250",NA,NA,"US00502274","US00502274_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","2874627","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"F. Sellow","---",NA,NA,NA,"South America - Neotropics","Brazil",NA,"[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,NA,NA,NA,NA,NA,"US00028291","US00028291_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Isolectotype",NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US","3260490","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"X. Londoño & S. Sarahyba","710","1992","3","6","South America - Neotropics","Brazil","Rio de Janeiro","Parque nacional de itatiaia, pico de agulhas negras, abrigo de bolsas",NA,NA,"2280","2280",NA,NA,"US00452405","US00452405_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US","2725310","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"T. R. Soderstrom","1928","1972","4","4","South America - Neotropics","Brazil","Rio de Janeiro","Petropolis, teresopolis",NA,NA,"2232","2232",NA,NA,"US00010214","US00010214_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","3289643","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. G. Clark & M. Morel","633","1990","1","16","South America - Neotropics","Brazil","Minas Gerais","Parque nacional de itatiaia, below agulhas negras, km 16 - 17, near cabin","-44.6333","-22.3833","2450","2450",NA,NA,"US00452365","US00452365_01","Itamonte",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","762593","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"J. N. Rose & P. G. Russell","20481","1915","7","26","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaya",NA,NA,NA,NA,NA,NA,"US00010224","US00010224_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","2725309","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"T. R. Soderstrom","1928","1972","4","4","South America - Neotropics","Brazil","Rio de Janeiro","Petropolis, teresopolis",NA,NA,"2232","2232",NA,NA,"US00010213","US00010213_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"89","2020-09-12 05:00:02-03","US","US","3289622","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. G. Clark, M. Morel, S. Sarahyba & L. Sylvestre","804","1991","2","15","South America - Neotropics","Brazil","Rio de Janeiro","Pico da caledonia, reserva do petrobras, serra dos orgaos","-42.6","-22.3667","2100","2100",NA,NA,"US00452361","US00452361_01","Nova Friburgo",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","3289624","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. G. Clark, M. Morel, S. Sarahyba & L. Sylvestre","803","1991","2","15","South America - Neotropics","Brazil","Rio de Janeiro","Pico da caledonia, reserva do petrobras, serra dos orgaos","-42.6","-22.3667","2100","2100",NA,NA,"US00452363","US00452363_01","Nova Friburgo",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","3288005","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. G. Clark, M. Morel & S. Sarahyba","791","1991","2","11","South America - Neotropics","Brazil","Rio de Janeiro","Parque nacional serra dos orgaos, campo das antas, trail to pedra do sino","-43.0167","-22.45","2050","2050",NA,NA,"US00502226","US00502226_01","Teresópolis",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","3289634","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. G. Clark, M. Morel, S. Sarahyba & L. Sylvestre","658","1990","2","10","South America - Neotropics","Brazil","Minas Gerais","Parque nacional de itatiaia, pico das agulhas negras, near abrigo reboucas, rio campo belo","-44.6333","-22.3833","2300","2300",NA,NA,"US00452367","US00452367_01","Itamonte",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","1447813","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"J. G. Kuhlmann","s.n.","1922","10","19","South America - Neotropics","Brazil","Rio de Janeiro","Alto do itatiaya",NA,NA,NA,NA,NA,NA,"US00010218","US00010218_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","3260491","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"X. Londoño & S. Sarahyba","710","1992","3","6","South America - Neotropics","Brazil","Rio de Janeiro","Parque nacional de itatiaia, pico de agulhas negras, abrigo de bolsas",NA,NA,"2280","2280",NA,NA,"US00452406","US00452406_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","3289623","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"L. G. Clark, M. Morel, S. Sarahyba & L. Sylvestre","803","1991","2","15","South America - Neotropics","Brazil","Rio de Janeiro","Pico da caledonia, reserva do petrobras, serra dos orgaos","-42.6","-22.3667","2100","2100",NA,NA,"US00452362","US00452362_01","Nova Friburgo",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","2956231","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees",NA,"F. A. McClure","21286","1943","11","12","South America - Neotropics","Brazil","Rio de Janeiro","Parque nacional do itatiaia",NA,NA,"1950","1950",NA,NA,"US00010390","US00010390_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"97","2019-11-13 11:28:43-03","USP","SPF","127772","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Mota, AC","Pietrobom da Silva, MR","4134","1997","07","12",NA,"Brasil","Minas Gerais","Serra da Mantiqueira, Estrada de terra Delfim Moreira - Marmelópolis (estrada de acesso à Fazenda Saiquí). Pico dos Marins (Morro 'Careca').","-45.1","-22.483333","1650","1750",NA,NA,"SPF00127772","SPF00127772","Marmelópolis","-45.1","-22.483333","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-13 11:28:43-03","USP","SPF","127774","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Viana, PL","Pietrobom da Silva, MR","4140","1997","07","12",NA,"Brasil","Minas Gerais","Serra da Mantiqueira, Estrada de terra Delfim Moreira - Marmelópolis (estrada de acesso à Fazenda Saiquí). Pico dos Marins (Morro 'Careca').","-45.1","-22.483333","1770","1770",NA,NA,"SPF00127774","SPF00127774","Marmelópolis","-45.1","-22.483333","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-13 11:28:43-03","USP","SPF","127775","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Viana, PL","Pietrobom da Silva, MR","4144","1997","07","12",NA,"Brasil","Minas Gerais","Serra da Mantiqueira, Estrada de terra Delfim Moreira - Marmelópolis (estrada de acesso à Fazenda Saiquí). Pico dos Marins (Morro 'Careca').","-45.1","-22.483333","1770","1770",NA,NA,"SPF00127775","SPF00127775","Marmelópolis","-45.1","-22.483333","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-13 11:28:43-03","USP","SPF","127776","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Viana, PL","Pietrobom da Silva, MR","4147","1997","07","12",NA,"Brasil","Minas Gerais","Serra da Mantiqueira, Estrada de terra Delfim Moreira - Marmelópolis (estrada de acesso à Fazenda Saiquí). Pico dos Marins (Morro 'Careca').","-45.1","-22.483333","2000","2100",NA,NA,"SPF00127776","SPF00127776","Marmelópolis","-45.1","-22.483333","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-13 11:28:43-03","USP","SPF","127777","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Viana, PL","Pietrobom da Silva, MR","4148","1997","07","12",NA,"Brasil","Minas Gerais","Serra da Mantiqueira, Estrada de terra Delfim Moreira - Marmelópolis (estrada de acesso à Fazenda Saiquí). Pico dos Marins (Morro 'Careca').","-45.1","-22.483333","2000","2100",NA,NA,"SPF00127777","SPF00127777","Marmelópolis","-45.1","-22.483333","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-13 11:28:43-03","USP","SPF","163960","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","heterophylla","Chusquea heterophylla","Nees","Viana, PL","Mello-Silva, R","2609","2004","06","15",NA,"Brasil","Rio de Janeiro","Pico da Caledônia","-42.586944","-22.353611","2219","2219",NA,NA,"SPF00163960","SPF00163960","Nova Friburgo","-42.586944","-22.353611","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
