"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","coordinatePrecision","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","recordNumber","typeStatus","phylum","order","infraspecificEpithet","class","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","relatedCatalogItem"
"95","2020-11-04 11:08:38-03","ESALQ","ESA","1094","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.",NA,"1990","09","28","Santos, P.M.O.","1931","09","12","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA001094","ESA001094",NA,"44778",NA,"auto",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-11-04 11:08:38-03","ESALQ","ESA","8484","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei",NA,NA,NA,NA,NA,"Souza, V.C. ; Souza, F.M.","1993","02","02","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA008484",NA,NA,"44778",NA,"auto",NA,NA,NA,"2161.0",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 11:08:38-03","ESALQ","ESA","8302","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei",NA,NA,NA,NA,NA,"Catharino, E.L.M.","1985","09","24","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA008302",NA,NA,"44778",NA,"auto",NA,NA,NA,"413.0",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-11-04 11:08:38-03","ESALQ","ESA","94600","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.",NA,NA,NA,NA,"Viani, R.A.G. et al.","2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","-51.3011016845703","-30.2910995483398",NA,NA,NA,NA,"ESA094600","ESA094600","Área da Riocell. Floresta Estacional.","31686",NA,"auto",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-11-04 11:08:38-03","ESALQ","ESA","64119","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.",NA,NA,NA,NA,"Souza, J.P.","1998","04","01","Brasil","São Paulo","Monte Mor","-47.310001373291","-22.9400005340576",NA,NA,NA,NA,"ESA064119","ESA064119","Haras Vanguarda. Módulo V","12206","Arbusto, flores róseas, frutos castanhos","auto",NA,NA,NA,"2313.0",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-11-04 11:08:38-03","ESALQ","ESA","2586","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii",NA,NA,NA,NA,NA,"Santoro, J.","1945","11","23","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA002586",NA,NA,"23900",NA,"auto",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-11-04 11:08:38-03","ESALQ","ESA","22984","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.",NA,NA,NA,NA,"Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","1994","12","13","Brasil","São Paulo","Piracicaba","-479.883",NA,"-479,883",NA,NA,NA,"ESA022984","ESA022984","Sítio Boa Vista. Mata mesófila semidecídua.",NA,"Arvoreta, 3 m alt.; frutos imaturos verdes. Borda de mata.",NA,NA,NA,NA,"3398.0",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-11-04 11:08:38-03","ESALQ","ESA","128115","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii","Benth.","Barroso, R.M.",NA,NA,NA,"Virillo, C.B.","2013","03","28","Brasil","São Paulo","Tapiraí","-47.43109","-24.06096","-47.43109","-24.06096","90","90","ESA128115",NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.",NA,"arvore",NA,NA,NA,NA,"85.0",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-11-04 11:08:38-03","ESALQ","ESA","1051","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii",NA,NA,NA,NA,NA,"Santoro, J.","1945","11","23","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA001051",NA,NA,"23900",NA,"auto",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-11-04 11:08:38-03","ESALQ","ESA","10769","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1993","06","08","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA010769",NA,NA,"44778",NA,"auto",NA,NA,NA,"675.0",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-04 11:08:38-03","ESALQ","ESA","119195","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii",NA,NA,NA,NA,NA,"Abramovay, G.C.","2011","10","23","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA119195",NA,NA,"44778",NA,"auto",NA,NA,NA,"78.0",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-11-04 11:08:38-03","ESALQ","ESA","3049","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweedii","Calliandra tweedii",NA,NA,NA,NA,NA,"Fladt, H.J.F.","1984","05","27","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA003049",NA,NA,"53584",NA,"auto",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-31 13:38:47-03","MN","R","6872","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Ducke, A.",NA,NA,NA,"Andrade, N.",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-31 13:38:47-03","MN","R","6873","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Ducke, W.A.","1920",NA,NA,"?",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-31 13:38:47-03","MN","R","64974","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.",NA,NA,NA,NA,"?","1909","09","28","Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-31 13:38:47-03","MN","R","130473","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Cowan, R.S.",NA,NA,NA,"Smith, L.B.; Reitz, R.","1964","10","20","Brasil","Santa Catarina","São Miguel D' Oeste",NA,NA,NA,NA,NA,NA,NA,NA,"8km northwest of São Miguel d#?#Oeste, ca.",NA,NA,NA,NA,NA,NA,"12764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-31 13:38:47-03","MN","R","130474","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Cowan, R.S.",NA,NA,NA,"Smith, L.B.; Reitz, R.","1964","10","21","Brasil","Santa Catarina","São Miguel D' Oeste",NA,NA,NA,NA,NA,NA,NA,NA,"Peperi",NA,NA,NA,NA,NA,NA,"12778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-31 13:38:47-03","MN","R","6875","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Ducke, A.","1920",NA,NA,"Araújo, F.P.L.",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-31 13:38:47-03","MN","R","6877","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Ducke, A.","1920",NA,NA,"Schneider, S.",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-01-15 14:42:17-03","MN","R","15857","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei var.sancti-pauli","(Hassk.) Benth.",NA,NA,NA,NA,"Andrade, N.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II - 87",NA,NA,NA,"var.sancti-pauli",NA,NA,NA,NA,NA,NA
"115","2021-03-31 13:38:47-03","MN","R","6871","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei var.sancti-pauli","(Hassk.) Benth.","Ducke, A.",NA,NA,NA,"Mosén, C.W.H.","1874","12","01","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ex. Herb. Brasil. Regnelliani Museu bot. Stockholm.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"var.sancti-pauli",NA,NA,NA,NA,NA,NA
"116","2021-03-31 13:38:47-03","MN","R","34358","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.",NA,NA,NA,NA,"Mello Barreto, H.L.","1934","08","15","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"57442","Etiq. do Jardim Botânico de Belo Horizonte nº19590.","auto",NA,NA,NA,"6402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-31 13:38:47-03","MN","R","6876","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Ducke, W.A.","1920",NA,NA,"Schwacke , C.A.W.; Brujele","1880","03","07","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,"51462",NA,"auto",NA,NA,NA,"II - 323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-31 13:38:47-03","MN","R","130511","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.",NA,NA,NA,NA,"Santos, E.A.A.; Sacco, J.C.","1964","04","24","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"29946",NA,"auto",NA,NA,NA,"1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-31 13:38:47-03","MN","R","161677","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Costa, J.A.F.",NA,NA,NA,"Costa, J.A.F.","1986","09","10","Brasil","Santa Catarina","Concórdia","-52.0278015136719","-27.2341995239258",NA,NA,NA,NA,NA,NA,NA,"24608",NA,"auto",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-31 13:38:47-03","MN","R","191225","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei var.sancti-pauli","(Hassk.) Benth.","Lima, D. A.","1968","03","21","Roppa, O.A.","1966","09","01","Brasil","São Paulo","Jacareí","-45.9599990844727","-23.2999992370605",NA,NA,NA,NA,NA,NA,NA,"19066",NA,"auto",NA,NA,NA,"815",NA,NA,NA,"var.sancti-pauli",NA,NA,NA,NA,NA,NA
"121","2021-03-31 13:38:47-03","MN","R","130485","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Cowan, R.S.",NA,NA,NA,"Smith, L.B.; Klein, R.M.","1964","12","07","Brasil","Santa Catarina","Campo Erê","-53.0780982971191","-26.3941993713379",NA,NA,NA,NA,NA,NA,"Faz. Campo São Vicente","24706",NA,"auto",NA,NA,NA,"13836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-31 13:38:47-03","MN","R","130475","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Cowan, R.S.",NA,NA,NA,"Smith, L.B.; Reitz, R.","1964","10","23","Brasil","Santa Catarina","Abelardo Luz","-52.3283004760742","-26.5646991729736",NA,NA,NA,NA,NA,NA,"north bank of Rio Chapeco at Abelardo Luz","35836",NA,"auto",NA,NA,NA,"12871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-31 13:38:47-03","MN","R","23206","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.",NA,NA,NA,NA,"Malme, G.O.A.","1901","11","03","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,"Piratiny","51462","Herb. Brasil. Regnell. Musei bot. Stockholm Plantae Itineris Regnellian Ild.","auto",NA,NA,NA,"194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-31 13:38:47-03","MN","R","161545","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","J. Augusto",NA,NA,NA,"Smith, L.B.; Reitz, R.","1964","10","16","Brasil","Santa Catarina","Riqueza","-53.3217010498047","-27.0669002532959",NA,NA,NA,NA,NA,NA,"Rocky banks","22027",NA,"auto",NA,NA,NA,"12597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-31 13:38:47-03","MN","R","130525","PreservedSpecimen","Plantae","Fabaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Cowan, R.S.","1973",NA,NA,"Smith, L.B.; Reitz, R.","1964","10","14","Brasil","Santa Catarina","Chapecó","-52.6183013916016","-27.096399307251",NA,NA,NA,NA,NA,NA,"Seminário Diocesiano","22671",NA,"auto",NA,NA,NA,"12509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2015-07-02 14:02:05-03","JBP","HPL","4686","S","Plantae","Fabaceae-Mimosoideae","Calliandra","tweedii","Calliandra tweedii","Benth","G.F. Arbocz","1995","03","06","G.F. Arbocz","1995","03","06","Brasil","SP","Capivari","-47.5","-22.99",NA,NA,NA,NA,NA,NA,"Coletado nas margens da estrada para Rafard.","16798",NA,"auto",NA,NA,NA,"1169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2015-07-02 14:02:05-03","JBP","HPL","4687","S","Plantae","Fabaceae-Mimosoideae","Calliandra","tweedii","Calliandra tweedii","Benth","H. Lorenzi","1994","03","16","H. Lorenzi","1994","03","16","Brasil","SP","Campinas","-47.06","-22.9",NA,NA,NA,NA,NA,NA,"Coletada no Parque Ecológico.","23900",NA,"auto",NA,NA,NA,"1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-02-22 11:45:19-03","IPA","IPA","39489","S","Plantae","Leguminosae-Mim.","Calliandra","tweedii","Calliandra tweedii","Benth.",NA,NA,NA,NA,"Sello",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0039489",NA,NA,NA,NA,NA,"Southern America",NA,NA,"1178",NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-02-22 11:45:19-03","IPA","IPA","13368","S","Plantae","Leguminosae-Mim.","Calliandra","tweedii","Calliandra tweedii","Benth.","Schultz, A.","1964","01","23","Andrade-Lima","1964","01","22","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"IPA0013368",NA,"Borda de matinha da encosta , para a boca do Guaiba.",NA,"Arbusto 2-3m, flores vermelho-escuro.",NA,"Southern America",NA,NA,"4218",NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-02-22 11:45:19-03","IPA","IPA","23723","S","Plantae","Leguminosae-Mim.","Calliandra","tweedii","Calliandra tweedii","Benth.","Ataíde, M.","1980","02","20","Duarte, A.P.; Falcão, J.; Falcão, J.","1950","12","16","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"IPA0023723",NA,"Sul de Santa Catarina, próximo de Laguna.",NA,"Planta frequênte em toda planície litorânea em solos arenosos formando colônias presas.",NA,"Southern America",NA,NA,"3375",NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-02-22 11:45:19-03","IPA","IPA","28508","S","Plantae","Leguminosae-Mim.","Calliandra","tweedii","Calliandra tweedii","Benth.","Hoehne, W.",NA,NA,NA,"Hoehne, W.","1944","03","10","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IPA0028508",NA,"Parque do Estado de São Paulo.","53584",NA,"auto","Southern America",NA,NA,"s.n.",NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-27 13:29:45-03","IAP","PACA-AGP","47948","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1954","08","12","Sehnem, A.","1948","12","20","Brasil","RS","Cerro Largo","-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"PACA047948",NA,NA,"13082","Habitat: ad rivum in silvula Fenofase: fruto maturo","auto",NA,NA,NA,"3547",NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"133","2019-08-27 13:29:45-03","IAP","PACA-AGP","6453","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1954","08","12","Rambo, B.","1940","11","18","Brasil","RS","Lajeado","-51.9613990783691","-29.4668998718262",NA,NA,NA,NA,"PACA006453",NA,"Santa Clara","36738","Habitat: ad silvam primaevam Fenofase: flor","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"134","2020-12-21 16:37:25-03","IAP","PACA-AGP","29742","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1954","08","12","Bruxel, A.","1945","09","20","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA029742",NA,"Kappesberg","21601","Habitat: in dumetosis rupestribus Fenofase: flor","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"135","2019-08-27 13:29:45-03","IAP","PACA-AGP","114252","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","A. Sehnem","1950","10","02","Sehnem, A.","1950","10","02","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"400","400","PACA114252",NA,"L. Campestre.","21601","Habitat: arbustiva ad rivum","auto",NA,NA,NA,"4947",NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"136","2019-08-27 13:29:45-03","IAP","PACA-AGP","60726","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1957","05","20","P. Freddiane","1957","04",NA,"Brasil","RS","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,NA,NA,"PACA060726",NA,NA,"25060","Habitat: in silvula Fenofase: estéril","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"137","2019-08-27 13:29:45-03","IAP","PACA-AGP","113257","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","E. Valduga","2012","02",NA,"E. Valduga","2011","12","16","Brasil","RS","Pinhal","-53.2150001525879","-27.510799407959",NA,NA,"10","10","PACA113257",NA,"Horto Florestal.","9882","HUCS 38091 Habitat: junto à mata de eucaliptos.","auto",NA,NA,NA,"219",NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"138","2019-08-27 13:29:45-03","IAP","PACA-AGP","35669","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1954","08","12","Emrich, K.","1946","09","30","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA035669",NA,NA,"29946","culta apud Schönwald. Fenofase: flor","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"139","2019-08-27 13:29:45-03","IAP","PACA-AGP","33810","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1954","08","12","Emrich, K.","1946","09","30","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA033810",NA,NA,"29946","culta apud Schönwald Fenofase: flor","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"140","2019-08-27 13:29:45-03","IAP","PACA-AGP","39649","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1954","08","12","Rambo, B.","1949","01","09","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA039649",NA,"Morro das Abertas","29946","Habitat: in rupestribus dumetosis Fenofase: flor","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"141","2019-08-27 13:29:46-03","IAP","PACA-AGP","58726","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1957","05","06","Camargo, O. R.","1956","03","01","Brasil","RS","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"PACA058726",NA,"Estação Exp. de Silvicultura","37819","Habitat: ad rivum Fenofase: estéril","auto",NA,NA,NA,"61",NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"142","2019-08-27 13:29:46-03","IAP","PACA-AGP","96030","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.",NA,NA,NA,NA,"C. Mondin & C. E. Nascimento","1998","09","23","Brasil","RS","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,"PACA096030",NA,"Arroio Vargas","47489","C/ ca. 2,5 m alt. Habitat: Na mata ciliar Fenofase: flores vermelhas Hábito: arbusto","auto",NA,NA,NA,"1484",NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"143","2019-08-27 13:29:45-03","IAP","PACA-AGP","25652","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1954","08","12","Rambo, B.","1944","01",NA,"Brasil","RS","São Gabriel","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"PACA025652",NA,"Faz. Santa Cecília","56206","Habitat: in silva riparia Fenofase: estéril","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"144","2019-08-27 13:29:45-03","IAP","PACA-AGP","7400","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1954","08","12","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA007400",NA,NA,"10287","Habitat: in silva campestri Fenofase: flor e fruto","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"145","2019-08-27 13:29:46-03","IAP","PACA-AGP","87890","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Larocca, J.","2004","08","06","Mazzochini, G.","2003","08","27","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA087890",NA,"Campus Unisnos, trilha do lago.","10287","Fenofase: flor vermelha","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"146","2019-08-27 13:29:46-03","IAP","PACA-AGP","115617","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Dezevieski, A.","2014","12","03","Dezevieski, A.","2014","12","03","Brasil","RS","São Leopoldo","-51.157029","-29.796034","-51.157029","-29.796034","40","40","PACA115617",NA,"Câmpus UNISINOS, C2, baleia",NA,"JBU 96016; coleta com flor Habitat: ambiente antropizado",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"147","2019-08-27 13:29:45-03","IAP","PACA-AGP","37382.1","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Emrich-Rambo","1954","08","12","Rambo, B.",NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"PACA037382-1",NA,NA,NA,"Sem cidade de coleta e sem data. Fenofase: flor",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"148","2019-10-25 11:09:31-03","IAP","PACA-AGP","90047","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","R. L. C. Bortoluzzi",NA,NA,NA,"R. L. C. Bortoluzzi","2002","03","22","Brasil","SC","Laguna","-48.785556","-28.426389","48º47'08.0W","28º25'35.0S",NA,NA,"PACA090047",NA,"Ca. 30 m da BR 101, lado direito sentido Laguna-Criciúma.",NA,"ICN 122420.&nf;ca. 1,3 m de altura. Flores com estames vermelhos.&nf;SEM MATERIAL Habitat: restinga Hábito: subarbusto",NA,NA,NA,NA,"1199",NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"149","2019-08-27 13:29:46-03","IAP","PACA-AGP","96028","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","tweediei","Calliandra tweediei","Benth.","Gonçalves, J. P. G. & C. E. Steffen",NA,NA,NA,"Serra, G.","2003","04","27","Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"PACA096028",NA,"Ponte entre Bagé e Caçapava",NA,"HASU 15818&nf;3 m. Habitat: arenoso Fenofase: flor vermelha Hábito: arbusto",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,"Magnoliatae",NA,NA,NA,NA,NA
