"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","eventTime","sex"
"1130","2020-12-21 16:37:27-03","MBM","MBM","189440","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) Silveira","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","s.n.",NA,NA,NA,"Brazil","São Paulo","Piracicaba","Godinhos","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"MBM189440","MBM189440",NA,"Southern America",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1131","2020-12-21 16:37:27-03","MBM","MBM","49539","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi microsiphonata","(D.Legrand) Silveira","Silveira, N.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","7764","1958","12","10","Brazil","Santa Catarina","São Joaquim","Curral Falso, Bom Jardim","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"MBM049539","MBM049539",NA,"Southern America",NA,NA,NA,NA,"48290","auto","microsiphonata",NA,NA,NA,NA,NA,NA,NA
"1132","2019-11-01 15:28:29-03","PUC-RIO","FCAB","7162","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","D. Legrand",NA,NA,NA,"P.E. Leite S.J.","0508","1945","11",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"007162",NA,NA,NA,NA,NA,NA,"Angiospermae","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1133","2019-11-01 15:28:29-03","PUC-RIO","FCAB","7177","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","D. Legrand",NA,NA,NA,"P. Capell S.J.","1359","1953","12",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"007177",NA,NA,NA,NA,NA,NA,"Angiospermae","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1134","2019-11-01 15:28:29-03","PUC-RIO","FCAB","7158","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","D. Legrand",NA,NA,NA,"P. Capell S.J.","1360","1953","11","26","Brasil","Rio de Janeiro","Nova Friburgo","Cascata Pinel","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"O tronco da árvore para fora do produto, transformando branco.","007158",NA,NA,NA,NA,NA,NA,"Angiospermae","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1135","2017-12-11 15:26:09-02","MNHN","RECOLNAT_MNHN_P","P00161522","PreservedSpecimen",NA,"Myrtaceae","Myrcia","dimorpha","Myrcia dimorpha","(O.Berg) Silveira",NA,NA,NA,NA,"Sellow",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"donné en 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161522' target='other'> <mi>dwc_moreinfo</mi></a>","P00161522","P00161522_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1040",NA,NA
"1136","2015-09-04 18:00:02-03","MNHN","RECOLNAT_MNHN_P","P00161523","PreservedSpecimen",NA,"Myrtaceae","Myrcia","dimorpha","Myrcia dimorpha","(O.Berg) Silveira",NA,NA,NA,NA,"Sellow",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161523' target='other'> <mi>dwc_moreinfo</mi></a>","P00161523","P00161523_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1040",NA,NA
"1137","2015-09-04 13:43:08-03","MNHN","RECOLNAT_MNHN_P","P00549410","PreservedSpecimen",NA,"Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D.Legrand","Legrand",NA,NA,NA,"Smith, L.B.|Klein, R.M.",NA,"1965","1","22","Brésil",NA,NA,"Mun. Lapa, Fazendinha, Rio Passa Dois, 12-15 km SW Lapa, Parana","-49.73333","-25.8",NA,NA,"900","1000","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549410' target='other'> <mi>dwc_moreinfo</mi></a>","P00549410","P00549410_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14966",NA,NA
"1138","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00161425","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Barra",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161425' target='other'> <mi>dwc_moreinfo</mi></a>","P00161425","P00161425_01","syntype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"648",NA,NA
"1139","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00549446","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Regnell, A.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549446' target='other'> <mi>dwc_moreinfo</mi></a>","P00549446","P00549446_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","2016-01-12 12:39:35-02","MNHN","RECOLNAT_MNHN_P","P00549430","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Widgren",NA,"1845",NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549430' target='other'> <mi>dwc_moreinfo</mi></a>","P00549430","P00549430_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","2016-03-09 18:13:15-03","MNHN","RECOLNAT_MNHN_P","P00161215","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Sello",NA,NA,NA,NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. Donné par le Muséum Bot. de Berlin. 1864 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161215' target='other'> <mi>dwc_moreinfo</mi></a>","P00161215","P00161215_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","2016-03-09 18:13:15-03","MNHN","RECOLNAT_MNHN_P","P00161217","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Sellow",NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Bery. f.90 sp.72 Herb. Al de Bunge <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161217' target='other'> <mi>dwc_moreinfo</mi></a>","P00161217","P00161217_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4795",NA,NA
"1143","2016-03-09 18:13:15-03","MNHN","RECOLNAT_MNHN_P","P00161218","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Regnell, A.",NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161218' target='other'> <mi>dwc_moreinfo</mi></a>","P00161218","P00161218_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"552",NA,NA
"1144","2015-09-04 22:01:48-03","MNHN","RECOLNAT_MNHN_P","P00161220","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Regnell, A.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Brésil, Caldas in Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. I137. Plant Brasil. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161220' target='other'> <mi>dwc_moreinfo</mi></a>","P00161220","P00161220_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 121",NA,NA
"1145","2015-10-04 06:12:06-03","MNHN","RECOLNAT_MNHN_P","P00161221","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Sellow",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161221' target='other'> <mi>dwc_moreinfo</mi></a>","P00161221","P00161221_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"195",NA,NA
"1146","2015-10-04 06:05:44-03","MNHN","RECOLNAT_MNHN_P","P00161222","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Sellow",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161222' target='other'> <mi>dwc_moreinfo</mi></a>","P00161222","P00161222_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"195",NA,NA
"1147","2015-09-04 13:43:08-03","MNHN","RECOLNAT_MNHN_P","P00161323","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lughadha",NA,NA,NA,"Sello",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161323' target='other'> <mi>dwc_moreinfo</mi></a>","P00161323","P00161323_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","2015-09-04 13:43:08-03","MNHN","RECOLNAT_MNHN_P","P00161324","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lughadha",NA,NA,NA,"Herb. Richard",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161324' target='other'> <mi>dwc_moreinfo</mi></a>","P00161324","P00161324_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","2016-03-09 18:13:15-03","MNHN","RECOLNAT_MNHN_P","P00161416","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816","1","1","Brasil",NA,NA,"Brésil: Province de Rio de Janeiro. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821 . . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161416' target='other'> <mi>dwc_moreinfo</mi></a>","P00161416","P00161416_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1 482",NA,NA
"1150","2015-09-04 21:29:23-03","MNHN","RECOLNAT_MNHN_P","P00161417","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Rio de Janeiro",NA,"Brésil. Prov. Rio Jan. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161417' target='other'> <mi>dwc_moreinfo</mi></a>","P00161417","P00161417_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"482",NA,NA
"1151","2015-10-03 09:58:04-03","MNHN","RECOLNAT_MNHN_P","P00161418","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Prov. St Paul",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161418' target='other'> <mi>dwc_moreinfo</mi></a>","P00161418","P00161418_01","syntype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1009",NA,NA
"1152","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00161419","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Prov. St Paul",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161419' target='other'> <mi>dwc_moreinfo</mi></a>","P00161419","P00161419_01","syntype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1009",NA,NA
"1153","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00161420","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Prov. St Paul",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161420' target='other'> <mi>dwc_moreinfo</mi></a>","P00161420","P00161420_01","syntype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1009",NA,NA
"1154","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00161421","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"prov. Goyaz",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161421' target='other'> <mi>dwc_moreinfo</mi></a>","P00161421","P00161421_01","holotype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"917",NA,NA
"1155","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00161422","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"prov. Goyaz",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161422' target='other'> <mi>dwc_moreinfo</mi></a>","P00161422","P00161422_01","isotype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"917",NA,NA
"1156","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00161423","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"prov. Goyaz",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161423' target='other'> <mi>dwc_moreinfo</mi></a>","P00161423","P00161423_01","isotype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"917",NA,NA
"1157","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00161424","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"prov. Goyaz",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161424' target='other'> <mi>dwc_moreinfo</mi></a>","P00161424","P00161424_01","isotype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"917",NA,NA
"1158","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00161426","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Barra",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161426' target='other'> <mi>dwc_moreinfo</mi></a>","P00161426","P00161426_01","syntype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"648",NA,NA
"1159","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00161427","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Barra",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161427' target='other'> <mi>dwc_moreinfo</mi></a>","P00161427","P00161427_01","syntype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"648",NA,NA
"1160","2016-02-11 16:05:37-02","MNHN","RECOLNAT_MNHN_P","P00161451","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Minas Geraes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161451' target='other'> <mi>dwc_moreinfo</mi></a>","P00161451","P00161451_01","isotype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"539",NA,NA
"1161","2016-02-11 16:05:37-02","MNHN","RECOLNAT_MNHN_P","P00161452","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Minas Geraes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161452' target='other'> <mi>dwc_moreinfo</mi></a>","P00161452","P00161452_01","isotype",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"539",NA,NA
"1162","2015-09-17 07:14:03-03","MNHN","RECOLNAT_MNHN_P","P00545077","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima",NA,NA,NA,"Woolston, A.",NA,"1956","8","29","Paraguay",NA,NA,"Dept. San Pedro, Primavera",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545077' target='other'> <mi>dwc_moreinfo</mi></a>","P00545077","P00545077_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"719",NA,NA
"1163","2015-09-18 10:24:29-03","MNHN","RECOLNAT_MNHN_P","P00545078","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima",NA,NA,NA,"Hassler, E.",NA,NA,"8",NA,"Paraguay",NA,NA,"In regione vicine San Estanislao",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545078' target='other'> <mi>dwc_moreinfo</mi></a>","P00545078","P00545078_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4124",NA,NA
"1164","2015-09-04 19:13:09-03","MNHN","RECOLNAT_MNHN_P","P00545079","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima",NA,NA,NA,"Hassler, E.",NA,NA,"8",NA,"Paraguay",NA,NA,"In regione vicine San Estanislao",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545079' target='other'> <mi>dwc_moreinfo</mi></a>","P00545079","P00545079_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4124",NA,NA
"1165","2015-09-18 10:24:28-03","MNHN","RECOLNAT_MNHN_P","P00545080","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima",NA,NA,NA,"Hassler, E.",NA,NA,"9",NA,"Paraguay",NA,NA,"in regione fluminis Corrientes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545080' target='other'> <mi>dwc_moreinfo</mi></a>","P00545080","P00545080_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4483",NA,NA
"1166","2015-09-18 10:24:29-03","MNHN","RECOLNAT_MNHN_P","P00545081","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima",NA,NA,NA,"Hassler, E.",NA,NA,"9",NA,"Paraguay",NA,NA,"in regione fluminis Corrientes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545081' target='other'> <mi>dwc_moreinfo</mi></a>","P00545081","P00545081_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4483",NA,NA
"1167","2015-09-18 10:24:29-03","MNHN","RECOLNAT_MNHN_P","P00545082","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima",NA,NA,NA,"Hassler, E.",NA,NA,"9",NA,"Paraguay",NA,NA,"In regione fluminis Corrientes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545082' target='other'> <mi>dwc_moreinfo</mi></a>","P00545082","P00545082_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4486",NA,NA
"1168","2015-09-18 10:24:29-03","MNHN","RECOLNAT_MNHN_P","P00545083","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima",NA,NA,NA,"Hassler, E.",NA,NA,"9",NA,"Paraguay",NA,NA,"In regione fluminis Corrientes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545083' target='other'> <mi>dwc_moreinfo</mi></a>","P00545083","P00545083_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4486",NA,NA
"1169","2015-09-17 07:14:00-03","MNHN","RECOLNAT_MNHN_P","P00545084","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima",NA,NA,NA,"Hassler, E.",NA,NA,"9",NA,"Paraguay",NA,NA,"In regione fluminis Corrientes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545084' target='other'> <mi>dwc_moreinfo</mi></a>","P00545084","P00545084_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4486",NA,NA
"1170","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00549414","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Hassler, E.",NA,NA,"11",NA,"Brésil",NA,NA,"San Bernardino",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549414' target='other'> <mi>dwc_moreinfo</mi></a>","P00549414","P00549414_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3553",NA,NA
"1171","2015-09-04 13:43:08-03","MNHN","RECOLNAT_MNHN_P","P00549415","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Legrand",NA,NA,NA,"Hassler, E.",NA,NA,"11",NA,"Brésil",NA,NA,"San Bernardino",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549415' target='other'> <mi>dwc_moreinfo</mi></a>","P00549415","P00549415_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3553",NA,NA
"1172","2016-01-22 15:49:30-02","MNHN","RECOLNAT_MNHN_P","P00549418","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lucas",NA,NA,NA,"Hassler, E.",NA,NA,NA,NA,"Paraguay",NA,NA,"in vicine dumetis Villa Rica",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549418' target='other'> <mi>dwc_moreinfo</mi></a>","P00549418","P00549418_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1551 b",NA,NA
"1173","2016-01-12 12:37:49-02","MNHN","RECOLNAT_MNHN_P","P00549419","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lucas",NA,NA,NA,"Hassler, E.",NA,NA,"12",NA,"Paraguay",NA,NA,"in dumetis vicine Villa Rica",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549419' target='other'> <mi>dwc_moreinfo</mi></a>","P00549419","P00549419_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1551 a",NA,NA
"1174","2015-09-04 13:43:08-03","MNHN","RECOLNAT_MNHN_P","P00549420","PreservedSpecimen",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lucas",NA,NA,NA,"Fiebrig, K.",NA,"1908","1","21","Paraguay",NA,NA,"Villa Sana, entre Rio Apa et Rio Aquidaban",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549420' target='other'> <mi>dwc_moreinfo</mi></a>","P00549420","P00549420_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4733",NA,NA
