"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"349","2019-10-07 09:37:24-03","UEFS","HUEFS","186139","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Costa, L.A.","12","2012","05","03",NA,"Brasil",NA,NA,NA,"HUEFS0186139","Angiospermae","Santalales","Mart.",NA,"Ceará","Ubajara","Serra da Ibiapaba, Parque Nacional de Ubajara. Próximo ao indivíduo 5 de Vismia guianensis sob a serrapilheira.","-40.911389","-3.840278",NA,NA,"HUEFS0186139",NA,"40W54'41''","3S50'25''",NA,NA,NA,NA,NA,"Santalanae",NA,NA,NA,NA
"350","2019-10-07 09:37:24-03","UEFS","HUEFS","64974","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Giulietti, A.M.","2118","2002","06","30",NA,"Brasil",NA,NA,"Campo rupestre. Mata seca em grotão com rochas de até 30m altura no meio do folhedo.","HUEFS0064974","Angiospermae","Santalales","Mart.","L.Cardoso","Bahia","Morro do Chapéu","Arredores da cidade à Serra do Bexiguento.","-41.155278","-11.405",NA,NA,"HUEFS0064974 HUEFS0064974_01",NA,"41W9'19''","11S24'18''",NA,NA,"2010","09",NA,"Santalanae",NA,NA,NA,NA
"351","2019-10-07 09:37:24-03","UEFS","HUEFS","79076","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Machado, M.","30","2003","09","26",NA,"Brasil",NA,NA,"solo argiloso, com bastante matéria orgânica.","HUEFS0079076","Angiospermae","Santalales","Mart.","L.Cardoso","Bahia","Barra do Choça","1km antes da vila de Barra Nova na estrada Barra do Choça - Barra Nova","-40.525278","-14.964444","932","932","HUEFS0079076",NA,"40W31'31''","14S57'52''",NA,NA,"2010","09",NA,"Santalanae",NA,NA,NA,NA
"352","2019-10-07 09:37:24-03","UEFS","HUEFS","90554","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","van den Berg, C.","1274","2004","02","11",NA,"Brasil",NA,NA,"Campo, mata rala.","HUEFS0090554","Angiospermae","Santalales","Mart.","L.Cardoso","Goiás","Pirenópolis","Ponto 9, Serra dos Pirineus, 15 Km estrada direta Cocalzinho.","-48.830833","-15.796389","1373","1373","HUEFS0090554",NA,"48W49'51''","15S47'47''",NA,NA,"2010","09",NA,"Santalanae",NA,NA,NA,NA
"353","2019-10-07 09:37:24-03","UEFS","HUEFS","73792","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Leite, K.R.B","314","2003","08","17",NA,"Brasil",NA,NA,"Mata.","HUEFS0073792","Angiospermae","Santalales","Mart.","L.Cardoso","Bahia","Esplanada","Linha Verde, km 123,5. 3 km depois da Fazenda Morro da Graça a Fezenda do Bú. Lado direito da estrada, na Mata do Meio.","-37.704722","-12.036944","24","24","HUEFS0073792",NA,"37W42'17''","12S2'13''",NA,NA,"2010","09",NA,"Santalanae",NA,NA,NA,NA
"354","2019-09-04 19:49:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"355","2015-03-06 21:17:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","J. H. Kirkbride, Jr.","5239",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"356","2019-06-11 13:49:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","R. B. Foster","4596","1981","7","31","South America","Peru",NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag","Pasco",NA,"Oxapampa","-75.4","-10.5667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"4596",NA,NA
"357","2019-08-22 11:48:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","H. Beltrán S.","1389","1994","7","29","South America","Peru",NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag","Amazonas",NA,NA,"-78","-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"358","2020-04-20 18:47:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","A. Monteagudo et al.","7493","2004","11","2","South America","Peru",NA,NA,NA,NA,"Spermatophyta",NA,NA,"J. M. Ricketson","Pasco","Oxapampa","Carretera Oxapampa-Villa Rica","-75.3408","-10.6564","2260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"359","2015-03-06 21:17:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Mello Barreto","8799",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"360","2020-03-15 15:18:43-03","F","FMNH-SEEDPLANTS","V0097771F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Mello Barreto","8799","1938","2","7","South America","Brazil",NA,NA,NA,"V0097771F","Spermatophyta",NA,NA,NA,NA,NA,"Conceição, Serra do Cipó, k. 152 - Conceição.",NA,NA,NA,NA,"V0097771F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"361","2015-03-07 01:29:01-03","F","FMNH-SEEDPLANTS","V0097772F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","J. H. Kirkbride, Jr.","5239","1983","4","25","South America","Brazil",NA,NA,NA,"V0097772F","Spermatophyta",NA,NA,NA,"Distrito Federal",NA,"Corrego Jatoba","-48.1","-15.6",NA,NA,"V0097772F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"362","2016-10-07 15:52:29-03","F","FMNH-SEEDPLANTS","V0410620F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","A. Sagástegui A.","16253","2000","7","11","South America","Peru",NA,NA,NA,"V0410620F","Spermatophyta",NA,NA,NA,"Piura","Ayabaca","Bosque del Toldo",NA,NA,NA,"2800","V0410620F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"363","2018-03-26 16:39:43-03","F","FMNH-SEEDPLANTS","V0450192F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","M. Nee & M. D. Whalen","16864","1979","7","26","South America","Venezuela",NA,NA,NA,"V0450192F","Spermatophyta",NA,NA,NA,"Caracas",NA,"6 km. W of El Junquito on road between Caracas and Colonia Tovar",NA,NA,NA,NA,"V0450192F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"364","2018-03-27 10:30:53-03","F","FMNH-SEEDPLANTS","V0450201F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","A. E. Lawrance","251","1932","6","19","South America","Colombia",NA,NA,NA,"V0450201F","Spermatophyta",NA,NA,NA,"Boyacá",NA,"Alto Chapon, 100 mi. NW of Bogota",NA,NA,"1067",NA,"V0450201F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"365","2018-04-30 11:11:50-03","F","FMNH-SEEDPLANTS","V0450205F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Bro. Elias","34","1929","8",NA,"South America","Colombia",NA,NA,NA,"V0450205F","Spermatophyta",NA,NA,NA,"Antioquia",NA,"Cáceres",NA,NA,NA,NA,"V0450205F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"366","2018-08-07 13:49:49-03","F","FMNH-SEEDPLANTS","V0450208F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","H. van der Werff et al.","17765","2003","6","25","South America","Peru",NA,NA,NA,"V0450208F","Spermatophyta",NA,NA,"J. M. Ricketson","Pasco","Oxapampa","Oxapampa","-75.4","-10.5667",NA,NA,"V0450208F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"367","2018-03-20 10:49:43-03","F","FMNH-SEEDPLANTS","V0464813F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","J. Schunke V.","9617","1978",NA,NA,"South America","Peru",NA,NA,NA,"V0464813F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0464813F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"368","2018-03-20 10:49:44-03","F","FMNH-SEEDPLANTS","V0464814F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","A. Monteagudo & G. Ortiz","5664","2003","7","2","South America","Peru",NA,NA,NA,"V0464814F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0464814F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"369","2018-03-20 10:49:44-03","F","FMNH-SEEDPLANTS","V0464815F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","B. Peyton","1291","1982","9","21","South America","Peru",NA,NA,NA,"V0464815F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0464815F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"370","2018-03-20 10:49:45-03","F","FMNH-SEEDPLANTS","V0464816F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","F. Wolfe","12250","1969","7","7","South America","Peru",NA,NA,NA,"V0464816F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0464816F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"371","2018-03-20 10:49:45-03","F","FMNH-SEEDPLANTS","V0464817F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","M. Acosta Solis","5039","1943","7","16","South America","Ecuador",NA,NA,NA,"V0464817F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-78.1869","-1.4628",NA,NA,"V0464817F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"372","2019-06-11 13:50:18-03","F","FMNH-SEEDPLANTS","V0464818F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","W. R. Anderson","9754","1973","5","5","South America","Brazil",NA,NA,NA,"V0464818F","Spermatophyta",NA,NA,"RRC ID Flag","Mato Grosso",NA,NA,"-57","-12",NA,NA,"V0464818F_01 V0464818F_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"9754",NA,NA
"373","2018-03-20 10:49:47-03","F","FMNH-SEEDPLANTS","V0464819F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","H. S. Irwin et al.","16560","1966","6","3","South America","Brazil",NA,NA,NA,"V0464819F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0464819F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"374","2018-03-20 10:49:47-03","F","FMNH-SEEDPLANTS","V0464820F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","H. S. Irwin et al.","16848","1966","6","10","South America","Brazil",NA,NA,NA,"V0464820F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0464820F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"375","2018-03-20 10:49:48-03","F","FMNH-SEEDPLANTS","V0464821F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","T. Plowman et al.","8431","1980","2","4","South America","Brazil",NA,NA,NA,"V0464821F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0464821F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"376","2018-03-16 15:37:03-03","F","FMNH-SEEDPLANTS","V0464822F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","W. A. Teixeira","25287","1994","9","22","South America","Brazil",NA,NA,NA,"V0464822F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0464822F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"377","2018-03-16 15:50:06-03","F","FMNH-SEEDPLANTS","V0464823F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","J. A. Steyermark","89852","1961","10","22","South America","Venezuela",NA,NA,NA,"V0464823F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0464823F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"378","2018-03-20 10:49:48-03","F","FMNH-SEEDPLANTS","V0464824F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","B. Maguire & J. J. Wurdack","33841","1952","12","17","South America","Venezuela",NA,NA,NA,"V0464824F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0464824F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"379","2018-03-20 10:49:48-03","F","FMNH-SEEDPLANTS","V0464825F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","J. J. Wurdack","34073","1953","1","10","South America","Venezuela",NA,NA,NA,"V0464825F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0464825F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"380","2018-03-16 15:56:10-03","F","FMNH-SEEDPLANTS","V0464826F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","B. Maguire & J. J. Wurdack","33927","1952","12","17","South America","Venezuela",NA,NA,NA,"V0464826F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0464826F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"381","2018-03-16 16:05:07-03","F","FMNH-SEEDPLANTS","V0464827F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","A. Fendler","1743",NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0464827F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0464827F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"382","2018-03-26 16:46:34-03","F","FMNH-SEEDPLANTS","V0450194F","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","G. Calatayud et al.","1481","2003","6","16","South America","Peru",NA,NA,NA,"V0450194F","Spermatophyta",NA,NA,"J. M. Ricketson","Cusco","La Convención","Dist. Santa Ana, Poromate","-72.78","-12.92","2118",NA,"V0450194F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"383","2019-01-25 15:38:55-02","IAC","IAC","41916","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","R.B. Torres; C.A. Pereira & J.B. Paula","1462","2001","12","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","R.B. Torres","Minas Gerais","Camanducaia","Mata da Patrícia","-46.1447","-22.7553",NA,NA,NA,NA,"-46.1447","-22.7553",NA,NA,"2006","10","27",NA,NA,NA,NA,NA
"384","2019-01-25 15:38:55-02","IAC","IAC","7205","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Joao Evangelista","s/nº","1943","01","19",NA,"Brasil",NA,NA,"Identificação confirmada por L. Cardoso 06/11/2009",NA,NA,NA,"Mart.","A.S. Lima","Minas Gerais","Belo Horizonte","Fazenda Baleia","-43.9378","-19.9208",NA,NA,NA,NA,"-43.9378","-19.9208",NA,NA,"1943","08","26",NA,NA,NA,NA,NA
"385","2020-07-23 11:59:39-03","CEPLAC","CEPEC","115258","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Thomas, W.W.","14557","2006","01","19",NA,"Brasil",NA,NA,"(2 collections of infected roots). [photo]",NA,NA,NA,NA,"Sem Informação","Bahia","arataca","Localidade&nf;Serra Peito de moça, 9,7 km NE of Arataca, on dirt road to Una, then 8,8 km NW (left) on road through Faz. Sta. Rita to Reserva do IESB (Faz. Palmeira.)","-39.343889","-15.161111","700","700",NA,NA,"39W20'38","15S9'40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-09-22 13:48:29-03","USP","SPFW","6662","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Sem coletor","s.n.","2015","03",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","Costa, L.T. 2017","Mato Grosso","Porto Estrela","Estação Ecológica da Serra Das Araras.","-15.628056","-22.743611",NA,NA,NA,NA,"15º37'41''W","22º44'37''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-09-22 13:48:29-03","USP","SPFW","6096","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Ceccantini, G.C.T. Ramiro.","3892","2013","03","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","G.C.T. Ceccantini","São Paulo","Campos do Jordão",NA,"-45.628056","-22.743611","1565","1565",NA,NA,"45º37'41''W","22º44'37''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2020-09-22 13:48:29-03","USP","SPFW","6399","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Ceccantini, G.C.T. Sallum, M.; Cali, P.; Oliveira, J.C.","3900","2013","06","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","Ceccantini, G.C.T.","Mato Grosso","Alto Araguaia","Vale do Rio Ariranha","-41.3325","-11.499167","511","511",NA,NA,"41º19'57''W","11º29'57''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-09-22 13:48:29-03","USP","SPFW","8170","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Costa, L.T. Pellissari, L.; Ceccantini, G.C.T.","234","2017","04","01",NA,"Brasil",NA,NA,"Originalmente fixado em KNV",NA,NA,NA,"Mart.","Ceccantini, G.C.T.","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"390","2016-08-23 11:24:42-03","NHMLondon","NHM-LONDON-BOT","BM000993484","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Anon.","S.N.",NA,NA,NA,NA,"Brasil",NA,"NHMUK:ecatalogue:552470","<a href=http://www.nhm.ac.uk/services/media-store/asset/6a5762c415a41df59355c35eb9e18de68ec7a348/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Mart.",NA,"Rio de Janeiro",NA,NA,"-42.64735","-22.531489",NA,NA,NA,"Type","-42.64735","-22.531489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2016-08-23 10:58:55-03","NHMLondon","NHM-LONDON-BOT","BM000993485","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Anon.","S.N.",NA,NA,NA,NA,"Brasil",NA,"NHMUK:ecatalogue:552473","<a href=http://www.nhm.ac.uk/services/media-store/asset/13093ed57825061728d375a333e68e435124cb1a/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Mart.",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"Type","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2016-08-23 11:24:42-03","NHMLondon","NHM-LONDON-BOT","BM000993486","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Johann Wilhelm Karl Moritz; b.1797; d.1866; Moritz","1619","1865",NA,NA,NA,"Brasil",NA,"NHMUK:ecatalogue:552474","<a href=http://www.nhm.ac.uk/services/media-store/asset/28ccfbbc66aa5c3f284ab230a8d7220bc75d11f3/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Mart.",NA,"Pará",NA,NA,"-52.4957","-3.601317",NA,NA,NA,"Type","-52.4957","-3.601317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2020-11-12 17:03:00-03","UEL","FUEL","18326","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Araujo, GM; Nakajima, JN; Oliveira, PEAM; Ranal, MA","216","1992","06","05",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Santalales","Mart.","Schiavini, I","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto","1992","06","05",NA,NA,NA,NA,NA
"394","2020-11-12 17:03:00-03","UEL","FUEL","18323","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Araujo, GM; Nakajima, JN; Oliveira, PEAM; Ranal, MA","98","1992","05","15",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Santalales","Mart.",NA,"Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"395","2019-11-01 14:54:54-03","UnB","UB","109613","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Silva, JS; Giotto, AC; Mendes, MRA; Miranda, FS","517","2008","07","07","Southern America","Brasil",NA,NA,"Parasita de raízes de cor vermelho-escuro.&nf;Encontrado sob serrapilheira; Holoparasita; Cerradão. Solo: Solo distrófico",NA,"Dicotyledoneae",NA,"Mart.","Sato, HA","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,NA,NA,"-47.816667","-15.85",NA,NA,"2013","09","27",NA,NA,NA,NA,NA
"396","2019-11-01 14:54:54-03","UnB","UB","112677","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Delprete, PG; et al.","10100","2007","05","10","Southern America","Brasil",NA,NA,"Planta com fusto carnoso, subterrâneo branco. Folhas amarelas. Perianto com três segmentos vermelho vinosos. Anteras brancas.; Cerrado rupestre. Solo: Solo arenoso.",NA,"Dicotyledoneae",NA,"Mart.","Delprete, PG","Goiás","Aparecida de Goiânia","Serra das Areias","-49.3225","-16.837222","900","900",NA,NA,"-49.3225","-16.837222",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"397","2019-11-01 14:54:54-03","UnB","UB","199921","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Antunes, EC; Antunes, LL","119","2012","03","21","Southern America","Brasil",NA,NA,"Parasita de raiz, flor vermelha (Herbácea subterrânea); Cerrado e Mata Seca",NA,"Dicotyledoneae",NA,"Mart.",NA,"Mato Grosso","Comodoro",NA,"-42.329444","-13.754722",NA,NA,NA,NA,"-42.329444","-13.754722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2019-11-01 14:54:54-03","UnB","UB","15238","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Anderson, WR; Fryxell, PA; Hill, SR; Santos, RR; Souza, R","8419","1973","04","09","Southern America","Brasil",NA,NA,"Succulent, immersed in humus of forest floor; plant dark red.; Gallery forest, adjacent sedge meadow, and campo sujo and rocky campo on higher drier slopes.",NA,"Dicotyledoneae",NA,"Mart.","Smith, LB","Minas Gerais",NA,"Serra do Espinhaço; 12km by road W of Diamantina on road to Curvelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2019-11-01 14:54:54-03","UnB","UB","15239","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Kirkbride Junior, JH","5239","1983","04","25","Southern America","Brasil",NA,NA,"de raízes com tubérculos brancos e com só as inflorescências acima do chão, brácteas com o ápice castanho e com a base amarela; pedicelo e bractéolas amarelas; cálice castanho; androceu branco; Parasita; Mata ciliar seca",NA,"Dicotyledoneae",NA,"Mart.","Cardoso, L","Distrito Federal","Brasília","Córrego Jatobá","-48.1","-15.6","1240","1240",NA,NA,"-48.1","-15.6",NA,NA,"2009","11","06",NA,NA,NA,NA,NA
