"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"392","2008-05-27 22:02:00-03","MO","MOBOT","476075","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini","1992","2","Paraguay","Paraguarí",NA,"Near Acahay Massif, eastern most peak.","-57.13333","-25.86666",NA,NA,NA,NA,NA,NA,NA,"Zardini 30807","26","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","659",NA,NA,NA
"393","2008-05-27 22:02:00-03","MO","MOBOT","476085","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","1992","3","Paraguay","Central",NA,"Tavarory - Acosta Ñu. Savanna 4 km E of Paraguay River on cliff.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,"Zardini 30860","4","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","660",NA,NA,NA
"394","2008-05-27 22:02:00-03","MO","MOBOT","476816","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1993","11","Paraguay","Concepción",NA,"Loreto. 3 km south of Loreto. Cerrado scrub.","-57.18333","-23.26666",NA,NA,NA,NA,NA,NA,NA,"Zardini 37301","18","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","852",NA,NA,NA
"395","2008-05-27 22:02:00-03","MO","MOBOT","477212","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","N.H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1992","11","Paraguay","Central",NA,"Estero del Ypoá. South of Tacuara. Gallery Forest along Estero.","-57.46666","-25.63333",NA,NA,NA,NA,NA,NA,NA,"Zardini 33530","5","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","779",NA,NA,NA
"396","2008-05-27 22:02:00-03","MO","MOBOT","477232","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","N.H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","1992","11","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 8 km S of Villeta. Inundated savanna with patches of forest.","-57.55","-25.58333",NA,NA,NA,NA,NA,NA,NA,"Zardini 33596","18","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","781",NA,NA,NA
"397","2008-05-27 22:02:00-03","MO","MOBOT","477282","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1992","11","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 7.5 km S of Villeta. Gallery Forest and inundated savanna along creek, on clay.","-57.55","-25.56666",NA,NA,NA,NA,NA,NA,NA,"Zardini 33811","27","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","784",NA,NA,NA
"398","2008-05-27 22:02:00-03","MO","MOBOT","477343","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","1992","11","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 10.5 km S of Villeta, W of Arroyo Pikysyry. Inundated savanna on clay.","-57.56666","-25.6",NA,NA,NA,NA,NA,NA,NA,"Zardini 33975","27","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","786",NA,NA,NA
"399","2008-05-27 22:02:00-03","MO","MOBOT","477373","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","N.H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1992","12","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 1.5 km S of Villeta. Savanna and patches of Cerrado.","-57.53333","-25.51666",NA,NA,NA,NA,NA,NA,NA,"Zardini 34023","2","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","787",NA,NA,NA
"400","2008-05-27 22:02:00-03","MO","MOBOT","477453","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","N.H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","1992","12","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 11 km S of Villeta, east of trail to Villa Oliva. Inundated savanna on clay soil with patches of forest.","-57.58333","-25.6",NA,NA,NA,NA,NA,NA,NA,"Zardini 34259","16","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","792",NA,NA,NA
"401","2016-06-16 08:10:00-03","MO","MOBOT","477494","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1993","1","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 7 km S of Villeta.","-57.55","-25.5666667",NA,NA,NA,NA,NA,NA,NA,"Zardini 34404","7","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","794",NA,NA,NA
"402","2011-06-09 17:28:00-03","MO","MOBOT","477516","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","1993","1","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. Between 11.5 km S of Villeta and Puerto Guyrati. Inundated savanna on clay soil.","-57.6","-25.6",NA,NA,NA,NA,NA,NA,NA,"Zardini 34571","7","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","797",NA,NA,NA
"403","2008-05-27 22:02:00-03","MO","MOBOT","477528","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1993","1","Paraguay","Central",NA,"Estero del Ypoá. Pureto Guyrati - Villa Oliva. 2 km S of Puerto Guyrati. Savanna and patches of forest on clay soil.","-57.6","-25.61666",NA,NA,NA,NA,NA,NA,NA,"Zardini 34632","14","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","798",NA,NA,NA
"404","2017-08-22 07:49:00-03","MO","MOBOT","478399","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1991","1","Paraguay","Central",NA,"Tavarory, Acosta Ñu, 5 km E of Río Paraguay.","-57.5","-25.3333333",NA,NA,NA,NA,NA,NA,NA,"Zardini 25409","4","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","509",NA,NA,NA
"405","2013-10-09 05:41:00-03","MO","MOBOT","478501","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","1988","12","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest along western slope.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Zardini 8893","17","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","88-136",NA,NA,NA
"406","2013-10-09 05:41:00-03","MO","MOBOT","478531","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","1988","12","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest along western slope.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,"Zardini 8898","17","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","88-136",NA,NA,NA
"407","2008-05-27 22:02:00-03","MO","MOBOT","478870","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini","1990","11","Paraguay","Central",NA,"Tavarory, 1 km E of Río Paraguay. Inundated savanna.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,"Zardini 23613","9","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","448",NA,NA,NA
"408","2008-05-27 22:02:00-03","MO","MOBOT","478891","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","1990","11","Paraguay","Central",NA,"Tavarory, 3 km N of Tavarory. Savanna.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,"Zardini 23642","9","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","450",NA,NA,NA
"409","2008-05-27 22:02:00-03","MO","MOBOT","479109","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","N.H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|H. Velázquez","1991","1","Paraguay","Caaguazú",NA,"Arroyo Guaranunga-Arroyo Yuquyry, 5 km N of Arroyo Guaranunga. Cerrado scrub.","-55.91666","-25.31666",NA,NA,NA,NA,NA,NA,NA,"Zardini 25930","12","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","525",NA,NA,NA
"410","2011-06-09 17:28:00-03","MO","MOBOT","479168","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","1992","1","Paraguay","Paraguarí",NA,"Acahay Massif. Easternmost Peak. Gallery forest at southern part.","-57.13333","-25.86666",NA,NA,NA,NA,NA,NA,NA,"Zardini 30129","27","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","648",NA,NA,NA
"411","2008-05-27 22:02:00-03","MO","MOBOT","479721","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","1991","11","Paraguay","Central",NA,"Estero del Ypoá Peninsula south of Pindoty along eastern coast on Lake Yabeby. Inundated savanna.","-57.48333","-25.66666",NA,NA,NA,NA,NA,NA,NA,"Zardini 28554","4","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","609",NA,NA,NA
"412","2008-05-27 22:02:00-03","MO","MOBOT","3001862","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren, 14 February",NA,NA,NA,"Mirtha Ortiz","1966","12","Paraguay","Caazapá",NA,"Tavai-Camino a Y-hovy. A orillas del camino.","-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,"Ortiz 000884","4","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2008-05-27 22:02:00-03","MO","MOBOT","3001895","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren, 14 February",NA,NA,NA,"Isabel Basualdo","1988","12","Paraguay","Caazapá",NA,"Tavai. Prop de la Flia Bogado. A orillas de bosque.","-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,"Basualdo 002020","21","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2008-05-27 22:02:00-03","MO","MOBOT","1242329","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren",NA,NA,NA,"Isabel Basualdo","1988","3","Paraguay","Caazapá",NA,"Tavai. Prop de la Flia Bogadoi f","-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,"Basualdo 1911","12","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2016-06-16 08:28:00-03","MO","MOBOT","478470","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","1991","12","Paraguay","Central",NA,"Between Ytororo and Tavarory, 2 km from Tavarory.","-57.5833333","-25.5",NA,NA,NA,NA,NA,NA,NA,"Zardini 29580","16","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","636",NA,NA,NA
"416","2017-05-09 11:08:00-03","MO","MOBOT","1418557","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","K. Barringer (BKL)",NA,NA,NA,"Elsa M. Zardini|J. Rodríguez","1999","10","Paraguay","Itapúa",NA,"Yacyretá Dam Island Reserve: Punta de observación. Collecting area: around two hectares.","-56.8230556","-27.4486111",NA,NA,NA,NA,NA,NA,NA,"Zardini 52178","25","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1185",NA,NA,NA
"417","2008-05-27 22:02:00-03","MO","MOBOT","473146","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","1990","12","Paraguay","Paraguarí",NA,"Arroyo Yuquyty, 7 km E of Nueva Italia. Inundated savanna.","-57.41666","-25.6",NA,NA,NA,NA,NA,NA,NA,"Zardini 25123","8","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","504",NA,NA,NA
"418","2008-05-27 22:02:00-03","MO","MOBOT","478328","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","N.H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","1989","12","Paraguay","Paraguarí",NA,"Arroyo Yuquyty, 7 km E of Nueva Italia. Inundated savanna.","-57.41666","-25.6",NA,NA,NA,NA,NA,NA,NA,"Zardini 17075","14","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","224",NA,NA,NA
"419","2008-05-27 22:02:00-03","MO","MOBOT","475845","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","1989","12","Paraguay","Paraguarí",NA,"Arroyo Yuquyty, 7 km E of Nueva Italia. Inundated savanna.","-57.41666","-25.6",NA,NA,NA,NA,NA,NA,NA,"Zardini 17070","14","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","224",NA,NA,NA
"420","2016-01-21 11:50:00-02","MO","MOBOT","479188","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","1990","1","Paraguay","Paraguarí",NA,"Estero del Ypoá, 19 km W of Carapeguá, north of Pacheco.","-57.4166667","-25.2833333",NA,NA,NA,NA,NA,NA,NA,"Zardini 17725","7","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","248",NA,NA,NA
"421","2008-05-27 22:02:00-03","MO","MOBOT","479148","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1990","1","Paraguay","Paraguarí",NA,"Estero del Ypoá, 19 km W of Carapeguá, north of Pacheco. Inundated savanna.","-57.41666","-25.28333",NA,NA,NA,NA,NA,NA,NA,"Zardini 17685","7","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","246",NA,NA,NA
"422","2013-08-20 13:02:00-03","MO","MOBOT","473347","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1990","12","Paraguay","Paraguarí",NA,"Estero del Ypoá, northern part, 10 km E of Nueva Italia on Arroyo Cañabe.","-57.4","-25.6166667",NA,NA,NA,NA,NA,NA,NA,"Zardini 25225","8","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","506",NA,NA,NA
"423","2008-05-27 22:02:00-03","MO","MOBOT","479327","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","1990","1","Paraguay","Paraguarí",NA,"Estero del Ypoá, northern part. 10 km E of Nueva Italia on Arroyo Cañabe. Inundated savanna.","-57.4","-25.61666",NA,NA,NA,NA,NA,NA,NA,"Zardini 17846","7","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","250",NA,NA,NA
"424","2008-05-27 22:02:00-03","MO","MOBOT","473390","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","1989","12","Paraguay","Paraguarí",NA,"Northern part of Lake Ypoá basin, 10 km E of Nueva Italia, on Arroyo Cañabe. Inundated savanna.","-57.4","-25.61666",NA,NA,NA,NA,NA,NA,NA,"Zardini 16971","14","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","218",NA,NA,NA
"425","2008-05-27 22:02:00-03","MO","MOBOT","473261","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1989","12","Paraguay","Paraguarí",NA,"Northern part of Lake Ypoá basin, 12.6 km SE of Nueva Italia, southern border of Bañado on Arroyo Cañabe basin. Inundated savanna.","-57.38333","-25.63333",NA,NA,NA,NA,NA,NA,NA,"Zardini 16896","14","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","214",NA,NA,NA
"426","2008-05-27 22:02:00-03","MO","MOBOT","479570","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","1990","1","Paraguay","Paraguarí",NA,"Northern part of Lake Ypoá basin, 12.6 km SE of Nueva Italia. Southern border of Bañado on Arroyo Cañabe basin. Inundated savanna.","-57.38333","-25.63333",NA,NA,NA,NA,NA,NA,NA,"Zardini 18082","13","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","256",NA,NA,NA
"427","2008-05-27 22:02:00-03","MO","MOBOT","479520","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Noel H. Holmgren (NY)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","1990","1","Paraguay","Paraguarí",NA,"Northern part of Lake Ypoá basin, 12.6 km SE of Nueva Italia. Southern border of Bañado on Arroyo Cañabe basin. Inundated savanna.","-57.38333","-25.63333",NA,NA,NA,NA,NA,NA,NA,"Zardini 18064","13","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","256",NA,NA,NA
"428","2012-02-29 13:41:00-03","MO","MOBOT","2231611","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Salgado, C. R.",NA,NA,NA,"C. Salgado","1998","12","Argentina","Corrientes","Bella Vista","Desmochado 4ta Sección, al S de Bella Vista, 2,5 km al W de ruta 123","-59.5077","-28.5077",NA,NA,NA,NA,NA,NA,NA,"Salgado 135","12","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2010-02-05 10:20:00-02","MO","MOBOT","100248268","PreservedSpecimen","Plantae","Orobanchaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.","G. Hatschbach",NA,NA,NA,"J. Cordeiro|C.B. Poliquesi","1993","3","Brazil","Paraná","Bocaiúva do Sul","Serra de Santana, planta ereta, flor rosada, encosta graminosa de morro.","-49.1150016784668","-25.2061004638672",NA,NA,"1000.00000000",NA,NA,NA,NA,"Cordeiro 1017","9","South America",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"430","2009-07-29 09:06:00-03","MO","MOBOT","100203211","PreservedSpecimen","Plantae","Orobanchaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Oscar F. Clarke","1991","2","Argentina","Jujuy","Tumbaya","10 km south of Tumbaya, 200 m east of highway near a small waterfall on the Quebrada de Humahuaca.","-65.4597222","-23.9341666",NA,NA,"2080.00000000",NA,NA,NA,NA,"Clarke 111-08","11","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"431","2009-11-16 06:37:00-02","MO","MOBOT","3252972","PreservedSpecimen","Plantae","Orobanchaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"R. Martínez Crovetto|Eduardo M. Grondona","1947","1","Argentina","Entre Ríos","Concordia","San Carlos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martínez Crovetto 4139",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2016-08-26 09:17:45-03","UFSM","HDCF","3084","S","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sobral, M.",NA,NA,NA,"Marchiori, J. N. C.","1986","12","Brasil","Rio Grande do Sul","Pinheiro Machado","Tunas","-53.3810997009277","-31.5783004760742",NA,NA,NA,NA,NA,NA,NA,"704","04","América",NA,NA,NA,NA,"70026","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2018-09-12 14:48:23-03","UNIOESTE","UNOP","1956","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Cordeiro, J.","2015","07",NA,"Motta, J.T.; Silva, J.M.; Silva, J.M.","2015","02","Brasil","Paraná","Curitiba","CIC","-49.326944","-25.553333","-49.326944","-25.553333","906","906","Subarbusto; flores com base do tubo alva e ápice lilás; frutos imaturos. Em campo limpo.",NA,NA,"4575","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2020-06-25 16:06:22-03","FUVATES","HVAT","3445","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","E. Freitas","2011","06","10","G. Bruisma","2011","01","Brasil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho.","-51.932778","-29.337222","-51º55'58''W","-29º20'14''S",NA,NA,NA,"HVAT00003445",NA,"169","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2021-01-26 14:12:45-03","CPACT","ECT","1809","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","R.S.C.Magalhães","2016","11","30","R.Wasum","2005","01","Brasil","Paraná","São Mateus do Sul","Lago Sul - Usina próximo ao lago. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","-50.384167","-25.868056","50º23'3''W","25º52'5''S","779","779",NA,"ECT0001809","ECT0001809","2475","27",NA,NA,NA,"Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2021-03-01 11:52:14-03","UFPE","UFP","23321","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","Schlecht.","Schlindwein, C","2010","01","15","Schlindwein, C","1993","02","Brasil","Rio Grande do Sul","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,"250","350","Não havia descrição.; Slo arenoso e raso. Seco.","UFP023321",NA,"s.n.","15",NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2020-09-02 16:35:27-03","Cenargen","CEN","105398","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D#?#Arcy","G. M. Antar","2017","05",NA,"Guilherme de M. Antar","2017","01","Brasil","SP","SAO BERNARDO DO CAMPO","Terreno baldio na estrada Sadae Takagi.","-46.598055","-23.725833","-46.598055","-23.725833","810","810","Cálice verde. Tubo da corola lilás, lobos rosados. corola amarela. Pequeno fragmento em estágio inicial de recuperação. Doação Universidade de São Paulo - Herbário SPF.","CEN00105398","CEN00105398","1224","04",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"438","2020-09-02 16:35:27-03","Cenargen","CEN","108426","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D#?#Arcy",NA,NA,NA,NA,"K. S. Valdemarin","2017","01","Brasil","PR","PONTA GROSSA","Parque Estadual Vila Velha - Estrada sentido Fortaleza - Área de campo. ( - 25.243001 ; - 49.989999)","-50.1618995666504","-25.0949993133545",NA,NA,"950","950","Prensado em álcool. Doação do Herbário ESA. Corola alva com ápice roxo.","CEN00108426","CEN00108426","528","07",NA,"Exsicatas",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
