"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","individualCount","fieldNumber","relatedCatalogItem"
"14","2020-02-08 10:06:19-03","NBC","NL-BOTANY","WAG.1115506","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multiovulata","Eugenia multiovulata","Hatschbach GG; Cordeiro J",NA,"1988","01","05","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1115506",NA,"Myrtales","Mattos & D.Legrand",NA,NA,NA,"Xaxim (mun. Yijucas do Sul) Paraná.",NA,NA,"NL-WAG1115506",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-11-04 11:14:28-03","ESALQ","ESA","15774","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Hatschbach, G.","43010.0","1975","12","23",NA,"Brasil",NA,NA,NA,"ESA015774","Magnoliophyta",NA,"O. Berg","Kuntz, J.","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768","ESA015774",NA,NA,"2011",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"16","2019-02-15 11:46:16-02","IPA","IPA","62387","S","Plantae","Myrtaceae","Eugenia","multiovulata","Eugenia multiovulata","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","454","1987","12","22","Southern America","Brasil",NA,NA,"Árvore 10m, flores alvas odoríferas.; Mata Pluvial.","IPA0062387","Plantae",NA,"Mattos & D. Legrand","Sobral, M.","Paraná","São José dos Pinhais","encosta de morro.","-49.2064018249512","-25.5347003936768",NA,NA,NA,"1988",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"17","2019-08-27 13:31:21-03","IAP","PACA-AGP","34534","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multiovulata","Eugenia multiovulata","Hatschbach, G.","568","1946","12","25",NA,"Brasil",NA,NA,"8m de altura e flor branca. Habitat: in silvula campestri Hábito: árvore","PACA034534","Magnoliophyta","Myrtales","Mattos & D. Legrand","M. Sobral","PR","Piraquara","Florestal","-49.0633010864258","-25.4416999816895",NA,"930","930","2002",NA,NA,"07",NA,"12577","auto","Magnoliatae",NA,NA,NA,NA
"18","2019-08-27 13:31:21-03","IAP","PACA-AGP","47927","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multiovulata","Eugenia multiovulata","Sehnem, A.","3058","1948","01","13",NA,"Brasil",NA,NA,"Habitat: in silva Fenofase: flor Hábito: árvore","PACA047927","Magnoliophyta","Myrtales","Mattos & D. Legrand","M. Sobral","SC","Tijucas",NA,"-48.6335983276367","-27.2413997650146",NA,NA,NA,"2002",NA,NA,"07",NA,"19338","auto","Magnoliatae",NA,NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034511","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multiovulata","Eugenia multiovulata","O. S. Ribas; J. M. Silva","3275","2001","2","11",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Arvore, 5m fruto imaturo.",NA,"Magnoliophyta","Myrtales","Mattos & D.Legrand","M. Sobral, 2001.","Santa Catarina","Campo Alegre","Serra Quiriri. Margem do Rio Negro.","-49.2661","-26.1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034510","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multiovulata","Eugenia multiovulata","G. Hatschbach","40690","1977","12","14",NA,"Brazil",NA,NA,"In 5 anthers seen, each had 0-1 gland.; Arvore 8m; flores alvas.",NA,"Magnoliophyta","Myrtales","Mattos & D.Legrand","M. Sobral, 1993.","Parana","Curitiba","Bom Retiro.","-49.25","-25.4167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034513","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multiovulata","Eugenia multiovulata","J. M. Silva; G. Hatschbach","454","1987","12","22",NA,"Brazil",NA,NA,"In 5 anthers seen, each had 2-3 glands.; Arvore 10m; flores alvas odoriferas.",NA,"Magnoliophyta","Myrtales","Mattos & D.Legrand","M. Sobral, 1988.","Parana",NA,"Colonia Santos Andrade (Mun. Sao Jose dos Pinhais).","-49.195815","-25.530749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034512","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multiovulata","Eugenia multiovulata","F. Chagas; E. M. Francisco, L. H. Soares e Silva","2206","1996","12","17",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Arvore; botoes florais e flores brancas.",NA,"Magnoliophyta","Myrtales","Mattos & D.Legrand",NA,"Parana","Reserva","Arredores de Reserva.","-52.0667","-25.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:40:08-03","UFJF","CESJ","38281","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multiovulata","Eugenia multiovulata","O S. Ribas; J.M. Silva","3275","2001","02","11","América do Sul","Brasil",NA,NA,"Árvore, 5m, fruto imaturo.","CESJ038281","Angiosperma",NA,"Mattos & Legrand.","M. Sobral","Santa Catarina","Campo Alegre","Serra do Quiriri, Margem do Rio Negro","-49.2655982971191","-26.1924991607666",NA,"1300","1300","2001",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA
"24","2020-10-14 10:03:22-03","FURB","FURB","34809","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5945","2010","04","03",NA,"Brasil",NA,NA,"Voucher estéril IFFSC 81 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbórea;","FURB32154",NA,NA,"O.Berg","Sobral, M","Santa Catarina","Laguna","Laranjeiras.","-48.87","-28.44","FURB32154","246","246","2010","-48.8700000","-28.4400000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-14 10:03:22-03","FURB","FURB","36489","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Avi, R.C.","323","2011","01","01",NA,"Brasil",NA,NA,"tronco avermelhado","FURB02434",NA,NA,"O.Berg","Sobral, M","Santa Catarina","Agrolândia","Parque da Fecol.","-49.8213889","-27.4063889","FURB02434","390","390","2011","-49.8213889","-27.4063889","10",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-14 10:03:22-03","FURB","FURB","407","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Lopes, C.P.",NA,"2009","02","14",NA,"Brasil",NA,NA,"30 cm de DAP Habitat: Floresta Ombrófila Densa; Habito: arbórea; Fruto verde;","FURB32155",NA,NA,"O.Berg","Sobral, M","Santa Catarina","Florianópolis","Morro do Canto da Lagoa.","-48.4941666","-27.6311111","FURB32155","222","222","2010","-48.4941666","-27.6311111","07","08",NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:03:22-03","FURB","FURB","40835","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Marinero, F.; Roher, D.","348","2011","01","13",NA,"Brasil",NA,NA,"Habitat: Floresta Ombrófila Mista; Habito: árvore; flor flores alvas com botões florais creme-esverdeados reunidos em espigas axilares e terminais","FURB04149",NA,NA,"O.Berg",NA,"Paraná","Piraquara","Terreno em frente à Prefeitura.","-49.0708334","-25.4505556","FURB04149",NA,NA,"2018","-49.0708334","-25.4505556","02","08",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-08 08:53:47-03","FURB","FURB","48042","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Oliveira, A.A. de","2825","2015","09","13",NA,"Brasil",NA,NA,NA,"FURB48042",NA,NA,"O.Berg","Oliveira, AA de","Santa Catarina","Ponte Alta","Ponte Altinha.","-50.2336111","-27.3611111","FURB48042","1150","1150","2015","-50.2336111","-27.3611111","09","13",NA,NA,NA,NA,NA,NA,NA
"29","2020-10-14 10:03:22-03","FURB","FURB","60722","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Barboza, E.; Silva, J.M.; Brotto, M.L.","4564","2017","04","19",NA,"Brasil",NA,NA,"frutos verdes. Habitat: Floresta ombrófila densa montana. Habito: Arvoreta","FURB60722",NA,NA,"O.Berg","Brotto, M.L.","Paraná","Adrianópolis","Estrada de Pacas ao Parque Estadual das Lauráceas.","-48.7269445","-24.8547222","FURB60722","890","890","2017","-48.7269445","-24.8547222","05","25",NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:03:22-03","FURB","FURB","7703","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Verdi, M.; Dreveck, S. & Godoy, M.B.","100","2007","12","15",NA,"Brasil",NA,NA,"Florística IFFSC 1019 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: flor botão floral","FURB32156",NA,NA,"O.Berg","Sobral, M","Santa Catarina","Mafra","Rio da Areia de Baixo / Avencal Mato Preto.","-49.6813889","-26.2794445","FURB32156","903","903","2008","-49.6813889","-26.2794445","04","01",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-16 08:40:12-03","UTFPR","HCF","7497","S","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","M.G. Caxambu","2492","2008","12","08",NA,"Brasil",NA,NA,"árvore ca. 5 m. Flores alvas, abundantes.",NA,NA,NA,"O. Berg","M.G. Caxambu","PR","Turvo","vegetação ciliar do Rio Turvo","-51.550333","-25.045417",NA,"1018","1018","2011","51°33'01,2 W","25°02'43,5 S","09","02",NA,NA,NA,NA,NA,NA,NA
"32","2019-08-16 08:40:12-03","UTFPR","HCF","22342","S","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","J.M. Silva","9453","2016","09","27",NA,"Brasil",NA,NA,"árvore com 5 m de altura; flores alvas.",NA,NA,NA,"O. Berg","M.L. Brotto","PR","Adrianópolis","Parque Estadual das Lauráceas","-48.667222","-24.848611",NA,"816","816","2016","48°40'02 W","24°50'55 S","11","22",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-16 08:40:12-03","UTFPR","HCF","23917","S","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","E. Barboza","4564","2017","04","19",NA,"Brasil",NA,NA,"arvoreta com 5 m de altura; frutos verdes.",NA,NA,NA,"O. Berg","M.L. Brotto","PR","Adrianópolis","Estrada de Pacas ao Parque Estadual das","-48.726944","-24.854722",NA,"890","890","2017","48°43'37 W","24°51'17 S","05","25",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-16 08:40:12-03","UTFPR","HCF","21096","S","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","M. Augusto-Silva",NA,"2013","03","18",NA,"Brasil",NA,NA,"FOM. Arvoreta de subbosque com 5 m de altura e 29 cm de CAP, flores nos ramos.",NA,NA,NA,"O. Berg",NA,"PR","Tijucas do Sul","APA de Guaratuba","-49.015556","-25.836667",NA,NA,NA,NA,"49°00'56 W","25°50'12 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-16 08:40:12-03","UTFPR","HCF","14034","S","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","M.L. Brotto","1508","2013","12","11",NA,"Brasil",NA,NA,"árvore de 10 m; frutos maduros pretos. Floresta Ombrófila Densa.",NA,NA,NA,"O. Berg","E. Barboza","PR","Cerro Azul","margem direita do Rio Ribeira","-49.218056","-24.783056",NA,"270","270","2014","49°13'05 W","24°46'59 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-16 08:40:12-03","UTFPR","HCF","19109","S","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","M. Augusto-Silva",NA,"2013","03","22",NA,"Brasil",NA,NA,"FOD. Árvore de 8 m de altura, 6 m de PIM e 26 cm de CAP. Subosque de encosta de borda, bastante procurado pela fauna.",NA,NA,NA,"O. Berg",NA,"PR","Tijucas do Sul","Resgate de Flora LT 230 kv Joinville","-48.992222","-25.848333",NA,NA,NA,NA,"48°59'32 W","25°50'54 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-16 08:40:12-03","UTFPR","HCF","18563","S","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","G. Hatschbach","51320","1987","08","20",NA,"Brasil",NA,NA,"árvore 8 m, frutos amarelos. Mata Pluvial.",NA,NA,NA,"O. Berg","M. Sobral","ES","Conceição do Castelo","Alto Bananal","-41.2439002990723","-20.3682994842529",NA,NA,NA,"2008",NA,NA,NA,NA,"17824","auto",NA,NA,NA,NA,NA
"38","2019-08-16 08:40:12-03","UTFPR","HCF","13701","S","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","J.I. Alevi",NA,"2013","12","14",NA,"Brasil",NA,NA,"árvore ca. 7 m, heliófita. Flores alvas.",NA,NA,NA,"O. Berg","J. Cordeiro","PR","Pitanga","Chácara Huberlândia","-51.7613983154297","-24.7572002410889",NA,NA,NA,"2014",NA,NA,NA,NA,"37178","auto",NA,NA,NA,NA,NA
"39","2019-11-25 12:12:20-03","UFSM","SMDB","922","S","Plantae","Myrtaceae","Eugenia","multiovulata","Eugenia multiovulata","Marchiori, JNC","s.n.","1979","12","05",NA,"Brasil",NA,NA,NA,"SMDB000922",NA,NA,"Mattos & D. Legrand","Sobral, M","Paraná","Curitiba","Parque Pinheiro","-49.2731018066406","-25.4277992248535",NA,NA,NA,"1988",NA,NA,"05",NA,"25180","auto",NA,NA,NA,NA,NA
"40","2020-12-21 16:36:28-03","MBM","MBM","397299","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Alevi, J.I.","s.n.","2013","12","14","Southern America","Brazil",NA,NA,"Árvore ca. 7m, heliófita. Flores alvas.; Floresta Ombrófila Mista Montana. Relevo ondulado.","MBM397299",NA,NA,"O.Berg","Cordeiro, J.","Paraná","Pitanga","Chácara Huberlândia","-51.7613983154297","-24.7572002410889","MBM397299",NA,NA,"2014",NA,NA,NA,NA,"37178","auto",NA,NA,NA,NA,NA
"41","2020-12-21 16:36:28-03","MBM","MBM","387874","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Brotto, M.L.; Motta, J.T.; Silva, J.M.; Vaz, J.; Motta, J.T.; Silva, J.M.; Vaz, J.","1508","2013","12","11","Southern America","Brazil",NA,NA,"Árvore de 10m; frutos maduros pretos.; Floresta Ombrófila Densa.","MBM387874",NA,NA,"O.Berg","Barboza, E.","Paraná","Cerro Azul","margem direita do Rio Ribeira","-49.217972","-24.783056",NA,"270","270","2014","-49.217972","-24.783056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:36:28-03","MBM","MBM","397543","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Augusto-Silva, M.; Roher, D.; Roher, D.","s.n.","2013","03","18","Southern America","Brazil",NA,NA,"Arvoreta de sub-bosque com 5m de altura e 29cm de CAP, flores nos ramos.; Floresta Ombrófila Mista.","MBM397543",NA,NA,"O.Berg","Cordeiro, J.","Paraná","Tijucas do Sul","APA de Guaratuba, Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-49.015658","-25.836692","MBM397543",NA,NA,NA,"-49.015658","-25.836692",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:36:28-03","MBM","MBM","397544","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Augusto-Silva, M.; Roher, D.; Roher, D.","s.n.","2013","03","22","Southern America","Brazil",NA,NA,"Árvore de 8m de altura, 6m de PIM e 26cm de CAP. Sub-bosque de encosta de borda, bastante procurado pela fauna.; Floresta Ombrófila Densa.","MBM397544",NA,NA,"O.Berg","Cordeiro, J.","Paraná","Tijucas do Sul","APA de Guaratuba, Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.992219","-25.848411","MBM397544",NA,NA,NA,"-48.992219","-25.848411",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:36:28-03","MBM","MBM","397547","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Augusto-Silva, M.; Daniel, V.; Daniel, V.","s.n.","2013","03","26","Southern America","Brazil",NA,NA,"Ecótono entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM397547",NA,NA,"O.Berg",NA,"Paraná","Tijucas do Sul","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.970989","-25.859617","MBM397547",NA,NA,NA,"-48.970989","-25.859617",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:36:28-03","MBM","MBM","406767","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Silva, J.M.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.","9453","2016","09","27","Southern America","Brazil",NA,NA,"Árvore com 5 m de altura; flores alvas.; Floresta Ombrófila Densa Montana.","MBM406767",NA,NA,"O.Berg","Brotto, M.L.","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.667222","-24.848611","MBM406767","816","816","2016","-48.667222","-24.848611","11","22",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:36:28-03","MBM","MBM","406768","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Silva, J.M.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.","9506","2016","09","28","Southern America","Brazil",NA,NA,"Árvore com 2,5 m de altura; flores alvas.; Floresta Ombrófila Densa Montana.","MBM406768",NA,NA,"O.Berg","Brotto, M.L.","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.718056","-24.859722","MBM406768","902","902","2016","-48.718056","-24.859722","11","22",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:36:28-03","MBM","MBM","409033","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","chlorophylla","Eugenia chlorophylla","Rau, T.G.; Brotto, M.L.; Ferreira, P.C.; Lozano, E.D.; Brotto, M.L.; Ferreira, P.C.; Lozano, E.D.","11","2017","05","06","Southern America","Brazil",NA,NA,"Árvore ca. 7 m, frutos maduros laranjas, frutos imaturos verdes.; Relevo: fortemente ondulado. Vegetação: Floresta Ombrófila Densa Montana, estágio avançado.","MBM409033",NA,NA,"O.Berg","Rau, T.G.","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos, trilha para cachoeira","-48.970833","-25.867222","MBM409033","870","870","2017","-48.970833","-25.867222","05","10",NA,NA,NA,NA,NA,NA,NA
