"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","277710","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonia","subcarduoides","Vernonia subcarduoides","H.Rob.","isotype","H. S. Irwin","28237","1970","03","24","South America","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço: ca. 3 km. N of Sao Joao da Chapada","-43.6003","-18.2494","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277710","NY00277710_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-11-21 14:31:58-03","UFJF","CESJ","971","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Lessingianthus","subcarduoides","Lessingianthus subcarduoides","(H.Rob.) H.Rob.",NA,"O. Handro","s.n.","1950","05","22","América do Sul","Brasil","São Paulo",NA,"Instituto de São Paulo",NA,NA,NA,NA,NA,"Palnta de 4 m. Linguas brancas.","CESJ000971","CESJ000971","L.C.Pereira","2012","03",NA,NA,NA,NA,NA,NA
"3","2020-12-11 11:33:08-03","UFMG","BHCB","160226","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","subcarduoides","Lessingianthus subcarduoides","(H.Rob.) H.Rob.",NA,"Vale, AA; Dittrich, VAO","33","2011","12","22","Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.944469","-15.9","1087","1087",NA,"Subarbusto com flores roxas.&nf;&nf;&nf;; Campo seco.","BHCB034990",NA,NA,"2016","03","-47.944469","-15.9",NA,NA,NA,NA
"4","2020-12-11 11:33:08-03","UFMG","BHCB","88018","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","subcarduoides","Lessingianthus subcarduoides","(H.Rob.) H.Rob.",NA,"Viana, PL; Mota, NFO; Melo, PHA de; Morais, PO","1485","2004","04","02","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto.","-43.333333","-18.206944",NA,NA,NA,"Sub-arbusto em campo rupestre",NA,NA,NA,NA,NA,"-43.333333","-18.206944",NA,NA,NA,NA
"5","2020-12-11 11:33:08-03","UFMG","BHCB","71289","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","subcarduoides","Lessingianthus subcarduoides","(H.Rob.) H.Rob.",NA,"Soares, SM","545","2002","05","06","Southern America","Brasil","Minas Gerais","Brasilândia de Minas",NA,"-46.0093994140625","-17.0097007751465",NA,NA,NA,"Plantas do Brasil. Herbáceo. Flor roxa.",NA,NA,NA,NA,NA,NA,NA,"51681","auto",NA,NA
"6","2008-05-27 22:02:00-03","MO","MOBOT","3278111","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","subcarduoides","Lessingianthus subcarduoides","(H. Rob.) H. Rob.",NA,"M.R.P. da Silva","Silva 697","1993","2","15","South America","Brazil","São Paulo",NA,"Municipio José Bonifácio",NA,NA,NA,NA,NA,NA,NA,NA,"V. L. Rivera (SPF), May/",NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-09-12 05:00:02-03","US","US","3449742","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","subcarduoides","Lessingianthus subcarduoides","(H. Rob.) H. Rob.",NA,"S. M. Soares","545","2002","5","6","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasilandia de Minas- MG",NA,NA,NA,NA,NA,NA,"US01631304","US01631304_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"8","2020-09-12 05:00:02-03","US","US","2818514","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Vernonia","subcarduoides","Vernonia subcarduoides","H. Rob.","Isotype","H. S. Irwin","28237","1970","3","24","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Espinhaco, N of Sao Joao da Chapada.",NA,NA,"1200","1200",NA,NA,"US00147366","US00147366_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"9","2019-11-01 14:54:51-03","UnB","UB","1549","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Vernonia","subcarduoides","Vernonia subcarduoides","H.Rob.","holotype","Irwin, HS; Fonsêca, SF; Souza, R; Santos, RR","28237","1970","03","24","Southern America","Brasil","Minas Gerais",NA,"Ca. 35 km N de São João da Chapada",NA,NA,"1200","1200",NA,"Tipo.; Erva 0,5m. Flor lilás; Cerrado, campo e cerrado em rochas.","UB0036911","UB0036911","Incógnito",NA,NA,NA,NA,NA,NA,NA,NA
