"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","fieldNumber","sex"
"24","2020-12-21 16:19:23-03","MBM","MBM","34106","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B.Sm.","Leme, E.M.C.","Hatschbach, G.","10252","1963","10","04","Southern America","Brazil","Paraná","Balsa Nova","Colônia Witmarsum","-49.6356010437012","-25.5839004516602",NA,"Terrícola.","MBM034106","MBM034106",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:19:23-03","MBM","MBM","4219","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B.Sm.","Smith, L.B.","Hatschbach, G.","17089","1967","09","07","Southern America","Brazil","Paraná","Balsa Nova","Colônia Witmarsum","-49.6356010437012","-25.5839004516602",NA,"Terrícola.","MBM004219","MBM004219",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"26","2021-02-11 17:18:23-03","UFPR","UPCB","2420","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B.Sm.","Büneker, H.M.","Hatschbach, G.","6529","1959","11","08",NA,"Brasil","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,"Flor amarela. Campo limpo..",NA,NA,"2016",NA,NA,NA,"06","01","49965","auto",NA,NA,NA,NA,NA,NA
"27","2021-02-11 17:18:23-03","UFPR","UPCB","2570","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","aff. dusenii","Dyckia aff. dusenii","L.B.Sm.","Büneker, H.M.","Braga, R.","290","1959","08","30",NA,"Brasil","Paraná","Lapa","Sítio Santa Bernadete","-49.7158012390137","-25.7696990966797",NA,"Flor amarela, formação composta em touceiras. Campo..",NA,NA,"2016",NA,NA,NA,"06","01","49965","auto",NA,NA,NA,NA,NA,NA
"28","2021-02-11 17:18:23-03","UFPR","UPCB","81747","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","aff. dusenii","Dyckia aff. dusenii","L.B.Sm.","Büneker, H.M.","Braga, R.","290","1959","08","30",NA,"Brasil","Paraná","Lapa","Sítio Santa Bernadete","-49.7158012390137","-25.7696990966797",NA,"Flor amarela, formação composta em touceiras. Campo..","UPCB0029515","UPCB0029515","2016",NA,NA,NA,"06","01","49965","auto",NA,NA,NA,NA,NA,NA
"29","2021-02-11 17:18:23-03","UFPR","UPCB","75592","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B.Sm.","Büneker, H.M.","Hatschbach, G.","6529","1959","11","08",NA,"Brasil","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,"Flor amarela. Campo limpo..",NA,NA,"2016",NA,NA,NA,"06","01","49965","auto",NA,NA,NA,NA,NA,NA
"30","2013-09-20 09:30:00-03","MO","MOBOT","2452778","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B. Sm.","F. Santos-Silva (RB)","Per Dusén","Dusén 18081","1916","4","5","South America","Brazil","Paraná",NA,"Pôrto Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","1",NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","3000802","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B. Sm.","L.B. Smith","Gert G. Hatschbach","Hatschbach 37335","1975","10","24","South America","Brazil","Paraná",NA,"Canta Galo (mun. Laranjeiras do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","3000829","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B. Sm.","L.B. Smith","Gert G. Hatschbach","Hatschbach 37335","1975","10","24","South America","Brazil","Paraná",NA,"Canta Galo (mun. Laranjeiras do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-03-12 04:39:00-03","MO","MOBOT","3003268","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B. Sm.","B. Smith","Gösta Jönsson","Jönsson 1029a","1914","10","4","South America","Brazil","Paraná",NA,"Tamandare in campos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-03-29 10:41:16-03","UFSM","HDCF","6545","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L. B. Sm.","Büneker, H. M.","Witeck, L.",NA,"2013","12","18","América","Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,"Planta cultivada no Jardim Botânico do Colégio Politécnico da UFSM",NA,NA,"2014",NA,NA,NA,"05","09","37819","auto",NA,NA,NA,NA,NA,NA
"35","2016-08-26 09:16:14-03","UFSM","HDCF","6539","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L. B. Sm.","Büneker, H. M.","Büneker, H. M.; Witeck, L.; Essi, L.","207","2013","10","19","América","Brasil","Rio Grande do Sul","São Pedro do Sul","Cerro Itaquatiá","-54.1789016723633","-29.6205997467041",NA,"Planta terrícola associada a solo litólico. Flores amarelas, folhas secundas",NA,NA,"2014",NA,NA,NA,"05","09","32227","auto",NA,NA,NA,NA,NA,NA
"36","2016-08-26 09:16:14-03","UFSM","HDCF","6542","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L. B. Sm.","Büneker, H. M.","Büneker, H. M.; Witeck, L.; Essi, L.","208","2013","10","18","América","Brasil","Rio Grande do Sul","São Pedro do Sul","Cerro Itaquatiá","-54.1789016723633","-29.6205997467041",NA,"Sépalas vermelhas, pétalas amarelo-alaranjadas",NA,NA,"2014",NA,NA,NA,"05","09","32227","auto",NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2585533A","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B. Sm.",NA,"G. Hatschbach","24664","1970","9","2","South America - Neotropics","Brazil","Paraná","Balsa Nova","Col. Wietmassum","-49.6356010437012","-25.5839004516602",NA,NA,"US01935324","US01935324_01",NA,NA,NA,"Monocotyledonae",NA,NA,"27346","auto","950",NA,NA,"1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","2268471","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B. Sm.",NA,"G. Hatschbach","4177","1957","10","12","South America - Neotropics","Brazil","Paraná","Piraquara","Morro Anhangava, pico","-49.0633010864258","-25.4416999816895",NA,NA,"US01935325","US01935325_01",NA,NA,NA,"Monocotyledonae",NA,NA,"12577","auto",NA,NA,NA,"1",NA,NA
"39","2020-09-12 05:00:02-03","US","US","2619162","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B. Sm.",NA,"N. Imaguire","220","1967","10","8","South America - Neotropics","Brazil","Paraná","Campina Grande do Sul","Cume doorro Siririca","-49.0553016662598","-25.3055992126465",NA,NA,"US01935323","US01935323_01",NA,NA,NA,"Monocotyledonae",NA,NA,"55154","auto",NA,NA,NA,"1",NA,NA
"40","2020-09-12 05:00:02-03","US","US","2585532A","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B. Sm.",NA,"G. Hatschbach","24941","1970","10","14","South America - Neotropics","Brazil","Paraná","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895",NA,NA,"US01935326","US01935326_01",NA,NA,NA,"Monocotyledonae",NA,NA,"12577","auto","1100",NA,NA,"1",NA,NA
"41","2014-04-04 18:26:51-03","PNFM","IRAI","5300","S","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B.Sm.","Cordeiro, J.; Santos, E.L. dos","Teixeira, T.B.","s.n.","2011","12","29",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.001944","-25.241614",NA,"Herbácea, 80 cm, frutos. Campo limpo seco","IRAI00005300",NA,"2012","-50.001944","-25.241614",NA,"05",NA,NA,NA,"915","915",NA,NA,NA,NA
"42","2019-07-09 12:55:40-03","F","FMNH-SEEDPLANTS","V0402814F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii",NA,NA,"G. G. Hatschbach","15214","1966","11","4","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0402814F","V0402814F_01",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-07-09 12:55:40-03","F","FMNH-SEEDPLANTS","V0402815F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii",NA,NA,"G. Jönsson","1029a","1914","4","10","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0402815F","V0402815F_01",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-01-25 15:39:07-02","IAC","IAC","54185","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B.Sm.","D.A. Estevan","D.A. Estevan","1854","2009","10","20",NA,"Brasil","Paraná","Ortigueira","Serra dos Mulatos","-50.9494","-24.2083",NA,"coordenadas do material: 23°57#?#59,6S, 51°05#?#00,8W",NA,NA,"2009","-50.9494","-24.2083",NA,"10","20",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-12 17:02:25-03","UEL","FUEL","50091","PreservedSpecimen","Plantae","Tracheophyta","Poales","Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B.Sm.","Rossetto, EFS","Ferreira Jr, M; Rossetto, EFS; Francisco, EM","207","2011","08","16",NA,"Brasil","Paraná","Mauá da Serra","Morro do Mulato","-51.075889","-23.967056",NA,NA,NA,NA,"2011","-51.075889","-23.967056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-12 17:02:25-03","UEL","FUEL","50284","PreservedSpecimen","Plantae","Tracheophyta","Poales","Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B.Sm.","Estevan, DA","Estevan, DA","1853","2009","10","20",NA,"Brasil","Paraná","Ortigueira","Serra dos Mulatos","-51.083556","-23.966556",NA,NA,NA,NA,"2009","-51.083556","-23.966556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-12 17:02:25-03","UEL","FUEL","50297","PreservedSpecimen","Plantae","Tracheophyta","Poales","Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B.Sm.","Estevan, DA","Estevan, DA","1854","2009","10","20",NA,"Brasil","Paraná","Ortigueira","Serra dos Mulatos","-51.083556","-23.966556",NA,NA,NA,NA,"2009","-51.083556","-23.966556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-05-06 11:54:38-03","UFU","HUFU","65757","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","dusenii","Dyckia dusenii","L.B.Sm.","MArtin, V.C.; Lozano, E.","Silva, J.M.; Cunha, E.M.","7291","2009","08","28",NA,"Brasil","Paraná","Ortigueira","Serra dos Mulatos, Próximo à Torre da Embratel","-50.9494018554688","-24.2082996368408",NA,"Rupícola, flor amarela; Campo de altitude","HUFU00025857","HUFU00025857","2010",NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"49","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","31020","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","ibicuiensis","Dyckia ibicuiensis","Strehl",NA,"Strehl, T.","942","1989","10",NA,NA,"Brasil","Rio Grande do Sul","Itaara","Reserva Biológica do Ibicuí-Mirim - Campo dos Barcellos","-53.7647018432617","-29.6096992492676",NA,"Flores amarelas. Em campo sujo, rochoso de encosta de morro.","HAS0031020",NA,NA,NA,NA,NA,NA,NA,"17818","auto",NA,NA,"Paratypus",NA,NA,NA
"50","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","32328","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","ibicuiensis","Dyckia ibicuiensis","Strehl",NA,"Silveira, N.","11296","1992","12",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicui-Mirim","-53.8069000244141","-29.6842002868652",NA,NA,"HAS0032328",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,"Paratypus",NA,NA,NA
"51","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","32327","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","ibicuiensis","Dyckia ibicuiensis","Strehl",NA,"Silveira, N.","11283","1992","12",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicui-Mirim","-53.8069000244141","-29.6842002868652",NA,"gravatá; Flor amarela.","HAS0032327",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"52","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","31720","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","ibicuiensis","Dyckia ibicuiensis","Strehl","Strehl, T.","Strehl, T.","1098","1992","12",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí Mirim","-53.8069000244141","-29.6842002868652",NA,"Em campo sujo em encosta de morro, junto a Barragem do Ibicuí-Mirim","HAS0031720",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,"Holotypus",NA,NA,NA
"53","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","66166","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","ibicuiensis","Dyckia ibicuiensis","Strehl","Strehl, T.","Strehl, T.","1123","1993","01",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí-Mirim","-53.8069000244141","-29.6842002868652",NA,"Material frutificado.","HAS0066166",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,"Paratypus",NA,NA,NA
