"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"11","2020-12-21 16:32:28-03","MBM","MBM","75255","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","Gates, B.","Gates, B.","386",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó","Ca. km 122 on road to Belo Horizonte from Conceição do Mato Dentro",NA,NA,NA,NA,"MBM075255","MBM075255 MBM075255_1 MBM075255_2","HOLOTYPE",NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:32:28-03","MBM","MBM","75255b","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","Gates, B.","Gates, B.","386",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó","Ca. km 122 on road to Belo Horizonte from Conceição do Mato Dentro",NA,NA,NA,NA,"MBM075255b",NA,NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:32:28-03","MBM","MBM","82559","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","Mamede, M.C. .H.","Landrum, L.R.","4212",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,"MBM082559","MBM082559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:32:28-03","MBM","MBM","105789","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","Mamede, M.C. .H.","Castro, N.M.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Santana do Riacho","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"MBM105789","MBM105789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA
"15","2020-12-21 16:32:28-03","MBM","MBM","105791","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","Mamede, M.C. .H.","Henrique, M.C.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Santana do Riacho","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"MBM105791","MBM105791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA
"16","2020-12-11 11:37:26-03","UFMG","BHCB","181313","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates",NA,"Siriani-Oliveira, S","156","2012","11","24","Southern America","Brasil","Minas Gerais","Jaboticatubas","Parque Nacional da Serra do Cipó, Trilha do Capão","-43.616806","-19.349167",NA,NA,"BHCB036374",NA,NA,NA,NA,NA,"2012","11","25",NA,"-43.616806","-19.349167",NA,NA,NA,NA
"17","2020-12-11 11:37:26-03","UFMG","BHCB","8398","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates",NA,"Renner, SS","s.n.","1982","05","15","Southern America","Brasil","Minas Gerais","Santa Luzia","Serra do Cipó. Chapéu de Sol","-43.8513984680176","-19.7696990966797",NA,"Cerrado;arbusto;flores amarelas;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA
"18","2011-02-28 09:22:00-03","MO","MOBOT","1843105","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","B. Gates","Bronwen Gates","Gates 386","1976","3","14","South America","Brazil","Minas Gerais",NA,"Ca. km. 121 on road from Conceicão do Mato Dentro to Belo Horizonte. Grassy campo with abundant quartz pebbles.",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2009-10-21 07:13:00-02","MO","MOBOT","2837615","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","B. Gates","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 36159","1972","2","17","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, sloping, rocky cerrado, bordered by forest along stream, and by grassy, recently burned campo; sandy soil and sandstone.",NA,NA,NA,NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2010-10-07 15:27:00-03","MO","MOBOT","2837630","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","B. Gates","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 12419","1966","2","9","South America","Brazil","Goiás",NA,"Creek margin, among rocks, Chapada dos Veadeiros, ca. 20 km. W. of Veadeiros, Goiás.",NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","3228927","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","M.C.H. Mamede","A.B. Joly","Joly 4638","1973","10","20","South America","Brazil","Minas Gerais",NA,"Jaobticatuba, km 137 ao longo da rodovia Lagoa Santa-Conceiçao do Mato Dentro, Diamantina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","3230778","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","M.C.H. Mamede","SEMIR","SEMIR 546","1971","12","14","South America","Brazil","Minas Gerais",NA,"Jaboticatubas, km 126 ao longo da rodovia Lagoa Santa-Conceiçao do Mato Dentro, Diamantina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-11-24 14:11:17-02","UFLA","ESAL","27061","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","MCH Mamede","Andrade, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Carrancas",NA,"-44.6425018310547","-21.4874992370605",NA,"; ; ;; campo rupestre",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"21143","auto",NA,NA
"24","2020-09-12 05:00:02-03","US","US","2901269","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates",NA,"H. S. Irwin, R. Souza & R. R. Santos","12419","1966","2","9","South America - Neotropics","Brazil",NA,NA,"Chapada dos Veadeiros, Estado de Goiás. ca. 20km. W. of Veadeiros",NA,NA,NA,NA,"US01870391","US01870391_01 US01870391_02",NA,"1000",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"25","2020-09-12 05:00:02-03","US","US","2785632","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates",NA,"G. Eiten & L. T. Eiten","10987","1969","3","10","South America - Neotropics","Brazil","Jaboticatubas",NA,"Serra do Cipó (along road from village of Almeirda to city of Conceição do Mato Dentro). Between km 114-115 (3-4 km along road north of Chapéu do Sol hotel)","-43.6","-19.32",NA,NA,"US01870393","US01870393_01 US01870393_02",NA,"1150",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"26","2020-09-12 05:00:02-03","US","US","2484137","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates",NA,"M. Rolla & A. F. Tryon","6791","1965","11","21","South America - Neotropics","Brazil",NA,NA,"Planalto of Serra do Cipó (a portion of Serra do Espinhaço), 85 km north-northeast of Belo Horizonte. Vicinity of road from Lagoa Santa to Conceição do Mato Dentro, at km 134 from Belo Horizonte",NA,NA,NA,NA,"US01870392","US01870392_01 US01870392_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"27","2021-03-15 18:28:10-03","USP","SPF","210527","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Zappi, DC","Zappi, DC","1688","2009","03","05",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Serra do Cipó, estrada de terra ligando Capela de São José a Santana do Riacho.","-43.765198","-18.996419",NA,"Arbusto pouco ramificado, frutos verde-rosados.; Cerrado rupestre, em solo de pedregulhos alvos, terreno inclinado.","SPF00210527","SPF00210527",NA,NA,NA,NA,"2010","06",NA,NA,"-43.765198","-18.996419",NA,NA,NA,NA
"28","2021-03-15 18:28:10-03","USP","SPF","210549","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Frisby, SM","Milliken, W","4316","2011","03","19",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Estrada da Captação da Faz Toucan Cipó","-43.763509","-19.008359",NA,"Arbusto 50 cm atl., pouco ramificado, flores rosadas, folhas abaxialmente verde-prateadas; cerrado rupestre","SPF00210549","SPF00210549",NA,"700","700",NA,"2011","07",NA,NA,"-43.763509","-19.008359",NA,NA,NA,NA
"29","2021-03-15 18:28:10-03","USP","SPF","210551","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Zappi, DC; Sasaki, D","Fraga, CN","2390","2009","02","26",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Trilha da captação de água da Faz. Toucan Cipó. Capela de São José.","-43.776411","-18.963214",NA,"Arbusto ca. 1 m alt. Folhas discolores, face abaxial com indumento cinéreo. Flores com glândulas vináceas, cálice verde claro, corola rosa. Fruto verde, com ala rosada.; Cerrado.","SPF00210551","SPF00210551",NA,NA,NA,NA,"2010","06",NA,NA,"-43.776411","-18.963214",NA,NA,NA,NA
"30","2021-03-15 18:28:10-03","USP","SPF","210577","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Zappi, DC","Zappi, DC","2411","2009","11","18",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Fazenda Toucan Cipó. Subida da Captação de água","-43.766994","-19.005806",NA,"Arbusto esgalhado, delicado, pétalas rosadas.; Cerrado.","SPF00210577","SPF00210577",NA,NA,NA,NA,"2010","06",NA,NA,"-43.766994","-19.005806",NA,NA,NA,NA
"31","2021-03-15 18:28:10-03","USP","SPF","210580","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Zappi, DC","Zappi, DC","1585","2009","02","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Trilha do João Carrinho.","-43.742486","-19.048598",NA,"Arbusto 50 cm alt., folhas discolores, pétalas rosadas, frutos verde-rosados.; Campo rupestre, encosta da serra, entre rochas areníticas, em solo arenoso.","SPF00210580","SPF00210580",NA,NA,NA,NA,"2010","06",NA,NA,"-43.742486","-19.048598",NA,NA,NA,NA
"32","2021-03-15 18:28:10-03","USP","SPF","218416","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Pena, MA","Pena, MA","662","2008","01","21",NA,"Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, lado direito, sentido Morro do Pilar.","-43.511667","-19.247222",NA,"Subarbusto. Folhas pilosas, discolores. Raque esverdeada, pilosa. Botões vináceos. Pétalas rosa. Nectário vináceo.","SPF00218416","SPF00218416",NA,"1280","1280",NA,"2009",NA,NA,NA,"-43.511667","-19.247222",NA,NA,NA,NA
"33","2021-03-15 18:28:10-03","USP","SPF","218663","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Pena, MA","Pena, MA","647","2008","01","21",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à estátua do Juquinha.","-43.551944","-19.261111",NA,"Subarbusto. Folhas pilosas, discolores. Raque esverdeada, pilosa. Botões vináceos. Pétalas rosa. Nectário vináceo.","SPF00218663","SPF00218663",NA,"1370","1370",NA,"2009",NA,NA,NA,"-43.551944","-19.261111",NA,NA,NA,NA
"34","2021-03-15 18:28:10-03","USP","SPF","86525","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Faria, GM","Faria, GM","14","1990","02",NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rod. Horizonte-Conceição do Mato Dentro, km 106. Área de 1 hectare, em ecossistema de campo rupestre.","-43.6","-19.283333",NA,"Porte arbustivo. Flor rosa; floresce de dezembro à abril, principalmente fevereiro.","SPF00086525","SPF00086525",NA,NA,NA,NA,NA,NA,NA,NA,"-43.6","-19.283333",NA,NA,NA,NA
"35","2019-11-13 11:24:10-03","USP","SPF","20442","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Mamede, MCH","Mamede, MCH","CFSC7658","1981","10","31",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, 10 km da entrada (perto da porteira). Estrada da Usina.","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00020442","SPF00020442",NA,NA,NA,NA,"1982","07","19",NA,NA,NA,"26557","auto",NA,NA
"36","2021-03-15 18:28:10-03","USP","SPF","20854","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Mamede, MCH","Hensold, N","CFSC7720","1981","12","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada da Usina-9 km. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Erva flores alvas e rosadas.","SPF00020854","SPF00020854",NA,NA,NA,NA,"1982","07","19",NA,NA,NA,"26557","auto",NA,NA
"37","2021-03-15 18:28:10-03","USP","SPF","30441","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Mamede, MCH","Pirani, JR","CFSC6588","1980","10","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estr. da Usina","-43.7144012451172","-19.1688995361328",NA,"Herbácea 20 cm, formando touceiras. Flores róseas.","SPF00030441","SPF00030441",NA,NA,NA,NA,"1982","08","23",NA,NA,NA,"26557","auto",NA,NA
"38","2021-03-15 18:28:10-03","USP","SPF","30443","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Mamede, MCH","Mamede, MCH","CFSC6879","1981","01","09",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estr. da Usina.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 10-40 cm. Flores róseas, frutos castanhos alados.","SPF00030443","SPF00030443",NA,NA,NA,NA,"1982","08","23",NA,NA,NA,"26557","auto",NA,NA
"39","2021-03-15 18:28:10-03","USP","SPF","20428","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Mamede, MCH","Mamede, MCH","CFSC7638","1981","10","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 115 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto prostrado. Flores alvas, porção mediana rósea.","SPF00020428","SPF00020428",NA,NA,NA,NA,"1982","07","19",NA,NA,NA,"26557","auto",NA,NA
"40","2021-03-15 18:28:10-03","USP","SPF","20429","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Mamede, MCH","Mamede, MCH","CFSC7639","1981","10","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 121 ao longo da Rod. Belo Horizonte - Conceição do Mato Dentro. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto em touceira ca. 30-40 cm. Flores róseas.","SPF00020429","SPF00020429",NA,NA,NA,NA,"1982","07","19",NA,NA,NA,"26557","auto",NA,NA
"41","2021-03-15 18:28:10-03","USP","SPF","20337","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Mamede, MCH","Cordeiro, I","CFSC7536","1981","10","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 129 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 50 cm. Flores rosadas c/ manchas rosa mais escuro.","SPF00020337","SPF00020337",NA,NA,NA,NA,"1982","07","19",NA,NA,NA,"26557","auto",NA,NA
"42","2021-03-15 18:28:10-03","USP","SPF","30001","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Mamede, MCH","Mamede, MCH","CFSC5883","1979","12","19",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 137 ao longo da Rod. Belo Horizonte - Conceição do Mato Dentro. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Herbácea, 30 cm. Flores róseas.","SPF00030001","SPF00030001",NA,NA,NA,NA,"1982","07","19",NA,NA,NA,"26557","auto",NA,NA
"43","2021-03-15 18:28:10-03","USP","SPF","30442","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B.Gates","Mamede, MCH","Giulietti, AM","CFSC7922","1982","02","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Na estrada para Lapinha. Mata de Galeria, ca 4 km da cidade. Cerrado.","-43.7144012451172","-19.1688995361328",NA,"Erva 0.2 m alt. Flores róseas.","SPF00030442","SPF00030442",NA,"1000","1000",NA,"1982","08","23",NA,NA,NA,"26557","auto",NA,NA
"44","2019-06-11 13:28:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis",NA,"RRC ID Flag","Mello Barreto","7609","1934","1","11","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7609"
"45","2020-02-17 11:29:43-03","UEG","HUEG","62","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Banisteriopsis","cipoensis","Banisteriopsis cipoensis","B. Gates","Incógnito","Conceição, C.A.; Silva, C.S.P.","s.n.","2001","12","12","Southern America","Brasil","Goiás","Pirenópolis","Parque Estadual Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,"Flores vermelhas, estames amarelos, porte herbáceo.; Campo rupestre","HUEG000062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA
