"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","day","imagecode","order","recordNumber","continentOcean","preparationType","phylum","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","eventTime","fieldNumber","previousCatalogNumber"
"1","2021-04-05 14:25:08-03","UNESC","CRI","13484","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","Renato Colares","2018","05","29","Renato Colares; Thuany Machado","2018","03","Brasil","Santa Catarina","Treviso","Campo Morozini","-49.4475","-28.541389","49º26'51''W","28º32'29''S","161","161","Habitat: Terrestre Habito: Trepadeira","CRI012091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:25:08-03","UNESC","CRI","11991","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","Renato Colares","2016","04","05","Guilherme Alves Elias; Robson dos Santos; Peterson Teodoro Padilha & Guilherme Lodetti","2016","04","Brasil","Santa Catarina","Grão Pará",NA,"-49.391944","-28.191111","49º23'31''W","28º11'28''S","470","470","Habito: Trepadeira","CRI010137","04","CRI010137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-09-29 17:29:00-03","NY","NYBG","626743","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis",NA,"R. Pozner",NA,NA,NA,"F. O. Zuloaga","1996","04","Argentina","Misiones","Guaraní","Ruta Prov. 21, 30km S de Paraíso, camino lateral a 2km de la ruta.","-54.12","-26.75",NA,NA,"360","360","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=696342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626743","14",NA,"Cucurbitales","5509","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","686777","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis","(Mill.) Mart.Crov.","V. L. Gomes-Klein",NA,NA,NA,"P. K. H. Dusén","1913","12","Brazil","Paraná","Curitiba",NA,"-49.2731","-25.4281",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=842125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686777","28","NY00686777_01","Cucurbitales","14349","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","685884","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis","(Mill.) Mart.Crov.","V. L. Gomes-Klein",NA,NA,NA,"R. Braga","1959","12","Brazil","Paraná","Lapa","Rio Passa Dois","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685884","14","NY00685884_01","Cucurbitales","166","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","685887","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis","(Mill.) Mart.Crov.","V. L. Gomes-Klein",NA,NA,NA,"R. Reitz","1965","12","Brazil","Paraná","Guarapuava","Rio Cavernoso, Guarapuava.","-51.4581","-25.3956",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685887","15","NY00685887_01","Cucurbitales","17699","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","685889","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis","(Mill.) Mart.Crov.","V. L. Gomes-Klein",NA,NA,NA,"J. E. Leite","1941","12","Brazil","Rio Grande do Sul",NA,"S. Salvador",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685889",NA,"NY00685889_01","Cucurbitales","757","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","685886","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis","(Mill.) Mart.Crov.","V. L. Gomes-Klein",NA,NA,NA,"R. Reitz","1965","12","Brazil","Paraná","Imbituva","Imbituva","-50.6042","-25.23",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685886","14","NY00685886_01","Cucurbitales","17575","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","685888","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis","(Mill.) Mart.Crov.","V. L. Gomes-Klein",NA,NA,NA,"L. B. Smith","1957","02","Brazil","Santa Catarina","Caçador","7 km north of Caçador","-51.001528","-26.7186462",NA,NA,"950","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685888","07","NY00685888_01","Cucurbitales","10946","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","685885","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis","(Mill.) Mart.Crov.","V. L. Gomes-Klein",NA,NA,NA,"R. Reitz","1965","12","Brazil","Paraná","Guarapuava","50 km ao oeste de Guarapuava, Guarapuava","-51.9806633","-25.394435",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685885","15","NY00685885_01","Cucurbitales","17734","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","686776","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis","(Mill.) Mart.Crov.","V. L. Gomes-Klein",NA,NA,NA,"P. K. H. Dusén","1909","11","Brazil","Paraná","Curitiba",NA,"-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=842044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686776","26","NY00686776_01","Cucurbitales","8974","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","626572","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","V. L. Gomes-Klein",NA,NA,NA,"V. L. Gomes-Klein","1997","08","Brazil","Rio de Janeiro","Paratí","Paratí-mirim, margem esquerda da estrada, no sentido para a praia, em um terreno de uma residência da fazenda Chamego, de propriedade do Sr. Alcir.","-44.7131","-23.2181",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=505988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626572","24","NY00626572_01","Cucurbitales","3274","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01091725","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","J. F. de Toledo",NA,NA,NA,"W. Hoehne","1941","05","Brazil","São Paulo","São Paulo","Próximo de Anastácio.","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1251218' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091725","20","NY01091725_01","Cucurbitales","s.n.","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","626573","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","V. L. Gomes-Klein",NA,NA,NA,"V. L. Gomes-Klein","1997","08","Brazil","Rio de Janeiro","Paratí","Paratí-mirim, margem esquerda da estrada, no sentido para a praia, próximo a uma residência da fazenda Chamego, de propriedade do Sr. Alcir.","-44.7131","-23.2181",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=505989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626573","24","NY00626573_01","Cucurbitales","3273","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","822645","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1914","03","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822645","26","NY00822645_01","Cucurbitales","14741","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","684622","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","M. H. Nee",NA,NA,NA,"A. M. Amorim","1998","09","Brazil","Bahia","Porto Seguro","Parque Nacional de Mone Pascoal. Area limite entre o PARNA e a Reserva Indígena Barra Velha, da tribo Pataxó.","-39.2033815","-16.8700182",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=835209' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684622","13","NY00684622_01","Cucurbitales","2513","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","684491","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","M. H. Nee",NA,NA,NA,"J. G. Jardim","1997","10","Brazil","Bahia","Itacaré","Rodovia para Itacaré, entrada ca. 1 km da BR-101. Ramal que leva a fazendas de cacau, margeando o Rio Contas. Ca. 8 km da entrada.","-38.9967","-14.2778",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832079' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684491","17","NY00684491_01","Cucurbitales","1128","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01091705","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","V. L. Gomes-Klein; R. Cesar",NA,NA,NA,"M. Kuhlmann","1955","02","Brazil","São Paulo","Sao Paulo","Jardim Botânico.","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250964' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091705","01","NY01091705_01","Cucurbitales","3545","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","822649","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","V. L. Gomes-Klein",NA,NA,NA,"W. R. Anderson","1972","03","Brazil","Bahia","Cocos","Extensive limestone outcrop 6 km S of Cocos","-44.5375","-14.1806",NA,NA,"520","520","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822649","16","NY00822649_01","Cucurbitales","37039","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","822647","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1909","06","Brazil","Paraná",NA,"Itupava",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822647","05","NY00822647_01","Cucurbitales","8237","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","778949","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","V. L. Gomes-Klein",NA,NA,NA,"W. Hoehne","1955","01","Brazil","São Paulo","Sao Paulo","Capital São Paulo, Parque do Estado.","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778949","28","NY00778949_01","Cucurbitales","s.n.","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","626574","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","V. L. Gomes-Klein",NA,NA,NA,"V. L. Gomes-Klein","1997","08","Brazil","Rio de Janeiro","Paratí","Paratí-mirim, margem esquerda da estrada, no sentido para a praia, em um terreno de uma residência da fazenda Chamego, de propriedade do Sr. Alcir.","-44.7131","-23.2181",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=505990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626574","24","NY00626574_01","Cucurbitales","3275","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","822646","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1915","06","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822646","09","NY00822646_01","Cucurbitales","17062","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","626575","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","V. L. Gomes-Klein",NA,NA,NA,"V. L. Gomes-Klein","1997","08","Brazil","Rio de Janeiro","Paratí","Paratí-mirim, margem esquerda da estrada, no sentido para a praia, em um terreno de uma residência da fazenda Chamego, de propriedade do Sr. Alcir.","-44.7131","-23.2181",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=505991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626575","24","NY00626575_01","Cucurbitales","3275","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","626576","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","J. F. de Toledo",NA,NA,NA,"W. Hoehne","1942","05","Brazil","São Paulo",NA,"Próximo de Anastácio.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=505993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626576","20","NY00626576_01","Cucurbitales","s.n.","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","626740","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","R. Pozner",NA,NA,NA,"O. Morrone","1997","04","Argentina","Misiones","Guaraní","Ruta Prov. 21, camino de Paraíso a Moconá, 33km de la Ruta Nac. 14.",NA,NA,NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=505992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626740","28","NY00626740_01","Cucurbitales","2182","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1017597","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","V. L. Gomes-Klein",NA,NA,NA,"V. L. Gomes-Klein","1997","08","Brazil","Rio de Janeiro","Paratí","Paratí-mirim, margem esquerda da estrada, no sentido para a praia, em um terreno de uma, residência da fazenda Chamego, de propriedade do Sr. Alcir.","-44.7131","-23.2181",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1217644' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017597","24","NY01017597_01","Cucurbitales","3275","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","822648","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","V. L. Gomes-Klein",NA,NA,NA,"S. de V. A. Pessôa","1988","12","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Estrada p/sítio Sophronites. Beira da estrada para o sítio Sophronites.","-42.05","-22",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822648","08","NY00822648_01","Cucurbitales","440","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","172349","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana acutiloba","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Reçu le 29 Juin 1880 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00172349",NA,"NY00172349_01","Cucurbitales","10849","South America","sheet","Magnoliophyta","acutiloba","Authentic (Not A Type)",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","172349","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana acutiloba","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Reçu le 29 Juin 1880 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00172349",NA,"NY00172349_01","Cucurbitales","10849","South America","sheet","Magnoliophyta","acutiloba","Authentic (Not A Type)",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","822663","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","tibiricae","Cayaponia tibiricae","(Naudin) Cogn.","M. H. Nee",NA,NA,NA,"A. M. Amorim","1995","10","Brazil","Bahia","Jacobina","Estrada que liga Lacobina a Morro do Chapéu, ca. de 1 km de Jacobina. Ramal que leva a Cachoeira do Alves, ca. 10 km da estrada principal.","-40.5181","-11.1808",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822663","26","NY00822663_01","Cucurbitales","1753","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","626623","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","tibiricae","Cayaponia tibiricae","(Naudin) Cogn.","D. C. Zappi",NA,NA,NA,"O. dos S. Ribas","1989","11","Brazil","Paraná","Lapa","Segundo Faxinal, entrada para Monte Alegre.","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626623","30","NY00626623_01","Cucurbitales","198","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1006569","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","tibiricae","Cayaponia tibiricae","(Naudin) Cogn.",NA,NA,NA,NA,"J. F. dos Santos","2003","04","Brazil","Minas Gerais","Campina Verde","Campina Verde","-49.4864","-19.5358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114834' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006569","04","NY01006569_01","Cucurbitales","76","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1006570","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","tibiricae","Cayaponia tibiricae","(Naudin) Cogn.","C. Jeffrey",NA,NA,NA,"W. R. Anderson","1973","04","Brazil","Minas Gerais",NA,"13 km by road W of Januária on road to Serra das Araras, ca. 2 km E of large limestone hill","-44.45237","-15.56637",NA,NA,"575","575","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114839' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006570","19","NY01006570_01","Cucurbitales","9147","South America","sheet","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:29:56-03","UFRJ","RFA","18097","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.","V.L. Gomes-Klein","1999","12","28","P. Occhioni","1977","05","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada para Maromba","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Volúvel; flor verde","RFA39917","07",NA,NA,"8159",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:10:36-03","UTFPR","DVPR","5740","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis","(Mill.) Mart.Crov.","Klein, VLG","2017","12","26","Kranz, WM","1986","11","Brasil","Paraná","Castro","Km 160 da rodovia entre Castro e Piraí do Sul","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"Trepadeira escandente, muitas flores femininas e pouco masculinas.; Campo pastagem nativo.","DVPR005740","11",NA,NA,"18",NA,NA,"Magnoliophyta",NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-24 17:10:36-03","UTFPR","DVPR","5739","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","bonariensis","Cayaponia bonariensis","(Mill.) Mart.Crov.","Klein, VLG","2017","12","26","Ferreira, JA","2000","11","Brasil","Paraná","Ortigueira","Sítios do Cubines.","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"Cipó , flores brancas.; Beira de mato.","DVPR005739","08",NA,NA,"s.n.",NA,NA,"Magnoliophyta",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-24 17:10:36-03","UTFPR","DVPR","3356","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","Cogn.","Estevan, DA","2016","08",NA,"Estevan, DA; et al.","2015","09","Brasil","Paraná","Dois Vizinhos","Comunidade Pinheirinho","-53.055018","-25.431179","-53.055018","-25.431179",NA,NA,"Trepadeira, flores.; Ecótono de Floresta Estacional Semidecidual e Floresta Ombrófila Mista","DVPR003356","28",NA,NA,"2163",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-24 17:10:36-03","UTFPR","DVPR","3382","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","Cogn.","Estevan, DA","2016","08",NA,"Estevan, DA; et al.","2015","12","Brasil","Paraná","Dois Vizinhos","Comunidade Pinheirinho","-53.055018","-25.431179","-53.055018","-25.431179",NA,NA,"Trepadeira, frutos.; Ecótono de Floresta Estacional Semidecidual e Floresta Ombrófila Mista","DVPR003382","18",NA,NA,"2177",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-24 17:10:36-03","UTFPR","DVPR","188","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","Cogn.","Lima, LFP","2009","11","11","Francisco, EM; et al.","1999","04","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"Cipó, frutos maduros vermelhos.; Beira do rio Tibagi.","DVPR000188","07","DVPR000188",NA,"s.n.",NA,NA,"Magnoliophyta",NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-24 17:10:36-03","UTFPR","DVPR","187","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","Cogn.","Lima, LFP","2009","11","11","Pavão, OC; et al.","1999","04","Brasil","Paraná","Tamarana","Fazenda Pacaembu","-51.0971984863281","-23.7233009338379",NA,NA,NA,NA,"Cipó, frutos imaturos verdes, maduros vermelhos.; Trilha no da mata.","DVPR000187","23","DVPR000187",NA,"s.n.",NA,NA,"Magnoliophyta",NA,NA,"23681","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-24 17:10:36-03","UTFPR","DVPR","1608","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","Cogn.","Cordeiro, J; Larocca, P","2012",NA,NA,"Caxambu, MG; et al.","2012","04","Brasil","São Paulo","Pariquera-Açu","Propriedade do Sr. Flávio","-47.52183","-24.48306","-47.52183","-24.48306","29","29","Trepadeira com gavinhas, heliófita. Frutos imaturos verdes e os maduros alaranjados.; Relevo: suave-ondulado. Vegetação: Floresta Ombrófila Densa Submontana.","DVPR001608","28","DVPR001608",NA,"4009",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:37:37-03","EAO","IAN","59196","PreservedSpecimen","Plantae","Cucurbitaceae","Cayaponia","martiana","Cayaponia martiana","(Cogn.) Cogn.",NA,NA,NA,NA,"Rambo, B","1949","05","Brasil","Rio Grande do Sul","Schuvabenschneib",NA,NA,NA,NA,NA,NA,NA,NA,"IAN059196","25",NA,NA,"1748","Southern America",NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
