"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","infraspecificEpithet","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01240677","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis","Spreng.","M. Sobral","W. W. Thomas","9558","1993","01","17","Brazil","Bahia","Ilhéus","Sambaitaba","-39.1","-14.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745909' target='other'> <mi>dwc_moreinfo</mi></a>","NY01240677","NY01240677_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","561629","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis","Spreng.","G. M. Barroso","R. F. de Oliveira","128","1974","06","20","Brazil","Rio de Janeiro",NA,"Parque Ecológico, Morro do Amorim",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561629","NY00561629_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","561628","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis","Spreng.","G. M. Barroso","A. L. Peixoto","822","1976","01","23","Brazil","Rio de Janeiro","Sao Joao da Barra",NA,"-41.0508","-21.6406",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561628","NY00561628_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","561625","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis","Spreng.","G. M. Barroso","B. D. Sucre","5236",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Lado norte da Pedre de Itaúna, Restinga de Jacarepoquá.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561625","NY00561625_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","561622","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis","Spreng.","C. M. D. E. Legrand","G. G. Hatschbach","20993","1969","02","06","Brazil","Paraná","Guarapuava","Serra da Esperança","-51.4581","-25.3956",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561622","NY00561622_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1522497","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis","Spreng.","M. C. Souza","C. Farney","4554","2007","02","02","Brazil","Rio de Janeiro","Araruama","Praia Seca. Mata de restinga próxima a Lagoa Vermelha.","-42.3578","-22.9275",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753129' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522497","NY01522497_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01132176","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis","Spreng.",NA,"L. P. de Queiroz","7680","2003","03","09","Brazil","Bahia","Morro do Chapéu","Cerca de 18 km E of Morro do Chapéu na estrada para salvador. Cachoeira do Ferro Doido. Mata ciliar no Rio Ferro Doido.","-41.1506","-11.6278",NA,NA,"850","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1291589' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132176","NY01132176_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","561631","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis","Spreng.","L. R. Landrum","D. S. D. de Araújo","4279","1981","11","10","Brazil","Rio de Janeiro","Macaé","Restinga de Cabiúnas, margem esquerda da Lagoa.","-41.7867","-22.3708",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249289' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561631","NY00561631_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1522500","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis","Spreng.","M. C. Souza","C. Farney","4661","2007","03","30","Brazil","Rio de Janeiro","Cabo Frio","Restinga arbustiva próxima ao Aeroporto.","-42.0186","-22.8794",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753139' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522500","NY01522500_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1146844","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis","Spreng.","M. Sobral","L. A. Mattos Silva","4227","2000","10","06","Brazil","Bahia","Caravelas","Caravalas: Km 16 da Rodovia Caravelas/Alcobaça (BA 001)","-39.2247","-17.6208",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407103' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146844","NY01146844_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","561626","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis mutabilis","(O.Berg) D.Legrand","G. M. Barroso","A. P. Duarte","9152","1965","02","20","Brazil","Espírito Santo",NA,"De Linhares para Sao Mateus",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561626","NY00561626_01",NA,NA,NA,"Magnoliophyta","Myrtales","mutabilis","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","561624","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis mutabilis","(O.Berg) D.Legrand","G. M. Barroso","B. D. Sucre","8379","1972","02","01","Brazil","Espírito Santo",NA,"Reserva de Linhares, DOCEMADE","-39.961174","-19.138199",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607368' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561624","NY00561624_01",NA,NA,NA,"Magnoliophyta","Myrtales","mutabilis","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","561627","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis mutabilis","(O.Berg) D.Legrand","G. M. Barroso","A. P. Duarte","9152","1965","02","20","Brazil","Espírito Santo",NA,"De Linhares para Sao Mateus.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561627","NY00561627_01",NA,NA,NA,"Magnoliophyta","Myrtales","mutabilis","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","561626","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","brasiliensis","Calyptranthes brasiliensis mutabilis","(O.Berg) D.Legrand","G. M. Barroso","A. P. Duarte","9152","1965","02","20","Brazil","Espírito Santo",NA,"De Linhares para Sao Mateus",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561626","NY00561626_01",NA,NA,NA,"Magnoliophyta","Myrtales","mutabilis","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","561464","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","dardanoi","Calyptranthes dardanoi","Mattos",NA,"E. Freire","10","1995","10","10","Brazil","Pernambuco","Buíque","Estrada Buíque Catimbau","-37.1542","-8.625",NA,NA,"799","799","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561464","NY00561464_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02609710","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","dardanoi","Calyptranthes dardanoi","Mattos",NA,"B. S. Amorim","828","2011","03","02","Brazil","Pernambuco","Igarassu","Usina São José, Mata de Piedade Floresta Atlântica.","-34.9992","-7.8383",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2895524' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609710","NY02609710_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","561465","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","dardanoi","Calyptranthes dardanoi","Mattos",NA,"K. Andrade","248","1995","11","20","Brazil","Pernambuco","Buíque","Sopé da serra.","-37.1542","-8.625",NA,NA,"799","799","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561465","NY00561465_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","386763","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","fastigiata","Calyptranthes fastigiata","O.Berg",NA,"Martii Herbar. Florae Brasil.","1237",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386763","NY00386763_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","type",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","561588","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","C. M. D. E. Legrand","R. Reitz","2439","1956","01","18","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561588","NY00561588_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","561585","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","C. M. D. E. Legrand","R. Reitz","3770","1956","09","27","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"300","300","Lenho na xiloteca. Vouchers for wood samples deposited at Syracuse Universities. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561585","NY00561585_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","561593","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","C. M. D. E. Legrand","G. G. Hatschbach","20899","1969","01","24","Brazil","Paraná","Morretes","Col. Floresta","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561593","NY00561593_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","561590","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","M. L. Kawasaki","R. M. Silva","866","1993","05","15","Brazil","Rio de Janeiro","Macaé","Restinga aberta com ilhas de gravatás, entre Macaé e Rio das Ostras.","-41.7867","-22.3708",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561590","NY00561590_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","561592","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","M. Sobral","M. Sobral","2399","1983","10","12","Brazil","Rio Grande do Sul","Camaqua","Pessegueiro, Camaqua","-51.834028","-30.916916",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561592","NY00561592_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","561589","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","E. F. Guimarães; C. L. F. Ichaso","J. Almeida","1267","1972","02","23","Brazil",NA,NA,"GB-Estrada do Corcovado Sumaré","-43.215145","-22.949794",NA,NA,"530","530","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561589","NY00561589_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","561587","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","C. M. D. E. Legrand","R. Reitz","6929","1958","08","02","Brazil","Santa Catarina","Rio do Sul","Alto Matador, Rio do Sul","-49.563988","-27.247405",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561587","NY00561587_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","04086978","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","D. Piotto","D. Piotto","2609","2010","06","10","Brazil","Bahia","Uruçuca","Parque Est. Serra do Conduru","-39.08","-14.42",NA,NA,"120","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671332' target='other'> <mi>dwc_moreinfo</mi></a>","NY04086978","NY04086978_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00749744","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","M. Sobral","P. Fiaschi","2585","2004","10","30","Brazil","Bahia","Valença","RPPN Fazenda Agua Branca. Distrito de Jequiriça. Estrada de Valença para Guaibim, ca. 2 km, entrada à esq., 8 km, rumo à sede da reserva","-39.0903","-13.3289",NA,NA,"220","220","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=907970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749744","NY00749744_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","561586","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","C. M. D. E. Legrand","R. Reitz","5087","1957","10","10","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561586","NY00561586_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","561591","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","G. G. Hatschbach","G. G. Hatschbach","26605","1971","03","31","Brazil","Paraná","Quatro Barras","Estr. Graciosa, Alto da Serra","-49.0767","-25.3658",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561591","NY00561591_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1551127","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandifolia","Calyptranthes grandifolia","O.Berg","M. Sobral","J. M. A. Braga","2502","1995","06","28","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Taquaral, margem do Rio Campo Belo.","-44.65833","-22.35833",NA,NA,"600",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1911865' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551127","NY01551127_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","561692","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","loranthifolia","Calyptranthes loranthifolia","DC.","M. L. Kawasaki","R. M. Silva","869","1993","05","15","Brazil","Rio de Janeiro","Macaé","Entre Macaé e Rio das Ostras.","-41.870619","-22.438265",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561692","NY00561692_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","561693","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","loranthifolia","Calyptranthes loranthifolia","DC.","G. M. Barroso","O. X. B. Machado","s.n.","1944","09","02","Brazil","Rio de Janeiro",NA,"Estado da Guanabara, Restinga da Tijuca","-43.36594","-23.011012",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561693","NY00561693_01",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
